ENTRY            12156   19860717                             00001215600000001 
SUBENT        12156001   19860717                             00001215600100001 
BIB                  9         13                                 1215600100002 
INSTITUTE  (1USAANL)                                              1215600100003 
REFERENCE  (J,BAP,5,409,6011)                                     1215600100004 
AUTHOR     (A.B.SMITH,P.A.MOLDAUER)                               1215600100005 
TITLE      SCATTERING OF FAST NEUTRONS FROM TUNGSTEN.             1215600100006 
METHOD     (TOF) TIME-OF-FLIGHT.                                  1215600100007 
DETECTOR   (SCIN) BIASED SCINTILLATOR                             1215600100008 
MONITOR    (6-C-12(N,EL)6-C-12,,SIG)                              1215600100009 
STATUS     (SCSRS)                                                1215600100010 
           DATA RECEIVED IN PRIVATE COMM., SMITH, 1962.           1215600100011 
HISTORY    (760803T) TRANSLATED FROM SCISRS                       1215600100012 
           (821012A) CONVERTED TO REACTION FORMALISM              1215600100013 
           (830331U) BIB UPDATE.                                  1215600100014 
           (860717A) REACTION PRODUCTS ADDED.                     1215600100015 
ENDBIB              13          0                                 1215600100016 
NOCOMMON             0          0                                 1215600100017 
ENDSUBENT           16          0                                 1215600199999 
SUBENT        12156002   19860717                             00001215600200001 
BIB                  1          1                                 1215600200002 
REACTION   (74-W-0(N,EL)74-W-0,,DA)                               1215600200003 
ENDBIB               1          0                                 1215600200004 
COMMON               2          3                                 1215600200005 
EN-RSL     ANG-RSL                                                1215600200006 
MEV        ADEG                                                   1215600200007 
 2.0    -02 3.                                                    1215600200008 
ENDCOMMON            3          0                                 1215600200009 
DATA                 3        115                                 1215600200010 
EN         COS-CM     DATA                                        1215600200011 
MEV        NO-DIM     MB/SR                                       1215600200012 
 6.90   -01 0.86466    1.238  +03                                 1215600200069 
 6.90   -01 0.70438    7.443  +02                                 1215600200070 
 6.90   -01 0.49592    4.874  +02                                 1215600200071 
 6.90   -01 0.25374    2.493  +02                                 1215600200072 
 6.90   -01-0.0054     1.750  +02                                 1215600200073 
 6.90   -01-0.2639     1.504  +02                                 1215600200074 
 6.90   -01-0.5041     1.659  +02                                 1215600200075 
 6.90   -01-0.7098     1.915  +02                                 1215600200076 
 6.90   -01-0.8109     2.068  +02                                 1215600200077 
 7.75   -01 0.93905    1.237  +03                                 1215600200078 
 7.75   -01 0.86466    1.040  +03                                 1215600200079 
 7.75   -01 0.70438    7.145  +02                                 1215600200080 
 7.75   -01 0.49592    4.376  +02                                 1215600200081 
 7.75   -01 0.25374    2.393  +02                                 1215600200082 
 7.75   -01-0.0054     1.330  +02                                 1215600200083 
 7.75   -01-0.2639     1.013  +02                                 1215600200084 
 7.75   -01-0.5041     1.257  +02                                 1215600200085 
 7.75   -01-0.7098     1.512  +02                                 1215600200086 
 7.75   -01-0.8109     1.614  +02                                 1215600200087 
 7.90   -01 0.86466    1.189  +03                                 1215600200088 
 7.90   -01 0.86466    1.288  +03                                 1215600200089 
 7.90   -01 0.70438    7.641  +02                                 1215600200090 
 7.90   -01 0.49592    4.376  +02                                 1215600200091 
 7.90   -01 0.25374    1.994  +02                                 1215600200092 
 7.90   -01-0.0054     1.540  +02                                 1215600200093 
 7.90   -01-0.2639     1.404  +02                                 1215600200094 
 7.90   -01-0.5041     1.609  +02                                 1215600200095 
 7.90   -01-0.7098     1.915  +02                                 1215600200096 
 7.90   -01-0.8209     2.068  +02                                 1215600200097 
 9.50   -01 0.86466    1.238  +03                                 1215600200098 
 9.50   -01 0.70438    8.137  +02                                 1215600200099 
 9.50   -01 0.49592    4.376  +02                                 1215600200100 
 9.50   -01 0.25374    2.294  +02                                 1215600200101 
 9.50   -01-0.0054     1.220  +02                                 1215600200102 
 9.50   -01-0.2639     1.053  +02                                 1215600200103 
 9.50   -01-0.5041     1.036  +02                                 1215600200104 
 9.50   -01-0.7098     1.330  +02                                 1215600200105 
 9.50   -01-0.8109     1.715  +02                                 1215600200106 
 1.100  +00 0.92642    1.505  +03                                 1215600200107 
 1.100  +00 0.87334    1.228  +03                                 1215600200108 
 1.100  +00 0.86466    1.288  +03                                 1215600200109 
 1.100  +00 0.70438    6.947  +02                                 1215600200110 
 1.100  +00 0.49592    3.829  +02                                 1215600200111 
 1.100  +00 0.25374    1.546  +02                                 1215600200112 
 1.100  +00-0.0054     9.500  +01                                 1215600200113 
 1.100  +00-0.2639     9.527  +01                                 1215600200114 
 1.100  +00-0.5041     1.126  +02                                 1215600200115 
 1.100  +00-0.7098     1.209  +02                                 1215600200116 
 1.100  +00-0.8006     1.241  +02                                 1215600200117 
 1.250  +00 0.92642    1.831  +03                                 1215600200118 
 1.250  +00 0.86466    1.387  +03                                 1215600200119 
 1.250  +00 0.70438    6.550  +02                                 1215600200120 
 1.250  +00 0.49592    3.033  +02                                 1215600200121 
 1.250  +00 0.25374    1.097  +02                                 1215600200122 
 1.250  +00-0.0054     7.600  +01                                 1215600200123 
 1.250  +00-0.2639     9.226  +01                                 1215600200124 
 1.250  +00-0.5041     1.005  +02                                 1215600200125 
 1.250  +00-0.7098     1.008  +02                                 1215600200126 
 1.250  +00-0.8496     9.487  +01                                 1215600200127 
ENDDATA            117          0                                 1215600200128 
ENDSUBENT          127          0                                 1215600299999 
SUBENT        12156003   19860717                             00001215600300001 
BIB                  2          2                                 1215600300002 
REACTION   (74-W-0(N,EL)74-W-0,,DA,,LEG/RS)                       1215600300003 
STATUS     (COREL,12156004)                                       1215600300004 
ENDBIB               2          0                                 1215600300005 
NOCOMMON             0          0                                 1215600300006 
DATA                 4        135                                 1215600300007 
EN         NUMBER-CM  DATA       DATA-ERR                         1215600300008 
MEV        NO-DIM     NO-DIM     NO-DIM                           1215600300009 
 3.00   -01    1.      6.38   -01 1.1    -02                      1215600300010 
 3.00   -01    2.      4.42   -01 1.3    -02                      1215600300011 
 3.00   -01    3.      4.7    -02 2.5    -02                      1215600300012 
 3.00   -01    4.      1.18   -01 2.0    -02                      1215600300013 
 3.00   -01    5.     -1.22   -01 3.1    -02                      1215600300014 
 3.50   -01    1.      6.81   -01 2.0    -02                      1215600300015 
 3.50   -01    2.      5.55   -01 4.0    -02                      1215600300016 
 3.50   -01    3.      1.11   -01 5.0    -02                      1215600300017 
 3.50   -01    4.      6.5    -02 5.0    -02                      1215600300018 
 3.50   -01    5.     -8.0    -02 8.0    -02                      1215600300019 
 4.00   -01    1.      7.43   -01 1.0    -02                      1215600300020 
 4.00   -01    2.      6.54   -01 2.0    -02                      1215600300021 
 4.00   -01    3.      1.34   -01 3.0    -02                      1215600300022 
 4.00   -01    4.      9.4    -02 3.0    -02                      1215600300023 
 4.00   -01    5.     -2.7    -02 3.0    -02                      1215600300024 
 4.90   -01    1.      9.50   -01 1.8    -02                      1215600300025 
 4.90   -01    2.      8.63   -01 2.0    -02                      1215600300026 
 4.90   -01    3.      2.65   -01 1.0    -02                      1215600300027 
 4.90   -01    4.      5.9    -02 1.5    -02                      1215600300028 
 4.90   -01    5.      7.     -03 1.0    -02                      1215600300029 
 5.00   -01    1.      8.11   -01 5.0    -02                      1215600300030 
 5.00   -01    2.      9.57   -01 8.0    -02                      1215600300031 
 5.00   -01    3.      2.34   -01 9.0    -02                      1215600300032 
 5.00   -01    4.      1.64   -01 1.00   -01                      1215600300033 
 5.00   -01    5.     -1.08   -01 9.0    -02                      1215600300034 
 5.53   -01    1.      1.105  +00 5.5    -02                      1215600300035 
 5.53   -01    2.      9.40   -01 8.3    -02                      1215600300036 
 5.53   -01    3.      4.59   -01 9.6    -02                      1215600300037 
 5.53   -01    4.      7.8    -02 8.0    -02                      1215600300038 
 5.53   -01    5.      8.9    -02 7.0    -02                      1215600300039 
 5.90   -01    1.      1.031  +00 1.0    -02                      1215600300040 
 5.90   -01    2.      1.111  +00 2.0    -02                      1215600300041 
 5.90   -01    3.      4.09   -01 4.0    -02                      1215600300042 
 5.90   -01    4.      1.89   -01 2.0    -02                      1215600300043 
 5.90   -01    5.      3.3    -02 2.0    -02                      1215600300044 
 6.40   -01    1.      1.130  +00 4.0    -02                      1215600300045 
 6.40   -01    2.      1.240  +00 1.00   -01                      1215600300046 
 6.40   -01    3.      5.70   -01 1.20   -01                      1215600300047 
 6.40   -01    4.      2.80   -01 1.40   -01                      1215600300048 
 6.40   -01    5.      1.50   -01 1.50   -01                      1215600300049 
 6.50   -01    1.      1.190  +00 3.0    -02                      1215600300050 
 6.50   -01    2.      1.160  +00 5.0    -02                      1215600300051 
 6.50   -01    3.      3.60   -01 3.00   -01                      1215600300052 
 6.50   -01    4.      1.90   -01 8.0    -02                      1215600300053 
 6.50   -01    5.      1.60   -01 1.50   -01                      1215600300054 
 6.90   -01    1.      1.290  +00 3.0    -02                      1215600300055 
 6.90   -01    2.      1.270  +00 3.0    -02                      1215600300056 
 6.90   -01    3.      6.80   -01 1.50   -01                      1215600300057 
 6.90   -01    4.      2.20   -01 1.10   -01                      1215600300058 
 6.90   -01    5.      1.70   -01 1.50   -01                      1215600300059 
 7.50   -01    1.      1.288  +00 1.30   -01                      1215600300060 
 7.50   -01    2.      1.317  +00 1.87   -01                      1215600300061 
 7.50   -01    3.      9.98   -01 2.33   -01                      1215600300062 
 7.50   -01    4.      2.81   -01 2.38   -01                      1215600300063 
 7.50   -01    5.      3.44   -01 2.13   -01                      1215600300064 
 7.75   -01    1.      1.350  +00 3.0    -02                      1215600300065 
 7.75   -01    2.      1.250  +00 6.0    -02                      1215600300066 
 7.75   -01    3.      4.90   -01 8.0    -02                      1215600300067 
 7.75   -01    4.      8.0    -02 8.0    -02                      1215600300068 
 7.75   -01    5.      1.0    -02 1.0    -02                      1215600300069 
 7.90   -01    1.      1.321  +00 1.00   -01                      1215600300070 
 7.90   -01    2.      1.387  +00 1.30   -01                      1215600300071 
 7.90   -01    3.      7.50   -01 1.50   -01                      1215600300072 
 7.90   -01    4.      2.52   -01 1.50   -01                      1215600300073 
 7.90   -01    5.      1.62   -01 1.50   -01                      1215600300074 
 8.50   -01    1.      1.356  +00 3.9    -02                      1215600300075 
 8.50   -01    2.      1.542  +00 5.5    -02                      1215600300076 
 8.50   -01    3.      1.079  +00 7.1    -02                      1215600300077 
 8.50   -01    4.      4.43   -01 7.8    -02                      1215600300078 
 8.50   -01    5.      3.40   -01 8.0    -02                      1215600300079 
 8.90   -01    1.      1.521  +00 3.0    -02                      1215600300080 
 8.90   -01    2.      1.587  +00 4.0    -02                      1215600300081 
 8.90   -01    3.      8.52   -01 8.0    -02                      1215600300082 
 8.90   -01    4.      3.08   -01 1.0    -02                      1215600300083 
 8.90   -01    5.      4.0    -02 4.0    -02                      1215600300084 
 9.50   -01    1.      1.420  +00 3.0    -02                      1215600300085 
 9.50   -01    2.      1.501  +00 3.0    -02                      1215600300086 
 9.50   -01    3.      6.20   -01 2.50   -01                      1215600300087 
 9.50   -01    4.      2.30   -01 8.0    -02                      1215600300088 
 9.50   -01    5.      1.00   -01 5.0    -02                      1215600300089 
 1.000  +00    1.      1.555  +00 1.13   -01                      1215600300090 
 1.000  +00    2.      1.614  +00 1.62   -01                      1215600300091 
 1.000  +00    3.      1.497  +00 2.01   -01                      1215600300092 
 1.000  +00    4.      3.97   -01 2.08   -01                      1215600300093 
 1.000  +00    5.      6.76   -01 1.84   -01                      1215600300094 
 1.050  +00    1.      1.471  +00 6.5    -02                      1215600300095 
 1.050  +00    2.      1.677  +00 9.2    -02                      1215600300096 
 1.050  +00    3.      1.267  +00 1.17   -01                      1215600300097 
 1.050  +00    4.      4.62   -01 1.30   -01                      1215600300098 
 1.050  +00    5.      2.73   -01 1.33   -01                      1215600300099 
 1.100  +00    1.      1.600  +00 1.50   -01                      1215600300100 
 1.100  +00    2.      1.650  +00 1.80   -01                      1215600300101 
 1.100  +00    3.      1.020  +00 2.00   -01                      1215600300102 
 1.100  +00    4.      3.50   -01 2.50   -01                      1215600300103 
 1.100  +00    5.      1.10   -01 1.50   -01                      1215600300104 
 1.150  +00    1.      1.544  +00 4.4    -02                      1215600300105 
 1.150  +00    2.      1.823  +00 6.3    -02                      1215600300106 
 1.150  +00    3.      1.332  +00 8.0    -02                      1215600300107 
 1.150  +00    4.      6.66   -01 8.9    -02                      1215600300108 
 1.150  +00    5.      2.03   -01 9.1    -02                      1215600300109 
 1.200  +00    1.      1.864  +00 1.80   -01                      1215600300110 
 1.200  +00    2.      1.724  +00 2.61   -01                      1215600300111 
 1.200  +00    3.      1.688  +00 3.40   -01                      1215600300112 
 1.200  +00    4.      4.27   -01 3.34   -01                      1215600300113 
 1.200  +00    5.      5.70   -01 2.96   -01                      1215600300114 
 1.250  +00    1.      1.680  +00 1.50   -01                      1215600300115 
 1.250  +00    2.      1.950  +00 2.00   -01                      1215600300116 
 1.250  +00    3.      1.310  +00 3.00   -01                      1215600300117 
 1.250  +00    4.      7.79   -01 3.00   -01                      1215600300118 
 1.250  +00    5.      3.00   -01 3.00   -01                      1215600300119 
 1.300  +00    1.      2.108  +00 1.32   -01                      1215600300120 
 1.300  +00    2.      2.092  +00 1.96   -01                      1215600300121 
 1.300  +00    3.      2.040  +00 2.33   -01                      1215600300122 
 1.300  +00    4.      6.92   -01 2.48   -01                      1215600300123 
 1.300  +00    5.      4.73   -01 2.22   -01                      1215600300124 
 1.350  +00    1.      1.901  +00 1.01   -01                      1215600300125 
 1.350  +00    2.      2.284  +00 1.19   -01                      1215600300126 
 1.350  +00    3.      2.086  +00 1.86   -01                      1215600300127 
 1.350  +00    4.      1.046  +00 1.70   -01                      1215600300128 
 1.350  +00    5.      5.12   -01 2.13   -01                      1215600300129 
 1.400  +00    1.      1.886  +00 3.5    -02                      1215600300130 
 1.400  +00    2.      2.071  +00 4.8    -02                      1215600300131 
 1.400  +00    3.      1.951  +00 6.1    -02                      1215600300132 
 1.400  +00    4.      7.61   -01 5.2    -02                      1215600300133 
 1.400  +00    5.      4.23   -01 5.0    -02                      1215600300134 
 1.450  +00    1.      1.968  +00 9.5    -02                      1215600300135 
 1.450  +00    2.      2.273  +00 1.35   -01                      1215600300136 
 1.450  +00    3.      2.090  +00 1.72   -01                      1215600300137 
 1.450  +00    4.      1.133  +00 1.90   -01                      1215600300138 
 1.450  +00    5.      5.27   -01 1.96   -01                      1215600300139 
 1.495  +00    1.      2.170  +00 9.2    -02                      1215600300140 
 1.495  +00    2.      2.371  +00 1.31   -01                      1215600300141 
 1.495  +00    3.      2.467  +00 1.66   -01                      1215600300142 
 1.495  +00    4.      1.132  +00 1.85   -01                      1215600300143 
 1.495  +00    5.      7.65   -01 1.89   -01                      1215600300144 
ENDDATA            137          0                                 1215600300145 
ENDSUBENT          144          0                                 1215600399999 
SUBENT        12156004   19860717                             00001215600400001 
BIB                  3          3                                 1215600400002 
REACTION   (74-W-0(N,EL)74-W-0,,SIG)                              1215600400003 
CORRECTION CORRECTED FOR MULTIPLE SCATTERING                      1215600400004 
STATUS     (COREL,12156003)                                       1215600400005 
ENDBIB               3          0                                 1215600400006 
NOCOMMON             0          0                                 1215600400007 
DATA                 2         27                                 1215600400008 
EN         DATA                                                   1215600400009 
MEV        B                                                      1215600400010 
 3.00   -01 6.30   +00                                            1215600400011 
 3.50   -01 6.08   +00                                            1215600400012 
 4.00   -01 6.08   +00                                            1215600400013 
 4.90   -01 5.51   +00                                            1215600400014 
 5.00   -01 5.41   +00                                            1215600400015 
 5.53   -01 5.24   +00                                            1215600400016 
 5.90   -01 5.63   +00                                            1215600400017 
 6.40   -01 4.82   +00                                            1215600400018 
 6.50   -01 5.46   +00                                            1215600400019 
 6.90   -01 4.99   +00                                            1215600400020 
 7.50   -01 4.15   +00                                            1215600400021 
 7.75   -01 4.29   +00                                            1215600400022 
 7.90   -01 4.92   +00                                            1215600400023 
 8.50   -01 4.36   +00                                            1215600400024 
 8.90   -01 4.59   +00                                            1215600400025 
 9.50   -01 4.64   +00                                            1215600400026 
 1.000  +00 3.54   +00                                            1215600400027 
 1.050  +00 3.75   +00                                            1215600400028 
 1.100  +00 4.11   +00                                            1215600400029 
 1.150  +00 4.19   +00                                            1215600400030 
 1.200  +00 3.68   +00                                            1215600400031 
 1.250  +00 4.20   +00                                            1215600400032 
 1.300  +00 3.38   +00                                            1215600400033 
 1.350  +00 3.16   +00                                            1215600400034 
 1.400  +00 3.57   +00                                            1215600400035 
 1.450  +00 3.43   +00                                            1215600400036 
 1.495  +00 3.30   +00                                            1215600400037 
ENDDATA             29          0                                 1215600400038 
ENDSUBENT           37          0                                 1215600499999 
ENDENTRY             4          0                                 1215699999999 
