ENTRY            10661   20080824                             13501066100000001 
SUBENT        10661001   20080824                             13501066100100001 
BIB                 14         25                                 1066100100002 
INSTITUTE  (1USAIRT)                                              1066100100003 
REFERENCE  (J,NSE,62,716,197704)                                  1066100100004 
AUTHOR     (V.C.Rogers,D.R.Dixon,C.G.Hoot,D.Costello,V.J.Orphan)  1066100100005 
TITLE      Gamma-Ray Production Cross Sections for Copper from    1066100100006 
           0.67 to 19.6 MeV.                                      1066100100007 
FACILITY   (LINAC,1USAIRT) Pulsed linear accelerator source       1066100100008 
INC-SOURCE (PHOTO) Photoneutrons                                  1066100100009 
SAMPLE      99.9% pure copper sample.                             1066100100010 
METHOD     (TOF) Time-of-flight over 52.75 meter flight path      1066100100011 
DETECTOR   (GELI) Germanium-lithium detector                      1066100100012 
            Detector efficiency calibrated using calibrated       1066100100013 
            radioactive sources.                                  1066100100014 
MONITOR    Flux monitored by 3He and NE211 scintillator system.   1066100100015 
CORRECTION Corrected for background, attenuation, multiple        1066100100016 
            scattering, and dead time.                            1066100100017 
ERR-ANALYS (DATA-ERR) Overall uncertainty in measurements is due  1066100100018 
            to counting statistics, uncertainty in neutron flux,  1066100100019 
            Ge(Li) detector efficiency, flux ttenuation, multiple 1066100100020 
            scattering, and dead time losses.                     1066100100021 
           Errors that are larger than 12% are dominated by       1066100100022 
            uncertainties in peak area counting statistics and    1066100100023 
            background subtraction.                               1066100100024 
STATUS     (TABLE) Data taken from tables in reference.           1066100100025 
HISTORY    (19770426C)                                            1066100100026 
           (20080824A) Formats updated. BIB update.               1066100100027 
ENDBIB              25          0                                 1066100100028 
NOCOMMON             0          0                                 1066100100029 
ENDSUBENT           28          0                                 1066100199999 
SUBENT        10661002   19770513                             00001066100200001 
BIB                  1          1                                 1066100200002 
REACTION   (29-CU-0(N,X)0-G-0,PAR,DA,,4PI/AV)                     1066100200003 
ENDBIB               1          0                                 1066100200004 
COMMON               1          3                                 1066100200005 
ANG                                                               1066100200006 
ADEG                                                              1066100200007 
 125.                                                             1066100200008 
ENDCOMMON            3          0                                 1066100200009 
DATA                 5        710                                 1066100200010 
E          EN-MIN     EN-MAX     DATA       DATA-ERR              1066100200011 
 1861.      11.9       13.8        54.       20.                  1066100200456 
 1861.      13.8       16.7        27.       20.                  1066100200457 
 1861.      16.7       19.6        20.       30.                  1066100200458 
 1884.       2.5        3.0         3.       80.                  1066100200459 
 1884.       3.0        4.0        10.       60.                  1066100200460 
 1884.       4.0        4.9         8.       60.                  1066100200461 
 1884.       4.9        5.9         9.       60.                  1066100200462 
 1884.       5.9        6.9        12.       60.                  1066100200463 
 1884.       6.9        7.9         5.       80.                  1066100200464 
 1884.       7.9        8.9         6.       60.                  1066100200465 
 1884.       8.9        9.9        18.       30.                  1066100200466 
 1884.       9.9       11.9        11.       60.                  1066100200467 
 1884.      11.9       13.8         8.       60.                  1066100200468 
 1884.      13.8       16.7         5.       80.                  1066100200469 
 1884.      16.7       19.6        19.       30.                  1066100200470 
 1929.       2.5        3.0         4.       80.                  1066100200471 
 1929.       3.0        4.0         9.       60.                  1066100200472 
 1929.       4.0        4.9        16.       30.                  1066100200473 
 1929.       4.9        5.9        15.       30.                  1066100200474 
 1929.       5.9        6.9        17.       30.                  1066100200475 
 1929.       6.9        7.9         4.       80.                  1066100200476 
 1929.       7.9        8.9         4.       80.                  1066100200477 
 1929.       8.9        9.9        11.       60.                  1066100200478 
 1929.       9.9       11.9        18.       30.                  1066100200479 
 1929.      11.9       13.8         9.       60.                  1066100200480 
 1929.      13.8       16.7         2.       80.                  1066100200481 
 1929.      16.7       19.6         9.       60.                  1066100200482 
 2011.       2.0        2.5        15.       30.                  1066100200483 
 2011.       2.5        3.0        24.       30.                  1066100200484 
 2011.       3.0        4.0        35.       20.                  1066100200485 
 2011.       4.0        4.9        30.       20.                  1066100200486 
 2011.       4.9        5.9        22.       30.                  1066100200487 
 2011.       5.9        6.9        16.       30.                  1066100200488 
 2011.       6.9        7.9         8.       60.                  1066100200489 
 2011.       7.9        8.9        14.       60.                  1066100200490 
 2011.       8.9        9.9         6.       60.                  1066100200491 
 2011.       9.9       11.9         9.       60.                  1066100200492 
 2026.       2.5        3.0         3.       80.                  1066100200493 
 2026.       3.0        4.0        11.       60.                  1066100200494 
 2026.       4.0        4.9         7.       60.                  1066100200495 
 2026.       4.9        5.9         5.       80.                  1066100200496 
 2026.       5.9        6.9         6.       60.                  1066100200497 
 2026.       6.9        7.9         4.       80.                  1066100200498 
 2026.       7.9        8.9         6.       60.                  1066100200499 
 2062.       2.0        2.5         3.       80.                  1066100200500 
 2062.       2.5        3.0         4.       80.                  1066100200501 
 2062.       3.0        4.0         5.       80.                  1066100200502 
 2062.       4.0        4.9         4.       80.                  1066100200503 
 2062.       4.9        5.9         7.       60.                  1066100200504 
 2062.       5.9        6.9         7.       60.                  1066100200505 
 2062.       6.9        7.9        11.       60.                  1066100200506 
 2062.       7.9        8.9        10.       60.                  1066100200507 
 2062.       8.9        9.9         7.       60.                  1066100200508 
 2062.       9.9       11.9         4.       80.                  1066100200509 
 2062.      13.8       16.7         4.       80.                  1066100200510 
 2062.      16.7       19.6         4.       80.                  1066100200511 
 2082.       2.0        2.5        11.       60.                  1066100200512 
 2082.       2.5        3.0        17.       30.                  1066100200513 
 2082.       3.0        4.0        17.       30.                  1066100200514 
 2082.       4.0        4.9        14.       60.                  1066100200515 
 2082.       4.9        5.9        12.       60.                  1066100200516 
 2082.       5.9        6.9        13.       60.                  1066100200517 
 2082.       6.9        7.9         4.       80.                  1066100200518 
 2082.       7.9        8.9         6.       60.                  1066100200519 
 2082.       8.9        9.9        10.       60.                  1066100200520 
 2082.       9.9       11.9         7.       60.                  1066100200521 
 2082.      11.9       13.8         6.       60.                  1066100200522 
 2082.      13.8       16.7         4.       80.                  1066100200523 
 2082.      16.7       19.6         5.       80.                  1066100200524 
 2093.       2.0        2.5         5.       80.                  1066100200525 
 2093.       2.5        3.0        11.       60.                  1066100200526 
 2093.       3.0        4.0        21.       30.                  1066100200527 
 2093.       4.0        4.9        26.       20.                  1066100200528 
 2093.       4.9        5.9        28.       20.                  1066100200529 
 2093.       5.9        6.9        21.       30.                  1066100200530 
 2093.       6.9        7.9        17.       30.                  1066100200531 
 2093.       7.9        8.9        14.       60.                  1066100200532 
 2093.       8.9        9.9        13.       60.                  1066100200533 
 2093.       9.9       11.9        14.       60.                  1066100200534 
 2093.      11.9       13.8        12.       60.                  1066100200535 
 2093.      13.8       16.7        13.       60.                  1066100200536 
 2093.      16.7       19.6        12.       60.                  1066100200537 
 2106.       2.5        3.0        10.       60.                  1066100200538 
 2106.       3.0        4.0        17.       30.                  1066100200539 
 2106.       4.0        4.9        17.       30.                  1066100200540 
 2106.       4.9        5.9        11.       60.                  1066100200541 
 2106.       5.9        6.9         6.       60.                  1066100200542 
 2106.       6.9        7.9         8.       60.                  1066100200543 
 2106.       7.9        8.9        14.       60.                  1066100200544 
 2106.       8.9        9.9         4.       80.                  1066100200545 
 2106.       9.9       11.9         4.       80.                  1066100200546 
 2106.      11.9       13.8         4.       80.                  1066100200547 
 2106.      13.8       16.7         4.       80.                  1066100200548 
 2106.      16.7       19.6        17.       30.                  1066100200549 
 2224.       2.0        2.5         3.       80.                  1066100200550 
 2224.       2.5        3.0         4.       80.                  1066100200551 
 2224.       3.0        4.0         6.       60.                  1066100200552 
 2224.       4.0        4.9         5.       80.                  1066100200553 
 2224.       4.9        5.9        11.       60.                  1066100200554 
 2224.       5.9        6.9         4.       80.                  1066100200555 
 2224.       6.9        7.9         9.       60.                  1066100200556 
 2224.       7.9        8.9         7.       60.                  1066100200557 
 2224.       8.9        9.9        15.       30.                  1066100200558 
 2224.       9.9       11.9        13.       60.                  1066100200559 
 2224.      11.9       13.8        24.       30.                  1066100200560 
 2224.      13.8       16.7        12.       60.                  1066100200561 
 2224.      16.7       19.6        19.       30.                  1066100200562 
 2336.       2.0        2.5        19.       30.                  1066100200563 
 2336.       2.5        3.0        27.       20.                  1066100200564 
 2336.       3.0        4.0        25.       20.                  1066100200565 
 2336.       4.0        4.9        29.       20.                  1066100200566 
 2336.       4.9        5.9        32.       20.                  1066100200567 
 2336.       5.9        6.9        32.       20.                  1066100200568 
 2336.       6.9        7.9        26.       20.                  1066100200569 
 2336.       7.9        8.9        42.       20.                  1066100200570 
 2336.       8.9        9.9        13.       60.                  1066100200571 
 2336.       9.9       11.9        13.       60.                  1066100200572 
 2336.      11.9       13.8        21.       30.                  1066100200573 
 2336.      13.8       16.7         8.       60.                  1066100200574 
 2336.      16.7       19.6        25.       20.                  1066100200575 
 2497.       2.5        3.0        11.       60.                  1066100200576 
 2497.       3.0        4.0        22.       30.                  1066100200577 
 2497.       4.0        4.9        18.       30.                  1066100200578 
 2497.       4.9        5.9        12.       60.                  1066100200579 
 2497.       5.9        6.9        11.       60.                  1066100200580 
 2497.       6.9        7.9        14.       60.                  1066100200581 
 2497.       7.9        8.9        15.       30.                  1066100200582 
 2497.       8.9        9.9        15.       30.                  1066100200583 
 2497.       9.9       11.9         5.       80.                  1066100200584 
 2497.      11.9       13.8        10.       60.                  1066100200585 
 2497.      13.8       16.7         5.       80.                  1066100200586 
 2497.      16.7       19.6         9.       60.                  1066100200587 
 2512.       2.5        3.0         7.       60.                  1066100200588 
 2512.       3.0        4.0        13.       60.                  1066100200589 
 2512.       4.0        4.9         9.       60.                  1066100200590 
 2512.       4.9        5.9         9.       60.                  1066100200591 
 2512.       5.9        6.9        10.       60.                  1066100200592 
 2512.       6.9        7.9        11.       60.                  1066100200593 
 2512.       7.9        8.9        14.       60.                  1066100200594 
 2512.       8.9        9.9         6.       60.                  1066100200595 
 2512.       9.9       11.9         7.       60.                  1066100200596 
 2512.      11.9       13.8         6.       60.                  1066100200597 
 2512.      13.8       16.7         4.       80.                  1066100200598 
 2536.       2.5        3.0         6.       60.                  1066100200599 
 2536.       3.0        4.0        11.       60.                  1066100200600 
 2536.       4.0        4.9         6.       60.                  1066100200601 
 2536.       4.9        5.9        11.       60.                  1066100200602 
 2536.       5.9        6.9        14.       60.                  1066100200603 
 2536.       6.9        7.9         6.       60.                  1066100200604 
 2536.       7.9        8.9         5.       80.                  1066100200605 
 2536.       8.9        9.9        10.       60.                  1066100200606 
 2536.       9.9       11.9         6.       60.                  1066100200607 
 2536.      13.8       16.7         8.       60.                  1066100200608 
 2536.      16.7       19.6        12.       60.                  1066100200609 
 2629.       4.9        5.9        16.       30.                  1066100200610 
 2629.       5.9        6.9        19.       30.                  1066100200611 
 2629.       6.9        7.9        19.       30.                  1066100200612 
 2629.       7.9        8.9        14.       60.                  1066100200613 
 2629.       8.9        9.9        12.       60.                  1066100200614 
 2629.       9.9       11.9        12.       60.                  1066100200615 
 2629.      11.9       13.8        15.       30.                  1066100200616 
 2629.      13.8       16.7         8.       60.                  1066100200617 
 2629.      16.7       19.6         7.       60.                  1066100200618 
 2717.       3.0        4.0         4.       80.                  1066100200619 
 2717.       4.0        4.9        15.       30.                  1066100200620 
 2717.       4.9        5.9        11.       60.                  1066100200621 
 2717.       5.9        6.9        14.       60.                  1066100200622 
 2717.       6.9        7.9        23.       30.                  1066100200623 
 2717.       7.9        8.9         8.       60.                  1066100200624 
 2717.       8.9        9.9        15.       30.                  1066100200625 
 2717.       9.9       11.9        12.       60.                  1066100200626 
 2717.      11.9       13.8        11.       60.                  1066100200627 
 2717.      13.8       16.7         8.       60.                  1066100200628 
 2717.      16.7       19.6        11.       60.                  1066100200629 
 2780.       3.0        4.0         7.       60.                  1066100200630 
 2780.       4.0        4.9         6.       60.                  1066100200631 
 2780.       4.9        5.9         8.       60.                  1066100200632 
 2780.       5.9        6.9        13.       60.                  1066100200633 
 2780.       6.9        7.9         7.       60.                  1066100200634 
 2780.       7.9        8.9        13.       60.                  1066100200635 
 2780.       8.9        9.9        11.       60.                  1066100200636 
 2780.       9.9       11.9        12.       60.                  1066100200637 
 2780.      11.9       13.8         8.       60.                  1066100200638 
 2780.      13.8       16.7         6.       60.                  1066100200639 
 2780.      16.7       19.6        19.       30.                  1066100200640 
 2887.       3.0        4.0         6.       60.                  1066100200641 
 2887.       4.0        4.9         7.       60.                  1066100200642 
 2887.       4.9        5.9        10.       60.                  1066100200643 
 2887.       5.9        6.9        26.       20.                  1066100200644 
 2887.       6.9        7.9        28.       20.                  1066100200645 
 2887.       7.9        8.9        18.       30.                  1066100200646 
 2887.       8.9        9.9        22.       30.                  1066100200647 
 2887.       9.9       11.9        11.       60.                  1066100200648 
 2887.      11.9       13.8        15.       30.                  1066100200649 
 2887.      13.8       16.7         8.       60.                  1066100200650 
 3471.       4.0        4.9         9.       60.                  1066100200651 
 3471.       4.9        5.9         8.       60.                  1066100200652 
 3471.       5.9        6.9         5.       80.                  1066100200653 
 3471.       6.9        7.9         7.       60.                  1066100200654 
 3471.       7.9        8.9         8.       60.                  1066100200655 
 3471.       8.9        9.9        14.       60.                  1066100200656 
 3471.       9.9       11.9         8.       60.                  1066100200657 
 3471.      11.9       13.8        18.       30.                  1066100200658 
 3471.      13.8       16.7         9.       60.                  1066100200659 
 3471.      16.7       19.6        20.       30.                  1066100200660 
 3569.       3.0        4.0         2.       80.                  1066100200661 
 3569.       4.0        4.9         5.       80.                  1066100200662 
 3569.       4.9        5.9         7.       60.                  1066100200663 
 3569.       5.9        6.9        12.       60.                  1066100200664 
 3569.       7.9        8.9        14.       60.                  1066100200665 
 3569.       9.9       11.9        11.       60.                  1066100200666 
 3569.      11.9       13.8         9.       60.                  1066100200667 
 3569.      13.8       16.7         7.       60.                  1066100200668 
 3569.      16.7       19.6        15.       30.                  1066100200669 
 3960.       4.0        4.9         5.       80.                  1066100200670 
 3960.       4.9        5.9         3.       80.                  1066100200671 
 3960.       5.9        6.9        17.       30.                  1066100200672 
 3960.       6.9        7.9        10.       60.                  1066100200673 
 3960.       7.9        8.9        12.       60.                  1066100200674 
 3960.       8.9        9.9        19.       30.                  1066100200675 
 3960.       9.9       11.9        12.       60.                  1066100200676 
 3960.      11.9       13.8        15.       30.                  1066100200677 
 3960.      13.8       16.7        11.       60.                  1066100200678 
 3960.      16.7       19.6        11.       60.                  1066100200679 
 5106.       6.9        7.9         8.       60.                  1066100200680 
 5106.       8.9        9.9         4.       80.                  1066100200681 
 5106.       9.9       11.9         9.       60.                  1066100200682 
 5106.      11.9       13.8        12.       60.                  1066100200683 
 5106.      13.8       16.7         6.       60.                  1066100200684 
 5106.      16.7       19.6         7.       60.                  1066100200685 
 5214.       7.9        8.9        21.       30.                  1066100200686 
 5214.       8.9        9.9        18.       30.                  1066100200687 
 5214.       9.9       11.9        13.       60.                  1066100200688 
 5214.      11.9       13.8         9.       60.                  1066100200689 
 5214.      13.8       16.7        18.       30.                  1066100200690 
 5214.      16.7       19.6         9.       60.                  1066100200691 
 5622.       6.9        7.9         7.       60.                  1066100200692 
 5622.       7.9        8.9        10.       60.                  1066100200693 
 5622.       8.9        9.9        12.       60.                  1066100200694 
 5622.       9.9       11.9         8.       60.                  1066100200695 
 5622.      13.8       16.7         9.       60.                  1066100200696 
 5622.      16.7       19.6         6.       60.                  1066100200697 
 5645.       6.9        7.9         9.       60.                  1066100200698 
 5645.       8.9        9.9        14.       60.                  1066100200699 
 5645.      11.9       13.8        20.       30.                  1066100200700 
 5645.      13.8       16.7         5.       80.                  1066100200701 
 5645.      16.7       19.6         6.       60.                  1066100200702 
 5879.       5.9        6.9         4.       80.                  1066100200703 
 5879.       6.9        7.9        12.       60.                  1066100200704 
 5879.       7.9        8.9         6.       60.                  1066100200705 
 5879.       8.9        9.9        12.       60.                  1066100200706 
 5879.      11.9       13.8        15.       30.                  1066100200707 
 5879.      16.7       19.6        15.       30.                  1066100200708 
 6519.       9.9       11.9        13.       60.                  1066100200709 
 6519.      11.9       13.8        22.       30.                  1066100200710 
 6519.      13.8       16.7        14.       60.                  1066100200711 
 6519.      16.7       19.6         7.       60.                  1066100200712 
 6620.       6.9        7.9        11.       60.                  1066100200713 
 6620.       7.9        8.9        18.       30.                  1066100200714 
 6620.       8.9        9.9        14.       60.                  1066100200715 
 6620.       9.9       11.9         9.       60.                  1066100200716 
 6620.      11.9       13.8         7.       60.                  1066100200717 
 6620.      13.8       16.7         7.       60.                  1066100200718 
 6647.       9.9       11.9        16.       30.                  1066100200719 
 6647.      11.9       13.8        24.       30.                  1066100200720 
 6647.      13.8       16.7        19.       30.                  1066100200721 
 6647.      16.7       19.6         6.       60.                  1066100200722 
ENDDATA            712          0                                 1066100200723 
ENDSUBENT          722          0                                 1066100299999 
SUBENT        10661003   19770513                             00001066100300001 
BIB                  1          1                                 1066100300002 
REACTION   (29-CU-0(N,X)0-G-0,PAR,DA,,4PI/AV)                     1066100300003 
ENDBIB               1          0                                 1066100300004 
COMMON               1          3                                 1066100300005 
ANG                                                               1066100300006 
ADEG                                                              1066100300007 
125.                                                              1066100300008 
ENDCOMMON            3          0                                 1066100300009 
DATA                 5        410                                 1066100300010 
E-MIN      E-MAX      EN-MIN     EN-MAX     DATA                  1066100300011 
KEV        KEV        MEV        MEV        MB                    1066100300012 
  569.       854.       0.67       1.00      194.                 1066100300013 
  569.       854.       1.00       1.5       176.                 1066100300014 
  569.       854.       1.5        2.0       162.                 1066100300015 
  569.       854.       2.0        2.5       197.                 1066100300016 
  569.       854.       2.5        3.0       148.                 1066100300017 
  569.       854.       3.0        4.0       149.                 1066100300018 
  569.       854.       4.0        4.9       250.                 1066100300019 
  569.       854.       4.9        5.9       276.                 1066100300020 
  569.       854.       5.9        6.9       304.                 1066100300021 
  569.       854.       6.9        7.9       284.                 1066100300022 
  569.       854.       7.9        8.9       273.                 1066100300023 
  569.       854.       8.9        9.9       297.                 1066100300024 
  569.       854.       9.9       11.9       256.                 1066100300025 
  569.       854.      11.9       13.8       259.                 1066100300026 
  569.       854.      13.8       16.7       240.                 1066100300027 
  569.       854.      16.7       19.6       198.                 1066100300028 
  854.      1138.       0.67       1.00       68.                 1066100300029 
  854.      1138.       1.00       1.5       237.                 1066100300030 
  854.      1138.       1.5        2.0       349.                 1066100300031 
  854.      1138.       2.0        2.5       408.                 1066100300032 
  854.      1138.       2.5        3.0       499.                 1066100300033 
  854.      1138.       3.0        4.0       800.                 1066100300034 
  854.      1138.       4.0        4.9       753.                 1066100300035 
  854.      1138.       4.9        5.9       788.                 1066100300036 
  854.      1138.       5.9        6.9       651.                 1066100300037 
  854.      1138.       6.9        7.9       692.                 1066100300038 
  854.      1138.       7.9        8.9       637.                 1066100300039 
  854.      1138.       8.9        9.9       586.                 1066100300040 
  854.      1138.       9.9       11.9       581.                 1066100300041 
  854.      1138.      11.9       13.8       498.                 1066100300042 
  854.      1138.      13.8       16.7       509.                 1066100300043 
  854.      1138.      16.7       19.6       464.                 1066100300044 
 1138.      1423.       0.67       1.00        4.6                1066100300045 
 1138.      1423.       1.00       1.5        67.4                1066100300046 
 1138.      1423.       1.5        2.0       126.                 1066100300047 
 1138.      1423.       2.0        2.5       245.                 1066100300048 
 1138.      1423.       2.5        3.0       266.                 1066100300049 
 1138.      1423.       3.0        4.0       514.                 1066100300050 
 1138.      1423.       4.0        4.9       342.                 1066100300051 
 1138.      1423.       4.9        5.9       456.                 1066100300052 
 1138.      1423.       5.9        6.9       532.                 1066100300053 
 1138.      1423.       6.9        7.9       603.                 1066100300054 
 1138.      1423.       7.9        8.9       514.                 1066100300055 
 1138.      1423.       8.9        9.9       475.                 1066100300056 
 1138.      1423.       9.9       11.9       497.                 1066100300057 
 1138.      1423.      11.9       13.8       484.                 1066100300058 
 1138.      1423.      13.8       16.7       408.                 1066100300059 
 1138.      1423.      16.7       19.6       431.                 1066100300060 
 1423.      1708.       0.67       1.00        2.3                1066100300061 
 1423.      1708.       1.00       1.5        11.9                1066100300062 
 1423.      1708.       1.5        2.0       118.                 1066100300063 
 1423.      1708.       2.0        2.5       183.                 1066100300064 
 1423.      1708.       2.5        3.0       147.                 1066100300065 
 1423.      1708.       3.0        4.0       248.                 1066100300066 
 1423.      1708.       4.0        4.9       356.                 1066100300067 
 1423.      1708.       4.9        5.9       463.                 1066100300068 
 1423.      1708.       5.9        6.9       546.                 1066100300069 
 1423.      1708.       6.9        7.9       477.                 1066100300070 
 1423.      1708.       7.9        8.9       542.                 1066100300071 
 1423.      1708.       8.9        9.9       459.                 1066100300072 
 1423.      1708.       9.9       11.9       495.                 1066100300073 
 1423.      1708.      11.9       13.8       430.                 1066100300074 
 1423.      1708.      13.8       16.7       391.                 1066100300075 
 1423.      1708.      16.7       19.6       352.                 1066100300076 
 1708.      1992.       0.67       1.00        1.4                1066100300077 
 1708.      1992.       1.00       1.5         3.2                1066100300078 
 1708.      1992.       1.5        2.0        34.4                1066100300079 
 1708.      1992.       2.0        2.5        86.5                1066100300080 
 1708.      1992.       2.5        3.0       178.                 1066100300081 
 1708.      1992.       3.0        4.0       131.                 1066100300082 
 1708.      1992.       4.0        4.9       243.                 1066100300083 
 1708.      1992.       4.9        5.9       289.                 1066100300084 
 1708.      1992.       5.9        6.9       340.                 1066100300085 
 1708.      1992.       6.9        7.9       426.                 1066100300086 
 1708.      1992.       7.9        8.9       392.                 1066100300087 
 1708.      1992.       8.9        9.9       412.                 1066100300088 
 1708.      1992.       9.9       11.9       389.                 1066100300089 
 1708.      1992.      11.9       13.8       260.                 1066100300090 
 1708.      1992.      13.8       16.7       173.                 1066100300091 
 1708.      1992.      16.7       19.6       149.                 1066100300092 
 1992.      2277.       0.67       1.00        0.5                1066100300093 
 1992.      2277.       1.00       1.5         1.8                1066100300094 
 1992.      2277.       1.5        2.0         8.9                1066100300095 
 1992.      2277.       2.0        2.5        33.2                1066100300096 
 1992.      2277.       2.5        3.0        84.4                1066100300097 
 1992.      2277.       3.0        4.0       139.                 1066100300098 
 1992.      2277.       4.0        4.9       170.                 1066100300099 
 1992.      2277.       4.9        5.9       145.                 1066100300100 
 1992.      2277.       5.9        6.9       218.                 1066100300101 
 1992.      2277.       6.9        7.9       220.                 1066100300102 
 1992.      2277.       7.9        8.9       276.                 1066100300103 
 1992.      2277.       8.9        9.9       261.                 1066100300104 
 1992.      2277.       9.9       11.9       294.                 1066100300105 
 1992.      2277.      11.9       13.8       177.                 1066100300106 
 1992.      2277.      13.8       16.7       136.                 1066100300107 
 1992.      2277.      16.7       19.6       120.                 1066100300108 
 2277.      2562.       0.67       1.00        0.1                1066100300109 
 2277.      2562.       1.00       1.5         0.7                1066100300110 
 2277.      2562.       1.5        2.0         1.9                1066100300111 
 2277.      2562.       2.0        2.5        25.1                1066100300112 
 2277.      2562.       2.5        3.0        20.5                1066100300113 
 2277.      2562.       3.0        4.0        58.7                1066100300114 
 2277.      2562.       4.0        4.9        64.0                1066100300115 
 2277.      2562.       4.9        5.9       102.                 1066100300116 
 2277.      2562.       5.9        6.9       137.                 1066100300117 
 2277.      2562.       6.9        7.9       159.                 1066100300118 
 2277.      2562.       7.9        8.9       192.                 1066100300119 
 2277.      2562.       8.9        9.9       228.                 1066100300120 
 2277.      2562.       9.9       11.9       197.                 1066100300121 
 2277.      2562.      11.9       13.8       108.                 1066100300122 
 2277.      2562.      13.8       16.7       107.                 1066100300123 
 2277.      2562.      16.7       19.6       112.                 1066100300124 
 2562.      2846.       1.00       1.5         0.3                1066100300125 
 2562.      2846.       1.5        2.0         1.0                1066100300126 
 2562.      2846.       2.0        2.5         2.5                1066100300127 
 2562.      2846.       2.5        3.0         6.3                1066100300128 
 2562.      2846.       3.0        4.0        30.0                1066100300129 
 2562.      2846.       4.0        4.9        86.4                1066100300130 
 2562.      2846.       4.9        5.9       107.                 1066100300131 
 2562.      2846.       5.9        6.9        94.0                1066100300132 
 2562.      2846.       6.9        7.9       134.                 1066100300133 
 2562.      2846.       7.9        8.9       117.                 1066100300134 
 2562.      2846.       8.9        9.9       157.                 1066100300135 
 2562.      2846.       9.9       11.9       155.                 1066100300136 
 2562.      2846.      11.9       13.8        88.0                1066100300137 
 2562.      2846.      13.8       16.7        89.2                1066100300138 
 2562.      2846.      16.7       19.6        89.4                1066100300139 
 2846.      3131.       1.5        2.0         0.6                1066100300140 
 2846.      3131.       2.0        2.5         1.0                1066100300141 
 2846.      3131.       2.5        3.0         3.2                1066100300142 
 2846.      3131.       3.0        4.0        23.4                1066100300143 
 2846.      3131.       4.0        4.9        64.6                1066100300144 
 2846.      3131.       4.9        5.9       143.                 1066100300145 
 2846.      3131.       5.9        6.9        79.5                1066100300146 
 2846.      3131.       6.9        7.9       108.                 1066100300147 
 2846.      3131.       7.9        8.9       103.                 1066100300148 
 2846.      3131.       8.9        9.9       110.                 1066100300149 
 2846.      3131.       9.9       11.9       132.                 1066100300150 
 2846.      3131.      11.9       13.8        78.4                1066100300151 
 2846.      3131.      13.8       16.7        76.8                1066100300152 
 2846.      3131.      16.7       19.6        78.1                1066100300153 
 3131.      3416.       2.0        2.5         0.4                1066100300154 
 3131.      3416.       2.5        3.0         2.6                1066100300155 
 3131.      3416.       3.0        4.0        18.5                1066100300156 
 3131.      3416.       4.0        4.9         6.3                1066100300157 
 3131.      3416.       4.9        5.9        52.8                1066100300158 
 3131.      3416.       5.9        6.9        64.1                1066100300159 
 3131.      3416.       6.9        7.9        83.8                1066100300160 
 3131.      3416.       7.9        8.9        85.2                1066100300161 
 3131.      3416.       8.9        9.9       133.                 1066100300162 
 3131.      3416.       9.9       11.9       113.                 1066100300163 
 3131.      3416.      11.9       13.8        70.1                1066100300164 
 3131.      3416.      13.8       16.7        63.6                1066100300165 
 3131.      3416.      16.7       19.6        67.1                1066100300166 
 3416.      3700.       2.5        3.0         2.3                1066100300167 
 3416.      3700.       3.0        4.0        14.3                1066100300168 
 3416.      3700.       4.0        4.9        24.7                1066100300169 
 3416.      3700.       4.9        5.9        38.2                1066100300170 
 3416.      3700.       5.9        6.9        50.2                1066100300171 
 3416.      3700.       6.9        7.9        61.8                1066100300172 
 3416.      3700.       7.9        8.9        87.0                1066100300173 
 3416.      3700.       8.9        9.9       102.                 1066100300174 
 3416.      3700.       9.9       11.9        96.9                1066100300175 
 3416.      3700.      11.9       13.8        62.6                1066100300176 
 3416.      3700.      13.8       16.7        51.1                1066100300177 
 3416.      3700.      16.7       19.6        48.8                1066100300178 
 3700.      3985.       2.5        3.0         2.6                1066100300179 
 3700.      3985.       3.0        4.0         8.5                1066100300180 
 3700.      3985.       4.0        4.9         8.2                1066100300181 
 3700.      3985.       4.9        5.9        33.1                1066100300182 
 3700.      3985.       5.9        6.9        48.4                1066100300183 
 3700.      3985.       6.9        7.9        54.7                1066100300184 
 3700.      3985.       7.9        8.9        71.2                1066100300185 
 3700.      3985.       8.9        9.9        86.1                1066100300186 
 3700.      3985.       9.9       11.9        62.7                1066100300187 
 3700.      3985.      11.9       13.8        55.3                1066100300188 
 3700.      3985.      13.8       16.7        40.5                1066100300189 
 3700.      3985.      16.7       19.6        46.5                1066100300190 
 3985.      4270.       2.5        3.0         3.1                1066100300191 
 3985.      4270.       3.0        4.0         2.1                1066100300192 
 3985.      4270.       4.0        4.9         2.5                1066100300193 
 3985.      4270.       4.9        5.9         9.6                1066100300194 
 3985.      4270.       5.9        6.9        32.4                1066100300195 
 3985.      4270.       6.9        7.9        51.3                1066100300196 
 3985.      4270.       7.9        8.9        59.6                1066100300197 
 3985.      4270.       8.9        9.9        73.0                1066100300198 
 3985.      4270.       9.9       11.9        89.2                1066100300199 
 3985.      4270.      11.9       13.8        49.2                1066100300200 
 3985.      4270.      13.8       16.7        36.4                1066100300201 
 3985.      4270.      16.7       19.6        42.9                1066100300202 
 4270.      4550.       2.5        3.0         2.0                1066100300203 
 4270.      4550.       3.0        4.0         3.1                1066100300204 
 4270.      4550.       4.0        4.9         3.4                1066100300205 
