ENTRY            12979   19861209                             00001297900000001 
SUBENT        12979001   19861209                             00001297900100001 
BIB                 13         18                                 1297900100002 
INSTITUTE  (1USAANL)                                              1297900100003 
REFERENCE  (J,PR/C,34,1599,8611)                                  1297900100004 
AUTHOR     (R.D.LAWSON,P.GUENTHER,A.B.SMITH)                      1297900100005 
TITLE      A SEARCH FOR THE FERMI-SURFACE ANOMALY IN FAST-        1297900100006 
            NEUTRON SCATTERING FROM YTTRIUM                       1297900100007 
FACILITY   (DYNAM)                                                1297900100008 
INC-SOURCE (D-D) GAS CELL 3 CM LONG WITH 3 MICRO-M NI WINDOW      1297900100009 
INC-SPECT  BEAM RESOLUTION DECREASES FROM 300 KEV AT 4.5 MEV      1297900100010 
             TO 100 KEV AT 10 MEV.                                1297900100011 
METHOD     (TOF)  5.1 METER FLIGHT PATH                           1297900100012 
SAMPLE     CHEMICALLY PURE METALLIC YTTRIUM CYLINDER, 2 CM        1297900100013 
             DIAMETER AND 2 CM LONG.                              1297900100014 
DETECTOR   (SCIN) PROTON RECOIL SCINTILLATORS                     1297900100015 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1297900100016 
STATUS     DATA RECEIVED IN PRIVATE COMMUNICATION 10/13/86        1297900100017 
           (APRVD) A.B.SMITH, 86/11/5.                            1297900100018 
HISTORY    (861021C)                                              1297900100019 
           (861209A) REFERENCE UPDATED.                           1297900100020 
ENDBIB              18          0                                 1297900100021 
NOCOMMON             0          0                                 1297900100022 
ENDSUBENT           21          0                                 1297900199999 
SUBENT        12979002   19861114                             00001297900200001 
BIB                  3          9                                 1297900200002 
REACTION   (39-Y-89(N,EL)39-Y-89,,DA)                             1297900200003 
CORRECTION DATA WERE CORRECTED FOR MULTIPLE-SCATTERING, BEAM-     1297900200004 
            ATTENUATION AND ANGULAR-RESOLUTION.                   1297900200005 
ERR-ANALYS (DATA-ERR) TOTAL UNCERTAINTY BETWEEN 3 AND 5 PERCENT   1297900200006 
              STATISTICAL UNCERTAINTY     LESS THAN 1 PERCENT     1297900200007 
                                          IN MINIMA LARGER        1297900200008 
              NORMALIZATION                         3 PERCENT     1297900200009 
              CORRECTIONS                    APPROX 1 PERCENT     1297900200010 
                                          IN MINIMA GREATER       1297900200011 
ENDBIB               9          0                                 1297900200012 
COMMON               1          3                                 1297900200013 
ANG-RSL                                                           1297900200014 
ADEG                                                              1297900200015 
 0.5                                                              1297900200016 
ENDCOMMON            3          0                                 1297900200017 
DATA                 4        384                                 1297900200018 
EN         ANG        DATA       DATA-ERR                         1297900200019 
MEV        ADEG       B/SR       PER-CENT                         1297900200020 
   4.50E+00   1.93E+01   1.22E+00   4.00                          1297900200021 
   4.50E+00   2.01E+01   1.24E+00   4.00                          1297900200022 
   4.50E+00   2.44E+01   8.48E-01   4.00                          1297900200023 
   4.50E+00   2.92E+01   5.65E-01   4.00                          1297900200024 
   4.50E+00   3.00E+01   5.75E-01   4.00                          1297900200025 
   4.50E+00   3.44E+01   2.83E-01   4.00                          1297900200026 
   4.50E+00   3.99E+01   1.39E-01   4.00                          1297900200027 
   4.50E+00   4.46E+01   3.40E-02   5.88                          1297900200028 
   4.50E+00   4.64E+01   3.17E-02   7.27                          1297900200029 
   4.50E+00   5.39E+01   4.57E-02   4.38                          1297900200030 
   4.50E+00   5.58E+01   5.89E-02   4.00                          1297900200031 
   4.50E+00   6.01E+01   9.96E-02   4.00                          1297900200032 
   4.50E+00   6.29E+01   1.26E-01   4.00                          1297900200033 
   4.50E+00   6.90E+01   1.72E-01   4.00                          1297900200034 
   4.50E+00   7.09E+01   1.88E-01   4.00                          1297900200035 
   4.50E+00   7.57E+01   1.72E-01   4.00                          1297900200036 
   4.50E+00   7.88E+01   1.78E-01   4.00                          1297900200037 
   4.50E+00   8.42E+01   1.32E-01   4.00                          1297900200038 
   4.50E+00   8.63E+01   1.37E-01   4.00                          1297900200039 
   4.50E+00   9.10E+01   8.63E-02   4.00                          1297900200040 
   4.50E+00   9.44E+01   7.52E-02   4.00                          1297900200041 
   4.50E+00   9.94E+01   3.33E-02   6.01                          1297900200042 
   4.50E+00   1.02E+02   3.22E-02   6.21                          1297900200043 
   4.50E+00   1.06E+02   1.53E-02  13.10                          1297900200044 
   4.50E+00   1.10E+02   1.27E-02  15.70                          1297900200045 
   4.50E+00   1.14E+02   1.70E-02  11.80                          1297900200046 
   4.50E+00   1.22E+02   2.36E-02   8.47                          1297900200047 
   4.50E+00   1.25E+02   2.88E-02   6.94                          1297900200048 
   4.50E+00   1.31E+02   3.67E-02   5.46                          1297900200049 
   4.50E+00   1.32E+02   3.83E-02   5.22                          1297900200050 
   4.50E+00   1.40E+02   4.82E-02   4.15                          1297900200051 
   4.50E+00   1.42E+02   4.83E-02   4.14                          1297900200052 
   4.50E+00   1.46E+02   5.59E-02   4.00                          1297900200053 
   4.50E+00   1.47E+02   6.19E-02   4.00                          1297900200054 
   4.50E+00   1.50E+02   6.64E-02   4.00                          1297900200055 
   4.50E+00   1.52E+02   7.21E-02   4.00                          1297900200056 
   4.50E+00   1.56E+02   8.35E-02   4.00                          1297900200057 
   4.50E+00   1.57E+02   9.82E-02   4.00                          1297900200058 
   5.00E+00   2.01E+01   1.38E+00   3.50                          1297900200059 
   5.00E+00   2.52E+01   9.46E-01   3.50                          1297900200060 
   5.00E+00   3.00E+01   6.03E-01   3.50                          1297900200061 
   5.00E+00   3.51E+01   2.92E-01   3.50                          1297900200062 
   5.00E+00   4.54E+01   2.96E-02   7.69                          1297900200063 
   5.00E+00   5.47E+01   3.92E-02   6.22                          1297900200064 
   5.00E+00   6.09E+01   9.97E-02   3.50                          1297900200065 
   5.00E+00   6.98E+01   1.71E-01   3.50                          1297900200066 
   5.00E+00   7.65E+01   1.70E-01   3.50                          1297900200067 
   5.00E+00   8.53E+01   1.30E-01   3.50                          1297900200068 
   5.00E+00   9.18E+01   8.25E-02   3.50                          1297900200069 
   5.00E+00   1.01E+02   2.34E-02  10.50                          1297900200070 
   5.00E+00   1.07E+02   9.07E-03  26.30                          1297900200071 
   5.00E+00   1.16E+02   1.52E-02  16.20                          1297900200072 
   5.00E+00   1.23E+02   2.40E-02  10.50                          1297900200073 
   5.00E+00   1.32E+02   4.00E-02   6.28                          1297900200074 
   5.00E+00   1.41E+02   4.55E-02   5.49                          1297900200075 
   5.00E+00   1.47E+02   4.43E-02   5.63                          1297900200076 
   5.00E+00   1.51E+02   5.13E-02   4.86                          1297900200077 
   5.00E+00   1.57E+02   6.13E-02   4.08                          1297900200078 
   5.50E+00   2.01E+01   1.41E+00   3.00                          1297900200079 
   5.50E+00   2.52E+01   1.04E+00   3.00                          1297900200080 
   5.50E+00   3.00E+01   5.76E-01   3.00                          1297900200081 
   5.50E+00   3.51E+01   3.18E-01   3.00                          1297900200082 
   5.50E+00   4.54E+01   2.70E-02   7.41                          1297900200083 
   5.50E+00   5.47E+01   3.39E-02   5.90                          1297900200084 
   5.50E+00   6.09E+01   9.49E-02   3.00                          1297900200085 
   5.50E+00   6.98E+01   1.55E-01   3.00                          1297900200086 
   5.50E+00   7.65E+01   1.56E-01   3.00                          1297900200087 
   5.50E+00   8.53E+01   1.12E-01   3.00                          1297900200088 
   5.50E+00   9.18E+01   6.28E-02   3.18                          1297900200089 
   5.50E+00   1.01E+02   2.43E-02   8.23                          1297900200090 
   5.50E+00   1.07E+02   7.23E-03  27.70                          1297900200091 
   5.50E+00   1.16E+02   1.34E-02  14.90                          1297900200092 
   5.50E+00   1.23E+02   2.77E-02   7.25                          1297900200093 
   5.50E+00   1.32E+02   3.55E-02   5.65                          1297900200094 
   5.50E+00   1.41E+02   3.59E-02   5.57                          1297900200095 
   5.50E+00   1.47E+02   3.46E-02   5.78                          1297900200096 
   5.50E+00   1.51E+02   3.47E-02   5.76                          1297900200097 
   5.50E+00   1.57E+02   4.29E-02   4.66                          1297900200098 
   5.90E+00   2.01E+01   1.39E+00   3.00                          1297900200099 
   5.90E+00   2.52E+01   9.55E-01   3.00                          1297900200100 
   5.90E+00   3.00E+01   5.58E-01   3.00                          1297900200101 
   5.90E+00   3.51E+01   2.67E-01   3.00                          1297900200102 
