ENTRY            10977   20030529                             00001097700000001 
SUBENT        10977001   20030529                             00001097700100001 
BIB                 13         37                                 1097700100002 
INSTITUTE  (1USAORL)                                              1097700100003 
REFERENCE  (R,ORNL-5499,197902)                                   1097700100004 
AUTHOR     (G.L.MORGAN)                                           1097700100005 
TITLE      Cross sections for the Cu(n,xn) and Cu(n,x-gamma)      1097700100006 
            reactions between 1 and 20 MeV                        1097700100007 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1097700100008 
SAMPLE     1872-gms of natural copper, purity greater than 99%.   1097700100009 
            Shaped into annular ring of 25-cm outer diameter,     1097700100010 
            15-cm inner diameter, 0.65-cm thick.                  1097700100011 
METHOD     (TOF) Neutron flux measurements uses time of flight    1097700100012 
            with sample and shadow bar removed. Sample placed     1097700100013 
            47.8-meters from neutron source. Detector shielded    1097700100014 
            with shadow bar, pulse discrimination used to identify1097700100015 
            events as neutrons or gammas. Background determined   1097700100016 
            with sample-out measurement.                          1097700100017 
DETECTOR   (SCIN) NE-213 scintillator placed along samples axis.  1097700100018 
           Plastic scintillator place on edge of beam 30 meters   1097700100019 
            from source to monitor flux for normalization.        1097700100020 
MONITOR    Cross sections needed for corrections taken from       1097700100021 
            ENDF/B-IV.                                            1097700100022 
CORRECTION Corrections made for finite sample effects including:  1097700100023 
            .average transmission of neutron flux,                1097700100024 
            .average transmission of secondary neutrons and gammas1097700100025 
             out of sample,                                       1097700100026 
            .multiple scattering.                                 1097700100027 
ERR-ANALYS (DATA-ERR) Errors listed are mainly statistical        1097700100028 
            and include:                                          1097700100029 
            .statistics associated with background correction     1097700100030 
              (background ranged from 10-50% of foreground),      1097700100031 
            .multiple scattering correction (assumed 10% of       1097700100032 
             correction factor),                                  1097700100033 
            .normalization error about 10% (mainly due to flux    1097700100034 
             determination).                                      1097700100035 
STATUS     (APRVD) Approved by G.L.Morgan, 1982/1/4.              1097700100036 
HISTORY    (19810903C)                                            1097700100037 
           (20030529A) Reactions corrected. Converted to new date 1097700100038 
                       formats, lower case.                       1097700100039 
ENDBIB              37          0                                 1097700100040 
COMMON               1          3                                 1097700100041 
ANG                                                               1097700100042 
ADEG                                                              1097700100043 
 130.                                                             1097700100044 
ENDCOMMON            3          0                                 1097700100045 
ENDSUBENT           44          0                                 1097700199999 
SUBENT        10977002   20030529                             00001097700200001 
BIB                  1          1                                 1097700200002 
REACTION   (29-CU-0(N,X)0-NN-1,,DA/DE)                            1097700200003 
ENDBIB               1          0                                 1097700200004 
NOCOMMON             0          0                                 1097700200005 
DATA                 5        583                                 1097700200006 
EN-MIN     EN-MAX     E          DATA       DATA-ERR              1097700200007 
  2.50      2.75       5.155        0.1       0.2                 1097700300523 
  2.50      2.75       5.325        0.1       0.2                 1097700300524 
  2.50      2.75       5.495        0.1       0.1                 1097700300525 
  2.50      2.75       5.665        0.1       0.1                 1097700300526 
  2.50      2.75       5.835        0.1       0.1                 1097700300527 
  2.50      2.75       6.005        0.2       0.1                 1097700300528 
  2.50      2.75       6.175        0.2       0.1                 1097700300529 
  2.50      2.75       6.345        0.2       0.1                 1097700300530 
  2.50      2.75       6.515        0.2       0.1                 1097700300531 
  2.50      2.75       6.700        0.1       0.1                 1097700300532 
  2.50      2.75       6.900        0.1       0.1                 1097700300533 
  2.50      2.75       7.100        0.0       0.1                 1097700300534 
  2.50      2.75       7.300        0.1       0.1                 1097700300535 
  2.50      2.75       7.500        0.1       0.1                 1097700300536 
  2.50      2.75       7.700        0.1       0.1                 1097700300537 
  2.50      2.75       7.900        0.1       0.1                 1097700300538 
  2.50      2.75       8.100        0.1       0.1                 1097700300539 
  2.50      2.75       8.300        0.0       0.1                 1097700300540 
  2.50      2.75       8.500        0.0       0.1                 1097700300541 
  2.50      2.75       8.725        0.0       0.1                 1097700300542 
  2.50      2.75       8.975        0.0       0.1                 1097700300543 
  2.50      2.75       9.225        0.0       0.1                 1097700300544 
  2.50      2.75       9.475        0.0       0.1                 1097700300545 
  2.50      2.75       9.725        0.0       0.1                 1097700300546 
  2.50      2.75       9.975        0.0       0.1                 1097700300547 
  2.75      3.00       0.760      112.9      17.5                 1097700300548 
  2.75      3.00       0.800      107.5       6.3                 1097700300549 
  2.75      3.00       0.840      120.7       3.8                 1097700300550 
  2.75      3.00       0.880      154.4       3.4                 1097700300551 
  2.75      3.00       0.920      187.5       3.6                 1097700300552 
  2.75      3.00       0.960      200.3       3.5                 1097700300553 
  2.75      3.00       1.000      194.2       3.4                 1097700300554 
  2.75      3.00       1.040      180.6       3.2                 1097700300555 
  2.75      3.00       1.080      164.3       3.1                 1097700300556 
  2.75      3.00       1.125      142.1       2.9                 1097700300557 
  2.75      3.00       1.175      119.1       2.8                 1097700300558 
  2.75      3.00       1.225      109.6       2.7                 1097700300559 
  2.75      3.00       1.275      113.7       2.7                 1097700300560 
  2.75      3.00       1.325      121.9       2.5                 1097700300561 
  2.75      3.00       1.375      124.0       2.3                 1097700300562 
  2.75      3.00       1.425      116.4       2.3                 1097700300563 
  2.75      3.00       1.475      101.2       2.1                 1097700300564 
  2.75      3.00       1.525       83.3       1.9                 1097700300565 
  2.75      3.00       1.575       66.9       1.7                 1097700300566 
  2.75      3.00       1.640       51.0       1.5                 1097700300567 
  2.75      3.00       1.720       38.7       1.4                 1097700300568 
  2.75      3.00       1.800       32.5       1.3                 1097700300569 
  2.75      3.00       1.880       29.2       1.3                 1097700300570 
  2.75      3.00       1.960       26.0       1.2                 1097700300571 
  2.75      3.00       2.040       22.5       1.1                 1097700300572 
  2.75      3.00       2.120       19.7       1.0                 1097700300573 
  2.75      3.00       2.200       17.9       1.0                 1097700300574 
  2.75      3.00       2.280       16.3       0.9                 1097700300575 
  2.75      3.00       2.360       14.5       0.8                 1097700300576 
  2.75      3.00       2.450       12.0       0.7                 1097700300577 
  2.75      3.00       2.550        9.3       0.6                 1097700300578 
  2.75      3.00       2.650        6.7       0.5                 1097700300579 
  2.75      3.00       2.750        4.4       0.4                 1097700300580 
  2.75      3.00       2.850        2.6       0.3                 1097700300581 
  2.75      3.00       2.950        1.4       0.3                 1097700300582 
  2.75      3.00       3.050        0.7       0.2                 1097700300583 
  2.75      3.00       3.150        0.3       0.2                 1097700300584 
  2.75      3.00       3.250        0.3       0.2                 1097700300585 
  2.75      3.00       3.350        0.2       0.2                 1097700300586 
  2.75      3.00       3.450        0.2       0.2                 1097700300587 
  2.75      3.00       3.550        0.1       0.2                 1097700300588 
  2.75      3.00       3.665        0.0       0.2                 1097700300589 
  2.75      3.00       3.795       -0.0       0.1                 1097700300590 
  2.75      3.00       3.925       -0.0       0.1                 1097700300591 
  2.75      3.00       4.055        0.0       0.2                 1097700300592 
  2.75      3.00       4.185        0.1       0.2                 1097700300593 
  2.75      3.00       4.315        0.2       0.2                 1097700300594 
  2.75      3.00       4.445        0.2       0.2                 1097700300595 
  2.75      3.00       4.575        0.2       0.2                 1097700300596 
  2.75      3.00       4.705        0.2       0.2                 1097700300597 
  2.75      3.00       4.835        0.2       0.2                 1097700300598 
  2.75      3.00       4.985        0.2       0.2                 1097700300599 
  2.75      3.00       5.155        0.1       0.2                 1097700300600 
  2.75      3.00       5.325        0.1       0.2                 1097700300601 
  2.75      3.00       5.495        0.1       0.2                 1097700300602 
  2.75      3.00       5.665        0.1       0.1                 1097700300603 
  2.75      3.00       5.835        0.1       0.1                 1097700300604 
  2.75      3.00       6.005        0.1       0.1                 1097700300605 
  2.75      3.00       6.175        0.1       0.1                 1097700300606 
  2.75      3.00       6.345        0.1       0.1                 1097700300607 
  2.75      3.00       6.515        0.2       0.1                 1097700300608 
  2.75      3.00       6.700        0.2       0.1                 1097700300609 
  2.75      3.00       6.900        0.2       0.1                 1097700300610 
  2.75      3.00       7.100        0.1       0.1                 1097700300611 
  2.75      3.00       7.300        0.1       0.1                 1097700300612 
  2.75      3.00       7.500        0.1       0.1                 1097700300613 
  2.75      3.00       7.700        0.0       0.1                 1097700300614 
  2.75      3.00       7.900        0.0       0.1                 1097700300615 
  2.75      3.00       8.100        0.0       0.1                 1097700300616 
  2.75      3.00       8.300        0.0       0.1                 1097700300617 
  2.75      3.00       8.500        0.0       0.1                 1097700300618 
  2.75      3.00       8.725        0.0       0.1                 1097700300619 
  2.75      3.00       8.975        0.0       0.1                 1097700300620 
  2.75      3.00       9.225        0.0       0.1                 1097700300621 
  2.75      3.00       9.475        0.0       0.1                 1097700300622 
  2.75      3.00       9.725        0.0       0.1                 1097700300623 
  2.75      3.00       9.975        0.0       0.1                 1097700300624 
  3.00      3.49       0.760      116.0      17.2                 1097700300625 
  3.00      3.49       0.800      126.0       5.8                 1097700300626 
  3.00      3.49       0.840      148.1       3.0                 1097700300627 
  3.00      3.49       0.880      183.2       2.7                 1097700300628 
  3.00      3.49       0.920      212.7       2.9                 1097700300629 
  3.00      3.49       0.960      221.7       2.8                 1097700300630 
  3.00      3.49       1.000      213.5       2.7                 1097700300631 
  3.00      3.49       1.040      198.4       2.5                 1097700300632 
  3.00      3.49       1.080      181.6       2.4                 1097700300633 
  3.00      3.49       1.125      161.0       2.4                 1097700300634 
  3.00      3.49       1.175      140.4       2.2                 1097700300635 
  3.00      3.49       1.225      130.9       2.2                 1097700300636 
  3.00      3.49       1.275      133.8       2.3                 1097700300637 
  3.00      3.49       1.325      140.4       2.0                 1097700300638 
  3.00      3.49       1.375      141.1       1.9                 1097700300639 
  3.00      3.49       1.425      132.4       1.9                 1097700300640 
  3.00      3.49       1.475      116.2       1.7                 1097700300641 
  3.00      3.49       1.525       96.8       1.6                 1097700300642 
  3.00      3.49       1.575       78.1       1.4                 1097700300643 
  3.00      3.49       1.640       59.8       1.3                 1097700300644 
  3.00      3.49       1.720       47.3       1.2                 1097700300645 
  3.00      3.49       1.800       41.2       1.1                 1097700300646 
  3.00      3.49       1.880       38.0       1.1                 1097700300647 
  3.00      3.49       1.960       36.1       1.1                 1097700300648 
  3.00      3.49       2.040       32.8       1.0                 1097700300649 
  3.00      3.49       2.120       27.7       0.9                 1097700300650 
  3.00      3.49       2.200       23.2       0.8                 1097700300651 
  3.00      3.49       2.280       20.6       0.8                 1097700300652 
  3.00      3.49       2.360       18.9       0.8                 1097700300653 
  3.00      3.49       2.450       17.2       0.7                 1097700300654 
  3.00      3.49       2.550       15.3       0.6                 1097700300655 
  3.00      3.49       2.650       13.8       0.6                 1097700300656 
  3.00      3.49       2.750       12.3       0.5                 1097700300657 
  3.00      3.49       2.850       10.8       0.5                 1097700300658 
  3.00      3.49       2.950        8.9       0.4                 1097700300659 
  3.00      3.49       3.050        6.7       0.3                 1097700300660 
  3.00      3.49       3.150        4.4       0.3                 1097700300661 
  3.00      3.49       3.250        2.4       0.2                 1097700300662 
  3.00      3.49       3.350        1.0       0.2                 1097700300663 
  3.00      3.49       3.450        0.4       0.1                 1097700300664 
  3.00      3.49       3.550        0.1       0.1                 1097700300665 
  3.00      3.49       3.665        0.2       0.1                 1097700300666 
  3.00      3.49       3.795        0.3       0.1                 1097700300667 
  3.00      3.49       3.925        0.3       0.1                 1097700300668 
  3.00      3.49       4.055        0.2       0.1                 1097700300669 
  3.00      3.49       4.185        0.1       0.1                 1097700300670 
  3.00      3.49       4.315        0.0       0.1                 1097700300671 
  3.00      3.49       4.445       -0.0       0.1                 1097700300672 
  3.00      3.49       4.575       -0.0       0.1                 1097700300673 
  3.00      3.49       4.705        0.0       0.1                 1097700300674 
  3.00      3.49       4.835        0.1       0.1                 1097700300675 
  3.00      3.49       4.985        0.1       0.1                 1097700300676 
  3.00      3.49       5.155        0.2       0.1                 1097700300677 
  3.00      3.49       5.325        0.2       0.1                 1097700300678 
  3.00      3.49       5.495        0.2       0.1                 1097700300679 
  3.00      3.49       5.665        0.1       0.1                 1097700300680 
  3.00      3.49       5.835        0.0       0.1                 1097700300681 
  3.00      3.49       6.005        0.0       0.1                 1097700300682 
  3.00      3.49       6.175       -0.0       0.1                 1097700300683 
  3.00      3.49       6.345        0.0       0.1                 1097700300684 
  3.00      3.49       6.515        0.0       0.1                 1097700300685 
  3.00      3.49       6.700        0.0       0.1                 1097700300686 
  3.00      3.49       6.900        0.1       0.1                 1097700300687 
  3.00      3.49       7.100        0.1       0.1                 1097700300688 
  3.00      3.49       7.300        0.1       0.1                 1097700300689 
  3.00      3.49       7.500        0.1       0.1                 1097700300690 
  3.00      3.49       7.700        0.1       0.1                 1097700300691 
  3.00      3.49       7.900        0.0       0.1                 1097700300692 
  3.00      3.49       8.100        0.0       0.1                 1097700300693 
  3.00      3.49       8.300        0.0       0.1                 1097700300694 
  3.00      3.49       8.500        0.0       0.1                 1097700300695 
  3.00      3.49       8.725        0.0       0.1                 1097700300696 
  3.00      3.49       8.975        0.0       0.1                 1097700300697 
  3.00      3.49       9.225        0.0       0.1                 1097700300698 
  3.00      3.49       9.475        0.0       0.1                 1097700300699 
  3.00      3.49       9.725        0.0       0.1                 1097700300700 
  3.00      3.49       9.975        0.0       0.1                 1097700300701 
  3.49      3.99       0.760      133.4      19.8                 1097700300702 
  3.49      3.99       0.800      145.4       6.6                 1097700300703 
  3.49      3.99       0.840      171.4       3.4                 1097700300704 
  3.49      3.99       0.880      212.5       3.1                 1097700300705 
  3.49      3.99       0.920      248.4       3.2                 1097700300706 
  3.49      3.99       0.960      260.1       3.1                 1097700300707 
  3.49      3.99       1.000      248.4       3.0                 1097700300708 
  3.49      3.99       1.040      226.4       2.8                 1097700300709 
  3.49      3.99       1.080      203.2       2.7                 1097700300710 
  3.49      3.99       1.125      179.4       2.6                 1097700300711 
  3.49      3.99       1.175      160.9       2.5                 1097700300712 
  3.49      3.99       1.225      156.9       2.6                 1097700300713 
  3.49      3.99       1.275      163.1       2.6                 1097700300714 
  3.49      3.99       1.325      167.7       2.3                 1097700300715 
  3.49      3.99       1.375      163.3       2.1                 1097700300716 
  3.49      3.99       1.425      149.8       2.1                 1097700300717 
  3.49      3.99       1.475      131.0       1.9                 1097700300718 
  3.49      3.99       1.525      111.1       1.8                 1097700300719 
  3.49      3.99       1.575       93.1       1.6                 1097700300720 
  3.49      3.99       1.640       75.3       1.5                 1097700300721 
  3.49      3.99       1.720       62.8       1.4                 1097700300722 
  3.49      3.99       1.800       58.2       1.4                 1097700300723 
  3.49      3.99       1.880       55.4       1.3                 1097700300724 
  3.49      3.99       1.960       50.6       1.3                 1097700300725 
  3.49      3.99       2.040       44.7       1.2                 1097700300726 
  3.49      3.99       2.120       38.9       1.1                 1097700300727 
  3.49      3.99       2.200       33.5       1.1                 1097700300728 
  3.49      3.99       2.280       29.3       1.0                 1097700300729 
  3.49      3.99       2.360       26.4       1.0                 1097700300730 
  3.49      3.99       2.450       23.9       0.9                 1097700300731 
  3.49      3.99       2.550       21.6       0.8                 1097700300732 
  3.49      3.99       2.650       19.7       0.8                 1097700300733 
  3.49      3.99       2.750       17.8       0.7                 1097700300734 
  3.49      3.99       2.850       15.9       0.7                 1097700300735 
  3.49      3.99       2.950       14.0       0.6                 1097700300736 
  3.49      3.99       3.050       12.1       0.6                 1097700300737 
  3.49      3.99       3.150       10.2       0.5                 1097700300738 
  3.49      3.99       3.250        8.7       0.5                 1097700300739 
  3.49      3.99       3.350        7.5       0.4                 1097700300740 
  3.49      3.99       3.450        6.4       0.4                 1097700300741 
  3.49      3.99       3.550        5.0       0.3                 1097700300742 
  3.49      3.99       3.665        3.3       0.3                 1097700300743 
  3.49      3.99       3.795        1.6       0.2                 1097700300744 
  3.49      3.99       3.925        0.6       0.2                 1097700300745 
  3.49      3.99       4.055        0.2       0.2                 1097700300746 
  3.49      3.99       4.185        0.1       0.1                 1097700300747 
  3.49      3.99       4.315        0.1       0.1                 1097700300748 
  3.49      3.99       4.445        0.1       0.2                 1097700300749 
  3.49      3.99       4.575        0.1       0.2                 1097700300750 
  3.49      3.99       4.705        0.1       0.1                 1097700300751 
  3.49      3.99       4.835        0.1       0.1                 1097700300752 
  3.49      3.99       4.985        0.1       0.1                 1097700300753 
  3.49      3.99       5.155        0.1       0.1                 1097700300754 
  3.49      3.99       5.325        0.1       0.1                 1097700300755 
  3.49      3.99       5.495        0.1       0.1                 1097700300756 
  3.49      3.99       5.665        0.1       0.1                 1097700300757 
  3.49      3.99       5.835        0.0       0.1                 1097700300758 
  3.49      3.99       6.005        0.0       0.1                 1097700300759 
  3.49      3.99       6.175        0.0       0.1                 1097700300760 
  3.49      3.99       6.345        0.0       0.1                 1097700300761 
  3.49      3.99       6.515        0.0       0.1                 1097700300762 
  3.49      3.99       6.700        0.1       0.1                 1097700300763 
  3.49      3.99       6.900        0.1       0.1                 1097700300764 
  3.49      3.99       7.100        0.1       0.1                 1097700300765 
  3.49      3.99       7.300        0.1       0.1                 1097700300766 
  3.49      3.99       7.500        0.1       0.1                 1097700300767 
  3.49      3.99       7.700        0.1       0.1                 1097700300768 
  3.49      3.99       7.900        0.1       0.1                 1097700300769 
  3.49      3.99       8.100        0.1       0.1                 1097700300770 
  3.49      3.99       8.300        0.1       0.1                 1097700300771 
  3.49      3.99       8.500        0.1       0.1                 1097700300772 
  3.49      3.99       8.725        0.1       0.1                 1097700300773 
  3.49      3.99       8.975        0.0       0.1                 1097700300774 
  3.49      3.99       9.225        0.0       0.1                 1097700300775 
  3.49      3.99       9.475        0.0       0.1                 1097700300776 
  3.49      3.99       9.725        0.0       0.1                 1097700300777 
  3.49      3.99       9.975        0.0       0.1                 1097700300778 
  3.99      4.52       0.760      143.3      21.6                 1097700300779 
  3.99      4.52       0.800      151.5       7.1                 1097700300780 
  3.99      4.52       0.840      183.3       3.6                 1097700300781 
  3.99      4.52       0.880      231.2       3.3                 1097700300782 
  3.99      4.52       0.920      269.5       3.5                 1097700300783 
  3.99      4.52       0.960      280.6       3.4                 1097700300784 
  3.99      4.52       1.000      268.5       3.2                 1097700300785 
  3.99      4.52       1.040      247.7       3.1                 1097700300786 
  3.99      4.52       1.080      227.1       3.0                 1097700300787 
  3.99      4.52       1.125      205.2       2.9                 1097700300788 
  3.99      4.52       1.175      185.0       2.8                 1097700300789 
  3.99      4.52       1.225      176.5       2.9                 1097700300790 
  3.99      4.52       1.275      180.1       2.9                 1097700300791 
  3.99      4.52       1.325      186.4       2.6                 1097700300792 
  3.99      4.52       1.375      184.7       2.3                 1097700300793 
  3.99      4.52       1.425      171.4       2.4                 1097700300794 
  3.99      4.52       1.475      150.3       2.2                 1097700300795 
  3.99      4.52       1.525      127.0       2.0                 1097700300796 
  3.99      4.52       1.575      105.2       1.9                 1097700300797 
  3.99      4.52       1.640       83.5       1.7                 1097700300798 
  3.99      4.52       1.720       69.9       1.6                 1097700300799 
  3.99      4.52       1.800       68.0       1.6                 1097700300800 
  3.99      4.52       1.880       67.8       1.5                 1097700300801 
  3.99      4.52       1.960       63.3       1.5                 1097700300802 
  3.99      4.52       2.040       56.0       1.4                 1097700300803 
  3.99      4.52       2.120       48.4       1.3                 1097700300804 
  3.99      4.52       2.200       41.9       1.2                 1097700300805 
  3.99      4.52       2.280       37.2       1.2                 1097700300806 
  3.99      4.52       2.360       34.2       1.1                 1097700300807 
  3.99      4.52       2.450       31.5       1.1                 1097700300808 
  3.99      4.52       2.550       28.6       1.0                 1097700300809 
  3.99      4.52       2.650       26.0       0.9                 1097700300810 
  3.99      4.52       2.750       23.5       0.9                 1097700300811 
  3.99      4.52       2.850       20.9       0.8                 1097700300812 
  3.99      4.52       2.950       18.2       0.8                 1097700300813 
  3.99      4.52       3.050       16.0       0.7                 1097700300814 
  3.99      4.52       3.150       14.3       0.7                 1097700300815 
  3.99      4.52       3.250       13.0       0.7                 1097700300816 
  3.99      4.52       3.350       11.9       0.6                 1097700300817 
  3.99      4.52       3.450       10.6       0.6                 1097700300818 
  3.99      4.52       3.550        9.3       0.6                 1097700300819 
  3.99      4.52       3.665        7.8       0.5                 1097700300820 
  3.99      4.52       3.795        6.4       0.4                 1097700300821 
  3.99      4.52       3.925        5.1       0.4                 1097700300822 
  3.99      4.52       4.055        3.8       0.3                 1097700300823 
  3.99      4.52       4.185        2.6       0.3                 1097700300824 
  3.99      4.52       4.315        1.5       0.3                 1097700300825 
  3.99      4.52       4.445        0.8       0.2                 1097700300826 
  3.99      4.52       4.575        0.3       0.2                 1097700300827 
  3.99      4.52       4.705        0.1       0.2                 1097700300828 
  3.99      4.52       4.835        0.0       0.2                 1097700300829 
  3.99      4.52       4.985        0.0       0.1                 1097700300830 
  3.99      4.52       5.155        0.1       0.1                 1097700300831 
  3.99      4.52       5.325        0.1       0.1                 1097700300832 
  3.99      4.52       5.495        0.2       0.1                 1097700300833 
  3.99      4.52       5.665        0.2       0.1                 1097700300834 
  3.99      4.52       5.835        0.2       0.1                 1097700300835 
  3.99      4.52       6.005        0.2       0.1                 1097700300836 
  3.99      4.52       6.175        0.1       0.1                 1097700300837 
  3.99      4.52       6.345        0.1       0.1                 1097700300838 
  3.99      4.52       6.515        0.1       0.1                 1097700300839 
  3.99      4.52       6.700        0.1       0.1                 1097700300840 
  3.99      4.52       6.900        0.1       0.1                 1097700300841 
  3.99      4.52       7.100        0.1       0.1                 1097700300842 
  3.99      4.52       7.300        0.1       0.1                 1097700300843 
  3.99      4.52       7.500        0.1       0.1                 1097700300844 
  3.99      4.52       7.700        0.0       0.1                 1097700300845 
  3.99      4.52       7.900        0.0       0.1                 1097700300846 
  3.99      4.52       8.100        0.0       0.1                 1097700300847 
  3.99      4.52       8.300        0.0       0.1                 1097700300848 
  3.99      4.52       8.500        0.0       0.1                 1097700300849 
  3.99      4.52       8.725        0.0       0.1                 1097700300850 
  3.99      4.52       8.975        0.0       0.1                 1097700300851 
  3.99      4.52       9.225        0.0       0.1                 1097700300852 
  3.99      4.52       9.475        0.0       0.1                 1097700300853 
  3.99      4.52       9.725        0.0       0.1                 1097700300854 
  3.99      4.52       9.975        0.0       0.1                 1097700300855 
  4.52      5.00       0.760      145.0      24.1                 1097700300856 
  4.52      5.00       0.800      159.3       8.0                 1097700300857 
  4.52      5.00       0.840      190.8       4.2                 1097700300858 
  4.52      5.00       0.880      241.7       3.8                 1097700300859 
  4.52      5.00       0.920      287.2       4.0                 1097700300860 
  4.52      5.00       0.960      303.1       3.9                 1097700300861 
  4.52      5.00       1.000      290.1       3.7                 1097700300862 
  4.52      5.00       1.040      265.5       3.5                 1097700300863 
  4.52      5.00       1.080      241.7       3.4                 1097700300864 
  4.52      5.00       1.125      217.7       3.3                 1097700300865 
  4.52      5.00       1.175      197.1       3.2                 1097700300866 
  4.52      5.00       1.225      191.1       3.3                 1097700300867 
  4.52      5.00       1.275      198.2       3.4                 1097700300868 
  4.52      5.00       1.325      205.3       3.0                 1097700300869 
  4.52      5.00       1.375      201.8       2.7                 1097700300870 
  4.52      5.00       1.425      186.8       2.8                 1097700300871 
  4.52      5.00       1.475      165.6       2.6                 1097700300872 
  4.52      5.00       1.525      142.5       2.4                 1097700300873 
  4.52      5.00       1.575      120.1       2.2                 1097700300874 
  4.52      5.00       1.640       96.4       2.1                 1097700300875 
  4.52      5.00       1.720       81.9       2.0                 1097700300876 
  4.52      5.00       1.800       79.5       1.9                 1097700300877 
  4.52      5.00       1.880       77.2       1.8                 1097700300878 
  4.52      5.00       1.960       69.7       1.9                 1097700300879 
  4.52      5.00       2.040       59.8       1.7                 1097700300880 
  4.52      5.00       2.120       51.2       1.6                 1097700300881 
  4.52      5.00       2.200       45.8       1.6                 1097700300882 
  4.52      5.00       2.280       42.3       1.5                 1097700300883 
  4.52      5.00       2.360       39.7       1.4                 1097700300884 
  4.52      5.00       2.450       37.6       1.4                 1097700300885 
  4.52      5.00       2.550       36.6       1.3                 1097700300886 
  4.52      5.00       2.650       34.9       1.3                 1097700300887 
  4.52      5.00       2.750       31.3       1.2                 1097700300888 
  4.52      5.00       2.850       27.8       1.1                 1097700300889 
  4.52      5.00       2.950       25.7       1.1                 1097700300890 
  4.52      5.00       3.050       24.3       1.0                 1097700300891 
  4.52      5.00       3.150       22.3       1.0                 1097700300892 
  4.52      5.00       3.250       19.8       1.0                 1097700300893 
  4.52      5.00       3.350       17.3       0.9                 1097700300894 
  4.52      5.00       3.450       15.2       0.9                 1097700300895 
  4.52      5.00       3.550       13.8       0.8                 1097700300896 
  4.52      5.00       3.665       12.6       0.8                 1097700300897 
  4.52      5.00       3.795       11.5       0.7                 1097700300898 
  4.52      5.00       3.925       10.4       0.7                 1097700300899 
  4.52      5.00       4.055        9.0       0.6                 1097700300900 
  4.52      5.00       4.185        7.3       0.6                 1097700300901 
  4.52      5.00       4.315        5.6       0.5                 1097700300902 
  4.52      5.00       4.445        4.1       0.5                 1097700300903 
  4.52      5.00       4.575        2.9       0.4                 1097700300904 
  4.52      5.00       4.705        2.0       0.3                 1097700300905 
  4.52      5.00       4.835        1.3       0.3                 1097700300906 
  4.52      5.00       4.985        0.8       0.2                 1097700300907 
  4.52      5.00       5.155        0.3       0.2                 1097700300908 
  4.52      5.00       5.325        0.1       0.1                 1097700300909 
  4.52      5.00       5.495        0.0       0.1                 1097700300910 
  4.52      5.00       5.665       -0.0       0.1                 1097700300911 
  4.52      5.00       5.835        0.0       0.1                 1097700300912 
  4.52      5.00       6.005        0.0       0.1                 1097700300913 
  4.52      5.00       6.175        0.0       0.1                 1097700300914 
  4.52      5.00       6.345        0.1       0.1                 1097700300915 
  4.52      5.00       6.515        0.1       0.1                 1097700300916 
  4.52      5.00       6.700        0.1       0.1                 1097700300917 
  4.52      5.00       6.900        0.1       0.1                 1097700300918 
  4.52      5.00       7.100        0.1       0.1                 1097700300919 
  4.52      5.00       7.300        0.1       0.1                 1097700300920 
  4.52      5.00       7.500        0.1       0.1                 1097700300921 
  4.52      5.00       7.700        0.1       0.1                 1097700300922 
  4.52      5.00       7.900        0.1       0.1                 1097700300923 
  4.52      5.00       8.100        0.1       0.1                 1097700300924 
  4.52      5.00       8.300        0.0       0.1                 1097700300925 
  4.52      5.00       8.500        0.0       0.1                 1097700300926 
  4.52      5.00       8.725        0.0       0.1                 1097700300927 
  4.52      5.00       8.975        0.0       0.1                 1097700300928 
  4.52      5.00       9.225        0.0       0.1                 1097700300929 
  4.52      5.00       9.475        0.0       0.1                 1097700300930 
  4.52      5.00       9.725        0.0       0.1                 1097700300931 
  4.52      5.00       9.975        0.0       0.1                 1097700300932 
  5.00      5.98       0.760      159.0      23.1                 1097700300933 
  5.00      5.98       0.800      168.9       7.3                 1097700300934 
  5.00      5.98       0.840      199.5       3.4                 1097700300935 
  5.00      5.98       0.880      248.8       3.1                 1097700300936 
  5.00      5.98       0.920      291.9       3.2                 1097700300937 
  5.00      5.98       0.960      307.0       3.2                 1097700300938 
  5.00      5.98       1.000      296.5       3.0                 1097700300939 
  5.00      5.98       1.040      275.5       2.9                 1097700300940 
  5.00      5.98       1.080      253.3       2.8                 1097700300941 
  5.00      5.98       1.125      228.9       2.7                 1097700300942 
  5.00      5.98       1.175      207.5       2.6                 1097700300943 
  5.00      5.98       1.225      200.9       2.8                 1097700300944 
  5.00      5.98       1.275      207.0       2.9                 1097700300945 
  5.00      5.98       1.325      213.2       2.5                 1097700300946 
  5.00      5.98       1.375      210.2       2.2                 1097700300947 
  5.00      5.98       1.425      196.9       2.3                 1097700300948 
  5.00      5.98       1.475      176.1       2.1                 1097700300949 
  5.00      5.98       1.525      151.0       2.0                 1097700300950 
  5.00      5.98       1.575      125.9       1.8                 1097700300951 
  5.00      5.98       1.640      101.0       1.7                 1097700300952 
  5.00      5.98       1.720       88.1       1.6                 1097700300953 
  5.00      5.98       1.800       85.9       1.6                 1097700300954 
  5.00      5.98       1.880       82.8       1.5                 1097700300955 
  5.00      5.98       1.960       75.8       1.6                 1097700300956 
  5.00      5.98       2.040       67.2       1.4                 1097700300957 
  5.00      5.98       2.120       59.9       1.4                 1097700300958 
