ENTRY            14792   20241015                             15171479200000001 
SUBENT        14792001   20241015                             15171479200100001 
BIB                 10         39                                 1479200100002 
TITLE      Neutron elastic and inelastic cross section            1479200100003 
           measurements on silicon from 0.8-8 MeV                 1479200100004 
AUTHOR     (A.P.D.Ramirez,E.E.Peters,S.Mukhopadhyay,              1479200100005 
           M.T.McEllistrem,S.W.Yates,E.C.Derdeyn,S.F.Hicks,       1479200100006 
           E.M.Lyons,T.J.Morin,J.R.Vanhoy)                        1479200100007 
REFERENCE  (J,NP/A,1024,122474,2022)                              1479200100008 
           #doi:10.1016/j.nuclphysa.2022.122474                   1479200100009 
INSTITUTE  (1USAKTY,1USADLS,1USAANA)                              1479200100010 
FACILITY   (VDG,1USAKTY) The University of Kentucky Accelerator   1479200100011 
           Laboratory (UKAL) features a 7 MV single-ended model   1479200100012 
           CN Van de Graaff accelerator with a terminal-based     1479200100013 
           bunching system.                                       1479200100014 
DETECTOR   (SCIN,HPGE,BGO) The MAIN neutron detector used to      1479200100015 
           register scattered neutrons was a C6D6 liquid          1479200100016 
           scintillation detector. The emitted gamma-rays were    1479200100017 
           recorded with an HPGe detector actively shielded with  1479200100018 
           a BGO annular detector for Compton suppression.        1479200100019 
SAMPLE     Cylindrical scattering samples were suspended about 8  1479200100020 
           cm away from the center of the gas cell at 0.relative  1479200100021 
           to the direction of the incident beam. The primary     1479200100022 
           scattering sample was a 7.3 g of high-purity natural   1479200100023 
           silicon with dimensions 1.58 cm x 1.57 cm (diameter x  1479200100024 
           height). The efficiency of the MAIN detector was       1479200100025 
           measured from the neutron angular distribution of the  1479200100026 
           source reaction in the gas cell. The efficiency was    1479200100027 
           determined by taking the ratio of the neutron counts,  1479200100028 
           normalized by the neutron fluence, and the known       1479200100029 
           source reaction cross sections.                        1479200100030 
METHOD     (TOF,PSD) Neutron elastic and inelastic scattering     1479200100031 
           differential cross sections were measured at angles    1479200100032 
           between 30 and 155 degrees with incident neutron       1479200100033 
           energies between 0.8 and 8 MeV. Deexcitation gamma     1479200100034 
           rays produced in the inelastic scattering process      1479200100035 
           were also studied for neutron energies between 1.9     1479200100036 
           and 4.5 MeV. On-pulse neutrons were identified by      1479200100037 
           time-of-flight (TOF) and pulse-shape discrimination    1479200100038 
            (PSD) techniques.                                     1479200100039 
STATUS     (APRVD) Approved by A.P.D.Ramirez on November 1, 2024. 1479200100040 
HISTORY    (20241015C) BP                                         1479200100041 
ENDBIB              39          0                                 1479200100042 
NOCOMMON             0          0                                 1479200100043 
ENDSUBENT           42          0                                 1479200199999 
SUBENT        14792002   20241015                             15171479200200001 
BIB                  3         11                                 1479200200002 
REACTION   (14-SI-0(N,EL)14-SI-0,,DA)                             1479200200003 
ERR-ANALYS (ERR-T) Cross sections within the quoted total         1479200200004 
           uncertainties.                                         1479200200005 
           (ERR-1) The relative uncertainty of the neutron        1479200200006 
           detector efficiency.                                   1479200200007 
           (ERR-2,,5.) The uncertainty using the MULCAT code.     1479200200008 
           (ERR-3,,4.) The uncertainty in the Engelbrecht method, 1479200200009 
           the program GAMBIT.                                    1479200200010 
STATUS     (TABLE,,A.P.D.Ramirez+,J,NP/A,1024,122474,2022)        1479200200011 
           Fig. 3, page 6. Data were provided by A.P.D.Ramirez on 1479200200012 
           October 31, 2024.                                      1479200200013 
ENDBIB              11          0                                 1479200200014 
COMMON               1          3                                 1479200200015 
ERR-1                                                             1479200200016 
PER-CENT                                                          1479200200017 
        3.0                                                       1479200200018 
ENDCOMMON            3          0                                 1479200200019 
DATA                 4        155                                 1479200200020 
EN         ANG        DATA       ERR-T                            1479200200021 
MEV        ADEG       MB/SR      MB/SR                            1479200200022 
        0.8      31.03     561.16      39.13                      1479200200023 
        0.8      41.32     522.98      36.53                      1479200200024 
        0.8      51.58     460.62      32.18                      1479200200025 
        0.8      61.78     403.07      28.04                      1479200200026 
        0.8      71.93     336.53      23.44                      1479200200027 
        0.8      82.03     289.46      20.09                      1479200200028 
        0.8      92.06     251.72      17.57                      1479200200029 
        0.8     102.03     217.41      15.10                      1479200200030 
        0.8     111.93     203.46      14.13                      1479200200031 
        0.8     121.78     199.99      14.18                      1479200200032 
        0.8     131.58     201.73      14.27                      1479200200033 
        0.8     141.32     208.59      14.55                      1479200200034 
        0.8     154.90     229.94      16.00                      1479200200035 
        2.0      31.03     525.92      38.97                      1479200200036 
        2.0      41.32     419.43      31.20                      1479200200037 
        2.0      51.58     298.74      22.23                      1479200200038 
        2.0      61.78     208.64      15.63                      1479200200039 
        2.0      71.93     157.63      11.80                      1479200200040 
        2.0      82.03     113.52       8.54                      1479200200041 
        2.0      92.06      90.81       6.87                      1479200200042 
        2.0     102.03      79.09       5.93                      1479200200043 
        2.0     111.93      75.31       5.65                      1479200200044 
        2.0     121.78      76.79       5.79                      1479200200045 
        2.0     131.58      80.21       5.98                      1479200200046 
        2.0     141.32      76.62       5.76                      1479200200047 
        2.0     154.90      77.81       5.82                      1479200200048 
        2.2      31.03     554.57      39.08                      1479200200049 
        2.2      41.32     452.49      31.94                      1479200200050 
        2.2      51.58     337.85      23.91                      1479200200051 
        2.2      61.78     238.58      16.91                      1479200200052 
        2.2      71.93     171.24      12.15                      1479200200053 
        2.2      82.03     116.42       8.28                      1479200200054 
        2.2      92.06      85.23       6.05                      1479200200055 
        2.2     102.03      65.91       4.69                      1479200200056 
        2.2     111.93      59.41       4.26                      1479200200057 
        2.2     121.78      63.88       4.64                      1479200200058 
        2.2     131.58      71.31       5.24                      1479200200059 
        2.2     141.32      84.41       6.17                      1479200200060 
        2.2     153.93     106.85       7.67                      1479200200061 
        2.7      31.03     577.27      44.65                      1479200200062 
        2.7      41.32     466.62      35.37                      1479200200063 
        2.7      51.58     353.64      27.04                      1479200200064 
        2.7      61.78     260.18      19.73                      1479200200065 
        2.7      71.93     189.25      14.44                      1479200200066 
        2.7      82.03     125.82       9.57                      1479200200067 
        2.7      92.06      82.19       6.40                      1479200200068 
        2.7     102.03      48.24       3.77                      1479200200069 
        2.7     111.93      35.93       2.89                      1479200200070 
        2.7     121.78      34.74       2.79                      1479200200071 
        2.7     131.58      47.20       3.84                      1479200200072 
        2.7     141.32      68.25       5.54                      1479200200073 
        2.7     155.87     108.89       8.59                      1479200200074 
        3.0      31.03     416.20      28.04                      1479200200075 
        3.0      41.32     353.08      23.62                      1479200200076 
        3.0      51.58     276.30      18.54                      1479200200077 
        3.0      61.78     221.43      14.89                      1479200200078 
        3.0      71.93     155.37      10.47                      1479200200079 
        3.0      82.03     118.42       7.99                      1479200200080 
        3.0      92.06      86.57       5.85                      1479200200081 
        3.0     102.03      61.95       4.20                      1479200200082 
        3.0     111.93      51.71       3.51                      1479200200083 
        3.0     121.78      41.42       2.83                      1479200200084 
        3.0     131.58      42.09       2.89                      1479200200085 
        3.0     141.32      43.36       2.98                      1479200200086 
        3.0     153.93      53.62       3.67                      1479200200087 
        3.5      31.03     543.83      38.38                      1479200200088 
        3.5      41.32     428.58      30.30                      1479200200089 
        3.5      51.58     309.89      21.95                      1479200200090 
        3.5      61.78     220.51      15.67                      1479200200091 
