EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700200009 
MEV        MEV        B          B          B          B          1004700200010 
  5.453       .143     3.8977      .0637      .0224     -.0104    1004705000151 
  5.496       .145     4.0766      .0666      .0226     -.0099    1004705000152 
  5.541       .146     4.0833      .0631      .0230     -.0098    1004705000153 
  5.584       .147     4.0841      .0629      .0261     -.0101    1004705000154 
  5.628       .149     4.1067      .0674      .0245     -.0101    1004705000155 
  5.674       .150     4.0559      .0635      .0253     -.0101    1004705000156 
  5.720       .152     4.0432      .0633      .0249     -.0099    1004705000157 
  5.766       .154     3.9299      .0621      .0260     -.0105    1004705000158 
  5.813       .155     4.0982      .0650      .0281     -.0096    1004705000159 
  5.860       .157     4.2045      .0653      .0276     -.0096    1004705000160 
  5.907       .159     4.1464      .0653      .0273     -.0095    1004705000161 
  5.956       .160     4.0718      .0626      .0278     -.0097    1004705000162 
  6.004       .162     4.0498      .0628      .0302     -.0100    1004705000163 
  6.052       .164     4.2076      .0672      .0279     -.0098    1004705000164 
  6.105       .166     4.1641      .0672      .0285     -.0102    1004705000165 
  6.158       .167     4.0882      .0656      .0307     -.0104    1004705000166 
  6.210       .170     4.1392      .0666      .0275     -.0100    1004705000167 
  6.263       .171     4.1495      .0639      .0279     -.0101    1004705000168 
  6.316       .173     4.2070      .0677      .0285     -.0097    1004705000169 
  6.371       .175     4.2170      .0681      .0279     -.0098    1004705000170 
  6.425       .178     4.3337      .0709      .0285     -.0093    1004705000171 
  6.478       .179     4.2219      .0692      .0283     -.0101    1004705000172 
  6.533       .181     4.1937      .0690      .0286     -.0100    1004705000173 
  6.589       .184     4.1604      .0710      .0299     -.0099    1004705000174 
  6.646       .186     4.1959      .0727      .0286     -.0102    1004705000175 
  6.703       .187     4.2449      .0712      .0277     -.0105    1004705000176 
  6.762       .190     4.2332      .0719      .0275     -.0100    1004705000177 
  6.824       .192     4.2830      .0759      .0272     -.0097    1004705000178 
  6.886       .194     4.1998      .0716      .0293     -.0106    1004705000179 
  6.949       .197     4.1771      .0715      .0302     -.0109    1004705000180 
  7.009       .199     4.2126      .0750      .0312     -.0112    1004705000181 
  7.069       .201     4.2601      .0779      .0284     -.0111    1004705000182 
  7.132       .204     4.3486      .0779      .0279     -.0109    1004705000183 
  7.196       .207     4.1877      .0758      .0288     -.0117    1004705000184 
  7.257       .209     4.1404      .0759      .0296     -.0107    1004705000185 
  7.319       .211     4.3686      .0842      .0295     -.0108    1004705000186 
  7.384       .212     4.3785      .0775      .0281     -.0122    1004705000187 
  7.452       .215     4.3561      .0826      .0305     -.0122    1004705000188 
  7.523       .218     4.3793      .0824      .0281     -.0112    1004705000189 
  7.591       .221     4.3554      .0800      .0309     -.0118    1004705000190 
  7.660       .224     4.3079      .0830      .0304     -.0117    1004705000191 
  7.732       .226     4.2090      .0758      .0285     -.0117    1004705000192 
  7.807       .229     4.3639      .0830      .0278     -.0112    1004705000193 
  7.883       .232     4.3087      .0835      .0317     -.0120    1004705000194 
  7.957       .235     4.3453      .0820      .0308     -.0115    1004705000195 
  8.034       .238     4.4263      .0804      .0331     -.0104    1004705000196 
  8.112       .241     4.4278      .0784      .0341     -.0103    1004705000197 
  8.186       .244     4.1866      .0718      .0349     -.0118    1004705000198 
  8.263       .248     4.2621      .0722      .0326     -.0108    1004705000199 
  8.345       .251     4.2644      .0726      .0322     -.0111    1004705000200 
  8.431       .254     4.4483      .0795      .0326     -.0104    1004705000201 
  8.515       .258     4.4506      .0783      .0319     -.0104    1004705000202 
  8.600       .261     4.3326      .0756      .0319     -.0109    1004705000203 
  8.687       .265     4.3071      .0722      .0311     -.0107    1004705000204 
  8.776       .269     4.3928      .0750      .0321     -.0106    1004705000205 
  8.867       .272     4.4200      .0776      .0309     -.0111    1004705000206 
  8.962       .276     4.3815      .0770      .0289     -.0113    1004705000207 
  9.056       .279     4.4309      .0765      .0269     -.0118    1004705000208 
  9.149       .284     4.3887      .0819      .0263     -.0112    1004705000209 
  9.245       .287     4.4314      .0797      .0273     -.0111    1004705000210 
  9.340       .292     4.3799      .0720      .0255     -.0113    1004705000211 
  9.438       .296     4.3117      .0704      .0267     -.0105    1004705000212 
  9.538       .300     4.4938      .0730      .0284     -.0100    1004705000213 
  9.637       .304     4.4201      .0696      .0299     -.0100    1004705000214 
  9.736       .308     4.3388      .0666      .0303     -.0096    1004705000215 
  9.841       .314     4.4980      .0663      .0267     -.0087    1004705000216 
  9.951       .318     4.3441      .0611      .0260     -.0094    1004705000217 
 10.061       .324     4.3551      .0620      .0262     -.0087    1004705000218 
 10.171       .328     4.4444      .0624      .0242     -.0091    1004705000219 
 10.284       .332     4.2664      .0593      .0229     -.0097    1004705000220 
 10.399       .338     4.3731      .0571      .0219     -.0088    1004705000221 
 10.512       .343     4.4550      .0578      .0228     -.0078    1004705000222 
 10.625       .347     4.4319      .0517      .0219     -.0080    1004705000223 
 10.742       .354     4.4703      .0534      .0200     -.0077    1004705000224 
 10.865       .359     4.3740      .0515      .0180     -.0078    1004705000225 
 10.992       .364     4.4286      .0483      .0167     -.0076    1004705000226 
 11.120       .370     4.4674      .0464      .0151     -.0071    1004705000227 
 11.253       .376     4.4426      .0454      .0120     -.0068    1004705000228 
 11.395       .386     4.4057      .0430      .0125     -.0063    1004705000229 
 11.534       .391     4.3993      .0388      .0130     -.0059    1004705000230 
 11.668       .399     4.4322      .0375      .0128     -.0052    1004705000231 
 11.805       .403     4.4405      .0342      .0119     -.0051    1004705000232 
 11.947       .410     4.3555      .0316      .0111     -.0050    1004705000233 
 12.092       .417     4.4090      .0301      .0104     -.0046    1004705000234 
 12.242       .424     4.3924      .0286      .0098     -.0044    1004705000235 
 12.398       .433     4.3689      .0275      .0098     -.0042    1004705000236 
 12.549       .441     4.3605      .0261      .0106     -.0041    1004705000237 
 12.692       .448     4.3800      .0262      .0098     -.0042    1004705000238 
 12.843       .454     4.3622      .0265      .0092     -.0043    1004705000239 
 12.996       .462     4.3249      .0273      .0100     -.0044    1004705000240 
 13.147       .466     4.3178      .0288      .0093     -.0052    1004705000241 
 13.313       .475     4.2790      .0308      .0095     -.0059    1004705000242 
 13.492       .488     4.3013      .0348      .0119     -.0064    1004705000243 
 13.667       .496     4.3919      .0390      .0144     -.0067    1004705000244 
 13.838       .503     4.2304      .0430      .0148     -.0078    1004705000245 
 14.004       .510     4.2085      .0484      .0186     -.0086    1004705000246 
 14.170       .519     4.1750      .0492      .0194     -.0080    1004705000247 
 14.342       .527     4.1853      .0475      .0177     -.0068    1004705000248 
 14.533       .534     4.1533      .0425      .0162     -.0063    1004705000249 
 14.729       .545     4.1543      .0387      .0146     -.0054    1004705000250 
 14.930       .556     4.1622      .0378      .0080     -.0057    1004705000251 
ENDDATA            244          0                                 1004705000252 
ENDSUBENT          251          0                                 1004705099999 
SUBENT        10047051   19990907                             00001004705100001 
BIB                  2          2                                 1004705100002 
REACTION   (46-PD-0(N,TOT),,SIG)                                  1004705100003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004705100004 
ENDBIB               2          0                                 1004705100005 
NOCOMMON             0          0                                 1004705100006 
DATA                 6        252                                 1004705100007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004705100008 
MEV        MEV        B          B          B          B          1004705100009 
  2.265       .050     5.1710      .2092      .0676     -.0219    1004705100010 
  2.277       .050     4.8496      .1737      .0675     -.0211    1004705100011 
  2.288       .051     4.8570      .1940      .0750     -.0199    1004705100012 
  2.299       .051     4.7209      .1745      .0722     -.0159    1004705100013 
  2.310       .051     4.9219      .1765      .0663     -.0180    1004705100014 
  2.321       .052     4.9350      .1637      .0623     -.0195    1004705100015 
  2.333       .052     4.9129      .1531      .0637     -.0210    1004705100016 
  2.345       .052     4.8673      .1693      .0665      .0082    1004705100017 
  2.356       .053     5.0778      .1888      .0720      .0153    1004705100018 
  2.367       .059     4.8634      .1226      .0589      .0145    1004705100019 
  2.378       .058     4.7911      .1172      .0684      .0155    1004705100020 
  2.388       .059     4.7618      .1133      .0664      .0143    1004705100021 
