ENTRY            11810   19830222                             00001181000000001 
SUBENT        11810001   19830222                             00001181000100001 
BIB                  9         14                                 1181000100002 
INSTITUTE  (1USAKTY)                                              1181000100003 
REFERENCE  (J,PR,179,1090,69)                                     1181000100004 
           (J,PR/C,2,139,7007) INTEGRATED CROSS SECTIONS GIVEN    1181000100005 
AUTHOR     (D.E.VELKLEY,K.C.CHUNG,A.MITTLER,J.D.BRANDENBERGER,    1181000100006 
           M.T.MC ELLISTREM)                                      1181000100007 
TITLE      LEVELS OF GA-69 AND GA-71 VIA THE (N,N'GAMMA) REACTION.1181000100008 
INC-SOURCE (P-T)                                                  1181000100009 
DETECTOR   (GELI)                                                 1181000100010 
MONITOR    (26-FE-56(N,INL)26-FE-56,PAR,DA,G)                     1181000100011 
STATUS     (SCSRS)                                                1181000100012 
HISTORY    (760731T) TRANSLATED FROM SCISRS                       1181000100013 
           (830927A) CONVERTED TO REACTION FORMALISM              1181000100014 
           (841024A) DATA SORTED. BIB CORRECTIONS.                1181000100015 
           (930222A) BIB UPDATE. CONVERTED TO LOWER CASE.         1181000100016 
ENDBIB              14          0                                 1181000100017 
COMMON               3          3                                 1181000100018 
EN-NRM     E-NRM      ANG-NRM                                     1181000100019 
MEV        KEV        ADEG                                        1181000100020 
 2.5        847.       90.                                        1181000100021 
ENDCOMMON            3          0                                 1181000100022 
ENDSUBENT           21          0                                 1181000199999 
SUBENT        11810002   19841024                             00001181000200001 
BIB                  1          1                                 1181000200002 
REACTION   (31-GA-69(N,INL)31-GA-69,PAR,DA,G)                     1181000200003 
ENDBIB               1          0                                 1181000200004 
NOCOMMON             0          0                                 1181000200005 
DATA                 4        130                                 1181000200006 
E          EN         COS        DATA                             1181000200007 
MEV        MEV        NO-DIM     MB/SR                            1181000200008 
     .319   8.0    -01-0.7990     7.2    +00                      1181000200009 
     .319   8.0    -01-0.6820     7.0    +00                      1181000200010 
     .319   8.0    -01-0.5450     6.8    +00                      1181000200011 
     .319   8.0    -01-0.3910     7.1    +00                      1181000200012 
     .319   8.0    -01-0.2250     6.9    +00                      1181000200013 
     .319   8.0    -01 0.03500    6.8    +00                      1181000200014 
     .319   8.0    -01 0.37500    7.1    +00                      1181000200015 
     .319   8.0    -01 0.53000    7.0    +00                      1181000200016 
     .319   8.0    -01 0.66900    7.2    +00                      1181000200017 
     .319   8.0    -01 0.79300    6.9    +00                      1181000200018 
     .319   1.50   +00-0.8090     9.9    +00                      1181000200019 
     .319   1.50   +00-0.7070     1.01   +01                      1181000200020 
     .319   1.50   +00-0.5740     1.00   +01                      1181000200021 
     .319   1.50   +00-0.4230     1.00   +01                      1181000200022 
     .319   1.50   +00-0.2590     1.00   +01                      1181000200023 
     .319   1.50   +00 0.00000    1.01   +01                      1181000200024 
     .319   1.50   +00 0.25900    1.02   +01                      1181000200025 
     .319   1.50   +00 0.42300    1.01   +01                      1181000200026 
     .319   1.50   +00 0.57400    1.01   +01                      1181000200027 
     .319   1.50   +00 0.70700    1.00   +01                      1181000200028 
     .319   1.50   +00 0.81900    9.5    +00                      1181000200029 
     .319   1.78   +00-0.8090     1.50   +01                      1181000200030 
     .319   1.78   +00-0.7070     1.51   +01                      1181000200031 
     .319   1.78   +00-0.5740     1.51   +01                      1181000200032 
     .319   1.78   +00-0.4230     1.48   +01                      1181000200033 
     .319   1.78   +00-0.2590     1.51   +01                      1181000200034 
     .319   1.78   +00 0.00000    1.51   +01                      1181000200035 
     .319   1.78   +00 0.25900    1.49   +01                      1181000200036 
     .319   1.78   +00 0.42300    1.50   +01                      1181000200037 
     .319   1.78   +00 0.57400    1.49   +01                      1181000200038 
     .319   1.78   +00 0.70700    1.47   +01                      1181000200039 
     .319   1.78   +00 0.81900    1.50   +01                      1181000200040 
     .573   6.5    -01-0.8090     3.7    +00                      1181000200041 
     .573   6.5    -01-0.7070     3.8    +00                      1181000200042 
     .573   6.5    -01-0.5740     4.0    +00                      1181000200043 
     .573   6.5    -01-0.4230     4.1    +00                      1181000200044 
     .573   6.5    -01-0.2590     4.1    +00                      1181000200045 
     .573   6.5    -01 0.00000    4.2    +00                      1181000200046 
     .573   6.5    -01 0.25900    4.2    +00                      1181000200047 
     .573   6.5    -01 0.42300    4.2    +00                      1181000200048 
     .573   6.5    -01 0.57400    4.0    +00                      1181000200049 
     .573   6.5    -01 0.70700    3.8    +00                      1181000200050 
     .573   6.5    -01 0.81900    3.8    +00                      1181000200051 
