ENTRY            13997   20050518                             13401399700000001 
SUBENT        13997001   20050518                             13401399700100001 
BIB                  9         18                                 1399700100002 
INSTITUTE  (1USALRL)                                              1399700100003 
REFERENCE  (R,UCRL-TR-209474,,2005)                               1399700100004 
           (C,2004SANTA,1,1035,2004)                              1399700100005 
AUTHOR     (D.Dashdorj,G.E.Mitchell,P.E.Garrett,U.Agvaanluvsan,   1399700100006 
            J.A.Becker,L.A.Bernstein,J.R.Cooper,R.D.Hoffman,      1399700100007 
            W.Younes,N.Devlin,N.Fotiades,R.O.Nelson)              1399700100008 
TITLE      48Ti (n,xnp alpha gamma) reaction cross sections using 1399700100009 
            spallation neutrons for En=1-20 MeV                   1399700100010 
FACILITY   (LINAC,1USALAS) LANSCE accelerator and WNR Facility    1399700100011 
DETECTOR   (GE-IN) Geanie detector array, 11 Compton-suppressed   1399700100012 
            planar germanium detectors and 14 coaxial Ge          1399700100013 
            detectors (9 Compton-suppressed and 5 unsuppressed).  1399700100014 
METHOD     (TOF)                                                  1399700100015 
SAMPLE     3.3 grams of TiO2 in form of disks, 2.4 cm diameter,   1399700100016 
            enriched to 99.81 % in 48Ti                           1399700100017 
HISTORY    (20050509C) DR                                         1399700100018 
           (20050914C) DR Second reference added                  1399700100019 
           (20060517C) DR Page corrected for second reference     1399700100020 
ENDBIB              18          0                                 1399700100021 
NOCOMMON             0          0                                 1399700100022 
ENDSUBENT           21          0                                 1399700199999 
SUBENT        13997002   20050518                             13351399700200001 
BIB                  3          4                                 1399700200002 
REACTION   (22-TI-48(N,INL)22-TI-48,PAR,SIG,G)                    1399700200003 
ERR-ANALYS (DATA-ERR) Statistical and systematics uncertainties   1399700200004 
           (ERR-S) Statistical uncertainties                      1399700200005 
STATUS     Data taken from Tables 8 to 73                         1399700200006 
ENDBIB               4          0                                 1399700200007 
NOCOMMON             0          0                                 1399700200008 
DATA                 6       4121                                 1399700200009 
E          EN         EN-ERR     DATA       ERR-S      DATA-ERR   1399700200010 
1750.4      1.882     0.023      0.0002     0.0001     0.0001     1399700202352 
1750.4      1.935     0.023      0.0002     0.0001     0.0001     1399700202353 
1750.4      2.050     0.026      0.0000     0.0001     0.0001     1399700202354 
1750.4      2.112     0.027      0.0002     0.0001     0.0001     1399700202355 
1750.4      2.176     0.028      0.0000     0.0001     0.0001     1399700202356 
1750.4      2.243     0.029      0.0004     0.0001     0.0002     1399700202357 
1750.4      2.313     0.031      0.0003     0.0002     0.0002     1399700202358 
1750.4      2.387     0.031      0.0003     0.0002     0.0002     1399700202359 
1750.4      2.463     0.034      0.0009     0.0002     0.0002     1399700202360 
1750.4      2.546     0.035      0.0007     0.0002     0.0002     1399700202361 
1750.4      2.631     0.037      0.0005     0.0002     0.0002     1399700202362 
1750.4      2.719     0.039      0.0011     0.0002     0.0003     1399700202363 
1750.4      2.815     0.041      0.0010     0.0002     0.0003     1399700202364 
1750.4      2.913     0.043      0.0008     0.0002     0.0002     1399700202365 
1750.4      3.019     0.045      0.0006     0.0002     0.0002     1399700202366 
1750.4      3.127     0.048      0.0013     0.0003     0.0003     1399700202367 
1750.4      3.245     0.052      0.0016     0.0003     0.0004     1399700202368 
1750.4      3.367     0.053      0.0021     0.0004     0.0004     1399700202369 
1750.4      3.498     0.056      0.0024     0.0004     0.0005     1399700202370 
1750.4      3.636     0.061      0.0021     0.0004     0.0005     1399700202371 
1750.4      3.782     0.064      0.0019     0.0004     0.0004     1399700202372 
1750.4      3.937     0.068      0.0015     0.0004     0.0004     1399700202373 
1750.4      4.103     0.073      0.0018     0.0004     0.0004     1399700202374 
1750.4      4.279     0.076      0.0044     0.0004     0.0006     1399700202375 
1750.4      4.464     0.082      0.0056     0.0005     0.0008     1399700202376 
1750.4      4.665     0.088      0.0084     0.0005     0.0010     1399700202377 
1750.4      4.879     0.094      0.0095     0.0006     0.0012     1399700202378 
1750.4      5.108     0.100      0.0139     0.0006     0.0016     1399700202379 
1750.4      5.350     0.107      0.0172     0.0007     0.0020     1399700202380 
1750.4      5.617     0.116      0.0177     0.0007     0.0020     1399700202381 
1750.4      5.899     0.124      0.0209     0.0008     0.0024     1399700202382 
1750.4      6.205     0.135      0.0230     0.0008     0.0026     1399700202383 
1750.4      6.532     0.145      0.0238     0.0008     0.0027     1399700202384 
1750.4      6.891     0.158      0.0287     0.0009     0.0032     1399700202385 
1750.4      7.281     0.171      0.0313     0.0010     0.0035     1399700202386 
1750.4      7.695     0.186      0.0345     0.0010     0.0038     1399700202387 
1750.4      8.158     0.205      0.0361     0.0011     0.0040     1399700202388 
1750.4      8.658     0.223      0.0368     0.0011     0.0041     1399700202389 
1750.4      9.203     0.243      0.0392     0.0011     0.0043     1399700202390 
1750.4      9.809     0.270      0.0423     0.0012     0.0047     1399700202391 
1750.4     10.467     0.297      0.0437     0.0013     0.0048     1399700202392 
1750.4     11.208     0.326      0.0463     0.0013     0.0051     1399700202393 
1750.4     12.019     0.366      0.0461     0.0014     0.0051     1399700202394 
1750.4     12.933     0.403      0.0448     0.0014     0.0050     1399700202395 
1750.4     13.961     0.457      0.0325     0.0011     0.0037     1399700202396 
1750.4     15.094     0.512      0.0256     0.0010     0.0029     1399700202397 
1750.4     16.403     0.589      0.0173     0.0008     0.0020     1399700202398 
1750.4     17.862     0.685      0.0136     0.0007     0.0016     1399700202399 
1750.4     19.551     0.691      0.0088     0.0006     0.0011     1399700202400 
1914.0      1.009     0.009      0.0001     0.0001     0.0001     1399700202401 
1914.0      1.031     0.010      0.0000     0.0001     0.0001     1399700202402 
1914.0      1.053     0.009      0.0002     0.0001     0.0001     1399700202403 
1914.0      1.075     0.010      0.0002     0.0002     0.0002     1399700202404 
1914.0      1.100     0.010      0.0001     0.0001     0.0001     1399700202405 
1914.0      1.122     0.009      0.0002     0.0001     0.0001     1399700202406 
1914.0      1.148     0.011      0.0002     0.0001     0.0001     1399700202407 
1914.0      1.174     0.011      0.0001     0.0001     0.0001     1399700202408 
1914.0      1.198     0.012      0.0000     0.0001     0.0001     1399700202409 
1914.0      1.227     0.012      0.0001     0.0001     0.0001     1399700202410 
1914.0      1.256     0.012      0.0001     0.0001     0.0001     1399700202411 
1914.0      1.314     0.013      0.0000     0.0001     0.0001     1399700202412 
1914.0      1.346     0.014      0.0001     0.0001     0.0001     1399700202413 
1914.0      1.378     0.014      0.0001     0.0001     0.0001     1399700202414 
1914.0      1.522     0.016      0.0001     0.0001     0.0001     1399700202415 
1914.0      1.642     0.018      0.0001     0.0001     0.0001     1399700202416 
1914.0      1.687     0.019      0.0000     0.0001     0.0001     1399700202417 
1914.0      1.780     0.020      0.0000     0.0001     0.0001     1399700202418 
1914.0      1.882     0.023      0.0001     0.0001     0.0001     1399700202419 
1914.0      1.935     0.023      0.0000     0.0001     0.0001     1399700202420 
1914.0      1.991     0.024      0.0001     0.0001     0.0001     1399700202421 
1914.0      2.112     0.027      0.0001     0.0001     0.0001     1399700202422 
1914.0      2.176     0.028      0.0002     0.0001     0.0001     1399700202423 
1914.0      2.243     0.029      0.0002     0.0001     0.0001     1399700202424 
1914.0      2.387     0.031      0.0001     0.0001     0.0001     1399700202425 
1914.0      2.463     0.034      0.0001     0.0001     0.0001     1399700202426 
1914.0      2.546     0.035      0.0001     0.0001     0.0001     1399700202427 
1914.0      2.631     0.037      0.0005     0.0002     0.0002     1399700202428 
1914.0      2.719     0.039      0.0004     0.0002     0.0002     1399700202429 
1914.0      2.815     0.041      0.0006     0.0002     0.0002     1399700202430 
1914.0      2.913     0.043      0.0006     0.0002     0.0002     1399700202431 
1914.0      3.019     0.045      0.0003     0.0002     0.0002     1399700202432 
1914.0      3.127     0.048      0.0002     0.0002     0.0002     1399700202433 
1914.0      3.367     0.053      0.0002     0.0003     0.0003     1399700202434 
1914.0      3.498     0.056      0.0005     0.0003     0.0003     1399700202435 
1914.0      3.782     0.064      0.0006     0.0003     0.0003     1399700202436 
1914.0      4.103     0.073      0.0005     0.0003     0.0003     1399700202437 
1914.0      4.665     0.088      0.0002     0.0003     0.0003     1399700202438 
1914.0      4.879     0.094      0.0001     0.0003     0.0003     1399700202439 
1914.0      5.350     0.107      0.0008     0.0003     0.0004     1399700202440 
1914.0      5.617     0.116      0.0017     0.0004     0.0004     1399700202441 
1914.0      5.899     0.124      0.0035     0.0004     0.0006     1399700202442 
1914.0      6.205     0.135      0.0043     0.0004     0.0006     1399700202443 
1914.0      6.532     0.145      0.0038     0.0004     0.0006     1399700202444 
1914.0      6.891     0.158      0.0034     0.0004     0.0006     1399700202445 
1914.0      7.281     0.171      0.0030     0.0004     0.0005     1399700202446 
1914.0      7.695     0.186      0.0028     0.0004     0.0005     1399700202447 
1914.0      8.158     0.205      0.0027     0.0005     0.0005     1399700202448 
1914.0      8.658     0.223      0.0029     0.0005     0.0006     1399700202449 
1914.0      9.203     0.243      0.0019     0.0005     0.0005     1399700202450 
1914.0      9.809     0.270      0.0015     0.0005     0.0005     1399700202451 
1914.0     10.467     0.297      0.0020     0.0005     0.0005     1399700202452 
1914.0     11.208     0.326      0.0018     0.0005     0.0005     1399700202453 
1914.0     12.019     0.366      0.0019     0.0005     0.0006     1399700202454 
1914.0     12.933     0.403      0.0007     0.0005     0.0005     1399700202455 
1914.0     13.961     0.457      0.0013     0.0005     0.0005     1399700202456 
1914.0     15.094     0.512      0.0006     0.0004     0.0004     1399700202457 
1914.0     17.862     0.685      0.0002     0.0004     0.0004     1399700202458 
1933.8      1.009     0.009      0.0001     0.0001     0.0001     1399700202459 
1933.8      1.031     0.010      0.0002     0.0002     0.0002     1399700202460 
1933.8      1.053     0.009      0.0002     0.0002     0.0002     1399700202461 
1933.8      1.075     0.010      0.0004     0.0002     0.0002     1399700202462 
1933.8      1.100     0.010      0.0002     0.0002     0.0002     1399700202463 
1933.8      1.122     0.009      0.0001     0.0001     0.0001     1399700202464 
1933.8      1.148     0.011      0.0001     0.0001     0.0001     1399700202465 
1933.8      1.174     0.011      0.0001     0.0001     0.0001     1399700202466 
1933.8      1.198     0.012      0.0004     0.0002     0.0002     1399700202467 
1933.8      1.285     0.012      0.0001     0.0001     0.0001     1399700202468 
1933.8      1.346     0.014      0.0001     0.0001     0.0001     1399700202469 
1933.8      1.378     0.014      0.0000     0.0001     0.0001     1399700202470 
1933.8      1.447     0.015      0.0001     0.0001     0.0001     1399700202471 
1933.8      1.483     0.016      0.0002     0.0001     0.0001     1399700202472 
1933.8      1.601     0.017      0.0002     0.0001     0.0001     1399700202473 
1933.8      1.642     0.018      0.0001     0.0001     0.0001     1399700202474 
1933.8      1.830     0.021      0.0001     0.0001     0.0001     1399700202475 
1933.8      1.882     0.023      0.0002     0.0001     0.0001     1399700202476 
1933.8      1.935     0.023      0.0001     0.0001     0.0001     1399700202477 
1933.8      1.991     0.024      0.0001     0.0001     0.0001     1399700202478 
1933.8      2.050     0.026      0.0001     0.0001     0.0001     1399700202479 
1933.8      2.112     0.027      0.0001     0.0001     0.0001     1399700202480 
1933.8      2.176     0.028      0.0001     0.0001     0.0001     1399700202481 
1933.8      2.243     0.029      0.0003     0.0001     0.0001     1399700202482 
1933.8      2.313     0.031      0.0000     0.0001     0.0001     1399700202483 
1933.8      2.387     0.031      0.0003     0.0001     0.0002     1399700202484 
1933.8      2.463     0.034      0.0003     0.0002     0.0002     1399700202485 
1933.8      2.546     0.035      0.0001     0.0001     0.0001     1399700202486 
1933.8      2.631     0.037      0.0003     0.0002     0.0002     1399700202487 
1933.8      2.719     0.039      0.0002     0.0002     0.0002     1399700202488 
1933.8      2.815     0.041      0.0005     0.0002     0.0002     1399700202489 
1933.8      2.913     0.043      0.0008     0.0002     0.0002     1399700202490 
1933.8      3.127     0.048      0.0005     0.0002     0.0002     1399700202491 
1933.8      3.245     0.052      0.0004     0.0003     0.0003     1399700202492 
1933.8      3.367     0.053      0.0003     0.0003     0.0003     1399700202493 
1933.8      3.498     0.056      0.0005     0.0003     0.0003     1399700202494 
1933.8      3.636     0.061      0.0001     0.0003     0.0003     1399700202495 
1933.8      3.937     0.068      0.0001     0.0003     0.0003     1399700202496 
1933.8      4.665     0.088      0.0000     0.0003     0.0003     1399700202497 
1933.8      4.879     0.094      0.0001     0.0003     0.0003     1399700202498 
1933.8      5.108     0.100      0.0004     0.0003     0.0003     1399700202499 
1933.8      5.350     0.107      0.0019     0.0004     0.0004     1399700202500 
1933.8      5.617     0.116      0.0032     0.0004     0.0005     1399700202501 
1933.8      5.899     0.124      0.0045     0.0004     0.0007     1399700202502 
1933.8      6.205     0.135      0.0054     0.0005     0.0007     1399700202503 
1933.8      6.532     0.145      0.0050     0.0005     0.0007     1399700202504 
1933.8      6.891     0.158      0.0052     0.0005     0.0007     1399700202505 
1933.8      7.281     0.171      0.0039     0.0005     0.0006     1399700202506 
1933.8      7.695     0.186      0.0041     0.0005     0.0007     1399700202507 
1933.8      8.158     0.205      0.0037     0.0005     0.0006     1399700202508 
1933.8      8.658     0.223      0.0022     0.0005     0.0005     1399700202509 
1933.8      9.203     0.243      0.0025     0.0005     0.0006     1399700202510 
1933.8      9.809     0.270      0.0032     0.0005     0.0006     1399700202511 
1933.8     10.467     0.297      0.0025     0.0005     0.0006     1399700202512 
1933.8     11.208     0.326      0.0032     0.0006     0.0007     1399700202513 
1933.8     12.019     0.366      0.0016     0.0005     0.0006     1399700202514 
1933.8     12.933     0.403      0.0018     0.0005     0.0006     1399700202515 
1933.8     13.961     0.457      0.0011     0.0005     0.0005     1399700202516 
1933.8     15.094     0.512      0.0003     0.0004     0.0004     1399700202517 
1933.8     16.403     0.589      0.0012     0.0004     0.0005     1399700202518 
1933.8     17.862     0.685      0.0000     0.0005     0.0005     1399700202519 
1933.8     19.551     0.691      0.0001     0.0004     0.0004     1399700202520 
2014.6      1.075     0.010      0.0002     0.0002     0.0002     1399700202521 
2014.6      1.122     0.009      0.0001     0.0001     0.0001     1399700202522 
2014.6      1.174     0.011      0.0000     0.0001     0.0001     1399700202523 
2014.6      1.198     0.012      0.0001     0.0001     0.0001     1399700202524 
2014.6      1.227     0.012      0.0001     0.0001     0.0001     1399700202525 
2014.6      1.256     0.012      0.0001     0.0001     0.0001     1399700202526 
2014.6      1.314     0.013      0.0001     0.0001     0.0001     1399700202527 
2014.6      1.346     0.014      0.0001     0.0001     0.0001     1399700202528 
2014.6      1.378     0.014      0.0006     0.0002     0.0002     1399700202529 
2014.6      1.447     0.015      0.0001     0.0001     0.0001     1399700202530 
2014.6      1.483     0.016      0.0001     0.0001     0.0001     1399700202531 
2014.6      1.560     0.017      0.0002     0.0001     0.0001     1399700202532 
2014.6      1.601     0.017      0.0001     0.0001     0.0001     1399700202533 
2014.6      1.642     0.018      0.0000     0.0001     0.0001     1399700202534 
2014.6      1.687     0.019      0.0001     0.0001     0.0001     1399700202535 
2014.6      1.780     0.020      0.0003     0.0001     0.0001     1399700202536 
2014.6      1.882     0.023      0.0000     0.0001     0.0001     1399700202537 
2014.6      1.935     0.023      0.0002     0.0001     0.0001     1399700202538 
2014.6      1.991     0.024      0.0001     0.0001     0.0001     1399700202539 
2014.6      2.050     0.026      0.0001     0.0001     0.0001     1399700202540 
2014.6      2.112     0.027      0.0001     0.0001     0.0001     1399700202541 
2014.6      2.176     0.028      0.0002     0.0001     0.0001     1399700202542 
2014.6      2.243     0.029      0.0001     0.0001     0.0001     1399700202543 
2014.6      2.313     0.031      0.0003     0.0001     0.0001     1399700202544 
2014.6      2.387     0.031      0.0004     0.0001     0.0002     1399700202545 
2014.6      2.463     0.034      0.0005     0.0002     0.0002     1399700202546 
2014.6      2.546     0.035      0.0004     0.0002     0.0002     1399700202547 
2014.6      2.631     0.037      0.0003     0.0002     0.0002     1399700202548 
2014.6      2.719     0.039      0.0006     0.0002     0.0002     1399700202549 
2014.6      2.815     0.041      0.0004     0.0002     0.0002     1399700202550 
2014.6      2.913     0.043      0.0010     0.0002     0.0003     1399700202551 
2014.6      3.019     0.045      0.0026     0.0003     0.0004     1399700202552 
2014.6      3.127     0.048      0.0161     0.0007     0.0018     1399700202553 
2014.6      3.245     0.052      0.0287     0.0010     0.0032     1399700202554 
2014.6      3.367     0.053      0.0398     0.0012     0.0044     1399700202555 
2014.6      3.498     0.056      0.0498     0.0014     0.0055     1399700202556 
2014.6      3.636     0.061      0.0571     0.0016     0.0063     1399700202557 
2014.6      3.782     0.064      0.0414     0.0012     0.0046     1399700202558 
2014.6      3.937     0.068      0.0462     0.0013     0.0051     1399700202559 
2014.6      4.103     0.073      0.0407     0.0012     0.0045     1399700202560 
2014.6      4.279     0.076      0.0391     0.0012     0.0043     1399700202561 
2014.6      4.464     0.082      0.0415     0.0012     0.0046     1399700202562 
2014.6      4.665     0.088      0.0419     0.0012     0.0046     1399700202563 
2014.6      4.879     0.094      0.0404     0.0012     0.0045     1399700202564 
2014.6      5.108     0.100      0.0334     0.0010     0.0037     1399700202565 
2014.6      5.350     0.107      0.0306     0.0010     0.0034     1399700202566 
2014.6      5.617     0.116      0.0226     0.0008     0.0026     1399700202567 
2014.6      5.899     0.124      0.0196     0.0008     0.0022     1399700202568 
2014.6      6.205     0.135      0.0193     0.0007     0.0022     1399700202569 
2014.6      6.532     0.145      0.0176     0.0007     0.0020     1399700202570 
2014.6      6.891     0.158      0.0179     0.0007     0.0020     1399700202571 
2014.6      7.281     0.171      0.0144     0.0007     0.0017     1399700202572 
2014.6      7.695     0.186      0.0137     0.0006     0.0016     1399700202573 
2014.6      8.158     0.205      0.0131     0.0007     0.0016     1399700202574 
2014.6      8.658     0.223      0.0109     0.0006     0.0013     1399700202575 
2014.6      9.203     0.243      0.0095     0.0006     0.0012     1399700202576 
2014.6      9.809     0.270      0.0096     0.0006     0.0012     1399700202577 
2014.6     10.467     0.297      0.0090     0.0007     0.0012     1399700202578 
2014.6     11.208     0.326      0.0089     0.0007     0.0012     1399700202579 
2014.6     12.019     0.366      0.0081     0.0007     0.0011     1399700202580 
2014.6     12.933     0.403      0.0057     0.0006     0.0009     1399700202581 
2014.6     13.961     0.457      0.0050     0.0006     0.0008     1399700202582 
2014.6     15.094     0.512      0.0037     0.0005     0.0007     1399700202583 
2014.6     16.403     0.589      0.0033     0.0005     0.0006     1399700202584 
2014.6     17.862     0.685      0.0035     0.0005     0.0006     1399700202585 
2014.6     19.551     0.691      0.0032     0.0004     0.0006     1399700202586 
2036.5      1.100     0.010      0.0001     0.0002     0.0002     1399700202587 
2036.5      1.122     0.009      0.0000     0.0002     0.0002     1399700202588 
2036.5      1.148     0.011      0.0001     0.0002     0.0002     1399700202589 
2036.5      1.198     0.012      0.0001     0.0002     0.0002     1399700202590 
2036.5      1.285     0.012      0.0000     0.0001     0.0001     1399700202591 
2036.5      1.314     0.013      0.0001     0.0002     0.0002     1399700202592 
2036.5      1.346     0.014      0.0001     0.0002     0.0002     1399700202593 
2036.5      1.378     0.014      0.0001     0.0002     0.0002     1399700202594 
2036.5      1.412     0.014      0.0004     0.0002     0.0002     1399700202595 
2036.5      1.447     0.015      0.0001     0.0002     0.0002     1399700202596 
2036.5      1.483     0.016      0.0001     0.0002     0.0002     1399700202597 
2036.5      1.522     0.016      0.0001     0.0002     0.0002     1399700202598 
2036.5      1.560     0.017      0.0002     0.0002     0.0002     1399700202599 
2036.5      1.687     0.019      0.0003     0.0002     0.0002     1399700202600 
2036.5      1.733     0.020      0.0003     0.0002     0.0002     1399700202601 
2036.5      1.780     0.020      0.0002     0.0002     0.0002     1399700202602 
2036.5      1.830     0.021      0.0001     0.0002     0.0002     1399700202603 
2036.5      1.882     0.023      0.0003     0.0002     0.0002     1399700202604 
2036.5      1.935     0.023      0.0000     0.0002     0.0002     1399700202605 
2036.5      2.050     0.026      0.0001     0.0002     0.0002     1399700202606 
2036.5      2.112     0.027      0.0002     0.0002     0.0002     1399700202607 
2036.5      2.176     0.028      0.0002     0.0002     0.0002     1399700202608 
2036.5      2.243     0.029      0.0002     0.0002     0.0002     1399700202609 
2036.5      2.313     0.031      0.0002     0.0002     0.0002     1399700202610 
2036.5      2.387     0.031      0.0006     0.0002     0.0002     1399700202611 
2036.5      2.463     0.034      0.0006     0.0002     0.0002     1399700202612 
2036.5      2.546     0.035      0.0005     0.0002     0.0002     1399700202613 
2036.5      2.631     0.037      0.0007     0.0002     0.0002     1399700202614 
2036.5      2.719     0.039      0.0001     0.0002     0.0002     1399700202615 
2036.5      2.815     0.041      0.0001     0.0002     0.0002     1399700202616 
2036.5      2.913     0.043      0.0003     0.0002     0.0002     1399700202617 
2036.5      3.019     0.045      0.0001     0.0003     0.0003     1399700202618 
2036.5      3.127     0.048      0.0000     0.0003     0.0003     1399700202619 
2036.5      3.245     0.052      0.0002     0.0003     0.0003     1399700202620 
2036.5      3.367     0.053      0.0002     0.0004     0.0004     1399700202621 
2036.5      3.498     0.056      0.0000     0.0004     0.0004     1399700202622 
2036.5      3.636     0.061      0.0008     0.0004     0.0005     1399700202623 
2036.5      4.103     0.073      0.0007     0.0005     0.0005     1399700202624 
2036.5      4.464     0.082      0.0002     0.0004     0.0004     1399700202625 
2036.5      4.665     0.088      0.0047     0.0005     0.0007     1399700202626 
2036.5      4.879     0.094      0.0072     0.0006     0.0010     1399700202627 
2036.5      5.108     0.100      0.0080     0.0006     0.0010     1399700202628 
2036.5      5.350     0.107      0.0088     0.0006     0.0011     1399700202629 
2036.5      5.617     0.116      0.0101     0.0007     0.0013     1399700202630 
2036.5      5.899     0.124      0.0098     0.0006     0.0012     1399700202631 
2036.5      6.205     0.135      0.0103     0.0006     0.0013     1399700202632 
2036.5      6.532     0.145      0.0092     0.0006     0.0012     1399700202633 
2036.5      6.891     0.158      0.0075     0.0006     0.0010     1399700202634 
2036.5      7.281     0.171      0.0063     0.0006     0.0009     1399700202635 
2036.5      7.695     0.186      0.0062     0.0006     0.0009     1399700202636 
2036.5      8.198     0.205      0.0054     0.0007     0.0009     1399700202637 
2036.5      8.658     0.223      0.0050     0.0007     0.0008     1399700202638 
2036.5      9.203     0.243      0.0058     0.0007     0.0009     1399700202639 
2036.5      9.809     0.270      0.0048     0.0007     0.0009     1399700202640 
2036.5     10.467     0.297      0.0047     0.0007     0.0009     1399700202641 
2036.5     11.208     0.326      0.0024     0.0007     0.0007     1399700202642 
2036.5     12.019     0.366      0.0052     0.0008     0.0009     1399700202643 
2036.5     12.933     0.403      0.0027     0.0007     0.0008     1399700202644 
2036.5     13.961     0.457      0.0024     0.0007     0.0007     1399700202645 
2036.5     15.094     0.512      0.0013     0.0006     0.0006     1399700202646 
2036.5     16.403     0.589      0.0019     0.0006     0.0006     1399700202647 
2036.5     19.551     0.691      0.0002     0.0005     0.0005     1399700202648 
2087.4      1.148     0.011      0.0000     0.0001     0.0001     1399700202649 
2087.4      1.174     0.011      0.0001     0.0003     0.0003     1399700202650 
2087.4      1.285     0.012      0.0000     0.0002     0.0002     1399700202651 
2087.4      1.346     0.014      0.0002     0.0002     0.0002     1399700202652 
2087.4      1.378     0.014      0.0001     0.0003     0.0003     1399700202653 
2087.4      1.412     0.014      0.0004     0.0003     0.0003     1399700202654 
2087.4      1.483     0.016      0.0003     0.0003     0.0003     1399700202655 
2087.4      1.522     0.016      0.0003     0.0002     0.0002     1399700202656 
2087.4      1.560     0.017      0.0001     0.0002     0.0002     1399700202657 
2087.4      1.642     0.018      0.0005     0.0002     0.0002     1399700202658 
2087.4      1.687     0.019      0.0006     0.0002     0.0003     1399700202659 
2087.4      1.733     0.020      0.0001     0.0003     0.0003     1399700202660 
2087.4      1.780     0.020      0.0003     0.0002     0.0002     1399700202661 
2087.4      1.830     0.021      0.0003     0.0002     0.0002     1399700202662 
2087.4      1.882     0.023      0.0002     0.0003     0.0003     1399700202663 
2087.4      1.935     0.023      0.0003     0.0002     0.0002     1399700202664 
2087.4      1.991     0.024      0.0000     0.0002     0.0002     1399700202665 
2087.4      2.050     0.026      0.0001     0.0003     0.0003     1399700202666 
2087.4      2.176     0.028      0.0007     0.0003     0.0003     1399700202667 
2087.4      2.243     0.029      0.0002     0.0002     0.0002     1399700202668 
2087.4      2.313     0.031      0.0000     0.0002     0.0002     1399700202669 
2087.4      2.387     0.031      0.0003     0.0002     0.0002     1399700202670 
2087.4      2.463     0.034      0.0007     0.0003     0.0003     1399700202671 
2087.4      2.546     0.035      0.0007     0.0003     0.0003     1399700202672 
2087.4      2.631     0.037      0.0002     0.0002     0.0002     1399700202673 
2087.4      2.719     0.039      0.0003     0.0004     0.0004     1399700202674 
2087.4      2.815     0.041      0.0011     0.0003     0.0003     1399700202675 
2087.4      2.913     0.043      0.0013     0.0004     0.0004     1399700202676 
2087.4      3.019     0.045      0.0010     0.0004     0.0004     1399700202677 
2087.4      3.127     0.048      0.0003     0.0004     0.0004     1399700202678 
2087.4      3.245     0.052      0.0021     0.0005     0.0005     1399700202679 
2087.4      3.498     0.056      0.0016     0.0008     0.0008     1399700202680 
2087.4      3.636     0.061      0.0018     0.0006     0.0006     1399700202681 
2087.4      3.782     0.064      0.0013     0.0006     0.0006     1399700202682 
2087.4      3.937     0.068      0.0010     0.0006     0.0006     1399700202683 
2087.4      4.103     0.073      0.0017     0.0006     0.0006     1399700202684 
2087.4      4.279     0.076      0.0009     0.0006     0.0006     1399700202685 
2087.4      4.464     0.082      0.0044     0.0007     0.0008     1399700202686 
2087.4      4.665     0.088      0.0090     0.0010     0.0014     1399700202687 
2087.4      4.879     0.094      0.0106     0.0011     0.0016     1399700202688 
2087.4      5.108     0.100      0.0129     0.0011     0.0018     1399700202689 
2087.4      5.350     0.107      0.0149     0.0012     0.0020     1399700202690 
2087.4      5.617     0.116      0.0193     0.0013     0.0025     1399700202691 
2087.4      5.899     0.124      0.0219     0.0013     0.0027     1399700202692 
2087.4      6.205     0.135      0.0240     0.0014     0.0029     1399700202693 
2087.4      6.532     0.145      0.0240     0.0014     0.0029     1399700202694 
2087.4      6.891     0.158      0.0245     0.0014     0.0030     1399700202695 
2087.4      7.281     0.171      0.0199     0.0014     0.0025     1399700202696 
2087.4      7.695     0.186      0.0198     0.0014     0.0025     1399700202697 
2087.4      8.158     0.205      0.0197     0.0014     0.0025     1399700202698 
2087.4      8.658     0.223      0.0223     0.0014     0.0028     1399700202699 
2087.4      9.203     0.243      0.0190     0.0014     0.0025     1399700202700 
2087.4      9.809     0.270      0.0157     0.0014     0.0022     1399700202701 
2087.4     10.467     0.297      0.0172     0.0015     0.0024     1399700202702 
2087.4     11.208     0.326      0.0162     0.0015     0.0023     1399700202703 
2087.4     12.019     0.366      0.0176     0.0016     0.0025     1399700202704 
2087.4     12.933     0.403      0.0136     0.0015     0.0021     1399700202705 
2087.4     13.961     0.457      0.0112     0.0014     0.0018     1399700202706 
2087.4     15.094     0.512      0.0056     0.0012     0.0014     1399700202707 
2087.4     16.403     0.589      0.0027     0.0011     0.0012     1399700202708 
2087.4     17.862     0.685      0.0030     0.0011     0.0011     1399700202709 
2087.4     19.551     0.691      0.0008     0.0007     0.0007     1399700202710 
2108.3      1.031     0.010      0.0000     0.0002     0.0002     1399700202711 
2108.3      1.075     0.010      0.0000     0.0002     0.0002     1399700202712 
2108.3      1.148     0.011      0.0001     0.0002     0.0002     1399700202713 
2108.3      1.174     0.011      0.0001     0.0001     0.0001     1399700202714 
2108.3      1.256     0.012      0.0000     0.0001     0.0001     1399700202715 
2108.3      1.378     0.014      0.0001     0.0001     0.0001     1399700202716 
2108.3      1.483     0.016      0.0001     0.0001     0.0001     1399700202717 
2108.3      1.522     0.016      0.0001     0.0001     0.0001     1399700202718 
2108.3      1.560     0.017      0.0001     0.0001     0.0001     1399700202719 
2108.3      1.642     0.018      0.0000     0.0001     0.0001     1399700202720 
2108.3      1.687     0.019      0.0001     0.0001     0.0001     1399700202721 
2108.3      1.733     0.020      0.0001     0.0001     0.0001     1399700202722 
