ENTRY            10524   20040504                             00001052400000001 
SUBENT        10524001   20040504                             00001052400100001 
BIB                  9         14                                 1052400100002 
INSTITUTE  (1USAANL)                                              1052400100003 
REFERENCE  (J,NP/A,244,213,197506)                                1052400100004 
           (R,ANL-NDM-7,197406)                                   1052400100005 
AUTHOR     (A.B.Smith,P.Guenther,J.Whalen)                        1052400100006 
TITLE      Neutron total and scattering cross sections of some    1052400100007 
           even Mo isotopes and the optical model.                1052400100008 
FACILITY   (DYNAM,1USAANL)                                        1052400100009 
INC-SOURCE (P-LI7)                                                1052400100010 
METHOD     (TOF) Time-of-flight                                   1052400100011 
STATUS     (APRVD) Approved by author 1976/1/19.                  1052400100012 
           Data received on magnetic tape, Smith, 1975/8          1052400100013 
HISTORY    (19751110C)                                            1052400100014 
           (19830107A) Converted to REACTION formalism            1052400100015 
           (20040504A) Updated to new date formats, lower case.   1052400100016 
ENDBIB              14          0                                 1052400100017 
NOCOMMON             0          0                                 1052400100018 
ENDSUBENT           17          0                                 1052400199999 
SUBENT        10524002   20040504                             00001052400200001 
BIB                  5          8                                 1052400200002 
REACTION   (42-MO-92(N,EL)42-MO-92,,DA)                           1052400200003 
INC-SPECT  Incident neutron resolution of 30 to 50 keV.           1052400200004 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1052400200005 
           A carbon sample was used to monitor detector           1052400200006 
           efficiency.                                            1052400200007 
MONIT-REF  (,Hopkins+,J,ND/A,9,145,1971)                          1052400200008 
ERR-ANALYS (DATA-ERR) Errors include uncertainties in angular     1052400200009 
            position and systematic errors.                       1052400200010 
ENDBIB               8          0                                 1052400200011 
NOCOMMON             0          0                                 1052400200012 
DATA                 4        238                                 1052400200013 
EN         ANG        DATA       DATA-ERR                         1052400200014 
MEV        ADEG       B/SR       PER-CENT                         1052400200015 
 2.6000E+00 1.1590E+02 1.7720E-02 2.2570E+01                      1052400400109 
 2.6000E+00 1.2590E+02 2.6350E-02 1.5180E+01                      1052400400110 
 2.6000E+00 1.3190E+02 2.9600E-02 1.3510E+01                      1052400400111 
 2.6000E+00 1.4190E+02 7.4490E-02 1.0000E+01                      1052400400112 
 2.6000E+00 1.5180E+02 1.4440E-01 2.0000E+01                      1052400400113 
 2.6000E+00 1.5670E+02 1.5460E-01 2.0000E+01                      1052400400114 
 2.8000E+00 2.0310E+01 1.0870E+00 8.0000E+00                      1052400400115 
 2.8000E+00 2.6230E+01 8.5330E-01 8.0000E+00                      1052400400116 
 2.8000E+00 3.0200E+01 7.0660E-01 8.0000E+00                      1052400400117 
 2.8000E+00 3.6160E+01 4.9710E-01 8.0000E+00                      1052400400118 
 2.8000E+00 4.6110E+01 2.3710E-01 8.0000E+00                      1052400400119 
 2.8000E+00 5.2090E+01 1.7350E-01 8.0000E+00                      1052400400120 
 2.8000E+00 6.2060E+01 1.2670E-01 8.0000E+00                      1052400400121 
 2.8000E+00 6.8050E+01 1.2760E-01 8.0000E+00                      1052400400122 
 2.8000E+00 7.8020E+01 1.1520E-01 8.0000E+00                      1052400400123 
 2.8000E+00 8.4010E+01 1.0350E-01 8.0000E+00                      1052400400124 
 2.8000E+00 9.3990E+01 7.0040E-02 8.0000E+00                      1052400400125 
 2.8000E+00 9.9980E+01 4.4790E-02 8.9310E+00                      1052400400126 
 2.8000E+00 1.1000E+02 2.0720E-02 1.9310E+01                      1052400400127 
 2.8000E+00 1.1590E+02 1.8740E-02 2.1340E+01                      1052400400128 
 2.8000E+00 1.2590E+02 2.0330E-02 1.9680E+01                      1052400400129 
 2.8000E+00 1.3190E+02 3.0560E-02 1.3090E+01                      1052400400130 
 2.8000E+00 1.4190E+02 6.8100E-02 8.0000E+00                      1052400400131 
 2.8000E+00 1.4680E+02 9.2630E-02 8.0000E+00                      1052400400132 
 2.8000E+00 1.5180E+02 1.3720E-01 2.0000E+01                      1052400400133 
 2.8000E+00 1.5670E+02 1.6220E-01 2.0000E+01                      1052400400134 
 3.0000E+00 2.0310E+01 9.2370E-01 8.0000E+00                      1052400400135 
 3.0000E+00 2.6230E+01 7.6300E-01 8.0000E+00                      1052400400136 
 3.0000E+00 3.0200E+01 5.6610E-01 8.0000E+00                      1052400400137 
 3.0000E+00 3.6160E+01 4.1030E-01 8.0000E+00                      1052400400138 
 3.0000E+00 4.6110E+01 1.6840E-01 8.0000E+00                      1052400400139 
 3.0000E+00 5.2090E+01 1.3140E-01 1.0000E+01                      1052400400140 
 3.0000E+00 6.2060E+01 1.0580E-01 8.0000E+00                      1052400400141 
 3.0000E+00 6.8050E+01 1.1640E-01 8.0000E+00                      1052400400142 
 3.0000E+00 7.8020E+01 1.0470E-01 8.0000E+00                      1052400400143 
 3.0000E+00 8.4010E+01 9.6380E-02 8.0000E+00                      1052400400144 
 3.0000E+00 9.3990E+01 5.3780E-02 8.0000E+00                      1052400400145 
 3.0000E+00 9.9980E+01 3.6780E-02 1.0880E+01                      1052400400146 
 3.0000E+00 1.1590E+02 1.0920E-02 3.6630E+01                      1052400400147 
 3.0000E+00 1.2590E+02 1.7290E-02 2.3130E+01                      1052400400148 
 3.0000E+00 1.3190E+02 2.7520E-02 1.4530E+01                      1052400400149 
 3.0000E+00 1.4190E+02 6.0200E-02 8.0000E+00                      1052400400150 
 3.0000E+00 1.4680E+02 7.9270E-02 8.0000E+00                      1052400400151 
 3.0000E+00 1.5180E+02 1.1390E-01 2.0000E+01                      1052400400152 
 3.0000E+00 1.5670E+02 1.3100E-01 2.0000E+01                      1052400400153 
 3.2000E+00 2.1290E+01 9.6360E-01 8.0000E+00                      1052400400154 
 3.2000E+00 2.6230E+01 7.8670E-01 8.0000E+00                      1052400400155 
 3.2000E+00 3.1190E+01 5.5620E-01 8.0000E+00                      1052400400156 
 3.2000E+00 3.6160E+01 4.0400E-01 8.0000E+00                      1052400400157 
 3.2000E+00 4.6810E+01 1.6190E-01 8.0000E+00                      1052400400158 
 3.2000E+00 5.2090E+01 1.2150E-01 8.0000E+00                      1052400400159 
 3.2000E+00 6.2060E+01 1.1210E-01 8.0000E+00                      1052400400160 
 3.2000E+00 6.8050E+01 1.2000E-01 8.0000E+00                      1052400400161 
 3.2000E+00 7.7230E+01 1.1570E-01 8.0000E+00                      1052400400162 
 3.2000E+00 8.4010E+01 9.4270E-02 8.0000E+00                      1052400400163 
 3.2000E+00 9.2690E+01 5.4930E-02 8.0000E+00                      1052400400164 
 3.2000E+00 9.9980E+01 3.0310E-02 1.3200E+01                      1052400400165 
 3.2000E+00 1.0800E+02 1.4190E-02 2.8190E+01                      1052400400166 
 3.2000E+00 1.1590E+02 1.0930E-02 3.6600E+01                      1052400400167 
 3.2000E+00 1.2290E+02 1.5420E-02 2.5940E+01                      1052400400168 
 3.2000E+00 1.3190E+02 2.7290E-02 1.4660E+01                      1052400400169 
 3.2000E+00 1.3860E+02 5.0050E-02 8.0000E+00                      1052400400170 
 3.2000E+00 1.4680E+02 7.6380E-02 8.0000E+00                      1052400400171 
 3.2000E+00 1.4850E+02 9.2200E-02 8.0000E+00                      1052400400172 
 3.2000E+00 1.5670E+02 1.2640E-01 8.0000E+00                      1052400400173 
 3.4000E+00 2.0300E+01 1.0260E+00 1.0000E+01                      1052400400174 
 3.4000E+00 2.6200E+01 8.5000E-01 1.0000E+01                      1052400400175 
 3.4000E+00 3.0200E+01 5.4900E-01 1.0000E+01                      1052400400176 
 3.4000E+00 3.6200E+01 4.0200E-01 1.0000E+01                      1052400400177 
 3.4000E+00 4.5600E+01 1.4500E-01 1.0000E+01                      1052400400178 
 3.4000E+00 5.1600E+01 1.1400E-01 1.0000E+01                      1052400400179 
 3.4000E+00 6.1100E+01 1.0600E-01 1.0000E+01                      1052400400180 
 3.4000E+00 6.7000E+01 1.1200E-01 1.0000E+01                      1052400400181 
 3.4000E+00 7.6500E+01 1.2100E-01 1.0000E+01                      1052400400182 
 3.4000E+00 8.2500E+01 1.1300E-01 1.0000E+01                      1052400400183 
 3.4000E+00 9.2000E+01 7.5000E-02 1.0000E+01                      1052400400184 
 3.4000E+00 9.8000E+01 4.5000E-02 1.0000E+01                      1052400400185 
 3.4000E+00 1.0750E+02 1.6000E-02 2.5000E+01                      1052400400186 
 3.4000E+00 1.1350E+02 1.3000E-02 3.0770E+01                      1052400400187 
 3.4000E+00 1.2290E+02 1.2000E-02 3.3330E+01                      1052400400188 
 3.4000E+00 1.2890E+02 1.5000E-02 2.6670E+01                      1052400400189 
 3.4000E+00 1.3840E+02 3.9000E-02 1.0260E+01                      1052400400190 
 3.4000E+00 1.4430E+02 4.1000E-02 1.0000E+01                      1052400400191 
 3.4000E+00 1.4830E+02 6.5000E-02 1.0000E+01                      1052400400192 
 3.4000E+00 1.5430E+02 7.7000E-02 1.0000E+01                      1052400400193 
 3.6000E+00 1.9800E+01 9.9600E-01 1.0000E+01                      1052400400194 
 3.6000E+00 2.5700E+01 7.2900E-01 1.0000E+01                      1052400400195 
 3.6000E+00 2.9700E+01 5.5200E-01 1.0000E+01                      1052400400196 
 3.6000E+00 3.5700E+01 2.6400E-01 1.0000E+01                      1052400400197 
 3.6000E+00 4.5600E+01 1.2400E-01 1.0000E+01                      1052400400198 
 3.6000E+00 5.1600E+01 9.4000E-02 1.0000E+01                      1052400400199 
 3.6000E+00 6.1600E+01 9.3000E-02 1.0000E+01                      1052400400200 
 3.6000E+00 6.7500E+01 1.0900E-01 1.0000E+01                      1052400400201 
 3.6000E+00 7.7500E+01 1.2300E-01 1.0000E+01                      1052400400202 
 3.6000E+00 8.3500E+01 1.0500E-01 1.0000E+01                      1052400400203 
 3.6000E+00 9.3500E+01 5.6000E-02 1.0000E+01                      1052400400204 
 3.6000E+00 9.9500E+01 2.9000E-02 1.3790E+01                      1052400400205 
 3.6000E+00 1.0950E+02 1.2000E-02 3.3330E+01                      1052400400206 
 3.6000E+00 1.1540E+02 8.0000E-03 5.0000E+01                      1052400400207 
 3.6000E+00 1.2540E+02 1.3000E-02 3.0770E+01                      1052400400208 
 3.6000E+00 1.3140E+02 2.3000E-02 1.7390E+01                      1052400400209 
 3.6000E+00 1.4140E+02 4.0000E-02 1.0000E+01                      1052400400210 
 3.6000E+00 1.4730E+02 5.4000E-02 1.0000E+01                      1052400400211 
 3.6000E+00 1.5130E+02 7.0000E-02 1.0000E+01                      1052400400212 
 3.6000E+00 1.5720E+02 8.5000E-02 1.0000E+01                      1052400400213 
 3.8000E+00 1.9800E+01 1.0660E+00 1.0000E+01                      1052400400214 
 3.8000E+00 2.5700E+01 7.8500E-01 1.0000E+01                      1052400400215 
 3.8000E+00 2.9700E+01 5.4700E-01 1.0000E+01                      1052400400216 
 3.8000E+00 3.5700E+01 3.4800E-01 1.0000E+01                      1052400400217 
 3.8000E+00 4.5600E+01 1.1400E-01 1.0000E+01                      1052400400218 
 3.8000E+00 5.1600E+01 7.3000E-02 1.0000E+01                      1052400400219 
 3.8000E+00 6.1600E+01 8.6000E-02 1.0000E+01                      1052400400220 
 3.8000E+00 6.7500E+01 1.0700E-01 1.0000E+01                      1052400400221 
 3.8000E+00 7.7500E+01 1.1700E-01 1.0000E+01                      1052400400222 
 3.8000E+00 8.3500E+01 1.0400E-01 1.0000E+01                      1052400400223 
 3.8000E+00 9.3500E+01 5.3000E-02 1.0000E+01                      1052400400224 
 3.8000E+00 9.9500E+01 3.2000E-02 1.2500E+01                      1052400400225 
 3.8000E+00 1.0950E+02 8.0000E-03 5.0000E+01                      1052400400226 
 3.8000E+00 1.1540E+02 1.1000E-02 3.6360E+01                      1052400400227 
 3.8000E+00 1.2540E+02 1.8000E-02 2.2220E+01                      1052400400228 
 3.8000E+00 1.3140E+02 2.6000E-02 1.5380E+01                      1052400400229 
 3.8000E+00 1.4140E+02 3.8000E-02 1.0530E+01                      1052400400230 
 3.8000E+00 1.4730E+02 4.6000E-02 1.0000E+01                      1052400400231 
 3.8000E+00 1.5130E+02 5.9000E-02 1.0000E+01                      1052400400232 
 3.8000E+00 1.5720E+02 8.1000E-02 1.0000E+01                      1052400400233 
 4.0000E+00 1.9800E+01 9.2900E-01 1.0000E+01                      1052400400234 
 4.0000E+00 2.5700E+01 6.5600E-01 1.0000E+01                      1052400400235 
 4.0000E+00 2.9700E+01 4.4500E-01 1.0000E+01                      1052400400236 
 4.0000E+00 3.5700E+01 2.7900E-01 1.0000E+01                      1052400400237 
 4.0000E+00 4.5600E+01 8.2000E-02 1.0000E+01                      1052400400238 
 4.0000E+00 5.1600E+01 5.8000E-02 1.0000E+01                      1052400400239 
 4.0000E+00 6.1600E+01 8.5000E-02 1.0000E+01                      1052400400240 
 4.0000E+00 6.7500E+01 1.0600E-01 1.0000E+01                      1052400400241 
 4.0000E+00 7.7500E+01 1.0600E-01 1.0000E+01                      1052400400242 
 4.0000E+00 8.3500E+01 8.2000E-02 1.0000E+01                      1052400400243 
 4.0000E+00 9.3500E+01 4.8000E-02 1.0000E+01                      1052400400244 
 4.0000E+00 9.9500E+01 2.7000E-02 1.4810E+01                      1052400400245 
 4.0000E+00 1.0950E+02 9.0000E-03 4.4440E+01                      1052400400246 
 4.0000E+00 1.1540E+02 1.0000E-02 4.0000E+01                      1052400400247 
 4.0000E+00 1.2540E+02 2.3000E-02 1.7390E+01                      1052400400248 
 4.0000E+00 1.3140E+02 2.4000E-02 1.6670E+01                      1052400400249 
 4.0000E+00 1.4140E+02 3.6000E-02 1.1110E+01                      1052400400250 
 4.0000E+00 1.4730E+02 3.8000E-02 1.0530E+01                      1052400400251 
 4.0000E+00 1.5130E+02 5.5000E-02 1.0000E+01                      1052400400252 
 4.0000E+00 1.5720E+02 6.3000E-02 1.0000E+01                      1052400400253 
ENDDATA            240          0                                 1052400400254 
ENDSUBENT          253          0                                 1052400499999 
SUBENT        10524005   20040504                             00001052400500001 
BIB                  5          8                                 1052400500002 
REACTION   (42-MO-100(N,EL)42-MO-100,,DA)                         1052400500003 
INC-SPECT  Incident neutron resolution of 30 to 50 keV.           1052400500004 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1052400500005 
           A carbon sample was used to monitor detector           1052400500006 
           efficiency.                                            1052400500007 
MONIT-REF  (,Hopkins+,J,ND/A,9,145,1971)                          1052400500008 
ERR-ANALYS (DATA-ERR) Errors include uncertainties in angular     1052400500009 
            position and systematic errors.                       1052400500010 
ENDBIB               8          0                                 1052400500011 
NOCOMMON             0          0                                 1052400500012 
DATA                 4        240                                 1052400500013 
EN         ANG        DATA       DATA-ERR                         1052400500014 
MEV        ADEG       B/SR       PER-CENT                         1052400500015 
 1.8000E+00 2.0330E+01 1.3060E+00 1.4000E+01                      1052400500016 
 1.8000E+00 2.6250E+01 1.1380E+00 1.4000E+01                      1052400500017 
 1.8000E+00 3.0210E+01 1.0540E+00 1.4000E+01                      1052400500018 
 1.8000E+00 3.6170E+01 8.4690E-01 1.4000E+01                      1052400500019 
 1.8000E+00 4.6120E+01 4.8820E-01 1.4000E+01                      1052400500020 
 1.8000E+00 5.2100E+01 3.8120E-01 1.4000E+01                      1052400500021 
 1.8000E+00 6.2070E+01 2.4830E-01 2.0000E+01                      1052400500022 
 1.8000E+00 6.8050E+01 2.0560E-01 2.0000E+01                      1052400500023 
 1.8000E+00 7.8030E+01 1.4840E-01 1.4000E+01                      1052400500024 
 1.8000E+00 8.4010E+01 1.2790E-01 1.4000E+01                      1052400500025 
 1.8000E+00 9.3990E+01 1.0210E-01 1.4000E+01                      1052400500026 
 1.8000E+00 9.9980E+01 8.7670E-02 1.4000E+01                      1052400500027 
 1.8000E+00 1.1000E+02 5.7790E-02 1.4000E+01                      1052400500028 
 1.8000E+00 1.1590E+02 5.3160E-02 1.4000E+01                      1052400500029 
 1.8000E+00 1.2590E+02 5.0680E-02 1.4000E+01                      1052400500030 
 1.8000E+00 1.3190E+02 5.8700E-02 1.4000E+01                      1052400500031 
 1.8000E+00 1.4180E+02 9.9220E-02 1.4000E+01                      1052400500032 
 1.8000E+00 1.4680E+02 1.2060E-01 1.4000E+01                      1052400500033 
 1.8000E+00 1.5180E+02 1.6730E-01 2.0000E+01                      1052400500034 
 1.8000E+00 1.5670E+02 2.0880E-01 2.0000E+01                      1052400500035 
 2.0000E+00 2.0330E+01 1.2920E+00 1.3000E+01                      1052400500036 
 2.0000E+00 2.6250E+01 1.0370E+00 1.3000E+01                      1052400500037 
 2.0000E+00 3.0210E+01 9.9890E-01 1.3000E+01                      1052400500038 
 2.0000E+00 3.6170E+01 7.3250E-01 1.3000E+01                      1052400500039 
 2.0000E+00 4.6120E+01 4.6270E-01 1.3000E+01                      1052400500040 
 2.0000E+00 5.2100E+01 3.1640E-01 1.3000E+01                      1052400500041 
 2.0000E+00 6.2070E+01 2.2960E-01 2.0000E+01                      1052400500042 
 2.0000E+00 6.8050E+01 1.8170E-01 2.0000E+01                      1052400500043 
 2.0000E+00 7.8030E+01 1.3640E-01 1.3000E+01                      1052400500044 
 2.0000E+00 8.4010E+01 1.1370E-01 1.3000E+01                      1052400500045 
 2.0000E+00 9.3990E+01 9.1070E-02 1.3000E+01                      1052400500046 
 2.0000E+00 9.9980E+01 7.6570E-02 1.3000E+01                      1052400500047 
 2.0000E+00 1.1000E+02 5.3990E-02 1.3000E+01                      1052400500048 
 2.0000E+00 1.1590E+02 4.6010E-02 1.3000E+01                      1052400500049 
 2.0000E+00 1.2590E+02 4.9020E-02 1.3000E+01                      1052400500050 
 2.0000E+00 1.3190E+02 5.6220E-02 1.3000E+01                      1052400500051 
 2.0000E+00 1.4180E+02 9.9000E-02 1.3000E+01                      1052400500052 
 2.0000E+00 1.4680E+02 1.1740E-01 1.3000E+01                      1052400500053 
 2.0000E+00 1.5180E+02 1.6940E-01 2.0000E+01                      1052400500054 
 2.0000E+00 1.5670E+02 1.8050E-01 2.0000E+01                      1052400500055 
 2.2000E+00 2.0330E+01 1.1780E+00 1.2000E+01                      1052400500056 
 2.2000E+00 2.6250E+01 1.0330E+00 1.2000E+01                      1052400500057 
 2.2000E+00 3.0210E+01 9.1900E-01 1.2000E+01                      1052400500058 
 2.2000E+00 3.6170E+01 6.9840E-01 1.2000E+01                      1052400500059 
 2.2000E+00 4.6120E+01 3.4690E-01 1.2000E+01                      1052400500060 
 2.2000E+00 5.2100E+01 2.6130E-01 1.2000E+01                      1052400500061 
 2.2000E+00 6.2070E+01 1.6490E-01 2.0000E+01                      1052400500062 
 2.2000E+00 6.8050E+01 1.4410E-01 2.0000E+01                      1052400500063 
 2.2000E+00 7.8030E+01 1.1060E-01 1.2000E+01                      1052400500064 
 2.2000E+00 8.4010E+01 1.0380E-01 1.2000E+01                      1052400500065 
 2.2000E+00 9.3990E+01 9.0320E-02 1.2000E+01                      1052400500066 
 2.2000E+00 9.9980E+01 6.7720E-02 1.2000E+01                      1052400500067 
 2.2000E+00 1.1000E+02 4.0410E-02 1.2000E+01                      1052400500068 
 2.2000E+00 1.1590E+02 3.4590E-02 1.2000E+01                      1052400500069 
 2.2000E+00 1.2590E+02 3.0530E-02 1.3100E+01                      1052400500070 
 2.2000E+00 1.3190E+02 3.6000E-02 1.2000E+01                      1052400500071 
 2.2000E+00 1.4180E+02 6.5690E-02 1.2000E+01                      1052400500072 
 2.2000E+00 1.4680E+02 8.4060E-02 1.2000E+01                      1052400500073 
 2.2000E+00 1.5180E+02 1.3630E-01 1.2000E+01                      1052400500074 
 2.2000E+00 1.5670E+02 1.5660E-01 1.2000E+01                      1052400500075 
 2.4000E+00 2.0330E+01 1.1680E+00 1.0000E+01                      1052400500076 
 2.4000E+00 2.6250E+01 9.1600E-01 1.0000E+01                      1052400500077 
 2.4000E+00 3.0210E+01 8.4540E-01 1.0000E+01                      1052400500078 
 2.4000E+00 3.6170E+01 5.9700E-01 1.0000E+01                      1052400500079 
 2.4000E+00 4.6120E+01 3.2120E-01 1.0000E+01                      1052400500080 
 2.4000E+00 5.2100E+01 2.1150E-01 1.0000E+01                      1052400500081 
 2.4000E+00 6.2070E+01 1.4650E-01 1.0000E+01                      1052400500082 
 2.4000E+00 6.8050E+01 1.2670E-01 1.0000E+01                      1052400500083 
 2.4000E+00 7.8030E+01 1.0680E-01 1.0000E+01                      1052400500084 
 2.4000E+00 8.4010E+01 8.9120E-02 1.0000E+01                      1052400500085 
 2.4000E+00 9.3990E+01 7.3480E-02 1.0000E+01                      1052400500086 
 2.4000E+00 9.9980E+01 5.9580E-02 1.0000E+01                      1052400500087 
 2.4000E+00 1.1000E+02 3.2730E-02 1.2220E+01                      1052400500088 
 2.4000E+00 1.1590E+02 2.8000E-02 1.4290E+01                      1052400500089 
 2.4000E+00 1.2590E+02 2.5540E-02 1.5660E+01                      1052400500090 
 2.4000E+00 1.3190E+02 3.1990E-02 1.2500E+01                      1052400500091 
 2.4000E+00 1.4180E+02 6.4950E-02 1.0000E+01                      1052400500092 
 2.4000E+00 1.4680E+02 8.6970E-02 1.0000E+01                      1052400500093 
 2.4000E+00 1.5180E+02 1.2470E-01 1.5000E+01                      1052400500094 
 2.4000E+00 1.5670E+02 1.4990E-01 1.5000E+01                      1052400500095 
 2.6000E+00 2.0330E+01 1.0220E+00 8.0000E+00                      1052400500096 
 2.6000E+00 2.6250E+01 7.7000E-01 8.0000E+00                      1052400500097 
 2.6000E+00 3.0210E+01 6.8300E-01 8.0000E+00                      1052400500098 
 2.6000E+00 3.6170E+01 4.8640E-01 8.0000E+00                      1052400500099 
 2.6000E+00 4.6120E+01 2.4310E-01 8.0000E+00                      1052400500100 
 2.6000E+00 5.2100E+01 1.7140E-01 8.0000E+00                      1052400500101 
 2.6000E+00 6.2070E+01 1.2080E-01 1.5000E+01                      1052400500102 
 2.6000E+00 6.8050E+01 1.1350E-01 1.5000E+01                      1052400500103 
 2.6000E+00 7.8030E+01 9.4380E-02 8.0000E+00                      1052400500104 
 2.6000E+00 8.4010E+01 8.4730E-02 8.0000E+00                      1052400500105 
 2.6000E+00 9.3990E+01 6.2760E-02 8.0000E+00                      1052400500106 
 2.6000E+00 9.9980E+01 4.6970E-02 8.5160E+00                      1052400500107 
 2.6000E+00 1.1000E+02 2.5030E-02 1.5980E+01                      1052400500108 
 2.6000E+00 1.1590E+02 1.9040E-02 2.1010E+01                      1052400500109 
 2.6000E+00 1.2590E+02 2.0400E-02 1.9610E+01                      1052400500110 
 2.6000E+00 1.3190E+02 2.6270E-02 1.5230E+01                      1052400500111 
 2.6000E+00 1.4180E+02 5.0960E-02 8.0000E+00                      1052400500112 
 2.6000E+00 1.4680E+02 7.9540E-02 8.0000E+00                      1052400500113 
 2.6000E+00 1.5180E+02 1.0630E-01 8.0000E+00                      1052400500114 
 2.6000E+00 1.5670E+02 1.3080E-01 8.0000E+00                      1052400500115 
 2.8000E+00 2.0330E+01 1.0780E+00 8.0000E+00                      1052400500116 
 2.8000E+00 2.6250E+01 8.5000E-01 8.0000E+00                      1052400500117 
 2.8000E+00 3.0210E+01 7.2400E-01 8.0000E+00                      1052400500118 
 2.8000E+00 3.6170E+01 4.9070E-01 8.0000E+00                      1052400500119 
 2.8000E+00 4.6120E+01 2.2000E-01 8.0000E+00                      1052400500120 
 2.8000E+00 5.2100E+01 1.5830E-01 8.0000E+00                      1052400500121 
 2.8000E+00 6.2070E+01 1.0540E-01 8.0000E+00                      1052400500122 
 2.8000E+00 6.8050E+01 1.0430E-01 8.0000E+00                      1052400500123 
 2.8000E+00 7.8030E+01 1.0120E-01 8.0000E+00                      1052400500124 
 2.8000E+00 8.4010E+01 9.2020E-02 8.0000E+00                      1052400500125 
 2.8000E+00 9.3990E+01 5.8860E-02 8.0000E+00                      1052400500126 
 2.8000E+00 9.9980E+01 4.1440E-02 9.6530E+00                      1052400500127 
 2.8000E+00 1.1000E+02 1.6160E-02 2.4750E+01                      1052400500128 
 2.8000E+00 1.1590E+02 1.3960E-02 2.8650E+01                      1052400500129 
 2.8000E+00 1.2590E+02 1.6930E-02 2.3630E+01                      1052400500130 
 2.8000E+00 1.3190E+02 2.2600E-02 1.7700E+01                      1052400500131 
 2.8000E+00 1.4180E+02 5.4650E-02 8.0000E+00                      1052400500132 
 2.8000E+00 1.4680E+02 7.6480E-02 8.0000E+00                      1052400500133 
 2.8000E+00 1.5180E+02 1.1070E-01 8.0000E+00                      1052400500134 
 2.8000E+00 1.5670E+02 1.3280E-01 8.0000E+00                      1052400500135 
 3.0000E+00 2.0330E+01 9.1940E-01 1.0000E+01                      1052400500136 
 3.0000E+00 2.6250E+01 7.6390E-01 1.0000E+01                      1052400500137 
 3.0000E+00 3.0210E+01 5.6750E-01 1.0000E+01                      1052400500138 
 3.0000E+00 3.6170E+01 4.0790E-01 1.0000E+01                      1052400500139 
 3.0000E+00 4.6120E+01 1.4560E-01 1.0000E+01                      1052400500140 
 3.0000E+00 5.2100E+01 1.1740E-01 1.0000E+01                      1052400500141 
 3.0000E+00 6.2070E+01 8.8580E-02 1.0000E+01                      1052400500142 
 3.0000E+00 6.8050E+01 9.6860E-02 1.0000E+01                      1052400500143 
 3.0000E+00 7.8030E+01 9.3800E-02 1.0000E+01                      1052400500144 
 3.0000E+00 8.4010E+01 8.5560E-02 1.0000E+01                      1052400500145 
 3.0000E+00 9.3990E+01 4.4340E-02 1.0000E+01                      1052400500146 
 3.0000E+00 9.9980E+01 2.9380E-02 1.3610E+01                      1052400500147 
 3.0000E+00 1.1000E+02 1.0460E-02 3.8240E+01                      1052400500148 
 3.0000E+00 1.1590E+02 7.8740E-03 5.0800E+01                      1052400500149 
 3.0000E+00 1.2590E+02 1.5890E-02 2.5170E+01                      1052400500150 
 3.0000E+00 1.3190E+02 2.0580E-02 1.9440E+01                      1052400500151 
 3.0000E+00 1.4180E+02 5.5960E-02 1.0000E+01                      1052400500152 
 3.0000E+00 1.4680E+02 7.0320E-02 1.0000E+01                      1052400500153 
 3.0000E+00 1.5180E+02 1.0030E-01 1.0000E+01                      1052400500154 
 3.0000E+00 1.5670E+02 1.1180E-01 1.0000E+01                      1052400500155 
 3.2000E+00 2.1320E+01 9.5180E-01 1.2000E+01                      1052400500156 
 3.2000E+00 2.6250E+01 7.9140E-01 1.2000E+01                      1052400500157 
 3.2000E+00 3.1200E+01 5.4220E-01 1.2000E+01                      1052400500158 
 3.2000E+00 3.6170E+01 4.0750E-01 1.2000E+01                      1052400500159 
 3.2000E+00 4.6820E+01 1.4500E-01 1.2000E+01                      1052400500160 
 3.2000E+00 5.2100E+01 1.1400E-01 1.2000E+01                      1052400500161 
 3.2000E+00 6.2070E+01 9.4360E-02 1.2000E+01                      1052400500162 
 3.2000E+00 6.8050E+01 1.0120E-01 1.2000E+01                      1052400500163 
 3.2000E+00 7.7230E+01 9.9380E-02 1.2000E+01                      1052400500164 
 3.2000E+00 8.4010E+01 8.5340E-02 1.2000E+01                      1052400500165 
 3.2000E+00 9.2690E+01 4.9740E-02 1.2000E+01                      1052400500166 
 3.2000E+00 9.9980E+01 2.8050E-02 1.4260E+01                      1052400500167 
 3.2000E+00 1.0800E+02 1.0350E-02 3.8650E+01                      1052400500168 
 3.2000E+00 1.1590E+02 9.0880E-03 4.4010E+01                      1052400500169 
 3.2000E+00 1.2290E+02 1.0880E-02 3.6760E+01                      1052400500170 
 3.2000E+00 1.3190E+02 1.8950E-02 2.1110E+01                      1052400500171 
 3.2000E+00 1.3860E+02 3.5960E-02 1.2000E+01                      1052400500172 
 3.2000E+00 1.4680E+02 5.4470E-02 1.2000E+01                      1052400500173 
 3.2000E+00 1.4850E+02 6.7720E-02 1.2000E+01                      1052400500174 
 3.2000E+00 1.5670E+02 9.3110E-02 1.2000E+01                      1052400500175 
 3.4000E+00 2.0300E+01 1.0450E+00 3.8280E-01                      1052400500176 
 3.4000E+00 2.6200E+01 8.9800E-01 4.4540E-01                      1052400500177 
 3.4000E+00 3.0200E+01 5.4900E-01 7.2860E-01                      1052400500178 
