ENTRY            10524   20040504                             00001052400000001 
SUBENT        10524001   20040504                             00001052400100001 
BIB                  9         14                                 1052400100002 
INSTITUTE  (1USAANL)                                              1052400100003 
REFERENCE  (J,NP/A,244,213,197506)                                1052400100004 
           (R,ANL-NDM-7,197406)                                   1052400100005 
AUTHOR     (A.B.Smith,P.Guenther,J.Whalen)                        1052400100006 
TITLE      Neutron total and scattering cross sections of some    1052400100007 
           even Mo isotopes and the optical model.                1052400100008 
FACILITY   (DYNAM,1USAANL)                                        1052400100009 
INC-SOURCE (P-LI7)                                                1052400100010 
METHOD     (TOF) Time-of-flight                                   1052400100011 
STATUS     (APRVD) Approved by author 1976/1/19.                  1052400100012 
           Data received on magnetic tape, Smith, 1975/8          1052400100013 
HISTORY    (19751110C)                                            1052400100014 
           (19830107A) Converted to REACTION formalism            1052400100015 
           (20040504A) Updated to new date formats, lower case.   1052400100016 
ENDBIB              14          0                                 1052400100017 
NOCOMMON             0          0                                 1052400100018 
ENDSUBENT           17          0                                 1052400199999 
SUBENT        10524002   20040504                             00001052400200001 
BIB                  5          8                                 1052400200002 
REACTION   (42-MO-92(N,EL)42-MO-92,,DA)                           1052400200003 
INC-SPECT  Incident neutron resolution of 30 to 50 keV.           1052400200004 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1052400200005 
           A carbon sample was used to monitor detector           1052400200006 
           efficiency.                                            1052400200007 
MONIT-REF  (,Hopkins+,J,ND/A,9,145,1971)                          1052400200008 
ERR-ANALYS (DATA-ERR) Errors include uncertainties in angular     1052400200009 
            position and systematic errors.                       1052400200010 
ENDBIB               8          0                                 1052400200011 
NOCOMMON             0          0                                 1052400200012 
DATA                 4        238                                 1052400200013 
EN         ANG        DATA       DATA-ERR                         1052400200014 
MEV        ADEG       B/SR       PER-CENT                         1052400200015 
 2.0000E+00 5.2090E+01 3.3190E-01 1.2000E+01                      1052400300041 
 2.0000E+00 6.2060E+01 2.4710E-01 1.2000E+01                      1052400300042 
 2.0000E+00 6.8050E+01 1.9370E-01 1.2000E+01                      1052400300043 
 2.0000E+00 7.8020E+01 1.5310E-01 1.2000E+01                      1052400300044 
 2.0000E+00 8.4010E+01 1.3180E-01 1.2000E+01                      1052400300045 
 2.0000E+00 9.3990E+01 1.1290E-01 1.2000E+01                      1052400300046 
 2.0000E+00 9.9980E+01 9.1940E-02 1.2000E+01                      1052400300047 
 2.0000E+00 1.1000E+02 6.7820E-02 1.2000E+01                      1052400300048 
 2.0000E+00 1.1590E+02 5.6190E-02 1.2000E+01                      1052400300049 
 2.0000E+00 1.2590E+02 5.6820E-02 1.2000E+01                      1052400300050 
 2.0000E+00 1.3190E+02 5.7790E-02 1.2000E+01                      1052400300051 
 2.0000E+00 1.4190E+02 9.9270E-02 1.2000E+01                      1052400300052 
 2.0000E+00 1.4680E+02 1.1950E-01 1.2000E+01                      1052400300053 
 2.0000E+00 1.5180E+02 1.8160E-01 2.0000E+01                      1052400300054 
 2.0000E+00 1.5670E+02 1.8750E-01 2.0000E+01                      1052400300055 
 2.2000E+00 2.0320E+01 1.1070E+00 1.0000E+01                      1052400300056 
 2.2000E+00 2.6240E+01 9.4550E-01 1.0000E+01                      1052400300057 
 2.2000E+00 3.0200E+01 8.4710E-01 1.0000E+01                      1052400300058 
 2.2000E+00 3.6160E+01 6.5860E-01 1.0000E+01                      1052400300059 
 2.2000E+00 4.6110E+01 3.7210E-01 1.0000E+01                      1052400300060 
 2.2000E+00 5.2090E+01 2.7460E-01 1.0000E+01                      1052400300061 
 2.2000E+00 6.2060E+01 1.8560E-01 1.0000E+01                      1052400300062 
 2.2000E+00 6.8050E+01 1.6450E-01 1.0000E+01                      1052400300063 
 2.2000E+00 7.8020E+01 1.2450E-01 1.0000E+01                      1052400300064 
 2.2000E+00 8.4010E+01 1.1500E-01 1.0000E+01                      1052400300065 
 2.2000E+00 9.3990E+01 9.6580E-02 1.0000E+01                      1052400300066 
 2.2000E+00 9.9980E+01 7.7670E-02 1.0000E+01                      1052400300067 
 2.2000E+00 1.1000E+02 5.2730E-02 1.0000E+01                      1052400300068 
 2.2000E+00 1.1590E+02 4.8750E-02 1.0000E+01                      1052400300069 
 2.2000E+00 1.2590E+02 4.2620E-02 1.0000E+01                      1052400300070 
 2.2000E+00 1.3190E+02 4.8920E-02 1.0000E+01                      1052400300071 
 2.2000E+00 1.4190E+02 8.0980E-02 1.0000E+01                      1052400300072 
 2.2000E+00 1.4680E+02 1.0630E-01 1.0000E+01                      1052400300073 
 2.2000E+00 1.5180E+02 1.5610E-01 2.0000E+01                      1052400300074 
 2.2000E+00 1.5670E+02 1.8350E-01 2.0000E+01                      1052400300075 
 2.4000E+00 2.0320E+01 1.0250E+00 1.0000E+01                      1052400300076 
 2.4000E+00 2.6240E+01 8.5580E-01 1.0000E+01                      1052400300077 
 2.4000E+00 3.0200E+01 7.2540E-01 1.0000E+01                      1052400300078 
 2.4000E+00 3.6160E+01 5.7180E-01 1.0000E+01                      1052400300079 
 2.4000E+00 4.6110E+01 2.9150E-01 1.0000E+01                      1052400300080 
 2.4000E+00 5.2090E+01 2.2900E-01 1.0000E+01                      1052400300081 
 2.4000E+00 6.2060E+01 1.6500E-01 1.0000E+01                      1052400300082 
 2.4000E+00 6.8050E+01 1.4390E-01 1.0000E+01                      1052400300083 
 2.4000E+00 7.8020E+01 1.2190E-01 1.0000E+01                      1052400300084 
 2.4000E+00 8.4010E+01 1.1010E-01 1.0000E+01                      1052400300085 
 2.4000E+00 9.3990E+01 8.2190E-02 1.0000E+01                      1052400300086 
 2.4000E+00 9.9980E+01 6.7010E-02 1.0000E+01                      1052400300087 
 2.4000E+00 1.1000E+02 4.0240E-02 1.0000E+01                      1052400300088 
 2.4000E+00 1.1590E+02 3.4520E-02 1.1590E+01                      1052400300089 
 2.4000E+00 1.2590E+02 3.6670E-02 1.0910E+01                      1052400300090 
 2.4000E+00 1.3190E+02 4.4960E-02 1.0000E+01                      1052400300091 
 2.4000E+00 1.4190E+02 8.8080E-02 1.0000E+01                      1052400300092 
 2.4000E+00 1.4680E+02 1.0970E-01 1.0000E+01                      1052400300093 
 2.4000E+00 1.5180E+02 1.5310E-01 1.5000E+01                      1052400300094 
 2.4000E+00 1.5670E+02 1.7900E-01 1.5000E+01                      1052400300095 
 2.6000E+00 2.0310E+01 9.8580E-01 1.0000E+01                      1052400300096 
 2.6000E+00 2.6240E+01 7.6080E-01 1.0000E+01                      1052400300097 
 2.6000E+00 3.0200E+01 6.7920E-01 1.0000E+01                      1052400300098 
 2.6000E+00 3.6160E+01 4.7550E-01 1.0000E+01                      1052400300099 
 2.6000E+00 4.6110E+01 2.4870E-01 1.0000E+01                      1052400300100 
 2.6000E+00 5.2090E+01 1.6910E-01 1.0000E+01                      1052400300101 
 2.6000E+00 6.2060E+01 1.3320E-01 1.0000E+01                      1052400300102 
 2.6000E+00 6.8050E+01 1.3060E-01 1.0000E+01                      1052400300103 
 2.6000E+00 7.8020E+01 1.0830E-01 1.0000E+01                      1052400300104 
 2.6000E+00 8.4010E+01 1.0220E-01 1.0000E+01                      1052400300105 
 2.6000E+00 9.3990E+01 7.4170E-02 1.0000E+01                      1052400300106 
 2.6000E+00 9.9980E+01 5.4760E-02 1.0000E+01                      1052400300107 
 2.6000E+00 1.1000E+02 3.5020E-02 1.1420E+01                      1052400300108 
 2.6000E+00 1.1590E+02 2.9970E-02 1.3350E+01                      1052400300109 
 2.6000E+00 1.2590E+02 2.7240E-02 1.4680E+01                      1052400300110 
 2.6000E+00 1.3190E+02 3.4790E-02 1.1500E+01                      1052400300111 
 2.6000E+00 1.4190E+02 6.9750E-02 1.0000E+01                      1052400300112 
 2.6000E+00 1.4680E+02 9.5180E-02 1.0000E+01                      1052400300113 
 2.6000E+00 1.5180E+02 1.2330E-01 1.0000E+01                      1052400300114 
 2.6000E+00 1.5670E+02 1.5790E-01 1.0000E+01                      1052400300115 
 2.8000E+00 2.0310E+01 1.0280E+00 1.0000E+01                      1052400300116 
 2.8000E+00 2.6240E+01 8.2390E-01 1.0000E+01                      1052400300117 
 2.8000E+00 3.0200E+01 6.5880E-01 1.0000E+01                      1052400300118 
 2.8000E+00 3.6160E+01 4.8450E-01 1.0000E+01                      1052400300119 
 2.8000E+00 4.6110E+01 2.1210E-01 1.0000E+01                      1052400300120 
 2.8000E+00 5.2090E+01 1.6130E-01 1.0000E+01                      1052400300121 
 2.8000E+00 6.2060E+01 1.1570E-01 1.0000E+01                      1052400300122 
 2.8000E+00 6.8050E+01 1.1020E-01 1.0000E+01                      1052400300123 
 2.8000E+00 7.8020E+01 1.1640E-01 1.0000E+01                      1052400300124 
 2.8000E+00 8.4010E+01 1.0690E-01 1.0000E+01                      1052400300125 
 2.8000E+00 9.3990E+01 7.4170E-02 1.0000E+01                      1052400300126 
 2.8000E+00 9.9980E+01 5.8030E-02 1.0000E+01                      1052400300127 
 2.8000E+00 1.1000E+02 3.1290E-02 1.2780E+01                      1052400300128 
 2.8000E+00 1.1590E+02 2.4490E-02 1.6330E+01                      1052400300129 
 2.8000E+00 1.2590E+02 2.3120E-02 1.7300E+01                      1052400300130 
 2.8000E+00 1.3190E+02 2.8380E-02 1.4090E+01                      1052400300131 
 2.8000E+00 1.4190E+02 6.3570E-02 1.0000E+01                      1052400300132 
 2.8000E+00 1.4680E+02 8.7670E-02 1.0000E+01                      1052400300133 
 2.8000E+00 1.5180E+02 1.2470E-01 1.0000E+01                      1052400300134 
 2.8000E+00 1.5670E+02 1.4770E-01 1.0000E+01                      1052400300135 
 3.0000E+00 2.0310E+01 8.5810E-01 8.0000E+00                      1052400300136 
 3.0000E+00 2.6240E+01 7.0110E-01 8.0000E+00                      1052400300137 
 3.0000E+00 3.0200E+01 5.2080E-01 8.0000E+00                      1052400300138 
 3.0000E+00 3.6160E+01 3.7690E-01 8.0000E+00                      1052400300139 
 3.0000E+00 4.6110E+01 1.4590E-01 8.0000E+00                      1052400300140 
 3.0000E+00 5.2090E+01 1.1480E-01 8.0000E+00                      1052400300141 
 3.0000E+00 6.2060E+01 9.5720E-02 8.0000E+00                      1052400300142 
 3.0000E+00 6.8050E+01 1.0760E-01 8.0000E+00                      1052400300143 
 3.0000E+00 7.8020E+01 1.0670E-01 8.0000E+00                      1052400300144 
 3.0000E+00 8.4010E+01 9.6370E-02 8.0000E+00                      1052400300145 
 3.0000E+00 9.3990E+01 5.5550E-02 8.0000E+00                      1052400300146 
 3.0000E+00 9.9980E+01 4.1570E-02 9.6220E+00                      1052400300147 
 3.0000E+00 1.1000E+02 2.0240E-02 1.9760E+01                      1052400300148 
 3.0000E+00 1.1590E+02 1.6280E-02 2.4570E+01                      1052400300149 
 3.0000E+00 1.2590E+02 1.9890E-02 2.0110E+01                      1052400300150 
 3.0000E+00 1.3190E+02 2.4160E-02 1.6560E+01                      1052400300151 
 3.0000E+00 1.4190E+02 6.8390E-02 8.0000E+00                      1052400300152 
 3.0000E+00 1.4680E+02 8.1930E-02 8.0000E+00                      1052400300153 
 3.0000E+00 1.5180E+02 1.1480E-01 8.0000E+00                      1052400300154 
 3.0000E+00 1.5670E+02 1.2760E-01 8.0000E+00                      1052400300155 
 3.2000E+00 2.1300E+01 9.2610E-01 9.0000E+00                      1052400300156 
 3.2000E+00 2.6240E+01 7.3800E-01 9.0000E+00                      1052400300157 
 3.2000E+00 3.1190E+01 5.1180E-01 9.0000E+00                      1052400300158 
 3.2000E+00 3.6160E+01 3.7540E-01 9.0000E+00                      1052400300159 
 3.2000E+00 4.6810E+01 1.3930E-01 9.0000E+00                      1052400300160 
 3.2000E+00 5.2090E+01 1.0370E-01 9.0000E+00                      1052400300161 
 3.2000E+00 6.2060E+01 9.4180E-02 9.0000E+00                      1052400300162 
 3.2000E+00 6.8050E+01 1.0850E-01 9.0000E+00                      1052400300163 
 3.2000E+00 7.7230E+01 1.1440E-01 9.0000E+00                      1052400300164 
 3.2000E+00 8.4010E+01 9.7420E-02 9.0000E+00                      1052400300165 
 3.2000E+00 9.2690E+01 6.2210E-02 9.0000E+00                      1052400300166 
 3.2000E+00 9.9980E+01 3.6040E-02 1.1100E+01                      1052400300167 
 3.2000E+00 1.0800E+02 1.7110E-02 2.3380E+01                      1052400300168 
 3.2000E+00 1.1590E+02 1.3800E-02 2.8990E+01                      1052400300169 
 3.2000E+00 1.2290E+02 1.4230E-02 2.8110E+01                      1052400300170 
 3.2000E+00 1.3190E+02 2.5830E-02 1.5490E+01                      1052400300171 
 3.2000E+00 1.3860E+02 4.2220E-02 9.4740E+00                      1052400300172 
 3.2000E+00 1.4680E+02 7.2400E-02 9.0000E+00                      1052400300173 
 3.2000E+00 1.4850E+02 7.9700E-02 9.0000E+00                      1052400300174 
 3.2000E+00 1.5670E+02 1.1190E-01 9.0000E+00                      1052400300175 
 3.4000E+00 2.0300E+01 1.0200E+00 1.0000E+01                      1052400300176 
 3.4000E+00 2.6200E+01 8.4100E-01 1.0000E+01                      1052400300177 
 3.4000E+00 3.0200E+01 5.2700E-01 1.0000E+01                      1052400300178 
 3.4000E+00 3.6200E+01 3.9900E-01 1.0000E+01                      1052400300179 
 3.4000E+00 4.5600E+01 1.3300E-01 1.0000E+01                      1052400300180 
 3.4000E+00 5.1600E+01 9.8000E-02 1.0000E+01                      1052400300181 
 3.4000E+00 6.1100E+01 8.6000E-02 1.0000E+01                      1052400300182 
 3.4000E+00 6.7000E+01 9.9000E-02 1.0000E+01                      1052400300183 
 3.4000E+00 7.6500E+01 1.1300E-01 1.0000E+01                      1052400300184 
 3.4000E+00 8.2500E+01 1.0500E-01 1.0000E+01                      1052400300185 
 3.4000E+00 9.2000E+01 7.2000E-02 1.0000E+01                      1052400300186 
 3.4000E+00 9.8000E+01 5.2000E-02 1.0000E+01                      1052400300187 
 3.4000E+00 1.0750E+02 2.3000E-02 1.7390E+01                      1052400300188 
 3.4000E+00 1.1340E+02 1.1000E-02 3.6360E+01                      1052400300189 
 3.4000E+00 1.2290E+02 1.3000E-02 3.0770E+01                      1052400300190 
 3.4000E+00 1.2890E+02 2.0000E-02 2.0000E+01                      1052400300191 
 3.4000E+00 1.3840E+02 3.7000E-02 1.0810E+01                      1052400300192 
 3.4000E+00 1.4430E+02 3.7000E-02 1.0810E+01                      1052400300193 
 3.4000E+00 1.4830E+02 5.5000E-02 1.0000E+01                      1052400300194 
 3.4000E+00 1.5430E+02 7.0000E-02 1.0000E+01                      1052400300195 
 3.6000E+00 1.9800E+01 1.0170E+00 1.0000E+01                      1052400300196 
 3.6000E+00 2.5700E+01 7.0900E-01 1.0000E+01                      1052400300197 
 3.6000E+00 2.9700E+01 5.4200E-01 1.0000E+01                      1052400300198 
 3.6000E+00 3.5700E+01 3.2500E-01 1.0000E+01                      1052400300199 
 3.6000E+00 4.5600E+01 1.0400E-01 1.0000E+01                      1052400300200 
 3.6000E+00 5.1600E+01 7.2000E-02 1.0000E+01                      1052400300201 
 3.6000E+00 6.1600E+01 8.6000E-02 1.0000E+01                      1052400300202 
 3.6000E+00 6.7500E+01 1.0200E-01 1.0000E+01                      1052400300203 
 3.6000E+00 7.7500E+01 1.2500E-01 1.0000E+01                      1052400300204 
 3.6000E+00 8.3500E+01 1.0300E-01 1.0000E+01                      1052400300205 
 3.6000E+00 9.3500E+01 6.0000E-02 1.0000E+01                      1052400300206 
 3.6000E+00 9.9500E+01 3.2000E-02 1.2500E+01                      1052400300207 
 3.6000E+00 1.0950E+02 1.3000E-02 3.0770E+01                      1052400300208 
 3.6000E+00 1.1540E+02 8.0000E-03 5.0000E+01                      1052400300209 
 3.6000E+00 1.2540E+02 1.2000E-02 3.3330E+01                      1052400300210 
 3.6000E+00 1.3140E+02 1.9000E-02 2.1050E+01                      1052400300211 
 3.6000E+00 1.4140E+02 3.7000E-02 1.0810E+01                      1052400300212 
 3.6000E+00 1.4730E+02 4.7000E-02 1.0000E+01                      1052400300213 
 3.6000E+00 1.5130E+02 6.5000E-02 1.0000E+01                      1052400300214 
 3.6000E+00 1.5720E+02 7.6000E-02 1.0000E+01                      1052400300215 
 3.8000E+00 1.9800E+01 1.0100E+00 1.0000E+01                      1052400300216 
 3.8000E+00 2.5700E+01 7.7600E-01 1.0000E+01                      1052400300217 
 3.8000E+00 2.9700E+01 5.5100E-01 1.0000E+01                      1052400300218 
 3.8000E+00 3.5700E+01 3.3000E-01 1.0000E+01                      1052400300219 
 3.8000E+00 4.5600E+01 9.9000E-02 1.0000E+01                      1052400300220 
 3.8000E+00 5.1600E+01 6.9000E-02 1.0000E+01                      1052400300221 
 3.8000E+00 6.1600E+01 7.3000E-02 1.0000E+01                      1052400300222 
 3.8000E+00 6.7500E+01 9.7000E-02 1.0000E+01                      1052400300223 
 3.8000E+00 7.7500E+01 1.1700E-01 1.0000E+01                      1052400300224 
 3.8000E+00 8.3500E+01 1.0200E-01 1.0000E+01                      1052400300225 
 3.8000E+00 9.3500E+01 5.3000E-02 1.0000E+01                      1052400300226 
 3.8000E+00 9.9500E+01 3.3000E-02 1.2120E+01                      1052400300227 
 3.8000E+00 1.0950E+02 1.1000E-02 3.6360E+01                      1052400300228 
 3.8000E+00 1.1540E+02 9.0000E-03 4.4440E+01                      1052400300229 
 3.8000E+00 1.2540E+02 1.6000E-02 2.5000E+01                      1052400300230 
 3.8000E+00 1.3140E+02 2.1000E-02 1.9050E+01                      1052400300231 
 3.8000E+00 1.4140E+02 3.3000E-02 1.2120E+01                      1052400300232 
 3.8000E+00 1.4730E+02 4.0000E-02 1.0000E+01                      1052400300233 
 3.8000E+00 1.5130E+02 4.9000E-02 1.0000E+01                      1052400300234 
 3.8000E+00 1.5720E+02 7.4000E-02 1.0000E+01                      1052400300235 
 4.0000E+00 1.9800E+01 9.6100E-01 1.0000E+01                      1052400300236 
 4.0000E+00 2.5700E+01 6.8000E-01 1.0000E+01                      1052400300237 
 4.0000E+00 2.9700E+01 4.8100E-01 1.0000E+01                      1052400300238 
 4.0000E+00 3.5700E+01 2.7200E-01 1.0000E+01                      1052400300239 
 4.0000E+00 4.5600E+01 7.6000E-02 1.0000E+01                      1052400300240 
 4.0000E+00 5.1600E+01 4.7000E-02 1.0000E+01                      1052400300241 
 4.0000E+00 6.1600E+01 7.8000E-02 1.0000E+01                      1052400300242 
 4.0000E+00 6.7500E+01 9.6000E-02 1.0000E+01                      1052400300243 
 4.0000E+00 7.7500E+01 1.1600E-01 1.0000E+01                      1052400300244 
 4.0000E+00 8.3500E+01 9.0000E-02 1.0000E+01                      1052400300245 
 4.0000E+00 9.3500E+01 4.9000E-02 1.0000E+01                      1052400300246 
 4.0000E+00 9.9500E+01 3.0000E-02 1.3330E+01                      1052400300247 
 4.0000E+00 1.0950E+02 9.0000E-03 4.4440E+01                      1052400300248 
 4.0000E+00 1.1540E+02 9.0000E-03 4.4440E+01                      1052400300249 
 4.0000E+00 1.2540E+02 1.9000E-02 2.1050E+01                      1052400300250 
 4.0000E+00 1.3140E+02 2.0000E-02 2.0000E+01                      1052400300251 
 4.0000E+00 1.4140E+02 3.1000E-02 1.2900E+01                      1052400300252 
 4.0000E+00 1.4730E+02 3.1000E-02 1.2900E+01                      1052400300253 
 4.0000E+00 1.5130E+02 4.2000E-02 1.0000E+01                      1052400300254 
 4.0000E+00 1.5720E+02 5.8000E-02 1.0000E+01                      1052400300255 
ENDDATA            242          0                                 1052400300256 
ENDSUBENT          255          0                                 1052400399999 
SUBENT        10524004   20040504                             00001052400400001 
BIB                  5          8                                 1052400400002 
REACTION   (42-MO-98(N,EL)42-MO-98,,DA)                           1052400400003 
INC-SPECT  Incident neutron resolution of 30 to 50 keV.           1052400400004 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1052400400005 
           A carbon sample was used to monitor detector           1052400400006 
           efficiency.                                            1052400400007 
MONIT-REF  (,Hopkins+,J,ND/A,9,145,1971)                          1052400400008 
ERR-ANALYS (DATA-ERR) Errors include uncertainties in angular     1052400400009 
            position and systematic errors.                       1052400400010 
ENDBIB               8          0                                 1052400400011 
NOCOMMON             0          0                                 1052400400012 
DATA                 4        238                                 1052400400013 
EN         ANG        DATA       DATA-ERR                         1052400400014 
MEV        ADEG       B/SR       PER-CENT                         1052400400015 
 1.8000E+00 2.0310E+01 1.4210E+00 1.0000E+01                      1052400400016 
 1.8000E+00 2.6230E+01 1.2540E+00 1.0000E+01                      1052400400017 
 1.8000E+00 3.0200E+01 1.1360E+00 1.0000E+01                      1052400400018 
 1.8000E+00 3.6160E+01 9.1380E-01 1.0000E+01                      1052400400019 
 1.8000E+00 4.6110E+01 5.6380E-01 1.0000E+01                      1052400400020 
 1.8000E+00 5.2090E+01 4.2520E-01 1.0000E+01                      1052400400021 
 1.8000E+00 6.2060E+01 3.0130E-01 1.0000E+01                      1052400400022 
 1.8000E+00 6.8050E+01 2.5530E-01 1.0000E+01                      1052400400023 
 1.8000E+00 7.8020E+01 1.7070E-01 1.0000E+01                      1052400400024 
 1.8000E+00 8.4010E+01 1.4700E-01 1.0000E+01                      1052400400025 
 1.8000E+00 9.3990E+01 1.1260E-01 1.0000E+01                      1052400400026 
 1.8000E+00 9.9980E+01 1.0140E-01 1.0000E+01                      1052400400027 
 1.8000E+00 1.1000E+02 6.5430E-02 1.0000E+01                      1052400400028 
 1.8000E+00 1.1590E+02 6.2090E-02 1.0000E+01                      1052400400029 
 1.8000E+00 1.2590E+02 6.2930E-02 1.0000E+01                      1052400400030 
 1.8000E+00 1.3190E+02 7.6680E-02 1.0000E+01                      1052400400031 
 1.8000E+00 1.4190E+02 1.3720E-01 1.0000E+01                      1052400400032 
 1.8000E+00 1.4680E+02 1.6850E-01 1.0000E+01                      1052400400033 
 1.8000E+00 1.5180E+02 2.4060E-01 2.0000E+01                      1052400400034 
 1.8000E+00 1.5670E+02 2.7930E-01 2.0000E+01                      1052400400035 
 2.0000E+00 2.0310E+01 1.3970E+00 1.0000E+01                      1052400400036 
 2.0000E+00 2.6230E+01 1.1300E+00 1.0000E+01                      1052400400037 
 2.0000E+00 3.0200E+01 1.0600E+00 1.0000E+01                      1052400400038 
 2.0000E+00 3.6160E+01 7.9650E-01 1.0000E+01                      1052400400039 
 2.0000E+00 4.6110E+01 5.0650E-01 1.0000E+01                      1052400400040 
 2.0000E+00 5.2090E+01 3.4440E-01 1.0000E+01                      1052400400041 
 2.0000E+00 6.2060E+01 2.6250E-01 1.0000E+01                      1052400400042 
 2.0000E+00 6.8050E+01 2.1000E-01 1.0000E+01                      1052400400043 
 2.0000E+00 7.8020E+01 1.5500E-01 1.0000E+01                      1052400400044 
 2.0000E+00 8.4010E+01 1.2740E-01 1.0000E+01                      1052400400045 
 2.0000E+00 9.3990E+01 1.1320E-01 1.0000E+01                      1052400400046 
 2.0000E+00 9.9980E+01 9.1350E-02 1.0000E+01                      1052400400047 
 2.0000E+00 1.1000E+02 6.8050E-02 1.0000E+01                      1052400400048 
 2.0000E+00 1.1590E+02 5.7980E-02 1.0000E+01                      1052400400049 
 2.0000E+00 1.2590E+02 6.1060E-02 1.0000E+01                      1052400400050 
 2.0000E+00 1.3190E+02 6.8860E-02 1.0000E+01                      1052400400051 
 2.0000E+00 1.4190E+02 1.3470E-01 1.0000E+01                      1052400400052 
 2.0000E+00 1.4680E+02 1.5230E-01 1.0000E+01                      1052400400053 
 2.0000E+00 1.5180E+02 2.3050E-01 2.0000E+01                      1052400400054 
 2.0000E+00 1.5670E+02 2.4440E-01 2.0000E+01                      1052400400055 
 2.2000E+00 2.0310E+01 1.2240E+00 1.0000E+01                      1052400400056 
 2.2000E+00 2.6230E+01 1.0370E+00 1.0000E+01                      1052400400057 
 2.2000E+00 3.0200E+01 9.2180E-01 1.0000E+01                      1052400400058 
 2.2000E+00 3.6160E+01 7.0160E-01 1.0000E+01                      1052400400059 
 2.2000E+00 4.6110E+01 3.8650E-01 1.0000E+01                      1052400400060 
 2.2000E+00 5.2090E+01 2.8350E-01 1.0000E+01                      1052400400061 
 2.2000E+00 6.2060E+01 1.9580E-01 1.0000E+01                      1052400400062 
 2.2000E+00 6.8050E+01 1.6700E-01 1.0000E+01                      1052400400063 
 2.2000E+00 7.8020E+01 1.2630E-01 1.0000E+01                      1052400400064 
 2.2000E+00 8.4010E+01 1.1700E-01 1.0000E+01                      1052400400065 
 2.2000E+00 9.3990E+01 9.5500E-02 1.0000E+01                      1052400400066 
 2.2000E+00 9.9980E+01 7.9680E-02 1.0000E+01                      1052400400067 
 2.2000E+00 1.1000E+02 5.1360E-02 1.0000E+01                      1052400400068 
 2.2000E+00 1.1590E+02 4.2880E-02 1.0000E+01                      1052400400069 
 2.2000E+00 1.2590E+02 3.8090E-02 1.0000E+01                      1052400400070 
 2.2000E+00 1.3190E+02 5.2390E-02 1.0000E+01                      1052400400071 
 2.2000E+00 1.4190E+02 1.0050E-01 1.0000E+01                      1052400400072 
 2.2000E+00 1.4680E+02 1.2000E-01 1.0000E+01                      1052400400073 
 2.2000E+00 1.5180E+02 1.8930E-01 2.0000E+01                      1052400400074 
 2.2000E+00 1.5670E+02 2.1010E-01 2.0000E+01                      1052400400075 
 2.4000E+00 2.0310E+01 1.1950E+00 1.0000E+01                      1052400400076 
 2.4000E+00 2.6230E+01 9.6020E-01 1.0000E+01                      1052400400077 
 2.4000E+00 3.0200E+01 8.3430E-01 1.0000E+01                      1052400400078 
 2.4000E+00 3.6160E+01 6.2760E-01 1.0000E+01                      1052400400079 
 2.4000E+00 4.6110E+01 3.3720E-01 1.0000E+01                      1052400400080 
 2.4000E+00 5.2090E+01 2.3450E-01 1.0000E+01                      1052400400081 
 2.4000E+00 6.2060E+01 1.7760E-01 1.0000E+01                      1052400400082 
 2.4000E+00 6.8050E+01 1.4940E-01 1.0000E+01                      1052400400083 
 2.4000E+00 7.8020E+01 1.1400E-01 1.0000E+01                      1052400400084 
 2.4000E+00 8.4010E+01 1.0380E-01 1.0000E+01                      1052400400085 
 2.4000E+00 9.3990E+01 8.4970E-02 1.0000E+01                      1052400400086 
 2.4000E+00 9.9980E+01 6.4570E-02 1.0000E+01                      1052400400087 
 2.4000E+00 1.1000E+02 3.9570E-02 1.0000E+01                      1052400400088 
 2.4000E+00 1.1590E+02 3.0610E-02 1.0000E+01                      1052400400089 
 2.4000E+00 1.2590E+02 2.9810E-02 1.0000E+01                      1052400400090 
 2.4000E+00 1.3190E+02 4.1720E-02 1.0000E+01                      1052400400091 
 2.4000E+00 1.4190E+02 8.6020E-02 1.0000E+01                      1052400400092 
 2.4000E+00 1.4680E+02 1.1360E-01 1.0000E+01                      1052400400093 
 2.4000E+00 1.5180E+02 1.7240E-01 2.0000E+01                      1052400400094 
 2.4000E+00 1.5670E+02 2.0820E-01 2.0000E+01                      1052400400095 
 2.6000E+00 2.0310E+01 1.0600E+00 1.0000E+01                      1052400400096 
 2.6000E+00 2.6230E+01 7.0070E-01 1.0000E+01                      1052400400097 
 2.6000E+00 3.0200E+01 7.0810E-01 1.0000E+01                      1052400400098 
 2.6000E+00 3.6160E+01 4.2570E-01 1.0000E+01                      1052400400099 
 2.6000E+00 4.6110E+01 2.6300E-01 1.0000E+01                      1052400400100 
 2.6000E+00 5.2090E+01 1.5650E-01 1.0000E+01                      1052400400101 
 2.6000E+00 6.2060E+01 1.4210E-01 1.0000E+01                      1052400400102 
 2.6000E+00 6.8050E+01 1.1390E-01 1.0000E+01                      1052400400103 
 2.6000E+00 7.8020E+01 1.1050E-01 1.0000E+01                      1052400400104 
 2.6000E+00 8.4010E+01 8.6480E-02 1.0000E+01                      1052400400105 
 2.6000E+00 9.3990E+01 7.1820E-02 1.0000E+01                      1052400400106 
 2.6000E+00 9.9980E+01 4.6580E-02 1.0000E+01                      1052400400107 
 2.6000E+00 1.1000E+02 3.0780E-02 1.3000E+01                      1052400400108 
