ENTRY            10915   20030529                             00001091500000001 
SUBENT        10915001   20030529                             00001091500100001 
BIB                 12         40                                 1091500100002 
INSTITUTE  (1USAORL)                                              1091500100003 
REFERENCE  (R,ORNL-5563,197908)                                   1091500100004 
AUTHOR     (G.L.MORGAN)                                           1091500100005 
TITLE      Cross sections for the Ti(n,xn) and Ti(n,x-gamma)      1091500100006 
            reactions between 1 and 20-MeV                        1091500100007 
FACILITY   (LINAC) Oak Ridge Electron Linear Accelerator          1091500100008 
SAMPLE     Annular ring of TI, 1556 gms, 25 cm outer diameter,    1091500100009 
            15 cm inner diameter, with thickness of 1.05 cm.      1091500100010 
            Purity of TI better than 99%.                         1091500100011 
METHOD     (TOF) Time of flight used to determine neutron flux.   1091500100012 
            Flux measurements made with sample and shadow bar     1091500100013 
            removed. Scattering sample placed 47.8 meters from    1091500100014 
            source, with shadow bar protecting detector from      1091500100015 
            direct neutron beam. Time between the linac pulse and 1091500100016 
            the detection of radiation used to determine incident 1091500100017 
            neutron energy. Pulse discrimination used to seperate 1091500100018 
            neutron and gamma events in detector. Background      1091500100019 
            determined with sample removed.                       1091500100020 
           Pulse height spectra were integrated over intervals    1091500100021 
            of neutron time of flight data to form new pulse      1091500100022 
            height spectra of specific incident neutron energy    1091500100023 
            ranges. Computer code FERD used to unfold new spectra,1091500100024 
            which were then normalized to cross sections using the1091500100025 
            measured neutron flux, average sample to detector     1091500100026 
            distance, and sample thickness.                       1091500100027 
DETECTOR   (SCIN) NE-213 on axis at a scattering angle of 130     1091500100028 
            degrees. Small plastic scintillator placed at edge of 1091500100029 
            beam, 30 meters from source, to normalize flux to     1091500100030 
            cross section measurement.                            1091500100031 
CORRECTION Corrections made for average transmission of incident  1091500100032 
            neutron flux, average transmission of secondary gammas1091500100033 
            or neutrons out of sample, and multiple interactions. 1091500100034 
ERR-ANALYS Absolute uncertainty of about 10% in neutron flux      1091500100035 
            determination (largest source of systematic error).   1091500100036 
            Transmission correction uncertainties <3%, multiple   1091500100037 
            interaction correction assigned an error of 10%.      1091500100038 
STATUS     (APRVD) Approved by G.L.Morgan, 1981/5/19.             1091500100039 
HISTORY    (19801014C)                                            1091500100040 
           (20030529A) Reactions corrected. Updated to new date   1091500100041 
                       formats, lower case.                       1091500100042 
ENDBIB              40          0                                 1091500100043 
COMMON               1          3                                 1091500100044 
ANG                                                               1091500100045 
ADEG                                                              1091500100046 
 130.                                                             1091500100047 
ENDCOMMON            3          0                                 1091500100048 
ENDSUBENT           47          0                                 1091500199999 
SUBENT        10915002   20030529                             00001091500200001 
BIB                  3          6                                 1091500200002 
REACTION   (22-TI-0(N,X)0-NN-1,,DA/DE,,AV)                        1091500200003 
ERR-ANALYS (ERR-S) Statistical error is given. Normalization      1091500200004 
            error of 10% not included.                            1091500200005 
           Backgrounds were from 10% (lowest pulse heights) to 50%1091500200006 
            (highest pulse heights).                              1091500200007 
HISTORY    (19820108A) Corrected REACTION.                        1091500200008 
ENDBIB               6          0                                 1091500200009 
NOCOMMON             0          0                                 1091500200010 
DATA                 5        586                                 1091500200011 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1091500200012 
 17.52      19.99       3.712      14.8      0.9                  1091500200568 
 17.52      19.99       3.901      13.6      0.8                  1091500200569 
 17.52      19.99       4.147      11.2      0.7                  1091500200570 
 17.52      19.99       4.457       8.8      0.5                  1091500200571 
 17.52      19.99       4.754       7.4      0.5                  1091500200572 
 17.52      19.99       5.057       6.6      0.5                  1091500200573 
 17.52      19.99       5.360       6.3      0.6                  1091500200574 
 17.52      19.99       5.644       6.1      0.5                  1091500200575 
 17.52      19.99       5.936       5.7      0.5                  1091500200576 
 17.52      19.99       6.251       5.2      0.5                  1091500200577 
 17.52      19.99       6.551       4.5      0.5                  1091500200578 
 17.52      19.99       6.833       3.9      0.5                  1091500200579 
 17.52      19.99       7.227       3.6      0.5                  1091500200580 
 17.52      19.99       7.726       3.4      0.5                  1091500200581 
 17.52      19.99       8.252       2.9      0.5                  1091500200582 
 17.52      19.99       8.770       2.6      0.4                  1091500200583 
 17.52      19.99       9.242       2.2      0.4                  1091500200584 
 17.52      19.99       9.718       1.9      0.4                  1091500200585 
 17.52      19.99      10.233       1.9      0.4                  1091500200586 
 17.52      19.99      10.747       1.8      0.4                  1091500200587 
 17.52      19.99      11.259       1.3      0.4                  1091500200588 
 17.52      19.99      11.759       0.8      0.4                  1091500200589 
 17.52      19.99      12.403       0.9      0.4                  1091500200590 
 17.52      19.99      13.204       1.5      0.4                  1091500200591 
 17.52      19.99      14.027       1.4      0.4                  1091500200592 
 17.52      19.99      14.860       1.3      0.4                  1091500200593 
 17.52      19.99      15.624       1.7      0.3                  1091500200594 
 17.52      19.99      16.455       2.2      0.3                  1091500200595 
 17.52      19.99      17.437       1.9      0.2                  1091500200596 
 17.52      19.99      18.511       1.0      0.2                  1091500200597 
 17.52      19.99      19.582       0.3      0.1                  1091500200598 
 17.52      19.99      20.529       0.1      0.1                  1091500200599 
ENDDATA            588          0                                 1091500200600 
ENDSUBENT          599          0                                 1091500299999 
SUBENT        10915003   20030529                             00001091500300001 
BIB                  2          3                                 1091500300002 
REACTION   (22-TI-0(N,X)0-G-0,,DA/DE,,AV)                         1091500300003 
ERR-ANALYS (ERR-S) Statistical error is given. Normalization      1091500300004 
            error of 10% not included. Backgrounds <10%.          1091500300005 
ENDBIB               3          0                                 1091500300006 
NOCOMMON             0          0                                 1091500300007 
DATA                 5       1616                                 1091500300008 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1091500300009 
MEV        MEV        MEV        MB/SR/MEV  MB/SR/MEV             1091500300010 
  1.00       1.25      0.760        7.7       3.2                 1091500300011 
  1.00       1.25      0.800       15.0       1.2                 1091500300012 
  1.00       1.25      0.840       29.4       0.8                 1091500300013 
  1.00       1.25      0.880       51.0       0.7                 1091500300014 
  1.00       1.25      0.920       72.7       0.8                 1091500300015 
  1.00       1.25      0.960       84.0       0.8                 1091500300016 
  1.00       1.25      1.000       79.5       0.7                 1091500300017 
  1.00       1.25      1.040       63.0       0.6                 1091500300018 
  1.00       1.25      1.080       42.6       0.5                 1091500300019 
  1.00       1.25      1.125       23.0       0.3                 1091500300020 
  1.00       1.25      1.175        9.6       0.2                 1091500300021 
  1.00       1.25      1.225        3.4       0.1                 1091500300022 
  1.00       1.25      1.275        1.1       0.1                 1091500300023 
  1.00       1.25      1.325        0.3       0.1                 1091500300024 
  1.00       1.25      1.375        0.0       0.1                 1091500300025 
  1.00       1.25      1.425       -0.1       0.1                 1091500300026 
  1.00       1.25      1.475       -0.1       0.1                 1091500300027 
  1.00       1.25      1.525       -0.1       0.1                 1091500300028 
  1.00       1.25      1.575       -0.0       0.1                 1091500300029 
  1.00       1.25      1.640        0.0       0.1                 1091500300030 
  1.00       1.25      1.720        0.0       0.1                 1091500300031 
  1.00       1.25      1.800        0.0       0.1                 1091500300032 
  1.00       1.25      1.880        0.0       0.1                 1091500300033 
  1.00       1.25      1.960       -0.0       0.1                 1091500300034 
  1.00       1.25      2.040       -0.1       0.1                 1091500300035 
  1.00       1.25      2.120       -0.1       0.1                 1091500300036 
  1.00       1.25      2.200       -0.1       0.1                 1091500300037 
  1.00       1.25      2.280       -0.0       0.1                 1091500300038 
  1.00       1.25      2.360        0.1       0.1                 1091500300039 
  1.00       1.25      2.450        0.1       0.1                 1091500300040 
  1.00       1.25      2.550        0.1       0.1                 1091500300041 
  1.00       1.25      2.650        0.0       0.1                 1091500300042 
  1.00       1.25      2.750        0.0       0.1                 1091500300043 
  1.00       1.25      2.850        0.1       0.1                 1091500300044 
  1.00       1.25      2.950        0.1       0.1                 1091500300045 
  1.00       1.25      3.050        0.1       0.1                 1091500300046 
  1.00       1.25      3.150       -0.0       0.1                 1091500300047 
  1.00       1.25      3.250       -0.1       0.1                 1091500300048 
  1.00       1.25      3.350       -0.1       0.1                 1091500300049 
  1.00       1.25      3.450       -0.1       0.1                 1091500300050 
  1.00       1.25      3.550       -0.0       0.1                 1091500300051 
  1.00       1.25      3.665        0.1       0.1                 1091500300052 
  1.00       1.25      3.795        0.1       0.1                 1091500300053 
  1.00       1.25      3.925        0.2       0.1                 1091500300054 
  1.00       1.25      4.055        0.2       0.1                 1091500300055 
  1.00       1.25      4.185        0.1       0.1                 1091500300056 
  1.00       1.25      4.315       -0.0       0.1                 1091500300057 
  1.00       1.25      4.445       -0.1       0.1                 1091500300058 
  1.00       1.25      4.575       -0.1       0.1                 1091500300059 
  1.00       1.25      4.705       -0.0       0.1                 1091500300060 
  1.00       1.25      4.835        0.0       0.1                 1091500300061 
  1.00       1.25      4.985        0.1       0.1                 1091500300062 
  1.00       1.25      5.155        0.1       0.1                 1091500300063 
  1.00       1.25      5.325        0.1       0.1                 1091500300064 
  1.00       1.25      5.495        0.0       0.1                 1091500300065 
  1.00       1.25      5.665        0.0       0.1                 1091500300066 
  1.00       1.25      5.835       -0.0       0.1                 1091500300067 
  1.00       1.25      6.005       -0.0       0.1                 1091500300068 
  1.00       1.25      6.175       -0.0       0.1                 1091500300069 
  1.00       1.25      6.345       -0.0       0.1                 1091500300070 
  1.00       1.25      6.515        0.0       0.1                 1091500300071 
  1.00       1.25      6.700        0.0       0.1                 1091500300072 
  1.00       1.25      6.900        0.0       0.1                 1091500300073 
  1.00       1.25      7.100        0.1       0.1                 1091500300074 
  1.00       1.25      7.300        0.0       0.1                 1091500300075 
  1.00       1.25      7.500        0.0       0.1                 1091500300076 
  1.00       1.25      7.700        0.0       0.1                 1091500300077 
  1.00       1.25      7.900        0.0       0.1                 1091500300078 
  1.00       1.25      8.100        0.0       0.1                 1091500300079 
  1.00       1.25      8.300        0.0       0.1                 1091500300080 
  1.00       1.25      8.500        0.0       0.1                 1091500300081 
  1.00       1.25      8.725        0.0       0.1                 1091500300082 
  1.00       1.25      8.975        0.0       0.1                 1091500300083 
  1.00       1.25      9.225        0.0       0.1                 1091500300084 
  1.00       1.25      9.475        0.0       0.1                 1091500300085 
  1.00       1.25      9.725        0.0       0.1                 1091500300086 
  1.00       1.25      9.975        0.0       0.1                 1091500300087 
  1.25       1.50      0.760       15.5       5.3                 1091500300088 
  1.25       1.50      0.800       25.5       1.9                 1091500300089 
  1.25       1.50      0.840       52.8       1.1                 1091500300090 
  1.25       1.50      0.880       97.0       1.1                 1091500300091 
  1.25       1.50      0.920      142.4       1.2                 1091500300092 
  1.25       1.50      0.960      166.4       1.3                 1091500300093 
  1.25       1.50      1.000      158.4       1.2                 1091500300094 
  1.25       1.50      1.040      126.2       0.9                 1091500300095 
  1.25       1.50      1.080       86.6       0.7                 1091500300096 
  1.25       1.50      1.125       48.8       0.5                 1091500300097 
  1.25       1.50      1.175       22.4       0.3                 1091500300098 
  1.25       1.50      1.225        9.2       0.2                 1091500300099 
  1.25       1.50      1.275        3.7       0.1                 1091500300100 
  1.25       1.50      1.325        1.5       0.1                 1091500300101 
  1.25       1.50      1.375        0.7       0.1                 1091500300102 
  1.25       1.50      1.425        0.3       0.1                 1091500300103 
  1.25       1.50      1.475        0.2       0.1                 1091500300104 
  1.25       1.50      1.525        0.1       0.1                 1091500300105 
  1.25       1.50      1.575        0.1       0.1                 1091500300106 
  1.25       1.50      1.640        0.0       0.1                 1091500300107 
  1.25       1.50      1.720        0.0       0.1                 1091500300108 
  1.25       1.50      1.800       -0.0       0.1                 1091500300109 
  1.25       1.50      1.880       -0.1       0.1                 1091500300110 
  1.25       1.50      1.960       -0.1       0.1                 1091500300111 
  1.25       1.50      2.040       -0.0       0.1                 1091500300112 
  1.25       1.50      2.120       -0.0       0.1                 1091500300113 
  1.25       1.50      2.200       -0.0       0.1                 1091500300114 
  1.25       1.50      2.280       -0.1       0.1                 1091500300115 
  1.25       1.50      2.360       -0.1       0.1                 1091500300116 
  1.25       1.50      2.450       -0.1       0.1                 1091500300117 
  1.25       1.50      2.550       -0.1       0.1                 1091500300118 
  1.25       1.50      2.650       -0.0       0.1                 1091500300119 
  1.25       1.50      2.750        0.0       0.1                 1091500300120 
  1.25       1.50      2.850        0.0       0.1                 1091500300121 
  1.25       1.50      2.950        0.1       0.1                 1091500300122 
  1.25       1.50      3.050        0.1       0.1                 1091500300123 
  1.25       1.50      3.150        0.0       0.1                 1091500300124 
  1.25       1.50      3.250       -0.0       0.1                 1091500300125 
  1.25       1.50      3.350       -0.0       0.1                 1091500300126 
  1.25       1.50      3.450       -0.0       0.1                 1091500300127 
  1.25       1.50      3.550        0.0       0.1                 1091500300128 
  1.25       1.50      3.665        0.1       0.1                 1091500300129 
  1.25       1.50      3.795        0.1       0.1                 1091500300130 
  1.25       1.50      3.925        0.1       0.1                 1091500300131 
  1.25       1.50      4.055        0.1       0.1                 1091500300132 
  1.25       1.50      4.185        0.0       0.1                 1091500300133 
  1.25       1.50      4.315        0.0       0.1                 1091500300134 
  1.25       1.50      4.445       -0.0       0.1                 1091500300135 
  1.25       1.50      4.575        0.0       0.1                 1091500300136 
  1.25       1.50      4.705        0.0       0.1                 1091500300137 
  1.25       1.50      4.835        0.1       0.1                 1091500300138 
  1.25       1.50      4.985        0.1       0.1                 1091500300139 
  1.25       1.50      5.155        0.1       0.1                 1091500300140 
  1.25       1.50      5.325        0.1       0.1                 1091500300141 
  1.25       1.50      5.495        0.1       0.1                 1091500300142 
  1.25       1.50      5.665        0.0       0.1                 1091500300143 
  1.25       1.50      5.835        0.0       0.1                 1091500300144 
  1.25       1.50      6.005       -0.0       0.1                 1091500300145 
  1.25       1.50      6.175       -0.0       0.1                 1091500300146 
  1.25       1.50      6.345       -0.0       0.1                 1091500300147 
  1.25       1.50      6.515        0.0       0.1                 1091500300148 
  1.25       1.50      6.700        0.0       0.1                 1091500300149 
  1.25       1.50      6.900        0.0       0.1                 1091500300150 
  1.25       1.50      7.100        0.1       0.1                 1091500300151 
  1.25       1.50      7.300        0.1       0.1                 1091500300152 
  1.25       1.50      7.500        0.0       0.1                 1091500300153 
  1.25       1.50      7.700        0.0       0.1                 1091500300154 
  1.25       1.50      7.900        0.0       0.1                 1091500300155 
  1.25       1.50      8.100        0.0       0.1                 1091500300156 
  1.25       1.50      8.300        0.0       0.1                 1091500300157 
  1.25       1.50      8.500        0.0       0.1                 1091500300158 
  1.25       1.50      8.725        0.0       0.1                 1091500300159 
  1.25       1.50      8.975        0.0       0.1                 1091500300160 
  1.25       1.50      9.225        0.0       0.1                 1091500300161 
  1.25       1.50      9.475        0.0       0.1                 1091500300162 
  1.25       1.50      9.725        0.0       0.1                 1091500300163 
  1.25       1.50      9.975        0.0       0.1                 1091500300164 
  1.50       1.75      0.760       20.9       6.2                 1091500300165 
  1.50       1.75      0.800       33.4       2.2                 1091500300166 
  1.50       1.75      0.840       63.7       1.2                 1091500300167 
  1.50       1.75      0.880      113.1       1.2                 1091500300168 
  1.50       1.75      0.920      164.2       1.4                 1091500300169 
  1.50       1.75      0.960      190.4       1.4                 1091500300170 
  1.50       1.75      1.000      179.5       1.3                 1091500300171 
  1.50       1.75      1.040      141.7       1.1                 1091500300172 
  1.50       1.75      1.080       96.7       0.8                 1091500300173 
  1.50       1.75      1.125       54.9       0.6                 1091500300174 
  1.50       1.75      1.175       26.2       0.4                 1091500300175 
  1.50       1.75      1.225       12.2       0.3                 1091500300176 
  1.50       1.75      1.275        6.5       0.2                 1091500300177 
  1.50       1.75      1.325        4.4       0.2                 1091500300178 
  1.50       1.75      1.375        3.8       0.2                 1091500300179 
  1.50       1.75      1.425        3.9       0.2                 1091500300180 
  1.50       1.75      1.475        4.4       0.2                 1091500300181 
  1.50       1.75      1.525        4.9       0.2                 1091500300182 
  1.50       1.75      1.575        4.8       0.2                 1091500300183 
  1.50       1.75      1.640        3.7       0.1                 1091500300184 
  1.50       1.75      1.720        2.0       0.1                 1091500300185 
  1.50       1.75      1.800        0.8       0.1                 1091500300186 
  1.50       1.75      1.880        0.3       0.1                 1091500300187 
  1.50       1.75      1.960        0.1       0.1                 1091500300188 
  1.50       1.75      2.040        0.0       0.1                 1091500300189 
  1.50       1.75      2.120        0.0       0.1                 1091500300190 
  1.50       1.75      2.200       -0.0       0.1                 1091500300191 
  1.50       1.75      2.280        0.0       0.1                 1091500300192 
  1.50       1.75      2.360        0.0       0.1                 1091500300193 
  1.50       1.75      2.450        0.0       0.1                 1091500300194 
  1.50       1.75      2.550       -0.0       0.1                 1091500300195 
  1.50       1.75      2.650       -0.0       0.1                 1091500300196 
  1.50       1.75      2.750       -0.0       0.1                 1091500300197 
  1.50       1.75      2.850        0.0       0.1                 1091500300198 
  1.50       1.75      2.950        0.0       0.1                 1091500300199 
  1.50       1.75      3.050        0.1       0.1                 1091500300200 
  1.50       1.75      3.150        0.1       0.1                 1091500300201 
  1.50       1.75      3.250        0.1       0.1                 1091500300202 
  1.50       1.75      3.350        0.1       0.1                 1091500300203 
  1.50       1.75      3.450        0.1       0.1                 1091500300204 
  1.50       1.75      3.550        0.0       0.1                 1091500300205 
  1.50       1.75      3.665       -0.0       0.1                 1091500300206 
  1.50       1.75      3.795       -0.0       0.1                 1091500300207 
  1.50       1.75      3.925        0.0       0.1                 1091500300208 
  1.50       1.75      4.055        0.0       0.1                 1091500300209 
  1.50       1.75      4.185        0.0       0.1                 1091500300210 
  1.50       1.75      4.315        0.0       0.1                 1091500300211 
  1.50       1.75      4.445        0.0       0.1                 1091500300212 
  1.50       1.75      4.575        0.0       0.1                 1091500300213 
  1.50       1.75      4.705        0.0       0.1                 1091500300214 
  1.50       1.75      4.835        0.0       0.1                 1091500300215 
  1.50       1.75      4.985        0.0       0.1                 1091500300216 
  1.50       1.75      5.155        0.0       0.1                 1091500300217 
  1.50       1.75      5.325       -0.0       0.1                 1091500300218 
  1.50       1.75      5.495       -0.0       0.1                 1091500300219 
  1.50       1.75      5.665        0.0       0.1                 1091500300220 
  1.50       1.75      5.835        0.1       0.1                 1091500300221 
  1.50       1.75      6.005        0.1       0.1                 1091500300222 
  1.50       1.75      6.175        0.1       0.1                 1091500300223 
  1.50       1.75      6.345        0.1       0.1                 1091500300224 
  1.50       1.75      6.515        0.1       0.1                 1091500300225 
  1.50       1.75      6.700        0.1       0.1                 1091500300226 
  1.50       1.75      6.900        0.1       0.1                 1091500300227 
  1.50       1.75      7.100        0.1       0.1                 1091500300228 
  1.50       1.75      7.300        0.0       0.1                 1091500300229 
  1.50       1.75      7.500        0.0       0.1                 1091500300230 
  1.50       1.75      7.700        0.0       0.1                 1091500300231 
  1.50       1.75      7.900        0.0       0.1                 1091500300232 
  1.50       1.75      8.100        0.0       0.1                 1091500300233 
  1.50       1.75      8.300        0.0       0.1                 1091500300234 
  1.50       1.75      8.500        0.0       0.1                 1091500300235 
  1.50       1.75      8.725        0.0       0.1                 1091500300236 
  1.50       1.75      8.975        0.0       0.1                 1091500300237 
  1.50       1.75      9.225        0.0       0.1                 1091500300238 
  1.50       1.75      9.475        0.0       0.1                 1091500300239 
  1.50       1.75      9.725        0.0       0.1                 1091500300240 
  1.50       1.75      9.975        0.0       0.1                 1091500300241 
  1.75       1.99      0.760       24.4       7.8                 1091500300242 
  1.75       1.99      0.800       41.0       2.7                 1091500300243 
  1.75       1.99      0.840       80.6       1.5                 1091500300244 
  1.75       1.99      0.880      142.0       1.5                 1091500300245 
  1.75       1.99      0.920      204.5       1.7                 1091500300246 
  1.75       1.99      0.960      236.8       1.7                 1091500300247 
  1.75       1.99      1.000      224.0       1.6                 1091500300248 
  1.75       1.99      1.040      178.1       1.3                 1091500300249 
  1.75       1.99      1.080      122.4       1.0                 1091500300250 
  1.75       1.99      1.125       70.0       0.7                 1091500300251 
  1.75       1.99      1.175       33.3       0.5                 1091500300252 
  1.75       1.99      1.225       15.2       0.4                 1091500300253 
  1.75       1.99      1.275        8.2       0.4                 1091500300254 
  1.75       1.99      1.325        6.2       0.3                 1091500300255 
  1.75       1.99      1.375        6.5       0.3                 1091500300256 
  1.75       1.99      1.425        8.0       0.3                 1091500300257 
  1.75       1.99      1.475       10.0       0.3                 1091500300258 
  1.75       1.99      1.525       11.5       0.3                 1091500300259 
  1.75       1.99      1.575       11.5       0.3                 1091500300260 
  1.75       1.99      1.640        9.5       0.3                 1091500300261 
  1.75       1.99      1.720        5.9       0.2                 1091500300262 
  1.75       1.99      1.800        3.2       0.1                 1091500300263 
  1.75       1.99      1.880        1.6       0.1                 1091500300264 
  1.75       1.99      1.960        0.7       0.1                 1091500300265 
  1.75       1.99      2.040        0.2       0.1                 1091500300266 
  1.75       1.99      2.120       -0.0       0.1                 1091500300267 
  1.75       1.99      2.200       -0.1       0.1                 1091500300268 
  1.75       1.99      2.280       -0.0       0.1                 1091500300269 
  1.75       1.99      2.360       -0.0       0.1                 1091500300270 
  1.75       1.99      2.450        0.0       0.1                 1091500300271 
  1.75       1.99      2.550        0.0       0.1                 1091500300272 
  1.75       1.99      2.650       -0.0       0.1                 1091500300273 
  1.75       1.99      2.750        0.0       0.1                 1091500300274 
  1.75       1.99      2.850        0.0       0.1                 1091500300275 
  1.75       1.99      2.950        0.1       0.1                 1091500300276 
  1.75       1.99      3.050        0.1       0.1                 1091500300277 
  1.75       1.99      3.150        0.1       0.1                 1091500300278 
  1.75       1.99      3.250        0.0       0.1                 1091500300279 
  1.75       1.99      3.350        0.0       0.1                 1091500300280 
  1.75       1.99      3.450       -0.0       0.1                 1091500300281 
  1.75       1.99      3.550       -0.0       0.1                 1091500300282 
  1.75       1.99      3.665        0.0       0.1                 1091500300283 
  1.75       1.99      3.795        0.0       0.1                 1091500300284 
  1.75       1.99      3.925        0.0       0.1                 1091500300285 
  1.75       1.99      4.055        0.0       0.1                 1091500300286 
  1.75       1.99      4.185        0.0       0.1                 1091500300287 
  1.75       1.99      4.315       -0.0       0.1                 1091500300288 
  1.75       1.99      4.445       -0.0       0.1                 1091500300289 
  1.75       1.99      4.575        0.0       0.1                 1091500300290 
  1.75       1.99      4.705        0.0       0.1                 1091500300291 
  1.75       1.99      4.835        0.1       0.1                 1091500300292 
  1.75       1.99      4.985        0.1       0.1                 1091500300293 
  1.75       1.99      5.155        0.1       0.1                 1091500300294 
  1.75       1.99      5.325        0.0       0.1                 1091500300295 
  1.75       1.99      5.495        0.0       0.1                 1091500300296 
  1.75       1.99      5.665        0.0       0.1                 1091500300297 
  1.75       1.99      5.835        0.0       0.1                 1091500300298 
  1.75       1.99      6.005        0.0       0.1                 1091500300299 
  1.75       1.99      6.175        0.1       0.1                 1091500300300 
  1.75       1.99      6.345        0.1       0.1                 1091500300301 
  1.75       1.99      6.515        0.0       0.1                 1091500300302 
  1.75       1.99      6.700        0.0       0.1                 1091500300303 
  1.75       1.99      6.900        0.0       0.1                 1091500300304 
  1.75       1.99      7.100        0.0       0.1                 1091500300305 
  1.75       1.99      7.300        0.0       0.1                 1091500300306 
  1.75       1.99      7.500        0.0       0.1                 1091500300307 
  1.75       1.99      7.700        0.0       0.1                 1091500300308 
  1.75       1.99      7.900        0.0       0.1                 1091500300309 
  1.75       1.99      8.100        0.0       0.1                 1091500300310 
  1.75       1.99      8.300        0.0       0.1                 1091500300311 
  1.75       1.99      8.500        0.0       0.1                 1091500300312 
  1.75       1.99      8.725        0.0       0.1                 1091500300313 
  1.75       1.99      8.975        0.0       0.1                 1091500300314 
  1.75       1.99      9.225        0.0       0.1                 1091500300315 
  1.75       1.99      9.475        0.0       0.1                 1091500300316 
  1.75       1.99      9.725        0.0       0.1                 1091500300317 
  1.75       1.99      9.975        0.0       0.1                 1091500300318 
  1.99       2.24      0.760       19.6       8.2                 1091500300319 
  1.99       2.24      0.800       39.2       2.9                 1091500300320 
  1.99       2.24      0.840       82.1       1.6                 1091500300321 
  1.99       2.24      0.880      148.2       1.6                 1091500300322 
  1.99       2.24      0.920      213.4       1.8                 1091500300323 
  1.99       2.24      0.960      245.2       1.9                 1091500300324 
  1.99       2.24      1.000      230.0       1.7                 1091500300325 
  1.99       2.24      1.040      181.4       1.4                 1091500300326 
  1.99       2.24      1.080      123.9       1.1                 1091500300327 
  1.99       2.24      1.125       70.8       0.8                 1091500300328 
  1.99       2.24      1.175       34.6       0.6                 1091500300329 
  1.99       2.24      1.225       17.0       0.5                 1091500300330 
  1.99       2.24      1.275        9.5       0.5                 1091500300331 
  1.99       2.24      1.325        7.6       0.5                 1091500300332 
  1.99       2.24      1.375        9.2       0.5                 1091500300333 
  1.99       2.24      1.425       13.0       0.5                 1091500300334 
  1.99       2.24      1.475       17.1       0.5                 1091500300335 
  1.99       2.24      1.525       19.5       0.5                 1091500300336 
  1.99       2.24      1.575       19.3       0.4                 1091500300337 
  1.99       2.24      1.640       16.0       0.4                 1091500300338 
  1.99       2.24      1.720       10.4       0.3                 1091500300339 
  1.99       2.24      1.800        5.9       0.2                 1091500300340 
  1.99       2.24      1.880        2.9       0.1                 1091500300341 
  1.99       2.24      1.960        1.3       0.1                 1091500300342 
  1.99       2.24      2.040        0.4       0.1                 1091500300343 
  1.99       2.24      2.120        0.1       0.1                 1091500300344 
  1.99       2.24      2.200       -0.1       0.1                 1091500300345 
  1.99       2.24      2.280       -0.1       0.1                 1091500300346 
  1.99       2.24      2.360       -0.1       0.1                 1091500300347 
  1.99       2.24      2.450       -0.0       0.1                 1091500300348 
  1.99       2.24      2.550       -0.0       0.1                 1091500300349 
  1.99       2.24      2.650        0.0       0.1                 1091500300350 
  1.99       2.24      2.750        0.0       0.1                 1091500300351 
  1.99       2.24      2.850        0.1       0.1                 1091500300352 
  1.99       2.24      2.950        0.1       0.1                 1091500300353 
  1.99       2.24      3.050        0.1       0.1                 1091500300354 
  1.99       2.24      3.150        0.1       0.1                 1091500300355 
  1.99       2.24      3.250        0.1       0.1                 1091500300356 
  1.99       2.24      3.350        0.0       0.1                 1091500300357 
  1.99       2.24      3.450        0.0       0.1                 1091500300358 
  1.99       2.24      3.550        0.0       0.1                 1091500300359 
  1.99       2.24      3.665        0.1       0.1                 1091500300360 
  1.99       2.24      3.795        0.1       0.1                 1091500300361 
  1.99       2.24      3.925        0.1       0.1                 1091500300362 
  1.99       2.24      4.055        0.1       0.1                 1091500300363 
  1.99       2.24      4.185        0.1       0.1                 1091500300364 
  1.99       2.24      4.315        0.0       0.1                 1091500300365 
  1.99       2.24      4.445       -0.0       0.1                 1091500300366 
  1.99       2.24      4.575       -0.0       0.1                 1091500300367 
  1.99       2.24      4.705       -0.0       0.1                 1091500300368 
  1.99       2.24      4.835       -0.0       0.1                 1091500300369 
  1.99       2.24      4.985       -0.0       0.1                 1091500300370 
  1.99       2.24      5.155        0.0       0.1                 1091500300371 
  1.99       2.24      5.325        0.0       0.1                 1091500300372 
  1.99       2.24      5.495        0.0       0.1                 1091500300373 
  1.99       2.24      5.665        0.0       0.1                 1091500300374 
  1.99       2.24      5.835        0.0       0.1                 1091500300375 
  1.99       2.24      6.005        0.0       0.1                 1091500300376 
  1.99       2.24      6.175        0.0       0.1                 1091500300377 
  1.99       2.24      6.345        0.0       0.1                 1091500300378 
  1.99       2.24      6.515        0.0       0.1                 1091500300379 
  1.99       2.24      6.700        0.0       0.1                 1091500300380 
  1.99       2.24      6.900        0.0       0.1                 1091500300381 
  1.99       2.24      7.100        0.0       0.1                 1091500300382 
  1.99       2.24      7.300        0.1       0.1                 1091500300383 
  1.99       2.24      7.500        0.1       0.1                 1091500300384 
  1.99       2.24      7.700        0.0       0.1                 1091500300385 
  1.99       2.24      7.900        0.0       0.1                 1091500300386 
  1.99       2.24      8.100        0.0       0.1                 1091500300387 
  1.99       2.24      8.300        0.0       0.1                 1091500300388 
  1.99       2.24      8.500        0.0       0.1                 1091500300389 
  1.99       2.24      8.725        0.0       0.1                 1091500300390 
  1.99       2.24      8.975        0.0       0.1                 1091500300391 
  1.99       2.24      9.225        0.0       0.1                 1091500300392 
