ENTRY            11256   19800820                             00001125600000001 
SUBENT        11256001   19800820                             00001125600100001 
BIB                  6          7                                 1125600100002 
INSTITUTE  (1USAWIS)                                              1125600100003 
REFERENCE  (J,PR,123,209,6108)                                    1125600100004 
AUTHOR     (D.B.FOSSAN,R.L.WALTER,W.E.WILSON,H.H.BARSCHALL)       1125600100005 
TITLE      NEUTRON TOTAL CROSS SECTIONS OF BE,B10,B,C., AND O.    1125600100006 
STATUS     (SCSRS)                                                1125600100007 
HISTORY    (760629T) TRANSLATED FROM SCISRS                       1125600100008 
           (800820A) CONVERTED TO REACTION FORMALISM              1125600100009 
ENDBIB               7          0                                 1125600100010 
NOCOMMON             0          0                                 1125600100011 
ENDSUBENT           10          0                                 1125600199999 
SUBENT        11256002   19800820                             00001125600200001 
BIB                  2          4                                 1125600200002 
REACTION   (4-BE-9(N,TOT),,SIG)                                   1125600200003 
CORRECTION CORRECTED FOR INSCATTERING (LESS THAN 3 PERCENT).      1125600200004 
           INCIDENT ENERGY CORRECTED AS PER DAVIS AND NODA,       1125600200005 
            PRIVATE COMMUNICATION(JAN,1968)                       1125600200006 
ENDBIB               4          0                                 1125600200007 
COMMON               1          3                                 1125600200008 
DATA-ERR                                                          1125600200009 
PER-CENT                                                          1125600200010 
 3.0                                                              1125600200011 
ENDCOMMON            3          0                                 1125600200012 
DATA                 3        170                                 1125600200013 
EN         EN-RSL     DATA                                        1125600200014 
MEV        MEV        B                                           1125600200015 
 3.381  +00 2.     -03 2.39   +00                                 1125600200016 
 3.451  +00 2.     -03 2.28   +00                                 1125600200017 
 3.522  +00 2.     -03 2.24   +00                                 1125600200018 
 3.592  +00 2.     -03 2.18   +00                                 1125600200019 
 3.673  +00 2.     -03 2.15   +00                                 1125600200020 
 3.743  +00 2.     -03 2.04   +00                                 1125600200021 
 3.793  +00 2.     -03 2.08   +00                                 1125600200022 
 3.844  +00 2.     -03 1.98   +00                                 1125600200023 
 3.904  +00 2.     -03 2.02   +00                                 1125600200024 
 3.954  +00 2.     -03 1.99   +00                                 1125600200025 
 4.014  +00 2.     -03 1.95   +00                                 1125600200026 
 4.045  +00 2.     -03 1.91   +00                                 1125600200027 
 4.095  +00 2.     -03 1.86   +00                                 1125600200028 
 4.135  +00 2.     -03 1.85   +00                                 1125600200029 
 4.195  +00 2.     -03 1.84   +00                                 1125600200030 
 4.226  +00 2.     -03 1.80   +00                                 1125600200031 
 4.256  +00 2.     -03 1.91   +00                                 1125600200032 
 4.286  +00 2.     -03 1.98   +00                                 1125600200033 
 4.326  +00 2.     -03 1.98   +00                                 1125600200034 
 4.376  +00 2.     -03 1.93   +00                                 1125600200035 
 4.427  +00 2.     -03 1.90   +00                                 1125600200036 
 4.487  +00 2.     -03 1.92   +00                                 1125600200037 
 4.547  +00 2.     -03 1.92   +00                                 1125600200038 
 4.608  +00 2.     -03 1.92   +00                                 1125600200039 
