ENTRY            12838   19851119                             00001283800000001 
SUBENT        12838001   19851119                             00001283800100001 
BIB                 13         32                                 1283800100002 
INSTITUTE  (1USADAV,1USALAS)                                      1283800100003 
REFERENCE  (J,PR/C,28,521,8308)                                   1283800100004 
AUTHOR     (T.S.SUBRAMANIAN,J.L.ROMERO,F.P.BRADY,J.W.WATSON,      1283800100005 
           D.H.FITZGERALD,R.GARRETT,G.A.NEEDHAM,J.L.ULLMAN,       1283800100006 
           C.I.ZANELLI,D.J.BRENNER,R.A.PRAEL)                     1283800100007 
TITLE      DOUBLE DIFFERENTIAL INCLUSIVE HYDROGEN AND HELIUM      1283800100008 
            SPECTRA FROM NEUTRON-INDUCED REACTIONS ON CARBON      1283800100009 
            27.4, 39.7, AND 60.7 MEV                              1283800100010 
INC-SOURCE (P-LI7)                                                1283800100011 
SAMPLE     SHEETS OF C-H                                          1283800100012 
DETECTOR   (TELES,SOLST,NAICR) 2 SI(SB) DELTA-E DETECTORS         1283800100013 
            COUPLED WITH NAI DETECTOR FOR OUTGOING PARTICLES      1283800100014 
           (TELES,SCIN) CHARGED-PARTICLE VETO DETECTOR COUPLED    1283800100015 
            WITH 2 PLASTIC SCINTILLATORS WITH A CH2 CONVERTER     1283800100016 
            FOR NEUTRON BEAM MONITOR                              1283800100017 
METHOD     TIME-OF-FLIGHT USED TO ELIMINATE NEUTRON BEAM TAIL.    1283800100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1283800100019 
CORRECTION CORRECTED FOR BACKGROUND, ENERGY AND PARTICLE          1283800100020 
            LOSS IN SAMPLE, AND DEAD GAP IN NAI DETECTOR          1283800100021 
ERR-ANALYS (ERR-S) QUOTED ERRORS ARE STAISTICAL                   1283800100022 
           SYSTEMATIC ERRORS INCLUDE                              1283800100023 
            - NORMALIZATION TO H PEAK (2 PERCENT)                 1283800100024 
            - BACKGROUND SUBTRACTION (APPROX. 8 PERCENT)          1283800100025 
            - HE3 CONTAMINATION IN ALPHA SPECTRUM                 1283800100026 
               FOR 27.4 MEV, NEGLIGIBLE                           1283800100027 
               FOR 39.7 MEV, APPROX. 3 PERCENT                    1283800100028 
               FOR 60.7 MEV, APPORX. 5 PERCENT                    1283800100029 
            - OVERALL NORMALIZATION UNCERTAINTY 5 PERCENT         1283800100030 
            - HYDROGEN SURFACE DENSITY (APPROX. 4 PERCENT)        1283800100031 
STATUS     DATA TAKEN FROM PRIVATE COMM., ROMERO, 85/9            1283800100032 
           (APRVD) J.L.ROMERO, 11/5/85.                           1283800100033 
HISTORY    (850812C)                                              1283800100034 
ENDBIB              32          0                                 1283800100035 
NOCOMMON             0          0                                 1283800100036 
ENDSUBENT           35          0                                 1283800199999 
SUBENT        12838002   19851119                             00001283800200001 
BIB                  2          4                                 1283800200002 
REACTION   (6-C-12(N,X)1-H-1,,DA/DE)                              1283800200003 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1283800200004 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1283800200005 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1283800200006 
ENDBIB               4          0                                 1283800200007 
NOCOMMON             0          0                                 1283800200008 
DATA                 5        223                                 1283800200009 
EN         ANG        E          DATA       ERR-S                 1283800200010 
    60.7          45.0       27.2       0.02       0.02           1283800500120 
    60.7          45.0       29.2       0.03       0.01           1283800500121 
    60.7          45.0       31.2       0.04       0.02           1283800500122 
    60.7          45.0       33.2       0.01       0.01           1283800500123 
    60.7          45.0       35.2       0.02       0.01           1283800500124 
    60.7          65.0        8.4       0.09       0.02           1283800500125 
    60.7          65.0       10.4       0.04       0.01           1283800500126 
    60.7          65.0       12.4       0.03       0.01           1283800500127 
    60.7          65.0       14.4       0.04       0.01           1283800500128 
    60.7          65.0       16.4       0.03       0.01           1283800500129 
    60.7          65.0       18.4       0.03       0.01           1283800500130 
    60.7          65.0       20.4       0.03       0.03           1283800500131 
    60.7          65.0       22.4       0.02       0.01           1283800500132 
    60.7          65.0       24.4       0.01       0.01           1283800500133 
    60.7          65.0       26.4       0.01       0.01           1283800500134 
    60.7          65.0       28.4       0.00       0.02           1283800500135 
    60.7          65.0       30.4       0.01       0.01           1283800500136 
    60.7          65.0       32.4      -0.01       0.02           1283800500137 
ENDDATA            128          0                                 1283800500138 
ENDSUBENT          137          0                                 1283800599999 
SUBENT        12838006   19851119                             00001283800600001 
BIB                  2          4                                 1283800600002 
REACTION   (6-C-12(N,X)2-HE-4,,DA/DE)                             1283800600003 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1283800600004 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1283800600005 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1283800600006 
ENDBIB               4          0                                 1283800600007 
NOCOMMON             0          0                                 1283800600008 
DATA                 5        346                                 1283800600009 
EN         ANG        E          DATA       ERR-S                 1283800600010 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1283800600011 
    27.4          15.0        4.3      11.27       0.61           1283800600012 
    27.4          15.0        6.2       9.51       0.64           1283800600013 
    27.4          15.0        8.2       6.98       0.37           1283800600014 
    27.4          15.0       10.2       4.66       0.31           1283800600015 
    27.4          15.0       12.3       4.47       0.27           1283800600016 
    27.4          15.0       14.3       3.04       0.23           1283800600017 
    27.4          15.0       16.3       1.58       0.16           1283800600018 
    27.4          15.0       18.2       1.01       0.13           1283800600019 
    27.4          15.0       20.3       1.24       0.14           1283800600020 
    27.4          15.0       22.3       0.11       0.05           1283800600021 
    27.4          20.0        4.3       9.29       0.56           1283800600022 
    27.4          20.0        6.2       7.93       0.60           1283800600023 
    27.4          20.0        8.2       6.44       0.38           1283800600024 
    27.4          20.0       10.2       5.06       0.33           1283800600025 
    27.4          20.0       12.3       4.13       0.26           1283800600026 
    27.4          20.0       14.3       2.33       0.19           1283800600027 
    27.4          20.0       16.3       1.17       0.13           1283800600028 
    27.4          20.0       18.2       0.76       0.11           1283800600029 
    27.4          20.0       20.3       1.47       0.15           1283800600030 
    27.4          20.0       22.3       0.14       0.05           1283800600031 
    27.4          35.0        3.9       8.99       0.53           1283800600032 
    27.4          35.0        5.9       7.28       0.45           1283800600033 
    27.4          35.0        7.9       4.66       0.30           1283800600034 
    27.4          35.0        9.9       3.48       0.24           1283800600035 
    27.4          35.0       11.9       2.88       0.21           1283800600036 
    27.4          35.0       13.9       1.55       0.16           1283800600037 
    27.4          35.0       15.9       0.68       0.10           1283800600038 
    27.4          35.0       17.9       0.98       0.13           1283800600039 
    27.4          35.0       19.9       0.21       0.06           1283800600040 
    27.4          40.0        3.9       8.62       0.59           1283800600041 
    27.4          40.0        5.9       5.57       0.42           1283800600042 
    27.4          40.0        7.9       3.85       0.32           1283800600043 
    27.4          40.0        9.9       2.69       0.22           1283800600044 
    27.4          40.0       11.9       2.18       0.19           1283800600045 
    27.4          40.0       13.9       1.03       0.13           1283800600046 
    27.4          40.0       15.9       0.58       0.10           1283800600047 
    27.4          40.0       17.9       0.74       0.11           1283800600048 
    27.4          40.0       19.9       0.14       0.05           1283800600049 
    27.4          45.0        4.3       6.14       0.50           1283800600050 
    27.4          45.0        6.2       5.28       0.49           1283800600051 
    27.4          45.0        8.2       3.88       0.29           1283800600052 
    27.4          45.0       10.2       2.71       0.23           1283800600053 
    27.4          45.0       12.3       1.97       0.18           1283800600054 
    27.4          45.0       14.3       1.05       0.13           1283800600055 
    27.4          45.0       16.3       0.63       0.10           1283800600056 
    27.4          45.0       18.2       0.43       0.08           1283800600057 
    27.4          45.0       20.3       0.03       0.02           1283800600058 
    27.4          65.0        3.9       4.36       0.51           1283800600059 
    27.4          65.0        5.9       3.20       0.33           1283800600060 
    27.4          65.0        7.9       2.21       0.23           1283800600061 
    27.4          65.0        9.9       1.32       0.15           1283800600062 
    27.4          65.0       11.9       0.42       0.08           1283800600063 
    27.4          65.0       13.9       0.38       0.08           1283800600064 
    27.4          65.0       15.9       0.28       0.07           1283800600065 
    27.4          65.0       17.9       0.02       0.02           1283800600066 
    27.4          90.0        4.0       1.80       0.37           1283800600067 
    27.4          90.0        6.0       1.85       0.24           1283800600068 
    27.4          90.0        8.0       0.88       0.23           1283800600069 
    27.4          90.0       10.0       0.94       0.17           1283800600070 
    27.4          90.0       12.0       0.83       0.12           1283800600071 
    27.4          90.0       14.0       0.56       0.11           1283800600072 
    27.4          90.0       16.0       0.18       0.09           1283800600073 
    27.4          90.0       18.0       0.03       0.04           1283800600074 
    27.4         130.0        4.0       2.25       0.35           1283800600075 
    27.4         130.0        6.0       0.96       0.29           1283800600076 
    27.4         130.0        8.0       0.67       0.22           1283800600077 
    27.4         130.0       10.0       0.20       0.21           1283800600078 
    27.4         130.0       12.0       0.20       0.14           1283800600079 
    27.4         130.0       14.0       0.08       0.05           1283800600080 
    27.4         150.0        4.0       1.39       0.39           1283800600081 
    27.4         150.0        6.0       0.35       0.32           1283800600082 
    27.4         150.0        8.0       0.66       0.22           1283800600083 
    27.4         150.0       10.0       0.24       0.22           1283800600084 
    27.4         150.0       12.0       0.37       0.09           1283800600085 
    27.4         150.0       14.0       0.06       0.05           1283800600086 
    39.7          15.0        3.9       7.43       0.53           1283800600087 
    39.7          15.0        5.9       6.95       0.44           1283800600088 
    39.7          15.0        7.9       4.76       0.33           1283800600089 
    39.7          15.0        9.9       3.14       0.23           1283800600090 
    39.7          15.0       11.9       2.06       0.19           1283800600091 
    39.7          15.0       13.9       1.44       0.15           1283800600092 
    39.7          15.0       15.9       1.18       0.13           1283800600093 
    39.7          15.0       17.9       0.83       0.11           1283800600094 
    39.7          15.0       19.9       1.10       0.13           1283800600095 
    39.7          15.0       21.9       0.80       0.10           1283800600096 
    39.7          15.0       23.9       0.90       0.12           1283800600097 
    39.7          15.0       25.9       0.43       0.08           1283800600098 
    39.7          15.0       27.9       0.44       0.09           1283800600099 
    39.7          15.0       29.9       0.94       0.11           1283800600100 
    39.7          15.0       31.9       0.24       0.07           1283800600101 
    39.7          20.0        4.2       7.16       0.34           1283800600102 
    39.7          20.0        6.2       5.48       0.30           1283800600103 
    39.7          20.0        8.2       4.46       0.22           1283800600104 
    39.7          20.0       10.2       2.49       0.16           1283800600105 
    39.7          20.0       12.2       1.82       0.12           1283800600106 
    39.7          20.0       14.2       1.35       0.10           1283800600107 
    39.7          20.0       16.2       1.01       0.09           1283800600108 
    39.7          20.0       18.2       0.98       0.08           1283800600109 
    39.7          20.0       20.2       0.80       0.08           1283800600110 
    39.7          20.0       22.2       0.69       0.07           1283800600111 
    39.7          20.0       24.2       0.70       0.07           1283800600112 
    39.7          20.0       26.2       0.40       0.06           1283800600113 
    39.7          20.0       28.2       0.34       0.05           1283800600114 
    39.7          20.0       30.2       0.78       0.08           1283800600115 
    39.7          20.0       32.2       0.28       0.05           1283800600116 
    39.7          35.0        3.5       7.34       0.51           1283800600117 
    39.7          35.0        5.5       3.85       0.34           1283800600118 
    39.7          35.0        7.5       3.86       0.29           1283800600119 
    39.7          35.0        9.5       1.73       0.16           1283800600120 
    39.7          35.0       11.5       1.17       0.13           1283800600121 
    39.7          35.0       13.5       1.04       0.13           1283800600122 
    39.7          35.0       15.5       0.74       0.11           1283800600123 
    39.7          35.0       17.5       0.47       0.08           1283800600124 
    39.7          35.0       19.5       0.40       0.09           1283800600125 
    39.7          35.0       21.5       0.51       0.08           1283800600126 
    39.7          35.0       23.5       0.31       0.07           1283800600127 
    39.7          35.0       25.5       0.24       0.06           1283800600128 
    39.7          35.0       27.5       0.07       0.05           1283800600129 
    39.7          40.0        3.9       6.73       0.28           1283800600130 
    39.7          40.0        5.9       4.48       0.22           1283800600131 
    39.7          40.0        7.9       2.92       0.16           1283800600132 
    39.7          40.0        9.9       1.58       0.11           1283800600133 
    39.7          40.0       11.9       1.13       0.09           1283800600134 
    39.7          40.0       13.9       0.82       0.08           1283800600135 
    39.7          40.0       15.9       0.79       0.08           1283800600136 
    39.7          40.0       17.9       0.60       0.07           1283800600137 
    39.7          40.0       19.9       0.42       0.05           1283800600138 
    39.7          40.0       21.9       0.34       0.05           1283800600139 
    39.7          40.0       23.9       0.14       0.03           1283800600140 
    39.7          40.0       25.9       0.21       0.04           1283800600141 
    39.7          40.0       27.9       0.04       0.02           1283800600142 
    39.7          45.0        4.2       5.15       0.41           1283800600143 
    39.7          45.0        6.2       3.48       0.36           1283800600144 
    39.7          45.0        8.2       2.39       0.22           1283800600145 
    39.7          45.0       10.2       1.30       0.18           1283800600146 
    39.7          45.0       12.2       1.00       0.14           1283800600147 
    39.7          45.0       14.2       0.74       0.12           1283800600148 
    39.7          45.0       16.2       0.61       0.10           1283800600149 
    39.7          45.0       18.2       0.66       0.11           1283800600150 
    39.7          45.0       20.2       0.41       0.08           1283800600151 
    39.7          45.0       22.2       0.45       0.09           1283800600152 
    39.7          45.0       24.2       0.18       0.05           1283800600153 
    39.7          45.0       26.2       0.13       0.05           1283800600154 
    39.7          45.0       28.2       0.11       0.04           1283800600155 
    39.7          65.0        3.9       3.21       0.42           1283800600156 
    39.7          65.0        5.9       2.61       0.26           1283800600157 
    39.7          65.0        7.9       1.44       0.21           1283800600158 
    39.7          65.0        9.9       0.94       0.13           1283800600159 
    39.7          65.0       11.9       0.64       0.11           1283800600160 
    39.7          65.0       13.9       0.34       0.08           1283800600161 
    39.7          65.0       15.9       0.28       0.07           1283800600162 
    39.7          65.0       17.9       0.40       0.08           1283800600163 
    39.7          65.0       19.9       0.18       0.06           1283800600164 
    39.7          65.0       21.9       0.08       0.03           1283800600165 
    39.7          65.0       23.9       0.05       0.03           1283800600166 
    39.7          90.0        3.8       1.77       0.29           1283800600167 
    39.7          90.0        5.8       1.49       0.19           1283800600168 
    39.7          90.0        7.8       0.63       0.14           1283800600169 
    39.7          90.0        9.8       0.54       0.10           1283800600170 
    39.7          90.0       11.8       0.41       0.07           1283800600171 
    39.7          90.0       13.8       0.29       0.07           1283800600172 
    39.7          90.0       15.8       0.22       0.06           1283800600173 
    39.7          90.0       17.8       0.15       0.04           1283800600174 
    39.7          90.0       19.8       0.03       0.02           1283800600175 
    39.7          90.0       21.8       0.03       0.02           1283800600176 
    39.7         130.0        3.8       1.73       0.22           1283800600177 
    39.7         130.0        5.8       0.65       0.14           1283800600178 
    39.7         130.0        7.8       0.31       0.08           1283800600179 
    39.7         130.0        9.8       0.18       0.04           1283800600180 
    39.7         130.0       11.8       0.10       0.03           1283800600181 
    39.7         130.0       13.8       0.07       0.03           1283800600182 
    39.7         130.0       15.8       0.01       0.01           1283800600183 
    39.7         150.0        3.8       1.69       0.23           1283800600184 
    39.7         150.0        5.8       0.72       0.15           1283800600185 
    39.7         150.0        7.8       0.56       0.10           1283800600186 
    39.7         150.0        9.8       0.16       0.04           1283800600187 
    39.7         150.0       11.8       0.08       0.03           1283800600188 
    39.7         150.0       13.8       0.04       0.02           1283800600189 
    39.7         150.0       15.8       0.02       0.01           1283800600190 
    39.7         150.0       17.8       0.02       0.02           1283800600191 
    60.7          15.0        4.4       5.85       0.33           1283800600192 
    60.7          15.0        6.4       4.30       0.24           1283800600193 
    60.7          15.0        8.4       3.41       0.18           1283800600194 
    60.7          15.0       10.4       1.87       0.09           1283800600195 
    60.7          15.0       12.4       1.38       0.07           1283800600196 
    60.7          15.0       14.4       1.09       0.06           1283800600197 
    60.7          15.0       16.4       0.85       0.05           1283800600198 
    60.7          15.0       18.4       0.68       0.05           1283800600199 
    60.7          15.0       20.4       0.53       0.04           1283800600200 
    60.7          15.0       22.4       0.44       0.04           1283800600201 
    60.7          15.0       24.4       0.45       0.04           1283800600202 
    60.7          15.0       26.4       0.35       0.04           1283800600203 
    60.7          15.0       28.4       0.28       0.04           1283800600204 
    60.7          15.0       30.4       0.24       0.04           1283800600205 
    60.7          15.0       32.4       0.15       0.03           1283800600206 
    60.7          15.0       34.4       0.14       0.04           1283800600207 
    60.7          15.0       36.4       0.12       0.02           1283800600208 
    60.7          15.0       38.4       0.17       0.03           1283800600209 
    60.7          15.0       40.4       0.11       0.02           1283800600210 
    60.7          15.0       42.4       0.11       0.03           1283800600211 
    60.7          15.0       44.4       0.05       0.03           1283800600212 
    60.7          15.0       46.4       0.10       0.03           1283800600213 
    60.7          15.0       48.4       0.20       0.03           1283800600214 
    60.7          15.0       50.4       0.05       0.02           1283800600215 
    60.7          20.0        4.4       5.19       0.27           1283800600216 
    60.7          20.0        6.4       3.77       0.21           1283800600217 
    60.7          20.0        8.4       2.99       0.14           1283800600218 
    60.7          20.0       10.4       1.80       0.09           1283800600219 
    60.7          20.0       12.4       1.22       0.06           1283800600220 
    60.7          20.0       14.4       0.93       0.06           1283800600221 
    60.7          20.0       16.4       0.68       0.05           1283800600222 
    60.7          20.0       18.4       0.53       0.04           1283800600223 
    60.7          20.0       20.4       0.45       0.04           1283800600224 
    60.7          20.0       22.4       0.43       0.04           1283800600225 
    60.7          20.0       24.4       0.30       0.04           1283800600226 
    60.7          20.0       26.4       0.23       0.04           1283800600227 
    60.7          20.0       28.4       0.24       0.04           1283800600228 
    60.7          20.0       30.4       0.17       0.03           1283800600229 
    60.7          20.0       32.4       0.16       0.03           1283800600230 
    60.7          20.0       34.4       0.17       0.03           1283800600231 
    60.7          20.0       36.4       0.10       0.03           1283800600232 
    60.7          20.0       38.4       0.17       0.03           1283800600233 
    60.7          20.0       40.4       0.17       0.03           1283800600234 
    60.7          20.0       42.4       0.11       0.02           1283800600235 
    60.7          20.0       44.4       0.06       0.02           1283800600236 
    60.7          20.0       46.4       0.08       0.02           1283800600237 
    60.7          20.0       48.4       0.10       0.02           1283800600238 
    60.7          20.0       50.4       0.02       0.01           1283800600239 
    60.7          35.0        4.2       4.50       0.25           1283800600240 
    60.7          35.0        6.2       3.39       0.17           1283800600241 
    60.7          35.0        8.2       2.32       0.12           1283800600242 
    60.7          35.0       10.2       1.22       0.07           1283800600243 
    60.7          35.0       12.2       0.95       0.06           1283800600244 
    60.7          35.0       14.2       0.69       0.05           1283800600245 
    60.7          35.0       16.2       0.59       0.04           1283800600246 
    60.7          35.0       18.2       0.42       0.04           1283800600247 
    60.7          35.0       20.2       0.31       0.04           1283800600248 
    60.7          35.0       22.2       0.29       0.04           1283800600249 
    60.7          35.0       24.2       0.27       0.04           1283800600250 
    60.7          35.0       26.2       0.16       0.03           1283800600251 
    60.7          35.0       28.2       0.07       0.02           1283800600252 
    60.7          35.0       30.2       0.09       0.02           1283800600253 
    60.7          35.0       32.2       0.08       0.02           1283800600254 
    60.7          35.0       34.2       0.05       0.01           1283800600255 
    60.7          35.0       36.2       0.04       0.01           1283800600256 
    60.7          35.0       38.2       0.05       0.02           1283800600257 
    60.7          35.0       40.2       0.04       0.02           1283800600258 
    60.7          35.0       42.2       0.04       0.02           1283800600259 
    60.7          35.0       44.2       0.03       0.01           1283800600260 
    60.7          35.0       46.2       0.02       0.01           1283800600261 
    60.7          35.0       48.2       0.02       0.01           1283800600262 
    60.7          35.0       50.2       0.03       0.01           1283800600263 
    60.7          40.0        4.2       4.47       0.23           1283800600264 
    60.7          40.0        6.2       3.20       0.17           1283800600265 
    60.7          40.0        8.2       2.14       0.12           1283800600266 
    60.7          40.0       10.2       1.12       0.07           1283800600267 
    60.7          40.0       12.2       0.88       0.05           1283800600268 
    60.7          40.0       14.2       0.63       0.05           1283800600269 
    60.7          40.0       16.2       0.47       0.04           1283800600270 
    60.7          40.0       18.2       0.37       0.04           1283800600271 
    60.7          40.0       20.2       0.26       0.04           1283800600272 
    60.7          40.0       22.2       0.20       0.03           1283800600273 
    60.7          40.0       24.2       0.22       0.03           1283800600274 
    60.7          40.0       26.2       0.12       0.03           1283800600275 
    60.7          40.0       28.2       0.04       0.02           1283800600276 
    60.7          40.0       30.2       0.06       0.02           1283800600277 
    60.7          40.0       32.2       0.02       0.01           1283800600278 
    60.7          40.0       34.2       0.03       0.01           1283800600279 
    60.7          40.0       36.2       0.01       0.02           1283800600280 
    60.7          40.0       38.2       0.03       0.01           1283800600281 
    60.7          40.0       40.2       0.02       0.02           1283800600282 
    60.7          40.0       42.2       0.00       0.02           1283800600283 
    60.7          40.0       44.2       0.02       0.01           1283800600284 
    60.7          40.0       46.2       0.03       0.01           1283800600285 
    60.7          40.0       48.2       0.02       0.01           1283800600286 
    60.7          40.0       50.2       0.02       0.01           1283800600287 
    60.7          45.0        4.4       3.36       0.22           1283800600288 
    60.7          45.0        6.4       2.50       0.20           1283800600289 
    60.7          45.0        8.4       2.28       0.12           1283800600290 
    60.7          45.0       10.4       1.11       0.06           1283800600291 
    60.7          45.0       12.2       0.74       0.05           1283800600292 
    60.7          45.0       14.4       0.56       0.04           1283800600293 
    60.7          45.0       16.4       0.47       0.04           1283800600294 
    60.7          45.0       18.4       0.28       0.04           1283800600295 
    60.7          45.0       20.4       0.24       0.03           1283800600296 
    60.7          45.0       22.4       0.20       0.03           1283800600297 
    60.7          45.0       24.4       0.16       0.03           1283800600298 
    60.7          45.0       26.4       0.10       0.02           1283800600299 
    60.7          45.0       28.4       0.10       0.03           1283800600300 
    60.7          45.0       30.4       0.05       0.02           1283800600301 
    60.7          45.0       32.4       0.03       0.02           1283800600302 
    60.7          45.0       34.4       0.03       0.02           1283800600303 
    60.7          45.0       36.4       0.03       0.01           1283800600304 
    60.7          45.0       38.4       0.01       0.01           1283800600305 
    60.7          45.0       40.4       0.03       0.01           1283800600306 
    60.7          45.0       42.4       0.02       0.01           1283800600307 
    60.7          45.0       50.4       0.01       0.01           1283800600308 
    60.7          65.0        4.2       2.90       0.24           1283800600309 
    60.7          65.0        6.2       1.85       0.15           1283800600310 
    60.7          65.0        8.2       1.01       0.12           1283800600311 
    60.7          65.0       10.2       0.56       0.04           1283800600312 
    60.7          65.0       12.2       0.42       0.04           1283800600313 
    60.7          65.0       14.2       0.23       0.03           1283800600314 
    60.7          65.0       16.2       0.16       0.03           1283800600315 
    60.7          65.0       18.2       0.12       0.02           1283800600316 
    60.7          65.0       20.2       0.10       0.02           1283800600317 
    60.7          65.0       22.2       0.08       0.03           1283800600318 
    60.7          65.0       24.2       0.03       0.01           1283800600319 
    60.7          65.0       26.2       0.04       0.01           1283800600320 
    60.7          65.0       28.2       0.03       0.01           1283800600321 
    60.7          65.0       30.2       0.02       0.01           1283800600322 
    60.7          65.0       32.2       0.01       0.01           1283800600323 
    60.7          65.0       34.2       0.01       0.01           1283800600324 
    60.7          90.0        4.0       2.24       0.50           1283800600325 
    60.7          90.0        6.0       1.09       0.31           1283800600326 
    60.7          90.0        8.0       0.51       0.20           1283800600327 
    60.7          90.0       10.0       0.41       0.09           1283800600328 
    60.7          90.0       12.0       0.30       0.06           1283800600329 
    60.7          90.0       14.0       0.16       0.04           1283800600330 
    60.7          90.0       16.0       0.17       0.05           1283800600331 
    60.7          90.0       18.0       0.09       0.04           1283800600332 
    60.7          90.0       20.0       0.09       0.04           1283800600333 
    60.7          90.0       22.0       0.04       0.03           1283800600334 
    60.7          90.0       24.0       0.04       0.04           1283800600335 
    60.7          90.0       26.0       0.03       0.02           1283800600336 
    60.7          90.0       28.0       0.02       0.02           1283800600337 
    60.7         130.0        4.0       0.80       0.49           1283800600338 
    60.7         130.0        6.0       0.71       0.29           1283800600339 
    60.7         130.0        8.0       0.25       0.18           1283800600340 
    60.7         130.0       10.0       0.24       0.06           1283800600341 
    60.7         130.0       12.0       0.10       0.04           1283800600342 
    60.7         130.0       14.0       0.06       0.03           1283800600343 
    60.7         130.0       18.0       0.07       0.03           1283800600344 
    60.7         130.0       22.0       0.04       0.03           1283800600345 
    60.7         130.0       25.0       0.01       0.01           1283800600346 
    60.7         130.0       29.0       0.02       0.02           1283800600347 
    60.7         150.0        4.0       1.25       0.46           1283800600348 
    60.7         150.0        6.0       0.51       0.30           1283800600349 
    60.7         150.0        8.0       0.36       0.20           1283800600350 
    60.7         150.0       10.0       0.18       0.06           1283800600351 
    60.7         150.0       12.0       0.04       0.03           1283800600352 
    60.7         150.0       14.0       0.06       0.03           1283800600353 
    60.7         150.0       17.0       0.03       0.02           1283800600354 
    60.7         150.0       20.0      -0.02       0.04           1283800600355 
    60.7         150.0       25.0       0.02       0.02           1283800600356 
    60.7         150.0       32.0       0.02       0.02           1283800600357 
ENDDATA            348          0                                 1283800600358 
ENDSUBENT          357          0                                 1283800699999 
ENDENTRY             6          0                                 1283899999999 
