ENTRY            11485   19821124                             00001148500000001 
SUBENT        11485001   19821124                             00001148500100001 
BIB                  6          8                                 1148500100002 
INSTITUTE  (1USABRN)                                              1148500100003 
REFERENCE  (J,PR,115,993,59)                                      1148500100004 
AUTHOR     (O.E.OVERSETH JR,R.A.PECK JR)                          1148500100005 
TITLE      ANGULAR DISTRIBUTIONS OF PROTON GROUPS FROM THE        1148500100006 
           AL27(N,P) MG27 REACTION AT 14 MEV.                     1148500100007 
STATUS     (SCSRS)                                                1148500100008 
HISTORY    (760715T) TRANSLATED FROM SCISRS                       1148500100009 
           (821124A) CONVERTED TO REACTION FORMALISM              1148500100010 
ENDBIB               8          0                                 1148500100011 
NOCOMMON             0          0                                 1148500100012 
ENDSUBENT           11          0                                 1148500199999 
SUBENT        11485002   19821124                             00001148500200001 
BIB                  3          3                                 1148500200002 
REACTION   (13-AL-27(N,P)12-MG-27,PAR,DA)                         1148500200003 
DETECTOR   (TRD)      NUCLEAR EMULSIONS                           1148500200004 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1148500200005 
ENDBIB               3          0                                 1148500200006 
COMMON               2          3                                 1148500200007 
EN         EN-RSL                                                 1148500200008 
MEV        MEV                                                    1148500200009 
 1.40   +01 6.     -01                                            1148500200010 
ENDCOMMON            3          0                                 1148500200011 
DATA                 4         60                                 1148500200012 
E-LVL      COS        DATA       ERR-S                            1148500200013 
MEV        NO-DIM     MB/SR      MB/SR                            1148500200014 
    0.      0.98480    3.6    -02 1.4    -02                      1148500200015 
    0.      0.96590    3.6    -02 1.5    -02                      1148500200016 
    0.      0.93970    7.5    -02 2.0    -02                      1148500200017 
    0.      0.90630    1.60   -01 3.2    -02                      1148500200018 
    0.      0.86600    1.75   -01 3.8    -02                      1148500200019 
    0.      0.81900    1.65   -01 3.9    -02                      1148500200020 
    0.      0.76600    9.2    -02 1.8    -02                      1148500200021 
    0.      0.70700    7.8    -02 1.8    -02                      1148500200022 
    0.      0.64200    3.5    -02 1.5    -02                      1148500200023 
    1.      0.99140    2.8    -02 1.3    -02                      1148500200024 
    1.      0.97630    2.3    -02 1.2    -02                      1148500200025 
    1.      0.95370    0.     +00                                 1148500200026 
    1.      0.92390    0.     +00                                 1148500200027 
    1.      0.88700    1.6    -02 1.0    -02                      1148500200028 
    1.      0.84300    1.35   -01 2.5    -02                      1148500200029 
    1.      0.79300    1.50   -01 2.5    -02                      1148500200030 
    1.      0.73700    1.20   -01 2.0    -02                      1148500200031 
    1.      0.67600    9.0    -02 1.6    -02                      1148500200032 
    1.      0.60900    9.0    -02 1.7    -02                      1148500200033 
    1.      0.53700    8.0    -02 2.5    -02                      1148500200034 
    1.      0.46200    4.0    -02 1.8    -02                      1148500200035 
    1.6     0.97630    1.5    -02 1.3    -02                      1148500200036 
    1.6     0.95370    3.6    -02 1.4    -02                      1148500200037 
    1.6     0.92390    1.5    -02 6.     -03                      1148500200038 
    1.6     0.88700    4.5    -02 1.4    -02                      1148500200039 
    1.6     0.84300    3.8    -02 1.3    -02                      1148500200040 
    1.6     0.79300    8.8    -02 2.1    -02                      1148500200041 
    1.6     0.73700    1.45   -01 2.6    -02                      1148500200042 
    1.6     0.67600    1.25   -01 3.0    -02                      1148500200043 
    1.6     0.60900    2.00   -01 4.5    -02                      1148500200044 
    1.6     0.53700    5.8    -02 2.1    -02                      1148500200045 
    1.6     0.46200    5.2    -02 2.4    -02                      1148500200046 
    3.5     0.99620    1.7    -02 9.     -03                      1148500200047 
    3.5     0.98480    2.5    -02 1.3    -02                      1148500200048 
    3.5     0.96590    6.2    -02 2.0    -02                      1148500200049 
    3.5     0.93970    9.5    -02 2.1    -02                      1148500200050 
    3.5     0.90630    9.     -03 5.     -03                      1148500200051 
    3.5     0.86600    1.30   -01 2.2    -02                      1148500200052 
    3.5     0.81900    8.8    -02 1.9    -02                      1148500200053 
    3.5     0.76600    6.5    -02 1.9    -02                      1148500200054 
    3.5     0.70700    1.15   -01 2.4    -02                      1148500200055 
    3.5     0.64300    1.05   -01 2.6    -02                      1148500200056 
    3.5     0.57400    7.8    -02 2.3    -02                      1148500200057 
    3.5     0.50000    5.2    -02 2.4    -02                      1148500200058 
    3.5     0.42300    8.5    -02 3.1    -02                      1148500200059 
    4.9     0.99620    8.     -02 5.     -02                      1148500200060 
    4.9     0.98480    1.9    -01 5.     -02                      1148500200061 
    4.9     0.96590    3.4    -01 4.     -02                      1148500200062 
    4.9     0.93970    2.7    -01 6.     -02                      1148500200063 
    4.9     0.90630    3.8    -01 7.     -02                      1148500200064 
    4.9     0.86600    6.2    -01 6.     -02                      1148500200065 
    4.9     0.81900    8.4    -01 6.     -02                      1148500200066 
    4.9     0.76600    6.6    -01 6.     -02                      1148500200067 
    4.9     0.70700    7.9    -01 7.     -02                      1148500200068 
    4.9     0.64300    7.9    -01 7.     -02                      1148500200069 
    4.9     0.57400    8.6    -01 1.0    -01                      1148500200070 
    4.9     0.50000    8.8    -01 7.     -02                      1148500200071 
    4.9     0.42300    7.0    -01 1.2    -01                      1148500200072 
    4.9     0.34200    6.5    -01 1.5    -01                      1148500200073 
    4.9     0.25900    9.1    -01 1.8    -01                      1148500200074 
ENDDATA             62          0                                 1148500200075 
ENDSUBENT           74          0                                 1148500299999 
ENDENTRY             2          0                                 1148599999999 
