ENTRY            14116   20061117                             13421411600000001 
SUBENT        14116001   20061117                             13421411600100001 
BIB                 12         18                                 1411600100002 
INSTITUTE  (2JPNKYU,2JPNJAE,2JPNTOH,1USALAS)                      1411600100003 
REFERENCE  (C,2004SANTA,1,1058,2004)                              1411600100004 
           (C,2004SANTA,1,924,2004)                               1411600100005 
AUTHOR     (S.Kunieda,T.Watanabe,N.Shigyo,K.Ishibashi,D.Satoh,    1411600100006 
            Y.Iwamoto,T.Nakamura,R.C.Haight)                      1411600100007 
TITLE      Measurement of neutron-production double-differential  1411600100008 
            cross sections for continuous-energy-neutron-incidence1411600100009 
            on Fe and Pb by liquid organic scintillator           1411600100010 
FACILITY   (ACCEL,1USALAS) LANSCE Spallation neutron source       1411600100011 
INC-SOURCE (SPALL) Flight path 4FP15L at the Weapons Neutron      1411600100012 
            Research Facility of LANSCE                           1411600100013 
DETECTOR   (SCIN) NE213 scintillators                             1411600100014 
SAMPLE     Iron disk of 10 mm thick                               1411600100015 
METHOD     (TOF) Flight path of about 90 meters                   1411600100016 
ANALYSIS   (UNFLD)                                                1411600100017 
MONITOR    The incident neutron flux was monitored by a U238      1411600100018 
            fission ionization detector                           1411600100019 
HISTORY    (20061115C) DR                                         1411600100020 
ENDBIB              18          0                                 1411600100021 
NOCOMMON             0          0                                 1411600100022 
ENDSUBENT           21          0                                 1411600199999 
SUBENT        14116002   20061117                             13421411600200001 
BIB                  3          4                                 1411600200002 
REACTION   (26-FE-0(N,X)0-NN-1,,DA/DE)                            1411600200003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        1411600200004 
STATUS     (CURVE) Data taken from Fig. 7                         1411600200005 
           (PRELM) Comment from Drs.Shigyo and Kunieda            1411600200006 
ENDBIB               4          0                                 1411600200007 
COMMON               2          3                                 1411600200008 
EN-MIN     EN-MAX                                                 1411600200009 
MEV        MEV                                                    1411600200010 
90.        100.                                                   1411600200011 
ENDCOMMON            3          0                                 1411600200012 
DATA                 4         73                                 1411600200013 
ANG        E          DATA       ERR-S                            1411600200014 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        1411600200015 
 15.         7.214E+00  1.082E+01  2.032E+00                      1411600200016 
 15.         8.899E+00  6.966E+00  1.176E+00                      1411600200017 
 15.         1.088E+01  3.028E+00  6.797E-01                      1411600200018 
 15.         1.501E+01  2.137E+00  3.608E-01                      1411600200019 
 15.         2.336E+01  1.654E+00  3.106E-01                      1411600200020 
 15.         2.661E+01  1.731E+00  2.242E-01                      1411600200021 
 15.         3.018E+01  1.730E+00  2.240E-01                      1411600200022 
 15.         3.438E+01  1.769E+00  2.291E-01                      1411600200023 
 15.         3.880E+01  1.851E+00  2.021E-01                      1411600200024 
 15.         4.339E+01  1.983E+00  1.752E-01                      1411600200025 
 15.         4.874E+01  2.174E+00  1.920E-01                      1411600200026 
 15.         5.475E+01  2.439E+00  2.989E-01                      1411600200027 
 15.         6.093E+01  3.072E+00  2.058E-01                      1411600200028 
 15.         6.875E+01  4.548E+00  4.963E-01                      1411600200029 
 15.         7.651E+01  6.283E+00  7.701E-01                      1411600200030 
 15.         8.482E+01  2.670E+00  1.172E+00                      1411600200031 
 15.         9.333E+01  3.809E+01  9.228E+00                      1411600200032 
 15.         1.037E+02  8.016E-01  6.104E-01                      1411600200033 
 30.         7.736E+00  6.414E+00  8.300E-01                      1411600200034 
 30.         9.070E+00  4.526E+00  4.933E-01                      1411600200035 
 30.         1.068E+01  3.344E+00  4.327E-01                      1411600200036 
 30.         1.264E+01  2.470E+00  2.178E-01                      1411600200037 
 30.         1.475E+01  1.664E+00  2.483E-01                      1411600200038 
 30.         1.746E+01  1.096E+00  1.195E-01                      1411600200039 
 30.         2.185E+01  8.870E-01  7.827E-02                      1411600200040 
 30.         2.865E+01  7.344E-01  4.906E-02                      1411600200041 
 30.         3.669E+01  7.150E-01  7.793E-02                      1411600200042 
 30.         4.656E+01  6.061E-01  9.008E-02                      1411600200043 
