ENTRY            13527   19951218                             00001352700000001 
SUBENT        13527001   19951218                             00001352700100001 
BIB                 13         22                                 1352700100002 
INSTITUTE  (1USALAS,1USAOHO,1USADAV,1USATNL,2SWDUPP)              1352700100003 
REFERENCE  (J,PR/C,45,1791,9204)                                  1352700100004 
AUTHOR     (B.K.PARK,J.RAPAPORT,J.L.ULLMANN,A.G.LING,D.S.SORENSON,1352700100005 
           F.P.BRADY,J.L.ROMERO,C.R.HOWELL,W.TORNOW,C.T.RONNQVIST)1352700100006 
TITLE      Gamow-Teller and dipole strength distribution in       1352700100007 
            40Ca(n,p)40K reaction.                                1352700100008 
FACILITY   (MESON) LAMPF-WNR                                      1352700100009 
INC-SOURCE White neutron source, spallation neutrons from 800 MeV 1352700100010 
            protons on tungsten                                   1352700100011 
SAMPLE     Natural calcium in multi-target array.                 1352700100012 
DETECTOR   (MWPC) 4 single-plane multiwire proportional counters. 1352700100013 
           (CSICR) To measure energy of detected protons          1352700100014 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG)                                1352700100015 
CORRECTION Corrected for:                                         1352700100016 
           - background                                           1352700100017 
           - misidentification of events due to target chamber    1352700100018 
             inefficiencies                                       1352700100019 
           - angular resolution                                   1352700100020 
ERR-ANALYS (DATA-ERR) statistical uncertainty                     1352700100021 
STATUS     Data received by electronic file transfer, 96/8/6.     1352700100022 
           (APRVD) Approved by B. Park, 96/9/13                   1352700100023 
HISTORY    (911219C)                                              1352700100024 
ENDBIB              22          0                                 1352700100025 
NOCOMMON             0          0                                 1352700100026 
ENDSUBENT           25          0                                 1352700199999 
SUBENT        13527002   19951218                             00001352700200001 
BIB                  1          1                                 1352700200002 
REACTION   (20-CA-40(N,P)19-K-40,,DA/DE)                          1352700200003 
ENDBIB               1          0                                 1352700200004 
COMMON               2          3                                 1352700200005 
EN-MIN     EN-MAX                                                 1352700200006 
MEV        MEV                                                    1352700200007 
 60.        70.                                                   1352700200008 
ENDCOMMON            3          0                                 1352700200009 
DATA                 5        419                                 1352700200010 
ANG-MIN    ANG-MAX    E-EXC      DATA       DATA-ERR              1352700200011 
         6.         8.       49.8 0.7469E+00 0.9459E-01           1352700800799 
         6.         8.       50.3 0.9877E+00 0.1089E+00           1352700800800 
         6.         8.       50.8 0.1077E+01 0.1141E+00           1352700800801 
         6.         8.       51.3 0.8422E+00 0.1009E+00           1352700800802 
         6.         8.       51.8 0.7251E+00 0.9326E-01           1352700800803 
         6.         8.       52.3 0.6195E+00 0.8632E-01           1352700800804 
         6.         8.       52.8 0.7251E+00 0.9285E-01           1352700800805 
         6.         8.       53.3 0.8875E+00 0.1034E+00           1352700800806 
         6.         8.       53.8 0.8541E+00 0.1012E+00           1352700800807 
         6.         8.       54.3 0.9597E+00 0.1078E+00           1352700800808 
         6.         8.       54.8 0.8374E+00 0.1002E+00           1352700800809 
         6.         8.       55.3 0.7873E+00 0.9693E-01           1352700800810 
         6.         8.       55.8 0.8879E+00 0.1034E+00           1352700800811 
         6.         8.       56.3 0.7255E+00 0.9319E-01           1352700800812 
         6.         8.       56.8 0.4575E+00 0.7383E-01           1352700800813 
         6.         8.       57.3 0.9938E+00 0.1098E+00           1352700800814 
         6.         8.       57.8 0.9553E+00 0.1072E+00           1352700800815 
         6.         8.       58.3 0.6588E+00 0.8845E-01           1352700800816 
         6.         8.       58.8 0.1173E+01 0.1194E+00           1352700800817 
         6.         8.       59.3 0.7093E+00 0.9231E-01           1352700800818 
         6.         8.       59.8 0.9893E+00 0.1091E+00           1352700800819 
         6.         8.       60.3 0.9446E+00 0.1068E+00           1352700800820 
         6.         8.       60.8 0.7553E+00 0.9528E-01           1352700800821 
         6.         8.       61.3 0.9238E+00 0.1054E+00           1352700800822 
         6.         8.       61.8 0.8572E+00 0.1015E+00           1352700800823 
         6.         8.       62.3 0.8915E+00 0.1036E+00           1352700800824 
         6.         8.       62.8 0.8132E+00 0.9884E-01           1352700800825 
         6.         8.       63.3 0.1045E+01 0.1124E+00           1352700800826 
         6.         8.       63.8 0.8872E+00 0.1038E+00           1352700800827 
         6.         8.       64.3 0.1035E+01 0.1121E+00           1352700800828 
         6.         8.       64.8 0.8837E+00 0.1035E+00           1352700800829 
         6.         8.       65.3 0.8507E+00 0.1016E+00           1352700800830 
         6.         8.       65.8 0.6484E+00 0.8872E-01           1352700800831 
         6.         8.       66.3 0.7339E+00 0.9406E-01           1352700800832 
         6.         8.       66.8 0.1159E+01 0.1192E+00           1352700800833 
         6.         8.       67.3 0.7526E+00 0.9540E-01           1352700800834 
         6.         8.       67.8 0.1037E+01 0.1126E+00           1352700800835 
         6.         8.       68.3 0.8515E+00 0.1021E+00           1352700800836 
         6.         8.       68.8 0.6072E+00 0.8580E-01           1352700800837 
         6.         8.       69.3 0.7170E+00 0.9352E-01           1352700800838 
         6.         8.       69.8 0.9915E+00 0.1102E+00           1352700800839 
         6.         8.       70.3 0.8093E+00 0.9951E-01           1352700800840 
         6.         8.       70.8 0.8489E+00 0.1024E+00           1352700800841 
         6.         8.       71.3 0.1044E+01 0.1133E+00           1352700800842 
         6.         8.       71.8 0.1044E+01 0.1138E+00           1352700800843 
         6.         8.       72.3 0.1027E+01 0.1124E+00           1352700800844 
         6.         8.       72.8 0.1049E+01 0.1139E+00           1352700800845 
         6.         8.       73.3 0.9980E+00 0.1110E+00           1352700800846 
         6.         8.       73.8 0.8096E+00 0.9980E-01           1352700800847 
         6.         8.       74.3 0.6436E+00 0.8839E-01           1352700800848 
         6.         8.       74.8 0.1009E+01 0.1113E+00           1352700800849 
         6.         8.       75.3 0.6314E+00 0.8752E-01           1352700800850 
         6.         8.       75.8 0.9061E+00 0.1053E+00           1352700800851 
         6.         8.       76.3 0.9622E+00 0.1086E+00           1352700800852 
         6.         8.       76.8 0.1076E+01 0.1151E+00           1352700800853 
         6.         8.       77.3 0.7512E+00 0.9583E-01           1352700800854 
         6.         8.       77.8 0.1228E+01 0.1234E+00           1352700800855 
         6.         8.       78.3 0.6872E+00 0.9155E-01           1352700800856 
         6.         8.       78.8 0.8742E+00 0.1034E+00           1352700800857 
         6.         8.       79.3 0.1056E+01 0.1137E+00           1352700800858 
         6.         8.       79.8 0.1145E+01 0.1186E+00           1352700800859 
         6.         8.       80.3 0.8676E+00 0.1026E+00           1352700800860 
         6.         8.       80.8 0.8444E+00 0.1017E+00           1352700800861 
         6.         8.       81.3 0.7258E+00 0.9419E-01           1352700800862 
         6.         8.       81.8 0.1159E+01 0.1194E+00           1352700800863 
         6.         8.       82.3 0.1348E+01 0.1293E+00           1352700800864 
         6.         8.       82.8 0.1213E+01 0.1223E+00           1352700800865 
         6.         8.       83.3 0.9677E+00 0.1090E+00           1352700800866 
         6.         8.       83.8 0.1129E+01 0.1180E+00           1352700800867 
         6.         8.       84.3 0.1050E+01 0.1140E+00           1352700800868 
         6.         8.       84.8 0.9262E+00 0.1066E+00           1352700800869 
         6.         8.       85.3 0.9790E+00 0.1103E+00           1352700800870 
         6.         8.       85.8 0.1152E+01 0.1196E+00           1352700800871 
         6.         8.       86.3 0.1171E+01 0.1212E+00           1352700800872 
         6.         8.       86.8 0.8849E+00 0.1046E+00           1352700800873 
         6.         8.       87.3 0.1296E+01 0.1273E+00           1352700800874 
         6.         8.       87.8 0.1332E+01 0.1293E+00           1352700800875 
         6.         8.       88.3 0.1074E+01 0.1158E+00           1352700800876 
         6.         8.       88.8 0.1023E+01 0.1131E+00           1352700800877 
         6.         8.       89.3 0.8972E+00 0.1064E+00           1352700800878 
         6.         8.       89.8 0.1254E+01 0.1257E+00           1352700800879 
         6.         8.       90.3 0.1022E+01 0.1133E+00           1352700800880 
         6.         8.       90.8 0.5741E+00 0.8425E-01           1352700800881 
         6.         8.       91.3 0.9596E+00 0.1100E+00           1352700800882 
         6.         8.       91.8 0.1471E+01 0.1370E+00           1352700800883 
         6.         8.       92.3 0.7786E+00 0.9901E-01           1352700800884 
         6.         8.       92.8 0.6846E+00 0.9212E-01           1352700800885 
         6.         8.       93.3 0.8605E+00 0.1041E+00           1352700800886 
         6.         8.       93.8 0.1244E+01 0.1256E+00           1352700800887 
         6.         8.       94.3 0.1134E+01 0.1199E+00           1352700800888 
         6.         8.       94.8 0.1249E+01 0.1258E+00           1352700800889 
         6.         8.       95.3 0.1622E+01 0.1441E+00           1352700800890 
         6.         8.       95.8 0.1104E+01 0.1184E+00           1352700800891 
         6.         8.       96.3 0.1185E+01 0.1221E+00           1352700800892 
         6.         8.       96.8 0.1132E+01 0.1192E+00           1352700800893 
         6.         8.       97.3 0.1184E+01 0.1220E+00           1352700800894 
         6.         8.       97.8 0.7066E+00 0.9347E-01           1352700800895 
         6.         8.       98.3 0.1043E+01 0.1142E+00           1352700800896 
         6.         8.       98.8 0.1234E+01 0.1247E+00           1352700800897 
         6.         8.       99.3 0.1215E+01 0.1236E+00           1352700800898 
         6.         8.       99.8 0.5658E+00 0.8358E-01           1352700800899 
         6.         8.      100.3 0.7159E+00 0.9460E-01           1352700800900 
         6.         8.      100.8 0.7321E+00 0.9552E-01           1352700800901 
         6.         8.      101.3 0.8981E+00 0.1053E+00           1352700800902 
         6.         8.      101.8 0.4589E+00 0.7465E-01           1352700800903 
         6.         8.      102.3 0.8430E+00 0.1017E+00           1352700800904 
         6.         8.      102.8 0.7039E+00 0.9259E-01           1352700800905 
         6.         8.      103.3 0.8738E+00 0.1035E+00           1352700800906 
         6.         8.      103.8 0.3984E+00 0.6946E-01           1352700800907 
         6.         8.      104.3 0.6142E+00 0.8596E-01           1352700800908 
         6.         8.      104.8 0.4478E+00 0.7343E-01           1352700800909 
         6.         8.      105.3 0.8659E+00 0.1025E+00           1352700800910 
         6.         8.      105.8 0.4455E+00 0.7284E-01           1352700800911 
         6.         8.      106.3 0.5289E+00 0.7933E-01           1352700800912 
         6.         8.      106.8 0.3085E+00 0.6013E-01           1352700800913 
         6.         8.      107.3 0.5546E+00 0.8106E-01           1352700800914 
         6.         8.      107.8 0.3854E+00 0.6724E-01           1352700800915 
         6.         8.      108.3 0.3678E+00 0.6559E-01           1352700800916 
         6.         8.      108.8 0.4217E+00 0.7027E-01           1352700800917 
         6.         8.      109.3 0.3656E+00 0.6506E-01           1352700800918 
         6.         8.      109.8 0.2318E+00 0.5169E-01           1352700800919 
         6.         8.      110.3 0.0000E+00 0.0000E+00           1352700800920 
         8.        10.       -2.7 0.3668E-01 0.2150E-01           1352700800921 
         8.        10.       -2.2 0.5501E-01 0.2629E-01           1352700800922 
         8.        10.       -1.7 0.3665E-01 0.2138E-01           1352700800923 
         8.        10.       -1.2 0.3664E-01 0.2148E-01           1352700800924 
         8.        10.       -0.7 0.1465E+00 0.4305E-01           1352700800925 
         8.        10.       -0.2 0.2746E+00 0.5926E-01           1352700800926 
         8.        10.        0.3 0.4211E+00 0.7351E-01           1352700800927 
         8.        10.        0.8 0.7141E+00 0.9655E-01           1352700800928 
         8.        10.        1.3 0.8974E+00 0.1088E+00           1352700800929 
         8.        10.        1.8 0.4946E+00 0.8021E-01           1352700800930 
         8.        10.        2.3 0.7329E+00 0.9795E-01           1352700800931 
         8.        10.        2.8 0.6232E+00 0.9005E-01           1352700800932 
         8.        10.        3.3 0.4034E+00 0.7220E-01           1352700800933 
         8.        10.        3.8 0.3302E+00 0.6514E-01           1352700800934 
         8.        10.        4.3 0.3487E+00 0.6772E-01           1352700800935 
         8.        10.        4.8 0.5692E+00 0.8627E-01           1352700800936 
         8.        10.        5.3 0.4777E+00 0.7888E-01           1352700800937 
         8.        10.        5.8 0.6067E+00 0.8890E-01           1352700800938 
         8.        10.        6.3 0.5887E+00 0.8789E-01           1352700800939 
         8.        10.        6.8 0.6259E+00 0.9041E-01           1352700800940 
         8.        10.        7.3 0.4054E+00 0.7263E-01           1352700800941 
         8.        10.        7.8 0.1104E+01 0.1218E+00           1352700800942 
         8.        10.        8.3 0.1126E+01 0.1233E+00           1352700800943 
         8.        10.        8.8 0.1626E+01 0.1488E+00           1352700800944 
         8.        10.        9.3 0.1273E+01 0.1316E+00           1352700800945 
         8.        10.        9.8 0.1462E+01 0.1411E+00           1352700800946 
         8.        10.       10.3 0.1589E+01 0.1473E+00           1352700800947 
         8.        10.       10.8 0.1364E+01 0.1364E+00           1352700800948 
         8.        10.       11.3 0.1569E+01 0.1463E+00           1352700800949 
         8.        10.       11.8 0.1326E+01 0.1341E+00           1352700800950 
         8.        10.       12.3 0.1497E+01 0.1426E+00           1352700800951 
         8.        10.       12.8 0.1179E+01 0.1263E+00           1352700800952 
         8.        10.       13.3 0.1729E+01 0.1537E+00           1352700800953 
         8.        10.       13.8 0.1601E+01 0.1474E+00           1352700800954 
         8.        10.       14.3 0.1297E+01 0.1328E+00           1352700800955 
         8.        10.       14.8 0.1819E+01 0.1578E+00           1352700800956 
         8.        10.       15.3 0.1536E+01 0.1448E+00           1352700800957 
         8.        10.       15.8 0.1686E+01 0.1515E+00           1352700800958 
         8.        10.       16.3 0.1464E+01 0.1408E+00           1352700800959 
         8.        10.       16.8 0.1191E+01 0.1266E+00           1352700800960 
         8.        10.       17.3 0.1299E+01 0.1324E+00           1352700800961 
         8.        10.       17.8 0.8663E+00 0.1070E+00           1352700800962 
         8.        10.       18.3 0.1240E+01 0.1291E+00           1352700800963 
         8.        10.       18.8 0.9623E+00 0.1127E+00           1352700800964 
         8.        10.       19.3 0.1254E+01 0.1289E+00           1352700800965 
         8.        10.       19.8 0.1361E+01 0.1344E+00           1352700800966 
         8.        10.       20.3 0.8109E+00 0.1034E+00           1352700800967 
         8.        10.       20.8 0.1430E+01 0.1388E+00           1352700800968 
         8.        10.       21.3 0.5750E+00 0.8651E-01           1352700800969 
         8.        10.       21.8 0.1155E+01 0.1239E+00           1352700800970 
         8.        10.       22.3 0.8496E+00 0.1054E+00           1352700800971 
         8.        10.       22.8 0.8886E+00 0.1077E+00           1352700800972 
         8.        10.       23.3 0.1270E+01 0.1296E+00           1352700800973 
         8.        10.       23.8 0.1161E+01 0.1239E+00           1352700800974 
         8.        10.       24.3 0.7959E+00 0.1022E+00           1352700800975 
         8.        10.       24.8 0.1048E+01 0.1176E+00           1352700800976 
         8.        10.       25.3 0.8694E+00 0.1068E+00           1352700800977 
         8.        10.       25.8 0.1106E+01 0.1209E+00           1352700800978 
         8.        10.       26.3 0.9250E+00 0.1104E+00           1352700800979 
         8.        10.       26.8 0.8867E+00 0.1081E+00           1352700800980 
         8.        10.       27.3 0.1054E+01 0.1180E+00           1352700800981 
         8.        10.       27.8 0.1076E+01 0.1193E+00           1352700800982 
         8.        10.       28.3 0.7274E+00 0.9786E-01           1352700800983 
         8.        10.       28.8 0.1133E+01 0.1227E+00           1352700800984 
         8.        10.       29.3 0.1427E+01 0.1384E+00           1352700800985 
         8.        10.       29.8 0.1298E+01 0.1317E+00           1352700800986 
         8.        10.       30.3 0.9678E+00 0.1133E+00           1352700800987 
         8.        10.       30.8 0.1226E+01 0.1280E+00           1352700800988 
         8.        10.       31.3 0.6949E+00 0.9554E-01           1352700800989 
         8.        10.       31.8 0.1115E+01 0.1216E+00           1352700800990 
         8.        10.       32.3 0.1093E+01 0.1204E+00           1352700800991 
         8.        10.       32.8 0.9851E+00 0.1139E+00           1352700800992 
         8.        10.       33.3 0.9658E+00 0.1129E+00           1352700800993 
         8.        10.       33.8 0.7593E+00 0.9984E-01           1352700800994 
         8.        10.       34.3 0.1234E+01 0.1279E+00           1352700800995 
         8.        10.       34.8 0.5212E+00 0.8233E-01           1352700800996 
         8.        10.       35.3 0.1179E+01 0.1247E+00           1352700800997 
         8.        10.       35.8 0.8302E+00 0.1041E+00           1352700800998 
         8.        10.       36.3 0.6329E+00 0.9094E-01           1352700800999 
         8.        10.       36.8 0.1083E+01 0.1190E+00           1352700801000 
         8.        10.       37.3 0.6101E+00 0.8894E-01           1352700801001 
         8.        10.       37.8 0.9712E+00 0.1127E+00           1352700801002 
         8.        10.       38.3 0.8590E+00 0.1055E+00           1352700801003 
         8.        10.       38.8 0.1146E+01 0.1221E+00           1352700801004 
         8.        10.       39.3 0.6229E+00 0.8907E-01           1352700801005 
         8.        10.       39.8 0.8893E+00 0.1068E+00           1352700801006 
         8.        10.       40.3 0.8024E+00 0.1012E+00           1352700801007 
         8.        10.       40.8 0.8206E+00 0.1025E+00           1352700801008 
         8.        10.       41.3 0.8568E+00 0.1048E+00           1352700801009 
         8.        10.       41.8 0.9646E+00 0.1114E+00           1352700801010 
         8.        10.       42.3 0.8045E+00 0.1015E+00           1352700801011 
         8.        10.       42.8 0.1146E+01 0.1221E+00           1352700801012 
         8.        10.       43.3 0.5554E+00 0.8416E-01           1352700801013 
         8.        10.       43.8 0.8253E+00 0.1035E+00           1352700801014 
         8.        10.       44.3 0.6084E+00 0.8865E-01           1352700801015 
         8.        10.       44.8 0.7921E+00 0.1011E+00           1352700801016 
         8.        10.       45.3 0.9738E+00 0.1126E+00           1352700801017 
         8.        10.       45.8 0.7383E+00 0.9776E-01           1352700801018 
         8.        10.       46.3 0.5979E+00 0.8808E-01           1352700801019 
         8.        10.       46.8 0.1235E+01 0.1279E+00           1352700801020 
         8.        10.       47.3 0.6915E+00 0.9524E-01           1352700801021 
         8.        10.       47.8 0.6910E+00 0.9511E-01           1352700801022 
         8.        10.       48.3 0.8052E+00 0.1027E+00           1352700801023 
         8.        10.       48.8 0.7318E+00 0.9868E-01           1352700801024 
         8.        10.       49.3 0.7180E+00 0.9747E-01           1352700801025 
         8.        10.       49.8 0.8317E+00 0.1054E+00           1352700801026 
         8.        10.       50.3 0.8487E+00 0.1064E+00           1352700801027 
         8.        10.       50.8 0.5189E+00 0.8269E-01           1352700801028 
         8.        10.       51.3 0.6837E+00 0.9511E-01           1352700801029 
         8.        10.       51.8 0.7800E+00 0.1022E+00           1352700801030 
         8.        10.       52.3 0.5311E+00 0.8390E-01           1352700801031 
         8.        10.       52.8 0.7071E+00 0.9712E-01           1352700801032 
         8.        10.       53.3 0.8940E+00 0.1095E+00           1352700801033 
         8.        10.       53.8 0.5219E+00 0.8311E-01           1352700801034 
         8.        10.       54.3 0.8021E+00 0.1035E+00           1352700801035 
         8.        10.       54.8 0.7092E+00 0.9722E-01           1352700801036 
         8.        10.       55.3 0.8778E+00 0.1085E+00           1352700801037 
         8.        10.       55.8 0.8222E+00 0.1049E+00           1352700801038 
         8.        10.       56.3 0.9722E+00 0.1143E+00           1352700801039 
         8.        10.       56.8 0.7454E+00 0.9997E-01           1352700801040 
         8.        10.       57.3 0.6362E+00 0.9233E-01           1352700801041 
         8.        10.       57.8 0.8796E+00 0.1087E+00           1352700801042 
         8.        10.       58.3 0.8986E+00 0.1099E+00           1352700801043 
         8.        10.       58.8 0.4092E+00 0.7355E-01           1352700801044 
         8.        10.       59.3 0.1142E+01 0.1245E+00           1352700801045 
         8.        10.       59.8 0.4280E+00 0.7556E-01           1352700801046 
         8.        10.       60.3 0.9745E+00 0.1148E+00           1352700801047 
         8.        10.       60.8 0.7853E+00 0.1029E+00           1352700801048 
         8.        10.       61.3 0.5419E+00 0.8514E-01           1352700801049 
         8.        10.       61.8 0.9026E+00 0.1104E+00           1352700801050 
         8.        10.       62.3 0.5620E+00 0.8691E-01           1352700801051 
         8.        10.       62.8 0.6597E+00 0.9447E-01           1352700801052 
         8.        10.       63.3 0.6039E+00 0.8986E-01           1352700801053 
         8.        10.       63.8 0.6047E+00 0.9059E-01           1352700801054 
         8.        10.       64.3 0.5677E+00 0.8786E-01           1352700801055 
         8.        10.       64.8 0.9474E+00 0.1136E+00           1352700801056 
         8.        10.       65.3 0.5284E+00 0.8432E-01           1352700801057 
         8.        10.       65.8 0.8930E+00 0.1104E+00           1352700801058 
         8.        10.       66.3 0.6253E+00 0.9194E-01           1352700801059 
         8.        10.       66.8 0.8957E+00 0.1108E+00           1352700801060 
         8.        10.       67.3 0.5345E+00 0.8512E-01           1352700801061 
         8.        10.       67.8 0.5133E+00 0.8365E-01           1352700801062 
         8.        10.       68.3 0.8427E+00 0.1076E+00           1352700801063 
         8.        10.       68.8 0.8825E+00 0.1102E+00           1352700801064 
         8.        10.       69.3 0.7495E+00 0.1019E+00           1352700801065 
         8.        10.       69.8 0.7508E+00 0.1014E+00           1352700801066 
         8.        10.       70.3 0.9817E+00 0.1166E+00           1352700801067 
         8.        10.       70.8 0.7501E+00 0.1014E+00           1352700801068 
         8.        10.       71.3 0.9031E+00 0.1116E+00           1352700801069 
         8.        10.       71.8 0.7677E+00 0.1027E+00           1352700801070 
         8.        10.       72.3 0.5750E+00 0.8860E-01           1352700801071 
         8.        10.       72.8 0.6890E+00 0.9723E-01           1352700801072 
         8.        10.       73.3 0.8786E+00 0.1097E+00           1352700801073 
         8.        10.       73.8 0.9151E+00 0.1120E+00           1352700801074 
         8.        10.       74.3 0.6468E+00 0.9357E-01           1352700801075 
         8.        10.       74.8 0.7971E+00 0.1039E+00           1352700801076 
         8.        10.       75.3 0.1060E+01 0.1205E+00           1352700801077 
         8.        10.       75.8 0.8844E+00 0.1096E+00           1352700801078 
         8.        10.       76.3 0.9787E+00 0.1156E+00           1352700801079 
         8.        10.       76.8 0.7689E+00 0.1016E+00           1352700801080 
         8.        10.       77.3 0.7292E+00 0.9860E-01           1352700801081 
         8.        10.       77.8 0.8010E+00 0.1033E+00           1352700801082 
         8.        10.       78.3 0.5355E+00 0.8409E-01           1352700801083 
         8.        10.       78.8 0.7392E+00 0.9916E-01           1352700801084 
         8.        10.       79.3 0.8836E+00 0.1081E+00           1352700801085 
         8.        10.       79.8 0.6232E+00 0.9054E-01           1352700801086 
         8.        10.       80.3 0.7135E+00 0.9668E-01           1352700801087 
         8.        10.       80.8 0.7127E+00 0.9640E-01           1352700801088 
         8.        10.       81.3 0.6364E+00 0.9106E-01           1352700801089 
         8.        10.       81.8 0.5290E+00 0.8281E-01           1352700801090 
         8.        10.       82.3 0.6745E+00 0.9360E-01           1352700801091 
         8.        10.       82.8 0.8017E+00 0.1022E+00           1352700801092 
         8.        10.       83.3 0.1093E+01 0.1202E+00           1352700801093 
         8.        10.       83.8 0.8532E+00 0.1056E+00           1352700801094 
         8.        10.       84.3 0.8193E+00 0.1034E+00           1352700801095 
         8.        10.       84.8 0.5982E+00 0.8788E-01           1352700801096 
         8.        10.       85.3 0.7283E+00 0.9790E-01           1352700801097 
         8.        10.       85.8 0.1093E+01 0.1200E+00           1352700801098 
         8.        10.       86.3 0.7106E+00 0.9609E-01           1352700801099 
         8.        10.       86.8 0.8021E+00 0.1024E+00           1352700801100 
         8.        10.       87.3 0.7635E+00 0.1001E+00           1352700801101 
         8.        10.       87.8 0.7849E+00 0.1016E+00           1352700801102 
         8.        10.       88.3 0.8770E+00 0.1072E+00           1352700801103 
         8.        10.       88.8 0.1006E+01 0.1152E+00           1352700801104 
         8.        10.       89.3 0.6381E+00 0.9144E-01           1352700801105 
         8.        10.       89.8 0.7884E+00 0.1021E+00           1352700801106 
         8.        10.       90.3 0.8993E+00 0.1090E+00           1352700801107 
         8.        10.       90.8 0.7505E+00 0.9995E-01           1352700801108 
         8.        10.       91.3 0.5334E+00 0.8328E-01           1352700801109 
         8.        10.       91.8 0.5129E+00 0.8182E-01           1352700801110 
         8.        10.       92.3 0.8113E+00 0.1040E+00           1352700801111 
         8.        10.       92.8 0.7570E+00 0.9995E-01           1352700801112 
         8.        10.       93.3 0.6972E+00 0.9604E-01           1352700801113 
         8.        10.       93.8 0.7778E+00 0.1014E+00           1352700801114 
         8.        10.       94.3 0.8506E+00 0.1063E+00           1352700801115 
         8.        10.       94.8 0.7246E+00 0.9840E-01           1352700801116 
         8.        10.       95.3 0.7817E+00 0.1019E+00           1352700801117 
         8.        10.       95.8 0.8577E+00 0.1070E+00           1352700801118 
         8.        10.       96.3 0.5418E+00 0.8455E-01           1352700801119 
         8.        10.       96.8 0.7487E+00 0.9996E-01           1352700801120 
         8.        10.       97.3 0.6004E+00 0.8988E-01           1352700801121 
         8.        10.       97.8 0.6767E+00 0.9527E-01           1352700801122 
         8.        10.       98.3 0.6217E+00 0.9126E-01           1352700801123 
         8.        10.       98.8 0.6229E+00 0.9173E-01           1352700801124 
         8.        10.       99.3 0.9650E+00 0.1147E+00           1352700801125 
         8.        10.       99.8 0.5880E+00 0.8885E-01           1352700801126 
         8.        10.      100.3 0.5896E+00 0.8914E-01           1352700801127 
         8.        10.      100.8 0.4387E+00 0.7662E-01           1352700801128 
         8.        10.      101.3 0.4974E+00 0.8200E-01           1352700801129 
         8.        10.      101.8 0.4798E+00 0.8042E-01           1352700801130 
         8.        10.      102.3 0.5198E+00 0.8392E-01           1352700801131 
         8.        10.      102.8 0.4248E+00 0.7588E-01           1352700801132 
         8.        10.      103.3 0.4846E+00 0.8138E-01           1352700801133 
         8.        10.      103.8 0.4665E+00 0.7986E-01           1352700801134 
         8.        10.      104.3 0.5071E+00 0.8344E-01           1352700801135 
         8.        10.      104.8 0.3718E+00 0.7138E-01           1352700801136 
         8.        10.      105.3 0.3538E+00 0.6978E-01           1352700801137 
         8.        10.      105.8 0.2958E+00 0.6406E-01           1352700801138 
         8.        10.      106.3 0.3958E+00 0.7404E-01           1352700801139 
         8.        10.      106.8 0.4769E+00 0.8160E-01           1352700801140 
         8.        10.      107.3 0.2792E+00 0.6210E-01           1352700801141 
         8.        10.      107.8 0.3002E+00 0.6465E-01           1352700801142 
         8.        10.      108.3 0.5024E+00 0.8447E-01           1352700801143 
         8.        10.      108.8 0.2825E+00 0.6302E-01           1352700801144 
         8.        10.      109.3 0.3040E+00 0.6537E-01           1352700801145 
         8.        10.      109.8 0.1831E+00 0.5073E-01           1352700801146 
         8.        10.      110.3 0.0000E+00 0.0000E+00           1352700801147 
        10.        12.       -2.7 0.0000E+00 0.0000E+00           1352700801148 
        10.        12.       -2.2 0.0000E+00 0.0000E+00           1352700801149 
        10.        12.       -1.7 0.0000E+00 0.0000E+00           1352700801150 
        10.        12.       -1.2 0.1013E+00 0.4203E-01           1352700801151 
        10.        12.       -0.7 0.2536E-01 0.2097E-01           1352700801152 
        10.        12.       -0.2 0.1777E+00 0.5589E-01           1352700801153 
        10.        12.        0.3 0.2286E+00 0.6354E-01           1352700801154 
        10.        12.        0.8 0.3303E+00 0.7662E-01           1352700801155 
        10.        12.        1.3 0.5083E+00 0.9607E-01           1352700801156 
        10.        12.        1.8 0.7882E+00 0.1202E+00           1352700801157 
        10.        12.        2.3 0.4071E+00 0.8557E-01           1352700801158 
        10.        12.        2.8 0.7381E+00 0.1158E+00           1352700801159 
        10.        12.        3.3 0.3565E+00 0.8021E-01           1352700801160 
        10.        12.        3.8 0.5859E+00 0.1031E+00           1352700801161 
        10.        12.        4.3 0.3568E+00 0.7996E-01           1352700801162 
        10.        12.        4.8 0.8159E+00 0.1220E+00           1352700801163 
        10.        12.        5.3 0.7075E+00 0.1137E+00           1352700801164 
        10.        12.        5.8 0.4594E+00 0.9109E-01           1352700801165 
        10.        12.        6.3 0.4085E+00 0.8621E-01           1352700801166 
        10.        12.        6.8 0.6130E+00 0.1055E+00           1352700801167 
        10.        12.        7.3 0.7155E+00 0.1143E+00           1352700801168 
        10.        12.        7.8 0.8692E+00 0.1265E+00           1352700801169 
        10.        12.        8.3 0.1125E+01 0.1447E+00           1352700801170 
        10.        12.        8.8 0.1382E+01 0.1610E+00           1352700801171 
        10.        12.        9.3 0.1177E+01 0.1480E+00           1352700801172 
        10.        12.        9.8 0.1460E+01 0.1657E+00           1352700801173 
        10.        12.       10.3 0.1229E+01 0.1515E+00           1352700801174 
        10.        12.       10.8 0.1511E+01 0.1689E+00           1352700801175 
        10.        12.       11.3 0.1383E+01 0.1610E+00           1352700801176 
        10.        12.       11.8 0.1050E+01 0.1395E+00           1352700801177 
        10.        12.       12.3 0.1222E+01 0.1513E+00           1352700801178 
