ENTRY            13527   19951218                             00001352700000001 
SUBENT        13527001   19951218                             00001352700100001 
BIB                 13         22                                 1352700100002 
INSTITUTE  (1USALAS,1USAOHO,1USADAV,1USATNL,2SWDUPP)              1352700100003 
REFERENCE  (J,PR/C,45,1791,9204)                                  1352700100004 
AUTHOR     (B.K.PARK,J.RAPAPORT,J.L.ULLMANN,A.G.LING,D.S.SORENSON,1352700100005 
           F.P.BRADY,J.L.ROMERO,C.R.HOWELL,W.TORNOW,C.T.RONNQVIST)1352700100006 
TITLE      Gamow-Teller and dipole strength distribution in       1352700100007 
            40Ca(n,p)40K reaction.                                1352700100008 
FACILITY   (MESON) LAMPF-WNR                                      1352700100009 
INC-SOURCE White neutron source, spallation neutrons from 800 MeV 1352700100010 
            protons on tungsten                                   1352700100011 
SAMPLE     Natural calcium in multi-target array.                 1352700100012 
DETECTOR   (MWPC) 4 single-plane multiwire proportional counters. 1352700100013 
           (CSICR) To measure energy of detected protons          1352700100014 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG)                                1352700100015 
CORRECTION Corrected for:                                         1352700100016 
           - background                                           1352700100017 
           - misidentification of events due to target chamber    1352700100018 
             inefficiencies                                       1352700100019 
           - angular resolution                                   1352700100020 
ERR-ANALYS (DATA-ERR) statistical uncertainty                     1352700100021 
STATUS     Data received by electronic file transfer, 96/8/6.     1352700100022 
           (APRVD) Approved by B. Park, 96/9/13                   1352700100023 
HISTORY    (911219C)                                              1352700100024 
ENDBIB              22          0                                 1352700100025 
NOCOMMON             0          0                                 1352700100026 
ENDSUBENT           25          0                                 1352700199999 
SUBENT        13527002   19951218                             00001352700200001 
BIB                  1          1                                 1352700200002 
REACTION   (20-CA-40(N,P)19-K-40,,DA/DE)                          1352700200003 
ENDBIB               1          0                                 1352700200004 
COMMON               2          3                                 1352700200005 
EN-MIN     EN-MAX                                                 1352700200006 
MEV        MEV                                                    1352700200007 
 60.        70.                                                   1352700200008 
ENDCOMMON            3          0                                 1352700200009 
DATA                 5        419                                 1352700200010 
ANG-MIN    ANG-MAX    E-EXC      DATA       DATA-ERR              1352700200011 
         2.         4.       20.3 0.1326E+01 0.8389E-01           1352700600217 
         2.         4.       20.8 0.1170E+01 0.7860E-01           1352700600218 
         2.         4.       21.3 0.1229E+01 0.8073E-01           1352700600219 
         2.         4.       21.8 0.1218E+01 0.8028E-01           1352700600220 
         2.         4.       22.3 0.1024E+01 0.7343E-01           1352700600221 
         2.         4.       22.8 0.1147E+01 0.7788E-01           1352700600222 
         2.         4.       23.3 0.1058E+01 0.7454E-01           1352700600223 
         2.         4.       23.8 0.1243E+01 0.8106E-01           1352700600224 
         2.         4.       24.3 0.1311E+01 0.8331E-01           1352700600225 
         2.         4.       24.8 0.1158E+01 0.7812E-01           1352700600226 
         2.         4.       25.3 0.7508E+00 0.6257E-01           1352700600227 
         2.         4.       25.8 0.1295E+01 0.8280E-01           1352700600228 
         2.         4.       26.3 0.1328E+01 0.8383E-01           1352700600229 
         2.         4.       26.8 0.1109E+01 0.7634E-01           1352700600230 
         2.         4.       27.3 0.1274E+01 0.8206E-01           1352700600231 
         2.         4.       27.8 0.1301E+01 0.8289E-01           1352700600232 
         2.         4.       28.3 0.9929E+00 0.7204E-01           1352700600233 
         2.         4.       28.8 0.1020E+01 0.7326E-01           1352700600234 
         2.         4.       29.3 0.1333E+01 0.8394E-01           1352700600235 
         2.         4.       29.8 0.1166E+01 0.7829E-01           1352700600236 
         2.         4.       30.3 0.9310E+00 0.6978E-01           1352700600237 
         2.         4.       30.8 0.1026E+01 0.7323E-01           1352700600238 
         2.         4.       31.3 0.1308E+01 0.8307E-01           1352700600239 
         2.         4.       31.8 0.1026E+01 0.7326E-01           1352700600240 
         2.         4.       32.3 0.1053E+01 0.7426E-01           1352700600241 
         2.         4.       32.8 0.1333E+01 0.8386E-01           1352700600242 
         2.         4.       33.3 0.1271E+01 0.8188E-01           1352700600243 
         2.         4.       33.8 0.1322E+01 0.8354E-01           1352700600244 
         2.         4.       34.3 0.1126E+01 0.7686E-01           1352700600245 
         2.         4.       34.8 0.1194E+01 0.7917E-01           1352700600246 
         2.         4.       35.3 0.1068E+01 0.7493E-01           1352700600247 
         2.         4.       35.8 0.9727E+00 0.7121E-01           1352700600248 
         2.         4.       36.3 0.1070E+01 0.7485E-01           1352700600249 
         2.         4.       36.8 0.1053E+01 0.7423E-01           1352700600250 
         2.         4.       37.3 0.9875E+00 0.7181E-01           1352700600251 
         2.         4.       37.8 0.1132E+01 0.7710E-01           1352700600252 
         2.         4.       38.3 0.1078E+01 0.7514E-01           1352700600253 
         2.         4.       38.8 0.1250E+01 0.8113E-01           1352700600254 
         2.         4.       39.3 0.9753E+00 0.7146E-01           1352700600255 
         2.         4.       39.8 0.1005E+01 0.7247E-01           1352700600256 
         2.         4.       40.3 0.1140E+01 0.7736E-01           1352700600257 
         2.         4.       40.8 0.1196E+01 0.7931E-01           1352700600258 
         2.         4.       41.3 0.1104E+01 0.7611E-01           1352700600259 
         2.         4.       41.8 0.1230E+01 0.8054E-01           1352700600260 
         2.         4.       42.3 0.1137E+01 0.7729E-01           1352700600261 
         2.         4.       42.8 0.1201E+01 0.7955E-01           1352700600262 
         2.         4.       43.3 0.1098E+01 0.7588E-01           1352700600263 
         2.         4.       43.8 0.1047E+01 0.7408E-01           1352700600264 
         2.         4.       44.3 0.1109E+01 0.7630E-01           1352700600265 
         2.         4.       44.8 0.1250E+01 0.8125E-01           1352700600266 
         2.         4.       45.3 0.1368E+01 0.8505E-01           1352700600267 
         2.         4.       45.8 0.1060E+01 0.7448E-01           1352700600268 
         2.         4.       46.3 0.1148E+01 0.7767E-01           1352700600269 
         2.         4.       46.8 0.1157E+01 0.7799E-01           1352700600270 
         2.         4.       47.3 0.9245E+00 0.6949E-01           1352700600271 
         2.         4.       47.8 0.1219E+01 0.8011E-01           1352700600272 
         2.         4.       48.3 0.1197E+01 0.7941E-01           1352700600273 
         2.         4.       48.8 0.1148E+01 0.7771E-01           1352700600274 
         2.         4.       49.3 0.1022E+01 0.7315E-01           1352700600275 
         2.         4.       49.8 0.1163E+01 0.7822E-01           1352700600276 
         2.         4.       50.3 0.1159E+01 0.7810E-01           1352700600277 
         2.         4.       50.8 0.1031E+01 0.7360E-01           1352700600278 
         2.         4.       51.3 0.1137E+01 0.7735E-01           1352700600279 
         2.         4.       51.8 0.1241E+01 0.8089E-01           1352700600280 
         2.         4.       52.3 0.9319E+00 0.6974E-01           1352700600281 
         2.         4.       52.8 0.1258E+01 0.8146E-01           1352700600282 
         2.         4.       53.3 0.1304E+01 0.8299E-01           1352700600283 
         2.         4.       53.8 0.1143E+01 0.7751E-01           1352700600284 
         2.         4.       54.3 0.1177E+01 0.7867E-01           1352700600285 
         2.         4.       54.8 0.1101E+01 0.7608E-01           1352700600286 
         2.         4.       55.3 0.1163E+01 0.7823E-01           1352700600287 
         2.         4.       55.8 0.8973E+00 0.6856E-01           1352700600288 
         2.         4.       56.3 0.1342E+01 0.8425E-01           1352700600289 
         2.         4.       56.8 0.1258E+01 0.8147E-01           1352700600290 
         2.         4.       57.3 0.1031E+01 0.7347E-01           1352700600291 
         2.         4.       57.8 0.1087E+01 0.7552E-01           1352700600292 
         2.         4.       58.3 0.1069E+01 0.7490E-01           1352700600293 
         2.         4.       58.8 0.1023E+01 0.7316E-01           1352700600294 
         2.         4.       59.3 0.1027E+01 0.7329E-01           1352700600295 
         2.         4.       59.8 0.9427E+00 0.7015E-01           1352700600296 
         2.         4.       60.3 0.9961E+00 0.7216E-01           1352700600297 
         2.         4.       60.8 0.9629E+00 0.7092E-01           1352700600298 
         2.         4.       61.3 0.8823E+00 0.6778E-01           1352700600299 
         2.         4.       61.8 0.8750E+00 0.6751E-01           1352700600300 
         2.         4.       62.3 0.6442E+00 0.5779E-01           1352700600301 
         2.         4.       62.8 0.6863E+00 0.5971E-01           1352700600302 
         2.         4.       63.3 0.6130E+00 0.5622E-01           1352700600303 
         2.         4.       63.8 0.6351E+00 0.5726E-01           1352700600304 
         2.         4.       64.3 0.8368E+00 0.6597E-01           1352700600305 
         2.         4.       64.8 0.6407E+00 0.5752E-01           1352700600306 
         2.         4.       65.3 0.6848E+00 0.5953E-01           1352700600307 
         2.         4.       65.8 0.5160E+00 0.5143E-01           1352700600308 
         2.         4.       66.3 0.4774E+00 0.4958E-01           1352700600309 
         2.         4.       66.8 0.4647E+00 0.4880E-01           1352700600310 
         2.         4.       67.3 0.5730E+00 0.5429E-01           1352700600311 
         2.         4.       67.8 0.3106E+00 0.3986E-01           1352700600312 
         2.         4.       68.3 0.2665E+00 0.3680E-01           1352700600313 
         2.         4.       68.8 0.3308E+00 0.4097E-01           1352700600314 
         2.         4.       69.3 0.3107E+00 0.3974E-01           1352700600315 
         2.         4.       69.8 0.2721E+00 0.3719E-01           1352700600316 
         2.         4.       70.3 0.2721E+00 0.3721E-01           1352700600317 
         2.         4.       70.8 0.3090E+00 0.3959E-01           1352700600318 
         2.         4.       71.3 0.3458E+00 0.4194E-01           1352700600319 
         2.         4.       71.8 0.2649E+00 0.3661E-01           1352700600320 
         2.         4.       72.3 0.1546E+00 0.2790E-01           1352700600321 
         2.         4.       72.8 0.1988E+00 0.3164E-01           1352700600322 
         2.         4.       73.3 0.1399E+00 0.2649E-01           1352700600323 
         2.         4.       73.8 0.1179E+00 0.2432E-01           1352700600324 
         2.         4.       74.3 0.8842E-01 0.2099E-01           1352700600325 
         2.         4.       74.8 0.7370E-01 0.1922E-01           1352700600326 
         2.         4.       75.3 0.5897E-01 0.1717E-01           1352700600327 
         2.         4.       75.8 0.2212E-01 0.1048E-01           1352700600328 
         2.         4.       76.3 0.1475E-01 0.8542E-02           1352700600329 
         4.         6.       -2.7 0.1246E+00 0.2570E-01           1352700600330 
         4.         6.       -2.2 0.1791E+00 0.3097E-01           1352700600331 
         4.         6.       -1.7 0.1168E+00 0.2503E-01           1352700600332 
         4.         6.       -1.2 0.1013E+00 0.2322E-01           1352700600333 
         4.         6.       -0.7 0.1435E+00 0.2766E-01           1352700600334 
         4.         6.       -0.2 0.3506E+00 0.4350E-01           1352700600335 
         4.         6.        0.3 0.5767E+00 0.5607E-01           1352700600336 
         4.         6.        0.8 0.6112E+00 0.5780E-01           1352700600337 
         4.         6.        1.3 0.8452E+00 0.6824E-01           1352700600338 
         4.         6.        1.8 0.6550E+00 0.5986E-01           1352700600339 
         4.         6.        2.3 0.4868E+00 0.5150E-01           1352700600340 
         4.         6.        2.8 0.5103E+00 0.5273E-01           1352700600341 
         4.         6.        3.3 0.4089E+00 0.4705E-01           1352700600342 
         4.         6.        3.8 0.3778E+00 0.4519E-01           1352700600343 
         4.         6.        4.3 0.4481E+00 0.4932E-01           1352700600344 
         4.         6.        4.8 0.3981E+00 0.4652E-01           1352700600345 
         4.         6.        5.3 0.5732E+00 0.5611E-01           1352700600346 
         4.         6.        5.8 0.4393E+00 0.4890E-01           1352700600347 
         4.         6.        6.3 0.5812E+00 0.5643E-01           1352700600348 
         4.         6.        6.8 0.5345E+00 0.5418E-01           1352700600349 
         4.         6.        7.3 0.8985E+00 0.7053E-01           1352700600350 
         4.         6.        7.8 0.1011E+01 0.7499E-01           1352700600351 
         4.         6.        8.3 0.1148E+01 0.8021E-01           1352700600352 
         4.         6.        8.8 0.1265E+01 0.8426E-01           1352700600353 
         4.         6.        9.3 0.1228E+01 0.8305E-01           1352700600354 
         4.         6.        9.8 0.1438E+01 0.9010E-01           1352700600355 
         4.         6.       10.3 0.1485E+01 0.9161E-01           1352700600356 
         4.         6.       10.8 0.1488E+01 0.9180E-01           1352700600357 
         4.         6.       11.3 0.1472E+01 0.9127E-01           1352700600358 
         4.         6.       11.8 0.1929E+01 0.1050E+00           1352700600359 
         4.         6.       12.3 0.1913E+01 0.1046E+00           1352700600360 
         4.         6.       12.8 0.1916E+01 0.1046E+00           1352700600361 
         4.         6.       13.3 0.1197E+01 0.8226E-01           1352700600362 
         4.         6.       13.8 0.1644E+01 0.9678E-01           1352700600363 
         4.         6.       14.3 0.1703E+01 0.9834E-01           1352700600364 
         4.         6.       14.8 0.1929E+01 0.1048E+00           1352700600365 
         4.         6.       15.3 0.1578E+01 0.9435E-01           1352700600366 
         4.         6.       15.8 0.1655E+01 0.9674E-01           1352700600367 
         4.         6.       16.3 0.1637E+01 0.9613E-01           1352700600368 
         4.         6.       16.8 0.1273E+01 0.8445E-01           1352700600369 
         4.         6.       17.3 0.1304E+01 0.8537E-01           1352700600370 
         4.         6.       17.8 0.1503E+01 0.9193E-01           1352700600371 
         4.         6.       18.3 0.1271E+01 0.8420E-01           1352700600372 
         4.         6.       18.8 0.1353E+01 0.8694E-01           1352700600373 
         4.         6.       19.3 0.1250E+01 0.8339E-01           1352700600374 
         4.         6.       19.8 0.1220E+01 0.8229E-01           1352700600375 
         4.         6.       20.3 0.1339E+01 0.8639E-01           1352700600376 
         4.         6.       20.8 0.1213E+01 0.8210E-01           1352700600377 
         4.         6.       21.3 0.1128E+01 0.7903E-01           1352700600378 
         4.         6.       21.8 0.1637E+01 0.9591E-01           1352700600379 
         4.         6.       22.3 0.1203E+01 0.8194E-01           1352700600380 
         4.         6.       22.8 0.1362E+01 0.8722E-01           1352700600381 
         4.         6.       23.3 0.1441E+01 0.8974E-01           1352700600382 
         4.         6.       23.8 0.1346E+01 0.8665E-01           1352700600383 
         4.         6.       24.3 0.1280E+01 0.8439E-01           1352700600384 
         4.         6.       24.8 0.1492E+01 0.9143E-01           1352700600385 
         4.         6.       25.3 0.1574E+01 0.9401E-01           1352700600386 
         4.         6.       25.8 0.1262E+01 0.8390E-01           1352700600387 
         4.         6.       26.3 0.1606E+01 0.9505E-01           1352700600388 
         4.         6.       26.8 0.1548E+01 0.9326E-01           1352700600389 
         4.         6.       27.3 0.1162E+01 0.8045E-01           1352700600390 
         4.         6.       27.8 0.1503E+01 0.9189E-01           1352700600391 
         4.         6.       28.3 0.1320E+01 0.8588E-01           1352700600392 
         4.         6.       28.8 0.1060E+01 0.7665E-01           1352700600393 
         4.         6.       29.3 0.1230E+01 0.8292E-01           1352700600394 
         4.         6.       29.8 0.1184E+01 0.8123E-01           1352700600395 
         4.         6.       30.3 0.1486E+01 0.9144E-01           1352700600396 
         4.         6.       30.8 0.1408E+01 0.8890E-01           1352700600397 
         4.         6.       31.3 0.1225E+01 0.8272E-01           1352700600398 
         4.         6.       31.8 0.1267E+01 0.8424E-01           1352700600399 
         4.         6.       32.3 0.1189E+01 0.8138E-01           1352700600400 
         4.         6.       32.8 0.1107E+01 0.7852E-01           1352700600401 
         4.         6.       33.3 0.1072E+01 0.7713E-01           1352700600402 
         4.         6.       33.8 0.1232E+01 0.8291E-01           1352700600403 
         4.         6.       34.3 0.1544E+01 0.9321E-01           1352700600404 
         4.         6.       34.8 0.1181E+01 0.8107E-01           1352700600405 
         4.         6.       35.3 0.1509E+01 0.9206E-01           1352700600406 
         4.         6.       35.8 0.1057E+01 0.7663E-01           1352700600407 
         4.         6.       36.3 0.1250E+01 0.8346E-01           1352700600408 
         4.         6.       36.8 0.1406E+01 0.8873E-01           1352700600409 
         4.         6.       37.3 0.1529E+01 0.9265E-01           1352700600410 
         4.         6.       37.8 0.1536E+01 0.9293E-01           1352700600411 
         4.         6.       38.3 0.1337E+01 0.8647E-01           1352700600412 
         4.         6.       38.8 0.1446E+01 0.9000E-01           1352700600413 
         4.         6.       39.3 0.1356E+01 0.8701E-01           1352700600414 
         4.         6.       39.8 0.1334E+01 0.8618E-01           1352700600415 
         4.         6.       40.3 0.1322E+01 0.8582E-01           1352700600416 
         4.         6.       40.8 0.1264E+01 0.8379E-01           1352700600417 
         4.         6.       41.3 0.1299E+01 0.8500E-01           1352700600418 
         4.         6.       41.8 0.1162E+01 0.8022E-01           1352700600419 
         4.         6.       42.3 0.1390E+01 0.8804E-01           1352700600420 
         4.         6.       42.8 0.1498E+01 0.9147E-01           1352700600421 
         4.         6.       43.3 0.1525E+01 0.9232E-01           1352700600422 
         4.         6.       43.8 0.1414E+01 0.8889E-01           1352700600423 
         4.         6.       44.3 0.1515E+01 0.9198E-01           1352700600424 
         4.         6.       44.8 0.1630E+01 0.9548E-01           1352700600425 
         4.         6.       45.3 0.1466E+01 0.9037E-01           1352700600426 
         4.         6.       45.8 0.1442E+01 0.8955E-01           1352700600427 
         4.         6.       46.3 0.1545E+01 0.9283E-01           1352700600428 
         4.         6.       46.8 0.1552E+01 0.9301E-01           1352700600429 
         4.         6.       47.3 0.1281E+01 0.8416E-01           1352700600430 
         4.         6.       47.8 0.1553E+01 0.9302E-01           1352700600431 
         4.         6.       48.3 0.1615E+01 0.9485E-01           1352700600432 
         4.         6.       48.8 0.1378E+01 0.8735E-01           1352700600433 
         4.         6.       49.3 0.1526E+01 0.9201E-01           1352700600434 
         4.         6.       49.8 0.1353E+01 0.8657E-01           1352700600435 
         4.         6.       50.3 0.1237E+01 0.8247E-01           1352700600436 
         4.         6.       50.8 0.1535E+01 0.9220E-01           1352700600437 
         4.         6.       51.3 0.1404E+01 0.8795E-01           1352700600438 
         4.         6.       51.8 0.1337E+01 0.8591E-01           1352700600439 
         4.         6.       52.3 0.1690E+01 0.9683E-01           1352700600440 
         4.         6.       52.8 0.1867E+01 0.1020E+00           1352700600441 
         4.         6.       53.3 0.1346E+01 0.8594E-01           1352700600442 
         4.         6.       53.8 0.1549E+01 0.9247E-01           1352700600443 
         4.         6.       54.3 0.1379E+01 0.8701E-01           1352700600444 
         4.         6.       54.8 0.1205E+01 0.8103E-01           1352700600445 
         4.         6.       55.3 0.1235E+01 0.8204E-01           1352700600446 
         4.         6.       55.8 0.1413E+01 0.8803E-01           1352700600447 
         4.         6.       56.3 0.1566E+01 0.9280E-01           1352700600448 
         4.         6.       56.8 0.1385E+01 0.8702E-01           1352700600449 
         4.         6.       57.3 0.1327E+01 0.8514E-01           1352700600450 
         4.         6.       57.8 0.1205E+01 0.8107E-01           1352700600451 
         4.         6.       58.3 0.1188E+01 0.8024E-01           1352700600452 
         4.         6.       58.8 0.1146E+01 0.7892E-01           1352700600453 
         4.         6.       59.3 0.1222E+01 0.8134E-01           1352700600454 
         4.         6.       59.8 0.1133E+01 0.7821E-01           1352700600455 
         4.         6.       60.3 0.1000E+01 0.7329E-01           1352700600456 
         4.         6.       60.8 0.8826E+00 0.6875E-01           1352700600457 
         4.         6.       61.3 0.1182E+01 0.7990E-01           1352700600458 
         4.         6.       61.8 0.7706E+00 0.6428E-01           1352700600459 
         4.         6.       62.3 0.8998E+00 0.6943E-01           1352700600460 
         4.         6.       62.8 0.9827E+00 0.7264E-01           1352700600461 
         4.         6.       63.3 0.7931E+00 0.6509E-01           1352700600462 
         4.         6.       63.8 0.8352E+00 0.6677E-01           1352700600463 
         4.         6.       64.3 0.8849E+00 0.6874E-01           1352700600464 
         4.         6.       64.8 0.7148E+00 0.6165E-01           1352700600465 
         4.         6.       65.3 0.6848E+00 0.6027E-01           1352700600466 
         4.         6.       65.8 0.6743E+00 0.5984E-01           1352700600467 
         4.         6.       66.3 0.8825E+00 0.6870E-01           1352700600468 
         4.         6.       66.8 0.7319E+00 0.6240E-01           1352700600469 
         4.         6.       67.3 0.5497E+00 0.5399E-01           1352700600470 
         4.         6.       67.8 0.4140E+00 0.4663E-01           1352700600471 
         4.         6.       68.3 0.5124E+00 0.5198E-01           1352700600472 
         4.         6.       68.8 0.6197E+00 0.5732E-01           1352700600473 
         4.         6.       69.3 0.3693E+00 0.4408E-01           1352700600474 
         4.         6.       69.8 0.3329E+00 0.4181E-01           1352700600475 
         4.         6.       70.3 0.4574E+00 0.4916E-01           1352700600476 
         4.         6.       70.8 0.2531E+00 0.3631E-01           1352700600477 
         4.         6.       71.3 0.3367E+00 0.4201E-01           1352700600478 
         4.         6.       71.8 0.3110E+00 0.4032E-01           1352700600479 
         4.         6.       72.3 0.2733E+00 0.3778E-01           1352700600480 
         4.         6.       72.8 0.2128E+00 0.3330E-01           1352700600481 
         4.         6.       73.3 0.2130E+00 0.3333E-01           1352700600482 
         4.         6.       73.8 0.1751E+00 0.3016E-01           1352700600483 
         4.         6.       74.3 0.1524E+00 0.2812E-01           1352700600484 
         4.         6.       74.8 0.9154E-01 0.2182E-01           1352700600485 
         4.         6.       75.3 0.5345E-01 0.1657E-01           1352700600486 
         4.         6.       75.8 0.3821E-01 0.1401E-01           1352700600487 
         4.         6.       76.3 0.7651E-02 0.6265E-02           1352700600488 
         4.         6.       76.8 0.1532E-01 0.8871E-02           1352700600489 
         6.         8.       -2.7 0.4861E-01 0.1994E-01           1352700600490 
         6.         8.       -2.2 0.2431E-01 0.1410E-01           1352700600491 
         6.         8.       -1.7 0.2310E+00 0.4408E-01           1352700600492 
         6.         8.       -1.2 0.6471E-01 0.2318E-01           1352700600493 
         6.         8.       -0.7 0.1095E+00 0.3026E-01           1352700600494 
         6.         8.       -0.2 0.1460E+00 0.3492E-01           1352700600495 
         6.         8.        0.3 0.2921E+00 0.4973E-01           1352700600496 
         6.         8.        0.8 0.7425E+00 0.7982E-01           1352700600497 
         6.         8.        1.3 0.8682E+00 0.8674E-01           1352700600498 
         6.         8.        1.8 0.7670E+00 0.8117E-01           1352700600499 
         6.         8.        2.3 0.6370E+00 0.7398E-01           1352700600500 
         6.         8.        2.8 0.3774E+00 0.5651E-01           1352700600501 
         6.         8.        3.3 0.3935E+00 0.5771E-01           1352700600502 
         6.         8.        3.8 0.3896E+00 0.5747E-01           1352700600503 
         6.         8.        4.3 0.2557E+00 0.4650E-01           1352700600504 
         6.         8.        4.8 0.4261E+00 0.6024E-01           1352700600505 
         6.         8.        5.3 0.4991E+00 0.6523E-01           1352700600506 
         6.         8.        5.8 0.5600E+00 0.6905E-01           1352700600507 
         6.         8.        6.3 0.5030E+00 0.6564E-01           1352700600508 
         6.         8.        6.8 0.8802E+00 0.8715E-01           1352700600509 
         6.         8.        7.3 0.6853E+00 0.7711E-01           1352700600510 
         6.         8.        7.8 0.1135E+01 0.9937E-01           1352700600511 
         6.         8.        8.3 0.1030E+01 0.9458E-01           1352700600512 
         6.         8.        8.8 0.1330E+01 0.1078E+00           1352700600513 
         6.         8.        9.3 0.1447E+01 0.1127E+00           1352700600514 
         6.         8.        9.8 0.1219E+01 0.1031E+00           1352700600515 
         6.         8.       10.3 0.1094E+01 0.9758E-01           1352700600516 
         6.         8.       10.8 0.1422E+01 0.1119E+00           1352700600517 
         6.         8.       11.3 0.1673E+01 0.1216E+00           1352700600518 
         6.         8.       11.8 0.2147E+01 0.1385E+00           1352700600519 
         6.         8.       12.3 0.2087E+01 0.1364E+00           1352700600520 
         6.         8.       12.8 0.1702E+01 0.1229E+00           1352700600521 
         6.         8.       13.3 0.1775E+01 0.1254E+00           1352700600522 
         6.         8.       13.8 0.1755E+01 0.1246E+00           1352700600523 
         6.         8.       14.3 0.1893E+01 0.1299E+00           1352700600524 
         6.         8.       14.8 0.1495E+01 0.1147E+00           1352700600525 
         6.         8.       15.3 0.1301E+01 0.1067E+00           1352700600526 
         6.         8.       15.8 0.1488E+01 0.1143E+00           1352700600527 
         6.         8.       16.3 0.1776E+01 0.1254E+00           1352700600528 
         6.         8.       16.8 0.1646E+01 0.1206E+00           1352700600529 
         6.         8.       17.3 0.1379E+01 0.1099E+00           1352700600530 
         6.         8.       17.8 0.1558E+01 0.1171E+00           1352700600531 
         6.         8.       18.3 0.9853E+00 0.9251E-01           1352700600532 
         6.         8.       18.8 0.1107E+01 0.9837E-01           1352700600533 
         6.         8.       19.3 0.1225E+01 0.1036E+00           1352700600534 
         6.         8.       19.8 0.1351E+01 0.1088E+00           1352700600535 
         6.         8.       20.3 0.1189E+01 0.1019E+00           1352700600536 
         6.         8.       20.8 0.1011E+01 0.9399E-01           1352700600537 
         6.         8.       21.3 0.1211E+01 0.1029E+00           1352700600538 
         6.         8.       21.8 0.1179E+01 0.1017E+00           1352700600539 
         6.         8.       22.3 0.1367E+01 0.1097E+00           1352700600540 
         6.         8.       22.8 0.1238E+01 0.1042E+00           1352700600541 
         6.         8.       23.3 0.9537E+00 0.9106E-01           1352700600542 
         6.         8.       23.8 0.1253E+01 0.1049E+00           1352700600543 
         6.         8.       24.3 0.1373E+01 0.1105E+00           1352700600544 
         6.         8.       24.8 0.1140E+01 0.1002E+00           1352700600545 
         6.         8.       25.3 0.1326E+01 0.1082E+00           1352700600546 
         6.         8.       25.8 0.1696E+01 0.1230E+00           1352700600547 
         6.         8.       26.3 0.9678E+00 0.9231E-01           1352700600548 
         6.         8.       26.8 0.1252E+01 0.1054E+00           1352700600549 
         6.         8.       27.3 0.1315E+01 0.1082E+00           1352700600550 
         6.         8.       27.8 0.1230E+01 0.1044E+00           1352700600551 
         6.         8.       28.3 0.1149E+01 0.1009E+00           1352700600552 
         6.         8.       28.8 0.8660E+00 0.8722E-01           1352700600553 
         6.         8.       29.3 0.1264E+01 0.1066E+00           1352700600554 
         6.         8.       29.8 0.1216E+01 0.1041E+00           1352700600555 
         6.         8.       30.3 0.1544E+01 0.1178E+00           1352700600556 
         6.         8.       30.8 0.1254E+01 0.1058E+00           1352700600557 
         6.         8.       31.3 0.1296E+01 0.1076E+00           1352700600558 
         6.         8.       31.8 0.1147E+01 0.1015E+00           1352700600559 
         6.         8.       32.3 0.1479E+01 0.1152E+00           1352700600560 
         6.         8.       32.8 0.1288E+01 0.1073E+00           1352700600561 
         6.         8.       33.3 0.1404E+01 0.1121E+00           1352700600562 
         6.         8.       33.8 0.1279E+01 0.1070E+00           1352700600563 
         6.         8.       34.3 0.1416E+01 0.1126E+00           1352700600564 
         6.         8.       34.8 0.9102E+00 0.8951E-01           1352700600565 
         6.         8.       35.3 0.1080E+01 0.9798E-01           1352700600566 
         6.         8.       35.8 0.1282E+01 0.1075E+00           1352700600567 
         6.         8.       36.3 0.1352E+01 0.1099E+00           1352700600568 
         6.         8.       36.8 0.1558E+01 0.1182E+00           1352700600569 
         6.         8.       37.3 0.1218E+01 0.1041E+00           1352700600570 
         6.         8.       37.8 0.1367E+01 0.1103E+00           1352700600571 
         6.         8.       38.3 0.1555E+01 0.1180E+00           1352700600572 
         6.         8.       38.8 0.1612E+01 0.1202E+00           1352700600573 
         6.         8.       39.3 0.1161E+01 0.1014E+00           1352700600574 
         6.         8.       39.8 0.1359E+01 0.1099E+00           1352700600575 
         6.         8.       40.3 0.1276E+01 0.1064E+00           1352700600576 
         6.         8.       40.8 0.9921E+00 0.9360E-01           1352700600577 
         6.         8.       41.3 0.1299E+01 0.1074E+00           1352700600578 
         6.         8.       41.8 0.1613E+01 0.1203E+00           1352700600579 
         6.         8.       42.3 0.1623E+01 0.1207E+00           1352700600580 
         6.         8.       42.8 0.1459E+01 0.1144E+00           1352700600581 
         6.         8.       43.3 0.1328E+01 0.1090E+00           1352700600582 
         6.         8.       43.8 0.1632E+01 0.1212E+00           1352700600583 
         6.         8.       44.3 0.1385E+01 0.1114E+00           1352700600584 
         6.         8.       44.8 0.1257E+01 0.1064E+00           1352700600585 
         6.         8.       45.3 0.1189E+01 0.1032E+00           1352700600586 
         6.         8.       45.8 0.1307E+01 0.1082E+00           1352700600587 
         6.         8.       46.3 0.1355E+01 0.1104E+00           1352700600588 
         6.         8.       46.8 0.1060E+01 0.9730E-01           1352700600589 
         6.         8.       47.3 0.1337E+01 0.1098E+00           1352700600590 
         6.         8.       47.8 0.1448E+01 0.1146E+00           1352700600591 
         6.         8.       48.3 0.1602E+01 0.1208E+00           1352700600592 
         6.         8.       48.8 0.1596E+01 0.1208E+00           1352700600593 
         6.         8.       49.3 0.1645E+01 0.1227E+00           1352700600594 
         6.         8.       49.8 0.1129E+01 0.1009E+00           1352700600595 
         6.         8.       50.3 0.1354E+01 0.1110E+00           1352700600596 
