ENTRY            10734   20101027                             13681073400000001 
SUBENT        10734001   20101027                             13681073400100001 
BIB                 12         42                                 1073400100002 
INSTITUTE  (1USAANL)                                              1073400100003 
REFERENCE  (J,NSE,68,360,197812)                                  1073400100004 
           (R,ANL-NDM-83,198310) revisions.                       1073400100005 
AUTHOR     (J.W.Meadows)                                          1073400100006 
TITLE      The Fission Cross Sections of Plutonium-239 and        1073400100007 
            Plutonium-242 Relative to Uranium-235 from 0.1 to 10  1073400100008 
            MeV.                                                  1073400100009 
FACILITY   (DYNAM,1USAANL) Fast neutron generator                 1073400100010 
INC-SOURCE (P-LI7) Protons on lithium metal targets evaporated    1073400100011 
            onto Ta cups for neutron energies to 5 MeV.           1073400100012 
           (D-D) Deuterium gas target 2-cm long at 2 atm pressure 1073400100013 
            for neutron energies above 5 MeV.                     1073400100014 
INC-SPECT  Energy resolution refers to one-half full energy       1073400100015 
            spread.  Probable error in median energy about 20%    1073400100016 
            delta E.                                              1073400100017 
METHOD     Pulsed beam and fast timing used to reduce and         1073400100018 
            measure time independent background.                  1073400100019 
DETECTOR   (IOCH) Samples back-to-back in low mass double         1073400100020 
            ionization chamber using methane as counter gas       1073400100021 
            placed 5 cm from neutron source.                      1073400100022 
CORRECTION Corrected for:                                         1073400100023 
            . second 7Li(p,n) group,                              1073400100024 
            . 7Li and d break-up neutrons,                        1073400100025 
            . scattering in detector and neutron source assembly, 1073400100026 
            . pulse-height distribution below bias level.         1073400100027 
           Sample geometry differences eliminated by measurements 1073400100028 
            in both detector orientations. Momentum effects       1073400100029 
            reduced by same procedure. Corrections made for       1073400100030 
            remaining momentum effects, deposit thickness and     1073400100031 
            fragment angular distributions.                       1073400100032 
           Background from (d,n) reactions with gas target        1073400100033 
            assembly measured with empty gas cell.                1073400100034 
STATUS     (TABLE) Data taken from ANL-NDM-83.                    1073400100035 
           (APRVD) J.W.Meadows, 1984/3/2.                         1073400100036 
HISTORY    (19780404C)                                            1073400100037 
           (19781107U) BIB corrections                            1073400100038 
           (19790110A) Reference update. BIB correction.          1073400100039 
           (19831230A) Revised as per ANL-NDM-83.                 1073400100040 
           (20090911A) VM:Updated to new date formats,lower case. 1073400100041 
                       BIB updates.                               1073400100042 
           (20101027A) VM: 242Pu data moved from data set 10749.  1073400100043 
                       BIB updates.                               1073400100044 
ENDBIB              42          0                                 1073400100045 
NOCOMMON             0          0                                 1073400100046 
ENDSUBENT           45          0                                 1073400199999 
SUBENT        10734002   20101027                             13681073400200001 
BIB                  5         28                                 1073400200002 
REACTION  1((94-PU-239(N,F),,SIG)/(92-U-235(N,F),,SIG))           1073400200003 
          2(94-PU-239(N,F),,SIG)                                  1073400200004 
SAMPLE     Samples deposited on 0.25-mm thick stainless steel     1073400200005 
            or 0.12-mm thick Mo plates by electrodeposition or    1073400200006 
            vacuum evaporation.  Mass ratios measured by relative 1073400200007 
            thermal fission rates of 235U sample and high purity  1073400200008 
            239Pu sample. Also measured by absolute alpha         1073400200009 
            counting of 239Pu and 235U containing about 1% 234U.  1073400200010 
           Isotopic composition (in mole %): 239Pu (99.952),      1073400200011 
            240Pu (0.048).                                        1073400200012 
MONITOR    Ratios normalized between 2.2 and 3.0 MeV.             1073400200013 
          2(92-U-235(N,F),,SIG)                                   1073400200014 
ERR-ANALYS1(ERR-S) Statistical uncertainty.                       1073400200015 
           (ERR-T) Total uncertainty includes statistical errors  1073400200016 
            plus errors due to:                                   1073400200017 
            . 234U half life  (0.12%)                             1073400200018 
            . 239Pu half life            (0.05%)                  1073400200019 
            . 239Pu/235U thermal ratio   (0.25%)                  1073400200020 
            . isotope analysis           (0.19%)                  1073400200021 
            . alpha-counting system      (0.15%)                  1073400200022 
            . thickness correction       (0.19%)                  1073400200023 
            . extrapolation              (0.20%)                  1073400200024 
            . dead-time correction       (0.25%)                  1073400200025 
            . scattering correction      (0.30%)                  1073400200026 
            . secondary source reactions (20% of correction)      1073400200027 
            . error in neutron energy    (~20% of resolution)     1073400200028 
          2No uncertainties given.                                1073400200029 
HISTORY    (19790110A) BIB correction and addition.               1073400200030 
ENDBIB              28          0                                 1073400200031 
NOCOMMON             0          0                                 1073400200032 
DATA                 6         73                                 1073400200033 
EN         EN-RSL-FW  DATA      1ERR-S     1ERR-T     1DATA      21073400200034 
MEV        MEV        NO-DIM     PER-CENT   PER-CENT   B          1073400200035 
 0.146      0.020      0.968      0.90       1.28       1.417     1073400200036 
 0.172      0.019      1.107      1.28       1.57       1.572     1073400200037 
 0.197      0.019      1.094      0.90       1.29       1.511     1073400200038 
 0.220      0.018      1.131      1.34       1.62       1.519     1073400200039 
 0.247      0.017      1.157      0.88       1.25       1.510     1073400200040 
 0.268      0.017      1.215      1.28       1.56       1.559     1073400200041 
 0.268      0.058      1.191      0.99       1.62       1.529     1073400200042 
 0.294      0.022      1.266      1.34       1.62       1.602     1073400200043 
 0.311      0.016      1.260      1.38       1.63       1.583     1073400200044 
 0.323      0.066      1.264      0.99       1.65       1.580     1073400200045 
 0.336      0.016      1.256      1.42       1.66       1.561     1073400200046 
 0.348      0.016      1.308      1.46       1.69       1.617     1073400200047 
 0.384      0.062      1.286      0.98       1.46       1.565     1073400200048 
 0.391      0.062      1.340      1.49       1.83       1.625     1073400200049 
 0.452      0.060      1.346      0.94       1.36       1.592     1073400200050 
 0.500      0.046      1.372      0.91       1.28       1.601     1073400200051 
 0.550      0.045      1.393      0.94       1.27       1.609     1073400200052 
 0.598      0.055      1.428      0.80       1.22       1.635     1073400200053 
 0.650      0.054      1.418      1.04       1.40       1.616     1073400200054 
 0.687      0.053      1.422      1.71       1.95       1.618     1073400200055 
 0.746      0.052      1.480      1.05       1.37       1.683     1073400200056 
 0.795      0.050      1.546      1.81       2.00       1.760     1073400200057 
 0.846      0.049      1.511      1.06       1.39       1.732     1073400200058 
 0.877      0.080      1.499      1.86       2.11       1.736     1073400200059 
 0.943      0.047      1.431      1.51       1.74       1.712     1073400200060 
 0.980      0.047      1.432      1.49       1.70       1.743     1073400200061 
 0.993      0.046      1.472      0.94       1.25       1.794     1073400200062 
 1.045      0.045      1.416      1.77       1.95       1.721     1073400200063 
 1.099      0.044      1.443      0.93       1.26       1.753     1073400200064 
 1.140      0.074      1.480      0.95       1.32       1.799     1073400200065 
 1.196      0.043      1.467      0.93       1.25       1.789     1073400200066 
 1.234      0.072      1.497      0.95       1.34       1.829     1073400200067 
 1.332      0.070      1.559      0.95       1.31       1.921     1073400200068 
 1.429      0.067      1.603      1.41       1.64       1.992     1073400200069 
 1.526      0.065      1.581      1.41       1.64       1.984     1073400200070 
 1.622      0.063      1.544      1.45       1.36       1.957     1073400200071 
 1.720      0.061      1.503      1.43       1.65       1.924     1073400200072 
 1.818      0.059      1.555      1.47       1.68       2.005     1073400200073 
 1.893      0.120      1.550      1.19       1.44       2.005     1073400200074 
 1.924      0.056      1.551      1.46       1.67       2.009     1073400200075 
 2.021      0.054      1.609      1.74       1.92       2.089     1073400200076 
 2.232      0.111      1.554      0.68       1.07       2.005     1073400200077 
 2.476      0.106      1.518      0.67       1.06       1.929     1073400200078 
 2.792      0.101      1.532      0.74       1.10       1.901     1073400200079 
 2.975      0.096      1.543      0.57       1.00       1.885     1073400200080 
 3.226      0.092      1.544      0.86       1.19       1.851     1073400200081 
 3.470      0.087      1.580      0.75       1.11       1.861     1073400200082 
 3.719      0.083      1.581      0.72       1.10       1.826     1073400200083 
 3.968      0.080      1.568      0.74       1.11       1.779     1073400200084 
 4.221      0.076      1.579      1.03       1.33       1.776     1073400200085 
 4.472      0.074      1.573      1.11       1.39       1.752     1073400200086 
 4.724      0.074      1.607      1.06       1.36       1.752     1073400200087 
 4.972      0.070      1.607      1.23       1.51       1.715     1073400200088 
 5.017      0.264      1.625      0.92       1.24       1.728     1073400200089 
 5.309      0.235      1.640      0.88       1.21       1.718     1073400200090 
 5.594      0.211      1.663      0.99       1.29       1.744     1073400200091 
 5.867      1.196      1.663      0.96       1.35       1.791     1073400200092 
 6.137      0.180      1.609      0.99       1.52       1.894     1073400200093 
 6.401      0.172      1.514      1.01       1.50       1.978     1073400200094 
 6.660      0.163      1.430      1.04       1.42       2.056     1073400200095 
 6.921      0.154      1.388      1.07       1.41       2.120     1073400200096 
 7.176      0.146      1.372      1.01       1.33       2.224     1073400200097 
 7.432      0.142      1.319      0.99       1.29       2.243     1073400200098 
 7.686      0.138      1.312      0.94       1.25       2.299     1073400200099 
 7.936      0.133      1.301      0.97       1.27       2.313     1073400200100 
 8.182      0.132      1.363      1.00       1.29       2.431     1073400200101 
 8.428      0.131      1.316      0.99       1.29       2.347     1073400200102 
 8.673      0.131      1.315      0.99       1.29       2.340     1073400200103 
 8.918      0.131      1.325      1.02       1.32       2.351     1073400200104 
 9.161      0.132      1.307      1.03       1.35       2.313     1073400200105 
 9.407      0.133      1.344      0.99       1.33       2.370     1073400200106 
 9.648      0.137      1.317      0.97       1.36       2.316     1073400200107 
 9.903      0.142      1.308      0.99       1.55       2.288     1073400200108 
ENDDATA             75          0                                 1073400200109 
ENDSUBENT          108          0                                 1073400299999 
SUBENT        10734003   20101027                             13681073400300001 
BIB                  4         26                                 1073400300002 
REACTION  1((94-PU-242(N,F),,SIG)/(92-U-235(N,F),,SIG))           1073400300003 
          2(94-PU-242(N,F),,SIG)                                  1073400300004 
SAMPLE     Samples deposited on 0.25-mm thick stainless steel     1073400300005 
            or 0.12-mm thick Mo plates by electrodeposition.      1073400300006 
            Mass ratios measured by absolute alpha counting       1073400300007 
            of 242Pu samples containing 239Pu and 235U samples    1073400300008 
            containing 234U.                                      1073400300009 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       1073400300010 
           (ERR-T) Total uncertainty includes statistical errors  1073400300011 
            plus normalization errors due to:                     1073400300012 
            .233U half-life               (0.02%)                 1073400300013 
            .234U half-life               (0.05%)                 1073400300014 
            .239Pu half-life              (0.05%)                 1073400300015 
            .239Pu/235U thermal ratio     (0.25%)                 1073400300016 
            .isotopic analysis            (0.32%)                 1073400300017 
            .isotopic dilution            (0.25%)                 1073400300018 
            .calorimetry                  (0.10%)                 1073400300019 
            .alpha-counting systematics   (0.52%)                 1073400300020 
            .thickness correction         (0.10%)                 1073400300021 
            .extrapolation to zero bias   (0.20%)                 1073400300022 
            .dead-time correction         (0.25%)                 1073400300023 
            .scattering correction        (0.30%)                 1073400300024 
            .uncertainty due to secondary source reactions        1073400300025 
                                          (20% of correction)     1073400300026 
            .error in neutron energy      (~2% of resolution)     1073400300027 
HISTORY    (20101027C) Data moved from 10749.002.                 1073400300028 
ENDBIB              26          0                                 1073400300029 
NOCOMMON             0          0                                 1073400300030 
DATA                 6         49                                 1073400300031 
EN         EN-RSL-FW  DATA      1ERR-S     1ERR-T     1DATA      21073400300032 
MEV        MEV        NO-DIM     PER-CENT   PER-CENT   B          1073400300033 
 0.397      0.051      0.0875     3.22       10.25      0.1060    1073400300034 
 0.446      0.049      0.1234     2.90        8.52      0.1463    1073400300035 
 0.495      0.047      0.1817     2.30        8.52      0.2123    1073400300036 
 0.545      0.046      0.2432     1.96        5.74      0.2812    1073400300037 
 0.592      0.045      0.312      1.82        4.85      0.358     1073400300038 
 0.693      0.042      0.483      1.52        4.44      0.549     1073400300039 
 0.791      0.040      0.710      1.90        3.48      0.808     1073400300040 
 0.889      0.039      0.954      1.18        2.25      1.110     1073400300041 
 0.987      0.038      1.113      1.22        1.87      1.355     1073400300042 
 1.156      0.036      1.282      1.02        1.50      1.559     1073400300043 
 1.233      0.071      1.131      1.03        2.50      1.382     1073400300044 
 1.330      0.068      1.164      1.02        1.66      1.433     1073400300045 
 1.429      0.067      1.117      1.03        1.48      1.387     1073400300046 
 1.528      0.065      1.096      0.99        1.43      1.375     1073400300047 
 1.626      0.063      1.126      1.01        1.45      1.427     1073400300048 
 1.772      0.062      1.104      1.03        1.45      1.418     1073400300049 
 1.821      0.061      1.104      1.03        1.45      1.423     1073400300050 
 1.920      0.060      1.132      1.03        1.45      1.465     1073400300051 
 1.984      0.118      1.133      0.38        1.09      1.469     1073400300052 
 2.241      0.110      1.101      0.39        1.09      1.419     1073400300053 
 2.490      0.105      1.092      0.41        1.11      1.386     1073400300054 
 2.736      0.105      1.098      0.39        1.09      1.368     1073400300055 
 2.982      0.095      1.133      0.38        1.11      1.383     1073400300056 
 3.231      0.090      1.138      1.10        1.50      1.363     1073400300057 
 3.480      0.085      1.148      2.02        1.41      1.350     1073400300058 
 3.726      0.081      1.125      1.01        1.46      1.298     1073400300059 
 3.972      0.079      1.147      1.33        1.72      1.300     1073400300060 
 4.479      0.075      1.093      1.06        1.65      1.216     1073400300061 
 4.623      0.295      1.101      1.09        1.49      1.210     1073400300062 
 4.728      0.074      1.109      0.96        1.74      1.208     1073400300063 
 5.025      0.254      1.094      1.06        1.48      1.162     1073400300064 
 5.320      0.223      1.142      1.06        1.66      1.196     1073400300065 
 5.603      0.205      1.216      1.05        1.70      1.275     1073400300066 
 5.963      0.187      1.265      1.06        1.59      1.393     1073400300067 
 6.150      0.177      1.348      1.15        1.55      1.595     1073400300068 
 6.415      0.166      1.284      1.14        1.61      1.688     1073400300069 
 6.676      0.154      1.262      1.15        1.60      1.823     1073400300070 
 6.937      0.145      1.209      1.06        1.52      1.852     1073400300071 
 7.293      0.137      1.195      1.17        1.57      1.912     1073400300072 
 7.449      0.132      1.125      1.12        1.52      1.917     1073400300073 
 7.701      0.128      1.122      1.12        1.52      1.968     1073400300074 
 7.953      0.126      1.117      1.05        1.46      1.986     1073400300075 
 8.201      0.124      1.105      1.10        1.50      1.871     1073400300076 
 8.696      0.120      1.091      1.20        1.57      1.939     1073400300077 
 8.940      0.120      1.085      1.20        1.57      1.923     1073400300078 
 9.185      0.120      1.107      1.14        1.53      1.957     1073400300079 
 9.431      0.120      1.095      1.14        1.53      1.930     1073400300080 
 9.673      0.121      1.084      1.14        1.53      1.904     1073400300081 
 9.923      0.122      1.078      1.20        1.59      1.887     1073400300082 
ENDDATA             51          0                                 1073400300083 
ENDSUBENT           82          0                                 1073400399999 
ENDENTRY             3          0                                 1073499999999 
