ENTRY            10402   20030207                             00001040200000001 
SUBENT        10402001   20030207                             00001040200100001 
BIB                  6         11                                 1040200100002 
INSTITUTE  (1USAORL)                                              1040200100003 
REFERENCE  (R,ORNL-TM-4379,197311)                                1040200100004 
           (J,NSE,62,515,197703) Review.                          1040200100005 
AUTHOR     (J.K.Dickens,T.A.Love,G.L.Morgan)                      1040200100006 
TITLE      Gamma-ray production from neutron interactions with    1040200100007 
            nickel for incident neutron energies between 1.0 and  1040200100008 
            20-MeV - Tabulated differential cross sections        1040200100009 
STATUS     (APRVD) Approved by J.K.Dickens, 1979/12/17.           1040200100010 
           Data received on magnetic tape, Dickens, December 1974.1040200100011 
HISTORY    (19790817C)                                            1040200100012 
           (20030207A) Updated to new date formats, lower case.   1040200100013 
ENDBIB              11          0                                 1040200100014 
NOCOMMON             0          0                                 1040200100015 
ENDSUBENT           14          0                                 1040200199999 
SUBENT        10402002   20030207                             00001040200200001 
BIB                  8         13                                 1040200200002 
REACTION   (28-NI-0(N,X)0-G-0,,DA/DE,,AV)                         1040200200003 
FACILITY   (LINAC,1USAORL) ORELA.                                 1040200200004 
SAMPLE     Ni metal, 25 by 25 by 0.64-cm, 0.60-atoms/barn         1040200200005 
METHOD     Sample is placed perpendicular to the beam axis.       1040200200006 
DETECTOR   (NAICR) Five inch sodium iodide spectrometer           1040200200007 
MONITOR    No information                                         1040200200008 
ERR-ANALYS (DATA-ERR) Errors quoted represent half the area of    1040200200009 
            confidence interval given by unfolding computer code  1040200200010 
            FERD. Errors are overestimates.                       1040200200011 
           Errors quoted do not include the absolute error of     1040200200012 
            approx 10% estimated for neutron flux measurements,   1040200200013 
            beam area, and absolute efficiency of detector.       1040200200014 
HISTORY    (19860313A) REACTION corrected, angle added.           1040200200015 
ENDBIB              13          0                                 1040200200016 
COMMON               1          3                                 1040200200017 
ANG                                                               1040200200018 
ADEG                                                              1040200200019 
 125.                                                             1040200200020 
ENDCOMMON            3          0                                 1040200200021 
DATA                 5       2500                                 1040200200022 
EN-MIN     EN-MAX     E          DATA       DATA-ERR              1040200200023 
MEV        MEV        MEV        B/SR/MEV   PER-CENT              1040200200024 
 1.00       1.49       6.9000E-01-1.1986E-03 4.7255E+01           1040200200025 
 1.00       1.49       7.1000E-01 3.2709E-04 1.7207E+02           1040200200026 
 1.00       1.49       7.3000E-01 8.7960E-04 6.6821E+01           1040200200027 
 1.00       1.49       7.5000E-01 2.7718E-04 2.2079E+02           1040200200028 
 1.00       1.49       7.7000E-01-3.2384E-06 1.7876E+04           1040200200029 
 1.00       1.49       7.9000E-01 8.1819E-04 6.6649E+01           1040200200030 
 1.00       1.49       8.1000E-01 2.0643E-03 2.5106E+01           1040200200031 
 1.00       1.49       8.3000E-01 2.9468E-03 1.6973E+01           1040200200032 
 1.00       1.49       8.5000E-01 3.2841E-03 1.5182E+01           1040200200033 
 1.00       1.49       8.7000E-01 3.3626E-03 1.4584E+01           1040200200034 
 1.00       1.49       8.9000E-01 3.2664E-03 1.4523E+01           1040200200035 
 1.00       1.49       9.1000E-01 2.9576E-03 1.6819E+01           1040200200036 
 1.00       1.49       9.3000E-01 2.5063E-03 1.7611E+01           1040200200037 
 1.00       1.49       9.5000E-01 2.1021E-03 2.2885E+01           1040200200038 
 1.00       1.49       9.7000E-01 1.7671E-03 2.5163E+01           1040200200039 
 1.00       1.49       1.0000E+00 1.4379E-03 3.2238E+01           1040200200040 
 1.00       1.49       1.0400E+00 1.4768E-03 2.8468E+01           1040200200041 
 1.00       1.49       1.0800E+00 2.5248E-03 1.4955E+01           1040200200042 
 1.00       1.49       1.1200E+00 5.5662E-03 6.9138E+00           1040200200043 
 1.00       1.49       1.1600E+00 6.7825E-03 5.5915E+00           1040200200044 
 1.00       1.49       1.2000E+00 4.3853E-03 7.9193E+00           1040200200045 
 1.00       1.49       1.2400E+00 5.9023E-03 5.9475E+00           1040200200046 
 1.00       1.49       1.2800E+00 1.2336E-02 2.9544E+00           1040200200047 
 1.00       1.49       1.3200E+00 1.3862E-02 2.3490E+00           1040200200048 
 1.00       1.49       1.3600E+00 8.6354E-03 2.9150E+00           1040200200049 
