ENTRY            10441   20030530                             00001044100000001 
SUBENT        10441001   20030530                             00001044100100001 
BIB                 14         28                                 1044100100002 
INSTITUTE  (1USARPI)                                              1044100100003 
REFERENCE  (J,NP/A,237,29,197501)                                 1044100100004 
           (J,DA/B,34,6155,197404)                                1044100100005 
           (R,COO-3058-39,22,197309)                              1044100100006 
AUTHOR     (R.A.Zuhr,K.Min)                                       1044100100007 
TITLE      Differential elastic scattering cross sections of Fe   1044100100008 
            and Ni from 10 to 700 keV.                            1044100100009 
FACILITY   (LINAC,1USARPI) RPI linear accelerator                 1044100100010 
INC-SOURCE (EVAP)                                                 1044100100011 
INC-SPECT  White neutron spectrum                                 1044100100012 
METHOD     (TOF) Time-of-flight                                   1044100100013 
DETECTOR   (SCIN) Lithium-glass scintillators                     1044100100014 
ANALYSIS   Data given are legendre polynomial coefficients        1044100100015 
             of the form-                                         1044100100016 
               sig(En,theta)= sum over L of (A(E)P(cos))          1044100100017 
                where L=0 to 4.                                   1044100100018 
           Fit over angular distribution from 30. to 150. degr.   1044100100019 
CORRECTION Data are corrected for multiple scattering             1044100100020 
            and background effects                                1044100100021 
ERR-ANALYS Data errors given include statistical errors, errors of1044100100022 
            the sample standard and uncertainty of multiple       1044100100023 
            scattering corrections.                               1044100100024 
STATUS     (APRVD) Approved by author                             1044100100025 
            Data received on punched cards from Zuhr, 1974/12.    1044100100026 
HISTORY    (19741219C)                                            1044100100027 
           (19770201U) REFERENCE updated.                         1044100100028 
           (19830608A) Converted to REACTION formalism            1044100100029 
           (20030530A) Converted to new date formats, lower case. 1044100100030 
ENDBIB              28          0                                 1044100100031 
NOCOMMON             0          0                                 1044100100032 
ENDSUBENT           31          0                                 1044100199999 
SUBENT        10441002   20030530                             00001044100200001 
BIB                  1          1                                 1044100200002 
REACTION   (26-FE-0(N,EL)26-FE-0,,DA,,LEG)                        1044100200003 
ENDBIB               1          0                                 1044100200004 
NOCOMMON             0          0                                 1044100200005 
DATA                 4        315                                 1044100200006 
EN         NUMBER     DATA       DATA-ERR                         1044100200007 
KEV        NO-DIM     MB/SR      MB/SR                            1044100200008 
        20.         0.     589.38      15.41                      1044100200009 
        20.         1.      82.34      26.32                      1044100200010 
        20.         2.       6.70      34.16                      1044100200011 
        20.         3.     -53.66      52.19                      1044100200012 
        20.         4.     -45.72      94.37                      1044100200013 
        30.         0.    1060.03      27.78                      1044100200014 
        30.         1.     174.42      47.92                      1044100200015 
        30.         2.      36.66      61.92                      1044100200016 
        30.         3.    -109.21      94.28                      1044100200017 
        30.         4.    -106.79     168.54                      1044100200018 
        40.         0.     853.56      22.32                      1044100200019 
        40.         1.     191.11      38.46                      1044100200020 
        40.         2.      22.41      49.83                      1044100200021 
        40.         3.    -101.13      76.53                      1044100200022 
        40.         4.    -127.35     131.73                      1044100200023 
        50.         0.     378.88      10.08                      1044100200024 
        50.         1.      37.79      17.13                      1044100200025 
        50.         2.       7.85      22.46                      1044100200026 
        50.         3.      -3.54      33.51                      1044100200027 
        50.         4.      18.20      63.74                      1044100200028 
        60.         0.     351.68       9.38                      1044100200029 
        60.         1.      65.95      16.26                      1044100200030 
        60.         2.      24.18      21.20                      1044100200031 
        60.         3.      -9.69      31.58                      1044100200032 
        60.         4.       0.69      56.62                      1044100200033 
        70.         0.     358.84       9.59                      1044100200034 
        70.         1.      83.59      16.46                      1044100200035 
        70.         2.      16.34      21.68                      1044100200036 
        70.         3.      -7.55      32.33                      1044100200037 
        70.         4.       4.21      57.49                      1044100200038 
        80.         0.     495.18      13.28                      1044100200039 
        80.         1.      52.59      22.28                      1044100200040 
        80.         2.      -4.96      29.40                      1044100200041 
        80.         3.     -16.67      44.21                      1044100200042 
        80.         4.      14.61      84.35                      1044100200043 
        90.         0.     493.35      13.37                      1044100200044 
        90.         1.      20.14      22.26                      1044100200045 
        90.         2.     -10.97      29.47                      1044100200046 
        90.         3.      -9.81      44.04                      1044100200047 
        90.         4.      42.89      87.27                      1044100200048 
       100.         0.     347.14       9.46                      1044100200049 
       100.         1.      25.90      15.56                      1044100200050 
       100.         2.     -13.34      20.87                      1044100200051 
       100.         3.      -1.90      31.18                      1044100200052 
       100.         4.      40.56      61.34                      1044100200053 
       110.         0.     253.53       6.97                      1044100200054 
       110.         1.      25.41      11.68                      1044100200055 
       110.         2.       1.72      15.50                      1044100200056 
       110.         3.       3.68      23.02                      1044100200057 
       110.         4.      24.44      44.49                      1044100200058 
       120.         0.     231.11       6.38                      1044100200059 
       120.         1.      27.30      10.89                      1044100200060 
       120.         2.       9.17      14.22                      1044100200061 
       120.         3.       2.59      21.10                      1044100200062 
       120.         4.       3.63      40.55                      1044100200063 
       130.         0.     336.14       9.24                      1044100200064 
       130.         1.      51.11      16.00                      1044100200065 
       130.         2.      21.78      20.69                      1044100200066 
