EN-MIN     EN-MAX     DATA       MISC1      MISC2                 1438300200017 
EV         EV         NO-DIM     NO-DIM     NO-DIM                1438300200018 
   40.55085   40.64433    4.03793    3.80477    4.27108           1438300200627 
   40.64433   40.73803    4.28412    4.05402    4.51422           1438300200628 
   40.73803   40.83194    4.77372    4.54234    5.00510           1438300200629 
   40.83194   40.92607    4.64546    4.44101    4.84991           1438300200630 
   40.92607   41.02041    4.96926    4.77164    5.16687           1438300200631 
   41.02041   41.11497    5.12482    4.94480    5.30484           1438300200632 
   41.11497   41.20975    5.79199    5.61458    5.96941           1438300200633 
   41.20975   41.30475    6.03554    5.88402    6.18707           1438300200634 
   41.30475   41.39997    6.42527    6.29715    6.55339           1438300200635 
   41.39997   41.49540    6.65905    6.55497    6.76313           1438300200636 
   41.49540   41.59106    6.07183    5.99246    6.15120           1438300200637 
   41.59106   41.68694    4.60257    4.54480    4.66034           1438300200638 
   41.68694   41.78304    2.62030    2.58432    2.65628           1438300200639 
   41.78304   41.87936    1.34332    1.32012    1.36651           1438300200640 
   41.87936   41.97590    0.92585    0.90374    0.94796           1438300200641 
   41.97590   42.07266    0.92819    0.89625    0.96014           1438300200642 
   42.07266   42.16965    1.31286    1.24504    1.38068           1438300200643 
   42.16965   42.26686    1.49969    1.38876    1.61062           1438300200644 
   42.26686   42.36430    2.21897    2.02412    2.41381           1438300200645 
   42.36430   42.46196    3.07798    2.77805    3.37792           1438300200646 
   42.46196   42.55984    3.69065    3.33403    4.04726           1438300200647 
   42.55984   42.65795    3.95677    3.57407    4.33947           1438300200648 
   42.65795   42.75629    3.87475    3.49593    4.25357           1438300200649 
   42.75629   42.85485    4.74840    4.28711    5.20968           1438300200650 
   42.85485   42.95364    5.15780    4.66847    5.64713           1438300200651 
   42.95364   43.05266    5.85018    5.32101    6.37935           1438300200652 
   43.05266   43.15191    5.35501    4.90685    5.80318           1438300200653 
   43.15191   43.25138    7.52034    6.88902    8.15166           1438300200654 
   43.25138   43.35109    6.57003    6.09358    7.04647           1438300200655 
   43.35109   43.45102    7.68850    7.13260    8.24441           1438300200656 
   43.45102   43.55119    8.27986    7.70719    8.85253           1438300200657 
   43.55119   43.65158    7.54668    7.07020    8.02316           1438300200658 
   43.65158   43.75221    6.95950    6.54397    7.37502           1438300200659 
   43.75221   43.85307    7.50079    7.10070    7.90087           1438300200660 
   43.85307   43.95416    7.60847    7.24369    7.97325           1438300200661 
   43.95416   44.05549    8.21036    7.84994    8.57078           1438300200662 
   44.05549   44.15705    8.14521    7.84242    8.44799           1438300200663 
   44.15705   44.25884    8.11603    7.85445    8.37761           1438300200664 
   44.25884   44.36086    8.08698    7.88089    8.29307           1438300200665 
   44.36086   44.46313    8.43040    8.26414    8.59665           1438300200666 
   44.46313   44.56563    8.51335    8.38249    8.64421           1438300200667 
   44.56563   44.66836    8.55663    8.44199    8.67126           1438300200668 
   44.66836   44.77133    8.46845    8.34642    8.59048           1438300200669 
   44.77133   44.87454    8.17149    8.00755    8.33543           1438300200670 
   44.87454   44.97799    7.87017    7.59844    8.14191           1438300200671 
   44.97799   45.08167    6.18950    5.83277    6.54624           1438300200672 
   45.08167   45.18559    4.07100    3.76008    4.38191           1438300200673 
   45.18559   45.28976    2.64362    2.39742    2.88983           1438300200674 
   45.28976   45.39416    2.21589    1.96832    2.46345           1438300200675 
   45.39416   45.49881    1.34011    1.16012    1.52010           1438300200676 
   45.49881   45.60369    1.46579    1.26942    1.66215           1438300200677 
   45.60369   45.70882    1.23879    1.07278    1.40480           1438300200678 
   45.70882   45.81419    0.98570    0.83262    1.13878           1438300200679 
   45.81419   45.91980    0.58744    0.47671    0.69818           1438300200680 
   45.91980   46.02566    0.65503    0.54258    0.76749           1438300200681 
   46.02566   46.13176    0.41469    0.32872    0.50067           1438300200682 
   46.13176   46.23810    0.37016    0.29335    0.44696           1438300200683 
   46.23810   46.34469    0.46065    0.39133    0.52997           1438300200684 
   46.34469   46.45153    0.27096    0.21394    0.32798           1438300200685 
   46.45153   46.55861    0.41693    0.35827    0.47558           1438300200686 
   46.55861   46.66594    0.34949    0.29842    0.40056           1438300200687 
   46.66594   46.77351    0.25546    0.21422    0.29670           1438300200688 
   46.77351   46.88134    0.22941    0.19455    0.26426           1438300200689 
   46.88134   46.98941    0.25192    0.22000    0.28384           1438300200690 
   46.98941   47.09773    0.18394    0.15917    0.20871           1438300200691 
   47.09773   47.20630    0.26490    0.24226    0.28753           1438300200692 
   47.20630   47.31513    0.18133    0.16480    0.19786           1438300200693 
   47.31513   47.42420    0.16174    0.14831    0.17516           1438300200694 
   47.42420   47.53352    0.16647    0.15579    0.17715           1438300200695 
   47.53352   47.64310    0.18088    0.17183    0.18993           1438300200696 
   47.64310   47.75293    0.15217    0.14483    0.15951           1438300200697 
   47.75293   47.86301    0.16327    0.15590    0.17065           1438300200698 
   47.86301   47.97335    0.17317    0.16491    0.18143           1438300200699 
   47.97335   48.08394    0.18493    0.17430    0.19555           1438300200700 
   48.08394   48.19478    0.21124    0.19654    0.22595           1438300200701 
   48.19478   48.30588    0.23785    0.21824    0.25745           1438300200702 
   48.30588   48.41724    0.29035    0.26519    0.31550           1438300200703 
   48.41724   48.52885    0.35022    0.32150    0.37893           1438300200704 
   48.52885   48.64072    0.43282    0.39842    0.46722           1438300200705 
   48.64072   48.75285    0.41581    0.38338    0.44825           1438300200706 
   48.75285   48.86524    0.43497    0.40315    0.46678           1438300200707 
   48.86524   48.97788    0.45175    0.42152    0.48197           1438300200708 
   48.97788   49.09079    0.51870    0.48819    0.54921           1438300200709 
   49.09079   49.20395    0.52451    0.49560    0.55342           1438300200710 
   49.20395   49.31738    0.48456    0.45930    0.50983           1438300200711 
   49.31738   49.43107    0.48958    0.46671    0.51246           1438300200712 
   49.43107   49.54502    0.54123    0.51949    0.56298           1438300200713 
   49.54502   49.65923    0.55658    0.53691    0.57626           1438300200714 
   49.65923   49.77371    0.60806    0.58909    0.62703           1438300200715 
   49.77371   49.88845    0.75122    0.73150    0.77094           1438300200716 
   49.88845   50.00345    1.05064    1.02793    1.07335           1438300200717 
   50.00345   50.11872    1.52682    1.50011    1.55353           1438300200718 
   50.11872   50.23426    1.98862    1.95931    2.01793           1438300200719 
   50.23426   50.35006    2.28952    2.25691    2.32213           1438300200720 
   50.35006   50.46613    2.31088    2.27130    2.35045           1438300200721 
   50.46613   50.58247    2.04582    1.99390    2.09774           1438300200722 
   50.58247   50.69907    1.29413    1.24199    1.34628           1438300200723 
   50.69907   50.81594    1.10682    1.05148    1.16216           1438300200724 
   50.81594   50.93309    1.14943    1.08870    1.21016           1438300200725 
   50.93309   51.05050    1.49464    1.41632    1.57297           1438300200726 
   51.05050   51.16818    1.62169    1.53813    1.70526           1438300200727 
   51.16818   51.28614    1.81531    1.72322    1.90740           1438300200728 
   51.28614   51.40437    2.04190    1.94338    2.14042           1438300200729 
   51.40437   51.52286    2.60515    2.48345    2.72686           1438300200730 
   51.52286   51.64164    2.90686    2.77351    3.04021           1438300200731 
   51.64164   51.76068    2.88282    2.75964    3.00600           1438300200732 
   51.76068   51.88000    3.08496    2.96393    3.20599           1438300200733 
   51.88000   51.99960    3.75483    3.61818    3.89147           1438300200734 
   51.99960   52.11947    3.96785    3.83545    4.10026           1438300200735 
   52.11947   52.23962    4.17794    4.05764    4.29824           1438300200736 
   52.23962   52.36004    4.66462    4.55050    4.77875           1438300200737 
   52.36004   52.48075    4.59352    4.50314    4.68390           1438300200738 
   52.48075   52.60173    4.73991    4.66843    4.81139           1438300200739 
   52.60173   52.72299    4.83755    4.78082    4.89428           1438300200740 
   52.72299   52.84453    4.60328    4.55565    4.65092           1438300200741 
   52.84453   52.96634    4.48757    4.43459    4.54055           1438300200742 
   52.96634   53.08844    4.12682    4.05314    4.20050           1438300200743 
   53.08844   53.21083    3.64599    3.53050    3.76147           1438300200744 
   53.21083   53.33349    2.35349    2.23741    2.46958           1438300200745 
   53.33349   53.45644    1.91090    1.78292    2.03888           1438300200746 
   53.45644   53.57967    1.44747    1.33169    1.56324           1438300200747 
   53.57967   53.70318    1.13988    1.03339    1.24637           1438300200748 
   53.70318   53.82698    1.05714    0.95346    1.16082           1438300200749 
   53.82698   53.95106    0.99730    0.89292    1.10168           1438300200750 
   53.95106   54.07543    0.85983    0.76023    0.95944           1438300200751 
   54.07543   54.20009    1.05101    0.94590    1.15612           1438300200752 
   54.20009   54.32503    1.02075    0.91501    1.12649           1438300200753 
   54.32503   54.45027    0.62826    0.54347    0.71305           1438300200754 
   54.45027   54.57579    0.74934    0.67029    0.82839           1438300200755 
   54.57579   54.70160    0.73407    0.65909    0.80906           1438300200756 
   54.70160   54.82770    0.91636    0.83789    0.99483           1438300200757 
   54.82770   54.95409    0.76209    0.70020    0.82397           1438300200758 
   54.95409   55.08077    0.75018    0.69572    0.80464           1438300200759 
   55.08077   55.20774    0.79117    0.73954    0.84280           1438300200760 
   55.20774   55.33501    0.86069    0.81412    0.90727           1438300200761 
   55.33501   55.46257    0.84583    0.80741    0.88425           1438300200762 
   55.46257   55.59043    1.00562    0.97070    1.04055           1438300200763 
   55.59043   55.71858    1.07523    1.04664    1.10382           1438300200764 
   55.71858   55.84702    1.15817    1.13290    1.18345           1438300200765 
   55.84702   55.97576    1.15808    1.13239    1.18376           1438300200766 
   55.97576   56.10480    0.96286    0.93401    0.99172           1438300200767 
   56.10480   56.23413    0.54115    0.51452    0.56778           1438300200768 
   56.23413   56.36377    0.28199    0.25996    0.30401           1438300200769 
   56.36377   56.49370    0.12891    0.11220    0.14562           1438300200770 
   56.49370   56.62393    0.13206    0.11762    0.14650           1438300200771 
   56.62393   56.75446    0.12036    0.10843    0.13230           1438300200772 
   56.75446   56.88529    0.11112    0.10110    0.12114           1438300200773 
   56.88529   57.01643    0.09736    0.08901    0.10571           1438300200774 
   57.01643   57.14786    0.08307    0.07597    0.09017           1438300200775 
   57.14786   57.27960    0.07672    0.07077    0.08267           1438300200776 
   57.27960   57.41165    0.07673    0.07155    0.08191           1438300200777 
   57.41165   57.54399    0.06854    0.06407    0.07302           1438300200778 
   57.54399   57.67665    0.06407    0.05989    0.06825           1438300200779 
   57.67665   57.80961    0.06616    0.06214    0.07017           1438300200780 
   57.80961   57.94287    0.06563    0.06160    0.06965           1438300200781 
   57.94287   58.07644    0.06588    0.06167    0.07010           1438300200782 
   58.07644   58.21032    0.06658    0.06201    0.07116           1438300200783 
   58.21032   58.34451    0.07537    0.07026    0.08049           1438300200784 
   58.34451   58.47901    0.08320    0.07768    0.08872           1438300200785 
   58.47901   58.61382    0.10759    0.10150    0.11368           1438300200786 
   58.61382   58.74894    0.11245    0.10610    0.11879           1438300200787 
   58.74894   58.88437    0.14617    0.13926    0.15309           1438300200788 
   58.88437   59.02011    0.16640    0.15966    0.17315           1438300200789 
   59.02011   59.15616    0.20570    0.19906    0.21234           1438300200790 
   59.15616   59.29253    0.25838    0.25215    0.26460           1438300200791 
   59.29253   59.42922    0.28696    0.28130    0.29263           1438300200792 
   59.42922   59.56621    0.29225    0.28662    0.29788           1438300200793 
   59.56621   59.70353    0.27299    0.26636    0.27961           1438300200794 
   59.70353   59.84116    0.20776    0.19973    0.21580           1438300200795 
   59.84116   59.97911    0.11923    0.11033    0.12813           1438300200796 
   59.97911   60.11737    0.09767    0.08825    0.10709           1438300200797 
   60.11737   60.25596    0.05629    0.04701    0.06556           1438300200798 
   60.25596   60.39486    0.07280    0.06264    0.08296           1438300200799 
   60.39486   60.53409    0.06037    0.05045    0.07030           1438300200800 
   60.53409   60.67363    0.06687    0.05658    0.07716           1438300200801 
   60.67363   60.81350    0.03179    0.02156    0.04202           1438300200802 
   60.81350   60.95369    0.04308    0.03236    0.05380           1438300200803 
   60.95369   61.09420    0.05228    0.04164    0.06292           1438300200804 
   61.09420   61.23504    0.03821    0.02743    0.04899           1438300200805 
   61.23504   61.37620    0.05829    0.04728    0.06931           1438300200806 
   61.37620   61.51769    0.05484    0.04390    0.06578           1438300200807 
   61.51769   61.65950    0.07766    0.06603    0.08929           1438300200808 
   61.65950   61.80164    0.05128    0.03943    0.06313           1438300200809 
   61.80164   61.94411    0.06728    0.05531    0.07924           1438300200810 
   61.94411   62.08690    0.06034    0.04787    0.07280           1438300200811 
   62.08690   62.23003    0.09344    0.08072    0.10616           1438300200812 
   62.23003   62.37348    0.10868    0.09522    0.12213           1438300200813 
   62.37348   62.51727    0.11844    0.10483    0.13204           1438300200814 
   62.51727   62.66139    0.13155    0.11798    0.14513           1438300200815 
   62.66139   62.80584    0.14280    0.12938    0.15623           1438300200816 
   62.80584   62.95062    0.16898    0.15491    0.18305           1438300200817 
   62.95062   63.09573    0.21313    0.19952    0.22674           1438300200818 
   63.09573   63.24119    0.25213    0.23891    0.26536           1438300200819 
   63.24119   63.38697    0.30362    0.29058    0.31666           1438300200820 
   63.38697   63.53309    0.29757    0.28362    0.31152           1438300200821 
   63.53309   63.67955    0.29716    0.28068    0.31363           1438300200822 
   63.67955   63.82635    0.26273    0.24456    0.28090           1438300200823 
   63.82635   63.97348    0.30134    0.28113    0.32155           1438300200824 
   63.97348   64.12096    0.33798    0.31633    0.35962           1438300200825 
   64.12096   64.26877    0.37546    0.35306    0.39787           1438300200826 
   64.26877   64.41693    0.40980    0.38642    0.43318           1438300200827 
   64.41693   64.56542    0.44488    0.42099    0.46877           1438300200828 
   64.56542   64.71426    0.49782    0.47381    0.52182           1438300200829 
   64.71426   64.86344    0.55518    0.53140    0.57895           1438300200830 
   64.86344   65.01297    0.59874    0.57611    0.62136           1438300200831 
   65.01297   65.16284    0.60061    0.58079    0.62044           1438300200832 
   65.16284   65.31306    0.62299    0.60548    0.64049           1438300200833 
   65.31306   65.46362    0.62901    0.61476    0.64327           1438300200834 
   65.46362   65.61453    0.59700    0.58590    0.60811           1438300200835 
   65.61453   65.76578    0.62375    0.61447    0.63302           1438300200836 
   65.76578   65.91739    0.75818    0.74943    0.76693           1438300200837 
   65.91739   66.06935    0.84278    0.83418    0.85137           1438300200838 
   66.06935   66.22165    0.85994    0.85007    0.86981           1438300200839 
   66.22165   66.37431    0.71434    0.70186    0.72682           1438300200840 
   66.37431   66.52732    0.43295    0.41871    0.44720           1438300200841 
   66.52732   66.68068    0.22344    0.20925    0.23764           1438300200842 
   66.68068   66.83439    0.16963    0.15470    0.18456           1438300200843 
   66.83439   66.98846    0.16701    0.15038    0.18365           1438300200844 
   66.98846   67.14289    0.10734    0.09059    0.12409           1438300200845 
   67.14289   67.29767    0.12857    0.11021    0.14693           1438300200846 
   67.29767   67.45280    0.12990    0.10950    0.15030           1438300200847 
   67.45280   67.60830    0.11232    0.09025    0.13439           1438300200848 
   67.60830   67.76415    0.09991    0.07780    0.12202           1438300200849 
   67.76415   67.92036    0.09895    0.07545    0.12246           1438300200850 
   67.92036   68.07694    0.12675    0.09913    0.15438           1438300200851 
   68.07694   68.23387    0.13435    0.10544    0.16327           1438300200852 
   68.23387   68.39117    0.08180    0.05342    0.11019           1438300200853 
   68.39117   68.54882    0.04340    0.01340    0.07340           1438300200854 
   68.54882   68.70684    0.08085    0.04859    0.11311           1438300200855 
   68.70684   68.86523    0.06082    0.02940    0.09224           1438300200856 
   68.86523   69.02398    0.05202    0.01615    0.08789           1438300200857 
   69.02398   69.18310    0.17074    0.13258    0.20890           1438300200858 
   69.18310   69.34258    0.06896    0.03248    0.10544           1438300200859 
   69.34258   69.50243    0.11533    0.07297    0.15770           1438300200860 
   69.50243   69.66265    0.05017    0.01045    0.08988           1438300200861 
   69.66265   69.82324    0.15736    0.11431    0.20041           1438300200862 
   69.82324   69.98420    0.19420    0.15282    0.23559           1438300200863 
   69.98420   70.14553    0.09514    0.05230    0.13798           1438300200864 
   70.14553   70.30723    0.18220    0.13795    0.22644           1438300200865 
   70.30723   70.46931    0.10913    0.06504    0.15322           1438300200866 
   70.46931   70.63176    0.23177    0.18681    0.27674           1438300200867 
   70.63176   70.79458    0.10102    0.05689    0.14516           1438300200868 
   70.79458   70.95778    0.16616    0.12142    0.21089           1438300200869 
   70.95778   71.12135    0.21089    0.16670    0.25507           1438300200870 
   71.12135   71.28530    0.18939    0.14473    0.23404           1438300200871 
   71.28530   71.44963    0.25686    0.21372    0.30001           1438300200872 
   71.44963   71.61434    0.36746    0.32316    0.41175           1438300200873 
   71.61434   71.77943    0.27726    0.23912    0.31541           1438300200874 
   71.77943   71.94490    0.38160    0.34119    0.42202           1438300200875 
   71.94490   72.11075    0.34894    0.31183    0.38605           1438300200876 
   72.11075   72.27698    0.35190    0.31898    0.38482           1438300200877 
   72.27698   72.44360    0.36497    0.33364    0.39629           1438300200878 
   72.44360   72.61060    0.41774    0.38711    0.44838           1438300200879 
   72.61060   72.77798    0.36653    0.34114    0.39192           1438300200880 
   72.77798   72.94575    0.47302    0.44596    0.50007           1438300200881 
   72.94575   73.11391    0.46152    0.43669    0.48636           1438300200882 
   73.11391   73.28245    0.42481    0.40321    0.44640           1438300200883 
   73.28245   73.45139    0.46547    0.44470    0.48623           1438300200884 
   73.45139   73.62071    0.49866    0.47957    0.51776           1438300200885 
   73.62071   73.79042    0.53711    0.51941    0.55480           1438300200886 
   73.79042   73.96053    0.56488    0.54894    0.58082           1438300200887 
   73.96053   74.13102    0.65473    0.64013    0.66933           1438300200888 
   74.13102   74.30191    0.70295    0.69018    0.71573           1438300200889 
   74.30191   74.47320    0.76871    0.75635    0.78107           1438300200890 
   74.47320   74.64488    0.70048    0.68860    0.71237           1438300200891 
   74.64488   74.81695    0.50106    0.49200    0.51011           1438300200892 
   74.81695   74.98942    0.42946    0.42290    0.43602           1438300200893 
   74.98942   75.16229    0.38702    0.38221    0.39184           1438300200894 
   75.16229   75.33556    0.39763    0.39326    0.40199           1438300200895 
   75.33556   75.50922    0.38357    0.37868    0.38846           1438300200896 
   75.50922   75.68329    0.37646    0.36908    0.38383           1438300200897 
   75.68329   75.85776    0.44132    0.42706    0.45558           1438300200898 
   75.85776   76.03263    0.35261    0.33291    0.37232           1438300200899 
   76.03263   76.20790    0.33451    0.30989    0.35914           1438300200900 
   76.20790   76.38358    0.27572    0.24630    0.30514           1438300200901 
   76.38358   76.55966    0.29963    0.26406    0.33521           1438300200902 
   76.55966   76.73615    0.18172    0.14442    0.21901           1438300200903 
   76.73615   76.91304    0.24111    0.19607    0.28615           1438300200904 
   76.91304   77.09035    0.26201    0.20913    0.31489           1438300200905 
   77.09035   77.26806    0.16593    0.10687    0.22500           1438300200906 
   77.26806   77.44618    0.28387    0.22077    0.34698           1438300200907 
   77.44618   77.62471    0.22550    0.15176    0.29923           1438300200908 
   77.62471   77.80366    0.34260    0.26656    0.41864           1438300200909 
   77.80366   77.98301    0.39154    0.31355    0.46953           1438300200910 
   77.98301   78.16278    0.40533    0.31717    0.49349           1438300200911 
   78.16278   78.34296    0.39816    0.31127    0.48505           1438300200912 
   78.34296   78.52356    0.36050    0.27149    0.44951           1438300200913 
   78.52356   78.70458    0.17641    0.09334    0.25948           1438300200914 
   78.70458   78.88601    0.44491    0.35477    0.53506           1438300200915 
   78.88601   79.06786    0.54776    0.46407    0.63144           1438300200916 
   79.06786   79.25013    0.59450    0.50278    0.68622           1438300200917 
   79.25013   79.43282    0.59692    0.51736    0.67648           1438300200918 
   79.43282   79.61594    0.31805    0.24835    0.38775           1438300200919 
   79.61594   79.79947    0.21453    0.15542    0.27364           1438300200920 
   79.79947   79.98343    0.12136    0.07450    0.16822           1438300200921 
   79.98343   80.16781    0.30135    0.25398    0.34872           1438300200922 
   80.16781   80.35261    0.13035    0.09306    0.16763           1438300200923 
   80.35261   80.53784    0.11115    0.08082    0.14147           1438300200924 
   80.53784   80.72350    0.14189    0.11709    0.16669           1438300200925 
   80.72350   80.90959    0.10106    0.08089    0.12122           1438300200926 
   80.90959   81.09611    0.07978    0.06339    0.09616           1438300200927 
   81.09611   81.28305    0.07825    0.06388    0.09261           1438300200928 
   81.28305   81.47043    0.09281    0.08060    0.10502           1438300200929 
   81.47043   81.65824    0.08773    0.07665    0.09881           1438300200930 
   81.65824   81.84648    0.09188    0.08118    0.10259           1438300200931 
   81.84648   82.03515    0.08097    0.07079    0.09114           1438300200932 
   82.03515   82.22427    0.07586    0.06589    0.08583           1438300200933 
   82.22427   82.41381    0.09962    0.08938    0.10987           1438300200934 
   82.41381   82.60380    0.13540    0.12476    0.14603           1438300200935 
   82.60380   82.79422    0.18552    0.17376    0.19728           1438300200936 
   82.79422   82.98508    0.24642    0.23399    0.25884           1438300200937 
   82.98508   83.17638    0.29217    0.27946    0.30488           1438300200938 
   83.17638   83.36812    0.19653    0.18552    0.20754           1438300200939 
   83.36812   83.56030    0.11608    0.10694    0.12523           1438300200940 
   83.56030   83.75293    0.11509    0.10630    0.12388           1438300200941 
   83.75293   83.94600    0.11426    0.10593    0.12260           1438300200942 
   83.94600   84.13951    0.12244    0.11413    0.13075           1438300200943 
   84.13951   84.33348    0.13034    0.12250    0.13819           1438300200944 
   84.33348   84.52789    0.14417    0.13651    0.15184           1438300200945 
   84.52789   84.72274    0.16000    0.15256    0.16744           1438300200946 
   84.72274   84.91805    0.18739    0.18011    0.19467           1438300200947 
   84.91805   85.11380    0.23513    0.22763    0.24262           1438300200948 
   85.11380   85.31001    0.29910    0.29131    0.30690           1438300200949 
   85.31001   85.50667    0.44013    0.43126    0.44899           1438300200950 
   85.50667   85.70379    0.71328    0.70241    0.72416           1438300200951 
   85.70379   85.90135    0.97816    0.96555    0.99078           1438300200952 
   85.90135   86.09938    0.94409    0.93113    0.95706           1438300200953 
   86.09938   86.29786    0.51157    0.50094    0.52219           1438300200954 
   86.29786   86.49679    0.16150    0.15382    0.16919           1438300200955 
   86.49679   86.69619    0.09532    0.08769    0.10296           1438300200956 
   86.69619   86.89604    0.07735    0.06911    0.08559           1438300200957 
   86.89604   87.09636    0.08717    0.07764    0.09669           1438300200958 
   87.09636   87.29714    0.11964    0.10856    0.13072           1438300200959 
   87.29714   87.49838    0.12923    0.11636    0.14209           1438300200960 
   87.49838   87.70008    0.17093    0.15517    0.18668           1438300200961 
   87.70008   87.90225    0.19001    0.17200    0.20802           1438300200962 
   87.90225   88.10489    0.23628    0.21596    0.25659           1438300200963 
   88.10489   88.30799    0.25724    0.23465    0.27983           1438300200964 
   88.30799   88.51156    0.35115    0.32460    0.37770           1438300200965 
   88.51156   88.71560    0.43874    0.40895    0.46853           1438300200966 
   88.71560   88.92011    0.48970    0.45478    0.52461           1438300200967 
   88.92011   89.12509    0.65671    0.61703    0.69639           1438300200968 
   89.12509   89.33055    0.74634    0.70326    0.78942           1438300200969 
   89.33055   89.53648    0.98531    0.93496    1.03566           1438300200970 
   89.53648   89.74288    1.18713    1.13122    1.24304           1438300200971 
   89.74288   89.94976    1.36466    1.30408    1.42524           1438300200972 
   89.94976   90.15711    1.72370    1.65710    1.79030           1438300200973 
   90.15711   90.36495    2.07342    2.00322    2.14362           1438300200974 
   90.36495   90.57326    2.66857    2.59308    2.74407           1438300200975 
   90.57326   90.78205    3.20595    3.13293    3.27897           1438300200976 
   90.78205   90.99133    3.59000    3.52758    3.65243           1438300200977 
   90.99133   91.20108    3.65881    3.60440    3.71321           1438300200978 
   91.20108   91.41132    3.42455    3.36623    3.48288           1438300200979 
   91.41132   91.62205    2.52383    2.45454    2.59313           1438300200980 
   91.62205   91.83326    1.08650    1.02899    1.14402           1438300200981 
   91.83326   92.04496    0.52866    0.48070    0.57662           1438300200982 
   92.04496   92.25714    0.42287    0.38010    0.46565           1438300200983 
   92.25714   92.46982    0.49266    0.44595    0.53936           1438300200984 
   92.46982   92.68298    0.51488    0.46948    0.56027           1438300200985 
   92.68298   92.89664    0.68342    0.63409    0.73275           1438300200986 
   92.89664   93.11079    0.89549    0.84280    0.94818           1438300200987 
   93.11079   93.32543    1.37616    1.31460    1.43771           1438300200988 
   93.32543   93.54057    1.43533    1.37302    1.49763           1438300200989 
   93.54057   93.75620    0.76108    0.71783    0.80432           1438300200990 
   93.75620   93.97233    0.23248    0.20116    0.26381           1438300200991 
   93.97233   94.18896    0.22202    0.19412    0.24993           1438300200992 
   94.18896   94.40609    0.22497    0.19818    0.25175           1438300200993 
   94.40609   94.62372    0.23095    0.20538    0.25651           1438300200994 
   94.62372   94.84185    0.23815    0.21441    0.26188           1438300200995 
   94.84185   95.06048    0.33662    0.31227    0.36098           1438300200996 
   95.06048   95.27962    0.42495    0.40154    0.44837           1438300200997 
   95.27962   95.49926    0.53824    0.51573    0.56075           1438300200998 
   95.49926   95.71941    0.78826    0.76419    0.81233           1438300200999 
   95.71941   95.94006    0.81749    0.79516    0.83983           1438300201000 
   95.94006   96.16123    0.49791    0.47965    0.51617           1438300201001 
   96.16123   96.38290    0.19382    0.18017    0.20747           1438300201002 
   96.38290   96.60509    0.05611    0.04564    0.06658           1438300201003 
   96.60509   96.82779    0.04311    0.03352    0.05270           1438300201004 
   96.82779   97.05100    0.02801    0.01868    0.03733           1438300201005 
   97.05100   97.27472    0.04496    0.03476    0.05517           1438300201006 
   97.27472   97.49896    0.04753    0.03607    0.05899           1438300201007 
   97.49896   97.72372    0.03118    0.01887    0.04349           1438300201008 
   97.72372   97.94900    0.06077    0.04669    0.07485           1438300201009 
   97.94900   98.17479    0.01301    0.00000    0.02844           1438300201010 
   98.17479   98.40111    0.05108    0.03388    0.06829           1438300201011 
   98.40111   98.62795    0.08369    0.06478    0.10260           1438300201012 
   98.62795   98.85531    0.04299    0.02437    0.06160           1438300201013 
   98.85531   99.08319    0.02662    0.00625    0.04700           1438300201014 
   99.08319   99.31161    0.06531    0.04351    0.08710           1438300201015 
   99.31161   99.54054    0.08626    0.06472    0.10780           1438300201016 
   99.54054   99.77001    0.06471    0.04273    0.08670           1438300201017 
   99.77001  100.00000    0.08704    0.06459    0.10949           1438300201018 
  100.00000  100.23052    0.11405    0.09063    0.13748           1438300201019 
  100.23052  100.46158    0.16473    0.14086    0.18861           1438300201020 
  100.46158  100.69317    0.12447    0.09929    0.14966           1438300201021 
  100.69317  100.92529    0.18233    0.15482    0.20985           1438300201022 
  100.92529  101.15795    0.15489    0.12663    0.18315           1438300201023 
  101.15795  101.39114    0.22649    0.19629    0.25669           1438300201024 
  101.39114  101.62487    0.27296    0.24035    0.30556           1438300201025 
  101.62487  101.85914    0.33680    0.29973    0.37387           1438300201026 
  101.85914  102.09395    0.48817    0.44756    0.52878           1438300201027 
  102.09395  102.32930    0.43587    0.39704    0.47470           1438300201028 
  102.32930  102.56519    0.66523    0.61912    0.71135           1438300201029 
  102.56519  102.80163    0.87226    0.81978    0.92474           1438300201030 
  102.80163  103.03861    1.29523    1.23348    1.35699           1438300201031 
  103.03861  103.27614    1.78446    1.71671    1.85222           1438300201032 
  103.27614  103.51422    2.09232    2.02330    2.16135           1438300201033 
  103.51422  103.75284    2.02542    1.95488    2.09596           1438300201034 
  103.75284  103.99202    1.40750    1.34010    1.47491           1438300201035 
  103.99202  104.23174    1.18535    1.11654    1.25416           1438300201036 
  104.23174  104.47202    1.11653    1.04851    1.18455           1438300201037 
  104.47202  104.71286    1.37763    1.30620    1.44906           1438300201038 
  104.71286  104.95424    1.75756    1.67772    1.83741           1438300201039 
  104.95424  105.19619    2.40029    2.30532    2.49525           1438300201040 
  105.19619  105.43869    3.11527    3.01178    3.21877           1438300201041 
  105.43869  105.68175    4.07604    3.96624    4.18584           1438300201042 
  105.68175  105.92537    4.36312    4.25773    4.46851           1438300201043 
  105.92537  106.16956    3.22547    3.13905    3.31189           1438300201044 
  106.16956  106.41430    1.75230    1.69567    1.80893           1438300201045 
  106.41430  106.65961    1.35771    1.31750    1.39792           1438300201046 
  106.65961  106.90549    1.48064    1.44761    1.51366           1438300201047 
  106.90549  107.15193    1.42554    1.40036    1.45072           1438300201048 
