EN-MIN     EN-MAX     DATA       MISC1      MISC2                 1438300200017 
EV         EV         NO-DIM     NO-DIM     NO-DIM                1438300200018 
   11.16863   11.19438   66.32157   64.68967   67.95348           1438300300068 
   11.19438   11.22019   51.49019   50.02660   52.95378           1438300300069 
   11.22019   11.24605   45.77462   44.40377   47.14547           1438300300070 
   11.24605   11.27198   40.90870   39.60768   42.20973           1438300300071 
   11.27198   11.29796   37.36279   36.09922   38.62636           1438300300072 
   11.29796   11.32400   34.94658   33.73229   36.16088           1438300300073 
   11.32400   11.35011   33.15679   31.97681   34.33676           1438300300074 
   11.35011   11.37627   34.98102   33.79616   36.16589           1438300300075 
   11.37627   11.40250   34.15977   32.98875   35.33080           1438300300076 
   11.40250   11.42878   33.86154   32.68733   35.03575           1438300300077 
   11.42878   11.45513   32.53194   31.39939   33.66449           1438300300078 
   11.45513   11.48154   37.67462   36.46832   38.88092           1438300300079 
   11.48154   11.50800   38.50178   37.29209   39.71147           1438300300080 
   11.50800   11.53453   41.61827   40.37090   42.86564           1438300300081 
   11.53453   11.56112   45.75001   44.45157   47.04844           1438300300082 
   11.56112   11.58777   50.78171   49.40197   52.16145           1438300300083 
   11.58777   11.61449   56.56020   55.12378   57.99661           1438300300084 
   11.61449   11.64126   64.01316   62.47823   65.54810           1438300300085 
   11.64126   11.66810   75.69321   74.02198   77.36444           1438300300086 
   11.66810   11.69499   84.56074   82.82052   86.30095           1438300300087 
   11.69499   11.72195  104.29986  102.35952  106.24019           1438300300088 
   11.72195   11.74898  130.40617  128.25900  132.55334           1438300300089 
   11.74898   11.77606  172.04950  169.55163  174.54736           1438300300090 
   11.77606   11.80321  224.33686  221.49151  227.18221           1438300300091 
   11.80321   11.83042  302.15039  298.84662  305.45417           1438300300092 
   11.83042   11.85769  407.52624  403.64262  411.40987           1438300300093 
   11.85769   11.88502  520.62389  516.16498  525.08279           1438300300094 
   11.88502   11.91242  610.87460  605.93014  615.81905           1438300300095 
   11.91242   11.93988  616.92114  611.87363  621.96865           1438300300096 
   11.93988   11.96741  550.79578  545.93079  555.66076           1438300300097 
   11.96741   11.99499  417.36816  413.04549  421.69084           1438300300098 
   11.99499   12.02264  277.18189  273.63389  280.72989           1438300300099 
   12.02264   12.05036  163.84867  161.13601  166.56133           1438300300100 
   12.05036   12.07814   92.02803   89.99106   94.06500           1438300300101 
   12.07814   12.10598   54.59059   53.01094   56.17025           1438300300102 
   12.10598   12.13389   33.59642   32.37194   34.82090           1438300300103 
   12.13389   12.16186   24.85739   23.76130   25.95348           1438300300104 
   12.16186   12.18990   24.88720   23.60083   26.17356           1438300300105 
   12.18990   12.21800   20.38724   19.20280   21.57168           1438300300106 
   12.21800   12.24616   17.91203   16.81494   19.00911           1438300300107 
   12.24616   12.27439   17.96568   16.81813   19.11322           1438300300108 
   12.27439   12.30269   17.88193   16.68466   19.07920           1438300300109 
   12.30269   12.33105   13.76190   12.73549   14.78831           1438300300110 
   12.33105   12.35947   12.96628   12.00173   13.93084           1438300300111 
   12.35947   12.38797   14.37228   13.30461   15.43995           1438300300112 
   12.38797   12.41652   10.82331    9.92050   11.72613           1438300300113 
   12.41652   12.44515   10.78429    9.90004   11.66855           1438300300114 
   12.44515   12.47384    9.76341    8.90642   10.62039           1438300300115 
   12.47384   12.50259   11.45052   10.48749   12.41355           1438300300116 
   12.50259   12.53141    9.35805    8.50535   10.21075           1438300300117 
   12.53141   12.56030    8.63138    7.76966    9.49309           1438300300118 
   12.56030   12.58925    8.71150    7.88438    9.53863           1438300300119 
   12.58925   12.61828    7.18769    6.39350    7.98188           1438300300120 
   12.61828   12.64736    6.40443    5.60408    7.20478           1438300300121 
   12.64736   12.67652    5.78271    5.04381    6.52161           1438300300122 
   12.67652   12.70574    6.25382    5.49239    7.01526           1438300300123 
   12.70574   12.73503    7.81180    7.00788    8.61572           1438300300124 
   12.73503   12.76439    6.14971    5.45960    6.83982           1438300300125 
   12.76439   12.79381    5.74767    5.03205    6.46328           1438300300126 
   12.79381   12.82331    6.56977    5.80786    7.33169           1438300300127 
   12.82331   12.85287    5.35665    4.58172    6.13159           1438300300128 
   12.85287   12.88250    5.70679    4.95346    6.46012           1438300300129 
   12.88250   12.91219    6.20641    5.45215    6.96066           1438300300130 
   12.91219   12.94196    5.08246    4.38736    5.77757           1438300300131 
   12.94196   12.97179    5.28752    4.55394    6.02109           1438300300132 
   12.97179   13.00170    6.08445    5.36276    6.80615           1438300300133 
   13.00170   13.03167    6.17110    5.41107    6.93113           1438300300134 
   13.03167   13.06171    4.29039    3.60379    4.97699           1438300300135 
   13.06171   13.09182    5.16256    4.49464    5.83049           1438300300136 
   13.09182   13.12200    4.52847    3.87815    5.17880           1438300300137 
   13.12200   13.15225    4.50808    3.84399    5.17217           1438300300138 
   13.15225   13.18257    3.89114    3.22651    4.55576           1438300300139 
   13.18257   13.21296    4.28186    3.60895    4.95477           1438300300140 
   13.21296   13.24342    5.33215    4.67370    5.99061           1438300300141 
   13.24342   13.27395    6.02480    5.32941    6.72019           1438300300142 
   13.27395   13.30454    4.52858    3.85486    5.20229           1438300300143 
   13.30454   13.33521    5.00490    4.33331    5.67648           1438300300144 
   13.33521   13.36596    4.76648    4.10915    5.42382           1438300300145 
   13.36596   13.39677    8.13379    7.40207    8.86551           1438300300146 
   13.39677   13.42765    6.88393    6.20334    7.56451           1438300300147 
   13.42765   13.45860    6.59426    5.93176    7.25676           1438300300148 
   13.45860   13.48963    5.28249    4.63079    5.93419           1438300300149 
   13.48963   13.52073    6.45500    5.75841    7.15159           1438300300150 
   13.52073   13.55189    6.71558    6.06610    7.36506           1438300300151 
   13.55189   13.58313    7.75250    7.08159    8.42341           1438300300152 
   13.58313   13.61445    7.20233    6.54611    7.85855           1438300300153 
   13.61445   13.64583    8.00169    7.33792    8.66546           1438300300154 
   13.64583   13.67729    7.93340    7.26986    8.59695           1438300300155 
   13.67729   13.70882    9.16352    8.49574    9.83130           1438300300156 
   13.70882   13.74042    9.82428    9.12061   10.52795           1438300300157 
   13.74042   13.77210   10.74009   10.02202   11.45815           1438300300158 
   13.77210   13.80384   10.71991   10.01110   11.42872           1438300300159 
   13.80384   13.83566   11.77328   11.05258   12.49397           1438300300160 
   13.83566   13.86756   14.38201   13.60161   15.16242           1438300300161 
   13.86756   13.89953   15.57669   14.78876   16.36462           1438300300162 
   13.89953   13.93157   19.48021   18.62987   20.33054           1438300300163 
   13.93157   13.96368   21.20203   20.30989   22.09416           1438300300164 
   13.96368   13.99587   26.12546   25.14759   27.10333           1438300300165 
   13.99587   14.02814   28.32569   27.32691   29.32447           1438300300166 
   14.02814   14.06048   31.59200   30.52497   32.65902           1438300300167 
   14.06048   14.09289   41.93028   40.73620   43.12436           1438300300168 
   14.09289   14.12538   47.89566   46.60637   49.18494           1438300300169 
   14.12538   14.15794   55.26635   53.91398   56.61873           1438300300170 
   14.15794   14.19058   70.54532   69.04920   72.04143           1438300300171 
   14.19058   14.22329   83.06678   81.44667   84.68689           1438300300172 
   14.22329   14.25608  108.59276  106.73401  110.45151           1438300300173 
   14.25608   14.28894  141.54283  139.37696  143.70870           1438300300174 
   14.28894   14.32188  176.46485  174.01011  178.91958           1438300300175 
   14.32188   14.35489  203.46650  200.76567  206.16732           1438300300176 
   14.35489   14.38799  208.09959  205.35264  210.84654           1438300300177 
   14.38799   14.42115  202.02408  199.28682  204.76134           1438300300178 
   14.42115   14.45440  180.17526  177.61796  182.73256           1438300300179 
   14.45440   14.48772  162.70675  160.34831  165.06519           1438300300180 
   14.48772   14.52112  164.17367  161.87631  166.47104           1438300300181 
   14.52112   14.55459  197.70682  195.16678  200.24687           1438300300182 
   14.55459   14.58814  262.61048  259.68228  265.53868           1438300300183 
   14.58814   14.62177  374.86982  371.30514  378.43451           1438300300184 
   14.62177   14.65548  512.09844  507.90195  516.29493           1438300300185 
   14.65548   14.68926  652.50281  647.67013  657.33549           1438300300186 
   14.68926   14.72313  714.67358  709.58868  719.75849           1438300300187 
   14.72313   14.75707  668.14118  663.18102  673.10133           1438300300188 
   14.75707   14.79108  520.00254  515.64340  524.36168           1438300300189 
   14.79108   14.82518  355.53564  351.94803  359.12325           1438300300190 
   14.82518   14.85936  211.79475  209.06102  214.52848           1438300300191 
   14.85936   14.89361  131.85772  129.68661  134.02884           1438300300192 
   14.89361   14.92794   79.75119   78.08351   81.41887           1438300300193 
   14.92794   14.96236   54.84190   53.40723   56.27657           1438300300194 
   14.96236   14.99685   42.00587   40.74447   43.26727           1438300300195 
   14.99685   15.03142   32.99720   31.84951   34.14489           1438300300196 
   15.03142   15.06607   27.07833   26.00785   28.14880           1438300300197 
   15.06607   15.10080   22.39427   21.38624   23.40230           1438300300198 
   15.10080   15.13561   20.81010   19.81396   21.80624           1438300300199 
   15.13561   15.17050   17.98070   17.04178   18.91961           1438300300200 
   15.17050   15.20548   18.46194   17.50665   19.41722           1438300300201 
   15.20548   15.24053   14.37598   13.50116   15.25079           1438300300202 
   15.24053   15.27566   16.02392   15.10783   16.94001           1438300300203 
   15.27566   15.31088   15.66749   14.74065   16.59433           1438300300204 
   15.31088   15.34617   15.48803   14.58596   16.39010           1438300300205 
   15.34617   15.38155   12.92005   12.03904   13.80106           1438300300206 
   15.38155   15.41701   15.14881   14.25021   16.04741           1438300300207 
   15.41701   15.45254   12.99816   12.14766   13.84866           1438300300208 
   15.45254   15.48817   12.49302   11.62982   13.35621           1438300300209 
   15.48817   15.52387   11.56140   10.73335   12.38946           1438300300210 
   15.52387   15.55966   10.74715    9.92692   11.56738           1438300300211 
   15.55966   15.59553   10.80350    9.98766   11.61934           1438300300212 
   15.59553   15.63148   11.25740   10.47285   12.04195           1438300300213 
   15.63148   15.66751   11.17259   10.39070   11.95447           1438300300214 
   15.66751   15.70363    8.94455    8.19113    9.69797           1438300300215 
   15.70363   15.73983    9.55516    8.81423   10.29609           1438300300216 
   15.73983   15.77611    9.08448    8.33983    9.82914           1438300300217 
   15.77611   15.81248    8.57124    7.85973    9.28275           1438300300218 
   15.81248   15.84893    6.55003    5.87394    7.22612           1438300300219 
   15.84893   15.88547    8.35543    7.67218    9.03868           1438300300220 
   15.88547   15.92209    6.97328    6.31701    7.62956           1438300300221 
   15.92209   15.95879    5.80129    5.15047    6.45212           1438300300222 
   15.95879   15.99558    6.14215    5.53031    6.75399           1438300300223 
   15.99558   16.03245    5.40301    4.78323    6.02280           1438300300224 
   16.03245   16.06941    5.49295    4.91085    6.07505           1438300300225 
   16.06941   16.10646    5.62477    5.03988    6.20967           1438300300226 
   16.10646   16.14359    5.23025    4.64274    5.81776           1438300300227 
   16.14359   16.18080    4.46314    3.91236    5.01392           1438300300228 
   16.18080   16.21810    6.15890    5.55465    6.76316           1438300300229 
   16.21810   16.25549    3.36262    2.84559    3.87965           1438300300230 
   16.25549   16.29296    3.95851    3.42873    4.48829           1438300300231 
   16.29296   16.33052    4.34842    3.83850    4.85835           1438300300232 
   16.33052   16.36817    4.78316    4.23230    5.33403           1438300300233 
   16.36817   16.40590    5.14384    4.60745    5.68022           1438300300234 
   16.40590   16.44372    4.88995    4.35620    5.42369           1438300300235 
   16.44372   16.48162    3.80426    3.31694    4.29158           1438300300236 
   16.48162   16.51962    3.66481    3.18195    4.14766           1438300300237 
   16.51962   16.55770    4.22814    3.73375    4.72253           1438300300238 
   16.55770   16.59587    4.62093    4.12768    5.11419           1438300300239 
   16.59587   16.63413    5.02792    4.53756    5.51827           1438300300240 
   16.63413   16.67247    4.25580    3.78007    4.73153           1438300300241 
   16.67247   16.71091    4.73800    4.24633    5.22967           1438300300242 
   16.71091   16.74943    6.03067    5.51082    6.55052           1438300300243 
   16.74943   16.78804    5.82545    5.31785    6.33305           1438300300244 
   16.78804   16.82674    5.86311    5.37172    6.35451           1438300300245 
   16.82674   16.86553    8.88597    8.31520    9.45675           1438300300246 
   16.86553   16.90441    6.38935    5.88681    6.89188           1438300300247 
   16.90441   16.94338    8.96431    8.40458    9.52405           1438300300248 
   16.94338   16.98244    9.49450    8.92976   10.05925           1438300300249 
   16.98244   17.02159   10.28194    9.68424   10.87963           1438300300250 
   17.02159   17.06082   13.26188   12.59484   13.92892           1438300300251 
   17.06082   17.10015   14.28088   13.58897   14.97279           1438300300252 
   17.10015   17.13957   15.49757   14.79024   16.20491           1438300300253 
   17.13957   17.17908   20.96202   20.12740   21.79664           1438300300254 
   17.17908   17.21869   24.91239   23.98638   25.83839           1438300300255 
   17.21869   17.25838   29.32062   28.29782   30.34341           1438300300256 
   17.25838   17.29816   35.17207   34.03311   36.31104           1438300300257 
   17.29816   17.33804   45.88044   44.56483   47.19604           1438300300258 
   17.33804   17.37801   57.57791   56.05971   59.09611           1438300300259 
   17.37801   17.41807   69.06869   67.43522   70.70216           1438300300260 
   17.41807   17.45822   86.43885   84.65227   88.22543           1438300300261 
   17.45822   17.49847  114.24856  112.18542  116.31171           1438300300262 
   17.49847   17.53881  154.95264  152.61467  157.29061           1438300300263 
   17.53881   17.57924  226.00821  223.19402  228.82240           1438300300264 
   17.57924   17.61976  327.05249  323.63771  330.46726           1438300300265 
   17.61976   17.66038  446.15703  442.10437  450.20969           1438300300266 
   17.66038   17.70109  521.44689  516.98195  525.91184           1438300300267 
   17.70109   17.74190  504.50354  500.06394  508.94313           1438300300268 
   17.74190   17.78279  398.97753  394.94241  403.01264           1438300300269 
   17.78279   17.82379  268.57540  265.20050  271.95031           1438300300270 
   17.82379   17.86488  150.66280  148.12274  153.20287           1438300300271 
   17.86488   17.90606   80.42125   78.57094   82.27157           1438300300272 
   17.90606   17.94734   46.35309   44.93538   47.77081           1438300300273 
   17.94734   17.98871   29.80871   28.64349   30.97394           1438300300274 
   17.98871   18.03018   21.33429   20.32298   22.34560           1438300300275 
   18.03018   18.07174   17.67787   16.74640   18.60935           1438300300276 
   18.07174   18.11340   11.63235   10.84361   12.42109           1438300300277 
   18.11340   18.15516   10.85728   10.08203   11.63253           1438300300278 
   18.15516   18.19701    7.63259    6.98940    8.27578           1438300300279 
   18.19701   18.23896    6.63176    6.01743    7.24609           1438300300280 
   18.23896   18.28100    6.19278    5.58365    6.80190           1438300300281 
   18.28100   18.32314    6.03333    5.42865    6.63801           1438300300282 
   18.32314   18.36538    4.60079    4.05160    5.14999           1438300300283 
   18.36538   18.40772    3.55470    3.08987    4.01952           1438300300284 
   18.40772   18.45015    3.43932    2.96975    3.90888           1438300300285 
   18.45015   18.49269    3.07265    2.60576    3.53953           1438300300286 
   18.49269   18.53532    2.99643    2.55322    3.43964           1438300300287 
   18.53532   18.57805    2.68009    2.28118    3.07901           1438300300288 
   18.57805   18.62087    2.91603    2.47366    3.35840           1438300300289 
   18.62087   18.66380    2.31485    1.91310    2.71659           1438300300290 
   18.66380   18.70682    2.91716    2.45927    3.37505           1438300300291 
   18.70682   18.74995    2.40807    1.95058    2.86557           1438300300292 
   18.74995   18.79317    2.06321    1.65582    2.47060           1438300300293 
   18.79317   18.83649    0.96932    0.63785    1.30080           1438300300294 
   18.87991   18.92344    2.28747    1.86587    2.70906           1438300300295 
   18.92344   18.96706    1.30173    0.92479    1.67867           1438300300296 
   18.96706   19.01078    1.50336    1.14992    1.85680           1438300300297 
   19.01078   19.05461    1.48689    1.14332    1.83047           1438300300298 
   19.05461   19.09853    1.85940    1.46093    2.25787           1438300300299 
   19.09853   19.14256    0.96739    0.62612    1.30867           1438300300300 
   19.14256   19.18669    1.34212    1.04332    1.64093           1438300300301 
   19.18669   19.23092    1.33591    0.99697    1.67485           1438300300302 
   19.23092   19.27525    1.20145    0.94611    1.45680           1438300300303 
   19.27525   19.31968    1.79462    1.49199    2.09725           1438300300304 
   19.31968   19.36422    1.21386    0.90697    1.52075           1438300300305 
   19.36422   19.40886    0.91923    0.67426    1.16420           1438300300306 
   19.40886   19.45360    0.90832    0.63383    1.18282           1438300300307 
   19.45360   19.49845    0.16396    0.00000    0.41156           1438300300308 
   19.49845   19.54340    1.12386    0.80475    1.44297           1438300300309 
   19.54340   19.58845    0.92302    0.62339    1.22264           1438300300310 
   19.58845   19.63360    0.51970    0.28081    0.75859           1438300300311 
   19.63360   19.67886    0.94507    0.68113    1.20901           1438300300312 
   19.67886   19.72423    1.12694    0.83156    1.42232           1438300300313 
   19.72423   19.76970    0.94725    0.60372    1.29078           1438300300314 
   19.76970   19.81527    0.18850    0.00000    0.42106           1438300300315 
   19.81527   19.86095    0.74665    0.42226    1.07105           1438300300316 
   19.86095   19.90673    0.51846    0.20480    0.83212           1438300300317 
   19.90673   19.95262    0.68201    0.40480    0.95921           1438300300318 
   19.95262   19.99862    0.55414    0.26949    0.83878           1438300300319 
   19.99862   20.04472    0.73079    0.43281    1.02877           1438300300320 
   20.04472   20.09093    0.63495    0.34780    0.92209           1438300300321 
   20.09093   20.13724    0.77071    0.44513    1.09629           1438300300322 
   20.13724   20.18366    1.06901    0.75521    1.38282           1438300300323 
   20.18366   20.23019    1.23719    0.95980    1.51458           1438300300324 
   20.23019   20.27683    1.14969    0.88076    1.41862           1438300300325 
   20.27683   20.32357    1.03991    0.74043    1.33938           1438300300326 
   20.32357   20.37042    1.06190    0.75034    1.37346           1438300300327 
   20.37042   20.41738    1.44571    1.09513    1.79629           1438300300328 
   20.41738   20.46445    1.47747    1.16289    1.79205           1438300300329 
   20.46445   20.51162    0.81712    0.56420    1.07003           1438300300330 
   20.51162   20.55891    0.93775    0.68065    1.19486           1438300300331 
   20.55891   20.60630    1.54478    1.24521    1.84436           1438300300332 
   20.60630   20.65380    0.77660    0.53159    1.02160           1438300300333 
   20.65380   20.70141    1.56479    1.25860    1.87098           1438300300334 
   20.70141   20.74914    0.58540    0.36204    0.80876           1438300300335 
   20.74914   20.79697    1.27822    0.99536    1.56109           1438300300336 
   20.79697   20.84491    1.46282    1.18633    1.73931           1438300300337 
   20.84491   20.89296    1.33176    1.08637    1.57715           1438300300338 
   20.89296   20.94113    1.10579    0.87238    1.33920           1438300300339 
   20.94113   20.98940    1.18605    0.92976    1.44234           1438300300340 
   20.98940   21.03778    1.67399    1.42070    1.92729           1438300300341 
   21.03778   21.08628    1.44627    1.16931    1.72323           1438300300342 
   21.08628   21.13489    2.06281    1.76774    2.35787           1438300300343 
   21.13489   21.18361    2.26412    1.98639    2.54186           1438300300344 
   21.18361   21.23245    3.05472    2.73966    3.36978           1438300300345 
   21.23245   21.28139    2.99077    2.69182    3.28973           1438300300346 
   21.28139   21.33045    2.97600    2.67020    3.28180           1438300300347 
   21.33045   21.37962    4.13307    3.79486    4.47128           1438300300348 
   21.37962   21.42891    5.08661    4.71281    5.46041           1438300300349 
   21.42891   21.47831    6.43033    5.99980    6.86085           1438300300350 
   21.47831   21.52782    8.12894    7.64481    8.61307           1438300300351 
   21.52782   21.57744    8.39663    7.89846    8.89479           1438300300352 
   21.57744   21.62719   10.72600   10.14348   11.30852           1438300300353 
   21.62719   21.67704   11.76170   11.13988   12.38352           1438300300354 
   21.67704   21.72701   16.18802   15.46533   16.91071           1438300300355 
   21.72701   21.77710   19.65148   18.83522   20.46775           1438300300356 
   21.77710   21.82730   24.07382   23.14547   25.00217           1438300300357 
   21.82730   21.87762   31.57404   30.48038   32.66770           1438300300358 
   21.87762   21.92805   37.90351   36.72586   39.08116           1438300300359 
   21.92805   21.97860   44.35928   43.10634   45.61222           1438300300360 
   21.97860   22.02927   62.61085   61.13522   64.08647           1438300300361 
   22.02927   22.08005   79.15572   77.53362   80.77781           1438300300362 
   22.08005   22.13095  106.41736  104.58787  108.24685           1438300300363 
   22.13095   22.18196  152.90886  150.73027  155.08746           1438300300364 
   22.18196   22.23310  222.35704  219.71082  225.00327           1438300300365 
   22.23310   22.28435  298.01314  294.92241  301.10387           1438300300366 
   22.28435   22.33572  351.97808  348.56281  355.39336           1438300300367 
   22.33572   22.38721  317.17601  313.84507  320.50695           1438300300368 
   22.38721   22.43882  242.55912  239.59172  245.52652           1438300300369 
   22.43882   22.49055  151.19630  148.82243  153.57017           1438300300370 
   22.49055   22.54239   86.03236   84.20805   87.85668           1438300300371 
   22.54239   22.59436   46.71502   45.33980   48.09024           1438300300372 
   22.59436   22.64644   30.77914   29.60934   31.94894           1438300300373 
   22.64644   22.69865   20.16570   19.20182   21.12957           1438300300374 
   22.69865   22.75097   17.27497   16.35101   18.19894           1438300300375 
   22.75097   22.80342   11.31941   10.52814   12.11068           1438300300376 
   22.80342   22.85599   10.09094    9.30910   10.87278           1438300300377 
   22.85599   22.90868    9.84387    9.09678   10.59096           1438300300378 
   22.90868   22.96149    7.52367    6.83004    8.21729           1438300300379 
   22.96149   23.01442    7.86239    7.15795    8.56683           1438300300380 
   23.01442   23.06747    6.54088    5.88324    7.19852           1438300300381 
   23.06747   23.12065    5.47326    4.84416    6.10235           1438300300382 
   23.12065   23.17395    5.29668    4.66022    5.93313           1438300300383 
   23.17395   23.22737    6.36993    5.71184    7.02802           1438300300384 
   23.22737   23.28091    4.71313    4.04322    5.38304           1438300300385 
   23.28091   23.33458    4.79721    4.16071    5.43371           1438300300386 
   23.33458   23.38837    3.78653    3.22693    4.34612           1438300300387 
   23.38837   23.44229    3.98997    3.39780    4.58213           1438300300388 
   23.44229   23.49633    3.72612    3.14590    4.30634           1438300300389 
   23.49633   23.55049    4.65840    4.02969    5.28711           1438300300390 
   23.55049   23.60478    4.61174    3.98464    5.23884           1438300300391 
   23.60478   23.65920    3.85292    3.32031    4.38553           1438300300392 
   23.65920   23.71374    5.09498    4.49916    5.69079           1438300300393 
   23.71374   23.76840    6.68580    6.07999    7.29161           1438300300394 
   23.76840   23.82320    8.40946    7.77663    9.04229           1438300300395 
   23.82320   23.87811    9.28832    8.65299    9.92365           1438300300396 
   23.87811   23.93316   14.39807   13.62436   15.17178           1438300300397 
   23.93316   23.98833   15.75960   14.94830   16.57090           1438300300398 
   23.98833   24.04363   16.41944   15.50559   17.33330           1438300300399 
   24.04363   24.09905   12.99724   12.14278   13.85170           1438300300400 
   24.09905   24.15461    8.50935    7.71064    9.30805           1438300300401 
   24.15461   24.21029    4.34892    3.72281    4.97502           1438300300402 
   24.21029   24.26610    2.95253    2.39246    3.51260           1438300300403 
   24.26610   24.32204    4.00342    3.20462    4.80222           1438300300404 
   24.32204   24.37811    2.59607    1.80906    3.38309           1438300300405 
   24.37811   24.43431    1.37474    0.74345    2.00603           1438300300406 
   24.43431   24.49063    2.01232    1.38417    2.64047           1438300300407 
   24.49063   24.54709    2.49243    1.83275    3.15210           1438300300408 
   24.54709   24.60368    3.89965    3.17929    4.62002           1438300300409 
   24.60368   24.66039    1.37961    0.80283    1.95640           1438300300410 
   24.66039   24.71724    1.90341    1.30273    2.50409           1438300300411 
   24.71724   24.77422    2.64158    2.05202    3.23113           1438300300412 
   24.77422   24.83133    3.00273    2.35672    3.64874           1438300300413 
   24.83133   24.88857    2.63946    2.06287    3.21605           1438300300414 
   24.88857   24.94595    3.00363    2.46340    3.54386           1438300300415 
   24.94595   25.00345    2.89064    2.38393    3.39734           1438300300416 
   25.00345   25.06109    2.73494    2.20015    3.26973           1438300300417 
   25.06109   25.11886    4.08820    3.55315    4.62325           1438300300418 
   25.11886   25.17677    2.87776    2.39435    3.36117           1438300300419 
   25.17677   25.23481    4.03409    3.52679    4.54139           1438300300420 
   25.23481   25.29298    3.08861    2.64405    3.53317           1438300300421 
   25.29298   25.35129    4.02739    3.55724    4.49754           1438300300422 
   25.35129   25.40973    4.48201    3.97348    4.99055           1438300300423 
   25.40973   25.46830    5.86780    5.34553    6.39007           1438300300424 
   25.46830   25.52701    7.81559    7.17191    8.45928           1438300300425 
   25.52701   25.58586    8.80384    8.15556    9.45211           1438300300426 
   25.58586   25.64484   11.19729   10.47021   11.92436           1438300300427 
   25.64484   25.70396   12.27187   11.50835   13.03539           1438300300428 
   25.70396   25.76321   13.85486   13.02523   14.68449           1438300300429 
   25.76321   25.82260   18.27831   17.34526   19.21136           1438300300430 
   25.82260   25.88213   20.20176   19.25586   21.14767           1438300300431 
   25.88213   25.94179   25.87475   24.82945   26.92005           1438300300432 
   25.94179   26.00160   34.53896   33.34990   35.72803           1438300300433 
   26.00160   26.06154   43.45705   42.18799   44.72612           1438300300434 
   26.06154   26.12161   57.29373   55.90640   58.68105           1438300300435 
   26.12161   26.18183   87.41298   85.73191   89.09405           1438300300436 
   26.18183   26.24219  126.12924  124.14129  128.11719           1438300300437 
   26.24219   26.30268  184.01116  181.54420  186.47812           1438300300438 
   26.30268   26.36331  209.50105  206.77342  212.22868           1438300300439 
   26.36331   26.42409  182.67258  180.01392  185.33124           1438300300440 
   26.42409   26.48500  120.53559  118.29244  122.77874           1438300300441 
   26.48500   26.54606   60.81733   59.20793   62.42673           1438300300442 
   26.54606   26.60725   27.45702   26.36332   28.55072           1438300300443 
   26.60725   26.66859   14.45337   13.63930   15.26743           1438300300444 
   26.66859   26.73006    9.12158    8.48672    9.75644           1438300300445 
   26.73006   26.79168    7.72020    7.07590    8.36451           1438300300446 
   26.79168   26.85344    5.33292    4.80744    5.85840           1438300300447 
   26.85344   26.91535    4.92376    4.41960    5.42792           1438300300448 
   26.91535   26.97739    5.37198    4.84641    5.89755           1438300300449 
   26.97739   27.03958    4.51296    4.08427    4.94164           1438300300450 
   27.03958   27.10192    6.96663    6.32963    7.60364           1438300300451 
   27.10192   27.16439    8.18155    7.56458    8.79851           1438300300452 
   27.16439   27.22701   11.91523   11.13062   12.69983           1438300300453 
   27.22701   27.28978   19.49084   18.41182   20.56986           1438300300454 
   27.28978   27.35269   28.93468   27.49823   30.37112           1438300300455 
   27.35269   27.41574   29.85419   28.35356   31.35482           1438300300456 
   27.41574   27.47894   21.62110   20.31944   22.92276           1438300300457 
   27.47894   27.54229   13.65198   12.54537   14.75860           1438300300458 
   27.54229   27.60578    4.79854    4.17565    5.42143           1438300300459 
   27.60578   27.66942    2.48814    1.89437    3.08191           1438300300460 
   27.66942   27.73320    3.15425    2.51120    3.79730           1438300300461 
   27.73320   27.79713    1.26855    0.80153    1.73558           1438300300462 
   27.79713   27.86121    1.37393    0.92775    1.82012           1438300300463 
   27.86121   27.92544    1.45273    0.98997    1.91548           1438300300464 
   27.92544   27.98981    1.03881    0.52377    1.55385           1438300300465 
   27.98981   28.05434    0.80957    0.25116    1.36798           1438300300466 
   28.05434   28.11901    0.30656    0.00000    0.75681           1438300300467 
   28.11901   28.18383    1.26252    0.83227    1.69277           1438300300468 
   28.18383   28.24880    0.77758    0.30871    1.24644           1438300300469 
   28.31392   28.37919    0.87590    0.42103    1.33077           1438300300470 
   28.37919   28.44461    1.25264    0.72629    1.77900           1438300300471 
   28.44461   28.51018    0.79677    0.36629    1.22726           1438300300472 
   28.51018   28.57591    0.73519    0.18447    1.28590           1438300300473 
   28.57591   28.64178    1.17258    0.67349    1.67168           1438300300474 
   28.64178   28.70781    0.72558    0.22805    1.22310           1438300300475 
   28.70781   28.77398    0.78235    0.32897    1.23574           1438300300476 
   28.77398   28.84032    0.79377    0.19547    1.39207           1438300300477 
   28.84032   28.90680    0.56735    0.00000    1.16537           1438300300478 
   28.90680   28.97344    1.01897    0.53641    1.50153           1438300300479 
   28.97344   29.04023    0.69107    0.19133    1.19081           1438300300480 
   29.04023   29.10717    0.00000    0.00000    0.00000           1438300300481 
   29.17427   29.24152    1.00482    0.43303    1.57662           1438300300482 
   29.24152   29.30893    0.50945    0.00000    1.15408           1438300300483 
   29.30893   29.37650    0.36721    0.00000    0.87106           1438300300484 
   29.44422   29.51209    1.03238    0.42550    1.63927           1438300300485 
   29.51209   29.58013    0.75816    0.28034    1.23598           1438300300486 
   29.64831   29.71666    0.14605    0.00000    0.61114           1438300300487 
   29.71666   29.78516    0.00000    0.00000    0.00000           1438300300488 
   29.85383   29.92265    0.27633    0.00000    0.77165           1438300300489 
