ENTRY            11682   19831011                             00001168200000001 
SUBENT        11682001   19831011                             00001168200100001 
BIB                  6          9                                 1168200100002 
INSTITUTE  (1USAANL)                                              1168200100003 
REFERENCE  (J,BAP,12,473(AH1),67)                                 1168200100004 
           (W,ELWYN,7001) TABULATED DATA                          1168200100005 
AUTHOR     (A.J.ELWYN,J.E.MONAHAN,R.O.LANE)                       1168200100006 
TITLE      POSSIBLE INTERMEDIATE RESONANCE STRUCTURE IN THE       1168200100007 
           SCATTERING OF NEUTRONS BY CHROMIUM.                    1168200100008 
STATUS     (SCSRS)                                                1168200100009 
HISTORY    (760730T) TRANSLATED FROM SCISRS                       1168200100010 
           (831011A) CONVERTED TO REACTION FORMALISM              1168200100011 
ENDBIB               9          0                                 1168200100012 
NOCOMMON             0          0                                 1168200100013 
ENDSUBENT           12          0                                 1168200199999 
SUBENT        11682002   19831011                             00001168200200001 
BIB                  2          2                                 1168200200002 
REACTION   (24-CR-0(N,EL),,DA)                                    1168200200003 
MONITOR    (6-C-0(N,EL),,SIG)                                     1168200200004 
ENDBIB               2          0                                 1168200200005 
COMMON               1          3                                 1168200200006 
EN-RSL                                                            1168200200007 
MEV                                                               1168200200008 
 2.0    -02                                                       1168200200009 
ENDCOMMON            3          0                                 1168200200010 
DATA                 4        210                                 1168200200011 
EN         COS-CM     DATA       DATA-ERR                         1168200200012 
MEV        NO-DIM     MB/SR      MB/SR                            1168200200013 
 3.50   -01 0.92450    3.88   +02 2.     +00                      1168200200014 
 3.50   -01 0.54610    2.71   +02 2.     +00                      1168200200015 
 3.50   -01-0.0192     1.73   +02 1.     +00                      1168200200016 
 3.50   -01-0.5721     1.66   +02 1.     +00                      1168200200017 
 3.50   -01-0.9298     1.96   +02 2.     +00                      1168200200018 
 3.65   -01 0.92450    3.628  +02 2.0    +00                      1168200200019 
 3.65   -01 0.54610    2.853  +02 2.0    +00                      1168200200020 
 3.65   -01-0.0192     2.155  +02 2.0    +00                      1168200200021 
 3.65   -01-0.5721     2.018  +02 2.0    +00                      1168200200022 
 3.65   -01-0.9298     2.247  +02 2.0    +00                      1168200200023 
 3.80   -01 0.92450    3.27   +02 2.     +00                      1168200200024 
 3.80   -01 0.54610    2.34   +02 2.     +00                      1168200200025 
 3.80   -01-0.0192     1.68   +02 1.     +00                      1168200200026 
 3.80   -01-0.5721     1.50   +02 1.     +00                      1168200200027 
 3.80   -01-0.9298     1.87   +02 2.     +00                      1168200200028 
 3.95   -01 0.92450    3.51   +02 2.     +00                      1168200200029 
 3.95   -01 0.54610    2.90   +02 2.     +00                      1168200200030 
 3.95   -01-0.0192     2.62   +02 2.     +00                      1168200200031 
 3.95   -01-0.5721     2.94   +02 2.     +00                      1168200200032 
 3.95   -01-0.9298     3.31   +02 2.     +00                      1168200200033 
 4.10   -01 0.92450    5.11   +02 3.     +00                      1168200200034 
 4.10   -01 0.54610    4.25   +02 2.     +00                      1168200200035 
 4.10   -01-0.0192     3.36   +02 2.     +00                      1168200200036 
 4.10   -01-0.5721     3.39   +02 2.     +00                      1168200200037 
