ENTRY            10978   20030529                             00001097800000001 
SUBENT        10978001   20030529                             00001097800100001 
BIB                 12         28                                 1097800100002 
INSTITUTE  (1USAORL)                                              1097800100003 
REFERENCE  (R,ORNL-TM-5829,197706)                                1097800100004 
AUTHOR     (G.L.Morgan,F.G.Perey)                                 1097800100005 
TITLE      Cross sections for the Nb(n,xn) and Nb(n,x gamma)      1097800100006 
            reactions between 1 and 20 MeV                        1097800100007 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1097800100008 
SAMPLE     2678-grams of niobium, greater than 99.85% pure,       1097800100009 
            shaped into annular ring, 25-cm outer diameter, 15-cm 1097800100010 
            inner diameter, 0.95-cm thick.                        1097800100011 
METHOD     (TOF) Time of flight measurement made to determine     1097800100012 
            neutron flux. Background measurement made with sample 1097800100013 
            out of beam. Pulse shape discrimination used to       1097800100014 
            seperate neutron and gamma events.                    1097800100015 
DETECTOR   (SCIN) NE-213 scintillation counter with shadow bar    1097800100016 
            placed on axis of sample ring.                        1097800100017 
           Plastic scintillator to monitor flux placed on edge of 1097800100018 
            beam, 30-meters from neutron source for normalization.1097800100019 
MONITOR    No information                                         1097800100020 
ERR-ANALYS (DATA-ERR) Errors quoted are mainly statistical and    1097800100021 
            include errors due to:                                1097800100022 
            .statistics of background subtraction (background     1097800100023 
             ranged from 10-50% of foreground),                   1097800100024 
            .absolute normalization about 105 (mainly due to      1097800100025 
             incident flux normalization).                        1097800100026 
STATUS     (APRVD) Approved by G.L.Morgan, 1982/1/4.              1097800100027 
HISTORY    (19810909C)                                            1097800100028 
           (20030529A) Reactions corrected. Converted to new date 1097800100029 
                       formats, lower case.                       1097800100030 
ENDBIB              28          0                                 1097800100031 
COMMON               1          3                                 1097800100032 
ANG                                                               1097800100033 
ADEG                                                              1097800100034 
 129.                                                             1097800100035 
ENDCOMMON            3          0                                 1097800100036 
ENDSUBENT           35          0                                 1097800199999 
SUBENT        10978002   20030529                             00001097800200001 
BIB                  3          4                                 1097800200002 
REACTION   (41-NB-93(N,X)0-NN-1,,DA/DE)                           1097800200003 
CORRECTION Corrected for multiple scattering and average          1097800200004 
            transmission of incident and scattered neutron fluxes.1097800200005 
ERR-ANALYS Multiple scattering correction uncertainty about 10%.  1097800200006 
ENDBIB               4          0                                 1097800200007 
NOCOMMON             0          0                                 1097800200008 
DATA                 5        586                                 1097800200009 
EN-MIN     EN-MAX     E          DATA       DATA-ERR              1097800200010 
  2.00       2.24       0.907     110.0      5.7                  1097800200061 
  2.00       2.24       1.007     134.9      6.1                  1097800200062 
  2.00       2.24       1.107     131.3      5.5                  1097800200063 
  2.00       2.24       1.205     105.7      4.2                  1097800200064 
  2.00       2.24       1.310      72.8      2.9                  1097800200065 
  2.00       2.24       1.412      44.4      2.0                  1097800200066 
  2.00       2.24       1.511      24.5      1.6                  1097800200067 
  2.00       2.24       1.610      18.9      1.4                  1097800200068 
  2.00       2.24       1.709      31.7      1.6                  1097800200069 
  2.00       2.24       1.813      58.9      2.3                  1097800200070 
  2.00       2.24       1.932      84.5      3.1                  1097800200071 
  2.00       2.24       2.100      76.6      2.7                  1097800200072 
  2.00       2.24       2.296      36.1      1.3                  1097800200073 
  2.00       2.24       2.499      11.2      0.5                  1097800200074 
  2.00       2.24       2.703       3.6      0.2                  1097800200075 
  2.00       2.24       2.898       1.7      0.1                  1097800200076 
  2.24       2.50       0.907     105.7      5.2                  1097800200077 
  2.24       2.50       1.007      92.1      4.4                  1097800200078 
  2.24       2.50       1.107      87.3      3.9                  1097800200079 
  2.24       2.50       1.205      95.7      3.8                  1097800200080 
  2.24       2.50       1.310     100.1      3.6                  1097800200081 
  2.24       2.50       1.412      89.9      3.1                  1097800200082 
  2.24       2.50       1.511      69.5      2.5                  1097800200083 
  2.24       2.50       1.610      46.6      2.0                  1097800200084 
  2.24       2.50       1.709      27.7      1.6                  1097800200085 
  2.24       2.50       1.813      18.4      1.5                  1097800200086 
  2.24       2.50       1.932      26.9      1.6                  1097800200087 
  2.24       2.50       2.100      57.9      2.2                  1097800200088 
  2.24       2.50       2.296      65.5      2.4                  1097800200089 
  2.24       2.50       2.499      37.5      1.4                  1097800200090 
  2.24       2.50       2.703      13.6      0.6                  1097800200091 
  2.24       2.50       2.898       4.2      0.3                  1097800200092 
  2.50       2.75       0.907     111.6      5.4                  1097800200093 
  2.50       2.75       1.007     105.2      4.8                  1097800200094 
  2.50       2.75       1.107      90.9      4.2                  1097800200095 
  2.50       2.75       1.205      78.0      3.5                  1097800200096 
  2.50       2.75       1.310      73.7      3.3                  1097800200097 
  2.50       2.75       1.412      77.8      3.2                  1097800200098 
  2.50       2.75       1.511      80.4      3.0                  1097800200099 
  2.50       2.75       1.610      74.4      2.8                  1097800200100 
  2.50       2.75       1.709      60.5      2.4                  1097800200101 
  2.50       2.75       1.813      42.9      2.2                  1097800200102 
  2.50       2.75       1.932      26.0      2.0                  1097800200103 
  2.50       2.75       2.100      21.7      1.8                  1097800200104 
  2.50       2.75       2.296      44.5      1.8                  1097800200105 
  2.50       2.75       2.499      54.4      2.0                  1097800200106 
  2.50       2.75       2.703      34.7      1.3                  1097800200107 
  2.50       2.75       2.898      15.1      0.7                  1097800200108 
  2.50       2.75       3.097       5.1      0.3                  1097800200109 
  2.50       2.75       3.296       1.6      0.2                  1097800200110 
  2.75       3.00       0.907     108.1      5.9                  1097800200111 
  2.75       3.00       1.007     102.6      5.0                  1097800200112 
  2.75       3.00       1.107     100.1      4.5                  1097800200113 
  2.75       3.00       1.205      91.4      3.9                  1097800200114 
  2.75       3.00       1.310      78.9      3.5                  1097800200115 
  2.75       3.00       1.412      69.6      3.3                  1097800200116 
  2.75       3.00       1.511      65.9      3.1                  1097800200117 
  2.75       3.00       1.610      68.2      3.0                  1097800200118 
  2.75       3.00       1.709      71.0      3.0                  1097800200119 
  2.75       3.00       1.813      66.9      3.0                  1097800200120 
  2.75       3.00       1.932      52.6      2.8                  1097800200121 
  2.75       3.00       2.100      30.2      2.5                  1097800200122 
  2.75       3.00       2.296      20.8      1.9                  1097800200123 
  2.75       3.00       2.499      34.1      1.9                  1097800200124 
  2.75       3.00       2.703      45.0      1.8                  1097800200125 
  2.75       3.00       2.898      35.9      1.4                  1097800200126 
  2.75       3.00       3.097      19.2      0.9                  1097800200127 
  2.75       3.00       3.296       7.6      0.5                  1097800200128 
  2.75       3.00       3.501       2.5      0.3                  1097800200129 
  3.00       3.51       0.907      78.0      4.5                  1097800200130 
  3.00       3.51       1.007      82.6      4.0                  1097800200131 
  3.00       3.51       1.107      81.4      3.6                  1097800200132 
  3.00       3.51       1.205      77.3      3.1                  1097800200133 
  3.00       3.51       1.310      70.5      2.8                  1097800200134 
  3.00       3.51       1.412      63.7      2.5                  1097800200135 
  3.00       3.51       1.511      59.4      2.4                  1097800200136 
  3.00       3.51       1.610      56.7      2.3                  1097800200137 
  3.00       3.51       1.709      54.1      2.2                  1097800200138 
  3.00       3.51       1.813      51.5      2.1                  1097800200139 
  3.00       3.51       1.932      49.7      2.1                  1097800200140 
  3.00       3.51       2.100      45.7      2.0                  1097800200141 
  3.00       3.51       2.296      34.2      1.7                  1097800200142 
  3.00       3.51       2.499      23.4      1.5                  1097800200143 
  3.00       3.51       2.703      25.1      1.3                  1097800200144 
  3.00       3.51       2.898      33.6      1.3                  1097800200145 
  3.00       3.51       3.097      35.4      1.2                  1097800200146 
  3.00       3.51       3.296      27.0      0.9                  1097800200147 
  3.00       3.51       3.501      15.4      0.6                  1097800200148 
  3.00       3.51       3.707       7.0      0.4                  1097800200149 
  3.00       3.51       3.906       2.9      0.2                  1097800200150 
  3.00       3.51       4.153       1.1      0.2                  1097800200151 
  3.51       3.99       0.907      68.2      5.3                  1097800200152 
  3.51       3.99       1.007      64.8      4.1                  1097800200153 
  3.51       3.99       1.107      59.2      3.2                  1097800200154 
  3.51       3.99       1.205      53.8      2.6                  1097800200155 
  3.51       3.99       1.310      51.6      2.3                  1097800200156 
  3.51       3.99       1.412      50.9      2.2                  1097800200157 
  3.51       3.99       1.511      50.1      2.1                  1097800200158 
  3.51       3.99       1.610      48.5      2.0                  1097800200159 
  3.51       3.99       1.709      46.1      1.9                  1097800200160 
  3.51       3.99       1.813      43.4      1.9                  1097800200161 
  3.51       3.99       1.932      40.1      1.9                  1097800200162 
  3.51       3.99       2.100      34.3      1.9                  1097800200163 
  3.51       3.99       2.296      29.4      1.7                  1097800200164 
  3.51       3.99       2.499      28.6      1.7                  1097800200165 
  3.51       3.99       2.703      25.8      1.5                  1097800200166 
  3.51       3.99       2.898      20.6      1.5                  1097800200167 
  3.51       3.99       3.097      19.2      1.4                  1097800200168 
  3.51       3.99       3.296      25.7      1.3                  1097800200169 
  3.51       3.99       3.501      31.7      1.3                  1097800200170 
  3.51       3.99       3.707      28.5      0.9                  1097800200171 
  3.51       3.99       3.906      19.4      0.7                  1097800200172 
  3.51       3.99       4.153       9.0      0.4                  1097800200173 
  3.51       3.99       4.454       2.7      0.2                  1097800200174 
  3.51       3.99       4.752       0.8      0.1                  1097800200175 
  3.99       4.50       0.907      75.0      5.4                  1097800200176 
  3.99       4.50       1.007      76.8      4.9                  1097800200177 
  3.99       4.50       1.107      71.9      4.1                  1097800200178 
  3.99       4.50       1.205      64.1      3.3                  1097800200179 
  3.99       4.50       1.310      55.9      2.7                  1097800200180 
  3.99       4.50       1.412      49.8      2.3                  1097800200181 
  3.99       4.50       1.511      45.4      2.1                  1097800200182 
  3.99       4.50       1.610      41.4      1.9                  1097800200183 
  3.99       4.50       1.709      38.0      1.8                  1097800200184 
  3.99       4.50       1.813      35.6      1.8                  1097800200185 
  3.99       4.50       1.932      33.6      1.8                  1097800200186 
  3.99       4.50       2.100      30.7      1.8                  1097800200187 
  3.99       4.50       2.296      27.6      1.8                  1097800200188 
  3.99       4.50       2.499      23.3      1.6                  1097800200189 
  3.99       4.50       2.703      20.2      1.7                  1097800200190 
  3.99       4.50       2.898      19.6      1.7                  1097800200191 
  3.99       4.50       3.097      17.0      1.9                  1097800200192 
  3.99       4.50       3.296      13.0      1.5                  1097800200193 
  3.99       4.50       3.501      16.2      1.6                  1097800200194 
  3.99       4.50       3.707      27.7      1.3                  1097800200195 
  3.99       4.50       3.906      36.8      1.2                  1097800200196 
  3.99       4.50       4.153      34.7      1.0                  1097800200197 
  3.99       4.50       4.454      19.2      0.7                  1097800200198 
  3.99       4.50       4.752       6.9      0.4                  1097800200199 
  3.99       4.50       5.042       2.4      0.2                  1097800200200 
  3.99       4.50       5.346       1.0      0.2                  1097800200201 
  4.50       5.01       0.907      76.3      4.7                  1097800200202 
  4.50       5.01       1.007      69.8      4.0                  1097800200203 
  4.50       5.01       1.107      65.5      3.6                  1097800200204 
  4.50       5.01       1.205      61.8      3.3                  1097800200205 
  4.50       5.01       1.310      57.8      2.9                  1097800200206 
  4.50       5.01       1.412      55.2      2.7                  1097800200207 
  4.50       5.01       1.511      53.2      2.5                  1097800200208 
  4.50       5.01       1.610      50.2      2.2                  1097800200209 
  4.50       5.01       1.709      45.5      2.0                  1097800200210 
  4.50       5.01       1.813      40.3      1.9                  1097800200211 
  4.50       5.01       1.932      35.6      1.8                  1097800200212 
  4.50       5.01       2.100      30.7      1.7                  1097800200213 
  4.50       5.01       2.296      25.9      1.7                  1097800200214 
  4.50       5.01       2.499      22.7      1.5                  1097800200215 
  4.50       5.01       2.703      19.2      1.5                  1097800200216 
  4.50       5.01       2.898      14.7      1.6                  1097800200217 
  4.50       5.01       3.097      13.0      1.7                  1097800200218 
  4.50       5.01       3.296      13.5      1.5                  1097800200219 
  4.50       5.01       3.501      12.8      1.7                  1097800200220 
  4.50       5.01       3.707      11.9      1.4                  1097800200221 
  4.50       5.01       3.906      15.6      1.3                  1097800200222 
  4.50       5.01       4.153      28.9      1.2                  1097800200223 
  4.50       5.01       4.454      41.1      1.0                  1097800200224 
  4.50       5.01       4.752      32.7      0.8                  1097800200225 
  4.50       5.01       5.042      17.0      0.5                  1097800200226 
  4.50       5.01       5.346       6.4      0.3                  1097800200227 
  4.50       5.01       5.645       2.2      0.2                  1097800200228 
  4.50       5.01       5.938       1.0      0.2                  1097800200229 
  5.01       5.99       0.907      70.3      4.7                  1097800200230 
  5.01       5.99       1.007      70.5      4.2                  1097800200231 
  5.01       5.99       1.107      63.6      3.4                  1097800200232 
  5.01       5.99       1.205      57.2      2.8                  1097800200233 
  5.01       5.99       1.310      53.7      2.5                  1097800200234 
  5.01       5.99       1.412      52.7      2.4                  1097800200235 
  5.01       5.99       1.511      50.5      2.2                  1097800200236 
  5.01       5.99       1.610      45.7      1.9                  1097800200237 
  5.01       5.99       1.709      41.2      1.7                  1097800200238 
  5.01       5.99       1.813      38.9      1.7                  1097800200239 
  5.01       5.99       1.932      38.5      1.6                  1097800200240 
  5.01       5.99       2.100      36.2      1.5                  1097800200241 
  5.01       5.99       2.296      29.1      1.4                  1097800200242 
  5.01       5.99       2.499      24.2      1.2                  1097800200243 
  5.01       5.99       2.703      21.3      1.2                  1097800200244 
  5.01       5.99       2.898      17.8      1.2                  1097800200245 
  5.01       5.99       3.097      14.5      1.4                  1097800200246 
  5.01       5.99       3.296      12.5      1.2                  1097800200247 
  5.01       5.99       3.501      10.3      1.3                  1097800200248 
  5.01       5.99       3.707       8.2      1.1                  1097800200249 
  5.01       5.99       3.906       7.4      1.1                  1097800200250 
  5.01       5.99       4.153       9.2      1.1                  1097800200251 
  5.01       5.99       4.454      16.7      0.9                  1097800200252 
  5.01       5.99       4.752      27.4      0.9                  1097800200253 
  5.01       5.99       5.042      34.3      0.9                  1097800200254 
  5.01       5.99       5.346      32.3      0.7                  1097800200255 
  5.01       5.99       5.645      22.6      0.5                  1097800200256 
  5.01       5.99       5.938      12.0      1.0                  1097800200257 
  5.01       5.99       6.254       5.2      0.2                  1097800200258 
  5.01       5.99       6.556       2.0      0.2                  1097800200259 
  5.01       5.99       6.839       0.9      0.1                  1097800200260 
  5.99       6.99       0.907      65.6      4.8                  1097800200261 
  5.99       6.99       1.007      61.2      4.1                  1097800200262 
  5.99       6.99       1.107      58.9      3.6                  1097800200263 
  5.99       6.99       1.205      56.8      3.2                  1097800200264 
  5.99       6.99       1.310      53.4      2.8                  1097800200265 
  5.99       6.99       1.412      51.7      2.5                  1097800200266 
  5.99       6.99       1.511      50.1      2.3                  1097800200267 
  5.99       6.99       1.610      46.1      2.0                  1097800200268 
  5.99       6.99       1.709      41.2      1.8                  1097800200269 
  5.99       6.99       1.813      37.3      1.7                  1097800200270 
  5.99       6.99       1.932      34.7      1.6                  1097800200271 
  5.99       6.99       2.100      32.6      1.4                  1097800200272 
  5.99       6.99       2.296      30.7      1.4                  1097800200273 
  5.99       6.99       2.499      26.1      1.2                  1097800200274 
  5.99       6.99       2.703      20.8      1.2                  1097800200275 
  5.99       6.99       2.898      18.6      1.2                  1097800200276 
  5.99       6.99       3.097      18.0      1.3                  1097800200277 
  5.99       6.99       3.296      14.6      1.1                  1097800200278 
  5.99       6.99       3.501       9.9      1.3                  1097800200279 
  5.99       6.99       3.707       7.4      1.1                  1097800200280 
  5.99       6.99       3.906       7.0      1.0                  1097800200281 
  5.99       6.99       4.153       7.1      1.0                  1097800200282 
  5.99       6.99       4.454       6.8      0.9                  1097800200283 
  5.99       6.99       4.752       7.4      1.0                  1097800200284 
  5.99       6.99       5.042       8.7      0.9                  1097800200285 
  5.99       6.99       5.346      13.3      0.9                  1097800200286 
  5.99       6.99       5.645      22.1      0.9                  1097800200287 
  5.99       6.99       5.938      28.8      0.8                  1097800200288 
  5.99       6.99       6.254      27.8      0.9                  1097800200289 
  5.99       6.99       6.556      20.7      0.7                  1097800200290 
  5.99       6.99       6.839      13.1      0.5                  1097800200291 
  5.99       6.99       7.235       5.6      0.2                  1097800200292 
  5.99       6.99       7.736       1.6      0.2                  1097800200293 
  5.99       6.99       8.236       0.5      0.1                  1097800200294 
  6.99       7.99       0.907      62.2      4.3                  1097800200295 
  6.99       7.99       1.007      59.4      3.9                  1097800200296 
  6.99       7.99       1.107      53.7      3.3                  1097800200297 
  6.99       7.99       1.205      51.0      2.9                  1097800200298 
  6.99       7.99       1.310      51.1      2.7                  1097800200299 
  6.99       7.99       1.412      50.7      2.5                  1097800200300 
  6.99       7.99       1.511      48.2      2.2                  1097800200301 
  6.99       7.99       1.610      44.1      1.9                  1097800200302 
  6.99       7.99       1.709      40.8      1.7                  1097800200303 
  6.99       7.99       1.813      39.5      1.7                  1097800200304 
  6.99       7.99       1.932      39.1      1.6                  1097800200305 
  6.99       7.99       2.100      35.9      1.5                  1097800200306 
  6.99       7.99       2.296      29.1      1.3                  1097800200307 
  6.99       7.99       2.499      24.9      1.1                  1097800200308 
  6.99       7.99       2.703      23.1      1.2                  1097800200309 
  6.99       7.99       2.898      20.5      1.2                  1097800200310 
  6.99       7.99       3.097      16.3      1.2                  1097800200311 
  6.99       7.99       3.296      13.1      1.1                  1097800200312 
  6.99       7.99       3.501      11.8      1.2                  1097800200313 
  6.99       7.99       3.707      11.3      1.1                  1097800200314 
  6.99       7.99       3.906      10.1      1.0                  1097800200315 
  6.99       7.99       4.153       7.6      1.0                  1097800200316 
  6.99       7.99       4.454       6.0      1.0                  1097800200317 
  6.99       7.99       4.752       5.5      0.9                  1097800200318 
  6.99       7.99       5.042       5.1      0.9                  1097800200319 
  6.99       7.99       5.346       4.2      0.9                  1097800200320 
  6.99       7.99       5.645       4.9      1.0                  1097800200321 
  6.99       7.99       5.938       7.3      0.9                  1097800200322 
  6.99       7.99       6.254      11.9      1.0                  1097800200323 
  6.99       7.99       6.556      17.3      0.9                  1097800200324 
  6.99       7.99       6.839      20.6      0.7                  1097800200325 
  6.99       7.99       7.235      18.8      0.6                  1097800200326 
  6.99       7.99       7.736       9.9      0.4                  1097800200327 
  6.99       7.99       8.236       3.6      0.3                  1097800200328 
  6.99       7.99       8.758       1.3      0.1                  1097800200329 
  6.99       7.99       9.261       0.6      0.1                  1097800200330 
  7.99       9.02       0.907      56.4      4.3                  1097800200331 
  7.99       9.02       1.007      55.5      3.6                  1097800200332 
  7.99       9.02       1.107      55.7      3.2                  1097800200333 
  7.99       9.02       1.205      53.5      2.8                  1097800200334 
  7.99       9.02       1.310      51.2      2.6                  1097800200335 
  7.99       9.02       1.412      49.2      2.4                  1097800200336 
  7.99       9.02       1.511      46.4      2.2                  1097800200337 
  7.99       9.02       1.610      42.1      1.9                  1097800200338 
  7.99       9.02       1.709      38.7      1.7                  1097800200339 
  7.99       9.02       1.813      37.2      1.7                  1097800200340 
  7.99       9.02       1.932      37.0      1.7                  1097800200341 
  7.99       9.02       2.100      33.6      1.6                  1097800200342 
  7.99       9.02       2.296      29.0      1.4                  1097800200343 
  7.99       9.02       2.499      27.0      1.2                  1097800200344 
  7.99       9.02       2.703      24.7      1.2                  1097800200345 
  7.99       9.02       2.898      21.7      1.2                  1097800200346 
  7.99       9.02       3.097      17.6      1.2                  1097800200347 
  7.99       9.02       3.296      13.5      1.0                  1097800200348 
  7.99       9.02       3.501      11.1      1.1                  1097800200349 
  7.99       9.02       3.707       9.6      1.0                  1097800200350 
  7.99       9.02       3.906       8.3      0.9                  1097800200351 
  7.99       9.02       4.153       7.2      0.9                  1097800200352 
  7.99       9.02       4.454       6.2      0.8                  1097800200353 
  7.99       9.02       4.752       5.9      0.8                  1097800200354 
  7.99       9.02       5.042       6.3      0.9                  1097800200355 
  7.99       9.02       5.346       5.5      0.8                  1097800200356 
  7.99       9.02       5.645       4.1      0.9                  1097800200357 
  7.99       9.02       5.938       3.6      0.9                  1097800200358 
  7.99       9.02       6.254       3.2      1.0                  1097800200359 
  7.99       9.02       6.556       3.5      0.9                  1097800200360 
  7.99       9.02       6.839       5.6      0.7                  1097800200361 
  7.99       9.02       7.235      10.1      0.8                  1097800200362 
  7.99       9.02       7.736      13.4      0.8                  1097800200363 
  7.99       9.02       8.236      11.6      0.6                  1097800200364 
  7.99       9.02       8.758       6.8      0.4                  1097800200365 
  7.99       9.02       9.261       2.9      0.2                  1097800200366 
  7.99       9.02       9.741       1.1      0.2                  1097800200367 
  7.99       9.02      10.259       0.5      0.1                  1097800200368 
  7.99       9.02      10.777       0.2      0.1                  1097800200369 
  9.02       9.98       0.907      51.4      4.3                  1097800200370 
  9.02       9.98       1.007      49.2      3.6                  1097800200371 
  9.02       9.98       1.107      47.8      3.1                  1097800200372 
  9.02       9.98       1.205      46.8      2.8                  1097800200373 
  9.02       9.98       1.310      46.4      2.5                  1097800200374 
  9.02       9.98       1.412      44.9      2.3                  1097800200375 
  9.02       9.98       1.511      42.0      2.1                  1097800200376 
  9.02       9.98       1.610      38.9      1.9                  1097800200377 
  9.02       9.98       1.709      37.7      1.8                  1097800200378 
  9.02       9.98       1.813      38.1      1.8                  1097800200379 
  9.02       9.98       1.932      37.1      1.7                  1097800200380 
  9.02       9.98       2.100      31.3      1.6                  1097800200381 
  9.02       9.98       2.296      27.0      1.4                  1097800200382 
  9.02       9.98       2.499      25.7      1.2                  1097800200383 
  9.02       9.98       2.703      24.6      1.2                  1097800200384 
  9.02       9.98       2.898      22.3      1.2                  1097800200385 
  9.02       9.98       3.097      18.2      1.2                  1097800200386 
  9.02       9.98       3.296      13.5      1.0                  1097800200387 
  9.02       9.98       3.501      10.0      1.1                  1097800200388 
  9.02       9.98       3.707       8.9      1.0                  1097800200389 
  9.02       9.98       3.906       8.5      0.9                  1097800200390 
  9.02       9.98       4.153       7.7      0.9                  1097800200391 
  9.02       9.98       4.454       7.0      0.8                  1097800200392 
  9.02       9.98       4.752       5.9      0.8                  1097800200393 
  9.02       9.98       5.042       5.0      0.8                  1097800200394 
  9.02       9.98       5.346       4.7      0.8                  1097800200395 
  9.02       9.98       5.645       4.0      0.8                  1097800200396 
  9.02       9.98       5.938       3.5      0.8                  1097800200397 
  9.02       9.98       6.254       3.6      0.9                  1097800200398 
  9.02       9.98       6.556       3.9      0.8                  1097800200399 
  9.02       9.98       6.839       4.0      0.8                  1097800200400 
  9.02       9.98       7.235       3.6      0.9                  1097800200401 
  9.02       9.98       7.736       4.6      0.9                  1097800200402 
  9.02       9.98       8.236       7.2      0.8                  1097800200403 
  9.02       9.98       8.758       8.5      0.6                  1097800200404 
  9.02       9.98       9.261       6.8      0.5                  1097800200405 
  9.02       9.98       9.741       3.9      0.3                  1097800200406 
  9.02       9.98      10.259       1.7      0.2                  1097800200407 
