ENTRY            13003   20140421                             14011300300000001 
SUBENT        13003001   20140421                             14011300300100001 
BIB                 12         30                                 1300300100002 
INSTITUTE  (1USATNC)                                              1300300100003 
REFERENCE  (J,DA/B,36,790,197508)                                 1300300100004 
           (T,WILLIAMS,197501)                                    1300300100005 
           (P,ORO-2791-30,141,196908) -prelim. data               1300300100006 
           (P,ORO-2791-32,65,1971) - data from several publ.      1300300100007 
AUTHOR     (G.H.Williams)                                         1300300100008 
TITLE      Energy levels of Nb-93 through a study of the          1300300100009 
           Nb-93(n,n'+gamma)Nb-93 reaction.                       1300300100010 
FACILITY   (VDG,1USATNC) 3.2-MeV Van de Graff accelerator         1300300100011 
METHOD     (TOF)                                                  1300300100012 
MONITOR    Long counter used as flux monitor.                     1300300100013 
             The long counter calibrated with proton-recoil       1300300100014 
             counter telescope.                                   1300300100015 
DETECTOR   (GELI)   The spectrometer consists of center GeLi      1300300100016 
                    detector surrounded by a NaI(Tl) annulus.     1300300100017 
SAMPLE     2.54-cm-diameter and 5 cm length or smaller samples.   1300300100018 
ERR-ANALYS (ERR-T) Total uncertainty includes ERR-SYS +           1300300100019 
                                            statistical error     1300300100020 
           (ERR-SYS) The systematic uncertainties were composed of1300300100021 
           (ERR-1) efficiency of detector        = 3%             1300300100022 
           (ERR-2) neutron flux determination    = 7%             1300300100023 
           (ERR-3) geometry factors              = 5%             1300300100024 
           (ERR-4) neutron anisotropy            = 3%             1300300100025 
           (ERR-5) neutron attenuation           = 5%             1300300100026 
           (ERR-6) gamma ray attenuation         = 3%             1300300100027 
STATUS     (TABLE) Data taken from thesis                         1300300100028 
HISTORY    (19850306C)                                            1300300100029 
           (20140421A) SD: Updated to new date formats,lower case.1300300100030 
              Corrections according last EXFOR rules and Dict.    1300300100031 
              ERR-ANALYS updated.                                 1300300100032 
ENDBIB              30          0                                 1300300100033 
COMMON               7          6                                 1300300100034 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-5      ERR-6      1300300100035 
ERR-SYS                                                           1300300100036 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT   1300300100037 
PER-CENT                                                          1300300100038 
   3.          7.        5.          3.        5.          3.     1300300100039 
  11.                                                             1300300100040 
ENDCOMMON            6          0                                 1300300100041 
ENDSUBENT           40          0                                 1300300199999 
SUBENT        13003002   20140421                             14011300300200001 
BIB                  2          2                                 1300300200002 
REACTION   (41-NB-93(N,INL)41-NB-93,PAR,DA,G)                     1300300200003 
INC-SOURCE (P-T)        Energy spread =  50 keV                   1300300200004 
ENDBIB               2          0                                 1300300200005 
COMMON               2          3                                 1300300200006 
ANG        EN-RSL                                                 1300300200007 
ADEG       MEV                                                    1300300200008 
 55.        0.05                                                  1300300200009 
ENDCOMMON            3          0                                 1300300200010 
DATA                 4        117                                 1300300200011 
EN         E          DATA       ERR-T                            1300300200012 
MEV        MEV        MB/SR      MB/SR                            1300300200013 
 0.85       0.655       0.49      0.15                            1300300200014 
 0.85       0.744       2.42      0.40                            1300300200015 
 0.90       0.655       0.74      0.20                            1300300200016 
 0.90       0.744       5.37      0.80                            1300300200017 
 0.90       0.780       0.62      0.15                            1300300200018 
 0.90       0.809       0.95      0.20                            1300300200019 
 0.95       0.655       0.83      0.20                            1300300200020 
 0.95       0.744      10.00      1.50                            1300300200021 
 0.95       0.780       0.44      0.15                            1300300200022 
 0.95       0.809       2.07      0.50                            1300300200023 
 1.00       0.655       0.78      0.20                            1300300200024 
 1.00       0.744      15.00      2.50                            1300300200025 
 1.00       0.780       1.76      0.40                            1300300200026 
 1.00       0.809       3.88      1.00                            1300300200027 
 1.00       0.950       0.27      0.10                            1300300200028 
 1.05       0.655       0.86      0.20                            1300300200029 
 1.05       0.744      15.70     2.50                             1300300200030 
 1.05       0.780       2.44     0.50                             1300300200031 
 1.05       0.809       4.98     1.00                             1300300200032 
 1.05       0.950       1.98     0.50                             1300300200033 
 1.05       0.980       0.91     0.40                             1300300200034 
 1.10       0.655       1.24     0.35                             1300300200035 
 1.10       0.744      19.20     3.50                             1300300200036 
 1.10       0.780       2.80     0.50                             1300300200037 
 1.10       0.809       7.19     1.40                             1300300200038 
 1.10       0.950       5.11     1.20                             1300300200039 
 1.10       0.980       3.64     1.00                             1300300200040 
 1.30       0.338       4.84     1.00                             1300300200041 
 1.30       0.655       1.14     0.35                             1300300200042 
 1.30       0.744      23.40     4.00                             1300300200043 
 1.30       0.780       4.25     0.80                             1300300200044 
 1.30       0.809       9.39     1.50                             1300300200045 
 1.30       0.950      15.20     3.00                             1300300200046 
 1.30       0.980      19.20     3.00                             1300300200047 
 1.30       1.082       2.01     0.50                             1300300200048 
 1.40       0.317       0.88     0.30                             1300300200049 
 1.40       0.338       7.78     1.30                             1300300200050 
 1.40       0.553       0.91     0.30                             1300300200051 
 1.40       0.655       1.14     0.35                             1300300200052 
 1.40       0.744      28.20     4.50                             1300300200053 
 1.40       0.780       4.64     0.90                             1300300200054 
 1.40       0.809       9.53     1.50                             1300300200055 
 1.40       0.950      17.80     3.00                             1300300200056 
 1.40       0.980      23.00     3.50                             1300300200057 
 1.40       1.082       3.27     0.70                             1300300200058 
 1.40       1.297       0.66     0.30                             1300300200059 
 1.50       0.317       1.90     0.60                             1300300200060 
 1.50       0.338       9.07     1.40                             1300300200061 
 1.50       0.384       1.13     0.50                             1300300200062 
 1.50       0.553       2.26     0.70                             1300300200063 
 1.50       0.571       1.12     0.50                             1300300200064 
 1.50       0.655       1.41     0.35                             1300300200065 
 1.50       0.744      30.40     4.50                             1300300200066 
 1.50       0.780       5.10     1.00                             1300300200067 
 1.50       0.809      10.20     1.50                             1300300200068 
 1.50       0.950      19.70     3.50                             1300300200069 
 1.50       0.980      23.50     3.50                             1300300200070 
 1.50       1.082       3.66     0.80                             1300300200071 
 1.50       1.297       2.54     0.70                             1300300200072 
 1.60       0.317       2.84     0.70                             1300300200073 
 1.60       0.338       8.76     1.40                             1300300200074 
 1.60       0.384       2.12     0.70                             1300300200075 
 1.60       0.553       3.30     0.80                             1300300200076 
 1.60       0.571       1.62     0.70                             1300300200077 
 1.60       0.585       1.78     0.70                             1300300200078 
 1.60       0.655       1.93     0.50                             1300300200079 
 1.60       0.744      30.50     4.50                             1300300200080 
 1.60       0.780       6.88     1.00                             1300300200081 
 1.60       0.809      10.10     1.50                             1300300200082 
 1.60       0.950      20.00     3.50                             1300300200083 
 1.60       0.980      23.60     3.50                             1300300200084 
 1.60       1.082       4.07     0.80                             1300300200085 
 1.60       1.297       4.35     0.90                             1300300200086 
 1.70       0.317       3.30     0.80                             1300300200087 
 1.70       0.338       8.64     1.30                             1300300200088 
 1.70       0.384       2.99     0.70                             1300300200089 
 1.70       0.542       1.88     0.70                             1300300200090 
 1.70       0.553       4.44     1.00                             1300300200091 
 1.70       0.571       2.72     0.70                             1300300200092 
 1.70       0.585       2.47     0.70                             1300300200093 
 1.70       0.655       2.62     0.60                             1300300200094 
 1.70       0.675       0.51     0.20                             1300300200095 
 1.70       0.744      30.50     4.50                             1300300200096 
 1.70       0.780       7.71     1.20                             1300300200097 
 1.70       0.809      10.30     1.50                             1300300200098 
 1.70       0.950      22.42     3.50                             1300300200099 
 1.70       0.980      22.74     3.50                             1300300200100 
 1.70       1.082       3.67     0.80                             1300300200101 
 1.70       1.297       5.70     1.00                             1300300200102 
 1.70       1.485       1.91     0.70                             1300300200103 
 1.70       1.500       1.63     0.70                             1300300200104 
 1.90       0.317       3.64     1.00                             1300300200105 
 1.90       0.338       7.91     1.30                             1300300200106 
 1.90       0.364       0.67     0.30                             1300300200107 
 1.90       0.384       4.28     1.00                             1300300200108 
 1.90       0.521       0.72     0.30                             1300300200109 
 1.90       0.542       3.67     0.80                             1300300200110 
 1.90       0.553       5.12     1.00                             1300300200111 
 1.90       0.571       3.69     0.90                             1300300200112 
 1.90       0.585       3.17     0.70                             1300300200113 
 1.90       0.624       1.18     0.40                             1300300200114 
 1.90       0.655       5.09     0.90                             1300300200115 
 1.90       0.675       1.50     0.40                             1300300200116 
 1.90       0.704       1.48     0.40                             1300300200117 
 1.90       0.744      33.10     5.00                             1300300200118 
 1.90       0.780       8.82     1.50                             1300300200119 
 1.90       0.809      10.80     1.60                             1300300200120 
 1.90       0.940       2.03     0.40                             1300300200121 
 1.90       0.950      26.90     4.00                             1300300200122 
 1.90       0.980      22.00     3.50                             1300300200123 
 1.90       1.082       3.76     0.80                             1300300200124 
 1.90       1.254       0.45     0.20                             1300300200125 
 1.90       1.297       5.96     1.00                             1300300200126 
 1.90       1.485       4.00     0.80                             1300300200127 
 1.90       1.500       3.87     0.80                             1300300200128 
 1.90       1.604       0.85     0.30                             1300300200129 
 1.90       1.684       1.88     0.50                             1300300200130 
ENDDATA            119          0                                 1300300200131 
ENDSUBENT          130          0                                 1300300299999 
SUBENT        13003003   20140421                             14011300300300001 
BIB                  2          2                                 1300300300002 
REACTION   (41-NB-93(N,INL)41-NB-93,PAR,DA,G)                     1300300300003 
INC-SOURCE (D-D)       Energy spread =  100 to 200 keV            1300300300004 
ENDBIB               2          0                                 1300300300005 
COMMON               1          3                                 1300300300006 
ANG                                                               1300300300007 
ADEG                                                              1300300300008 
 55.                                                              1300300300009 
ENDCOMMON            3          0                                 1300300300010 
DATA                 5        141                                 1300300300011 
EN         EN-RSL     E          DATA       ERR-T                 1300300300012 
MEV        MEV        MEV        MB/SR      PER-CENT              1300300300013 
 3.50       0.20       0.317       3.30      25.                  1300300300014 
 3.50       0.20       0.338       5.00      25.                  1300300300015 
 3.50       0.20       0.364       1.26      25.                  1300300300016 
 3.50       0.20       0.384       6.47      20.                  1300300300017 
