ENTRY            13777   20011120                             00001377700000001 
SUBENT        13777001   20011120                             00001377700100001 
BIB                 15         20                                 1377700100002 
INSTITUTE  (1USAANL,1USAUAZ)                                      1377700100003 
REFERENCE  (J,JP/G,26,1467,200009)                                1377700100004 
           (R,ANL-NDM-142,199711)                                 1377700100005 
AUTHOR     (A.B.Smith)                                            1377700100006 
TITLE      Fast-neutron interaction with isotopic and elemental   1377700100007 
            molydenum                                             1377700100008 
FACILITY   (DYNAM,1USAANL)                                        1377700100009 
INC-SOURCE (D-D)                                                  1377700100010 
INC-SPECT  Pulsed sourse. Energy resolution about 300 keV at 4.5  1377700100011 
            MeV, decreasing to 100 keV at 10.0 MeV.               1377700100012 
SAMPLE     High-purity molybdenum metal.                          1377700100013 
METHOD     (TOF)                                                  1377700100014 
DETECTOR   (SCIN) Liquid scintillation detectors.                 1377700100015 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1377700100016 
MONIT-REF  (,CONDE+,R,IAEA-227,1983)                              1377700100017 
ERR-ANALYS (DATA-ERR) Uncertainties are best estimate of total    1377700100018 
            error, combining systematic and statistical           1377700100019 
            uncertainties.                                        1377700100020 
STATUS     (APRVD) Approved by A.Smith, 6 December 2001.          1377700100021 
HISTORY    (20011120C)                                            1377700100022 
ENDBIB              20          0                                 1377700100023 
NOCOMMON             0          0                                 1377700100024 
ENDSUBENT           23          0                                 1377700199999 
SUBENT        13777002   20011120                             00001377700200001 
BIB                  2          2                                 1377700200002 
REACTION   (42-MO-0(N,EL)42-MO-0,,DA)                             1377700200003 
STATUS     Data received by email from A. Smith, 6 July 2001.     1377700200004 
ENDBIB               2          0                                 1377700200005 
NOCOMMON             0          0                                 1377700200006 
DATA                 4        480                                 1377700200007 
EN         ANG        DATA       DATA-ERR                         1377700200008 
MEV        ADEG       B/SR       PER-CENT                         1377700200009 
   4.51      17.37       2.004      3.00                          1377700200010 
   4.51      21.32       1.533      3.00                          1377700200011 
   4.51      25.28       1.080      3.00                          1377700200012 
   4.51      27.26       0.9059     3.01                          1377700200013 
   4.51      29.25       0.6945     3.01                          1377700200014 
   4.51      31.24       0.5475     3.01                          1377700200015 
   4.51      35.22       0.2943     3.02                          1377700200016 
   4.51      39.20       0.1300     3.08                          1377700200017 
   4.51      42.69       0.05623    7.11                          1377700200018 
   4.51      46.68       0.02783   14.37                          1377700200019 
   4.51      50.67       0.04526    8.84                          1377700200020 
   4.51      54.66       0.08361    4.78                          1377700200021 
   4.51      58.15       0.1222     3.27                          1377700200022 
   4.51      62.14       0.1726     3.02                          1377700200023 
   4.51      66.14       0.2013     3.02                          1377700200024 
   4.51      70.13       0.2140     3.02                          1377700200025 
   4.51      73.62       0.2102     3.03                          1377700200026 
   4.51      77.62       0.1911     3.03                          1377700200027 
   4.51      81.61       0.1578     3.04                          1377700200028 
   4.51      85.61       0.1202     3.33                          1377700200029 
   4.51      89.10       0.08849    4.52                          1377700200030 
   4.51      93.09       0.05682    7.04                          1377700200031 
   4.51      97.09       0.03218   12.43                          1377700200032 
   4.51     101.10       0.01768   22.62                          1377700200033 
   4.51     105.10       0.01285   31.13                          1377700200034 
   4.51     109.10       0.01494   26.77                          1377700200035 
   4.51     113.10       0.02168   18.45                          1377700200036 
   4.51     117.10       0.03144   12.72                          1377700200037 
   4.51     120.00       0.04291    9.32                          1377700200038 
   4.51     124.00       0.05169    7.74                          1377700200039 
   4.51     128.00       0.05824    6.87                          1377700200040 
   4.51     132.00       0.06234    6.42                          1377700200041 
