ENTRY            12853   19860129                             00001285300000001 
SUBENT        12853001   19860129                             00001285300100001 
BIB                  9         20                                 1285300100002 
INSTITUTE  (1USAANL)                                              1285300100003 
REFERENCE  (R,ANL-NDM-80,8305)                                    1285300100004 
AUTHOR     (W.P.POENITZ,J.F.WHALEN)                               1285300100005 
TITLE      NEUTRON TOTAL CROSS SECTION MEASUREMENTS IN THE ENERGY 1285300100006 
            REGION FROM 47 KEV TO 20 MEV                          1285300100007 
FACILITY   (DYNAM)                                                1285300100008 
CORRECTION THE DATA WERE CORRECTED FOR DEAD-TIME, BACKGROUND AND  1285300100009 
            RESONANCE SELF-SHIELDING. INSCATTERING OF NEUTRONS    1285300100010 
            WAS CALCULATED AND FOUND TO BE NEGLIGIBLE.            1285300100011 
ERR-ANALYS (ERR-T) TOTAL UNCERTAINTY                              1285300100012 
             SYSTEMATIC UNCERTAINITES IN PERCENT INCLUDE -        1285300100013 
                CORRELATED DEAD-TIME UNCERTAINTY       0.3-0.6    1285300100014 
                BACKGROUND CORRECTION                  0.3        1285300100015 
                SAMPLE THICKNESS                       0.5-1.0    1285300100016 
STATUS     DATA RECEIVED IN PRIVATE COMMUNICATION 12/14/83 FROM   1285300100017 
             W.P.POENITZ                                          1285300100018 
           (APRVD) W.P.POENITZ, 84/2/13.                          1285300100019 
HISTORY    (831220C)                                              1285300100020 
           (850806A) MISSING SUBENTRIES ADDED                     1285300100021 
           (860129A) BIB CORRECTION.                              1285300100022 
ENDBIB              20          0                                 1285300100023 
NOCOMMON             0          0                                 1285300100024 
ENDSUBENT           23          0                                 1285300199999 
SUBENT        12853002   19840106                             00001285300200001 
BIB                  5          6                                 1285300200002 
REACTION   (6-C-0(N,TOT),,SIG)                                    1285300200003 
N-SOURCE   (D-LI7) WHITE NEUTRON SPECTRUM                         1285300200004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285300200005 
SAMPLE     NATURAL CARBON                                         1285300200006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285300200007 
             WITH PULSE SHAPE DISCRIMINATION                      1285300200008 
ENDBIB               6          0                                 1285300200009 
NOCOMMON             0          0                                 1285300200010 
DATA                 5        167                                 1285300200011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285300200012 
  4.188E+00  2.094E-02  6.710E-02  4.246E+00  6.820E-02           1285303200047 
  4.326E+00  2.163E-02  7.053E-02  4.130E+00  7.537E-02           1285303200048 
  4.470E+00  2.235E-02  7.417E-02  4.209E+00  8.008E-02           1285303200049 
  4.623E+00  2.311E-02  7.811E-02  4.180E+00  7.953E-02           1285303200050 
  4.783E+00  2.391E-02  8.231E-02  4.108E+00  8.144E-02           1285303200051 
  4.952E+00  2.476E-02  8.680E-02  4.078E+00  8.084E-02           1285303200052 
  5.130E+00  2.565E-02  9.163E-02  4.107E+00  8.419E-02           1285303200053 
  5.318E+00  2.659E-02  9.685E-02  4.153E+00  8.233E-02           1285303200054 
  5.518E+00  2.759E-02  1.025E-01  4.119E+00  8.502E-02           1285303200055 
  5.728E+00  2.864E-02  1.085E-01  4.143E+00  8.551E-02           1285303200056 
  5.951E+00  2.976E-02  1.150E-01  4.264E+00  8.801E-02           1285303200057 
  6.188E+00  3.094E-02  1.221E-01  4.211E+00  9.041E-02           1285303200058 
  6.440E+00  3.220E-02  1.298E-01  4.299E+00  9.230E-02           1285303200059 
  6.707E+00  3.354E-02  1.381E-01  4.231E+00  9.145E-02           1285303200060 
  6.992E+00  3.496E-02  1.472E-01  4.398E+00  9.443E-02           1285303200061 
  7.296E+00  3.648E-02  1.570E-01  4.373E+00  9.564E-02           1285303200062 
  7.620E+00  3.810E-02  1.678E-01  4.395E+00  9.683E-02           1285303200063 
  7.967E+00  3.984E-02  1.796E-01  4.409E+00  1.025E-01           1285303200064 
  8.339E+00  4.170E-02  1.926E-01  4.383E+00  1.019E-01           1285303200065 
  8.738E+00  4.369E-02  2.067E-01  4.475E+00  1.079E-01           1285303200066 
  9.166E+00  4.583E-02  2.224E-01  4.608E+00  1.119E-01           1285303200067 
  9.627E+00  4.814E-02  2.397E-01  4.597E+00  1.173E-01           1285303200068 
  1.012E+01  1.012E-01  2.588E-01  4.596E+00  1.183E-01           1285303200069 
  1.066E+01  1.066E-01  2.800E-01  4.584E+00  1.140E-01           1285303200070 
  1.125E+01  1.125E-01  3.037E-01  4.481E+00  1.080E-01           1285303200071 
  1.188E+01  1.188E-01  3.301E-01  4.492E+00  9.774E-02           1285303200072 
  1.257E+01  1.257E-01  3.597E-01  4.454E+00  8.987E-02           1285303200073 
  1.332E+01  1.332E-01  3.930E-01  4.422E+00  8.413E-02           1285303200074 
  1.414E+01  1.414E-01  4.305E-01  4.423E+00  7.737E-02           1285303200075 
  1.504E+01  1.504E-01  4.729E-01  4.272E+00  7.161E-02           1285303200076 
  1.603E+01  1.603E-01  5.213E-01  4.188E+00  6.727E-02           1285303200077 
  1.712E+01  1.712E-01  5.765E-01  4.084E+00  6.846E-02           1285303200078 
  1.834E+01  1.834E-01  6.399E-01  4.006E+00  7.310E-02           1285303200079 
ENDDATA             68          0                                 1285303200080 
ENDSUBENT           79          0                                 1285303299999 
SUBENT        12853033   19840106                             00001285303300001 
BIB                  6          8                                 1285303300002 
REACTION   (47-AG-0(N,TOT),,SIG)                                  1285303300003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285303300004 
METHOD     (TOF)  7.909 METER FLIGHT PATH                         1285303300005 
SAMPLE     NATURAL SILVER WITH A THICKNESS OF 0.0702 AND          1285303300006 
            0.1092 ATOMS/BARN                                     1285303300007 
DETECTOR   (SCIN) NE213 DETECTOR 2 CM THICK AND 12.7 CM           1285303300008 
            IN DIAMETER                                           1285303300009 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285303300010 
ENDBIB               8          0                                 1285303300011 
NOCOMMON             0          0                                 1285303300012 
DATA                 6         24                                 1285303300013 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285303300014 
MEV        MEV        MEV        B          B          B          1285303300015 
  9.850E-01  7.000E-03  7.400E-02  6.411E+00  5.162E-02  5.000E-021285303300016 
  1.032E+00  7.000E-03  7.200E-02  6.381E+00  5.160E-02  5.000E-021285303300017 
  1.127E+00  7.000E-03  7.100E-02  6.331E+00  4.196E-02  4.000E-021285303300018 
  1.222E+00  7.000E-03  6.800E-02  6.066E+00  4.180E-02  4.000E-021285303300019 
  1.317E+00  7.000E-03  6.700E-02  5.986E+00  5.142E-02  5.000E-021285303300020 
  1.411E+00  7.000E-03  6.600E-02  5.911E+00  5.138E-02  5.000E-021285303300021 
  1.506E+00  6.000E-03  6.400E-02  5.851E+00  5.135E-02  5.000E-021285303300022 
  1.600E+00  6.000E-03  6.200E-02  5.697E+00  6.107E-02  6.000E-021285303300023 
  1.695E+00  6.000E-03  6.000E-02  5.567E+00  4.152E-02  4.000E-021285303300024 
  1.790E+00  6.000E-03  5.800E-02  5.437E+00  4.145E-02  4.000E-021285303300025 
  1.887E+00  6.000E-03  5.700E-02  5.327E+00  4.140E-02  4.000E-021285303300026 
  1.984E+00  6.000E-03  5.600E-02  5.272E+00  4.137E-02  4.000E-021285303300027 
  2.180E+00  5.000E-03  5.400E-02  4.987E+00  4.123E-02  4.000E-021285303300028 
  2.377E+00  5.000E-03  5.200E-02  4.862E+00  4.117E-02  4.000E-021285303300029 
  2.578E+00  5.000E-03  5.000E-02  4.587E+00  4.104E-02  4.000E-021285303300030 
  2.783E+00  5.000E-03  4.900E-02  4.622E+00  4.106E-02  4.000E-021285303300031 
  2.985E+00  5.000E-03  4.700E-02  4.497E+00  4.100E-02  4.000E-021285303300032 
  3.188E+00  5.000E-03  4.500E-02  4.317E+00  4.092E-02  4.000E-021285303300033 
  3.390E+00  4.000E-03  4.400E-02  4.182E+00  4.087E-02  4.000E-021285303300034 
  3.587E+00  4.000E-03  4.200E-02  4.128E+00  4.084E-02  4.000E-021285303300035 
  3.788E+00  4.000E-03  4.100E-02  4.142E+00  4.085E-02  4.000E-021285303300036 
  3.990E+00  4.000E-03  3.900E-02  4.131E+00  4.085E-02  4.000E-021285303300037 
  4.195E+00  4.000E-03  3.800E-02  4.086E+00  4.083E-02  4.000E-021285303300038 
  4.400E+00  4.000E-03  3.700E-02  4.023E+00  5.064E-02  5.000E-021285303300039 
ENDDATA             26          0                                 1285303300040 
ENDSUBENT           39          0                                 1285303399999 
SUBENT        12853034   19840106                             00001285303400001 
BIB                  6          6                                 1285303400002 
REACTION   (48-CD-0(N,TOT),,SIG)                                  1285303400003 
N-SOURCE   (P-LI7) WHITE NEUTRON SPECTRUM                         1285303400004 
METHOD     (TOF)  3.32 METER FLIGHT PATH                          1285303400005 
SAMPLE     NATURAL CADMIUM WITH A THICKNESS OF 0.0730 ATOMS/BARN  1285303400006 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285303400007 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285303400008 
ENDBIB               6          0                                 1285303400009 
NOCOMMON             0          0                                 1285303400010 
DATA                 6          8                                 1285303400011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285303400012 
MEV        MEV        MEV        B          B          B          1285303400013 
  4.700E-02  1.000E-03  4.000E-03  7.229E+00  5.073E-01  5.049E-011285303400014 
  6.000E-02  1.000E-03  6.000E-03  7.473E+00  2.914E-01  2.876E-011285303400015 
  7.800E-02  1.000E-03  9.000E-03  7.448E+00  2.796E-01  2.764E-011285303400016 
  1.010E-01  1.000E-03  1.000E-02  7.665E+00  2.983E-01  2.958E-011285303400017 
  1.240E-01  1.000E-03  1.000E-02  7.682E+00  2.566E-01  2.542E-011285303400018 
  1.460E-01  1.000E-03  9.000E-03  7.805E+00  2.657E-01  2.638E-011285303400019 
  1.680E-01  1.000E-03  9.000E-03  7.814E+00  2.450E-01  2.431E-011285303400020 
  1.970E-01  1.000E-03  1.400E-02  7.843E+00  2.747E-01  2.731E-011285303400021 
ENDDATA             10          0                                 1285303400022 
ENDSUBENT           21          0                                 1285303499999 
SUBENT        12853035   19840106                             00001285303500001 
BIB                  6          6                                 1285303500002 
REACTION   (48-CD-0(N,TOT),,SIG)                                  1285303500003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285303500004 
METHOD     (TOF)  3.32 METER FLIGHT PATH                          1285303500005 
SAMPLE     NATURAL CADMIUM WITH A THICKNESS OF 0.0730 ATOMS/BARN  1285303500006 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285303500007 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285303500008 
ENDBIB               6          0                                 1285303500009 
NOCOMMON             0          0                                 1285303500010 
DATA                 6         20                                 1285303500011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285303500012 
MEV        MEV        MEV        B          B          B          1285303500013 
  2.150E-01  5.000E-03  2.400E-02  7.776E+00  1.842E-01  1.819E-011285303500014 
  2.360E-01  5.000E-03  2.400E-02  7.790E+00  1.839E-01  1.818E-011285303500015 
  2.600E-01  5.000E-03  2.400E-02  7.994E+00  2.238E-01  2.220E-011285303500016 
  3.220E-01  5.000E-03  2.300E-02  7.819E+00  2.231E-01  2.216E-011285303500017 
  3.650E-01  5.000E-03  2.300E-02  7.247E+00  3.027E-01  3.018E-011285303500018 
  4.060E-01  5.000E-03  2.200E-02  7.340E+00  3.124E-01  3.115E-011285303500019 
  4.500E-01  5.000E-03  2.200E-02  7.513E+00  3.421E-01  3.413E-011285303500020 
  4.950E-01  5.000E-03  2.100E-02  7.626E+00  3.618E-01  3.611E-011285303500021 
  5.500E-01  5.000E-03  4.500E-02  7.484E+00  3.008E-01  3.000E-011285303500022 
  5.800E-01  5.000E-03  2.100E-02  7.285E+00  3.706E-01  3.700E-011285303500023 
  6.000E-01  4.000E-03  4.400E-02  7.235E+00  3.108E-01  3.100E-011285303500024 
  6.520E-01  4.000E-03  4.300E-02  7.455E+00  2.610E-01  2.600E-011285303500025 
  7.000E-01  4.000E-03  4.200E-02  7.156E+00  2.709E-01  2.700E-011285303500026 
  7.450E-01  4.000E-03  4.100E-02  7.305E+00  2.410E-01  2.400E-011285303500027 
  7.860E-01  4.000E-03  4.000E-02  7.166E+00  3.008E-01  3.000E-011285303500028 
  8.900E-01  4.000E-03  3.800E-02  7.006E+00  2.509E-01  2.500E-011285303500029 
  9.500E-01  4.000E-03  3.700E-02  6.966E+00  2.908E-01  2.900E-011285303500030 
  1.010E+00  4.000E-03  3.700E-02  6.697E+00  2.708E-01  2.700E-011285303500031 
  1.320E+00  4.000E-03  3.500E-02  6.398E+00  2.507E-01  2.500E-011285303500032 
  1.600E+00  3.000E-03  3.300E-02  6.019E+00  2.706E-01  2.700E-011285303500033 
ENDDATA             22          0                                 1285303500034 
ENDSUBENT           33          0                                 1285303599999 
SUBENT        12853036   19840106                             00001285303600001 
BIB                  5          6                                 1285303600002 
REACTION   (48-CD-0(N,TOT),,SIG)                                  1285303600003 
N-SOURCE   (D-LI7) WHITE NEUTRON SPECTRUM                         1285303600004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285303600005 
SAMPLE     NATURAL CADMIUM WITH A THICKNESS OF 0.0730 ATOMS/BARN  1285303600006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285303600007 
             WITH PULSE SHAPE DISCRIMINATION                      1285303600008 
ENDBIB               6          0                                 1285303600009 
NOCOMMON             0          0                                 1285303600010 
DATA                 5         67                                 1285303600011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285303600012 
MEV        MEV        MEV        B          B                     1285303600013 
  1.817E+00  9.087E-03  1.944E-02  5.694E+00  7.745E-02           1285303600014 
  1.856E+00  9.281E-03  1.974E-02  5.676E+00  7.224E-02           1285303600015 
  1.896E+00  9.482E-03  2.039E-02  5.678E+00  7.227E-02           1285303600016 
  1.938E+00  9.689E-03  2.110E-02  5.588E+00  7.112E-02           1285303600017 
  1.981E+00  9.903E-03  2.179E-02  5.577E+00  6.622E-02           1285303600018 
  2.025E+00  1.012E-02  2.253E-02  5.495E+00  6.525E-02           1285303600019 
  2.071E+00  1.035E-02  2.332E-02  5.426E+00  6.443E-02           1285303600020 
  2.118E+00  1.059E-02  2.415E-02  5.394E+00  6.405E-02           1285303600021 
  2.167E+00  1.084E-02  2.501E-02  5.228E+00  6.403E-02           1285303600022 
  2.218E+00  1.109E-02  2.588E-02  5.203E+00  5.955E-02           1285303600023 
  2.271E+00  1.135E-02  2.680E-02  5.286E+00  6.050E-02           1285303600024 
  2.325E+00  1.163E-02  2.779E-02  5.163E+00  5.909E-02           1285303600025 
  2.382E+00  1.191E-02  2.883E-02  5.116E+00  5.856E-02           1285303600026 
  2.441E+00  1.220E-02  2.992E-02  5.054E+00  5.785E-02           1285303600027 
  2.502E+00  1.251E-02  3.105E-02  5.012E+00  5.736E-02           1285303600028 
  2.565E+00  1.283E-02  3.225E-02  5.007E+00  5.731E-02           1285303600029 
  2.631E+00  1.315E-02  3.350E-02  4.850E+00  5.551E-02           1285303600030 
  2.699E+00  1.350E-02  3.483E-02  4.772E+00  5.462E-02           1285303600031 
  2.770E+00  1.385E-02  3.623E-02  4.774E+00  5.097E-02           1285303600032 
  2.844E+00  1.422E-02  3.769E-02  4.657E+00  5.330E-02           1285303600033 
  2.921E+00  1.460E-02  3.925E-02  4.626E+00  5.295E-02           1285303600034 
  3.001E+00  1.500E-02  4.089E-02  4.493E+00  5.142E-02           1285303600035 
  3.084E+00  1.542E-02  4.262E-02  4.507E+00  5.158E-02           1285303600036 
  3.171E+00  1.586E-02  4.443E-02  4.543E+00  5.200E-02           1285303600037 
  3.262E+00  1.631E-02  4.636E-02  4.473E+00  5.120E-02           1285303600038 
  3.357E+00  1.678E-02  4.841E-02  4.378E+00  5.217E-02           1285303600039 
  3.456E+00  1.728E-02  5.060E-02  4.197E+00  5.001E-02           1285303600040 
  3.559E+00  1.780E-02  5.289E-02  4.298E+00  4.805E-02           1285303600041 
  3.667E+00  1.834E-02  5.531E-02  4.227E+00  4.726E-02           1285303600042 
  3.780E+00  1.890E-02  5.794E-02  4.244E+00  4.745E-02           1285303600043 
  3.899E+00  1.950E-02  6.072E-02  4.177E+00  4.977E-02           1285303600044 
  4.023E+00  2.012E-02  6.362E-02  4.232E+00  5.370E-02           1285303600045 
  4.154E+00  2.077E-02  6.674E-02  4.216E+00  6.036E-02           1285303600046 
  4.290E+00  2.145E-02  7.010E-02  4.099E+00  6.944E-02           1285303600047 
  4.434E+00  2.217E-02  7.364E-02  4.152E+00  7.404E-02           1285303600048 
  4.585E+00  2.292E-02  7.747E-02  4.214E+00  7.895E-02           1285303600049 
  4.744E+00  2.372E-02  8.157E-02  4.119E+00  7.717E-02           1285303600050 
  4.911E+00  2.456E-02  8.588E-02  4.192E+00  7.854E-02           1285303600051 
  5.087E+00  2.544E-02  9.058E-02  4.236E+00  7.936E-02           1285303600052 
  5.273E+00  2.637E-02  9.564E-02  4.069E+00  7.994E-02           1285303600053 
  5.470E+00  2.735E-02  1.010E-01  4.197E+00  7.990E-02           1285303600054 
  5.678E+00  2.839E-02  1.068E-01  4.205E+00  8.122E-02           1285303600055 
  5.897E+00  2.949E-02  1.131E-01  4.249E+00  8.348E-02           1285303600056 
  6.130E+00  3.065E-02  1.199E-01  4.170E+00  8.576E-02           1285303600057 
  6.377E+00  3.188E-02  1.272E-01  4.237E+00  8.714E-02           1285303600058 
  6.639E+00  3.320E-02  1.352E-01  4.374E+00  8.996E-02           1285303600059 
  6.918E+00  3.459E-02  1.438E-01  4.341E+00  8.928E-02           1285303600060 
  7.214E+00  3.607E-02  1.531E-01  4.306E+00  8.856E-02           1285303600061 
  7.530E+00  3.765E-02  1.633E-01  4.356E+00  9.411E-02           1285303600062 
  7.867E+00  3.934E-02  1.744E-01  4.355E+00  9.567E-02           1285303600063 
  8.228E+00  4.114E-02  1.865E-01  4.316E+00  1.011E-01           1285303600064 
  8.613E+00  4.307E-02  1.997E-01  4.591E+00  1.018E-01           1285303600065 
  9.027E+00  4.513E-02  2.143E-01  4.341E+00  1.058E-01           1285303600066 
  9.470E+00  4.735E-02  2.303E-01  4.575E+00  1.105E-01           1285303600067 
  9.948E+00  4.974E-02  2.478E-01  4.507E+00  1.161E-01           1285303600068 
  1.046E+01  1.046E-01  2.673E-01  4.586E+00  1.151E-01           1285303600069 
  1.102E+01  1.102E-01  2.888E-01  4.614E+00  1.070E-01           1285303600070 
  1.162E+01  1.162E-01  3.126E-01  4.559E+00  9.682E-02           1285303600071 
  1.227E+01  1.227E-01  3.391E-01  4.434E+00  8.586E-02           1285303600072 
  1.297E+01  1.297E-01  3.687E-01  4.465E+00  7.823E-02           1285303600073 
  1.374E+01  1.374E-01  4.018E-01  4.557E+00  7.162E-02           1285303600074 
  1.458E+01  1.458E-01  4.389E-01  4.445E+00  6.593E-02           1285303600075 
  1.550E+01  1.550E-01  4.807E-01  4.281E+00  6.144E-02           1285303600076 
  1.650E+01  1.650E-01  5.279E-01  4.255E+00  6.092E-02           1285303600077 
  1.761E+01  1.761E-01  5.813E-01  4.213E+00  6.403E-02           1285303600078 
  1.883E+01  1.883E-01  6.421E-01  4.145E+00  7.766E-02           1285303600079 
  2.018E+01  2.018E-01  5.554E-01  3.917E+00  1.262E-01           1285303600080 
ENDDATA             69          0                                 1285303600081 
ENDSUBENT           80          0                                 1285303699999 
SUBENT        12853037   19840106                             00001285303700001 
BIB                  6          7                                 1285303700002 
REACTION   (48-CD-0(N,TOT),,SIG)                                  1285303700003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285303700004 
METHOD     (TOF)  7.909 METER FLIGHT PATH                         1285303700005 
SAMPLE     NATURAL CADMIUM WITH A THICKNESS OF 0.0730 ATOMS/BARN  1285303700006 
DETECTOR   (SCIN) NE213 DETECTOR 2 CM THICK AND 12.7 CM           1285303700007 
            IN DIAMETER                                           1285303700008 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285303700009 
ENDBIB               7          0                                 1285303700010 
NOCOMMON             0          0                                 1285303700011 
DATA                 6         24                                 1285303700012 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285303700013 
MEV        MEV        MEV        B          B          B          1285303700014 
  9.850E-01  7.000E-03  7.400E-02  6.727E+00  6.333E-02  6.000E-021285303700015 
  1.032E+00  7.000E-03  7.200E-02  6.742E+00  7.288E-02  7.000E-021285303700016 
  1.127E+00  7.000E-03  7.100E-02  6.727E+00  6.333E-02  6.000E-021285303700017 
  1.222E+00  7.000E-03  6.800E-02  6.583E+00  6.319E-02  6.000E-021285303700018 
  1.317E+00  7.000E-03  6.700E-02  6.323E+00  7.254E-02  7.000E-021285303700019 
  1.411E+00  7.000E-03  6.600E-02  6.274E+00  7.250E-02  7.000E-021285303700020 
  1.506E+00  6.000E-03  6.400E-02  6.224E+00  7.246E-02  7.000E-021285303700021 
  1.600E+00  6.000E-03  6.200E-02  6.085E+00  8.207E-02  8.000E-021285303700022 
  1.695E+00  6.000E-03  6.000E-02  5.890E+00  6.256E-02  6.000E-021285303700023 
  1.790E+00  6.000E-03  5.800E-02  5.810E+00  6.250E-02  6.000E-021285303700024 
  1.887E+00  6.000E-03  5.700E-02  5.551E+00  6.228E-02  6.000E-021285303700025 
  1.984E+00  6.000E-03  5.600E-02  5.601E+00  6.232E-02  6.000E-021285303700026 
  2.180E+00  5.000E-03  5.400E-02  5.247E+00  6.204E-02  6.000E-021285303700027 
  2.377E+00  5.000E-03  5.200E-02  5.157E+00  6.198E-02  6.000E-021285303700028 
  2.578E+00  5.000E-03  5.000E-02  4.734E+00  6.167E-02  6.000E-021285303700029 
  2.783E+00  5.000E-03  4.900E-02  4.734E+00  6.167E-02  6.000E-021285303700030 
  2.985E+00  5.000E-03  4.700E-02  4.549E+00  6.154E-02  6.000E-021285303700031 
  3.188E+00  5.000E-03  4.500E-02  4.405E+00  5.173E-02  5.000E-021285303700032 
  3.390E+00  4.000E-03  4.400E-02  4.116E+00  6.127E-02  6.000E-021285303700033 
  3.587E+00  4.000E-03  4.200E-02  4.221E+00  6.133E-02  6.000E-021285303700034 
  3.788E+00  4.000E-03  4.100E-02  4.150E+00  6.129E-02  6.000E-021285303700035 
  3.990E+00  4.000E-03  3.900E-02  4.182E+00  7.112E-02  7.000E-021285303700036 
  4.195E+00  4.000E-03  3.800E-02  4.150E+00  7.111E-02  7.000E-021285303700037 
  4.400E+00  4.000E-03  3.700E-02  4.049E+00  8.092E-02  8.000E-021285303700038 
ENDDATA             26          0                                 1285303700039 
ENDSUBENT           38          0                                 1285303799999 
SUBENT        12853038   19840106                             00001285303800001 
BIB                  6          6                                 1285303800002 
REACTION   (49-IN-0(N,TOT),,SIG)                                  1285303800003 
N-SOURCE   (P-LI7) WHITE NEUTRON SPECTRUM                         1285303800004 
METHOD     (TOF)  3.32 METER FLIGHT PATH                          1285303800005 
SAMPLE     NATURAL INDIUM WITH A THICKNESS OF 0.0768 ATOMS/BARN   1285303800006 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285303800007 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285303800008 
ENDBIB               6          0                                 1285303800009 
NOCOMMON             0          0                                 1285303800010 
DATA                 6          9                                 1285303800011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285303800012 
MEV        MEV        MEV        B          B          B          1285303800013 
  4.700E-02  1.000E-03  4.000E-03  6.774E+00  7.777E-01  7.733E-011285303800014 
  6.000E-02  1.000E-03  6.000E-03  7.011E+00  4.049E-01  3.959E-011285303800015 
  7.800E-02  1.000E-03  9.000E-03  7.072E+00  4.037E-01  3.949E-011285303800016 
  1.010E-01  1.000E-03  1.000E-02  7.077E+00  3.831E-01  3.739E-011285303800017 
  1.240E-01  1.000E-03  1.000E-02  7.177E+00  3.728E-01  3.632E-011285303800018 
  1.460E-01  1.000E-03  9.000E-03  7.117E+00  3.721E-01  3.628E-011285303800019 
  1.680E-01  1.000E-03  9.000E-03  7.211E+00  3.622E-01  3.524E-011285303800020 
  1.970E-01  1.000E-03  1.400E-02  7.284E+00  3.522E-01  3.420E-011285303800021 
  2.280E-01  2.000E-03  1.600E-02  7.260E+00  3.814E-01  3.718E-011285303800022 
ENDDATA             11          0                                 1285303800023 
ENDSUBENT           22          0                                 1285303899999 
SUBENT        12853039   19840106                             00001285303900001 
BIB                  6          6                                 1285303900002 
REACTION   (49-IN-0(N,TOT),,SIG)                                  1285303900003 
N-SOURCE   (P-LI7) MONOENERGETIC NEUTRONS                         1285303900004 
METHOD     (TOF)  3.32 METER FLIGHT PATH                          1285303900005 
SAMPLE     NATURAL INDIUM WITH A THICKNESS OF 0.0768 ATOMS/BARN   1285303900006 
DETECTOR   BLACK NEUTRON DETECTOR 5 CM RADIUS AND 15 CM HIGH      1285303900007 
ERR-ANALYS (ERR-S) STATISTICAL UNCERTAINTY                        1285303900008 
ENDBIB               6          0                                 1285303900009 
NOCOMMON             0          0                                 1285303900010 
DATA                 6         21                                 1285303900011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T      ERR-S      1285303900012 
MEV        MEV        MEV        B          B          B          1285303900013 
  2.150E-01  5.000E-03  2.400E-02  6.977E+00  2.153E-01  2.010E-011285303900014 
  2.360E-01  5.000E-03  2.400E-02  7.174E+00  1.974E-01  1.808E-011285303900015 
  2.600E-01  5.000E-03  2.400E-02  7.070E+00  1.878E-01  1.707E-011285303900016 
  3.220E-01  5.000E-03  2.300E-02  7.332E+00  2.256E-01  2.106E-011285303900017 
  3.650E-01  5.000E-03  2.300E-02  7.129E+00  2.627E-01  2.506E-011285303900018 
  4.060E-01  5.000E-03  2.200E-02  7.156E+00  2.627E-01  2.505E-011285303900019 
  4.500E-01  5.000E-03  2.200E-02  7.094E+00  3.300E-01  3.206E-011285303900020 
  4.950E-01  5.000E-03  2.100E-02  6.982E+00  3.296E-01  3.205E-011285303900021 
  5.500E-01  5.000E-03  4.500E-02  7.061E+00  3.196E-01  3.100E-011285303900022 
  5.800E-01  5.000E-03  2.100E-02  7.091E+00  3.100E-01  3.000E-011285303900023 
  6.000E-01  4.000E-03  4.400E-02  6.951E+00  3.193E-01  3.100E-011285303900024 
  6.520E-01  4.000E-03  4.300E-02  7.151E+00  2.813E-01  2.700E-011285303900025 
  7.000E-01  4.000E-03  4.200E-02  7.141E+00  3.005E-01  2.900E-011285303900026 
  7.450E-01  4.000E-03  4.100E-02  6.941E+00  2.141E-01  2.000E-011285303900027 
  7.860E-01  4.000E-03  4.000E-02  6.941E+00  1.773E-01  1.600E-011285303900028 
  8.380E-01  4.000E-03  3.900E-02  6.741E+00  1.764E-01  1.600E-011285303900029 
  8.900E-01  4.000E-03  3.800E-02  6.871E+00  1.680E-01  1.500E-011285303900030 
  9.500E-01  4.000E-03  3.700E-02  6.781E+00  1.676E-01  1.500E-011285303900031 
  1.010E+00  4.000E-03  3.700E-02  6.731E+00  1.763E-01  1.600E-011285303900032 
  1.320E+00  4.000E-03  3.500E-02  6.482E+00  1.661E-01  1.500E-011285303900033 
  1.600E+00  3.000E-03  3.300E-02  5.942E+00  1.280E-01  1.100E-011285303900034 
ENDDATA             23          0                                 1285303900035 
ENDSUBENT           34          0                                 1285303999999 
SUBENT        12853040   19840106                             00001285304000001 
BIB                  5          6                                 1285304000002 
REACTION   (49-IN-0(N,TOT),,SIG)                                  1285304000003 
