ENTRY            10367   20021206                             00001036700000001 
SUBENT        10367001   20021206                             00001036700100001 
BIB                 11         24                                 1036700100002 
INSTITUTE  (1CANALA)                                              1036700100003 
REFERENCE  (J,PR/C,11,869,197503)                                 1036700100004 
           (R,ALBERTA-67,197405) TABULATED DATA                   1036700100005 
AUTHOR     (N.Ahmed,D.R.Gill,W.J.McDonald,G.C.Neilson,            1036700100006 
           W.K.Dawson)                                            1036700100007 
TITLE      Levels of 203,205Tl from the (n,n'gamma) reaction      1036700100008 
FACILITY   (VDG,1CANALA)                                          1036700100009 
METHOD     (TOF) Time-of-flight                                   1036700100010 
DETECTOR   (GELI,SCIN) Germanium-lithium detectors for gammas;    1036700100011 
                       NE213 scintillators for neutron flux.      1036700100012 
MONITOR     Absolute neutron flux determined from the             1036700100013 
            differential cross sections for the                   1036700100014 
            3H (p,n) reaction measured by Perry, et.al.           1036700100015 
ERR-ANALYS (ERR-S) Errors given are statistical errors only.      1036700100016 
            Other errors estimated to be less than or equal to    1036700100017 
            15% due to peak uncertainties, detector efficiency,   1036700100018 
            neutron source cross sections, size of sample,        1036700100019 
            attenuation of gammas and neutrons, and integration   1036700100020 
            over geometry.                                        1036700100021 
STATUS     (APRVD) Approved by author 1975/4/28.                  1036700100022 
HISTORY    (19750108C)                                            1036700100023 
           (19830422A) Converted to REACTION formalism            1036700100024 
           (20021206A) Converted to new date formats, lower case. 1036700100025 
                       Data error heading updated.                1036700100026 
ENDBIB              24          0                                 1036700100027 
NOCOMMON             0          0                                 1036700100028 
ENDSUBENT           27          0                                 1036700199999 
SUBENT        10367002   20021206                             00001036700200001 
BIB                  2          2                                 1036700200002 
REACTION   (81-TL-203(N,INL)81-TL-203,PAR,SIG)                    1036700200003 
SAMPLE     95.0% enriched thallium-oxide, disk of weight 5.060 g. 1036700200004 
ENDBIB               2          0                                 1036700200005 
NOCOMMON             0          0                                 1036700200006 
DATA                 4        103                                 1036700200007 
E-LVL      EN         DATA       ERR-S                            1036700200008 
KEV        KEV        MB         MB                               1036700200009 
 681.      1208.      212.       16.                              1036700200010 
 681.      1406.      126.       12.                              1036700200011 
 681.      1659.      135.       15.                              1036700200012 
 681.      1949.      198.       21.                              1036700200013 
 681.      2112.      160.       19.                              1036700200014 
 681.      2327.      211.       21.                              1036700200015 
 681.      2540.      199.       20.                              1036700200016 
 681.      2755.      190.       20.                              1036700200017 
1045.      1309.       89.       13.                              1036700200018 
1045.      1486.       95.        9.                              1036700200019 
1045.      1707.      112.       13.                              1036700200020 
1045.      1976.      165.       11.                              1036700200021 
1045.      2133.      125.       10.                              1036700200022 
1045.      2343.      134.       10.                              1036700200023 
1045.      2554.      134.        8.                              1036700200024 
1045.      2768.      134.        9.                              1036700200025 
1066.      1315.       50.        6.                              1036700200026 
1066.      1491.       58.        5.                              1036700200027 
1066.      1711.       56.        6.                              1036700200028 
1066.      1979.       75.        6.                              1036700200029 
1066.      2135.       63.        6.                              1036700200030 
1066.      2345.       73.        6.                              1036700200031 
1066.      2555.       66.        6.                              1036700200032 
1066.      2769.       71.        6.                              1036700200033 
1074.      1318.      114.       12.                              1036700200034 
1074.      1494.      142.       12.                              1036700200035 
1074.      1712.      162.       14.                              1036700200036 
1074.      1980.      226.       20.                              1036700200037 
1074.      2136.      180.       17.                              1036700200038 
1074.      2345.      244.       21.                              1036700200039 
1074.      2556.      236.       21.                              1036700200040 
1074.      2769.      294.       24.                              1036700200041 
1114.      1331.       27.       14.                              1036700200042 
1114.      1505.       35.        8.                              1036700200043 
1114.      1720.       42.       11.                              1036700200044 
1114.      1986.       49.        7.                              1036700200045 
1114.      2140.       50.        8.                              1036700200046 
1114.      2348.       50.        7.                              1036700200047 
1114.      2558.       58.        6.                              1036700200048 
1114.      2771.       44.        6.                              1036700200049 
1185.      1355.       21.       15.                              1036700200050 
1185.      1526.       43.        8.                              1036700200051 
1185.      1734.       77.       11.                              1036700200052 
1185.      1996.      124.       10.                              1036700200053 
1185.      2149.       99.       10.                              1036700200054 
1185.      2354.      123.       10.                              1036700200055 
1185.      2562.      113.        9.                              1036700200056 
1185.      2774.      148.       11.                              1036700200057 
1216.      1366.       14.        9.                              1036700200058 
1216.      1536.       36.        8.                              1036700200059 
1216.      1740.       61.       11.                              1036700200060 
1216.      2001.       79.        7.                              1036700200061 
1216.      2154.       58.        8.                              1036700200062 
