ENTRY            12323   20050711                             13361232300000001 
SUBENT        12323001   20050711                             13361232300100001 
BIB                  6          8                                 1232300100002 
INSTITUTE  (1USAANL)                                              1232300100003 
REFERENCE  (J,JNE/AB,16,201,1962)                                 1232300100004 
AUTHOR     (D.C.Stupegia)                                         1232300100005 
TITLE      Neutron total cross section of U233.                   1232300100006 
STATUS     (SCSRS)                                                1232300100007 
HISTORY    (19760804T) Translated from SCISRS                     1232300100008 
           (19841005A) Converted to reaction formalism            1232300100009 
           (20050710C) DR Format updated and reference corrected  1232300100010 
ENDBIB               8          0                                 1232300100011 
NOCOMMON             0          0                                 1232300100012 
ENDSUBENT           11          0                                 1232300199999 
SUBENT        12323002   19841005                             13361232300200001 
BIB                  1          1                                 1232300200002 
REACTION   (92-U-233(N,TOT),,SIG)                                 1232300200003 
ENDBIB               1          0                                 1232300200004 
NOCOMMON             0          0                                 1232300200005 
DATA                 4         45                                 1232300200006 
EN         EN-RSL     DATA       DATA-ERR                         1232300200007 
MEV        MEV        B          B                                1232300200008 
    3.4E-03    1.2E-03   1.71E+01    5.0E-01                      1232300200009 
    9.4E-03    1.4E-03   1.45E+01    2.0E-01                      1232300200010 
   2.04E-02    1.5E-03   1.41E+01    2.0E-01                      1232300200011 
   2.57E-02    1.6E-03   1.30E+01    3.0E-01                      1232300200012 
   3.11E-02    1.8E-03   1.33E+01    3.0E-01                      1232300200013 
   3.46E-02    1.8E-03   1.33E+01    2.0E-01                      1232300200014 
   3.65E-02    1.8E-03   1.30E+01    2.0E-01                      1232300200015 
   3.87E-02    1.8E-03   1.32E+01    2.0E-01                      1232300200016 
   4.05E-02    1.8E-03   1.28E+01    3.0E-01                      1232300200017 
   4.22E-02    1.9E-03   1.25E+01    2.0E-01                      1232300200018 
   4.41E-02    1.9E-03   1.23E+01    2.0E-01                      1232300200019 
   5.39E-02    1.9E-03   1.23E+01    2.0E-01                      1232300200020 
   5.82E-02    1.9E-03   1.23E+01    1.8E-01                      1232300200021 
   6.40E-02    1.9E-03   1.19E+01    1.7E-01                      1232300200022 
   7.48E-02    1.9E-03   1.20E+01    1.5E-01                      1232300200023 
   9.61E-02    1.9E-03   1.11E+01    1.4E-01                      1232300200024 
  1.185E-01    2.0E-03   1.08E+01    1.4E-01                      1232300200025 
  1.408E-01    2.1E-03   1.07E+01    1.4E-01                      1232300200026 
  1.636E-01    2.2E-03   1.02E+01    1.5E-01                      1232300200027 
  1.866E-01    2.3E-03   1.01E+01    1.6E-01                      1232300200028 
  2.355E-01    5.7E-03   9.78E+00    1.3E-01                      1232300200029 
  2.582E-01    2.4E-03   9.42E+00    1.6E-01                      1232300200030 
  3.020E-01    5.7E-03   8.94E+00    1.6E-01                      1232300200031 
  3.060E-01    2.5E-03   9.10E+00    1.6E-01                      1232300200032 
  3.447E-01    5.8E-03   8.79E+00    1.4E-01                      1232300200033 
  3.668E-01    5.8E-03   8.46E+00    1.3E-01                      1232300200034 
  3.878E-01    5.9E-03   8.49E+00    1.3E-01                      1232300200035 
  4.087E-01    6.0E-03   8.25E+00    1.3E-01                      1232300200036 
  4.503E-01    6.1E-03   8.19E+00    1.3E-01                      1232300200037 
  4.915E-01    6.1E-03   7.72E+00    1.3E-01                      1232300200038 
  5.325E-01    6.2E-03   7.77E+00    1.3E-01                      1232300200039 
  5.732E-01    6.3E-03   7.40E+00    1.3E-01                      1232300200040 
  6.158E-01    6.4E-03   7.43E+00    1.3E-01                      1232300200041 
  6.552E-01    6.5E-03   7.15E+00    1.4E-01                      1232300200042 
  7.366E-01    6.7E-03   6.99E+00    1.4E-01                      1232300200043 
  8.175E-01    6.8E-03   6.69E+00    1.4E-01                      1232300200044 
  8.977E-01    6.9E-03   6.51E+00    1.4E-01                      1232300200045 
  9.776E-01    7.0E-03   6.45E+00    1.4E-01                      1232300200046 
 1.0576E+00    7.1E-03   6.37E+00    1.4E-01                      1232300200047 
 1.1365E+00    7.4E-03   6.44E+00    1.4E-01                      1232300200048 
 1.2163E+00    7.4E-03   6.23E+00    1.4E-01                      1232300200049 
 1.2959E+00    7.5E-03   6.22E+00    1.4E-01                      1232300200050 
 1.3745E+00    7.6E-03   6.15E+00    1.5E-01                      1232300200051 
 1.4537E+00    7.8E-03   6.12E+00    1.5E-01                      1232300200052 
 1.6112E+00    8.0E-03   6.39E+00    1.5E-01                      1232300200053 
ENDDATA             47          0                                 1232300200054 
ENDSUBENT           53          0                                 1232300299999 
ENDENTRY             2          0                                 1232399999999 
