ENTRY            10027   19990719                             00001002700000001 
SUBENT        10027001   19990719                             00001002700100001 
BIB                 14         35                                 1002700100002 
INSTITUTE  (1USAORL)                                              1002700100003 
REFERENCE  (R,ORNL-4441,196912)                                   1002700100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1002700100005 
TITLE      Carbon neutron elastic-and inelastic-scattering cross  1002700100006 
            sections from 4.5 to 8.5 MeV                          1002700100007 
FACILITY   (VDG) ORNL Van-de-Graaff, pulsed at 2 mhz and bunched. 1002700100008 
INC-SOURCE (D-D) D(d,n) reaction using gas cells ranging in length1002700100009 
            from 0.7 to 4.0 cm. Neutron energy resolution between 1002700100010 
            60 and 340 keV.                                       1002700100011 
SAMPLE     Right circular cylinder 2.54 cm in diameter,2 cm long  1002700100012 
            placed 10 to 30 cm from gas cell                      1002700100013 
METHOD     (TOF) Time-of-flight. 2.5 nsec. resolution (FWHM),     1002700100014 
             2 mHz repitition rate.                               1002700100015 
DETECTOR   (SCIN) 12.5 cm diameter NE213 liquid scintillator      1002700100016 
            viewed by XP-1040 photomultiplers. Flight paths of 4  1002700100017 
            to 6 meters employed.                                 1002700100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Detector efficiency relative    1002700100019 
            to n-p cross section.                                 1002700100020 
CORRECTION Corrected for multiple scattering and for finite size  1002700100021 
            of samples.                                           1002700100022 
ERR-ANALYS Includes uncertainties due to:                         1002700100023 
           . geometric parameters,                                1002700100024 
           . finite size corrections,                             1002700100025 
           . statistics,                                          1002700100026 
           . residual background effects due to peak stripping    1002700100027 
             procedures.                                          1002700100028 
           Differential data do not (but integral data do)        1002700100029 
            include absolute error of +-7%, the estimated error   1002700100030 
            in the absolute value of the detector efficiency.     1002700100031 
STATUS     (APRVD) Approved by author.                            1002700100032 
HISTORY    (19710330C)                                            1002700100033 
           (19760301A)                                            1002700100034 
           (19800723A) Converted to REACTION formalism            1002700100035 
           (19860129A) BIB corrections.                           1002700100036 
           (19990719A) Converted to new date formats, lower case. 1002700100037 
ENDBIB              35          0                                 1002700100038 
NOCOMMON             0          0                                 1002700100039 
ENDSUBENT           38          0                                 1002700199999 
SUBENT        10027002   19990719                             00001002700200001 
BIB                  2          3                                 1002700200002 
REACTION   (6-C-0(N,EL)6-C-0,,DA)                                 1002700200003 
HISTORY    (19800723A) Subentries 2 - 14 combined                 1002700200004 
           (19860129A) REACTION product added.                    1002700200005 
ENDBIB               3          0                                 1002700200006 
NOCOMMON             0          0                                 1002700200007 
DATA                 6        265                                 1002700200008 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1002700200009 
7.54       0.06       47.88      17.07      7.6        7.5        1002701600097 
7.54       0.06       53.38      20.82      6.9        7.1        1002701600098 
7.54       0.06       53.39      21.70      8.0        6.8        1002701600099 
7.54       0.06       61.53      22.68      6.6        6.8        1002701600100 
7.54       0.06       61.53      21.25      7.4        6.9        1002701600101 
7.54       0.06       69.58      23.09      7.0        7.0        1002701600102 
7.54       0.06       69.59      24.97      6.9        7.2        1002701600103 
7.54       0.06       77.51      29.34      7.0        6.7        1002701600104 
7.54       0.06       85.31      29.84      7.1        7.0        1002701600105 
7.54       0.06       92.98      30.45      7.0        7.1        1002701600106 
7.54       0.06       100.48     31.80      7.1        7.9        1002701600107 
7.54       0.06       100.49     29.19      6.8        7.8        1002701600108 
7.54       0.06       107.87     29.11      7.7        7.8        1002701600109 
7.54       0.06       107.88     28.32      7.6        7.4        1002701600110 
7.54       0.06       115.12     26.55      8.0        8.3        1002701600111 
7.54       0.06       115.13     26.55      7.7        7.4        1002701600112 
7.54       0.06       126.45     27.01      8.1        9.0        1002701600113 
7.54       0.06       126.46     27.49      8.2        8.3        1002701600114 
7.54       0.06       133.37     25.40      9.3        10.4       1002701600115 
7.54       0.06       133.83     26.33      8.3        7.9        1002701600116 
7.54       0.06       140.18     25.30      10.5       8.9        1002701600117 
7.54       0.06       140.20     26.15      8.2        8.5        1002701600118 
7.60       0.10       25.00      10.87      22.0       8.9        1002701600119 
7.60       0.10       30.60      10.72      9.5        11.1       1002701600120 
7.60       0.10       36.24      13.56      7.5        13.2       1002701600121 
7.60       0.10       37.35      13.37      14.3       8.5        1002701600122 
7.60       0.10       42.32      13.16      8.5        8.5        1002701600123 
7.60       0.10       42.88      13.43      8.3        10.3       1002701600124 
7.60       0.10       48.43      16.24      12.8       8.9        1002701600125 
7.60       0.10       52.80      16.52      9.5        6.6        1002701600126 
7.60       0.10       58.78      18.19      6.1        8.1        1002701600127 
7.60       0.10       58.79      19.32      8.3        4.7        1002701600128 
7.60       0.10       64.72      21.33      9.2        4.9        1002701600129 
7.60       0.10       69.00      20.61      10.2       5.9        1002701600130 
7.60       0.10       74.82      23.00      5.7        5.2        1002701600131 
7.60       0.10       80.58      25.50      8.7        6.2        1002701600132 
7.60       0.10       84.72      23.93      10.0       6.0        1002701600133 
7.60       0.10       89.86      27.05      9.1        6.3        1002701600134 
7.60       0.10       90.36      26.02      9.5        6.1        1002701600135 
7.60       0.10       95.42      27.90      8.6        7.0        1002701600136 
7.60       0.10       95.92      27.98      9.5        6.5        1002701600137 
7.60       0.10       100.91     28.79      8.5        6.4        1002701600138 
7.60       0.10       102.89     27.09      9.7        6.5        1002701600139 
7.60       0.10       113.61     26.28      10.3       6.7        1002701600140 
7.60       0.10       125.05     26.79      6.8        10.0       1002701600141 
8.04       0.05       31.00      30.03      6.5        7.0        1002701600142 
8.04       0.05       39.34      25.52      6.9        8.0        1002701600143 
8.04       0.05       47.62      22.10      6.6        7.9        1002701600144 
8.04       0.05       53.08      24.01      5.7        6.0        1002701600145 
8.04       0.05       61.20      20.61      5.6        7.2        1002701600146 
8.04       0.05       69.22      19.44      6.8        6.5        1002701600147 
8.04       0.05       77.12      19.39      6.4        7.0        1002701600148 
8.04       0.05       84.90      22.09      5.5        6.1        1002701600149 
8.04       0.05       92.55      25.62      5.3        5.9        1002701600150 
8.04       0.05       100.08     29.80      6.0        7.0        1002701600151 
8.04       0.05       107.49     35.45      6.1        7.7        1002701600152 
8.04       0.05       114.73     38.28      6.5        6.5        1002701600153 
8.04       0.05       126.10     45.14      6.9        7.2        1002701600154 
8.04       0.05       133.05     49.24      6.8        7.9        1002701600155 
8.04       0.05       139.90     48.34      6.8        6.7        1002701600156 
8.50       0.08       25.84      31.42      6.6        8.7        1002701600157 
8.50       0.08       26.95      29.40      7.0        10.0       1002701600158 
8.50       0.08       31.40      27.85      6.6        8.7        1002701600159 
8.50       0.08       32.52      26.30      5.5        7.8        1002701600160 
8.50       0.08       36.96      26.77      6.3        9.0        1002701600161 
8.50       0.08       38.07      25.61      6.2        7.6        1002701600162 
8.50       0.08       42.48      26.69      6.2        11.2       1002701600163 
8.50       0.08       43.58      25.05      7.5        11.7       1002701600164 
8.50       0.08       46.87      24.89      7.0        6.2        1002701600165 
8.50       0.08       49.06      22.39      8.0        8.2        1002701600166 
8.50       0.08       52.86      23.22      7.6        6.8        1002701600167 
8.50       0.08       54.49      22.89      8.4        8.7        1002701600168 
8.50       0.08       58.81      20.71      7.8        7.2        1002701600169 
8.50       0.08       59.89      20.93      7.8        8.8        1002701600170 
8.50       0.08       63.09      20.11      8.3        6.5        1002701600171 
8.50       0.08       65.25      19.79      12.9       9.9        1002701600172 
8.50       0.08       68.96      18.19      6.3        7.6        1002701600173 
8.50       0.08       74.76      17.16      6.4        8.8        1002701600174 
8.50       0.08       75.82      17.38      7.6        9.3        1002701600175 
8.50       0.08       78.92      15.63      6.7        8.0        1002701600176 
8.50       0.08       84.60      13.49      6.6        7.6        1002701600177 
8.50       0.08       86.15      13.15      10.1       7.2        1002701600178 
8.50       0.08       90.22      11.19      10.1       8.5        1002701600179 
8.50       0.08       94.26      10.75      6.9        7.6        1002701600180 
8.50       0.08       96.31      10.12      14.0       8.2        1002701600181 
8.50       0.08       99.78      9.53       9.0        8.1        1002701600182 
8.50       0.08       105.19     9.98       8.7        10.2       1002701600183 
8.50       0.08       106.21     9.86       11.9       10.2       1002701600184 
8.50       0.08       109.11     9.82       8.9        9.1        1002701600185 
8.50       0.08       114.44     11.52      9.9        10.2       1002701600186 
8.50       0.08       119.70     13.77      8.3        8.5        1002701600187 
8.50       0.08       119.98     15.39      6.9        8.8        1002701600188 
8.56       0.05       11.25      38.11      15.2       14.0       1002701600189 
8.56       0.05       16.87      33.62      13.8       14.1       1002701600190 
8.56       0.05       16.87      33.02      16.7       16.4       1002701600191 
8.56       0.05       25.27      31.13      12.9       11.0       1002701600192 
8.56       0.05       25.27      29.99      16.0       13.5       1002701600193 
8.56       0.05       30.84      31.65      6.1        6.8        1002701600194 
8.56       0.05       35.28      29.29      5.7        6.6        1002701600195 
8.56       0.05       39.15      27.91      6.9        6.5        1002701600196 
8.56       0.05       43.56      26.35      5.6        6.4        1002701600197 
8.56       0.05       47.38      24.75      6.3        6.3        1002701600198 
8.56       0.05       47.39      23.48      7.7        7.3        1002701600199 
8.56       0.05       51.76      22.90      5.6        6.5        1002701600200 
8.56       0.05       52.84      22.41      6.2        6.4        1002701600201 
8.56       0.05       55.55      21.21      8.1        7.1        1002701600202 
8.56       0.05       60.94      19.98      6.2        6.8        1002701600203 
8.56       0.05       63.62      17.51      7.8        7.8        1002701600204 
8.56       0.05       68.93      17.28      5.9        8.8        1002701600205 
8.56       0.05       76.81      16.99      5.9        7.4        1002701600206 
8.56       0.05       76.81      15.91      6.4        7.0        1002701600207 
8.56       0.05       84.57      13.63      6.1        8.3        1002701600208 
8.56       0.05       84.58      13.06      5.8        6.3        1002701600209 
8.56       0.05       92.22      12.01      6.9        10.1       1002701600210 
8.56       0.05       92.23      10.98      7.8        9.1        1002701600211 
8.56       0.05       99.74      11.66      7.1        8.7        1002701600212 
8.56       0.05       107.14     10.61      8.0        8.7        1002701600213 
8.56       0.05       114.41     11.81      9.1        9.9        1002701600214 
8.56       0.05       125.80     16.38      5.7        6.4        1002701600215 
8.56       0.05       125.82     16.00      8.5        7.8        1002701600216 
8.56       0.05       132.78     21.56      6.0        8.4        1002701600217 
8.56       0.05       132.78     20.76      7.5        7.4        1002701600218 
8.56       0.05       139.66     22.30      7.2        7.8        1002701600219 
8.56       0.05       139.66     23.78      6.5        7.9        1002701600220 
ENDDATA            208          0                                 1002701600221 
ENDSUBENT          220          0                                 1002701699999 
NOSUBENT      10027017   19800725                             00001002701700001 
NOSUBENT      10027018   19800725                             00001002701800001 
NOSUBENT      10027019   19800725                             00001002701900001 
NOSUBENT      10027020   19800725                             00001002702000001 
NOSUBENT      10027021   19800725                             00001002702100001 
NOSUBENT      10027022   19800725                             00001002702200001 
NOSUBENT      10027023   19800725                             00001002702300001 
SUBENT        10027024   19990719                             00001002702400001 
BIB                  3          6                                 1002702400002 
REACTION   (6-C-0(N,EL)6-C-0,,SIG)                                1002702400003 
ERR-ANALYS Uncertainty also includes absolute error of 7%, the    1002702400004 
            estimated error in the absolute value of the detector 1002702400005 
            efficiency.                                           1002702400006 
STATUS     (DEP,10027002) Determined from measured angular        1002702400007 
                          distributions.                          1002702400008 
ENDBIB               6          0                                 1002702400009 
NOCOMMON             0          0                                 1002702400010 
DATA                 4         13                                 1002702400011 
EN         EN-RSL     DATA       DATA-ERR                         1002702400012 
MEV        MEV        MB         PER-CENT                         1002702400013 
4.60       0.05       1671.74    7.4                              1002702400014 
5.04       0.04       1139.72    7.3                              1002702400015 
5.44       0.17       1107.38    7.1                              1002702400016 
5.56       0.05       1060.49    7.4                              1002702400017 
6.01       0.07        965.32    7.1                              1002702400018 
6.37       0.13       1158.48    7.2                              1002702400019 
6.44       0.07        860.11    7.1                              1002702400020 
7.03       0.06        601.44    7.1                              1002702400021 
7.54       0.06       1304.77    7.1                              1002702400022 
7.60       0.10       1075.65    7.2                              1002702400023 
8.04       0.05       1202.80    7.6                              1002702400024 
8.50       0.08        838.57    7.2                              1002702400025 
8.56       0.05        802.63    7.1                              1002702400026 
ENDDATA             15          0                                 1002702400027 
ENDSUBENT           26          0                                 1002702499999 
SUBENT        10027025   19990719                             00001002702500001 
BIB                  3          6                                 1002702500002 
REACTION   (6-C-12(N,INL)6-C-12,PAR,SIG)                          1002702500003 
ERR-ANALYS Uncertainty also includes absolute error of 7%, the    1002702500004 
            estimated error in the absolute value of the detector 1002702500005 
            efficiency.                                           1002702500006 
STATUS     (DEP,10027016) Determined from measured angular        1002702500007 
                          distributions.                          1002702500008 
ENDBIB               6          0                                 1002702500009 
COMMON               1          3                                 1002702500010 
E-LVL                                                             1002702500011 
MEV                                                               1002702500012 
4.430                                                             1002702500013 
ENDCOMMON            3          0                                 1002702500014 
DATA                 4          9                                 1002702500015 
EN         EN-RSL     DATA       DATA-ERR                         1002702500016 
MEV        MEV        MB         PER-CENT                         1002702500017 
6.01       0.07        249.15    40.7                             1002702500018 
6.37       0.13        236.26    8.7                              1002702500019 
6.44       0.07        261.57    7.8                              1002702500020 
7.03       0.06        166.60    7.3                              1002702500021 
7.54       0.06        302.40    7.2                              1002702500022 
7.60       0.10        273.47    8.3                              1002702500023 
8.04       0.05        409.02    7.2                              1002702500024 
8.50       0.08        248.01    7.5                              1002702500025 
8.56       0.05        245.08    7.1                              1002702500026 
ENDDATA             11          0                                 1002702500027 
ENDSUBENT           26          0                                 1002702599999 
ENDENTRY            25          0                                 1002799999999 
