ENTRY            11350   19820324                             00001135000000001 
SUBENT        11350001   19820324                             00001135000100001 
BIB                  6          7                                 1135000100002 
INSTITUTE  (1USALOK)                                              1135000100003 
REFERENCE  (R,AFSWC-TR-61-15,6102)                                1135000100004 
AUTHOR     (L.F.CHASE JR,R.G.JOHNSON,R.V.SMITH,F.J.VAUGHN,M.WALT) 1135000100005 
TITLE      FAST NEUTRON CROSS SECTIONS OF OXYGEN AND NITROGEN.    1135000100006 
STATUS     (SCSRS)                                                1135000100007 
HISTORY    (760714T) TRANSLATED FROM SCISRS                       1135000100008 
           (820324A) CONVERTED TO REACTION FORMALISM              1135000100009 
ENDBIB               7          0                                 1135000100010 
NOCOMMON             0          0                                 1135000100011 
ENDSUBENT           10          0                                 1135000199999 
SUBENT        11350002   19860120                             00001135000200001 
BIB                  3          3                                 1135000200002 
REACTION   (7-N-0(N,EL)7-N-0,,SIG)                                1135000200003 
STATUS     (DEP,11350005) INTEGRATED ANGULAR DISTRIBUTION.        1135000200004 
HISTORY    (860120A) REACTION PRODUCT ADDED.                      1135000200005 
ENDBIB               3          0                                 1135000200006 
NOCOMMON             0          0                                 1135000200007 
DATA                 4          6                                 1135000200008 
EN         EN-RSL     DATA       DATA-ERR                         1135000200009 
MEV        MEV        B          B                                1135000200010 
 4.99   +00 2.8    -01 7.7    -01 1.4    -01                      1135000200011 
 5.66   +00 2.9    -01 1.25   +00 1.5    -01                      1135000200012 
 6.02   +00 2.6    -01 1.05   +00 1.6    -01                      1135000200013 
 6.53   +00 2.3    -01 1.04   +00 1.6    -01                      1135000200014 
 8.00   +00 6.4    -01 8.7    -01 1.0    -01                      1135000200015 
 1.16   +01 7.     -01 9.9    -01 1.0    -01                      1135000200016 
ENDDATA              8          0                                 1135000200017 
ENDSUBENT           16          0                                 1135000299999 
SUBENT        11350003   19820324                             00001135000300001 
BIB                  3          3                                 1135000300002 
REACTION   (7-N-0(N,NON),,SIG)                                    1135000300003 
STATUS     (DEP,11350002)                                         1135000300004 
ANALYSIS   TOTAL MINUS ELASTIC                                    1135000300005 
ENDBIB               3          0                                 1135000300006 
NOCOMMON             0          0                                 1135000300007 
DATA                 4          6                                 1135000300008 
EN         EN-RSL     DATA       DATA-ERR                         1135000300009 
MEV        MEV        B          B                                1135000300010 
 4.99   +00 2.8    -01 5.80   -01 1.50   -01                      1135000300011 
 5.66   +00 2.9    -01 1.30   -01 1.60   -01                      1135000300012 
 6.02   +00 2.6    -01 3.70   -01 1.70   -01                      1135000300013 
 6.53   +00 2.3    -01 4.40   -01 1.70   -01                      1135000300014 
 8.00   +00 6.4    -01 4.80   -01 1.10   -01                      1135000300015 
 1.16   +01 7.     -01 4.50   -01 1.20   -01                      1135000300016 
ENDDATA              8          0                                 1135000300017 
ENDSUBENT           16          0                                 1135000399999 
SUBENT        11350004   19820324                             00001135000400001 
BIB                  1          1                                 1135000400002 
REACTION   (7-N-0(N,TOT),,SIG)                                    1135000400003 
ENDBIB               1          0                                 1135000400004 
NOCOMMON             0          0                                 1135000400005 
DATA                 4          6                                 1135000400006 
EN         EN-RSL     DATA       DATA-ERR                         1135000400007 
MEV        MEV        B          B                                1135000400008 
 4.99   +00 2.8    -01 1.35   +00 5.     -02                      1135000400009 
 5.66   +00 2.9    -01 1.38   +00 5.     -02                      1135000400010 
 6.02   +00 2.6    -01 1.42   +00 6.     -02                      1135000400011 
 6.53   +00 2.3    -01 1.48   +00 5.     -02                      1135000400012 
 8.00   +00 6.4    -01 1.35   +00 5.     -02                      1135000400013 
 1.16   +01 7.     -01 1.44   +00 7.     -02                      1135000400014 
ENDDATA              8          0                                 1135000400015 
ENDSUBENT           14          0                                 1135000499999 
SUBENT        11350005   19860120                             00001135000500001 
BIB                  4          4                                 1135000500002 
REACTION   (7-N-0(N,EL)7-N-0,,DA)                                 1135000500003 
METHOD     (TOF)      TIME-OF-FLIGHT                              1135000500004 
CORRECTION CORRECTED FOR MULTIPLE SCATTERING                      1135000500005 
HISTORY    (860120A) REACTION PRODUCT ADDED.                      1135000500006 
ENDBIB               4          0                                 1135000500007 
NOCOMMON             0          0                                 1135000500008 
DATA                 5         83                                 1135000500009 
EN         EN-RSL     COS-CM     DATA       DATA-ERR              1135000500010 
MEV        MEV        NO-DIM     MB/SR      MB/SR                 1135000500011 
 6.53   +00 2.3    -01-0.6201     2.9    +01 1.3    +01           1135000500065 
 6.53   +00 2.3    -01-0.7945     3.1    +01 1.5    +01           1135000500066 
 6.53   +00 2.3    -01-0.8832     4.1    +01 1.5    +01           1135000500067 
 8.00   +00 6.4    -01 0.84780    2.04   +02 9.     +00           1135000500068 
 8.00   +00 6.4    -01 0.73600    9.8    +01 7.     +00           1135000500069 
 8.00   +00 6.4    -01 0.60030    4.4    +01 8.     +00           1135000500070 
 8.00   +00 6.4    -01 0.44600    1.3    +01 6.     +00           1135000500071 
 8.00   +00 6.4    -01 0.27880    4.3    +01 9.     +00           1135000500072 
 8.00   +00 6.4    -01 0.10460    5.3    +01 7.     +00           1135000500073 
 8.00   +00 6.4    -01-0.0707     6.6    +01 7.     +00           1135000500074 
 8.00   +00 6.4    -01-0.2418     4.4    +01 7.     +00           1135000500075 
 8.00   +00 6.4    -01-0.4037     5.7    +01 8.     +00           1135000500076 
 8.00   +00 6.4    -01-0.5521     2.4    +01 7.     +00           1135000500077 
 8.00   +00 6.4    -01-0.6201     3.3    +01 9.     +00           1135000500078 
 8.00   +00 6.4    -01-0.7945     2.3    +01 8.     +00           1135000500079 
 8.00   +00 6.4    -01-0.8832     3.3    +01 9.     +00           1135000500080 
 1.16   +01 7.     -01 0.93110    4.30   +02 3.9    +01           1135000500081 
 1.16   +01 7.     -01 0.84780    2.29   +02 1.5    +01           1135000500082 
 1.16   +01 7.     -01 0.73600    1.07   +02 7.     +00           1135000500083 
 1.16   +01 7.     -01 0.60030    3.8    +01 5.     +00           1135000500084 
 1.16   +01 7.     -01 0.44600    3.9    +01 4.     +00           1135000500085 
 1.16   +01 7.     -01 0.27880    4.0    +01 3.     +00           1135000500086 
 1.16   +01 7.     -01 0.10460    4.9    +01 7.     +00           1135000500087 
 1.16   +01 7.     -01-0.0707     4.8    +01 5.     +00           1135000500088 
 1.16   +01 7.     -01-0.2418     5.4    +01 4.     +00           1135000500089 
 1.16   +01 7.     -01-0.4037     4.1    +01 4.     +00           1135000500090 
 1.16   +01 7.     -01-0.5521     2.6    +01 3.     +00           1135000500091 
 1.16   +01 7.     -01-0.6201     1.6    +01 3.     +00           1135000500092 
 1.16   +01 7.     -01-0.7945     1.9    +01 3.     +00           1135000500093 
 1.16   +01 7.     -01-0.8832     4.1    +01 6.     +00           1135000500094 
ENDDATA             85          0                                 1135000500095 
ENDSUBENT           94          0                                 1135000599999 
SUBENT        11350006   19820324                             00001135000600001 
BIB                  3          3                                 1135000600002 
REACTION   (7-N-14(N,D)6-C-13,PAR,DA)                             1135000600003 
METHOD     (TOF)      TIME-OF-FLIGHT                              1135000600004 
COMMENT    FROM MEASUREMENT OF INVERSE C13(D,N) REACTION.         1135000600005 
ENDBIB               3          0                                 1135000600006 
COMMON               1          3                                 1135000600007 
E-LVL                                                             1135000600008 
MEV                                                               1135000600009 
    0.                                                            1135000600010 
ENDCOMMON            3          0                                 1135000600011 
DATA                 4        313                                 1135000600012 
EN         COS-CM     DATA       DATA-ERR                         1135000600013 
MEV        NO-DIM     MB/SR      MB/SR                            1135000600014 
 6.906  +00 0.99590    4.11   -01 5.5    -02                      1135000600015 
 6.906  +00 0.98360    5.20   -01 5.1    -02                      1135000600016 
 6.906  +00 0.93420    5.20   -01 5.8    -02                      1135000600017 
 6.906  +00 0.85450    5.49   -01 6.1    -02                      1135000600018 
 6.906  +00 0.74780    4.72   -01 5.8    -02                      1135000600019 
 6.906  +00 0.61700    3.95   -01 5.5    -02                      1135000600020 
 6.906  +00 0.46640    5.81   -01 6.4    -02                      1135000600021 
 6.906  +00 0.30240    5.55   -01 5.8    -02                      1135000600022 
 6.906  +00 0.13050    7.16   -01 7.4    -02                      1135000600023 
 6.906  +00-0.0436     9.63   -01 6.7    -02                      1135000600024 
 6.906  +00-0.2164     1.203  +00 7.1    -02                      1135000600025 
 6.906  +00-0.3811     1.489  +00 8.0    -02                      1135000600026 
 6.906  +00-0.5329     1.595  +00 8.3    -02                      1135000600027 
 6.906  +00-0.6678     1.823  +00 8.3    -02                      1135000600028 
 6.906  +00-0.7837     1.884  +00 9.3    -02                      1135000600029 
 6.906  +00-0.9143     1.884  +00 9.3    -02                      1135000600030 
 7.012  +00 0.99590    7.28   -01 5.8    -02                      1135000600031 
 7.012  +00 0.98360    6.84   -01 6.5    -02                      1135000600032 
 7.012  +00 0.93420    7.25   -01 7.5    -02                      1135000600033 
 7.012  +00 0.85450    7.01   -01 5.8    -02                      1135000600034 
 7.012  +00 0.74660    5.91   -01 7.3    -02                      1135000600035 
 7.012  +00 0.61570    5.50   -01 6.5    -02                      1135000600036 
 7.012  +00 0.46640    6.46   -01 5.5    -02                      1135000600037 
 7.012  +00 0.30240    5.33   -01 5.8    -02                      1135000600038 
 7.012  +00 0.12880    7.38   -01 6.8    -02                      1135000600039 
 7.012  +00-0.0454     1.070  +00 7.5    -02                      1135000600040 
 7.012  +00-0.2181     1.518  +00 8.2    -02                      1135000600041 
 7.012  +00-0.3811     1.511  +00 8.9    -02                      1135000600042 
 7.012  +00-0.5329     2.065  +00 8.9    -02                      1135000600043 
 7.012  +00-0.6691     2.396  +00 9.9    -02                      1135000600044 
 7.012  +00-0.7848     2.317  +00 9.9    -02                      1135000600045 
 7.012  +00-0.8771     2.40   +00 1.0    -01                      1135000600046 
 7.012  +00-0.9143     2.38   +00 1.1    -01                      1135000600047 
 7.091  +00 0.99590    1.021  +00 4.3    -02                      1135000600048 
 7.091  +00 0.98330    9.81   -01 4.0    -02                      1135000600049 
 7.091  +00 0.93420    1.198  +00 4.3    -02                      1135000600050 
 7.091  +00 0.85450    1.230  +00 4.7    -02                      1135000600051 
 7.091  +00 0.74660    1.299  +00 4.7    -02                      1135000600052 
 7.091  +00 0.61570    1.191  +00 5.1    -02                      1135000600053 
 7.091  +00 0.46480    1.090  +00 5.4    -02                      1135000600054 
 7.091  +00 0.30070    7.87   -01 5.4    -02                      1135000600055 
 7.091  +00 0.12880    9.85   -01 5.4    -02                      1135000600056 
 7.091  +00-0.0471     9.81   -01 5.8    -02                      1135000600057 
 7.091  +00-0.2181     1.165  +00 5.8    -02                      1135000600058 
 7.091  +00-0.3859     1.432  +00 6.1    -02                      1135000600059 
 7.091  +00-0.5344     1.970  +00 7.2    -02                      1135000600060 
 7.091  +00-0.6691     2.486  +00 7.2    -02                      1135000600061 
 7.091  +00-0.7848     2.822  +00 7.2    -02                      1135000600062 
 7.091  +00-0.9018     3.204  +00 8.3    -02                      1135000600063 
 7.188  +00 0.99590    9.87   -01 8.0    -02                      1135000600064 
 7.188  +00 0.98330    1.425  +00 5.3    -02                      1135000600065 
 7.188  +00 0.93420    1.349  +00 7.2    -02                      1135000600066 
 7.188  +00 0.85360    1.539  +00 7.6    -02                      1135000600067 
 7.188  +00 0.74550    1.513  +00 8.4    -02                      1135000600068 
 7.188  +00 0.61430    1.193  +00 8.8    -02                      1135000600069 
 7.188  +00 0.46330    1.136  +00 8.4    -02                      1135000600070 
 7.188  +00 0.29900    1.021  +00 9.5    -02                      1135000600071 
 7.188  +00 0.12710    8.92   -01 8.0    -02                      1135000600072 
 7.188  +00-0.0489     1.238  +00 8.8    -02                      1135000600073 
 7.188  +00-0.2198     1.471  +00 9.9    -02                      1135000600074 
 7.188  +00-0.3843     1.91   +00 1.2    -01                      1135000600075 
 7.188  +00-0.5358     2.29   +00 1.1    -01                      1135000600076 
 7.188  +00-0.6704     2.62   +00 1.2    -01                      1135000600077 
 7.188  +00-0.7859     3.06   +00 1.3    -01                      1135000600078 
 7.188  +00-0.8780     3.44   +00 1.4    -01                      1135000600079 
 7.188  +00-0.9150     3.32   +00 1.3    -01                      1135000600080 
 7.278  +00 0.99590    1.532  +00 6.8    -02                      1135000600081 
 7.278  +00 0.98330    1.679  +00 6.1    -02                      1135000600082 
 7.278  +00 0.93360    1.907  +00 6.4    -02                      1135000600083 
 7.278  +00 0.85360    2.084  +00 6.4    -02                      1135000600084 
 7.278  +00 0.74550    2.292  +00 7.4    -02                      1135000600085 
 7.278  +00 0.61290    1.814  +00 7.1    -02                      1135000600086 
 7.278  +00 0.46330    1.612  +00 8.8    -02                      1135000600087 
 7.278  +00 0.29900    1.237  +00 8.4    -02                      1135000600088 
 7.278  +00 0.12530    1.321  +00 9.2    -02                      1135000600089 
 7.278  +00-0.0489     1.309  +00 8.4    -02                      1135000600090 
 7.278  +00-0.2215     1.896  +00 9.6    -02                      1135000600091 
 7.278  +00-0.3843     2.11   +00 1.0    -01                      1135000600092 
 7.278  +00-0.5358     2.82   +00 1.2    -01                      1135000600093 
 7.278  +00-0.6717     3.14   +00 1.1    -01                      1135000600094 
 7.278  +00-0.7869     3.54   +00 1.1    -01                      1135000600095 
 7.278  +00-0.9150     4.33   +00 1.9    -01                      1135000600096 
 7.375  +00 0.99590    1.318  +00 8.4    -02                      1135000600097 
 7.375  +00 0.98330    1.435  +00 8.4    -02                      1135000600098 
 7.375  +00 0.93360    1.72   +00 1.0    -01                      1135000600099 
 7.375  +00 0.85360    1.606  +00 9.2    -02                      1135000600100 
 7.375  +00 0.74550    1.59   +00 1.0    -01                      1135000600101 
 7.375  +00 0.61290    1.267  +00 9.2    -02                      1135000600102 
 7.375  +00 0.46170    9.6    -01 1.1    -01                      1135000600103 
 7.375  +00 0.29740    9.33   -01 9.6    -02                      1135000600104 
 7.375  +00 0.12530    1.26   +00 1.2    -01                      1135000600105 
 7.375  +00-0.0506     1.04   +00 1.1    -01                      1135000600106 
 7.375  +00-0.2215     1.22   +00 1.3    -01                      1135000600107 
 7.375  +00-0.3859     1.70   +00 1.2    -01                      1135000600108 
 7.375  +00-0.5373     2.35   +00 1.4    -01                      1135000600109 
 7.375  +00-0.6717     3.23   +00 1.5    -01                      1135000600110 
 7.375  +00-0.7859     3.40   +00 1.6    -01                      1135000600111 
 7.375  +00-0.8780     4.20   +00 1.8    -01                      1135000600112 
 7.375  +00-0.9184     4.35   +00 1.7    -01                      1135000600113 
 7.464  +00 0.99570    1.637  +00 7.8    -02                      1135000600114 
 7.464  +00 0.98330    1.750  +00 8.7    -02                      1135000600115 
 7.464  +00 0.93360    1.720  +00 7.8    -02                      1135000600116 
 7.464  +00 0.85260    1.724  +00 8.3    -02                      1135000600117 
 7.464  +00 0.74430    1.977  +00 9.1    -02                      1135000600118 
 7.464  +00 0.61290    1.698  +00 9.6    -02                      1135000600119 
 7.464  +00 0.46170    1.86   +00 1.1    -01                      1135000600120 
 7.464  +00 0.29570    1.594  +00 8.7    -02                      1135000600121 
 7.464  +00 0.12360    1.97   +00 1.2    -01                      1135000600122 
 7.464  +00-0.0506     1.72   +00 1.2    -01                      1135000600123 
 7.464  +00-0.2233     1.66   +00 1.2    -01                      1135000600124 
 7.464  +00-0.3875     2.42   +00 1.3    -01                      1135000600125 
 7.464  +00-0.5373     2.66   +00 1.4    -01                      1135000600126 
 7.464  +00-0.6717     3.31   +00 1.3    -01                      1135000600127 
 7.464  +00-0.7869     3.71   +00 1.5    -01                      1135000600128 
 7.464  +00-0.8788     4.96   +00 1.5    -01                      1135000600129 
 7.464  +00-0.9150     5.01   +00 1.7    -01                      1135000600130 
 7.562  +00 0.99570    6.53   -01 9.5    -02                      1135000600131 
 7.562  +00 0.98330    6.81   -01 8.6    -02                      1135000600132 
 7.562  +00 0.93360    6.94   -01 9.1    -02                      1135000600133 
 7.562  +00 0.85260    9.39   -01 9.1    -02                      1135000600134 
 7.562  +00 0.74430    8.85   -01 8.6    -02                      1135000600135 
 7.562  +00 0.61150    6.99   -01 9.1    -02                      1135000600136 
 7.562  +00 0.46020    1.05   +00 1.0    -01                      1135000600137 
 7.562  +00 0.29570    1.43   +00 1.3    -01                      1135000600138 
 7.562  +00 0.12190    1.15   +00 1.2    -01                      1135000600139 
 7.562  +00-0.0523     1.12   +00 1.1    -01                      1135000600140 
 7.562  +00-0.2250     1.02   +00 1.0    -01                      1135000600141 
 7.562  +00-0.3875     9.7    -01 1.1    -01                      1135000600142 
 7.562  +00-0.5388     1.49   +00 1.4    -01                      1135000600143 
 7.562  +00-0.6730     1.64   +00 1.5    -01                      1135000600144 
 7.562  +00-0.7869     1.63   +00 1.5    -01                      1135000600145 
 7.562  +00-0.8788     2.62   +00 1.6    -01                      1135000600146 
 7.562  +00-0.9121     3.34   +00 1.9    -01                      1135000600147 
 7.650  +00 0.99570    8.18   -01 8.0    -02                      1135000600148 
 7.650  +00 0.98330    8.74   -01 8.5    -02                      1135000600149 
 7.650  +00 0.93360    8.97   -01 8.0    -02                      1135000600150 
 7.650  +00 0.85260    8.27   -01 7.5    -02                      1135000600151 
 7.650  +00 0.74310    1.034  +00 9.4    -02                      1135000600152 
 7.650  +00 0.61150    1.189  +00 9.4    -02                      1135000600153 
 7.650  +00 0.46020    1.58   +00 1.3    -01                      1135000600154 
 7.650  +00 0.29400    1.62   +00 1.2    -01                      1135000600155 
 7.650  +00 0.12190    1.25   +00 1.1    -01                      1135000600156 
 7.650  +00-0.0523     1.58   +00 1.2    -01                      1135000600157 
 7.650  +00-0.2250     1.87   +00 1.3    -01                      1135000600158 
 7.650  +00-0.3891     1.79   +00 1.3    -01                      1135000600159 
 7.650  +00-0.5388     1.79   +00 1.5    -01                      1135000600160 
 7.650  +00-0.6730     2.07   +00 1.5    -01                      1135000600161 
 7.650  +00-0.7880     2.59   +00 1.6    -01                      1135000600162 
 7.650  +00-0.8788     3.13   +00 1.6    -01                      1135000600163 
 7.650  +00-0.9157     2.95   +00 1.5    -01                      1135000600164 
 7.744  +00 0.99570    7.69   -01 7.8    -02                      1135000600165 
 7.744  +00 0.98330    7.40   -01 7.3    -02                      1135000600166 
 7.744  +00 0.93300    9.01   -01 7.8    -02                      1135000600167 
 7.744  +00 0.85170    1.066  +00 7.8    -02                      1135000600168 
 7.744  +00 0.74310    1.090  +00 8.8    -02                      1135000600169 
 7.744  +00 0.61010    1.13   +00 1.0    -01                      1135000600170 
 7.744  +00 0.45860    1.43   +00 1.0    -01                      1135000600171 
 7.744  +00 0.29400    1.144  +00 8.3    -02                      1135000600172 
 7.744  +00 0.12010    1.39   +00 1.2    -01                      1135000600173 
 7.744  +00-0.0541     1.12   +00 1.0    -01                      1135000600174 
 7.744  +00-0.2267     9.8    -01 1.1    -01                      1135000600175 
 7.744  +00-0.3891     1.02   +00 1.3    -01                      1135000600176 
 7.744  +00-0.5402     8.7    -01 1.2    -01                      1135000600177 
 7.744  +00-0.6743     1.23   +00 1.3    -01                      1135000600178 
 7.744  +00-0.7880     1.18   +00 1.3    -01                      1135000600179 
 7.744  +00-0.8796     1.53   +00 1.5    -01                      1135000600180 
 7.744  +00-0.9121     1.55   +00 1.5    -01                      1135000600181 
 7.837  +00 0.99570    9.15   -01 7.5    -02                      1135000600182 
 7.837  +00 0.98330    9.25   -01 7.5    -02                      1135000600183 
