ENTRY            11350   19820324                             00001135000000001 
SUBENT        11350001   19820324                             00001135000100001 
BIB                  6          7                                 1135000100002 
INSTITUTE  (1USALOK)                                              1135000100003 
REFERENCE  (R,AFSWC-TR-61-15,6102)                                1135000100004 
AUTHOR     (L.F.CHASE JR,R.G.JOHNSON,R.V.SMITH,F.J.VAUGHN,M.WALT) 1135000100005 
TITLE      FAST NEUTRON CROSS SECTIONS OF OXYGEN AND NITROGEN.    1135000100006 
STATUS     (SCSRS)                                                1135000100007 
HISTORY    (760714T) TRANSLATED FROM SCISRS                       1135000100008 
           (820324A) CONVERTED TO REACTION FORMALISM              1135000100009 
ENDBIB               7          0                                 1135000100010 
NOCOMMON             0          0                                 1135000100011 
ENDSUBENT           10          0                                 1135000199999 
SUBENT        11350002   19860120                             00001135000200001 
BIB                  3          3                                 1135000200002 
REACTION   (7-N-0(N,EL)7-N-0,,SIG)                                1135000200003 
STATUS     (DEP,11350005) INTEGRATED ANGULAR DISTRIBUTION.        1135000200004 
HISTORY    (860120A) REACTION PRODUCT ADDED.                      1135000200005 
ENDBIB               3          0                                 1135000200006 
NOCOMMON             0          0                                 1135000200007 
DATA                 4          6                                 1135000200008 
EN         EN-RSL     DATA       DATA-ERR                         1135000200009 
MEV        MEV        B          B                                1135000200010 
 4.99   +00 2.8    -01 7.7    -01 1.4    -01                      1135000200011 
 5.66   +00 2.9    -01 1.25   +00 1.5    -01                      1135000200012 
 6.02   +00 2.6    -01 1.05   +00 1.6    -01                      1135000200013 
 6.53   +00 2.3    -01 1.04   +00 1.6    -01                      1135000200014 
 8.00   +00 6.4    -01 8.7    -01 1.0    -01                      1135000200015 
 1.16   +01 7.     -01 9.9    -01 1.0    -01                      1135000200016 
ENDDATA              8          0                                 1135000200017 
ENDSUBENT           16          0                                 1135000299999 
SUBENT        11350003   19820324                             00001135000300001 
BIB                  3          3                                 1135000300002 
REACTION   (7-N-0(N,NON),,SIG)                                    1135000300003 
STATUS     (DEP,11350002)                                         1135000300004 
ANALYSIS   TOTAL MINUS ELASTIC                                    1135000300005 
ENDBIB               3          0                                 1135000300006 
NOCOMMON             0          0                                 1135000300007 
DATA                 4          6                                 1135000300008 
EN         EN-RSL     DATA       DATA-ERR                         1135000300009 
MEV        MEV        B          B                                1135000300010 
 4.99   +00 2.8    -01 5.80   -01 1.50   -01                      1135000300011 
 5.66   +00 2.9    -01 1.30   -01 1.60   -01                      1135000300012 
 6.02   +00 2.6    -01 3.70   -01 1.70   -01                      1135000300013 
 6.53   +00 2.3    -01 4.40   -01 1.70   -01                      1135000300014 
 8.00   +00 6.4    -01 4.80   -01 1.10   -01                      1135000300015 
 1.16   +01 7.     -01 4.50   -01 1.20   -01                      1135000300016 
ENDDATA              8          0                                 1135000300017 
ENDSUBENT           16          0                                 1135000399999 
SUBENT        11350004   19820324                             00001135000400001 
BIB                  1          1                                 1135000400002 
REACTION   (7-N-0(N,TOT),,SIG)                                    1135000400003 
ENDBIB               1          0                                 1135000400004 
NOCOMMON             0          0                                 1135000400005 
DATA                 4          6                                 1135000400006 
EN         EN-RSL     DATA       DATA-ERR                         1135000400007 
MEV        MEV        B          B                                1135000400008 
 4.99   +00 2.8    -01 1.35   +00 5.     -02                      1135000400009 
 5.66   +00 2.9    -01 1.38   +00 5.     -02                      1135000400010 
 6.02   +00 2.6    -01 1.42   +00 6.     -02                      1135000400011 
 6.53   +00 2.3    -01 1.48   +00 5.     -02                      1135000400012 
 8.00   +00 6.4    -01 1.35   +00 5.     -02                      1135000400013 
 1.16   +01 7.     -01 1.44   +00 7.     -02                      1135000400014 
ENDDATA              8          0                                 1135000400015 
ENDSUBENT           14          0                                 1135000499999 
SUBENT        11350005   19860120                             00001135000500001 
BIB                  4          4                                 1135000500002 
REACTION   (7-N-0(N,EL)7-N-0,,DA)                                 1135000500003 
METHOD     (TOF)      TIME-OF-FLIGHT                              1135000500004 
CORRECTION CORRECTED FOR MULTIPLE SCATTERING                      1135000500005 
HISTORY    (860120A) REACTION PRODUCT ADDED.                      1135000500006 
ENDBIB               4          0                                 1135000500007 
NOCOMMON             0          0                                 1135000500008 
DATA                 5         83                                 1135000500009 
EN         EN-RSL     COS-CM     DATA       DATA-ERR              1135000500010 
MEV        MEV        NO-DIM     MB/SR      MB/SR                 1135000500011 
 4.99   +00 2.8    -01 0.93110    1.67   +02 2.1    +01           1135000500012 
 4.99   +00 2.8    -01 0.84780    1.10   +02 1.6    +01           1135000500013 
 4.99   +00 2.8    -01 0.73600    6.2    +01 1.4    +01           1135000500014 
 4.99   +00 2.8    -01 0.60030    4.8    +01 1.4    +01           1135000500015 
 4.99   +00 2.8    -01 0.44600    3.7    +01 1.4    +01           1135000500016 
 4.99   +00 2.8    -01 0.27880    5.0    +01 1.4    +01           1135000500017 
 4.99   +00 2.8    -01 0.10460    4.2    +01 1.6    +01           1135000500018 
 4.99   +00 2.8    -01-0.0707     4.3    +01 1.2    +01           1135000500019 
 4.99   +00 2.8    -01-0.2418     2.3    +01 2.1    +01           1135000500020 
 4.99   +00 2.8    -01-0.4037     4.5    +01 1.7    +01           1135000500021 
 4.99   +00 2.8    -01-0.5521     5.2    +01 1.9    +01           1135000500022 
 4.99   +00 2.8    -01-0.6201     5.7    +01 2.0    +01           1135000500023 
 4.99   +00 2.8    -01-0.7945     5.0    +01 2.3    +01           1135000500024 
 4.99   +00 2.8    -01-0.8832     7.9    +01 2.3    +01           1135000500025 
 5.66   +00 2.9    -01 0.93110    2.91   +02 2.0    +01           1135000500026 
 5.66   +00 2.9    -01 0.84780    2.36   +02 2.5    +01           1135000500027 
 5.66   +00 2.9    -01 0.73600    1.49   +02 9.     +00           1135000500028 
 5.66   +00 2.9    -01 0.60030    1.03   +02 7.     +00           1135000500029 
 5.66   +00 2.9    -01 0.44600    6.3    +01 6.     +00           1135000500030 
 5.66   +00 2.9    -01 0.27880    6.2    +01 6.     +00           1135000500031 
 5.66   +00 2.9    -01 0.10460    5.8    +01 7.     +00           1135000500032 
 5.66   +00 2.9    -01-0.0707     6.0    +01 6.     +00           1135000500033 
 5.66   +00 2.9    -01-0.2418     6.9    +01 8.     +00           1135000500034 
 5.66   +00 2.9    -01-0.4037     5.9    +01 8.     +00           1135000500035 
 5.66   +00 2.9    -01-0.5521     7.9    +01 8.     +00           1135000500036 
 5.66   +00 2.9    -01-0.6201     1.20   +02 8.     +00           1135000500037 
 5.66   +00 2.9    -01-0.7945     1.22   +02 8.     +00           1135000500038 
 5.66   +00 2.9    -01-0.8832     9.6    +01 2.3    +01           1135000500039 
 6.02   +00 2.6    -01 0.93110    2.82   +02 1.8    +01           1135000500040 
 6.02   +00 2.6    -01 0.84780    2.16   +02 1.4    +01           1135000500041 
 6.02   +00 2.6    -01 0.73600    1.18   +02 1.3    +01           1135000500042 
 6.02   +00 2.6    -01 0.60030    5.0    +01 1.1    +01           1135000500043 
 6.02   +00 2.6    -01 0.44600    3.2    +01 1.1    +01           1135000500044 
 6.02   +00 2.6    -01 0.27880    5.1    +01 1.1    +01           1135000500045 
 6.02   +00 2.6    -01 0.10460    4.0    +01 1.3    +01           1135000500046 
 6.02   +00 2.6    -01-0.0707     4.8    +01 9.     +00           1135000500047 
 6.02   +00 2.6    -01-0.2418     5.4    +01 1.4    +01           1135000500048 
 6.02   +00 2.6    -01-0.4037     7.0    +01 1.5    +01           1135000500049 
 6.02   +00 2.6    -01-0.5521     6.7    +01 1.5    +01           1135000500050 
 6.02   +00 2.6    -01-0.6201     8.0    +01 1.6    +01           1135000500051 
 6.02   +00 2.6    -01-0.7945     7.8    +01 1.8    +01           1135000500052 
 6.02   +00 2.6    -01-0.8832     7.3    +01 1.9    +01           1135000500053 
 6.53   +00 2.3    -01 0.93110    3.13   +02 2.0    +01           1135000500054 
 6.53   +00 2.3    -01 0.84780    2.24   +02 1.5    +01           1135000500055 
 6.53   +00 2.3    -01 0.73600    1.49   +02 1.2    +01           1135000500056 
 6.53   +00 2.3    -01 0.60030    6.9    +01 1.1    +01           1135000500057 
 6.53   +00 2.3    -01 0.44600    3.8    +01 9.     +00           1135000500058 
 6.53   +00 2.3    -01 0.27880    3.5    +01 1.0    +01           1135000500059 
 6.53   +00 2.3    -01 0.10460    3.9    +01 1.2    +01           1135000500060 
 6.53   +00 2.3    -01-0.0707     5.9    +01 1.2    +01           1135000500061 
 6.53   +00 2.3    -01-0.2418     8.3    +01 1.2    +01           1135000500062 
 6.53   +00 2.3    -01-0.4037     6.9    +01 1.4    +01           1135000500063 
 6.53   +00 2.3    -01-0.5521     5.6    +01 1.4    +01           1135000500064 
