EN         EN-RSL-FW  ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028500200015 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1028500200016 
  7.54     0.06        119.50     -4.525        0.02328    0.003881028503102361 
  7.54     0.06        119.50     -4.500        0.02300    0.004041028503102362 
  7.54     0.06        119.50     -4.475        0.02516    0.004081028503102363 
  7.54     0.06        119.50     -4.450        0.02984    0.004361028503102364 
  7.54     0.06        119.50     -4.425        0.03444    0.004601028503102365 
  7.54     0.06        119.50     -4.400        0.03672    0.004401028503102366 
  7.54     0.06        119.50     -4.375        0.03540    0.004521028503102367 
  7.54     0.06        119.50     -4.350        0.03040    0.004321028503102368 
  7.54     0.06        119.50     -4.325        0.02384    0.004121028503102369 
  7.54     0.06        119.50     -4.300        0.01920    0.003641028503102370 
  7.54     0.06        119.50     -4.275        0.01788    0.003841028503102371 
  7.54     0.06        119.50     -4.250        0.01828    0.003641028503102372 
  7.54     0.06        119.50     -4.225        0.01836    0.003521028503102373 
  7.54     0.06        119.50     -4.200        0.01796    0.003961028503102374 
  7.54     0.06        119.50     -4.175        0.01820    0.003641028503102375 
  7.54     0.06        119.50     -4.150        0.01940    0.003721028503102376 
  7.54     0.06        119.50     -4.125        0.02144    0.003721028503102377 
  7.54     0.06        119.50     -4.100        0.02380    0.004001028503102378 
  7.54     0.06        119.50     -4.075        0.02528    0.004041028503102379 
  7.54     0.06        119.50     -4.050        0.02424    0.003881028503102380 
  7.54     0.06        119.50     -4.025        0.02052    0.003561028503102381 
  7.54     0.06        119.50     -4.000        0.01616    0.004041028503102382 
  7.54     0.06        119.50     -3.975        0.01392    0.003761028503102383 
  7.54     0.06        119.50     -3.950        0.01472    0.003321028503102384 
  7.54     0.06        119.50     -3.925        0.01692    0.003481028503102385 
  7.54     0.06        119.50     -3.900        0.01880    0.003361028503102386 
  7.54     0.06        119.50     -3.875        0.02056    0.003601028503102387 
  7.54     0.06        119.50     -3.850        0.02352    0.003561028503102388 
  7.54     0.06        119.50     -3.825        0.02672    0.003801028503102389 
  7.54     0.06        119.50     -3.800        0.02684    0.004081028503102390 
  7.54     0.06        119.50     -3.775        0.02292    0.003921028503102391 
  7.54     0.06        119.50     -3.750        0.01836    0.004121028503102392 
  7.54     0.06        119.50     -3.725        0.01672    0.003801028503102393 
  7.54     0.06        119.50     -3.700        0.01724    0.003721028503102394 
  7.54     0.06        119.50     -3.675        0.01716    0.003601028503102395 
  7.54     0.06        119.50     -3.650        0.01644    0.003521028503102396 
  7.54     0.06        119.50     -3.625        0.01712    0.003481028503102397 
  7.54     0.06        119.50     -3.600        0.01880    0.003281028503102398 
  7.54     0.06        119.50     -3.575        0.01816    0.003441028503102399 
  7.54     0.06        119.50     -3.550        0.01292    0.003321028503102400 
  7.54     0.06        119.50     -3.525        0.00672    0.003161028503102401 
  7.54     0.06        127.00     -6.000        0.03692    0.005961028503102402 
  7.54     0.06        127.00     -5.975        0.03736    0.005401028503102403 
  7.54     0.06        127.00     -5.950        0.03224    0.005401028503102404 
  7.54     0.06        127.00     -5.925        0.02952    0.005441028503102405 
  7.54     0.06        127.00     -5.900        0.03504    0.005201028503102406 
  7.54     0.06        127.00     -5.875        0.04168    0.005641028503102407 
  7.54     0.06        127.00     -5.850        0.04068    0.005601028503102408 
  7.54     0.06        127.00     -5.825        0.03468    0.005281028503102409 
  7.54     0.06        127.00     -5.800        0.02968    0.005121028503102410 
  7.54     0.06        127.00     -5.775        0.02624    0.004681028503102411 
  7.54     0.06        127.00     -5.750        0.02444    0.004521028503102412 
  7.54     0.06        127.00     -5.725        0.02784    0.004401028503102413 
  7.54     0.06        127.00     -5.700        0.03556    0.004681028503102414 
  7.54     0.06        127.00     -5.675        0.04072    0.005121028503102415 
  7.54     0.06        127.00     -5.650        0.04072    0.004681028503102416 
  7.54     0.06        127.00     -5.625        0.04168    0.005081028503102417 
  7.54     0.06        127.00     -5.600        0.04556    0.004961028503102418 
  7.54     0.06        127.00     -5.575        0.04544    0.005121028503102419 
  7.54     0.06        127.00     -5.550        0.03744    0.004721028503102420 
  7.54     0.06        127.00     -5.525        0.02820    0.004561028503102421 
  7.54     0.06        127.00     -5.500        0.02440    0.004281028503102422 
  7.54     0.06        127.00     -5.475        0.02392    0.004041028503102423 
  7.54     0.06        127.00     -5.450        0.02272    0.004121028503102424 
  7.54     0.06        127.00     -5.425        0.02296    0.003721028503102425 
  7.54     0.06        127.00     -5.400        0.02732    0.004081028503102426 
  7.54     0.06        127.00     -5.375        0.03280    0.004441028503102427 
  7.54     0.06        127.00     -5.350        0.03516    0.004281028503102428 
  7.54     0.06        127.00     -5.325        0.03420    0.004281028503102429 
  7.54     0.06        127.00     -5.300        0.03168    0.004281028503102430 
  7.54     0.06        127.00     -5.275        0.02848    0.004241028503102431 
  7.54     0.06        127.00     -5.250        0.02648    0.004001028503102432 
  7.54     0.06        127.00     -5.225        0.02744    0.003961028503102433 
  7.54     0.06        127.00     -5.200        0.02944    0.004081028503102434 
  7.54     0.06        127.00     -5.175        0.02808    0.003841028503102435 
  7.54     0.06        127.00     -5.150        0.02280    0.003601028503102436 
  7.54     0.06        127.00     -5.125        0.01768    0.003681028503102437 
  7.54     0.06        127.00     -5.100        0.01528    0.003521028503102438 
  7.54     0.06        127.00     -5.075        0.01520    0.003481028503102439 
  7.54     0.06        127.00     -5.050        0.01748    0.003521028503102440 
  7.54     0.06        127.00     -5.025        0.02296    0.003801028503102441 
  7.54     0.06        127.00     -5.000        0.03008    0.004081028503102442 
  7.54     0.06        127.00     -4.975        0.03540    0.004041028503102443 
  7.54     0.06        127.00     -4.950        0.03784    0.004201028503102444 
  7.54     0.06        127.00     -4.925        0.03832    0.004481028503102445 
  7.54     0.06        127.00     -4.900        0.03704    0.004281028503102446 
  7.54     0.06        127.00     -4.875        0.03420    0.004081028503102447 
  7.54     0.06        127.00     -4.850        0.03192    0.003801028503102448 
  7.54     0.06        127.00     -4.825        0.03144    0.003961028503102449 
  7.54     0.06        127.00     -4.800        0.03024    0.003801028503102450 
  7.54     0.06        127.00     -4.775        0.02584    0.003561028503102451 
  7.54     0.06        127.00     -4.750        0.02024    0.003721028503102452 
  7.54     0.06        127.00     -4.725        0.01692    0.003481028503102453 
  7.54     0.06        127.00     -4.700        0.01556    0.003161028503102454 
  7.54     0.06        127.00     -4.675        0.01396    0.003201028503102455 
  7.54     0.06        127.00     -4.650        0.01280    0.002961028503102456 
  7.54     0.06        127.00     -4.625        0.01416    0.003281028503102457 
  7.54     0.06        127.00     -4.600        0.01684    0.003281028503102458 
  7.54     0.06        127.00     -4.575        0.01772    0.003081028503102459 
  7.54     0.06        127.00     -4.550        0.01688    0.003401028503102460 
  7.54     0.06        127.00     -4.525        0.01720    0.003081028503102461 
  7.54     0.06        127.00     -4.500        0.01968    0.003401028503102462 
  7.54     0.06        127.00     -4.475        0.02288    0.003401028503102463 
  7.54     0.06        127.00     -4.450        0.02576    0.003401028503102464 
  7.54     0.06        127.00     -4.425        0.02856    0.003761028503102465 
  7.54     0.06        127.00     -4.400        0.03052    0.003721028503102466 
  7.54     0.06        127.00     -4.375        0.03040    0.003801028503102467 
  7.54     0.06        127.00     -4.350        0.02820    0.003641028503102468 
  7.54     0.06        127.00     -4.325        0.02468    0.003481028503102469 
  7.54     0.06        127.00     -4.300        0.02024    0.003401028503102470 
  7.54     0.06        127.00     -4.275        0.01588    0.002841028503102471 
  7.54     0.06        127.00     -4.250        0.01388    0.003281028503102472 
  7.54     0.06        127.00     -4.225        0.01524    0.003161028503102473 
  7.54     0.06        127.00     -4.200        0.01740    0.002681028503102474 
  7.54     0.06        127.00     -4.175        0.01716    0.002921028503102475 
  7.54     0.06        127.00     -4.150        0.01532    0.002961028503102476 
  7.54     0.06        127.00     -4.125        0.01500    0.003201028503102477 
  7.54     0.06        127.00     -4.100        0.01736    0.003281028503102478 
  7.54     0.06        127.00     -4.075        0.02044    0.003201028503102479 
  7.54     0.06        127.00     -4.050        0.02196    0.002961028503102480 
  7.54     0.06        127.00     -4.025        0.02100    0.002881028503102481 
  7.54     0.06        127.00     -4.000        0.01748    0.003001028503102482 
  7.54     0.06        127.00     -3.975        0.01260    0.002681028503102483 
  7.54     0.06        127.00     -3.950        0.00936    0.002841028503102484 
  7.54     0.06        127.00     -3.925        0.01032    0.002601028503102485 
  7.54     0.06        127.00     -3.900        0.01444    0.002881028503102486 
  7.54     0.06        127.00     -3.875        0.01792    0.002881028503102487 
  7.54     0.06        127.00     -3.850        0.01880    0.003041028503102488 
  7.54     0.06        127.00     -3.825        0.01792    0.002961028503102489 
  7.54     0.06        127.00     -3.800        0.01664    0.002841028503102490 
  7.54     0.06        127.00     -3.775        0.01508    0.002881028503102491 
  7.54     0.06        127.00     -3.750        0.01404    0.002881028503102492 
  7.54     0.06        127.00     -3.725        0.01456    0.003201028503102493 
  7.54     0.06        127.00     -3.700        0.01548    0.003121028503102494 
  7.54     0.06        127.00     -3.675        0.01456    0.003041028503102495 
