ENTRY            11506   20071207                             Y0011150600000001 
SUBENT        11506001   20071207                             Y0011150600100001 
BIB                  7         11                                 1150600100002 
INSTITUTE  (1USAANL)                                              1150600100003 
REFERENCE  (C,65ANTWERP,,288(103),196507)                         1150600100004 
AUTHOR     (A.J.ELWYN)                                            1150600100005 
TITLE      Neutron scattering from nuclei near A=20               1150600100006 
CORRECTION Not corrected for multiple scattering.                 1150600100007 
STATUS     (SCSRS)                                                1150600100008 
           Data taken from private comm., ELWYN, 1970/1.          1150600100009 
HISTORY    (19760715T) Translated from SCISRS                     1150600100010 
           (19821124A) Converted to TO REACTION formalism         1150600100011 
           (19860210A) BIB correction, REACTION products added.   1150600100012 
           (20071127A) SD: BIB correction, TITLE added.           1150600100013 
ENDBIB              11          0                                 1150600100014 
NOCOMMON             0          0                                 1150600100015 
ENDSUBENT           14          0                                 1150600199999 
SUBENT        11506002   20071207                             Y0011150600200001 
BIB                  3          3                                 1150600200002 
REACTION   (12-MG-0(N,SCT)12-MG-0,,SIG)                           1150600200003 
MONITOR    (6-C-0(N,SCT)6-C-0,,SIG)                               1150600200004 
STATUS     (DEP,11506003) Integrated angular distribution         1150600200005 
ENDBIB               3          0                                 1150600200006 
COMMON               1          3                                 1150600200007 
EN-RSL                                                            1150600200008 
KEV                                                               1150600200009 
 150.                                                             1150600200010 
ENDCOMMON            3          0                                 1150600200011 
DATA                 2         19                                 1150600200012 
EN         DATA                                                   1150600200013 
MEV        B                                                      1150600200014 
 4.5    -01 8.147  +00                                            1150600200015 
 5.0    -01 5.245  +00                                            1150600200016 
 6.0    -01 4.297  +00                                            1150600200017 
 7.0    -01 4.457  +00                                            1150600200018 
 8.0    -01 4.446  +00                                            1150600200019 
 9.0    -01 3.512  +00                                            1150600200020 
 1.00   +00 2.749  +00                                            1150600200021 
 1.09   +00 2.888  +00                                            1150600200022 
 1.20   +00 2.675  +00                                            1150600200023 
 1.30   +00 3.358  +00                                            1150600200024 
 1.40   +00 2.736  +00                                            1150600200025 
 1.50   +00 2.349  +00                                            1150600200026 
 1.60   +00 2.994  +00                                            1150600200027 
 1.70   +00 3.219  +00                                            1150600200028 
 1.80   +00 2.718  +00                                            1150600200029 
 1.90   +00 2.752  +00                                            1150600200030 
 2.00   +00 2.309  +00                                            1150600200031 
 2.10   +00 1.972  +00                                            1150600200032 
 2.20   +00 2.453  +00                                            1150600200033 
ENDDATA             21          0                                 1150600200034 
ENDSUBENT           33          0                                 1150600299999 
SUBENT        11506003   20071207                             Y0011150600300001 
BIB                  3          3                                 1150600300002 
REACTION   (12-MG-0(N,SCT)12-MG-0,,DA)                            1150600300003 
MONITOR    (6-C-0(N,EL)6-C-0,,SIG)                                1150600300004 
ERR-ANALYS (ERR-S) Statistical error                              1150600300005 
ENDBIB               3          0                                 1150600300006 
COMMON               1          3                                 1150600300007 
EN-RSL                                                            1150600300008 
MEV                                                               1150600300009 
 1.5    -01                                                       1150600300010 
ENDCOMMON            3          0                                 1150600300011 
DATA                 4         95                                 1150600300012 
EN         COS-CM     DATA       ERR-S                            1150600300013 
MEV        NO-DIM     MB/SR      MB/SR                            1150600300014 
 4.5    -01 0.93480    1.549  +03 4.     +00                      1150600300015 
 4.5    -01 0.58920    9.650  +02 2.9    +00                      1150600300016 
 4.5    -01 0.04540    4.180  +02 2.0    +00                      1150600300017 
 4.5    -01-0.4863     3.240  +02 1.8    +00                      1150600300018 
 4.5    -01-0.8763     5.240  +02 2.3    +00                      1150600300019 
 5.0    -01 0.93480    1.115  +03 3.     +00                      1150600300020 
 5.0    -01 0.58920    6.790  +02 2.2    +00                      1150600300021 
 5.0    -01 0.04540    2.700  +02 1.4    +00                      1150600300022 
 5.0    -01-0.4863     1.470  +02 1.2    +00                      1150600300023 
 5.0    -01-0.8763     2.590  +02 1.6    +00                      1150600300024 
 6.0    -01 0.93480    8.460  +02 2.9    +00                      1150600300025 
 6.0    -01 0.58920    5.330  +02 2.2    +00                      1150600300026 
 6.0    -01 0.04540    2.270  +02 1.5    +00                      1150600300027 
 6.0    -01-0.4863     1.480  +02 1.3    +00                      1150600300028 
 6.0    -01-0.8763     2.410  +02 1.7    +00                      1150600300029 
 7.0    -01 0.93480    7.590  +02 3.0    +00                      1150600300030 
 7.0    -01 0.58920    5.360  +02 2.3    +00                      1150600300031 
 7.0    -01 0.04540    2.910  +02 1.8    +00                      1150600300032 
 7.0    -01-0.4863     1.780  +02 1.5    +00                      1150600300033 
 7.0    -01-0.8763     2.040  +02 1.8    +00                      1150600300034 
 8.0    -01 0.93480    8.340  +02 3.2    +00                      1150600300035 
 8.0    -01 0.58920    5.280  +02 2.4    +00                      1150600300036 
 8.0    -01 0.04540    2.470  +02 1.7    +00                      1150600300037 
 8.0    -01-0.4863     1.770  +02 1.6    +00                      1150600300038 
 8.0    -01-0.8763     2.540  +02 2.0    +00                      1150600300039 
 9.0    -01 0.93480    7.340  +02 3.1    +00                      1150600300040 
 9.0    -01 0.58920    4.480  +02 2.2    +00                      1150600300041 
 9.0    -01 0.04540    1.940  +02 1.6    +00                      1150600300042 
 9.0    -01-0.4863     1.140  +02 1.4    +00                      1150600300043 
 9.0    -01-0.8763     1.430  +02 1.7    +00                      1150600300044 
 1.00   +00 0.93480    5.380  +02 3.0    +00                      1150600300045 
 1.00   +00 0.58920    3.320  +02 2.1    +00                      1150600300046 
 1.00   +00 0.04540    1.640  +02 1.6    +00                      1150600300047 
 1.00   +00-0.4863     1.000  +02 1.4    +00                      1150600300048 
 1.00   +00-0.8763     1.250  +02 1.7    +00                      1150600300049 
 1.09   +00 0.93480    4.790  +02 3.0    +00                      1150600300050 
 1.09   +00 0.58920    3.230  +02 2.1    +00                      1150600300051 
 1.09   +00 0.04540    1.810  +02 1.7    +00                      1150600300052 
 1.09   +00-0.4863     1.370  +02 1.6    +00                      1150600300053 
 1.09   +00-0.8763     1.610  +02 2.0    +00                      1150600300054 
 1.20   +00 0.93480    4.120  +02 2.8    +00                      1150600300055 
 1.20   +00 0.58920    3.120  +02 2.1    +00                      1150600300056 
 1.20   +00 0.04540    1.870  +02 1.7    +00                      1150600300057 
 1.20   +00-0.4863     1.180  +02 1.5    +00                      1150600300058 
 1.20   +00-0.8763     1.240  +02 1.7    +00                      1150600300059 
 1.30   +00 0.93480    7.146  +02 3.9    +00                      1150600300060 
 1.30   +00 0.58920    3.794  +02 2.4    +00                      1150600300061 
 1.30   +00 0.04540    1.713  +02 1.8    +00                      1150600300062 
 1.30   +00-0.4863     1.379  +02 1.8    +00                      1150600300063 
 1.30   +00-0.8763     1.896  +02 2.3    +00                      1150600300064 
 1.40   +00 0.93480    5.230  +02 3.5    +00                      1150600300065 
 1.40   +00 0.58920    3.360  +02 2.4    +00                      1150600300066 
 1.40   +00 0.04540    1.610  +02 1.8    +00                      1150600300067 
 1.40   +00-0.4863     1.050  +02 1.7    +00                      1150600300068 
 1.40   +00-0.8763     1.200  +02 2.1    +00                      1150600300069 
 1.50   +00 0.93480    4.130  +02 3.4    +00                      1150600300070 
 1.50   +00 0.58920    2.800  +02 2.2    +00                      1150600300071 
