ENTRY            12702   20210928                             149312702  0    1 
SUBENT        12702001   20210928                             149312702  1    1 
BIB                  9         19                                 12702  1    2 
TITLE      The Energy Level Structure of Tl-203 and               12702  1    3 
           Tl-205 from the (n,n'gamma) Reaction                   12702  1    4 
AUTHOR     (V.M.Cottles)                                          12702  1    5 
REFERENCE  (T,COTTLES,1975)                                       12702  1    6 
           (J,BAP,16,516(BG14),1971)                              12702  1    7 
INSTITUTE  (1USATUL)                                              12702  1    8 
FACILITY   (VDG,1USATUL) The Tulane University 3-MeV Van de       12702  1    9 
           Graaff.                                                12702  1   10 
INC-SOURCE (P-T)                                                  12702  1   11 
SAMPLE     For ring geometry - natural thallium ring for          12702  1   12 
           cylindrical geometry - 425.9 grams thallium, cylinder  12702  1   13 
           4.84-cm high and 3.08-cm diameter (2.08 moles of       12702  1   14 
           chemically pure natural thallium).                     12702  1   15 
DETECTOR   (GELI) Volume of 33 cm**3.                             12702  1   16 
           (LONGC) BF3 counter to monitor flux.                   12702  1   17 
HISTORY    (19811204C)                                            12702  1   18 
           (20210928A) BP: Updated to new date formats, lower     12702  1   19 
           case. Corrections according last EXFOR rules and       12702  1   20 
           Dict. Digitized 203,205Tl data.                        12702  1   21 
ENDBIB              19          0                                 12702  1   22 
NOCOMMON             0          0                                 12702  1   23 
ENDSUBENT           22          0                                 12702  199999 
SUBENT        12702002   20210928                             149312702  2    1 
BIB                  7         23                                 12702  2    2 
REACTION   (81-TL-203(N,INL)81-TL-203,PAR,DA,G)                   12702  2    3 
MONITOR    (26-FE-56(N,INL)26-FE-56,PAR,SIG,G) Data normalized    12702  2    4 
           to 846-keV gamma production cross section.             12702  2    5 
METHOD     (TOF) Ring geometry used. Thallium ring mounted        12702  2    6 
           coaxially with detector. Iron used to shield detector  12702  2    7 
           from direct neutrons. Background run made using        12702  2    8 
           carbon and bismuth scatterers.                         12702  2    9 
CORRECTION Corrections made for-                                  12702  2   10 
           -gamma ray absorption in scatterer                     12702  2   11 
           -background                                            12702  2   12 
           -efficiency of detectors                               12702  2   13 
           -scattered neutrons in long counter                    12702  2   14 
           -neutron attenuation in long counter                   12702  2   15 
ERR-ANALYS (DATA-ERR) Total error is nominally +-40 percent.      12702  2   16 
           This includes-                                         12702  2   17 
           -statistical uncertainty in photopeak areas            12702  2   18 
           -uncertainty in correction parameters                  12702  2   19 
           -uncertainty in monitor cross section                  12702  2   20 
           -assumption of isotopic gamma production from sample   12702  2   21 
           -assumption of constant efficiency along detector      12702  2   22 
            length                                                12702  2   23 
STATUS     (CURVE) Fig. 4.3, page 45 of Diss. Cottles,1975.       12702  2   24 
HISTORY    (20210928A) BP: Digitized data, corrected reaction.    12702  2   25 
ENDBIB              23          0                                 12702  2   26 
COMMON               2          3                                 12702  2   27 
ANG        E-NRM                                                  12702  2   28 
ADEG       KEV                                                    12702  2   29 
       95.0    846.                                               12702  2   30 
ENDCOMMON            3          0                                 12702  2   31 
DATA                 4        119                                 12702  2   32 
E          EN         DATA       DATA-ERR                         12702  2   33 
KEV        MEV        MB/SR      MB/SR                            12702  2   34 
     279.52      0.512      8.421      9.109                      12702  2   35 
     279.52      0.742      8.779      6.374                      12702  2   36 
     279.52      0.911     13.239     10.182                      12702  2   37 
     279.52      1.005     53.965     20.574                      12702  2   38 
     279.52      1.099     51.020     15.483                      12702  2   39 
     279.52      1.181     45.551     14.158                      12702  2   40 
     279.52      1.274     38.756     16.682                      12702  2   41 
     279.52      1.378     38.335     16.640                      12702  2   42 
     279.52      1.447     59.898     16.724                      12702  2   43 
     279.52      1.562     58.151     19.206                      12702  2   44 
     279.52      1.655     52.640     17.965                      12702  2   45 
     279.52      1.758     47.086     19.459                      12702  2   46 
     279.52      1.851     41.575     21.941                      12702  2   47 
     279.52      1.945     82.301     20.490                      12702  2   48 
     279.52      2.025    108.955     25.665                      12702  2   49 
     279.52      2.122     76.453     23.140                      12702  2   50 
     363.60      1.460      8.435      2.127                      12702  2   51 
     363.60      1.561     10.656      1.743                      12702  2   52 
     363.60      1.657      8.501      2.245                      12702  2   53 
     363.60      1.759      7.970      2.239                      12702  2   54 
     363.60      1.863      8.314      2.127                      12702  2   55 
     363.60      1.970     12.033      3.123                      12702  2   56 
     363.60      2.036     10.387      2.748                      12702  2   57 
     363.60      2.137      6.605      2.005                      12702  2   58 
     401.26      0.894      3.554      3.741                      12702  2   59 
     401.26      1.086     11.097      4.426                      12702  2   60 
     401.26      1.162     16.490      4.364                      12702  2   61 
     401.26      1.248     21.852      8.791                      12702  2   62 
     401.26      1.355     27.151      8.074                      12702  2   63 
     401.26      1.433     35.661      7.512                      12702  2   64 
     401.26      1.526     34.757      5.611                      12702  2   65 
     401.26      1.610     35.754      8.198                      12702  2   66 
     401.26      1.713     35.443      8.853                      12702  2   67 
     401.26      1.820     23.254      6.920                      12702  2   68 
     401.26      1.918     30.455      9.975                      12702  2   69 
     401.26      2.007     40.804     10.567                      12702  2   70 
     401.26      2.096     33.666     10.754                      12702  2   71 
     679.50      1.269      0.539      0.411                      12702  2   72 
     679.50      1.459      4.179      1.158                      12702  2   73 
     679.50      1.557      2.862      1.101                      12702  2   74 
     679.50      1.651      4.546      1.226                      12702  2   75 
     679.50      1.940      3.459      1.496                      12702  2   76 
     679.50      2.027      3.849      1.632                      12702  2   77 
     764.32      1.484      3.947      1.512                      12702  2   78 
     764.32      1.577      7.225      2.278                      12702  2   79 
     764.32      1.654      8.859      2.283                      12702  2   80 
     764.32      1.760      9.476      2.025                      12702  2   81 
     764.32      1.869      7.940      2.406                      12702  2   82 
     764.32      1.967      9.571      2.531                      12702  2   83 
     764.32      2.047     11.838      3.039                      12702  2   84 
     764.32      2.144     13.215      3.545                      12702  2   85 
     786.51      1.259      3.549      2.647                      12702  2   86 
     786.51      1.367      6.395      3.630                      12702  2   87 
     786.51      1.445     10.616      4.628                      12702  2   88 
     786.51      1.543     14.142      4.325                      12702  2   89 
     786.51      1.630     17.351      5.338                      12702  2   90 
     786.51      1.726     19.214      4.672                      12702  2   91 
     786.51      1.826     16.072      4.340                      12702  2   92 
     786.51      1.924     19.931      5.352                      12702  2   93 
     786.51      2.023     24.455      5.626                      12702  2   94 
     786.51      2.110     19.665      6.639                      12702  2   95 
     793.69      1.361      2.191      2.352                      12702  2   96 
     793.69      1.560     13.728      6.551                      12702  2   97 
     793.69      1.638     15.991      5.611                      12702  2   98 
     793.69      1.734     16.821      6.596                      12702  2   99 
     793.69      1.850     19.040      7.503                      12702  2  100 
     793.69      1.942     27.877     10.818                      12702  2  101 
     793.69      2.016     38.617      9.877                      12702  2  102 
     793.69      2.109     35.214     11.780                      12702  2  103 
     904.73      1.555      2.861      1.926                      12702  2  104 
     904.73      1.654      4.939      2.111                      12702  2  105 
     904.73      1.753      7.978      2.891                      12702  2  106 
     904.73      1.859      7.937      3.279                      12702  2  107 
     904.73      1.949     10.787      4.229                      12702  2  108 
     904.73      2.032     15.756      3.656                      12702  2  109 
     904.73      2.140     17.638      3.841                      12702  2  110 
     953.64      1.434      0.670      0.589                      12702  2  111 
     953.64      1.534      2.139      0.821                      12702  2  112 
     953.64      1.619      1.986      0.925                      12702  2  113 
     953.64      1.727      2.755      1.386                      12702  2  114 
     953.64      1.825      3.411      1.630                      12702  2  115 
     953.64      1.937      5.689      1.858                      12702  2  116 
     953.64      2.026      9.373      2.555                      12702  2  117 
     953.64      2.131      9.329      2.443                      12702  2  118 
    1044.00      1.369     14.701      5.927                      12702  2  119 
    1044.00      1.475     13.934      6.525                      12702  2  120 
    1044.00      1.552     22.266      8.111                      12702  2  121 
    1044.00      1.642     16.833      5.641                      12702  2  122 
    1044.00      1.741     18.575      7.188                      12702  2  123 
    1044.00      1.954     27.660      7.162                      12702  2  124 
    1044.00      2.023     20.693      5.043                      12702  2  125 
    1044.00      2.148     19.588      5.628                      12702  2  126 
    1115.56      1.455      3.587      1.138                      12702  2  127 
    1115.56      1.570      3.571      1.140                      12702  2  128 
    1115.56      1.657      3.938      1.138                      12702  2  129 
    1115.56      1.763      4.176      1.073                      12702  2  130 
    1115.56      1.867      3.972      1.201                      12702  2  131 
    1115.56      1.956      4.654      1.136                      12702  2  132 
    1115.56      2.043      5.021      1.389                      12702  2  133 
    1115.56      2.135      4.250      1.202                      12702  2  134 
    1171.01      1.710      1.070      0.615                      12702  2  135 
    1171.01      1.822      2.578      0.916                      12702  2  136 
    1171.01      1.923      3.844      1.099                      12702  2  137 
    1171.01      2.021      4.437      1.283                      12702  2  138 
    1171.01      2.111      5.399      1.409                      12702  2  139 
    1305.17      1.741      1.222      0.766                      12702  2  140 
    1305.17      1.845      2.134      0.691                      12702  2  141 
    1305.17      1.942      2.276      0.695                      12702  2  142 
    1305.17      2.017      3.114      0.731                      12702  2  143 
    1305.17      2.125      2.217      0.732                      12702  2  144 
    1406.71      1.648      2.078      1.386                      12702  2  145 
    1406.71      1.755      2.609      1.615                      12702  2  146 
    1406.71      1.864      4.058      1.845                      12702  2  147 
    1406.71      1.956      5.744      2.185                      12702  2  148 
    1406.71      2.044      9.386      2.542                      12702  2  149 
    1406.71      2.126      8.203      3.579                      12702  2  150 
    1696.52      1.943      1.408      0.831                      12702  2  151 
    1696.52      2.035      2.600      0.800                      12702  2  152 
    1696.52      2.135      2.159      0.677                      12702  2  153 
ENDDATA            121          0                                 12702  2  154 
ENDSUBENT          153          0                                 12702  299999 
SUBENT        12702003   20210928                             149312702  3    1 
BIB                  7         23                                 12702  3    2 
REACTION   (81-TL-205(N,INL)81-TL-205,PAR,DA,G)                   12702  3    3 
MONITOR    (26-FE-56(N,INL)26-FE-56,PAR,SIG,G) Data normalized    12702  3    4 
           to 846-keV gamma production cross section.             12702  3    5 
METHOD     (TOF) Ring geometry used. Thallium ring mounted        12702  3    6 
           coaxially with detector. Iron used to shield detector  12702  3    7 
           from direct neutrons. Background run made using        12702  3    8 
           carbon and bismuth scatterers.                         12702  3    9 
CORRECTION Corrections made for-                                  12702  3   10 
           -gamma ray absorption in scatterer                     12702  3   11 
           -background                                            12702  3   12 
           -efficiency of detectors                               12702  3   13 
           -scattered neutrons in long counter                    12702  3   14 
           -neutron attenuation in long counter                   12702  3   15 
ERR-ANALYS (DATA-ERR) Total error is nominally +-40 percent.      12702  3   16 
           This includes-                                         12702  3   17 
           -statistical uncertainty in photopeak areas            12702  3   18 
           -uncertainty in correction parameters                  12702  3   19 
           -uncertainty in monitor cross section                  12702  3   20 
           -assumption of isotopic gamma production from sample   12702  3   21 
           -assumption of constant efficiency along detector      12702  3   22 
            length                                                12702  3   23 
STATUS     (CURVE) Fig. 4.3, page 46 of Diss. Cottles,1975.       12702  3   24 
HISTORY    (20210928A) BP: Digitized data, corrected reaction.    12702  3   25 
ENDBIB              23          0                                 12702  3   26 
COMMON               2          3                                 12702  3   27 
ANG        E-NRM                                                  12702  3   28 
ADEG       KEV                                                    12702  3   29 
       95.0   846.                                                12702  3   30 
ENDCOMMON            3          0                                 12702  3   31 
DATA                 4        123                                 12702  3   32 
E          EN         DATA       DATA-ERR                         12702  3   33 
