ENTRY            11115   19851203                             00001111500000001 
SUBENT        11115001   19851203                             00001111500100001 
BIB                  6          9                                 1111500100002 
INSTITUTE  (1USAWIS)                                              1111500100003 
REFERENCE  (J,PR,126,1532,62)                                     1111500100004 
AUTHOR     (S.M.AUSTIN,H.H.BARSCHALL,R.E.SHAMU)                   1111500100005 
TITLE      SCATTERING OF NEUTRONS BY ALPHA-PARTICLES.             1111500100006 
STATUS     (SCSRS)                                                1111500100007 
HISTORY    (760628T) TRANSLATED FROM SCISRS                       1111500100008 
           (800814A) CONVERTED TO REACTION FORMALISM              1111500100009 
           (820107U) BIB UPDATE                                   1111500100010 
           (851203A) REACTIONS CORRECTED, BIB CORRECTIONS.        1111500100011 
ENDBIB               9          0                                 1111500100012 
NOCOMMON             0          0                                 1111500100013 
ENDSUBENT           12          0                                 1111500199999 
SUBENT        11115002   19851203                             00001111500200001 
BIB                  2          2                                 1111500200002 
REACTION   (2-HE-0(N,TOT),,SIG)                                   1111500200003 
INC-SOURCE (D-D)                                                  1111500200004 
ENDBIB               2          0                                 1111500200005 
NOCOMMON             0          0                                 1111500200006 
DATA                 4          4                                 1111500200007 
EN         EN-RSL     DATA       DATA-ERR                         1111500200008 
MEV        MEV        B          B                                1111500200009 
 6.99   +00 8.     -02 1.90   +00 5.     -02                      1111500200010 
 8.03   +00 8.     -02 1.66   +00 5.     -02                      1111500200011 
 1.007  +01 8.     -02 1.37   +00 4.     -02                      1111500200012 
 1.201  +01 8.     -02 1.26   +00 3.     -02                      1111500200013 
ENDDATA              6          0                                 1111500200014 
ENDSUBENT           13          0                                 1111500299999 
SUBENT        11115003   19851203                             00001111500300001 
BIB                  4          6                                 1111500300002 
REACTION   (2-HE-0(N,EL)2-HE-0,,DA)                               1111500300003 
INC-SOURCE (P-T) 2.02-4.05 MEV                                    1111500300004 
           (D-D) 5.97-12.0 MEV                                    1111500300005 
           (D-T) 14.7-22.3 MEV                                    1111500300006 
DETECTOR   (SCIN)     GAS SCINTILLATION COUNTER                   1111500300007 
MONITOR    (2-HE-0(N,EL)2-HE-0,,SIG)                              1111500300008 
ENDBIB               6          0                                 1111500300009 
NOCOMMON             0          0                                 1111500300010 
DATA                 5        216                                 1111500300011 
EN         EN-RSL     COS-CM     DATA       DATA-ERR              1111500300012 
MEV        MEV        NO-DIM     MB/SR      PER-CENT              1111500300013 
 2.02   +00 6.     -02 0.27000    2.86   +02    2.0               1111500300014 
 2.02   +00 6.     -02 0.21000    2.62   +02    2.0               1111500300015 
 2.02   +00 6.     -02 0.15000    2.41   +02    2.0               1111500300016 
 2.02   +00 6.     -02 0.08000    2.28   +02    2.0               1111500300017 
 2.02   +00 6.     -02 0.03000    2.12   +02    2.0               1111500300018 
 2.02   +00 6.     -02-0.0900     1.85   +02    2.0               1111500300019 
 2.02   +00 6.     -02-0.1600     1.78   +02    2.0               1111500300020 
 2.02   +00 6.     -02-0.2100     1.74   +02    2.0               1111500300021 
 2.02   +00 6.     -02-0.2800     1.66   +02    2.0               1111500300022 
 2.02   +00 6.     -02-0.3400     1.67   +02    2.0               1111500300023 
 2.02   +00 6.     -02-0.4000     1.69   +02    2.0               1111500300024 
 2.02   +00 6.     -02-0.4600     1.71   +02    2.0               1111500300025 
 2.02   +00 6.     -02-0.5200     1.78   +02    2.0               1111500300026 
 2.02   +00 6.     -02-0.5800     1.81   +02    2.0               1111500300027 
 2.02   +00 6.     -02-0.6400     1.92   +02    2.0               1111500300028 
 2.02   +00 6.     -02-0.6900     1.99   +02    2.0               1111500300029 
 2.02   +00 6.     -02-0.7500     2.09   +02    2.0               1111500300030 
 2.02   +00 6.     -02-0.8100     2.16   +02    2.0               1111500300031 
 3.02   +00 6.     -02 0.52000    3.13   +02    2.0               1111500300032 
 3.02   +00 6.     -02 0.46000    2.90   +02    2.0               1111500300033 
 3.02   +00 6.     -02 0.41000    2.65   +02    2.0               1111500300034 
 3.02   +00 6.     -02 0.34000    2.40   +02    2.0               1111500300035 
 3.02   +00 6.     -02 0.28000    2.19   +02    2.0               1111500300036 
 3.02   +00 6.     -02 0.22000    2.04   +02    2.0               1111500300037 
 3.02   +00 6.     -02 0.16000    1.89   +02    2.0               1111500300038 
 3.02   +00 6.     -02 0.10000    1.71   +02    2.0               1111500300039 
 3.02   +00 6.     -02 0.03000    1.60   +02    2.0               1111500300040 
 3.02   +00 6.     -02-0.0200     1.48   +02    2.0               1111500300041 
 3.02   +00 6.     -02-0.0800     1.40   +02    2.0               1111500300042 
 3.02   +00 6.     -02-0.1500     1.29   +02    2.0               1111500300043 
 3.02   +00 6.     -02-0.2000     1.24   +02    2.0               1111500300044 
 3.02   +00 6.     -02-0.2700     1.18   +02    2.0               1111500300045 
 3.02   +00 6.     -02-0.3300     1.13   +02    2.0               1111500300046 
 3.02   +00 6.     -02-0.3900     1.09   +02    2.0               1111500300047 
 3.02   +00 6.     -02-0.4500     1.06   +02    2.0               1111500300048 
 3.02   +00 6.     -02-0.5100     1.03   +02    2.0               1111500300049 
 3.02   +00 6.     -02-0.5800     1.05   +02    2.0               1111500300050 
 3.02   +00 6.     -02-0.6400     1.06   +02    2.0               1111500300051 
 3.02   +00 6.     -02-0.6900     1.09   +02    2.0               1111500300052 
 3.02   +00 6.     -02-0.7500     1.12   +02    2.0               1111500300053 
 3.02   +00 6.     -02-0.8100     1.17   +02    2.0               1111500300054 
 4.05   +00 7.     -02 0.64000    3.40   +02    2.0               1111500300055 
 4.05   +00 7.     -02 0.58000    3.07   +02    2.0               1111500300056 
 4.05   +00 7.     -02 0.51000    2.77   +02    2.0               1111500300057 
 4.05   +00 7.     -02 0.45000    2.51   +02    2.0               1111500300058 
 4.05   +00 7.     -02 0.39000    2.27   +02    2.0               1111500300059 
 4.05   +00 7.     -02 0.32000    2.05   +02    2.0               1111500300060 
 4.05   +00 7.     -02 0.26000    1.85   +02    2.0               1111500300061 
 4.05   +00 7.     -02 0.20000    1.69   +02    2.0               1111500300062 
 4.05   +00 7.     -02 0.14000    1.49   +02    2.0               1111500300063 
 4.05   +00 7.     -02 0.08000    1.38   +02    2.0               1111500300064 
 4.05   +00 7.     -02 0.01000    1.23   +02    2.0               1111500300065 
 4.05   +00 7.     -02-0.0600     1.11   +02    2.0               1111500300066 
 4.05   +00 7.     -02-0.1200     1.03   +02    2.0               1111500300067 
 4.05   +00 7.     -02-0.1800     9.5    +01    2.0               1111500300068 
 4.05   +00 7.     -02-0.2500     8.8    +01    2.0               1111500300069 
 4.05   +00 7.     -02-0.3000     8.3    +01    2.0               1111500300070 
 4.05   +00 7.     -02-0.3700     7.9    +01    2.0               1111500300071 
 4.05   +00 7.     -02-0.4300     7.8    +01    2.0               1111500300072 
 4.05   +00 7.     -02-0.5000     7.8    +01    2.0               1111500300073 
 4.05   +00 7.     -02-0.5600     7.9    +01    2.0               1111500300074 
 4.05   +00 7.     -02-0.6200     8.1    +01    2.0               1111500300075 
 4.05   +00 7.     -02-0.6800     8.4    +01    2.0               1111500300076 
 4.05   +00 7.     -02-0.7500     9.0    +01    2.0               1111500300077 
 4.05   +00 7.     -02-0.8100     9.4    +01    2.0               1111500300078 
 4.05   +00 7.     -02-0.8800     9.7    +01    2.0               1111500300079 
 5.97   +00 9.     -02 0.45000    2.12   +02    2.0               1111500300080 
 5.97   +00 9.     -02 0.39000    1.91   +02    2.0               1111500300081 
 5.97   +00 9.     -02 0.33000    1.71   +02    2.0               1111500300082 
 5.97   +00 9.     -02 0.27000    1.52   +02    2.0               1111500300083 
 5.97   +00 9.     -02 0.21000    1.37   +02    2.0               1111500300084 
 5.97   +00 9.     -02 0.15000    1.21   +02    2.0               1111500300085 
 5.97   +00 9.     -02 0.09000    1.05   +02    2.0               1111500300086 
 5.97   +00 9.     -02 0.03000    9.2    +01    2.0               1111500300087 
 5.97   +00 9.     -02-0.0900     7.1    +01    2.0               1111500300088 
 5.97   +00 9.     -02-0.1500     6.3    +01    2.0               1111500300089 
 5.97   +00 9.     -02-0.2100     5.9    +01    2.0               1111500300090 
 5.97   +00 9.     -02-0.2700     5.3    +01    2.0               1111500300091 
 5.97   +00 9.     -02-0.3300     4.9    +01    2.0               1111500300092 
 5.97   +00 9.     -02-0.3900     4.7    +01    2.0               1111500300093 
 5.97   +00 9.     -02-0.4500     4.8    +01    2.0               1111500300094 
 5.97   +00 9.     -02-0.5100     5.1    +01    2.0               1111500300095 
 5.97   +00 9.     -02-0.5800     5.5    +01    2.0               1111500300096 
 5.97   +00 9.     -02-0.6400     6.0    +01    2.0               1111500300097 
 5.97   +00 9.     -02-0.6900     6.6    +01    2.0               1111500300098 
 5.97   +00 9.     -02-0.7600     7.3    +01    2.0               1111500300099 
 5.97   +00 9.     -02-0.8100     8.3    +01    2.0               1111500300100 
 5.97   +00 9.     -02-0.8800     8.9    +01    2.0               1111500300101 
 7.96   +00 1.3    -01 0.58000    2.26   +02    2.0               1111500300102 
 7.96   +00 1.3    -01 0.52000    2.06   +02    2.0               1111500300103 
 7.96   +00 1.3    -01 0.45000    1.82   +02    2.0               1111500300104 
 7.96   +00 1.3    -01 0.39000    1.60   +02    2.0               1111500300105 
 7.96   +00 1.3    -01 0.33000    1.42   +02    2.0               1111500300106 
 7.96   +00 1.3    -01 0.26000    1.23   +02    2.0               1111500300107 
 7.96   +00 1.3    -01 0.20000    1.05   +02    2.0               1111500300108 
 7.96   +00 1.3    -01 0.14000    9.0    +01    2.0               1111500300109 
 7.96   +00 1.3    -01 0.08000    7.2    +01    2.0               1111500300110 
 7.96   +00 1.3    -01 0.02000    6.5    +01    2.0               1111500300111 
 7.96   +00 1.3    -01-0.0500     5.6    +01    2.0               1111500300112 
 7.96   +00 1.3    -01-0.1100     4.8    +01    2.0               1111500300113 
 7.96   +00 1.3    -01-0.1700     3.9    +01    2.0               1111500300114 
 7.96   +00 1.3    -01-0.2400     3.5    +01    2.0               1111500300115 
 7.96   +00 1.3    -01-0.3000     3.1    +01    2.0               1111500300116 
 7.96   +00 1.3    -01-0.3600     3.0    +01    2.0               1111500300117 
 7.96   +00 1.3    -01-0.4300     3.0    +01    2.0               1111500300118 
 7.96   +00 1.3    -01-0.4900     3.1    +01    2.0               1111500300119 
 7.96   +00 1.3    -01-0.5600     3.5    +01    2.0               1111500300120 
 7.96   +00 1.3    -01-0.6200     4.0    +01    2.0               1111500300121 
 7.96   +00 1.3    -01-0.6900     4.8    +01    2.0               1111500300122 
 7.96   +00 1.3    -01-0.7500     5.6    +01    2.0               1111500300123 
 7.96   +00 1.3    -01-0.8100     6.5    +01    2.0               1111500300124 
 7.96   +00 1.3    -01-0.8700     7.4    +01    2.0               1111500300125 
 1.000  +01 1.4    -01 0.18000    8.5    +01    2.0               1111500300126 
 1.000  +01 1.4    -01 0.13000    7.3    +01    2.0               1111500300127 
 1.000  +01 1.4    -01 0.07000    6.2    +01    2.0               1111500300128 
 1.000  +01 1.4    -01 0.02000    5.3    +01    2.0               1111500300129 
 1.000  +01 1.4    -01-0.0500     4.4    +01    2.0               1111500300130 
 1.000  +01 1.4    -01-0.1000     4.0    +01    2.0               1111500300131 
 1.000  +01 1.4    -01-0.1500     3.2    +01    2.0               1111500300132 
 1.000  +01 1.4    -01-0.2000     2.7    +01    2.0               1111500300133 
 1.000  +01 1.4    -01-0.2700     2.4    +01    2.0               1111500300134 
 1.000  +01 1.4    -01-0.3300     2.1    +01    2.0               1111500300135 
 1.000  +01 1.4    -01-0.3900     2.0    +01    2.0               1111500300136 
 1.000  +01 1.4    -01-0.4400     2.1    +01    2.0               1111500300137 
 1.000  +01 1.4    -01-0.5000     2.3    +01    2.0               1111500300138 
 1.000  +01 1.4    -01-0.5500     2.5    +01    2.0               1111500300139 
 1.000  +01 1.4    -01-0.6200     3.0    +01    2.0               1111500300140 
 1.000  +01 1.4    -01-0.6700     3.4    +01    2.0               1111500300141 
 1.000  +01 1.4    -01-0.7400     4.0    +01    2.0               1111500300142 
 1.000  +01 1.4    -01-0.8000     4.8    +01    2.0               1111500300143 
 1.000  +01 1.4    -01-0.8400     5.6    +01    2.0               1111500300144 
 1.000  +01 1.4    -01-0.9000     6.2    +01    2.0               1111500300145 
 1.200  +01 1.5    -01-0.0500     3.7    +01    2.0               1111500300146 
 1.200  +01 1.5    -01-0.1000     3.1    +01    2.0               1111500300147 
 1.200  +01 1.5    -01-0.1500     2.7    +01    2.0               1111500300148 
 1.200  +01 1.5    -01-0.2100     2.3    +01    2.0               1111500300149 
 1.200  +01 1.5    -01-0.2500     2.0    +01    2.0               1111500300150 
 1.200  +01 1.5    -01-0.3100     1.7    +01    2.0               1111500300151 
 1.200  +01 1.5    -01-0.3600     1.6    +01    2.0               1111500300152 
 1.200  +01 1.5    -01-0.4200     1.7    +01    2.0               1111500300153 
 1.200  +01 1.5    -01-0.4700     1.7    +01    2.0               1111500300154 
 1.200  +01 1.5    -01-0.5300     1.9    +01    2.0               1111500300155 
 1.200  +01 1.5    -01-0.5800     2.1    +01    2.0               1111500300156 
 1.200  +01 1.5    -01-0.6300     2.5    +01    2.0               1111500300157 
 1.200  +01 1.5    -01-0.6800     2.9    +01    2.0               1111500300158 
 1.200  +01 1.5    -01-0.7400     3.4    +01    2.0               1111500300159 
 1.200  +01 1.5    -01-0.7800     4.1    +01    2.0               1111500300160 
 1.200  +01 1.5    -01-0.8400     4.8    +01    2.0               1111500300161 
 1.200  +01 1.5    -01-0.8900     5.4    +01    2.0               1111500300162 
 1.47   +01 6.     -01 0.45000    1.08   +02    2.0               1111500300163 
 1.47   +01 6.     -01 0.39000    9.6    +01    2.0               1111500300164 
 1.47   +01 6.     -01 0.33000    8.2    +01    2.0               1111500300165 
 1.47   +01 6.     -01 0.27000    7.2    +01    2.0               1111500300166 
 1.47   +01 6.     -01 0.21000    6.2    +01    2.0               1111500300167 
 1.47   +01 6.     -01 0.15000    5.4    +01    2.0               1111500300168 
 1.47   +01 6.     -01 0.09000    4.4    +01    2.0               1111500300169 
 1.47   +01 6.     -01 0.03000    3.7    +01    2.0               1111500300170 
 1.47   +01 6.     -01-0.0900     2.7    +01    2.0               1111500300171 
 1.47   +01 6.     -01-0.1500     2.3    +01    3.0               1111500300172 
 1.47   +01 6.     -01-0.2100     2.0    +01    3.0               1111500300173 
 1.47   +01 6.     -01-0.2800     1.7    +01    3.0               1111500300174 
 1.47   +01 6.     -01-0.3400     1.5    +01    3.0               1111500300175 
 1.47   +01 6.     -01-0.4000     1.5    +01    3.0               1111500300176 
 1.47   +01 6.     -01-0.4600     1.5    +01    3.0               1111500300177 
 1.47   +01 6.     -01-0.5200     1.8    +01    3.0               1111500300178 
 1.47   +01 6.     -01-0.5800     2.0    +01    3.0               1111500300179 
 1.47   +01 6.     -01-0.6400     2.3    +01    3.0               1111500300180 
 1.47   +01 6.     -01-0.7000     2.6    +01    2.0               1111500300181 
 1.47   +01 6.     -01-0.7600     3.2    +01    2.0               1111500300182 
 1.47   +01 6.     -01-0.8200     3.7    +01    2.0               1111500300183 
 1.47   +01 6.     -01-0.8800     4.2    +01    2.0               1111500300184 
 1.780  +01 2.5    -01 0.56000    1.18   +02    2.0               1111500300185 
 1.780  +01 2.5    -01 0.50000    1.03   +02    2.0               1111500300186 
 1.780  +01 2.5    -01 0.44000    8.9    +01    2.0               1111500300187 
 1.780  +01 2.5    -01 0.38000    7.9    +01    2.0               1111500300188 
 1.780  +01 2.5    -01 0.32000    6.7    +01    2.0               1111500300189 
 1.780  +01 2.5    -01 0.26000    5.7    +01    2.0               1111500300190 
 1.780  +01 2.5    -01 0.20000    5.1    +01    2.0               1111500300191 
 1.780  +01 2.5    -01 0.13000    4.5    +01    2.0               1111500300192 
 1.780  +01 2.5    -01 0.06000    4.0    +01    2.0               1111500300193 
 1.780  +01 2.5    -01 0.01000    3.5    +01    2.0               1111500300194 
 1.780  +01 2.5    -01-0.0500     3.1    +01    2.0               1111500300195 
 1.780  +01 2.5    -01-0.1100     2.6    +01    2.0               1111500300196 
 1.780  +01 2.5    -01-0.1700     2.4    +01    2.0               1111500300197 
 1.780  +01 2.5    -01-0.2300     2.2    +01    2.0               1111500300198 
 1.780  +01 2.5    -01-0.3000     1.9    +01    2.0               1111500300199 
 1.780  +01 2.5    -01-0.3600     1.8    +01    2.0               1111500300200 
 1.780  +01 2.5    -01-0.4200     1.8    +01    2.0               1111500300201 
 1.780  +01 2.5    -01-0.4900     1.7    +01    2.0               1111500300202 
 1.780  +01 2.5    -01-0.5500     1.8    +01    2.0               1111500300203 
 1.780  +01 2.5    -01-0.6100     2.1    +01    2.0               1111500300204 
 1.780  +01 2.5    -01-0.6700     2.4    +01    2.0               1111500300205 
 1.780  +01 2.5    -01-0.7300     2.8    +01    2.0               1111500300206 
 1.780  +01 2.5    -01-0.7900     3.2    +01    2.0               1111500300207 
 1.780  +01 2.5    -01-0.8600     3.8    +01    2.0               1111500300208 
 2.090  +01 1.3    -01 0.45000    6.8    +01    2.0               1111500300209 
 2.090  +01 1.3    -01 0.40000    6.0    +01    2.0               1111500300210 
 2.090  +01 1.3    -01 0.32000    4.9    +01    2.0               1111500300211 
 2.090  +01 1.3    -01 0.26000    4.1    +01    2.0               1111500300212 
 2.090  +01 1.3    -01 0.19000    3.4    +01    2.0               1111500300213 
 2.090  +01 1.3    -01 0.12000    3.0    +01    2.0               1111500300214 
 2.090  +01 1.3    -01 0.06000    2.7    +01    2.0               1111500300215 
 2.090  +01 1.3    -01 0.00000    2.5    +01    2.0               1111500300216 
 2.090  +01 1.3    -01-0.0700     2.4    +01    2.0               1111500300217 
 2.090  +01 1.3    -01-0.1300     2.1    +01    2.0               1111500300218 
 2.090  +01 1.3    -01-0.2000     1.9    +01    2.0               1111500300219 
 2.090  +01 1.3    -01-0.2700     1.9    +01    2.0               1111500300220 
 2.090  +01 1.3    -01-0.3400     1.7    +01    2.0               1111500300221 
 2.090  +01 1.3    -01-0.4000     1.6    +01    2.0               1111500300222 
 2.090  +01 1.3    -01-0.4700     1.6    +01    2.0               1111500300223 
 2.090  +01 1.3    -01-0.5400     1.5    +01    2.0               1111500300224 
 2.090  +01 1.3    -01-0.6000     1.6    +01    2.0               1111500300225 
 2.090  +01 1.3    -01-0.6700     1.7    +01    2.0               1111500300226 
 2.090  +01 1.3    -01-0.7400     1.9    +01    2.0               1111500300227 
 2.090  +01 1.3    -01-0.8000     2.1    +01    2.0               1111500300228 
 2.090  +01 1.3    -01-0.8700     2.6    +01    2.0               1111500300229 
ENDDATA            218          0                                 1111500300230 
ENDSUBENT          229          0                                 1111500399999 
ENDENTRY             3          0                                 1111599999999 
