E          ANG        EN         EN-ERR     DATA       ERR-S      1375000200008 
MEV        ADEG       MEV        MEV        MB/SR      MB/SR      1375000200009 
  4.179    125.        11.5       0.5         0.4248     0.1686   1375000200394 
  4.179    125.        13.0       1.0         0.1656     0.1208   1375000200395 
  4.179    125.        15.0       1.0        -0.0180     0.1050   1375000200396 
  4.179    125.        17.0       1.0         0.2078     0.1484   1375000200397 
  4.179    125.        19.0       1.0         0.4759     0.1733   1375000200398 
  4.179    125.        21.5       1.5         0.8270     0.1543   1375000200399 
  4.179    125.        24.5       1.5         1.9712     0.1478   1375000200400 
  4.179    125.        27.5       1.5         2.1409     0.1539   1375000200401 
  4.179    125.        30.5       1.5         2.0063     0.1518   1375000200402 
  4.179    125.        34.5       2.5         1.2574     0.1140   1375000200403 
  4.179    125.        39.5       2.5         1.0590     0.1113   1375000200404 
  4.179    125.        44.5       2.5         1.1045     0.1063   1375000200405 
  4.179    125.        49.5       2.5         0.9218     0.1061   1375000200406 
  4.179    125.        62.0      10.          0.6515     0.0518   1375000200407 
  4.179    125.        82.0      10.          0.4754     0.0519   1375000200408 
  4.179    125.       102.0      10.          0.4235     0.0521   1375000200409 
  4.179    125.       132.0      20.          0.2528     0.0379   1375000200410 
  4.179    125.       172.0      20.          0.2834     0.0424   1375000200411 
  4.179    125.       212.0      20.          0.1655     0.0469   1375000200412 
  4.179    131.         4.5       0.5        -0.0242     0.0271   1375000200413 
  4.179    131.         5.5       0.5        -0.0760     0.0353   1375000200414 
  4.179    131.         6.5       0.5        -0.0785     0.0516   1375000200415 
  4.179    131.         7.5       0.5        -0.0748     0.0849   1375000200416 
  4.179    131.         8.5       0.5         0.0316     0.1064   1375000200417 
  4.179    131.         9.5       0.5         0.1421     0.1157   1375000200418 
  4.179    131.        10.5       0.5        -0.1235     0.1333   1375000200419 
  4.179    131.        11.5       0.5         0.2362     0.1535   1375000200420 
  4.179    131.        13.        1.          0.6179     0.1395   1375000200421 
  4.179    131.        15.        1.          0.6883     0.1487   1375000200422 
  4.179    131.        17.        1.          0.7253     0.1718   1375000200423 
  4.179    131.        19.        1.          0.4806     0.1925   1375000200424 
  4.179    131.        21.5       1.5         0.4010     0.1651   1375000200425 
  4.179    131.        24.5       1.5         0.2015     0.1517   1375000200426 
  4.179    131.        27.5       1.5        -0.1170     0.1521   1375000200427 
  4.179    131.        30.5       1.5         0.0172     0.1453   1375000200428 
  4.179    150.         8.5       0.5        -0.0307     0.0857   1375000200429 
  4.179    150.         9.5       0.5         0.1245     0.0926   1375000200430 
  4.179    150.        10.5       0.5         0.1318     0.1144   1375000200431 
  4.179    150.        11.5       0.5        -0.0113     0.1459   1375000200432 
  4.179    150.        13.0       1.0         0.0218     0.1127   1375000200433 
  4.179    150.        15.0       1.0        -0.0347     0.1184   1375000200434 
  4.179    150.        17.0       1.0         0.0307     0.1322   1375000200435 
  4.179    150.        19.0       1.0         0.1575     0.1470   1375000200436 
  4.179    150.        21.5       1.5         0.6434     0.1300   1375000200437 
  4.179    150.        24.5       1.5         0.9386     0.1275   1375000200438 
  4.179    150.        27.5       1.5         1.1664     0.1321   1375000200439 
  4.179    150.        30.5       1.5         1.1197     0.1301   1375000200440 
  4.179    150.        34.5       2.5         0.8379     0.0978   1375000200441 
  4.179    150.        39.5       2.5         0.6702     0.0964   1375000200442 
  4.179    150.        44.5       2.5         0.6990     0.0910   1375000200443 
  4.179    150.        49.5       2.5         0.5428     0.0895   1375000200444 
  4.179    150.        62.0      10.          0.4815     0.0434   1375000200445 
  4.179    150.        82.0      10.          0.3701     0.0426   1375000200446 
  4.179    150.       102.0      10.          0.2213     0.0442   1375000200447 
  4.179    150.       132.0      20.          0.2249     0.0321   1375000200448 
  4.179    150.       172.0      20.          0.1702     0.0363   1375000200449 
  4.179    150.       212.0      20.          0.1320     0.0400   1375000200450 
  4.179    159.         8.5       0.5        -0.0728     0.0965   1375000200451 
  4.179    159.         9.5       0.5        -0.0261     0.1062   1375000200452 
  4.179    159.        10.5       0.5        -0.0054     0.1271   1375000200453 
  4.179    159.        11.5       0.5         0.1342     0.1587   1375000200454 
  4.179    159.        13.0       1.0         0.1424     0.1205   1375000200455 
  4.179    159.        15.0       1.0         0.1927     0.1212   1375000200456 
  4.179    159.        17.0       1.0        -0.0118     0.0982   1375000200457 
  4.179    159.        19.0       1.0         0.3616     0.1517   1375000200458 
  4.179    159.        21.5       1.5         0.8187     0.1346   1375000200459 
  4.179    159.        24.5       1.5         0.9875     0.1345   1375000200460 
  4.179    159.        27.5       1.5         1.2017     0.1409   1375000200461 
  4.179    159.        30.5       1.5         1.0507     0.1388   1375000200462 
  4.179    159.        34.5       2.5         0.7923     0.1026   1375000200463 
  4.179    159.        39.5       2.5         0.6667     0.1017   1375000200464 
  4.179    159.        44.5       2.5         0.5534     0.0980   1375000200465 
  4.179    159.        49.5       2.5         0.5236     0.0977   1375000200466 
  4.179    159.        62.0      10.          0.4251     0.0471   1375000200467 
  4.179    159.        82.0      10.          0.3445     0.0467   1375000200468 
  4.179    159.       102.0      10.          0.2271     0.0477   1375000200469 
  4.179    159.       132.0      20.          0.1890     0.0348   1375000200470 
  4.179    159.       172.0      20.          0.1295     0.0390   1375000200471 
  4.179    159.       212.0      20.          0.1132     0.0435   1375000200472 
  4.966    131.         4.5       0.5         0.0263     0.0321   1375000200473 
  4.966    131.         5.5       0.5         0.0586     0.0360   1375000200474 
  4.966    131.         6.5       0.5         0.1825     0.0536   1375000200475 
  4.966    131.         7.5       0.5         0.2022     0.1161   1375000200476 
  4.966    131.         8.5       0.5         0.3489     0.1503   1375000200477 
  4.966    131.         9.5       0.5         0.0606     0.1647   1375000200478 
  4.966    131.        10.5       0.5         0.4095     0.1793   1375000200479 
  4.966    131.        11.5       0.5         0.3288     0.2130   1375000200480 
  4.966    131.        13.        1.          0.8756     0.1900   1375000200481 
  4.966    131.        15.        1.          0.5185     0.1801   1375000200482 
  4.966    131.        17.        1.          0.5735     0.1791   1375000200483 
  4.966    131.        19.        1.          0.1970     0.1716   1375000200484 
  4.966    131.        21.5       1.5         0.0086     0.0877   1375000200485 
  4.966    131.        24.5       1.5         0.0614     0.1642   1375000200486 
  6.129     90.         5.025     0.025       0.0591     0.0963   1375000200487 
  6.129     90.         5.075     0.025       0.1165     0.1083   1375000200488 
  6.129     90.         5.125     0.025      -0.0309     0.1057   1375000200489 
  6.129     90.         5.175     0.025       0.1313     0.0954   1375000200490 
  6.129     90.         5.225     0.025      -0.0779     0.1106   1375000200491 
  6.129     90.         5.275     0.025       0.2033     0.1010   1375000200492 
  6.129     90.         5.325     0.025       0.0133     0.1027   1375000200493 
  6.129     90.         5.375     0.025       0.1241     0.1116   1375000200494 
  6.129     90.         5.425     0.025      -0.0548     0.1097   1375000200495 
  6.129     90.         5.475     0.025       0.0272     0.1069   1375000200496 
  6.129     90.         5.525     0.025       0.2059     0.1144   1375000200497 
  6.129     90.         5.575     0.025       0.1680     0.1051   1375000200498 
  6.129     90.         5.625     0.025      -0.0583     0.1150   1375000200499 
  6.129     90.         5.675     0.025       0.1389     0.1023   1375000200500 
  6.129     90.         5.725     0.025       0.0379     0.1107   1375000200501 
  6.129     90.         5.775     0.025       0.2421     0.1119   1375000200502 
  6.129     90.         5.825     0.025      -0.0013     0.1117   1375000200503 
  6.129     90.         5.875     0.025       0.3257     0.1113   1375000200504 
  6.129     90.         5.925     0.025       0.1024     0.1138   1375000200505 
  6.129     90.         5.975     0.025       0.1607     0.1074   1375000200506 
  6.129     90.         6.025     0.025       0.1166     0.1041   1375000200507 
  6.129     90.         6.075     0.025       0.3028     0.1107   1375000200508 
  6.129     90.         6.125     0.025       0.0912     0.1130   1375000200509 
  6.129     90.         6.175     0.025       0.2218     0.1094   1375000200510 
  6.129     90.         6.225     0.025      -0.0016     0.1191   1375000200511 
  6.129     90.         6.275     0.025       0.1005     0.1153   1375000200512 
  6.129     90.         6.325     0.025       0.1678     0.1165   1375000200513 
  6.129     90.         6.375     0.025       0.1596     0.1165   1375000200514 
  6.129     90.         6.425     0.025       0.1321     0.1113   1375000200515 
  6.129     90.         6.475     0.025       0.2192     0.1054   1375000200516 
  6.129     90.         6.525     0.025       0.2481     0.1440   1375000200517 
  6.129     90.         6.575     0.025       0.4939     0.1546   1375000200518 
  6.129     90.         6.625     0.025       1.1054     0.1790   1375000200519 
  6.129     90.         6.675     0.025       3.0517     0.2162   1375000200520 
  6.129     90.         6.725     0.025       4.5162     0.2689   1375000200521 
  6.129     90.         6.775     0.025       6.6289     0.3111   1375000200522 
  6.129     90.         6.825     0.025       8.5567     0.3402   1375000200523 
  6.129     90.         6.875     0.025       6.5170     0.3110   1375000200524 
  6.129     90.         6.925     0.025       3.3509     0.2522   1375000200525 
  6.129     90.         6.975     0.025       2.8578     0.2423   1375000200526 
  6.129     90.         7.025     0.025       4.1821     0.2665   1375000200527 
  6.129     90.         7.075     0.025       5.4671     0.3088   1375000200528 
  6.129     90.         7.125     0.025       6.3322     0.3389   1375000200529 
  6.129     90.         7.175     0.025       8.8092     0.3939   1375000200530 
  6.129     90.         7.225     0.025      11.2227     0.4412   1375000200531 
  6.129     90.         7.275     0.025      13.6629     0.4775   1375000200532 
  6.129     90.         7.325     0.025      17.5308     0.5369   1375000200533 
  6.129     90.         7.375     0.025      19.8182     0.5746   1375000200534 
  6.129     90.         7.425     0.025      20.0088     0.5831   1375000200535 
  6.129     90.         7.475     0.025      18.0671     0.5588   1375000200536 
  6.129     90.         7.525     0.025      15.6789     0.5440   1375000200537 
  6.129     90.         7.575     0.025      15.0735     0.5630   1375000200538 
  6.129     90.         7.625     0.025      13.9249     0.5699   1375000200539 
  6.129     90.         7.675     0.025      14.2014     0.6243   1375000200540 
  6.129     90.         7.725     0.025      14.5057     0.6500   1375000200541 
  6.129     90.         7.775     0.025      15.8261     0.6835   1375000200542 
  6.129     90.         7.825     0.025      16.5872     0.7028   1375000200543 
  6.129     90.         7.875     0.025      14.9386     0.6705   1375000200544 
  6.129     90.         7.925     0.025      11.7489     0.6109   1375000200545 
  6.129     90.         7.975     0.025       8.0963     0.5424   1375000200546 
  6.129     90.         8.025     0.025       4.8766     0.4909   1375000200547 
  6.129     90.         8.075     0.025       5.5528     0.5178   1375000200548 
  6.129     90.         8.125     0.025       8.3841     0.5870   1375000200549 
  6.129     90.         8.175     0.025      10.9813     0.6640   1375000200550 
  6.129     90.         8.225     0.025      12.7774     0.7227   1375000200551 
  6.129     90.         8.275     0.025      13.9562     0.7520   1375000200552 
  6.129     90.         8.325     0.025      14.9774     0.7575   1375000200553 
  6.129     90.         8.375     0.025      14.5045     0.7867   1375000200554 
  6.129     90.         8.425     0.025      12.0618     0.7508   1375000200555 
  6.129     90.         8.475     0.025      12.2781     0.7534   1375000200556 
  6.129     90.         8.525     0.025      11.6606     0.7491   1375000200557 
  6.129     90.         8.575     0.025       9.4822     0.7149   1375000200558 
  6.129     90.         8.625     0.025       9.7822     0.7086   1375000200559 
  6.129     90.         8.675     0.025       9.8428     0.6861   1375000200560 
  6.129     90.         8.725     0.025       9.9873     0.6927   1375000200561 
  6.129     90.         8.775     0.025      10.2731     0.7073   1375000200562 
  6.129     90.         8.825     0.025      11.3869     0.7300   1375000200563 
