ENTRY            10639   20000726                             00001063900000001 
SUBENT        10639001   20000726                             00001063900100001 
BIB                  7         10                                 1063900100002 
INSTITUTE  (1USAORL,1USAMTS)                                      1063900100003 
REFERENCE  (J,PR/C,14,1439,197610)                                1063900100004 
AUTHOR     (R.F.CARLTON,S.RAMAN,J.A.HARVEY,G.G.SLAUGHTER)         1063900100005 
TITLE      Neutron transmission and capture gamma-ray             1063900100006 
            measurements of 120Sn + n                             1063900100007 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1063900100008 
STATUS     (APRVD) Approved by D. Wiarda, 26 June 2000.           1063900100009 
                   Approved by author 18 March 1977.              1063900100010 
HISTORY    (19761025C)                                            1063900100011 
           (20000721A) Updated to new date formats, lower case.   1063900100012 
ENDBIB              10          0                                 1063900100013 
NOCOMMON             0          0                                 1063900100014 
ENDSUBENT           13          0                                 1063900199999 
SUBENT        10639002   20000721                             00001063900200001 
BIB                  6         10                                 1063900200002 
REACTION  1(50-SN-120(N,0),,EN)                                   1063900200003 
          2(50-SN-120(N,EL),,WID/RED,,G)                          1063900200004 
ANALYSIS   (AREA) Area analysis of transmission measurements      1063900200005 
ASSUMED    (ASSUM,50-SN-120(N,G),,WID)                            1063900200006 
FLAG       (1.) Value obtained from 18-meter data                 1063900200007 
           (2.) Value obtained from 80-meter data                 1063900200008 
ERR-ANALYS Resonance energy uncertainties < 0.1%.                 1063900200009 
HISTORY    (19780110U) BIB correction                             1063900200010 
           (19790725A) BIB corrections. Data corrections and      1063900200011 
            additions.                                            1063900200012 
ENDBIB              10          0                                 1063900200013 
COMMON               2          3                                 1063900200014 
ASSUM      MOMENTUM L                                             1063900200015 
EV         NO-DIM                                                 1063900200016 
 0.110      0.                                                    1063900200017 
ENDCOMMON            3          0                                 1063900200018 
DATA                 4        249                                 1063900200019 
DATA      1DATA      2DATA-ERR  2FLAG                             1063900200020 
KEV        MILLI-EV   MILLI-EV   NO-DIM                           1063900200021 
  0.365       0.06      0.06      1.                              1063900200022 
  0.427       0.33      0.03      1.                              1063900200023 
  0.922       0.25      0.04      1.                              1063900200024 
  0.951       2.69      0.20      1.                              1063900200025 
  1.286       0.20      0.03      2.                              1063900200026 
  1.422       0.40      0.07      1.                              1063900200027 
  1.716       3.20      0.05      1.                              1063900200028 
  2.839       0.55      0.10      1.                              1063900200029 
  3.118      11.        1.        1.                              1063900200030 
  3.290       0.05      0.03      1.                              1063900200031 
  3.852       1.44      0.03      1.                              1063900200032 
  4.200       0.56      0.03      2.                              1063900200033 
  4.332       0.40      0.03      2.                              1063900200034 
  4.363       5.66      0.28      2.                              1063900200035 
  5.025       1.00      0.07      2.                              1063900200036 
  5.072       8.2       0.6       2.                              1063900200037 
  5.192       0.94      0.09      2.                              1063900200038 
  6.673       1.88      0.09      2.                              1063900200039 
  6.813       0.13      0.02      2.                              1063900200040 
  6.823       0.66      0.02      2.                              1063900200041 
  6.974       1.79      0.09      2.                              1063900200042 
  7.116       1.05      0.05      2.                              1063900200043 
  7.302       4.55      0.22      2.                              1063900200044 
  7.495       1.32      0.07      2.                              1063900200045 
  8.160       9.45      0.06      2.                              1063900200046 
  8.608       1.24      0.07      2.                              1063900200047 
  8.664       0.74      0.06      2.                              1063900200048 
  8.943      80.9       0.5       2.                              1063900200049 
  9.117       0.55      0.4       2.                              1063900200050 
  9.543      17.51      0.09      2.                              1063900200051 
 10.32        2.64      0.26      2.                              1063900200052 
 10.88        6.20      0.62      2.                              1063900200053 
 11.28        7.84      0.78      2.                              1063900200054 
 11.48        2.83      0.22      2.                              1063900200055 
 11.66        1.39      0.11      2.                              1063900200056 
 11.79        5.50      0.33      2.                              1063900200057 
 12.35        0.54      0.08      2.                              1063900200058 
 12.68        0.42      0.03      2.                              1063900200059 
 12.87        5.69      0.45      2.                              1063900200060 
 13.05        5.39      0.43      2.                              1063900200061 
 14.26        1.34      0.13      2.                              1063900200062 
 14.73        2.03      0.20      2.                              1063900200063 
 15.62        0.24      0.09      2.                              1063900200064 
 16.14       45.8       2.3       2.                              1063900200065 
 16.60       40.0       2.0       2.                              1063900200066 
 16.71        2.02      0.20      2.                              1063900200067 
 17.17       74.5       4.5       2.                              1063900200068 
 17.31        0.78      0.16      2.                              1063900200069 
 17.34        3.26      0.33      2.                              1063900200070 
 17.43        0.86      0.14      2.                              1063900200071 
 18.02        7.19      0.50      2.                              1063900200072 
