ENTRY            10409   20030207                             00001040900000001 
SUBENT        10409001   20030207                             00001040900100001 
BIB                 10         32                                 1040900100002 
INSTITUTE  (1USAKTY)                                              1040900100003 
REFERENCE  (J,PR/C,18,2520,197812)                                1040900100004 
           (T,GLASGOW,1974)                                       1040900100005 
           (C,76LOWELL,,171,197607)                               1040900100006 
AUTHOR     (G.P.Glasgow,F.D.Mc Daniel,J.L.Weil,J.D.Brandenberger, 1040900100007 
           M.T.Mc Ellistrem)                                      1040900100008 
TITLE      Level and decay scheme studies in 92Zr and 94Zr via    1040900100009 
            (n,n'gamma) reactions                                 1040900100010 
FACILITY   (VDG,1USAKTY) 6 MeV Van de Graaff accelerator          1040900100011 
DETECTOR   (GELI) 35-cm**3 cylinder with paraffin-lead-Li2CO3.    1040900100012 
            shield and 50-cm long tungsten shadow bar.            1040900100013 
           (LONGC) Hansen-McKibben long counter for incident      1040900100014 
            neutron flux.                                         1040900100015 
MONITOR    (26-FE-56(N,INL)26-FE-56,PAR,DA,G) 90 degree, 847 keV  1040900100016 
            gamma production cross section used to normalize data 1040900100017 
CORRECTION Corrected for:                                         1040900100018 
           . deadtime,                                            1040900100019 
           . attenuation,                                         1040900100020 
           . multiple scattering,                                 1040900100021 
           . absorbtion of emmited radiation by sample,           1040900100022 
           . yield enhancement due to secondary inelastic         1040900100023 
             scattering,                                          1040900100024 
           . sample size effects.                                 1040900100025 
STATUS     (APRVD) Approved by G.P.Glasgow, 1979/6/1.             1040900100026 
           Data received from Glasgow on magnetic tape, February  1040900100027 
            1977.                                                 1040900100028 
HISTORY    (19770810C)                                            1040900100029 
           (19780405U) REFERENCE corrected                        1040900100030 
           (19781026A) MONITOR corrected                          1040900100031 
           (19790201A) REFERENCE update, BIB additions            1040900100032 
           (19830531A) Reference type corrected.                  1040900100033 
           (20030207A) Updated to new date formats, lower case.   1040900100034 
ENDBIB              32          0                                 1040900100035 
COMMON               1          3                                 1040900100036 
E-NRM                                                             1040900100037 
KEV                                                               1040900100038 
 847.                                                             1040900100039 
ENDCOMMON            3          0                                 1040900100040 
ENDSUBENT           39          0                                 1040900199999 
SUBENT        10409002   20030207                             00001040900200001 
BIB                  3         12                                 1040900200002 
REACTION   (40-ZR-92(N,INL)40-ZR-92,PAR,DA,G)                     1040900200003 
ERR-ANALYS Errors in data due to:                                 1040900200004 
           . detector efficiency (2-4%),                          1040900200005 
           . monitor and electronic stability (2%),               1040900200006 
           . gamma absorbtion by sample (1%),                     1040900200007 
           . multiple scattering and attenuation of beam (3-4%),  1040900200008 
           . uncertainty of monitor (8%).                         1040900200009 
           (DATA-ERR1) Includes 1% electronics monitoring system  1040900200010 
            error plus statistical error.                         1040900200011 
           (DATA-ERR2) Includes above errors plus normalization   1040900200012 
            errors.                                               1040900200013 
HISTORY    (19781026A) REACTION corrected                         1040900200014 
ENDBIB              12          0                                 1040900200015 
COMMON               1          3                                 1040900200016 
ANG                                                               1040900200017 
ADEG                                                              1040900200018 
 90.                                                              1040900200019 
ENDCOMMON            3          0                                 1040900200020 
DATA                 5        628                                 1040900200021 
E          EN         DATA       DATA-ERR1  DATA-ERR2             1040900200022 
 1065.7      2.55        1.06      0.39       0.40                1040900300181 
 1065.7      2.65        1.46      0.46       0.49                1040900300182 
 1065.7      2.70        1.34      0.37       0.39                1040900300183 
 1065.7      2.75        1.23      0.37       0.39                1040900300184 
 1065.7      2.80        1.28      0.40       0.42                1040900300185 
 1065.7      2.90        1.56      0.36       0.38                1040900300186 
 1065.7      2.95        1.48      0.53       0.55                1040900300187 
 1065.7      3.00        1.19      0.52       0.53                1040900300188 
 1065.7      3.05        1.58      0.40       0.43                1040900300189 
 1065.7      3.15        1.14      0.51       0.52                1040900300190 
 1065.7      3.20        1.22      0.66       0.67                1040900300191 
 1065.7      3.25        1.20      0.46       0.48                1040900300192 
 1065.7      3.48        1.06      0.50       0.51                1040900300193 
 1065.7      3.70        0.67      0.50       0.50                1040900300194 
 1134.9      2.90        1.32      0.35       0.38                1040900300195 
 1134.9      2.95        2.24      0.52       0.57                1040900300196 
 1134.9      3.00        1.94      0.54       0.58                1040900300197 
 1134.9      3.05        0.97      0.39       0.40                1040900300198 
 1134.9      3.15        2.03      0.56       0.59                1040900300199 
 1134.9      3.20        3.78      0.71       0.81                1040900300200 
 1134.9      3.25        2.17      0.53       0.57                1040900300201 
 1134.9      3.30        1.83      0.52       0.55                1040900300202 
 1134.9      3.35        2.02      0.54       0.58                1040900300203 
 1134.9      3.48        1.46      0.53       0.55                1040900300204 
 1134.9      3.55        2.42      0.49       0.54                1040900300205 
 1134.9      3.62        2.62      0.55       0.61                1040900300206 
 1134.9      3.70        2.94      0.55       0.63                1040900300207 
 1138.2      2.22        9.2       0.7        1.1                 1040900300208 
 1138.2      2.30       11.2       0.7        1.3                 1040900300209 
 1138.2      2.35       12.2       0.7        1.4                 1040900300210 
 1138.2      2.45       12.6       0.6        1.4                 1040900300211 
 1138.2      2.55       14.3       0.6        1.6                 1040900300212 
 1138.2      2.60       15.1       0.7        1.7                 1040900300213 
 1138.2      2.65       13.6       0.7        1.5                 1040900300214 
 1138.2      2.70       14.2       0.5        1.5                 1040900300215 
 1138.2      2.75       15.6       0.6        1.7                 1040900300216 
 1138.2      2.80       15.6       0.6        1.7                 1040900300217 
 1138.2      2.90       15.1       0.5        1.6                 1040900300218 
 1138.2      2.95       14.7       0.7        1.6                 1040900300219 
 1138.2      3.00       13.8       0.7        1.6                 1040900300220 
 1138.2      3.05       15.1       0.6        1.6                 1040900300221 
 1138.2      3.15       12.8       0.7        1.5                 1040900300222 
 1138.2      3.20       14.7       0.9        1.7                 1040900300223 
 1138.3      3.25       14.0       0.7        1.6                 1040900300224 
 1138.3      3.30       14.0       0.7        1.6                 1040900300225 
 1138.3      3.35       13.9       0.7        1.6                 1040900300226 
 1138.3      3.48       15.3       0.7        1.7                 1040900300227 
 1138.3      3.55       14.9       0.7        1.6                 1040900300228 
 1138.3      3.62       16.4       0.7        1.8                 1040900300229 
 1138.3      3.70       14.2       0.7        1.6                 1040900300230 
 1154.6      2.90        0.73      0.41       0.41                1040900300231 
 1154.6      2.95        1.48      0.46       0.48                1040900300232 
 1154.6      3.00        2.65      0.54       0.60                1040900300233 
 1154.6      3.05        3.24      0.43       0.54                1040900300234 
 1154.6      3.15        3.52      0.58       0.68                1040900300235 
 1154.6      3.20        3.58      0.75       0.83                1040900300236 
 1154.6      3.25        3.35      0.53       0.63                1040900300237 
 1154.6      3.30        4.20      0.51       0.66                1040900300238 
 1154.6      3.35        3.72      0.53       0.65                1040900300239 
 1154.6      3.48        3.28      0.50       0.60                1040900300240 
 1154.6      3.55        3.01      0.51       0.60                1040900300241 
 1154.6      3.62        2.56      0.51       0.57                1040900300242 
 1154.6      3.70        3.10      0.51       0.60                1040900300243 
 1161.3      3.70        1.50      0.46       0.48                1040900300244 
 1232.0      2.22        3.4       0.6        0.7                 1040900300245 
 1232.0      2.30        8.4       0.7        1.1                 1040900300246 
 1232.0      2.35       11.5       0.7        1.4                 1040900300247 
 1232.0      2.45       14.9       0.6        1.6                 1040900300248 
 1232.0      2.55       19.1       0.7        2.0                 1040900300249 
 1232.0      2.60       19.2       0.7        2.1                 1040900300250 
 1232.0      2.65       18.6       0.8        2.0                 1040900300251 
 1232.0      2.70       19.4       0.6        2.0                 1040900300252 
 1232.0      2.75       17.5       0.6        1.9                 1040900300253 
 1232.0      2.80       17.4       0.6        1.9                 1040900300254 
 1232.0      2.90       16.5       0.6        1.8                 1040900300255 
 1232.0      2.95       16.0       0.7        1.8                 1040900300256 
 1232.0      3.00       16.5       0.7        1.8                 1040900300257 
 1232.0      3.05       16.5       0.6        1.8                 1040900300258 
 1232.0      3.15       14.4       0.7        1.6                 1040900300259 
 1232.0      3.20       14.2       0.9        1.7                 1040900300260 
 1232.0      3.25       12.6       0.7        1.4                 1040900300261 
 1232.0      3.30       11.6       0.7        1.3                 1040900300262 
 1232.0      3.35       11.4       0.6        1.3                 1040900300263 
 1232.0      3.48       10.5       0.7        1.2                 1040900300264 
 1232.0      3.55       10.8       0.7        1.3                 1040900300265 
 1232.0      3.62       10.3       0.6        1.2                 1040900300266 
 1232.0      3.70       11.5       0.6        1.3                 1040900300267 
 1384.9      3.30        1.31      0.47       0.48                1040900300268 
 1384.9      3.35        1.46      0.47       0.49                1040900300269 
 1384.9      3.48        1.53      0.51       0.53                1040900300270 
 1384.9      3.55        2.28      0.51       0.56                1040900300271 
 1384.9      3.62        1.84      0.51       0.54                1040900300272 
 1384.9      3.70        2.09      0.48       0.52                1040900300273 
 1391.0      3.05        0.63      0.41       0.42                1040900300274 
 1391.0      3.15        0.99      0.54       0.55                1040900300275 
 1391.0      3.20        1.30      0.64       0.65                1040900300276 
 1391.0      3.25        1.38      0.49       0.51                1040900300277 
 1391.0      3.30        1.89      0.47       0.51                1040900300278 
 1391.0      3.35        1.12      0.39       0.44                1040900300279 
 1391.0      3.48        1.14      0.41       0.47                1040900300280 
 1391.0      3.55        1.05      0.37       0.39                1040900300281 
 1391.0      3.62        1.36      0.42       0.44                1040900300282 
 1391.0      3.70        1.46      0.42       0.44                1040900300283 
 1410.7      2.45        1.5       0.4        0.5                 1040900300284 
 1410.7      2.55        4.1       0.5        0.6                 1040900300285 
 1410.7      2.60        3.4       0.5        0.6                 1040900300286 
 1410.7      2.65        4.2       0.5        0.7                 1040900300287 
 1410.7      2.70        5.3       0.5        0.7                 1040900300288 
 1410.7      2.75        6.2       0.5        0.8                 1040900300289 
 1410.7      2.80        5.0       0.5        0.7                 1040900300290 
 1410.7      2.90        5.3       0.6        0.8                 1040900300291 
 1410.7      2.95        5.9       0.6        0.9                 1040900300292 
 1410.7      3.00        4.6       0.7        0.8                 1040900300293 
 1410.7      3.05        4.8       0.5        0.7                 1040900300294 
 1410.7      3.15        4.6       0.7        0.8                 1040900300295 
 1410.7      3.20        4.6       0.8        1.0                 1040900300296 
 1410.7      3.25        5.7       0.6        0.8                 1040900300297 
 1410.7      3.30        5.4       0.6        0.8                 1040900300298 
 1410.7      3.35        5.7       0.6        0.8                 1040900300299 
 1410.7      3.48        6.2       0.6        0.9                 1040900300300 
 1410.7      3.55        5.6       0.6        0.8                 1040900300301 
 1410.7      3.62        5.7       0.6        0.8                 1040900300302 
 1410.7      3.70        6.9       0.6        0.9                 1040900300303 
 1447.5      2.55        2.16      0.45       0.50                1040900300304 
 1447.5      2.60        3.24      0.51       0.61                1040900300305 
 1447.5      2.65        3.89      0.53       0.66                1040900300306 
 1447.5      2.70        4.60      0.47       0.66                1040900300307 
 1447.5      2.75        4.38      0.46       0.63                1040900300308 
 1447.5      2.80        4.26      0.48       0.64                1040900300309 
 1447.5      2.90        4.34      0.57       0.72                1040900300310 
 1447.5      2.95        4.25      0.59       0.73                1040900300311 
 1447.5      3.00        4.15      0.58       0.72                1040900300312 
 1447.5      3.05        3.37      0.48       0.59                1040900300313 
 1447.5      3.15        2.49      0.61       0.66                1040900300314 
 1447.5      3.20        3.04      0.76       0.82                1040900300315 
 1447.5      3.25        2.74      0.55       0.62                1040900300316 
 1447.5      3.30        3.88      0.58       0.70                1040900300317 
 1447.5      3.35        1.86      0.53       0.56                1040900300318 
 1447.5      3.48        2.11      0.51       0.56                1040900300319 
 1447.5      3.55        1.89      0.53       0.56                1040900300320 
 1447.5      3.62        1.72      0.48       0.51                1040900300321 
 1447.5      3.70        1.88      0.52       0.55                1040900300322 
 1589.5      2.60        1.4       0.4        0.4                 1040900300323 
 1589.5      2.65        2.4       0.4        0.5                 1040900300324 
 1589.5      2.70        3.6       0.4        0.6                 1040900300325 
 1589.5      2.75        4.2       0.4        0.6                 1040900300326 
 1589.5      2.80        4.7       0.4        0.7                 1040900300327 
 1589.5      2.90        5.1       0.4        0.6                 1040900300328 
 1589.5      2.95        5.3       0.5        0.8                 1040900300329 
 1589.5      3.00        4.5       0.6        0.7                 1040900300330 
 1589.5      3.05        5.2       0.5        0.7                 1040900300331 
 1589.5      3.15        4.2       0.6        0.7                 1040900300332 
 1589.5      3.20        4.1       0.7        0.9                 1040900300333 
 1589.5      3.25        4.7       0.5        0.7                 1040900300334 
 1589.5      3.30        4.2       0.5        0.7                 1040900300335 
 1589.5      3.35        4.6       0.6        0.7                 1040900300336 
 1589.5      3.48        3.9       0.5        0.7                 1040900300337 
 1589.5      3.55        3.9       0.5        0.7                 1040900300338 
 1589.5      3.62        3.3       0.5        0.6                 1040900300339 
 1589.5      3.70        3.4       0.5        0.6                 1040900300340 
 1671.8      2.22       14.5       0.8        1.7                 1040900300341 
 1671.8      2.30       13.2       1.4        1.9                 1040900300342 
 1671.8      2.35       14.7       0.9        1.7                 1040900300343 
 1671.8      2.45       15.3       0.7        1.7                 1040900300344 
 1671.8      2.55       16.0       0.7        1.8                 1040900300345 
 1671.8      2.60       16.0       0.7        1.8                 1040900300346 
 1671.8      2.65       16.4       0.7        1.8                 1040900300347 
 1671.8      2.70       16.3       0.6        1.8                 1040900300348 
 1671.8      2.75       16.8       0.6        1.8                 1040900300349 
 1671.8      2.80       16.7       0.6        1.8                 1040900300350 
 1671.8      2.90       16.3       0.7        1.8                 1040900300351 
 1671.8      2.95       17.4       0.8        2.0                 1040900300352 
 1671.8      3.00       17.6       0.8        2.0                 1040900300353 
 1671.8      3.05       18.1       0.7        2.0                 1040900300354 
 1671.8      3.10       15.3       0.8        1.8                 1040900300355 
 1671.8      3.20       17.7       1.0        2.1                 1040900300356 
 1671.8      3.25       17.2       0.7        1.9                 1040900300357 
 1671.8      3.30       17.9       0.7        2.0                 1040900300358 
 1671.8      3.35       15.4       0.7        1.7                 1040900300359 
 1671.8      3.48       15.7       0.7        1.8                 1040900300360 
 1671.8      3.55       15.5       0.7        1.7                 1040900300361 
 1671.8      3.62       15.2       0.7        1.7                 1040900300362 
 1671.8      3.70       14.0       0.7        1.6                 1040900300363 
 1751.1      3.55        1.10      0.99       0.99                1040900300364 
 1751.1      3.62        0.99      0.47       0.48                1040900300365 
 1751.1      3.70        0.95      0.47       0.48                1040900300366 
 1779.7      2.75        1.02      0.32       0.34                1040900300367 
 1779.7      2.80        2.15      0.43       0.49                1040900300368 
 1779.7      2.90        4.10      0.42       0.60                1040900300369 
 1779.7      2.95        4.46      0.54       0.71                1040900300370 
 1779.7      3.00        3.87      0.55       0.68                1040900300371 
 1779.7      3.05        4.28      0.46       0.63                1040900300372 
 1779.7      3.15        3.83      0.60       0.72                1040900300373 
 1779.7      3.20        4.03      0.55       0.69                1040900300374 
 1779.7      3.30        3.86      0.57       0.70                1040900300375 
 1779.7      3.35        4.38      0.57       0.77                1040900300376 
 1779.7      3.48        3.57      0.56       0.67                1040900300377 
 1779.7      3.55        3.22      0.51       0.61                1040900300378 
 1779.7      3.62        3.00      0.50       0.59                1040900300379 
 1779.7      3.70        3.09      0.54       0.63                1040900300380 
 1969.4      3.05        2.31      0.45       0.51                1040900300381 
 1969.4      3.15        3.20      0.56       0.65                1040900300382 
 1969.4      3.20        2.94      0.79       0.84                1040900300383 
 1969.4      3.25        3.39      0.54       0.64                1040900300384 
 1969.4      3.30        3.69      0.59       0.70                1040900300385 
 1969.4      3.35        2.52      0.59       0.64                1040900300386 
 1969.4      3.48        2.64      0.55       0.62                1040900300387 
 1969.4      3.55        2.49      0.51       0.57                1040900300388 
 1969.4      3.62        2.44      0.55       0.60                1040900300389 
 1969.4      3.70        2.39      0.52       0.58                1040900300390 
 2140.9      3.25        1.54      0.50       0.52                1040900300391 
 2140.9      3.30        2.37      0.54       0.59                1040900300392 
 2140.9      3.35        1.85      0.52       0.55                1040900300393 
 2140.9      3.48        3.18      0.55       0.64                1040900300394 
 2140.9      3.55        2.75      0.49       0.56                1040900300395 
 2140.9      3.62        2.26      0.52       0.57                1040900300396 
 2140.9      3.70        2.46      0.51       0.57                1040900300397 
 2237.3      3.48        1.83      0.48       0.51                1040900300398 
 2237.3      3.55        2.07      0.47       0.52                1040900300399 
 2237.3      3.62        1.53      0.46       0.49                1040900300400 
 2237.3      3.70        1.32      0.45       0.47                1040900300401 
 2442.9      3.55        0.72      0.46       0.46                1040900300402 
 2442.9      3.62        1.13      0.44       0.45                1040900300403 
 2442.9      3.70        0.96      0.41       0.43                1040900300404 
 2846.0      3.05        2.63      0.44       0.52                1040900300405 
 2846.0      3.15        3.08      0.58       0.78                1040900300406 
 2846.0      3.20        2.70      0.74       0.80                1040900300407 
 2846.0      3.25        3.22      0.57       0.66                1040900300408 
 2846.0      3.30        2.63      0.54       0.61                1040900300409 
 2846.0      3.35        2.61      0.57       0.63                1040900300410 
 2846.0      3.48        2.72      0.52       0.59                1040900300411 
 2846.0      3.55        3.15      0.57       0.66                1040900300412 
 2846.0      3.62        2.47      0.52       0.59                1040900300413 
 2846.0      3.70        2.22      0.48       0.53                1040900300414 
ENDDATA            393          0                                 1040900300415 
ENDSUBENT          414          0                                 1040900399999 
SUBENT        10409004   20030207                             00001040900400001 
BIB                  6         14                                 1040900400002 
REACTION   (40-ZR-94(N,INL)40-ZR-94,PAR,SIG)                      1040900400003 
ANALYSIS   (INTAD)                                                1040900400004 
ERR-ANALYS (DATA-ERR) Errors in data due to:                      1040900400005 
           . detector efficiency (2-4%),                          1040900400006 
           . monitor and electronic stability (2%),               1040900400007 
           . gamma absorbtion by sample (1%),                     1040900400008 
           . multiple scattering and attenuation of beam (3-4%),  1040900400009 
           . uncertainty of monitor (8%).                         1040900400010 
FLAG       (1.) Estimated from 90 degree excitation function      1040900400011 
            assuming isotropic angular distribution.              1040900400012 
STATUS     (DEP,10409003) Determined from measured angular        1040900400013 
            distribution.                                         1040900400014 
HISTORY    (19781026A) REACTION corrected                         1040900400015 
           (19790201A) BIB deletion. DATA correction.             1040900400016 
ENDBIB              14          0                                 1040900400017 
COMMON               1          3                                 1040900400018 
EN                                                                1040900400019 
MEV                                                               1040900400020 
 3.10                                                             1040900400021 
ENDCOMMON            3          0                                 1040900400022 
DATA                 4         15                                 1040900400023 
E-LVL      DATA       DATA-ERR   FLAG                             1040900400024 
KEV        MB         MB         NO-DIM                           1040900400025 
  918.3      385.       51.                                       1040900400026 
 1299.7       90.       10.                                       1040900400027 
 1468.8      183.       18.                                       1040900400028 
 1671.2      247.       25.                                       1040900400029 
 2056.6      169.       16.                                       1040900400030 
 2150.3      190.       18.                                       1040900400031 
 2329.0       84.        9.                                       1040900400032 
 2365.4      190.       18.                                       1040900400033 
 2507.6      112.       11.                                       1040900400034 
 2603.7       25.        8.          1.                           1040900400035 
 2698.0       53.        5.                                       1040900400036 
 2825.2       56.        5.                                       1040900400037 
 2846.0       35.       10.          1.                           1040900400038 
 2859.8       22.        3.                                       1040900400039 
 2887.7       27.        3.                                       1040900400040 
ENDDATA             17          0                                 1040900400041 
ENDSUBENT           40          0                                 1040900499999 
SUBENT        10409005   20030207                             00001040900500001 
BIB                  6         14                                 1040900500002 
REACTION   (40-ZR-92(N,INL)40-ZR-92,PAR,SIG)                      1040900500003 
ANALYSIS   (INTAD)                                                1040900500004 
ERR-ANALYS (DATA-ERR) Errors in data due to:                      1040900500005 
           . detector efficiency (2-4%),                          1040900500006 
           . monitor and electronic stability (2%),               1040900500007 
           . gamma absorbtion by sample (1%),                     1040900500008 
           . multiple scattering and attenuation of beam (3-4%),  1040900500009 
           . uncertainty of monitor (8%).                         1040900500010 
FLAG       (1.) Includes estimate for cross section of gamma-     1040900500011 
            ray whose angular distribution was not measured.      1040900500012 
STATUS     (DEP,10409002) Determined from measured angular        1040900500013 
            distribution.                                         1040900500014 
HISTORY    (19781026A) REACTION corrected                         1040900500015 
           (19790201A) BIB and DATA correction.                   1040900500016 
ENDBIB              14          0                                 1040900500017 
NOCOMMON             0          0                                 1040900500018 
DATA                 5         40                                 1040900500019 
EN         E-LVL      DATA       DATA-ERR   FLAG                  1040900500020 
MEV        KEV        MB         MB         NO-DIM                1040900500021 
 3.20        934.1      472.       59.                            1040900500022 
 3.20       1381.9      101.       10.                            1040900500023 
 3.20       1494.8      144.       21.                            1040900500024 
 3.20       1846.4      232.       23.                            1040900500025 
 3.20       2066.1      229.       22.                            1040900500026 
 3.20       2339.0      140.       16.                            1040900500027 
 3.20       2398.0       98.        9.                            1040900500028 
 3.20       2485.1       30.       10.                            1040900500029 
 3.20       2742.6       31.        3.                            1040900500030 
 3.20       2818.0       99.        9.                            1040900500031 
 3.20       2863.6       37.        4.                            1040900500032 
 3.20       2903.8       30.        5.       1.                   1040900500033 
 3.20       2909.0       45.        4.                            1040900500034 
 3.20       3038.9       12.        2.                            1040900500035 
 3.20       3056.5       18.        5.       1.                   1040900500036 
 3.70        934.1      333.       48.                            1040900500037 
 3.70       1381.9       74.        8.                            1040900500038 
 3.70       1494.8       89.       18.                            1040900500039 
 3.70       1846.4      145.       16.                            1040900500040 
 3.70       2066.1      132.       17.                            1040900500041 
 3.70       2339.0      105.       14.                            1040900500042 
 3.70       2398.0       66.        7.                            1040900500043 
 3.70       2485.1       34.       11.                            1040900500044 
 3.70       2742.6       25.        3.                            1040900500045 
 3.70       2818.0       69.        7.                            1040900500046 
 3.70       2863.6       37.        4.                            1040900500047 
 3.70       2903.8       30.        3.                            1040900500048 
 3.70       2909.0       45.        5.                            1040900500049 
 3.70       3038.9       26.        7.                            1040900500050 
 3.70       3056.5       54.       10.                            1040900500051 
 3.70       3124.4       17.        2.       1.                   1040900500052 
 3.70       3177.2       30.        3.                            1040900500053 
 3.70       3190.8       14.        2.                            1040900500054 
 3.70       3236.2       24.        3.                            1040900500055 
 3.70       3262.2       32.        3.       1.                   1040900500056 
 3.70       3275.9       31.        3.       1.                   1040900500057 
 3.70       3288.7       26.        2.       1.                   1040900500058 
 3.70       3370.9       14.        2.       1.                   1040900500059 
 3.70       3407.9       17.        2.       1.                   1040900500060 
 3.70       3452.2        8.        1.       1.                   1040900500061 
ENDDATA             42          0                                 1040900500062 
ENDSUBENT           61          0                                 1040900599999 
SUBENT        10409006   20030207                             00001040900600001 
BIB                  7         14                                 1040900600002 
REACTION   (40-ZR-92(N,INL)40-ZR-92,PAR,SIG,G)                    1040900600003 
SAMPLE     SAMPLE USED IS 0.45 MOLES ZR-92                        1040900600004 
ANALYSIS   (INTAD) Obtained from even-order Legendre polynomial   1040900600005 
            fit to angular distributions.                         1040900600006 
ERR-ANALYS (DATA-ERR) Errors in data due to:                      1040900600007 
           . detector efficiency (2-4%),                          1040900600008 
           . monitor and electronic stability (2%),               1040900600009 
           . gamma absorbtion by sample (1%),                     1040900600010 
           . multiple scattering and attenuation of beam (3-4%),  1040900600011 
           . uncertainty of monitor (8%).                         1040900600012 
FLAG       (1.) Cross section obtained from value at 90 degrees.  1040900600013 
STATUS     (COREL,10409007)                                       1040900600014 
HISTORY    (19790201C)                                            1040900600015 
           (19830531A) REACTION corrected.                        1040900600016 
ENDBIB              14          0                                 1040900600017 
NOCOMMON             0          0                                 1040900600018 
DATA                 5         66                                 1040900600019 
EN         E          DATA       DATA-ERR   FLAG                  1040900600020 
MEV        KEV        MB         MB         NO-DIM                1040900600021 
 3.20        257.3        9.        1.                            1040900600022 
 3.20        403.8        8.        1.                            1040900600023 
 3.20        447.8      101.       10.                            1040900600024 
 3.20        492.2       12.        1.                            1040900600025 
 3.20        560.7      358.       34.                            1040900600026 
 3.20        718.9        5.        1.                            1040900600027 
 3.20        837.2       15.        2.                            1040900600028 
 3.20        843.6       37.        4.                            1040900600029 
 3.20        902.6       73.        7.                            1040900600030 
 3.20        912.4      216.       21.                            1040900600031 
 3.20        934.1     1612.      154.                            1040900600032 
 3.20        972.0       72.        7.                            1040900600033 
 3.20        990.3       38.        5.                            1040900600034 
 3.20        990.4        8.        3.                            1040900600035 
 3.20       1132.0      252.       24.                            1040900600036 
 3.20       1248.0       14.        1.                            1040900600037 
 3.20       1369.3       30.        9.                            1040900600038 
 3.20       1405.7       98.        9.                            1040900600039 
 3.20       1414.4       19.        2.                            1040900600040 
 3.20       1464.4       25.        3.                            1040900600041 
 3.20       1846.3      101.       10.                            1040900600042 
 3.20       1883.6       27.        3.                            1040900600043 
 3.20       1928.7        7.        1.                            1040900600044 
 3.20       1970.2       15.        2.                            1040900600045 
 3.20       1974.6       26.        3.                            1040900600046 
 3.20       2104.8       12.        1.                            1040900600047 
 3.20       2122.4        5.        1.                            1040900600048 
 3.70        257.3        7.        1.                            1040900600049 
 3.70        379.6        8.        1.                            1040900600050 
 3.70        403.8        6.        1.                            1040900600051 
 3.70        447.8       85.        9.                            1040900600052 
 3.70        492.2       10.        1.                            1040900600053 
 3.70        560.7      336.       36.                            1040900600054 
 3.70        718.9       12.        1.                            1040900600055 
 3.70        779.8       23.        3.                            1040900600056 
 3.70        837.2       16.        2.                            1040900600057 
 3.70        843.6       35.        4.                            1040900600058 
 3.70        877.4        5.        1.                            1040900600059 
 3.70        902.6       69.        7.                            1040900600060 
 3.70        912.4      143.       15.                            1040900600061 
 3.70        972.0       51.        6.                            1040900600062 
 3.70        990.3       37.       10.                            1040900600063 
 3.70        990.4       31.        8.       1.                   1040900600064 
 3.70       1057.7       13.        1.                            1040900600065 
 3.70       1067.9       11.        1.                            1040900600066 
 3.70       1132.0      223.       24.                            1040900600067 
 3.70       1209.2       22.        2.                            1040900600068 
 3.70       1225.5       10.        1.                            1040900600069 
 3.70       1248.0       12.        1.                            1040900600070 
 3.70       1369.3       29.        3.                            1040900600071 
 3.70       1405.7       89.       10.                            1040900600072 
 3.70       1414.4       23.        3.                            1040900600073 
 3.70       1464.4       25.        3.                            1040900600074 
 3.70       1606.2        6.        1.                            1040900600075 
 3.70       1696.0       14.        2.                            1040900600076 
 3.70       1741.4       24.        3.                            1040900600077 
 3.70       1846.3       69.        8.                            1040900600078 
 3.70       1883.6       18.        2.                            1040900600079 
 3.70       1928.7        8.        1.                            1040900600080 
 3.70       1970.2       14.        1.                            1040900600081 
 3.70       1974.6       29.        3.                            1040900600082 
 3.70       1988.3       11.        1.                            1040900600083 
 3.70       2104.8       26.        3.                            1040900600084 
 3.70       2122.4       12.        1.                            1040900600085 
 3.70       2242.5        7.        1.                            1040900600086 
 3.70       2328.4       27.        3.                            1040900600087 
ENDDATA             68          0                                 1040900600088 
ENDSUBENT           87          0                                 1040900699999 
SUBENT        10409007   20030207                             00001040900700001 
BIB                  5         11                                 1040900700002 
REACTION   (40-ZR-92(N,INL)40-ZR-92,PAR,DA,G,LEG/RS)              1040900700003 
SAMPLE     Sample used is 0.45 moles 92Zr.                        1040900700004 
ERR-ANALYS (DATA-ERR) Errors in data due to:                      1040900700005 
           . detector efficiency (2-4%),                          1040900700006 
           . monitor and electronic stability (2%),               1040900700007 
           . gamma absorbtion by sample (1%),                     1040900700008 
           . multiple scattering and attenuation of beam (3-4%),  1040900700009 
           . uncertainty of monitor (8%).                         1040900700010 
STATUS     (COREL,10409006)                                       1040900700011 
HISTORY    (19790201C)                                            1040900700012 
           (20030207A) Reaction corrected.                        1040900700013 
ENDBIB              11          0                                 1040900700014 
NOCOMMON             0          0                                 1040900700015 
DATA                 5         65                                 1040900700016 
EN         E          NUMBER     DATA       DATA-ERR              1040900700017 
MEV        KEV        NO-DIM     NO-DIM     NO-DIM                1040900700018 
 3.20        257.3     2.        -0.30       0.11                 1040900700019 
 3.20        403.8     2.        -0.27       0.07                 1040900700020 
 3.20        447.8     2.         0.0                             1040900700021 
 3.20        492.2     2.        -0.21       0.05                 1040900700022 
 3.20        560.7     2.         0.25       0.03                 1040900700023 
 3.20        837.2     2.         0.0                             1040900700024 
 3.20        843.6     2.        -0.24       0.05                 1040900700025 
 3.20        902.6     2.         0.31       0.06                 1040900700026 
 3.20        912.4     2.         0.10       0.03                 1040900700027 
 3.20        934.1     2.         0.13       0.02                 1040900700028 
