EN-MIN     EN-MAX     E          DATA       DATA-ERR1             1050200200018 
MEV        MEV        MEV        B/SR/MEV   B/SR/MEV              1050200200019 
 5.99       7.00        2.630E+00   1.99E-02   8.48E-04           1050200201210 
 5.99       7.00        2.690E+00   1.17E-02   6.55E-04           1050200201211 
 5.99       7.00        2.750E+00   4.87E-03   5.81E-04           1050200201212 
 5.99       7.00        2.810E+00   2.39E-03   5.67E-04           1050200201213 
 5.99       7.00        2.870E+00   2.77E-03   5.23E-04           1050200201214 
 5.99       7.00        2.930E+00   3.53E-03   5.23E-04           1050200201215 
 5.99       7.00        2.990E+00   3.90E-03   5.30E-04           1050200201216 
 5.99       7.00        3.050E+00   4.09E-03   5.32E-04           1050200201217 
 5.99       7.00        3.110E+00   4.42E-03   5.39E-04           1050200201218 
 5.99       7.00        3.180E+00   5.44E-03   5.46E-04           1050200201219 
 5.99       7.00        3.260E+00   6.26E-03   5.30E-04           1050200201220 
 5.99       7.00        3.340E+00   4.80E-03   5.10E-04           1050200201221 
 5.99       7.00        3.420E+00   2.45E-03   4.53E-04           1050200201222 
 5.99       7.00        3.500E+00   1.56E-03   4.53E-04           1050200201223 
 5.99       7.00        3.580E+00   2.58E-03   4.54E-04           1050200201224 
 5.99       7.00        3.660E+00   4.38E-03   4.58E-04           1050200201225 
 5.99       7.00        3.740E+00   6.31E-03   4.84E-04           1050200201226 
 5.99       7.00        3.820E+00   7.69E-03   4.65E-04           1050200201227 
 5.99       7.00        3.900E+00   7.47E-03   4.46E-04           1050200201228 
 5.99       7.00        3.980E+00   6.84E-03   4.27E-04           1050200201229 
 5.99       7.00        4.060E+00   7.86E-03   3.89E-04           1050200201230 
 5.99       7.00        4.140E+00   9.78E-03   3.71E-04           1050200201231 
 5.99       7.00        4.220E+00   1.08E-02   3.45E-04           1050200201232 
 5.99       7.00        4.300E+00   1.07E-02   3.39E-04           1050200201233 
 5.99       7.00        4.380E+00   9.95E-03   3.21E-04           1050200201234 
 5.99       7.00        4.460E+00   8.18E-03   2.83E-04           1050200201235 
 5.99       7.00        4.540E+00   5.75E-03   2.41E-04           1050200201236 
 5.99       7.00        4.630E+00   3.45E-03   1.95E-04           1050200201237 
 5.99       7.00        4.730E+00   2.88E-03   1.63E-04           1050200201238 
 5.99       7.00        4.830E+00   3.56E-03   1.54E-04           1050200201239 
 5.99       7.00        4.930E+00   3.13E-03   1.47E-04           1050200201240 
 5.99       7.00        5.030E+00   1.75E-03   1.20E-04           1050200201241 
 5.99       7.00        5.130E+00   6.83E-04   8.42E-05           1050200201242 
 5.99       7.00        5.230E+00   2.14E-04   8.02E-05           1050200201243 
 5.99       7.00        5.330E+00   7.82E-05   6.87E-05           1050200201244 
 5.99       7.00        5.430E+00   5.45E-05   6.71E-05           1050200201245 
 5.99       7.00        5.530E+00   5.52E-05   6.36E-05           1050200201246 
 5.99       7.00        5.630E+00   6.79E-05   6.32E-05           1050200201247 
 5.99       7.00        5.730E+00   8.05E-05   6.25E-05           1050200201248 
 5.99       7.00        5.830E+00   8.14E-05   5.88E-05           1050200201249 
 5.99       7.00        5.930E+00   7.25E-05   5.37E-05           1050200201250 
 5.99       7.00        6.030E+00   6.00E-05   5.18E-05           1050200201251 
 5.99       7.00        6.130E+00   4.87E-05   5.06E-05           1050200201252 
 5.99       7.00        6.230E+00   4.06E-05   4.76E-05           1050200201253 
 5.99       7.00        6.330E+00   1.99E-05   3.84E-05           1050200201254 
 5.99       7.00        6.440E+00  -3.95E-06   3.42E-05           1050200201255 
 5.99       7.00        6.560E+00  -1.38E-05   3.16E-05           1050200201256 
 5.99       7.00        6.680E+00  -1.90E-05   3.24E-05           1050200201257 
 5.99       7.00        6.800E+00  -7.21E-06   2.43E-05           1050200201258 
 5.99       7.00        6.920E+00   9.88E-07   2.11E-05           1050200201259 
 5.99       7.00        7.040E+00   1.16E-05   2.28E-05           1050200201260 
 5.99       7.00        7.160E+00   9.82E-06   2.06E-05           1050200201261 
 5.99       7.00        7.280E+00   1.39E-05   1.70E-05           1050200201262 
 5.99       7.00        7.400E+00   2.37E-05   1.66E-05           1050200201263 
 5.99       7.00        7.520E+00   3.40E-05   1.77E-05           1050200201264 
 5.99       7.00        7.640E+00   2.77E-05   1.66E-05           1050200201265 
 5.99       7.00        7.760E+00   1.15E-05   1.24E-05           1050200201266 
 5.99       7.00        7.890E+00  -1.63E-06   1.11E-05           1050200201267 
 5.99       7.00        8.030E+00  -7.31E-06   1.09E-05           1050200201268 
 5.99       7.00        8.170E+00  -9.07E-06   8.77E-06           1050200201269 
 5.99       7.00        8.310E+00  -7.48E-06   6.99E-06           1050200201270 
 5.99       7.00        8.450E+00  -2.01E-06   6.05E-06           1050200201271 
 5.99       7.00        8.590E+00   5.19E-06   5.99E-06           1050200201272 
 5.99       7.00        8.730E+00   1.06E-05   4.95E-06           1050200201273 
 5.99       7.00        8.870E+00   1.09E-05   3.24E-06           1050200201274 
 5.99       7.00        9.010E+00   8.97E-06   4.97E-06           1050200201275 
 5.99       7.00        9.150E+00   5.75E-06   4.18E-06           1050200201276 
 5.99       7.00        9.300E+00   1.84E-06   4.18E-06           1050200201277 
 5.99       7.00        9.460E+00  -1.73E-06   3.65E-06           1050200201278 
 5.99       7.00        9.620E+00  -2.67E-06   3.28E-06           1050200201279 
 5.99       7.00        9.780E+00   1.42E-06   2.74E-06           1050200201280 
 5.99       7.00        9.940E+00   5.74E-06   2.37E-06           1050200201281 
 5.99       7.00        1.010E+01   6.94E-06   2.12E-06           1050200201282 
 5.99       7.00        1.026E+01   5.14E-06   1.57E-06           1050200201283 
 5.99       7.00        1.042E+01   2.58E-06   1.04E-06           1050200201284 
 5.99       7.00        1.058E+01   9.00E-07   8.26E-07           1050200201285 
 7.00       8.01        9.100E-01  -2.26E-03   2.86E-03           1050200201286 
 7.00       8.01        9.300E-01  -2.59E-03   2.63E-03           1050200201287 
 7.00       8.01        9.500E-01  -2.38E-03   2.90E-03           1050200201288 
 7.00       8.01        9.700E-01  -1.60E-03   2.75E-03           1050200201289 
 7.00       8.01        1.000E+00  -1.05E-03   2.81E-03           1050200201290 
 7.00       8.01        1.040E+00  -1.65E-03   2.75E-03           1050200201291 
 7.00       8.01        1.080E+00  -4.08E-04   2.57E-03           1050200201292 
 7.00       8.01        1.120E+00   3.82E-03   2.08E-03           1050200201293 
 7.00       8.01        1.160E+00   2.04E-02   2.15E-03           1050200201294 
 7.00       8.01        1.200E+00   4.29E-02   2.18E-03           1050200201295 
 7.00       8.01        1.240E+00   5.45E-02   2.23E-03           1050200201296 
 7.00       8.01        1.280E+00   6.96E-02   2.18E-03           1050200201297 
 7.00       8.01        1.320E+00   8.75E-02   2.11E-03           1050200201298 
 7.00       8.01        1.360E+00   7.90E-02   1.86E-03           1050200201299 
 7.00       8.01        1.400E+00   4.80E-02   1.56E-03           1050200201300 
 7.00       8.01        1.440E+00   2.27E-02   1.34E-03           1050200201301 
 7.00       8.01        1.480E+00   1.09E-02   1.14E-03           1050200201302 
 7.00       8.01        1.520E+00   6.03E-03   1.10E-03           1050200201303 
 7.00       8.01        1.560E+00   4.34E-03   1.12E-03           1050200201304 
 7.00       8.01        1.600E+00   4.60E-03   1.11E-03           1050200201305 
 7.00       8.01        1.640E+00   3.11E-03   1.07E-03           1050200201306 
 7.00       8.01        1.680E+00   1.15E-03   1.12E-03           1050200201307 
 7.00       8.01        1.720E+00   3.45E-04   1.14E-03           1050200201308 
 7.00       8.01        1.760E+00   4.19E-04   1.15E-03           1050200201309 
 7.00       8.01        1.800E+00   4.51E-04   1.14E-03           1050200201310 
 7.00       8.01        1.850E+00   2.96E-04   1.09E-03           1050200201311 
 7.00       8.01        1.910E+00   2.45E-04   1.07E-03           1050200201312 
 7.00       8.01        1.970E+00  -4.90E-04   1.04E-03           1050200201313 
 7.00       8.01        2.030E+00  -7.75E-04   1.17E-03           1050200201314 
 7.00       8.01        2.090E+00  -4.10E-04   9.96E-04           1050200201315 
 7.00       8.01        2.150E+00  -5.77E-04   9.97E-04           1050200201316 
 7.00       8.01        2.210E+00   1.18E-04   9.20E-04           1050200201317 
 7.00       8.01        2.270E+00   1.35E-03   9.33E-04           1050200201318 
 7.00       8.01        2.330E+00   2.82E-03   8.73E-04           1050200201319 
 7.00       8.01        2.390E+00   3.69E-03   8.50E-04           1050200201320 
 7.00       8.01        2.450E+00   8.10E-03   9.83E-04           1050200201321 
 7.00       8.01        2.510E+00   1.71E-02   1.09E-03           1050200201322 
 7.00       8.01        2.570E+00   2.21E-02   1.08E-03           1050200201323 
 7.00       8.01        2.630E+00   1.83E-02   8.90E-04           1050200201324 
 7.00       8.01        2.690E+00   1.07E-02   7.22E-04           1050200201325 
 7.00       8.01        2.750E+00   5.00E-03   6.01E-04           1050200201326 
 7.00       8.01        2.810E+00   2.27E-03   6.12E-04           1050200201327 
 7.00       8.01        2.870E+00   2.21E-03   6.10E-04           1050200201328 
 7.00       8.01        2.930E+00   3.62E-03   5.71E-04           1050200201329 
 7.00       8.01        2.990E+00   4.22E-03   5.58E-04           1050200201330 
 7.00       8.01        3.050E+00   4.27E-03   5.63E-04           1050200201331 
 7.00       8.01        3.110E+00   5.14E-03   5.85E-04           1050200201332 
 7.00       8.01        3.180E+00   6.51E-03   5.71E-04           1050200201333 
 7.00       8.01        3.260E+00   6.99E-03   6.20E-04           1050200201334 
 7.00       8.01        3.340E+00   5.51E-03   5.74E-04           1050200201335 
 7.00       8.01        3.420E+00   3.00E-03   5.17E-04           1050200201336 
 7.00       8.01        3.500E+00   1.49E-03   4.94E-04           1050200201337 
 7.00       8.01        3.580E+00   1.57E-03   5.13E-04           1050200201338 
 7.00       8.01        3.660E+00   3.28E-03   5.30E-04           1050200201339 
 7.00       8.01        3.740E+00   5.37E-03   5.39E-04           1050200201340 
 7.00       8.01        3.820E+00   7.18E-03   5.10E-04           1050200201341 
 7.00       8.01        3.900E+00   7.41E-03   4.66E-04           1050200201342 
 7.00       8.01        3.980E+00   6.48E-03   4.51E-04           1050200201343 
 7.00       8.01        4.060E+00   6.98E-03   4.20E-04           1050200201344 
 7.00       8.01        4.140E+00   8.85E-03   4.20E-04           1050200201345 
 7.00       8.01        4.220E+00   1.02E-02   4.03E-04           1050200201346 
 7.00       8.01        4.300E+00   9.96E-03   4.15E-04           1050200201347 
 7.00       8.01        4.380E+00   8.93E-03   3.82E-04           1050200201348 
 7.00       8.01        4.460E+00   7.52E-03   3.24E-04           1050200201349 
 7.00       8.01        4.540E+00   5.49E-03   2.68E-04           1050200201350 
 7.00       8.01        4.630E+00   3.24E-03   2.27E-04           1050200201351 
 7.00       8.01        4.730E+00   2.68E-03   2.13E-04           1050200201352 
 7.00       8.01        4.830E+00   3.54E-03   2.04E-04           1050200201353 
 7.00       8.01        4.930E+00   3.33E-03   1.74E-04           1050200201354 
 7.00       8.01        5.030E+00   1.85E-03   1.45E-04           1050200201355 
 7.00       8.01        5.130E+00   6.41E-04   1.25E-04           1050200201356 
 7.00       8.01        5.230E+00   2.26E-04   1.17E-04           1050200201357 
 7.00       8.01        5.330E+00   1.50E-04   1.12E-04           1050200201358 
 7.00       8.01        5.430E+00   5.56E-05   1.03E-04           1050200201359 
 7.00       8.01        5.530E+00  -6.92E-05   1.01E-04           1050200201360 
 7.00       8.01        5.630E+00  -1.04E-04   9.40E-05           1050200201361 
 7.00       8.01        5.730E+00  -2.18E-05   9.27E-05           1050200201362 
 7.00       8.01        5.830E+00   1.31E-04   8.80E-05           1050200201363 
 7.00       8.01        5.930E+00   2.67E-04   7.54E-05           1050200201364 
 7.00       8.01        6.030E+00   3.29E-04   6.95E-05           1050200201365 
 7.00       8.01        6.130E+00   3.20E-04   6.57E-05           1050200201366 
 7.00       8.01        6.230E+00   2.72E-04   6.61E-05           1050200201367 
 7.00       8.01        6.330E+00   1.83E-04   5.91E-05           1050200201368 
 7.00       8.01        6.440E+00   6.58E-05   4.50E-05           1050200201369 
 7.00       8.01        6.560E+00  -8.46E-06   3.77E-05           1050200201370 
 7.00       8.01        6.680E+00  -1.58E-05   3.21E-05           1050200201371 
 7.00       8.01        6.800E+00   1.78E-06   2.93E-05           1050200201372 
 7.00       8.01        6.920E+00   1.53E-05   2.55E-05           1050200201373 
 7.00       8.01        7.040E+00   3.03E-05   2.45E-05           1050200201374 
 7.00       8.01        7.160E+00   3.97E-05   2.00E-05           1050200201375 
 7.00       8.01        7.280E+00   3.76E-05   1.55E-05           1050200201376 
 7.00       8.01        7.400E+00   2.78E-05   1.38E-05           1050200201377 
 7.00       8.01        7.520E+00   2.48E-05   1.28E-05           1050200201378 
 7.00       8.01        7.640E+00   2.83E-05   1.15E-05           1050200201379 
 7.00       8.01        7.760E+00   2.74E-05   9.44E-06           1050200201380 
 7.00       8.01        7.890E+00   1.39E-05   1.04E-05           1050200201381 
 7.00       8.01        8.030E+00   3.78E-06   8.43E-06           1050200201382 
 7.00       8.01        8.170E+00   3.51E-06   7.30E-06           1050200201383 
 7.00       8.01        8.310E+00   7.80E-06   9.16E-06           1050200201384 
 7.00       8.01        8.450E+00   7.43E-06   7.86E-06           1050200201385 
 7.00       8.01        8.590E+00   4.57E-06   5.69E-06           1050200201386 
 7.00       8.01        8.730E+00   1.56E-06   5.70E-06           1050200201387 
 7.00       8.01        8.870E+00  -1.15E-06   5.38E-06           1050200201388 
 7.00       8.01        9.010E+00  -3.70E-06   4.78E-06           1050200201389 
 7.00       8.01        9.150E+00  -5.23E-06   4.03E-06           1050200201390 
 7.00       8.01        9.300E+00  -5.68E-06   3.89E-06           1050200201391 
 7.00       8.01        9.460E+00  -3.33E-06   3.81E-06           1050200201392 
 7.00       8.01        9.620E+00   9.22E-07   3.36E-06           1050200201393 
 7.00       8.01        9.780E+00   6.10E-06   2.91E-06           1050200201394 
 7.00       8.01        9.940E+00   1.01E-05   2.71E-06           1050200201395 
 7.00       8.01        1.010E+01   9.88E-06   2.40E-06           1050200201396 
 7.00       8.01        1.026E+01   6.66E-06   1.88E-06           1050200201397 
 7.00       8.01        1.042E+01   3.01E-06   1.19E-06           1050200201398 
 7.00       8.01        1.058E+01   8.39E-07   9.43E-07           1050200201399 
 8.01       9.00        9.100E-01  -2.14E-03   3.05E-03           1050200201400 
 8.01       9.00        9.300E-01  -2.64E-03   2.79E-03           1050200201401 
 8.01       9.00        9.500E-01  -2.83E-03   3.18E-03           1050200201402 
 8.01       9.00        9.700E-01  -2.48E-03   2.97E-03           1050200201403 
 8.01       9.00        1.000E+00  -2.60E-03   2.82E-03           1050200201404 
 8.01       9.00        1.040E+00  -1.34E-03   2.94E-03           1050200201405 
 8.01       9.00        1.080E+00   5.10E-04   2.49E-03           1050200201406 
 8.01       9.00        1.120E+00   2.32E-03   2.33E-03           1050200201407 
 8.01       9.00        1.160E+00   1.96E-02   2.39E-03           1050200201408 
 8.01       9.00        1.200E+00   3.93E-02   2.31E-03           1050200201409 
 8.01       9.00        1.240E+00   4.70E-02   2.31E-03           1050200201410 
 8.01       9.00        1.280E+00   6.26E-02   2.39E-03           1050200201411 
 8.01       9.00        1.320E+00   7.96E-02   2.15E-03           1050200201412 
 8.01       9.00        1.360E+00   6.76E-02   1.98E-03           1050200201413 
 8.01       9.00        1.400E+00   3.95E-02   1.73E-03           1050200201414 
 8.01       9.00        1.440E+00   1.92E-02   1.29E-03           1050200201415 
 8.01       9.00        1.480E+00   9.14E-03   1.26E-03           1050200201416 
 8.01       9.00        1.520E+00   4.67E-03   1.18E-03           1050200201417 
 8.01       9.00        1.560E+00   3.20E-03   1.16E-03           1050200201418 
 8.01       9.00        1.600E+00   3.22E-03   1.13E-03           1050200201419 
 8.01       9.00        1.640E+00   2.28E-03   1.20E-03           1050200201420 
 8.01       9.00        1.680E+00   8.75E-04   1.21E-03           1050200201421 
 8.01       9.00        1.720E+00   9.00E-05   1.26E-03           1050200201422 
 8.01       9.00        1.760E+00   3.25E-04   1.17E-03           1050200201423 
 8.01       9.00        1.800E+00   1.00E-03   1.15E-03           1050200201424 
 8.01       9.00        1.850E+00   1.05E-03   1.12E-03           1050200201425 
 8.01       9.00        1.910E+00   6.80E-05   1.11E-03           1050200201426 
 8.01       9.00        1.970E+00   1.83E-04   1.04E-03           1050200201427 
 8.01       9.00        2.030E+00   9.84E-04   1.05E-03           1050200201428 
 8.01       9.00        2.090E+00  -5.27E-06   1.10E-03           1050200201429 
 8.01       9.00        2.150E+00  -1.26E-03   1.13E-03           1050200201430 
 8.01       9.00        2.210E+00   9.92E-05   1.03E-03           1050200201431 
 8.01       9.00        2.270E+00   2.01E-03   9.84E-04           1050200201432 
 8.01       9.00        2.330E+00   2.87E-03   9.28E-04           1050200201433 
 8.01       9.00        2.390E+00   4.01E-03   8.94E-04           1050200201434 
 8.01       9.00        2.450E+00   8.53E-03   9.97E-04           1050200201435 
 8.01       9.00        2.510E+00   1.55E-02   9.96E-04           1050200201436 
 8.01       9.00        2.570E+00   1.92E-02   1.10E-03           1050200201437 
 8.01       9.00        2.630E+00   1.62E-02   8.28E-04           1050200201438 
 8.01       9.00        2.690E+00   9.53E-03   7.62E-04           1050200201439 
 8.01       9.00        2.750E+00   4.36E-03   6.62E-04           1050200201440 
 8.01       9.00        2.810E+00   2.01E-03   6.57E-04           1050200201441 
 8.01       9.00        2.870E+00   2.08E-03   6.40E-04           1050200201442 
 8.01       9.00        2.930E+00   3.11E-03   5.84E-04           1050200201443 
 8.01       9.00        2.990E+00   3.57E-03   6.24E-04           1050200201444 
 8.01       9.00        3.050E+00   3.84E-03   6.42E-04           1050200201445 
 8.01       9.00        3.110E+00   4.38E-03   6.41E-04           1050200201446 
 8.01       9.00        3.180E+00   5.54E-03   6.63E-04           1050200201447 
 8.01       9.00        3.260E+00   6.43E-03   6.34E-04           1050200201448 
 8.01       9.00        3.340E+00   4.84E-03   5.90E-04           1050200201449 
 8.01       9.00        3.420E+00   3.18E-03   5.92E-04           1050200201450 
 8.01       9.00        3.500E+00   2.58E-03   5.27E-04           1050200201451 
 8.01       9.00        3.580E+00   2.51E-03   5.58E-04           1050200201452 
 8.01       9.00        3.660E+00   3.47E-03   5.68E-04           1050200201453 
 8.01       9.00        3.740E+00   5.26E-03   5.99E-04           1050200201454 
 8.01       9.00        3.820E+00   6.04E-03   3.82E-04           1050200201455 
 8.01       9.00        3.900E+00   5.28E-03   5.37E-04           1050200201456 
 8.01       9.00        3.980E+00   4.56E-03   4.83E-04           1050200201457 
 8.01       9.00        4.060E+00   5.15E-03   4.57E-04           1050200201458 
 8.01       9.00        4.140E+00   6.47E-03   4.64E-04           1050200201459 
 8.01       9.00        4.220E+00   7.58E-03   4.67E-04           1050200201460 
 8.01       9.00        4.300E+00   8.09E-03   4.51E-04           1050200201461 
 8.01       9.00        4.380E+00   7.43E-03   4.08E-04           1050200201462 
 8.01       9.00        4.460E+00   5.68E-03   3.61E-04           1050200201463 
 8.01       9.00        4.540E+00   3.83E-03   3.28E-04           1050200201464 
 8.01       9.00        4.630E+00   2.60E-03   2.97E-04           1050200201465 
 8.01       9.00        4.730E+00   2.74E-03   2.67E-04           1050200201466 
 8.01       9.00        4.830E+00   3.55E-03   2.70E-04           1050200201467 
 8.01       9.00        4.930E+00   3.26E-03   2.37E-04           1050200201468 
 8.01       9.00        5.030E+00   1.95E-03   1.99E-04           1050200201469 
 8.01       9.00        5.130E+00   8.43E-04   1.85E-04           1050200201470 
 8.01       9.00        5.230E+00   3.05E-04   1.75E-04           1050200201471 
 8.01       9.00        5.330E+00   9.88E-05   1.62E-04           1050200201472 
 8.01       9.00        5.430E+00  -9.08E-06   1.62E-04           1050200201473 
 8.01       9.00        5.530E+00  -1.41E-04   1.50E-04           1050200201474 
 8.01       9.00        5.630E+00  -2.10E-04   1.50E-04           1050200201475 
 8.01       9.00        5.730E+00  -4.60E-05   1.45E-04           1050200201476 
 8.01       9.00        5.830E+00   2.55E-04   1.32E-04           1050200201477 
 8.01       9.00        5.930E+00   4.83E-04   1.23E-04           1050200201478 
 8.01       9.00        6.030E+00   5.59E-04   1.14E-04           1050200201479 
 8.01       9.00        6.130E+00   4.94E-04   1.07E-04           1050200201480 
 8.01       9.00        6.230E+00   3.16E-04   1.00E-04           1050200201481 
 8.01       9.00        6.330E+00   1.39E-04   9.78E-05           1050200201482 
 8.01       9.00        6.440E+00   6.27E-05   9.09E-05           1050200201483 
 8.01       9.00        6.560E+00   8.51E-05   7.96E-05           1050200201484 
 8.01       9.00        6.680E+00   8.33E-05   7.26E-05           1050200201485 
 8.01       9.00        6.800E+00   4.49E-05   6.76E-05           1050200201486 
 8.01       9.00        6.920E+00   4.60E-05   6.02E-05           1050200201487 
 8.01       9.00        7.040E+00   8.32E-05   5.10E-05           1050200201488 
 8.01       9.00        7.160E+00   1.01E-04   4.51E-05           1050200201489 
 8.01       9.00        7.280E+00   8.09E-05   4.30E-05           1050200201490 
 8.01       9.00        7.400E+00   5.66E-05   3.77E-05           1050200201491 
 8.01       9.00        7.520E+00   4.01E-05   3.08E-05           1050200201492 
 8.01       9.00        7.640E+00   2.48E-05   2.79E-05           1050200201493 
 8.01       9.00        7.760E+00   1.21E-05   2.54E-05           1050200201494 
 8.01       9.00        7.890E+00   7.86E-06   2.08E-05           1050200201495 
 8.01       9.00        8.030E+00   1.63E-05   1.78E-05           1050200201496 
 8.01       9.00        8.170E+00   2.10E-05   1.55E-05           1050200201497 
 8.01       9.00        8.310E+00   1.90E-05   1.26E-05           1050200201498 
 8.01       9.00        8.450E+00   1.68E-05   1.13E-05           1050200201499 
 8.01       9.00        8.590E+00   1.55E-05   1.03E-05           1050200201500 
 8.01       9.00        8.730E+00   9.12E-06   1.04E-05           1050200201501 
 8.01       9.00        8.870E+00   9.87E-07   8.12E-06           1050200201502 
 8.01       9.00        9.010E+00  -2.55E-06   7.57E-06           1050200201503 
 8.01       9.00        9.150E+00   1.95E-06   7.64E-06           1050200201504 
 8.01       9.00        9.300E+00   6.83E-06   5.98E-06           1050200201505 
 8.01       9.00        9.460E+00   7.68E-06   5.84E-06           1050200201506 
 8.01       9.00        9.620E+00   5.19E-06   5.04E-06           1050200201507 
 8.01       9.00        9.780E+00   3.67E-06   4.15E-06           1050200201508 
 8.01       9.00        9.940E+00   4.01E-06   3.54E-06           1050200201509 
 8.01       9.00        1.010E+01   4.52E-06   2.65E-06           1050200201510 
 8.01       9.00        1.025E+01   3.98E-06   1.99E-06           1050200201511 
 8.01       9.00        1.042E+01   2.43E-06   1.71E-06           1050200201512 
 8.01       9.00        1.058E+01   1.19E-06   1.46E-06           1050200201513 
 9.00      10.00        9.100E-01  -5.62E-04   2.73E-03           1050200201514 
 9.00      10.00        9.300E-01  -5.19E-04   2.73E-03           1050200201515 
 9.00      10.00        9.500E-01  -8.66E-05   2.99E-03           1050200201516 
 9.00      10.00        9.700E-01  -1.40E-04   2.81E-03           1050200201517 
 9.00      10.00        1.000E+00  -1.65E-03   2.89E-03           1050200201518 
 9.00      10.00        1.040E+00  -5.74E-04   2.68E-03           1050200201519 
 9.00      10.00        1.080E+00   8.75E-04   2.52E-03           1050200201520 
 9.00      10.00        1.120E+00   2.60E-03   2.33E-03           1050200201521 
 9.00      10.00        1.160E+00   1.75E-02   2.34E-03           1050200201522 
 9.00      10.00        1.200E+00   3.25E-02   2.25E-03           1050200201523 
 9.00      10.00        1.240E+00   3.82E-02   2.51E-03           1050200201524 
 9.00      10.00        1.280E+00   5.33E-02   2.22E-03           1050200201525 
 9.00      10.00        1.320E+00   6.73E-02   2.31E-03           1050200201526 
 9.00      10.00        1.360E+00   5.59E-02   1.87E-03           1050200201527 
 9.00      10.00        1.400E+00   3.15E-02   1.71E-03           1050200201528 
 9.00      10.00        1.440E+00   1.49E-02   1.42E-03           1050200201529 
 9.00      10.00        1.480E+00   7.03E-03   1.24E-03           1050200201530 
 9.00      10.00        1.520E+00   3.81E-03   1.21E-03           1050200201531 
 9.00      10.00        1.560E+00   2.72E-03   1.23E-03           1050200201532 
 9.00      10.00        1.600E+00   1.96E-03   1.21E-03           1050200201533 
 9.00      10.00        1.640E+00   9.48E-04   1.26E-03           1050200201534 
 9.00      10.00        1.680E+00   7.35E-04   1.18E-03           1050200201535 
 9.00      10.00        1.720E+00   6.05E-04   1.20E-03           1050200201536 
 9.00      10.00        1.760E+00   3.27E-04   1.29E-03           1050200201537 
 9.00      10.00        1.800E+00   6.11E-04   1.20E-03           1050200201538 
 9.00      10.00        1.850E+00   1.23E-03   1.16E-03           1050200201539 
 9.00      10.00        1.910E+00   1.00E-03   1.22E-03           1050200201540 
 9.00      10.00        1.970E+00   5.58E-04   1.21E-03           1050200201541 
 9.00      10.00        2.030E+00   1.24E-05   1.18E-03           1050200201542 
 9.00      10.00        2.090E+00   1.95E-05   1.24E-03           1050200201543 
 9.00      10.00        2.150E+00   7.42E-04   1.03E-03           1050200201544 
 9.00      10.00        2.210E+00   1.23E-03   1.02E-03           1050200201545 
 9.00      10.00        2.270E+00   1.99E-03   1.01E-03           1050200201546 
 9.00      10.00        2.330E+00   2.54E-03   1.01E-03           1050200201547 
 9.00      10.00        2.390E+00   3.20E-03   1.02E-03           1050200201548 
 9.00      10.00        2.450E+00   7.17E-03   1.18E-03           1050200201549 
 9.00      10.00        2.510E+00   1.33E-02   1.16E-03           1050200201550 
 9.00      10.00        2.570E+00   1.53E-02   1.17E-03           1050200201551 
 9.00      10.00        2.630E+00   1.23E-02   9.47E-04           1050200201552 
 9.00      10.00        2.690E+00   8.09E-03   7.84E-04           1050200201553 
 9.00      10.00        2.750E+00   4.63E-03   7.25E-04           1050200201554 
 9.00      10.00        2.810E+00   2.70E-03   6.91E-04           1050200201555 
 9.00      10.00        2.870E+00   2.40E-03   6.94E-04           1050200201556 
 9.00      10.00        2.930E+00   3.21E-03   6.95E-04           1050200201557 
 9.00      10.00        2.990E+00   4.12E-03   6.89E-04           1050200201558 
 9.00      10.00        3.050E+00   4.26E-03   6.58E-04           1050200201559 
 9.00      10.00        3.110E+00   4.13E-03   6.63E-04           1050200201560 
 9.00      10.00        3.180E+00   4.58E-03   6.41E-04           1050200201561 
 9.00      10.00        3.260E+00   4.68E-03   6.33E-04           1050200201562 
 9.00      10.00        3.340E+00   3.66E-03   5.99E-04           1050200201563 
 9.00      10.00        3.420E+00   2.00E-03   5.51E-04           1050200201564 
 9.00      10.00        3.500E+00   9.46E-04   5.41E-04           1050200201565 
 9.00      10.00        3.580E+00   1.63E-03   5.79E-04           1050200201566 
 9.00      10.00        3.660E+00   2.80E-03   5.95E-04           1050200201567 
 9.00      10.00        3.740E+00   3.38E-03   5.95E-04           1050200201568 
 9.00      10.00        3.820E+00   3.65E-03   5.82E-04           1050200201569 
 9.00      10.00        3.900E+00   3.56E-03   5.28E-04           1050200201570 
 9.00      10.00        3.980E+00   3.21E-03   5.01E-04           1050200201571 
 9.00      10.00        4.060E+00   3.55E-03   4.83E-04           1050200201572 
 9.00      10.00        4.140E+00   4.70E-03   4.63E-04           1050200201573 
 9.00      10.00        4.220E+00   5.70E-03   4.67E-04           1050200201574 
 9.00      10.00        4.300E+00   6.03E-03   4.90E-04           1050200201575 
 9.00      10.00        4.380E+00   5.64E-03   4.69E-04           1050200201576 
 9.00      10.00        4.460E+00   4.75E-03   4.00E-04           1050200201577 
 9.00      10.00        4.540E+00   3.61E-03   3.65E-04           1050200201578 
 9.00      10.00        4.630E+00   2.26E-03   3.28E-04           1050200201579 
 9.00      10.00        4.730E+00   1.90E-03   3.39E-04           1050200201580 
 9.00      10.00        4.830E+00   2.40E-03   3.31E-04           1050200201581 
 9.00      10.00        4.930E+00   1.97E-03   2.69E-04           1050200201582 
 9.00      10.00        5.030E+00   9.24E-04   2.59E-04           1050200201583 
 9.00      10.00        5.130E+00   2.76E-04   2.24E-04           1050200201584 
