ENTRY            10502   20040427                             00001050200000001 
SUBENT        10502001   20040427                             00001050200100001 
BIB                 11         22                                 1050200100002 
INSTITUTE  (1USAORL)                                              1050200100003 
REFERENCE  (R,ORNL-TM-4538,197404)                                1050200100004 
           (J,NSE,62,515,197703) Review.                          1050200100005 
AUTHOR     (J.K.Dickens,T.A.Love,G.L.Morgan)                      1050200100006 
TITLE      Gamma-ray production due to neutron interactions with  1050200100007 
            fluorine and lithium for incident neutron energies    1050200100008 
            between 0.55 and 20 MeV: Tabulated differential cross 1050200100009 
            sections.                                             1050200100010 
FACILITY   (LINAC,1USAORL) Oak Ridge Electron Linear Accelerator  1050200100011 
SAMPLE     Disc of lithium-fluoride, 0.114 molecules/barn thick,  1050200100012 
            oriented at 45 deg. with respect to incident beam     1050200100013 
METHOD     (TOF,PHD) Time-of-flight,pulse-height discrimination   1050200100014 
DETECTOR   (SCIN) NE-110 scintillator for flux monitor            1050200100015 
           (NAICR) Sodium-iodide spectrometer for gammas.         1050200100016 
CORRECTION An average correction was made for multiple scattering 1050200100017 
            and attenuation of beam. (See reference text for      1050200100018 
             details)                                             1050200100019 
STATUS     (APRVD) Approved by author 1975/7/31                   1050200100020 
HISTORY    (19750501C)                                            1050200100021 
           (19760302A) SAN 2 ISO-QUANT corrected                  1050200100022 
           (19780808U) Reference added.                           1050200100023 
           (20040427A) Updated to new date formats, lower case.   1050200100024 
ENDBIB              22          0                                 1050200100025 
NOCOMMON             0          0                                 1050200100026 
ENDSUBENT           25          0                                 1050200199999 
SUBENT        10502002   20040427                             00001050200200001 
BIB                  3          8                                 1050200200002 
REACTION   (9-F-19(N,X)0-G-0,,DA/DE)                              1050200200003 
ERR-ANALYS (DATA-ERR1) Relative error between bins, see ref text  1050200200004 
           (DATA-ERR2) Data errors given include the following:   1050200200005 
           . flux monitor efficiency,                             1050200200006 
           . gamma-detector efficiency,                           1050200200007 
           . statistical errors in multiple scattering correction.1050200200008 
HISTORY    (19810522A) Converted to REACTION formalism.           1050200200009 
           (19840426A) BIB, DATA corrections.                     1050200200010 
ENDBIB               8          0                                 1050200200011 
COMMON               2          3                                 1050200200012 
ANG        DATA-ERR2                                              1050200200013 
ADEG       PER-CENT                                               1050200200014 
125.       18.                                                    1050200200015 
ENDCOMMON            3          0                                 1050200200016 
DATA                 5       2108                                 1050200200017 
EN-MIN     EN-MAX     E          DATA       DATA-ERR1             1050200200018 
MEV        MEV        MEV        B/SR/MEV   B/SR/MEV              1050200200019 
 1.26       1.50        9.100E-01   4.87E-05   1.23E-04           1050200200020 
 1.26       1.50        9.300E-01   4.51E-05   1.21E-04           1050200200021 
 1.26       1.50        9.500E-01   7.40E-05   1.21E-04           1050200200022 
 1.26       1.50        9.700E-01   1.23E-04   1.17E-04           1050200200023 
 1.26       1.50        1.000E+00   1.09E-04   1.16E-04           1050200200024 
 1.26       1.50        1.040E+00   3.08E-05   1.06E-04           1050200200025 
 1.26       1.50        1.080E+00   1.18E-04   1.05E-04           1050200200026 
 1.26       1.50        1.120E+00   5.24E-04   1.05E-04           1050200200027 
 1.26       1.50        1.160E+00   1.48E-03   1.15E-04           1050200200028 
 1.26       1.50        1.200E+00   2.43E-03   1.10E-04           1050200200029 
 1.26       1.50        1.240E+00   2.22E-03   9.67E-05           1050200200030 
 1.26       1.50        1.280E+00   1.10E-03   7.62E-05           1050200200031 
 1.26       1.50        1.320E+00   3.09E-04   6.71E-05           1050200200032 
 1.26       1.50        1.360E+00   9.19E-05   5.94E-05           1050200200033 
 1.26       1.50        1.400E+00   5.38E-05   4.86E-05           1050200200034 
 1.26       1.50        1.440E+00   2.36E-05   4.43E-05           1050200200035 
 1.26       1.50        1.480E+00  -1.06E-05   4.33E-05           1050200200036 
 1.26       1.50        1.520E+00  -3.66E-05   3.97E-05           1050200200037 
 1.26       1.50        1.560E+00  -2.99E-05   3.71E-05           1050200200038 
 1.26       1.50        1.600E+00  -7.53E-06   4.12E-05           1050200200039 
 1.26       1.50        1.660E+00  -1.43E-06   4.13E-05           1050200200040 
 1.26       1.50        1.680E+00  -8.70E-06   3.66E-05           1050200200041 
 1.26       1.50        1.720E+00   5.77E-06   4.38E-05           1050200200042 
 1.26       1.50        1.760E+00   2.30E-05   4.19E-05           1050200200043 
 1.26       1.50        1.800E+00   3.21E-05   3.81E-05           1050200200044 
 1.26       1.50        1.850E+00   2.47E-05   3.67E-05           1050200200045 
 1.26       1.50        1.910E+00   1.35E-05   3.48E-05           1050200200046 
 1.26       1.50        1.970E+00   8.43E-06   3.37E-05           1050200200047 
 1.26       1.50        2.090E+00  -5.55E-06   2.11E-05           1050200200048 
 1.26       1.50        2.240E+00   1.63E-05   2.52E-05           1050200200049 
 1.26       1.50        2.390E+00   1.70E-05   1.56E-05           1050200200050 
 1.26       1.50        2.570E+00   1.61E-05   1.34E-05           1050200200051 
 1.26       1.50        2.720E+00  -2.84E-05   1.53E-05           1050200200052 
 1.26       1.50        2.870E+00  -1.67E-05   1.46E-05           1050200200053 
 1.26       1.50        3.053E+00   3.74E-05   1.58E-05           1050200200054 
 1.26       1.50        3.220E+00   2.96E-05   1.93E-05           1050200200055 
 1.26       1.50        3.380E+00   2.07E-05   1.71E-05           1050200200056 
 1.26       1.50        3.540E+00   9.25E-08   1.60E-05           1050200200057 
 1.26       1.50        3.700E+00   8.90E-07   1.70E-05           1050200200058 
 1.26       1.50        3.860E+00  -5.36E-07   1.64E-05           1050200200059 
 1.26       1.50        4.020E+00  -4.12E-06   1.42E-05           1050200200060 
 1.26       1.50        4.180E+00   8.38E-07   1.53E-05           1050200200061 
 1.26       1.50        4.340E+00   1.72E-06   1.56E-05           1050200200062 
 1.26       1.50        4.460E+00   8.12E-06   2.20E-05           1050200200063 
 1.26       1.50        4.587E+00   8.63E-06   1.33E-05           1050200200064 
 1.26       1.50        4.780E+00  -3.41E-06   1.50E-05           1050200200065 
 1.26       1.50        4.930E+00  -3.50E-06   2.05E-05           1050200200066 
 1.26       1.50        5.080E+00   6.09E-06   1.47E-05           1050200200067 
 1.26       1.50        5.280E+00   1.29E-05   1.43E-05           1050200200068 
 1.26       1.50        5.430E+00   5.71E-06   1.89E-05           1050200200069 
 1.26       1.50        5.580E+00   5.05E-06   1.46E-05           1050200200070 
 1.26       1.50        5.730E+00   4.22E-06   2.05E-05           1050200200071 
 1.26       1.50        5.880E+00  -5.10E-06   1.37E-05           1050200200072 
 1.26       1.50        6.030E+00  -7.06E-06   1.74E-05           1050200200073 
 1.26       1.50        6.180E+00   1.12E-05   1.12E-05           1050200200074 
 1.26       1.50        6.387E+00   2.49E-05   1.14E-05           1050200200075 
 1.26       1.50        6.560E+00   9.44E-06   1.19E-05           1050200200076 
 1.26       1.50        6.680E+00  -6.39E-06   1.08E-05           1050200200077 
 1.26       1.50        6.800E+00  -8.83E-06   1.18E-05           1050200200078 
 1.26       1.50        6.980E+00   5.54E-06   6.05E-06           1050200200079 
 1.26       1.50        7.160E+00   1.72E-05   6.35E-06           1050200200080 
 1.26       1.50        7.280E+00   1.42E-05   5.39E-06           1050200200081 
 1.26       1.50        7.460E+00   6.25E-06   2.64E-06           1050200200082 
 1.26       1.50        7.640E+00   1.30E-06   2.38E-06           1050200200083 
 1.26       1.50        7.760E+00  -4.38E-08   2.04E-06           1050200200084 
 1.26       1.50        7.960E+00   3.27E-07   1.12E-06           1050200200085 
 1.26       1.50        8.170E+00   5.39E-07   8.56E-07           1050200200086 
 1.26       1.50        8.310E+00   2.66E-07   6.25E-07           1050200200087 
 1.26       1.50        8.450E+00   3.15E-08   4.35E-07           1050200200088 
 1.26       1.50        8.590E+00   1.16E-07   3.67E-07           1050200200089 
 1.26       1.50        8.730E+00   1.86E-07   2.81E-07           1050200200090 
 1.26       1.50        8.870E+00   2.21E-07   2.23E-07           1050200200091 
 1.26       1.50        9.010E+00   2.65E-07   1.98E-07           1050200200092 
 1.26       1.50        9.227E+00   2.26E-07   1.14E-07           1050200200093 
 1.26       1.50        9.460E+00   1.33E-07   1.25E-07           1050200200094 
 1.26       1.50        9.620E+00   8.79E-08   1.38E-07           1050200200095 
 1.26       1.50        9.780E+00   7.12E-08   1.40E-07           1050200200096 
 1.26       1.50        9.940E+00   8.03E-08   1.36E-07           1050200200097 
 1.26       1.50        1.010E+01   1.17E-07   1.25E-07           1050200200098 
 1.26       1.50        1.026E+01   1.27E-07   9.79E-08           1050200200099 
 1.26       1.50        1.042E+01   1.04E-07   8.96E-08           1050200200100 
 1.26       1.50        1.058E+01   7.66E-08   8.63E-08           1050200200101 
 1.50       1.75        9.100E-01   1.50E-04   3.09E-04           1050200200102 
 1.50       1.75        9.300E-01   3.02E-04   2.85E-04           1050200200103 
 1.50       1.75        9.500E-01   2.55E-04   3.10E-04           1050200200104 
 1.50       1.75        9.700E-01   5.27E-05   2.91E-04           1050200200105 
 1.50       1.75        1.000E+00  -1.18E-05   3.14E-04           1050200200106 
 1.50       1.75        1.040E+00   1.57E-04   2.69E-04           1050200200107 
 1.50       1.75        1.080E+00   2.88E-04   2.74E-04           1050200200108 
 1.50       1.75        1.120E+00   2.27E-03   2.80E-04           1050200200109 
 1.50       1.75        1.160E+00   7.73E-03   2.89E-04           1050200200110 
 1.50       1.75        1.200E+00   1.32E-02   3.23E-04           1050200200111 
 1.50       1.75        1.240E+00   1.33E-02   2.91E-04           1050200200112 
 1.50       1.75        1.280E+00   1.22E-02   2.58E-04           1050200200113 
 1.50       1.75        1.320E+00   1.12E-02   2.10E-04           1050200200114 
 1.50       1.75        1.360E+00   8.35E-03   1.90E-04           1050200200115 
 1.50       1.75        1.400E+00   5.32E-03   1.50E-04           1050200200116 
 1.50       1.75        1.440E+00   3.26E-03   1.25E-04           1050200200117 
 1.50       1.75        1.480E+00   1.74E-03   9.58E-05           1050200200118 
 1.50       1.75        1.520E+00   7.66E-04   7.18E-05           1050200200119 
 1.50       1.75        1.560E+00   2.99E-04   6.15E-05           1050200200120 
 1.50       1.75        1.600E+00   9.67E-05   5.71E-05           1050200200121 
 1.50       1.75        1.640E+00   9.03E-06   4.52E-05           1050200200122 
 1.50       1.75        1.680E+00   1.15E-05   4.23E-05           1050200200123 
 1.50       1.75        1.720E+00   5.32E-05   4.32E-05           1050200200124 
 1.50       1.75        1.760E+00   8.77E-05   3.59E-05           1050200200125 
 1.50       1.75        1.800E+00   8.13E-05   4.21E-05           1050200200126 
 1.50       1.75        1.850E+00   2.54E-05   3.43E-05           1050200200127 
 1.50       1.75        1.910E+00  -6.77E-06   3.72E-05           1050200200128 
 1.50       1.75        1.970E+00   5.59E-06   3.49E-05           1050200200129 
 1.50       1.75        2.090E+00  -1.25E-05   2.03E-05           1050200200130 
 1.50       1.75        2.240E+00   2.96E-05   2.64E-05           1050200200131 
 1.50       1.75        2.390E+00   2.28E-05   2.00E-05           1050200200132 
 1.50       1.75        2.570E+00  -2.16E-05   1.47E-05           1050200200133 
 1.50       1.75        2.720E+00  -2.80E-05   1.82E-05           1050200200134 
 1.50       1.75        2.870E+00   2.58E-05   1.66E-05           1050200200135 
 1.50       1.75        3.053E+00   3.81E-05   1.67E-05           1050200200136 
 1.50       1.75        3.220E+00   2.70E-05   1.90E-05           1050200200137 
 1.50       1.75        3.380E+00   3.99E-05   1.74E-05           1050200200138 
 1.50       1.75        3.540E+00   9.23E-06   1.59E-05           1050200200139 
 1.50       1.75        3.700E+00   1.76E-05   1.79E-05           1050200200140 
 1.50       1.75        3.860E+00  -5.32E-06   1.65E-05           1050200200141 
 1.50       1.75        4.020E+00  -3.25E-05   1.38E-05           1050200200142 
 1.50       1.75        4.180E+00  -9.96E-06   1.54E-05           1050200200143 
 1.50       1.75        4.340E+00  -4.42E-06   1.55E-05           1050200200144 
 1.50       1.75        4.460E+00  -2.28E-06   2.01E-05           1050200200145 
 1.50       1.75        4.587E+00   4.78E-06   1.39E-05           1050200200146 
 1.50       1.75        4.780E+00   1.94E-05   1.35E-05           1050200200147 
 1.50       1.75        4.930E+00   2.11E-05   1.93E-05           1050200200148 
 1.50       1.75        5.080E+00  -5.29E-06   1.29E-05           1050200200149 
 1.50       1.75        5.280E+00  -2.71E-05   1.14E-05           1050200200150 
 1.50       1.75        5.430E+00  -1.46E-05   1.74E-05           1050200200151 
 1.50       1.75        5.580E+00   1.91E-05   1.18E-05           1050200200152 
 1.50       1.75        5.730E+00   3.28E-05   1.46E-05           1050200200153 
 1.50       1.75        5.880E+00   6.60E-06   9.86E-06           1050200200154 
 1.50       1.75        6.030E+00  -9.37E-06   1.32E-05           1050200200155 
 1.50       1.75        6.180E+00   2.24E-06   9.69E-06           1050200200156 
 1.50       1.75        6.387E+00   1.73E-05   9.26E-06           1050200200157 
 1.50       1.75        6.560E+00   1.55E-05   1.06E-05           1050200200158 
 1.50       1.75        6.680E+00   2.58E-06   1.20E-05           1050200200159 
 1.50       1.75        6.800E+00  -7.37E-06   1.06E-05           1050200200160 
 1.50       1.75        6.980E+00  -8.85E-06   4.41E-06           1050200200161 
 1.50       1.75        7.160E+00   4.00E-06   6.76E-06           1050200200162 
 1.50       1.75        7.280E+00   5.88E-06   4.83E-06           1050200200163 
 1.50       1.75        7.460E+00  -9.90E-07   2.57E-06           1050200200164 
 1.50       1.75        7.640E+00  -4.49E-06   2.80E-06           1050200200165 
 1.50       1.75        7.760E+00  -3.00E-06   2.34E-06           1050200200166 
 1.50       1.75        7.960E+00   1.46E-06   1.18E-06           1050200200167 
 1.50       1.75        8.170E+00   2.93E-06   9.55E-07           1050200200168 
 1.50       1.75        8.310E+00   1.68E-06   1.01E-06           1050200200169 
 1.50       1.75        8.450E+00   6.19E-07   8.76E-07           1050200200170 
 1.50       1.75        8.590E+00   2.24E-07   5.05E-07           1050200200171 
 1.50       1.75        8.730E+00   2.68E-07   4.34E-07           1050200200172 
 1.50       1.75        8.870E+00   2.27E-07   3.59E-07           1050200200173 
 1.50       1.75        9.010E+00   2.06E-08   3.06E-07           1050200200174 
 1.50       1.75        9.227E+00  -9.32E-08   1.67E-07           1050200200175 
 1.50       1.75        9.460E+00   9.30E-08   1.96E-07           1050200200176 
 1.50       1.75        9.620E+00   2.46E-07   1.83E-07           1050200200177 
 1.50       1.75        9.700E+00   3.43E-07   1.65E-07           1050200200178 
 1.50       1.75        9.940E+00   3.75E-07   1.56E-07           1050200200179 
 1.50       1.75        1.010E+01   3.66E-07   1.44E-07           1050200200180 
 1.50       1.75        1.026E+01   2.79E-07   1.21E-07           1050200200181 
 1.50       1.75        1.042E+01   1.29E-07   1.33E-07           1050200200182 
 1.50       1.75        1.058E+01   4.09E-08   1.28E-07           1050200200183 
 1.75       1.99        9.100E-01   2.55E-04   5.66E-04           1050200200184 
 1.75       1.99        9.300E-01   1.41E-04   5.46E-04           1050200200185 
 1.75       1.99        9.500E-01   5.19E-05   6.35E-04           1050200200186 
 1.75       1.99        9.700E-01  -2.57E-06   5.84E-04           1050200200187 
 1.75       1.99        1.000E+00  -2.16E-04   5.94E-04           1050200200188 
 1.75       1.99        1.040E+00  -1.34E-04   5.79E-04           1050200200189 
 1.75       1.99        1.080E+00   5.00E-04   5.17E-04           1050200200190 
 1.75       1.99        1.120E+00   3.56E-03   5.34E-04           1050200200191 
 1.75       1.99        1.160E+00   1.23E-02   5.26E-04           1050200200192 
 1.75       1.99        1.200E+00   2.01E-02   5.88E-04           1050200200193 
 1.75       1.99        1.240E+00   2.64E-02   5.93E-04           1050200200194 
 1.75       1.99        1.280E+00   3.76E-02   5.85E-04           1050200200195 
 1.75       1.99        1.320E+00   4.31E-02   5.93E-04           1050200200196 
 1.75       1.99        1.360E+00   3.31E-02   4.19E-04           1050200200197 
 1.75       1.99        1.400E+00   1.84E-02   3.03E-04           1050200200198 
 1.75       1.99        1.440E+00   8.90E-03   2.15E-04           1050200200199 
 1.75       1.99        1.480E+00   4.26E-03   1.50E-04           1050200200200 
 1.75       1.99        1.520E+00   2.08E-03   1.17E-04           1050200200201 
 1.75       1.99        1.560E+00   1.03E-03   1.08E-04           1050200200202 
 1.75       1.99        1.600E+00   4.46E-04   8.72E-05           1050200200203 
 1.75       1.99        1.640E+00   1.55E-04   6.71E-05           1050200200204 
 1.75       1.99        1.680E+00   7.12E-05   6.58E-05           1050200200205 
 1.75       1.99        1.720E+00   7.54E-05   6.02E-05           1050200200206 
 1.75       1.99        1.760E+00   7.68E-05   5.90E-05           1050200200207 
 1.75       1.99        1.800E+00   4.85E-05   5.70E-05           1050200200208 
 1.75       1.99        1.850E+00   2.15E-05   5.54E-05           1050200200209 
 1.75       1.99        1.910E+00   3.39E-05   5.51E-05           1050200200210 
 1.75       1.99        1.970E+00   3.87E-05   5.22E-05           1050200200211 
 1.75       1.99        2.030E+00   1.94E-05   5.18E-05           1050200200212 
 1.75       1.99        2.090E+00   2.91E-05   5.36E-05           1050200200213 
 1.75       1.99        2.150E+00   7.44E-05   5.52E-05           1050200200214 
 1.75       1.99        2.210E+00   7.68E-05   4.98E-05           1050200200215 
 1.75       1.99        2.270E+00   3.61E-05   4.43E-05           1050200200216 
 1.75       1.99        2.330E+00   1.70E-05   3.79E-05           1050200200217 
 1.75       1.99        2.390E+00   2.93E-05   3.41E-05           1050200200218 
 1.75       1.99        2.450E+00   5.94E-05   3.57E-05           1050200200219 
 1.75       1.99        2.510E+00   8.32E-05   3.45E-05           1050200200220 
 1.75       1.99        2.570E+00   7.32E-05   3.46E-05           1050200200221 
 1.75       1.99        2.630E+00   3.70E-05   3.57E-05           1050200200222 
 1.75       1.99        2.690E+00   1.01E-05   3.40E-05           1050200200223 
 1.75       1.99        2.750E+00   6.48E-06   3.56E-05           1050200200224 
 1.75       1.99        2.810E+00   5.98E-06   3.54E-05           1050200200225 
 1.75       1.99        2.870E+00  -4.97E-06   3.48E-05           1050200200226 
 1.75       1.99        2.930E+00  -1.77E-05   3.41E-05           1050200200227 
 1.75       1.99        2.990E+00  -2.66E-05   2.62E-05           1050200200228 
 1.75       1.99        3.050E+00  -2.21E-05   2.61E-05           1050200200229 
 1.75       1.99        3.110E+00  -1.61E-05   2.63E-05           1050200200230 
 1.75       1.99        3.180E+00  -1.72E-05   2.68E-05           1050200200231 
 1.75       1.99        3.260E+00  -1.20E-05   2.80E-05           1050200200232 
 1.75       1.99        3.340E+00   6.43E-06   3.40E-05           1050200200233 
 1.75       1.99        3.420E+00   2.40E-05   3.43E-05           1050200200234 
 1.75       1.99        3.500E+00   4.28E-05   3.44E-05           1050200200235 
 1.75       1.99        3.580E+00   5.03E-05   2.98E-05           1050200200236 
 1.75       1.99        3.660E+00   4.48E-05   3.32E-05           1050200200237 
 1.75       1.99        3.740E+00   4.16E-05   3.21E-05           1050200200238 
 1.75       1.99        3.820E+00   2.54E-05   3.18E-05           1050200200239 
 1.75       1.99        3.900E+00   4.88E-06   2.94E-05           1050200200240 
 1.75       1.99        3.980E+00  -1.28E-05   3.02E-05           1050200200241 
 1.75       1.99        4.060E+00  -2.49E-05   2.41E-05           1050200200242 
 1.75       1.99        4.140E+00  -1.04E-05   3.07E-05           1050200200243 
 1.75       1.99        4.220E+00   2.53E-06   2.46E-05           1050200200244 
 1.75       1.99        4.300E+00   2.37E-05   2.96E-05           1050200200245 
 1.75       1.99        4.380E+00   3.76E-05   2.65E-05           1050200200246 
 1.75       1.99        4.460E+00   3.56E-05   2.57E-05           1050200200247 
 1.75       1.99        4.540E+00   1.45E-05   2.52E-05           1050200200248 
 1.75       1.99        4.630E+00  -1.11E-05   2.36E-05           1050200200249 
 1.75       1.99        4.730E+00  -2.61E-05   1.59E-05           1050200200250 
 1.75       1.99        4.830E+00  -1.67E-05   2.35E-05           1050200200251 
 1.75       1.99        4.930E+00  -3.22E-06   2.12E-05           1050200200252 
 1.75       1.99        5.030E+00   1.82E-05   2.19E-05           1050200200253 
 1.75       1.99        5.130E+00   1.90E-05   1.78E-05           1050200200254 
 1.75       1.99        5.230E+00   2.41E-06   1.47E-05           1050200200255 
 1.75       1.99        5.330E+00  -1.59E-05   1.89E-05           1050200200256 
 1.75       1.99        5.430E+00  -3.20E-05   2.03E-05           1050200200257 
 1.75       1.99        5.530E+00  -2.94E-05   1.64E-05           1050200200258 
 1.75       1.99        5.630E+00  -6.13E-06   1.70E-05           1050200200259 
 1.75       1.99        5.730E+00   1.64E-05   2.19E-05           1050200200260 
 1.75       1.99        5.830E+00   3.05E-05   2.09E-05           1050200200261 
 1.75       1.99        5.930E+00   3.83E-05   1.61E-05           1050200200262 
 1.75       1.99        6.030E+00   3.19E-05   1.33E-05           1050200200263 
 1.75       1.99        6.130E+00   2.18E-05   1.95E-05           1050200200264 
 1.75       1.99        6.230E+00  -3.29E-06   1.96E-05           1050200200265 
 1.75       1.99        6.330E+00  -2.52E-05   1.55E-05           1050200200266 
 1.75       1.99        6.440E+00  -3.05E-05   1.29E-05           1050200200267 
 1.75       1.99        6.560E+00  -2.10E-05   1.35E-05           1050200200268 
 1.75       1.99        6.680E+00   3.03E-06   1.33E-05           1050200200269 
 1.75       1.99        6.800E+00   2.37E-05   1.04E-05           1050200200270 
 1.75       1.99        6.920E+00   3.40E-05   9.48E-06           1050200200271 
 1.75       1.99        7.040E+00   2.79E-05   8.71E-06           1050200200272 
 1.75       1.99        7.160E+00   1.51E-05   7.08E-06           1050200200273 
 1.75       1.99        7.280E+00   2.97E-06   5.28E-06           1050200200274 
 1.75       1.99        7.400E+00  -2.47E-06   4.69E-06           1050200200275 
 1.75       1.99        7.520E+00  -3.32E-06   4.61E-06           1050200200276 
 1.75       1.99        7.640E+00  -2.31E-06   3.68E-06           1050200200277 
 1.75       1.99        7.760E+00  -1.07E-06   2.79E-06           1050200200278 
 1.75       1.99        7.890E+00   1.25E-06   2.58E-06           1050200200279 
 1.75       1.99        8.030E+00   3.63E-06   2.06E-06           1050200200280 
 1.75       1.99        8.170E+00   4.17E-06   1.56E-06           1050200200281 
 1.75       1.99        8.310E+00   2.62E-06   1.11E-06           1050200200282 
 1.75       1.99        8.450E+00   7.94E-07   6.84E-07           1050200200283 
 1.75       1.99        8.590E+00   1.63E-07   4.22E-07           1050200200284 
 1.75       1.99        8.730E+00   2.82E-07   3.58E-07           1050200200285 
 1.75       1.99        8.870E+00   4.57E-07   3.25E-07           1050200200286 
 1.75       1.99        9.010E+00   4.36E-07   3.02E-07           1050200200287 
 1.75       1.99        9.150E+00   3.85E-07   2.54E-07           1050200200288 
 1.75       1.99        9.300E+00   3.49E-07   2.35E-07           1050200200289 
 1.75       1.99        9.460E+00   3.32E-07   2.49E-07           1050200200290 
 1.75       1.99        9.620E+00   2.04E-07   2.48E-07           1050200200291 
 1.75       1.99        9.780E+00   1.01E-07   2.18E-07           1050200200292 
 1.75       1.99        9.940E+00   5.18E-08   2.01E-07           1050200200293 
 1.75       1.99        1.010E+01   3.83E-08   2.01E-07           1050200200294 
 1.75       1.99        1.026E+01   3.39E-08   1.57E-07           1050200200295 
 1.75       1.99        1.042E+01   1.47E-08   1.56E-07           1050200200296 
 1.75       1.99        1.058E+01   1.68E-08   1.55E-07           1050200200297 
 1.99       2.49        9.100E-01  -4.63E-04   1.22E-03           1050200200298 
 1.99       2.49        9.300E-01  -3.79E-04   1.16E-03           1050200200299 
 1.99       2.49        9.500E-01  -1.29E-04   1.31E-03           1050200200300 
 1.99       2.49        9.700E-01  -6.86E-04   1.23E-03           1050200200301 
 1.99       2.49        1.000E+00  -1.85E-03   1.32E-03           1050200200302 
 1.99       2.49        1.040E+00  -3.75E-04   1.23E-03           1050200200303 
 1.99       2.49        1.080E+00   9.83E-04   1.14E-03           1050200200304 
 1.99       2.49        1.120E+00   5.65E-03   1.05E-03           1050200200305 
 1.99       2.49        1.160E+00   2.22E-02   1.11E-03           1050200200306 
 1.99       2.49        1.200E+00   4.14E-02   1.15E-03           1050200200307 
 1.99       2.49        1.240E+00   5.77E-02   1.23E-03           1050200200308 
 1.99       2.49        1.280E+00   9.40E-02   1.32E-03           1050200200309 
 1.99       2.49        1.320E+00   1.24E-01   1.26E-03           1050200200310 
 1.99       2.49        1.360E+00   1.04E-01   8.97E-04           1050200200311 
 1.99       2.49        1.400E+00   5.90E-02   5.60E-04           1050200200312 
 1.99       2.49        1.440E+00   2.76E-02   3.73E-04           1050200200313 
 1.99       2.49        1.480E+00   1.27E-02   2.32E-04           1050200200314 
 1.99       2.49        1.520E+00   6.40E-03   1.64E-04           1050200200315 
 1.99       2.49        1.560E+00   3.34E-03   1.81E-04           1050200200316 
 1.99       2.49        1.600E+00   1.66E-03   1.20E-04           1050200200317 
 1.99       2.49        1.640E+00   7.30E-04   8.50E-05           1050200200318 
 1.99       2.49        1.680E+00   3.62E-04   8.71E-05           1050200200319 
 1.99       2.49        1.720E+00   2.63E-04   8.02E-05           1050200200320 
 1.99       2.49        1.760E+00   2.42E-04   7.52E-05           1050200200321 
 1.99       2.49        1.800E+00   2.18E-04   6.72E-05           1050200200322 
 1.99       2.49        1.850E+00   1.62E-04   6.44E-05           1050200200323 
 1.99       2.49        1.910E+00   1.07E-04   6.01E-05           1050200200324 
 1.99       2.49        1.970E+00   8.23E-05   6.05E-05           1050200200325 
 1.99       2.49        2.030E+00   6.34E-05   5.50E-05           1050200200326 
 1.99       2.49        2.090E+00   4.58E-05   5.57E-05           1050200200327 
 1.99       2.49        2.150E+00   6.56E-05   5.94E-05           1050200200328 
 1.99       2.49        2.210E+00   8.98E-05   5.50E-05           1050200200329 
 1.99       2.49        2.270E+00   7.84E-05   4.99E-05           1050200200330 
 1.99       2.49        2.330E+00   6.28E-05   4.69E-05           1050200200331 
 1.99       2.49        2.390E+00   5.73E-05   4.57E-05           1050200200332 
 1.99       2.49        2.450E+00   6.55E-05   4.37E-05           1050200200333 
 1.99       2.49        2.510E+00   8.66E-05   4.29E-05           1050200200334 
 1.99       2.49        2.570E+00   8.89E-05   4.05E-05           1050200200335 
 1.99       2.49        2.630E+00   5.49E-05   3.73E-05           1050200200336 
 1.99       2.49        2.690E+00   1.87E-05   3.61E-05           1050200200337 
 1.99       2.49        2.750E+00   9.07E-06   3.52E-05           1050200200338 
 1.99       2.49        2.810E+00   1.61E-05   3.38E-05           1050200200339 
 1.99       2.49        2.870E+00   1.91E-05   3.45E-05           1050200200340 
 1.99       2.49        2.930E+00   1.10E-05   3.47E-05           1050200200341 
 1.99       2.49        2.990E+00   1.38E-06   3.27E-05           1050200200342 
 1.99       2.49        3.119E+00   1.72E-06   1.78E-05           1050200200343 
 1.99       2.49        3.380E+00   1.26E-05   1.51E-05           1050200200344 
 1.99       2.49        3.660E+00   1.42E-05   1.74E-05           1050200200345 
 1.99       2.49        3.900E+00   3.74E-05   1.64E-05           1050200200346 
 1.99       2.49        4.140E+00  -1.60E-06   1.50E-05           1050200200347 
 1.99       2.49        4.380E+00  -4.91E-06   1.38E-05           1050200200348 
 1.99       2.49        4.637E+00  -3.29E-06   1.23E-05           1050200200349 
 1.99       2.49        4.880E+00   3.87E-06   1.34E-05           1050200200350 
 1.99       2.49        5.130E+00   1.41E-05   1.18E-05           1050200200351 
 1.99       2.49        5.380E+00   5.64E-06   1.34E-05           1050200200352 
 1.99       2.49        5.630E+00   6.27E-06   1.04E-05           1050200200353 
 1.99       2.49        5.930E+00   4.18E-06   9.21E-06           1050200200354 
 1.99       2.49        6.180E+00  -3.82E-06   1.09E-05           1050200200355 
 1.99       2.49        6.387E+00   4.94E-06   1.01E-05           1050200200356 
 1.99       2.49        6.620E+00   1.67E-06   7.61E-06           1050200200357 
 1.99       2.49        6.920E+00   1.55E-05   6.00E-06           1050200200358 
 1.99       2.49        7.220E+00   8.43E-06   4.98E-06           1050200200359 
 1.99       2.49        7.460E+00   4.49E-06   3.26E-06           1050200200360 
 1.99       2.49        7.702E+00   7.08E-07   2.17E-06           1050200200361 
