ENTRY            11314   19810428                             00001131400000001 
SUBENT        11314001   19810428                             00001131400100001 
BIB                  6          8                                 1131400100002 
INSTITUTE  (1USAORL)                                              1131400100003 
REFERENCE  (J,PR,98,728,5505)                                     1131400100004 
AUTHOR     (J.L.FOWLER,C.H.JOHNSON)                               1131400100005 
TITLE      DIFFERENTIAL ELASTIC SCATTERING CROSS SECTIONS FOR     1131400100006 
           NEUTRONS ON NITROGEN.                                  1131400100007 
STATUS     (SCSRS)                                                1131400100008 
HISTORY    (760714T) TRANSLATED FROM SCISRS                       1131400100009 
           (810428A) CONVERTED TO REACTION FORMALISM              1131400100010 
ENDBIB               8          0                                 1131400100011 
NOCOMMON             0          0                                 1131400100012 
ENDSUBENT           11          0                                 1131400199999 
SUBENT        11314002   19810428                             00001131400200001 
BIB                  3          4                                 1131400200002 
REACTION   (7-N-14(N,EL)7-N-14,,DA)                               1131400200003 
DETECTOR   (PROPC)    PROPORTIONAL COUNTER                        1131400200004 
STATUS     (CURVE) READ FROM CURVES RECEIVED IN PRIVATE           1131400200005 
            COMMUNICATION, FOWLER, 1955.                          1131400200006 
ENDBIB               4          0                                 1131400200007 
NOCOMMON             0          0                                 1131400200008 
DATA                 4        332                                 1131400200009 
EN         EN-RSL     COS-CM     DATA-CM                          1131400200010 
MEV        MEV        NO-DIM     MB/SR                            1131400200011 
 8.00   -01 5.0    -02 0.85       1.64   +02                      1131400200012 
 8.00   -01 5.0    -02 0.65       1.70   +02                      1131400200013 
 8.00   -01 5.0    -02 0.46       1.57   +02                      1131400200014 
 8.00   -01 5.0    -02 0.27000    1.67   +02                      1131400200015 
 8.00   -01 5.0    -02 0.07       1.51   +02                      1131400200016 
 8.00   -01 5.0    -02-0.11       1.56   +02                      1131400200017 
 8.00   -01 5.0    -02-0.31       1.65   +02                      1131400200018 
 8.00   -01 5.0    -02-0.51       1.43   +02                      1131400200019 
 8.00   -01 5.0    -02-0.70       1.28   +02                      1131400200020 
 9.70   -01 2.0    -02 0.49000    9.0    +01                      1131400200021 
 9.70   -01 2.0    -02 0.45000    8.8    +01                      1131400200022 
 9.70   -01 2.0    -02 0.42000    8.3    +01                      1131400200023 
 9.70   -01 2.0    -02 0.39000    7.6    +01                      1131400200024 
 9.70   -01 2.0    -02 0.36000    7.6    +01                      1131400200025 
 9.70   -01 2.0    -02 0.31000    7.6    +01                      1131400200026 
 9.70   -01 2.0    -02 0.28000    8.0    +01                      1131400200027 
 9.70   -01 2.0    -02 0.24000    8.3    +01                      1131400200028 
 9.70   -01 2.0    -02 0.20000    8.2    +01                      1131400200029 
 9.70   -01 2.0    -02 0.17000    7.8    +01                      1131400200030 
 9.70   -01 2.0    -02 0.14000    7.8    +01                      1131400200031 
 9.70   -01 2.0    -02 0.10000    7.5    +01                      1131400200032 
 9.70   -01 2.0    -02 0.06000    7.6    +01                      1131400200033 
 9.70   -01 2.0    -02 0.02000    7.8    +01                      1131400200034 
 9.70   -01 2.0    -02-0.0100     8.0    +01                      1131400200035 
 9.70   -01 2.0    -02-0.0400     8.0    +01                      1131400200036 
 9.70   -01 2.0    -02-0.0800     7.3    +01                      1131400200037 
 9.70   -01 2.0    -02-0.1200     7.8    +01                      1131400200038 
 9.70   -01 2.0    -02-0.1600     8.0    +01                      1131400200039 
 9.70   -01 2.0    -02-0.1900     7.0    +01                      1131400200040 
 9.70   -01 2.0    -02-0.2200     7.6    +01                      1131400200041 
 9.70   -01 2.0    -02-0.2600     7.6    +01                      1131400200042 
 9.70   -01 2.0    -02-0.3000     7.4    +01                      1131400200043 
 9.70   -01 2.0    -02-0.3400     7.3    +01                      1131400200044 
 9.70   -01 2.0    -02-0.3800     7.3    +01                      1131400200045 
 9.70   -01 2.0    -02-0.4100     7.0    +01                      1131400200046 
 9.70   -01 2.0    -02-0.4600     7.0    +01                      1131400200047 
 9.70   -01 2.0    -02-0.4900     6.6    +01                      1131400200048 
