ENTRY            10620   20160219                             141710620  0    1 
SUBENT        10620001   20160219                             141710620  1    1 
BIB                  7         12                                 10620  1    2 
TITLE      Intermediate structure studies of 234U cross sections  10620  1    3 
AUTHOR     (G.D.James,J.W.T.Dabbs,J.A.Harvey,N.W.Hill,            10620  1    4 
           R.H.Schindler)                                         10620  1    5 
REFERENCE  (J,PR/C,15,2083,197706)                                10620  1    6 
           #doi:10.1103/PhysRevC.15.2083                          10620  1    7 
INSTITUTE  (1USAORL)                                              10620  1    8 
FACILITY   (LINAC,1USAORL) Oak Ridge electron linear accelerator  10620  1    9 
STATUS     (APRVD) Approved by J.W.T.Dabbs, 1981/7/21.            10620  1   10 
HISTORY    (19770726C)                                            10620  1   11 
           (19990401A) dates updated, converted to lower case.    10620  1   12 
           (20160219A) BP: Updated to latest standards, digitized 10620  1   13 
           figures for subentry 5.                                10620  1   14 
ENDBIB              12          0                                 10620  1   15 
NOCOMMON             0          0                                 10620  1   16 
ENDSUBENT           15          0                                 10620  199999 
SUBENT        10620002   20160219                             141710620  2    1 
BIB                  7         19                                 10620  2    2 
REACTION  1(92-U-234(N,0),,EN)                                    10620  2    3 
          2(92-U-234(N,EL),,WID)                                  10620  2    4 
          3(92-U-234(N,F),,WID)                                   10620  2    5 
ANALYSIS   (AREA) Harvey-Atta area analysis of transmission data  10620  2    6 
           and area analysis of fission cross section             10620  2    7 
           resonances. Total width assumed to Be sum of neutron   10620  2    8 
           width, radiative width, and fission width.             10620  2    9 
ASSUMED    (ASSUM,92-U-234(N,G),,WID)                             10620  2   10 
ERR-ANALYS (DATA-ERR) Data errors given are statistical errors    10620  2   11 
           arising from fitting of data.                          10620  2   12 
COMMENT   3Negative values of the fission widths occur by         10620  2   13 
           statistical chance when, at an energy where a          10620  2   14 
           resonance is indicated by the total cross section, the 10620  2   15 
           fission cross section is lower than the background     10620  2   16 
           value derived from extended regions of the data which  10620  2   17 
           are free from resonances.                              10620  2   18 
STATUS     (TABLE) Table III, page 2088.                          10620  2   19 
HISTORY    (19840217A) Resonance energy corrected, private comm., 10620  2   20 
                       Dabbs, 84/2/16.                            10620  2   21 
ENDBIB              19          0                                 10620  2   22 
COMMON               1          3                                 10620  2   23 
ASSUM     2                                                       10620  2   24 
MILLI-EV                                                          10620  2   25 
        40.                                                       10620  2   26 
ENDCOMMON            3          0                                 10620  2   27 
DATA                 6        118                                 10620  2   28 
DATA      1DATA      2DATA-ERR  2DATA      3+DATA-ERR 3-DATA-ERR 310620  2   29 
EV         MILLI-EV   MILLI-EV   MILLI-EV   MILLI-EV   MILLI-EV   10620  2   30 
    5.16      3.920      0.020     0.01822    0.00091     0.00091 10620  2   31 
   22.74      0.0180     0.0018    0.00125    0.0044      0.0044  10620  2   32 
   23.42      0.160      0.020     0.00327    0.00088     0.00088 10620  2   33 
   31.13      7.20       0.79      0.0086     0.0011      0.0011  10620  2   34 
   45.61      0.430      0.031     0.0667     0.0068      0.0068  10620  2   35 
   48.56      8.73       0.47      0.0000     0.0010      0.0010  10620  2   36 
   77.38     10.28       0.93      0.00444    0.00053     0.00053 10620  2   37 
   94.29     41.7        2.3       0.0335     0.0026      0.0026  10620  2   38 
  106.13      4.05       0.28      0.0911     0.0080      0.0080  10620  2   39 
  111.06     18.5        1.4       0.308      0.028       0.028   10620  2   40 
  146.25     13.39       0.74      0.0288     0.0023      0.0023  10620  2   41 
  152.16     17.88       0.75      0.0216     0.0016      0.0016  10620  2   42 
  176.18     39.3        1.4       0.0896     0.0057      0.0057  10620  2   43 
  182.49     47.1        1.6       0.114      0.0071      0.0071  10620  2   44 
  187.52     54.2        1.8       0.0175     0.0012      0.0012  10620  2   45 
  194.35      0.526      0.068    -0.0042     0.0048      0.0048  10620  2   46 
  208.4       5.51       0.38      0.0381     0.0038      0.0038  10620  2   47 
  220.9       0.341      0.048     0.00891    0.0051      0.0051  10620  2   48 
  226.7       1.59       0.16      0.0397     0.0061      0.0061  10620  2   49 
  237.8       5.09       0.21      0.0130     0.0018      0.0018  10620  2   50 
  254.3       1.48       0.12      0.676      0.066       0.066   10620  2   51 
  258.3       6.03       0.26      0.189      0.013       0.013   10620  2   52 
  276.5       5.77       0.24      0.0688     0.0055      0.0055  10620  2   53 
  290.7      37.2        1.5       0.177      0.0098      0.0098  10620  2   54 
  307.5      16.40       0.72      0.150      0.0106      0.0106  10620  2   55 
  322.6      22.60       0.95      0.0211     0.0020      0.0020  10620  2   56 
  331.4       1.05       0.16      0.0823     0.019       0.019   10620  2   57 
  349.7      35.90       1.9       0.165      0.013       0.013   10620  2   58 
  359.1      40.30       2.1       0.0070     0.0010      0.0010  10620  2   59 
  364.0       0.90       0.17      0.326      0.069       0.069   10620  2   60 
  387.6       0.79       0.24      1.80       0.54        0.54    10620  2   61 
  391.0      15.80       0.82      0.728      0.053       0.053   10620  2   62 
  412.6       8.10       0.54      0.274      0.024       0.024   10620  2   63 
  436.3       5.14       0.36      0.0102     0.0023      0.0023  10620  2   64 
  440.9       2.44       0.27      1.10       0.13        0.13    10620  2   65 
  455.3      18.94       0.93      4.15       0.20        0.20    10620  2   66 
  464.2      14.79       0.63      0.491      0.024       0.024   10620  2   67 
