ENTRY            D0368   20060724                             D048D036800000001 
SUBENT        D0368001   20060724                             D048D036800100001 
BIB                 11         36                                 D036800100002 
TITLE      A detailed study of the 12C(d,p0)13C reaction at       D036800100003 
           detector angles between 135. and 170. degrees for the  D036800100004 
           energy range Ed,lab=900-2000 keV                       D036800100005 
AUTHOR     (M.Kokkoris,P.Misailides,S.Kossionides,Ch.Zarkadas,    D036800100006 
           A.Lagoyannis,R.Vlastou,C.T.Papadopoulos,A.Kontos)      D036800100007 
INSTITUTE  (2GRCATH)                                              D036800100008 
           (2GRCGRC) National Technical University of Athens,     D036800100009 
           Zografou Campus 157 80, Athens, Greece;                D036800100010 
           Aristotle University, GR-54006, Thessaloniki, Greece   D036800100011 
REFERENCE  (J,NIM/B,249,77,2006)                                  D036800100012 
           (C,2005SEVILL,,2005) The report was presented at       D036800100013 
           IBA-17 CONFERENCE, Sevilla, Spain, 2005                D036800100014 
FACILITY   (VDGT,2GRCATH)                                         D036800100015 
METHOD     (BCINT) A long Faraday cup was implemented for the     D036800100016 
           charge collection, while voltage suppression (300 V)   D036800100017 
           was employed in front of the collimator set and        D036800100018 
           on target.                                             D036800100019 
SAMPLE     The high-purity (99.9%) self-supported natural carbon  D036800100020 
           foils (98.9% 12C - 1.1% 13C) used as targets had a     D036800100021 
           nominal thickness of approx. 1x10**18 at/cm2 and were  D036800100022 
           placed at a distance of approx. 27 cm from the         D036800100023 
           detectors.                                             D036800100024 
DETECTOR   (SI) The detection system consisted of five            D036800100025 
            (300-2000 mu-m thickness) Si surface barrier          D036800100026 
           detectors (4 rotating, set at 10. degr. intervals,     D036800100027 
           and 1 fixed at 160. degr. as monitor)                  D036800100028 
ERR-ANALYS (EN-ERR) The maximum error in the                      D036800100029 
           determination of energy                                D036800100030 
           (ERR-T) The overall error in the absolute differential D036800100031 
           cross section measurements. The main source of error   D036800100032 
           was the variation in the target thickness due to       D036800100033 
           carbon buildup and/or sputtering.                      D036800100034 
STATUS     (TABLE) Data received from Dr. M.Kokkoris              D036800100035 
           (APRVD) Entry was approved by Dr. M.Kokkoris           D036800100036 
HISTORY    (20051027C) SD                                         D036800100037 
           (20060716U) New refence was added.                     D036800100038 
ENDBIB              36          0                                 D036800100039 
NOCOMMON             0          0                                 D036800100040 
ENDSUBENT           39          0                                 D036800199999 
SUBENT        D0368002   20051027                             D044D036800200001 
BIB                  2          2                                 D036800200002 
REACTION   (6-C-12(D,P)6-C-13,PAR,DA)                             D036800200003 
EN-SEC     (E-LVL,6-C-13)                                         D036800200004 
ENDBIB               2          0                                 D036800200005 
COMMON               2          3                                 D036800200006 
E-LVL      EN-ERR                                                 D036800200007 
MEV        KEV                                                    D036800200008 
  0.0       2.                                                    D036800200009 
ENDCOMMON            3          0                                 D036800200010 
DATA                 4        360                                 D036800200011 
ANG        EN         DATA       ERR-T                            D036800200012 
ADEG       KEV        MB/SR      MB/SR                            D036800200013 
 135.0       897.        23.4       1.5                           D036800200014 
 135.0       922.        30.9       2.0                           D036800200015 
 135.0       947.        31.2       2.1                           D036800200016 
 135.0       972.        28.8       1.9                           D036800200017 
 135.0       998.        28.0       1.8                           D036800200018 
 135.0      1022.        26.7       1.8                           D036800200019 
 135.0      1047.        28.4       1.9                           D036800200020 
 135.0      1072.        33.0       2.2                           D036800200021 
 135.0      1098.        41.1       2.7                           D036800200022 
 135.0      1123.        53.0       3.5                           D036800200023 
 135.0      1148.        67.4       8.0                           D036800200024 
 135.0      1173.        75.5      10.1                           D036800200025 
 135.0      1198.        76.6       5.2                           D036800200026 
 135.0      1223.        90.9       8.1                           D036800200027 
 135.0      1248.        80.3       7.2                           D036800200028 
 135.0      1273.        75.1       6.7                           D036800200029 
 135.0      1298.        71.9       6.4                           D036800200030 
 135.0      1323.        52.1       4.6                           D036800200031 
 135.0      1348.        42.5       3.8                           D036800200032 
 135.0      1373.        38.3       3.4                           D036800200033 
 135.0      1398.        36.7       3.3                           D036800200034 
 135.0      1423.        34.5       3.1                           D036800200035 
 135.0      1448.        43.0       6.5                           D036800200036 
 135.0      1473.        35.7       3.2                           D036800200037 
 135.0      1498.        34.7       1.9                           D036800200038 
 135.0      1523.        34.6       1.9                           D036800200039 
 135.0      1548.        33.7       1.9                           D036800200040 
 135.0      1573.        33.0       1.9                           D036800200041 
 135.0      1598.        34.1       1.9                           D036800200042 
 135.0      1624.        37.3       2.8                           D036800200043 
 135.0      1648.        28.5       3.8                           D036800200044 
 135.0      1673.        24.6       3.8                           D036800200045 
 135.0      1698.        21.6       1.7                           D036800200046 
 135.0      1723.        22.8       1.3                           D036800200047 
 135.0      1749.        32.6       1.8                           D036800200048 
 135.0      1773.        35.7       2.3                           D036800200049 
 135.0      1799.        32.2       1.8                           D036800200050 
 135.0      1824.        31.9       5.1                           D036800200051 
 135.0      1849.        24.9       3.6                           D036800200052 
 135.0      1874.        24.4       1.4                           D036800200053 
 135.0      1899.        29.6       1.7                           D036800200054 
 135.0      1924.        33.3       1.9                           D036800200055 
 135.0      1949.        36.9       3.2                           D036800200056 
 135.0      1974.        39.2       3.2                           D036800200057 
 135.0      1999.        45.5      10.1                           D036800200058 
 140.0       897.        23.7       1.6                           D036800200059 
 140.0       922.        30.5       2.0                           D036800200060 
 140.0       947.        31.5       2.1                           D036800200061 
 140.0       972.        29.9       2.0                           D036800200062 
 140.0       998.        28.2       1.9                           D036800200063 
 140.0      1022.        27.4       1.8                           D036800200064 
 140.0      1047.        30.0       2.0                           D036800200065 
 140.0      1072.        35.2       2.3                           D036800200066 
 140.0      1098.        44.0       2.9                           D036800200067 
 140.0      1123.        57.2       3.8                           D036800200068 
 140.0      1148.        75.1       8.9                           D036800200069 
 140.0      1173.        82.9      11.1                           D036800200070 
 140.0      1198.        84.5       5.7                           D036800200071 
 140.0      1223.        95.6       8.5                           D036800200072 
 140.0      1248.        85.0       7.6                           D036800200073 
 140.0      1273.        77.7       6.9                           D036800200074 
 140.0      1298.        80.2       7.2                           D036800200075 
 140.0      1323.        65.9       5.9                           D036800200076 
 140.0      1348.        46.4       4.1                           D036800200077 
 140.0      1373.        41.7       3.7                           D036800200078 
 140.0      1398.        38.9       3.5                           D036800200079 
 140.0      1423.        36.8       3.3                           D036800200080 
 140.0      1448.        47.7       7.2                           D036800200081 
 140.0      1473.        38.3       3.4                           D036800200082 
 140.0      1498.        35.8       2.0                           D036800200083 
 140.0      1523.        35.5       2.0                           D036800200084 
 140.0      1548.        33.9       1.9                           D036800200085 
 140.0      1573.        33.2       1.9                           D036800200086 
 140.0      1598.        33.4       1.9                           D036800200087 
 140.0      1624.        36.7       2.8                           D036800200088 
 140.0      1648.        29.1       3.9                           D036800200089 
 140.0      1673.        25.0       3.8                           D036800200090 
 140.0      1698.        21.1       1.7                           D036800200091 
 140.0      1723.        23.0       1.3                           D036800200092 
 140.0      1749.        32.3       1.8                           D036800200093 
 140.0      1773.        35.7       2.3                           D036800200094 
 140.0      1799.        32.7       1.8                           D036800200095 
 140.0      1824.        40.3       6.4                           D036800200096 
 140.0      1849.        23.2       3.4                           D036800200097 
 140.0      1874.        24.3       1.4                           D036800200098 
 140.0      1899.        28.5       1.6                           D036800200099 
 140.0      1924.        32.6       1.8                           D036800200100 
 140.0      1949.        36.9       3.2                           D036800200101 
 140.0      1974.        39.3       3.2                           D036800200102 
 140.0      1999.        44.8      10.0                           D036800200103 
 145.0       897.        23.4       1.3                           D036800200104 
 145.0       922.        31.2       1.8                           D036800200105 
 145.0       947.        32.0       1.8                           D036800200106 
 145.0       972.        29.1       1.6                           D036800200107 
 145.0       998.        28.7       1.6                           D036800200108 
 145.0      1022.        27.5       1.5                           D036800200109 
 145.0      1047.        30.1       1.7                           D036800200110 
 145.0      1072.        36.1       2.0                           D036800200111 
 145.0      1098.        46.2       2.6                           D036800200112 
 145.0      1123.        59.8       3.4                           D036800200113 
 145.0      1148.        78.4       8.9                           D036800200114 
 145.0      1173.        87.9      11.4                           D036800200115 
 145.0      1198.        89.8       5.2                           D036800200116 
 145.0      1223.        83.9       7.5                           D036800200117 
 145.0      1248.        78.8       7.0                           D036800200118 
 145.0      1273.        76.6       6.8                           D036800200119 
 145.0      1298.        78.6       7.0                           D036800200120 
 145.0      1323.        67.5       6.0                           D036800200121 
 145.0      1348.        51.8       4.6                           D036800200122 
 145.0      1373.        45.3       4.0                           D036800200123 
 145.0      1398.        41.5       3.7                           D036800200124 
 145.0      1423.        38.0       3.4                           D036800200125 
 145.0      1448.        55.6       8.4                           D036800200126 
 145.0      1473.        41.3       3.7                           D036800200127 
 145.0      1498.        37.4       2.1                           D036800200128 
 145.0      1523.        37.3       2.1                           D036800200129 
