ENTRY            D0074   20040213                             0000D007400000001 
SUBENT        D0074001   20040213                             0000D007400100001 
BIB                 11         19                                 D007400100002 
TITLE      The elastic scattering of 20.1 - 23.3 MeV              D007400100003 
           alpha - particles by 14N                               D007400100004 
AUTHOR     (J.M.Bolta,A.Garcia,F.Senent,J.B.A.England)            D007400100005 
INSTITUTE  (2SPNVAL,2UK BIR)                                      D007400100006 
REFERENCE  (J,ARS,63,35,1967)                                     D007400100007 
FACILITY   (CYCLO,2UK BIR)                                        D007400100008 
METHOD     (EXTB)                                                 D007400100009 
SAMPLE     Gas target. In seven experiments the gas pressure      D007400100010 
           was 5.63-8.19 cm Hg, gas temp. 16.5-16.7 degr.         D007400100011 
DETECTOR   (PLATE) Ilford K1 emultions, size 5 x 2 inches,        D007400100012 
           100 mu-m thick. 2-7 plates were used.                  D007400100013 
           (SOLST) Au-Si solid state detector. The beam energy    D007400100014 
           was monitored by measuring the energy of the           D007400100015 
           aplha - particles scattered at an angle of 45 degr.    D007400100016 
           by a 0.3 mg/cm2 silver foil.                           D007400100017 
ERR-ANALYS (ERR-S) Statistical error                              D007400100018 
           (ERR-DIG) Digitizing error                             D007400100019 
STATUS     (CURVE) Data points digitized from the fig.            D007400100020 
HISTORY    (20040213C)  SD                                        D007400100021 
ENDBIB              19          0                                 D007400100022 
NOCOMMON             0          0                                 D007400100023 
ENDSUBENT           22          0                                 D007400199999 
SUBENT        D0074002   20040213                             0000D007400200001 
BIB                  2          2                                 D007400200002 
REACTION   (7-N-14(A,EL)7-N-14,,DA)                               D007400200003 
ERR-ANALYS (ANG-ERR-D)   Digitizing error                         D007400200004 
ENDBIB               2          0                                 D007400200005 
COMMON               2          3                                 D007400200006 
ANG-ERR-D  ERR-DIG                                                D007400200007 
ADEG       PER-CENT                                               D007400200008 
  0.5       0.2                                                   D007400200009 
ENDCOMMON            3          0                                 D007400200010 
DATA                 4        157                                 D007400200011 
EN         ANG-CM     DATA-CM    ERR-S                            D007400200012 
MEV        ADEG       MB/SR      MB/SR                            D007400200013 
 20.100     12.194     6516.3     1034.3                          D007400200014 
 20.100     15.620     4023.6     383.06                          D007400200015 
 20.100     19.028     1665.1     350.47                          D007400200016 
 20.100     21.927     478.89     36.141                          D007400200017 
 20.100     24.838     182.60     12.005                          D007400200018 
 20.100     27.808     251.03     15.487                          D007400200019 
 20.100     30.275     274.93     20.751                          D007400200020 
 20.100     31.268     320.89     27.374                          D007400200021 
 20.100     34.712     292.98     27.898                          D007400200022 
 20.100     38.139     184.23     21.248                          D007400200023 
 20.100     40.560     73.514     8.4781                          D007400200024 
 20.100     43.948     19.839     1.3042                          D007400200025 
 20.100     47.407     24.903     1.3968                          D007400200026 
 20.100     49.909     58.553     3.8488                          D007400200027 
 20.100     53.382     100.14     6.5838                          D007400200028 
 20.100     57.330     119.02     11.333                          D007400200029 
 20.100     60.288     124.55     11.860                          D007400200030 
 20.100     62.247     96.545     7.2870                          D007400200031 
 20.100     69.111     47.486     4.9969                          D007400200032 
 20.100     72.510     16.087     1.0577                          D007400200033 
 20.100     74.976     17.459     1.8370                          D007400200034 
 20.100     79.901     16.987     1.4491                          D007400200035 
 20.100     82.362     16.231     1.0669                          D007400200036 
 20.100     83.345     15.369    0.71497                          D007400200037 
 20.100     86.295     13.655     1.0306                          D007400200038 
 20.100     88.741     9.4897    0.99859                          D007400200039 
 20.100     91.691     8.3547    0.79561                          D007400200040 
 20.100     94.144     6.6552    0.50232                          D007400200041 
 20.100     96.632     11.591    0.87483                          D007400200042 
 20.100     101.57     16.675     1.2586                          D007400200043 
 20.100     106.02     23.774     1.7944                          D007400200044 
 20.100     111.45     28.515     1.8743                          D007400200045 
 20.100     113.92     33.586     2.5350                          D007400200046 
 20.100     116.89     43.721     3.3000                          D007400200047 
 20.100     121.82     52.919     3.4789                          D007400200048 
 20.100     126.26     56.394     3.7078                          D007400200049 
 20.100     128.23     60.649     5.1736                          D007400200050 
