ENTRY            D6252   20170308                             D110D625200000001 
SUBENT        D6252001   20170308                             D110D625200100001 
BIB                 12         37                                 D625200100002 
TITLE      Thick target double differential neutron energy        D625200100003 
            distribution from 12C+27Al at 115 MeV                 D625200100004 
AUTHOR     (V.Suman, C.Sunil, S.Nair, S.Paul, K.Biju, G.S.Sahoo,  D625200100005 
            P.K.Sarkar)                                           D625200100006 
INSTITUTE  (3INDTRM,3INDMNP)                                      D625200100007 
REFERENCE  (J,NIM/A,800,29,2015)                                  D625200100008 
FACILITY   (VDGT,3INDTRM) Pelletron-Linac Accelerator at BARC-TIFRD625200100009 
SAMPLE     27Al hemispherical aluminium target of thickness       D625200100010 
           3 mm and diameter 40 mm                                D625200100011 
DETECTOR   (SCIN) Five EJ-301(5cm x 5cm) liquid scintillation     D625200100012 
           detectors, placed at a distance of 1.5 m at angles 0,  D625200100013 
           30, 60, 90 and 120 degrees.                            D625200100014 
METHOD     (TOF) To measure the energy distribution of emitted    D625200100015 
           neutrons.                                              D625200100016 
           (PSD) To separate neutrons from photons.               D625200100017 
           (BCINT)                                                D625200100018 
CORRECTION To account for the background contribution from the    D625200100019 
           scattered neutrons from the nearby structural          D625200100020 
           materials, shadow bar correction was carried out for   D625200100021 
           individual detectors. Here,an iron bar of diameter 5   D625200100022 
           cm and length 30cm was kept followed by high density   D625200100023 
           poly-ethylene (HDPE) of same dimensions in the line    D625200100024 
           of the target and the detector. The high energy        D625200100025 
           neutrons undergo inelastic scatterings in the iron     D625200100026 
           bar,gets reduced in energy and undergo elastic         D625200100027 
           scattering in the hydrogen rich HDPE before finally    D625200100028 
           getting captured.                                      D625200100029 
ERR-ANALYS (ERR-S,5.,10.) Statistical uncertainties in counts     D625200100030 
           were < 5% in forward directions (0,30 and 60 degrees)  D625200100031 
           and ~10% in the backward angles( 90 and 120 degrees)   D625200100032 
           (ERR-1) Uncertainty in dead time (5%)                  D625200100033 
           (ERR-2) Uncertainty in solid angle and flight path     D625200100034 
           length (2%)                                            D625200100035 
           (ERR-3) Uncertainty in total charge beam due to        D625200100036 
           current integrator (1%)                                D625200100037 
HISTORY    (20170308C) Compiled by Vivek Mishra+BL                D625200100038 
STATUS     (TABLE) Numerical data provided by Authors             D625200100039 
ENDBIB              37          0                                 D625200100040 
COMMON               4          3                                 D625200100041 
EN         ERR-1      ERR-2      ERR-3                            D625200100042 
MEV        PER-CENT   PER-CENT   PER-CENT                         D625200100043 
       115.         5.         2.         1.                      D625200100044 
ENDCOMMON            3          0                                 D625200100045 
ENDSUBENT           44          0                                 D625200199999 
SUBENT        D6252002   20170308                             D110D625200200001 
BIB                  3          3                                 D625200200002 
REACTION   (13-AL-27(6-C-12,X)0-NN-1,,PY/DA/DE,,TT)               D625200200003 
ERR-ANALYS (ERR-T) Total uncertainty                              D625200200004 
STATUS     (TABLE) Fig.7 of NIM/A,800(2015)29                     D625200200005 
ENDBIB               3          0                                 D625200200006 
NOCOMMON             0          0                                 D625200200007 
DATA                 4        220                                 D625200200008 
ANG        E          DATA       ERR-T                            D625200200009 
ADEG       MEV        P/IN/MEVSR P/IN/MEVSR                       D625200200010 
         0.        1.0   1.75E-05   1.11E-07                      D625200200011 
         0.        1.5   2.31E-05   1.06E-07                      D625200200012 
         0.        2.0   2.51E-05   9.64E-08                      D625200200013 
         0.        2.5   2.81E-05   9.47E-08                      D625200200014 
         0.        3.0   2.97E-05   9.50E-08                      D625200200015 
         0.        3.5   3.06E-05   9.59E-08                      D625200200016 
         0.        4.0   2.95E-05   9.35E-08                      D625200200017 
         0.        4.5   2.97E-05   9.41E-08                      D625200200018 
         0.        5.0   2.85E-05   9.46E-08                      D625200200019 
         0.        5.5   2.55E-05   8.96E-08                      D625200200020 
         0.        6.0   2.39E-05   8.99E-08                      D625200200021 
         0.        6.5   2.09E-05   8.42E-08                      D625200200022 
         0.        7.0   2.10E-05   8.76E-08                      D625200200023 
         0.        7.5   1.74E-05   8.22E-08                      D625200200024 
         0.        8.0   1.62E-05   7.98E-08                      D625200200025 
         0.        8.5   1.39E-05   7.50E-08                      D625200200026 
         0.        9.0   1.38E-05   7.75E-08                      D625200200027 
         0.        9.5   1.23E-05   7.50E-08                      D625200200028 
         0.       10.0   1.04E-05   6.89E-08                      D625200200029 
         0.       10.5   9.00E-06   6.53E-08                      D625200200030 
         0.       11.0   8.62E-06   6.31E-08                      D625200200031 
         0.       11.5   7.52E-06   6.11E-08                      D625200200032 
         0.       12.0   6.94E-06   6.00E-08                      D625200200033 
         0.       12.5   6.22E-06   5.69E-08                      D625200200034 
         0.       13.0   5.52E-06   5.57E-08                      D625200200035 
