ENTRY            D6345   20190912                             D124D634500000001 
SUBENT        D6345001   20190912                             D124D634500100001 
BIB                 10         33                                 D634500100002 
TITLE      Mass distributions of fission fragments from nuclei    D634500100003 
           populated by multinucleon transfer or incomplete       D634500100004 
           fusion channels in 6,7Li + 238U reactions              D634500100005 
AUTHOR     (A.Pal, S.Santra, D.Chattopadhyay, A.Kundu, A.Jhingan, D634500100006 
           P.Sugathan, N.Saneesh, M.Kumar, N.L.Singh, A.Yadav,    D634500100007 
           C.Yadav, R.Dubey, K.Kapoor, K.Rani, H.Arora,           D634500100008 
           A.C.Visakh, D.Kaur, B.K.Nayak, A.Saxena, S.Kailas,     D634500100009 
           K.-H.Schmidt)                                          D634500100010 
INSTITUTE  (3INDTRM,3INDNSD,3INDBDA,3INDPUC,2GERGSI)              D634500100011 
           (3INDIND) Homi Bhabha National Institute, Mumbai       D634500100012 
           (3INDIND) Central University of Kerala, Kerala         D634500100013 
REFERENCE  (J,PR/C,98,031601,2018)                                D634500100014 
FACILITY   (VDGT,3INDNSD)                                         D634500100015 
SAMPLE     The 238U target of thickness ~100 ug/cm2 was sandwichedD634500100016 
           between two layers of 12C of thickness ~15 ug/cm2.     D634500100017 
DETECTOR   (MWPC) The fission fragments were detected by two      D634500100018 
           multiwire proportional counter (MWPC) detectors.       D634500100019 
           The active area of each detector was 16 X 11 cm2.      D634500100020 
           The central distances of MWPC1 and MWPC2 from the      D634500100021 
           target center were 39.5 and 33.5 cm, respectively.     D634500100022 
           For the time-of-flight measurements, the START of the  D634500100023 
           timing signals were taken from two transmission-type   D634500100024 
           gas detectors of active area 3.7 X 3.7 cm2 placed in   D634500100025 
           front of the MWPC detectors at a distance 11 cm from   D634500100026 
           the target center.                                     D634500100027 
           (SIBAR) Two Si surface barrier detectors (M1 and M2)   D634500100028 
           were used as monitors.                                 D634500100029 
           (CSICR) Four CsI(Tl) detectors having four crystals    D634500100030 
           each were used to detect the projectile-like fragments D634500100031 
            (PLFs).                                               D634500100032 
METHOD     (TOF)                                                  D634500100033 
ERR-ANALYS (DATA-ERR) No information on source of the uncertainty D634500100034 
HISTORY    (20190912C) A.Gandhi                                   D634500100035 
ENDBIB              33          0                                 D634500100036 
NOCOMMON             0          0                                 D634500100037 
ENDSUBENT           36          0                                 D634500199999 
SUBENT        D6345002   20190912                             D124D634500200001 
BIB                  2          2                                 D634500200002 
REACTION   (92-U-238(3-LI-6,F)MASS,SEC,FY)                        D634500200003 
STATUS     (TABLE) Fig.4(a,b,c) of Phys. Rev. C, 98 (2018) 031601 D634500200004 
ENDBIB               2          0                                 D634500200005 
NOCOMMON             0          0                                 D634500200006 
DATA                 4        114                                 D634500200007 
EN         MASS       DATA       DATA-ERR                         D634500200008 
MEV        NO-DIM     PC/FIS     PC/FIS                           D634500200009 
        30.        75.   1.26E-03   5.13E-04                      D634500200010 
        30.        78.   6.29E-03   1.15E-03                      D634500200011 
        30.        81.     0.0392   2.87E-03                      D634500200012 
        30.        84.     0.1446   5.50E-03                      D634500200013 
        30.        87.     0.4206   9.39E-03                      D634500200014 
        30.        90.     0.9786     0.0143                      D634500200015 
        30.        93.     1.9548     0.0202                      D634500200016 
        30.        96.     3.1199     0.0256                      D634500200017 
        30.        99.     4.0275     0.0291                      D634500200018 
        30.       102.     4.5135     0.0308                      D634500200019 
        30.       105.     4.2834       0.03                      D634500200020 
        30.       108.     3.8039     0.0282                      D634500200021 
        30.       111.     3.1143     0.0255                      D634500200022 
        30.       114.     2.4238     0.0225                      D634500200023 
        30.       117.     1.9265     0.0201                      D634500200024 
        30.       120.     1.6209     0.0184                      D634500200025 
        30.       123.      1.591     0.0183                      D634500200026 
        30.       126.     1.8079     0.0195                      D634500200027 
        30.       129.     2.2532     0.0217                      D634500200028 
        30.       132.     2.7938     0.0242                      D634500200029 
        30.       135.     3.4223     0.0268                      D634500200030 
        30.       138.     3.9929     0.0289                      D634500200031 
        30.       141.     4.2668     0.0299                      D634500200032 
        30.       144.     4.1304     0.0294                      D634500200033 
        30.       147.     3.5455     0.0273                      D634500200034 
        30.       150.     2.6882     0.0237                      D634500200035 
        30.       153.     1.8194     0.0195                      D634500200036 
        30.       156.      1.061     0.0149                      D634500200037 
        30.       159.     0.5407     0.0106                      D634500200038 
        30.       162.     0.2435   7.14E-03                      D634500200039 
        30.       165.     0.0945   4.45E-03                      D634500200040 
        30.       168.     0.0291   2.47E-03                      D634500200041 
        30.       171.   5.66E-03   1.09E-03                      D634500200042 
        30.       174.   1.05E-03   4.69E-04                      D634500200043 
        30.       177.   2.10E-04   2.10E-04                      D634500200044 
        30.       180.   2.10E-04   2.10E-04                      D634500200045 
        34.        75.   2.53E-03   4.27E-04                      D634500200046 
        34.        78.     0.0132   9.77E-04                      D634500200047 
        34.        81.     0.0541   1.98E-03                      D634500200048 
        34.        84.     0.1697   3.50E-03                      D634500200049 
        34.        87.     0.4494   5.70E-03                      D634500200050 
        34.        90.     0.9795   8.41E-03                      D634500200051 
        34.        93.     1.7746     0.0113                      D634500200052 
        34.        96.     2.7135      0.014                      D634500200053 
        34.        99.     3.4586     0.0158                      D634500200054 
        34.       102.     3.9216     0.0168                      D634500200055 
        34.       105.     4.0261      0.017                      D634500200056 
        34.       108.     3.7478     0.0164                      D634500200057 
        34.       111.     3.3125     0.0155                      D634500200058 
        34.       114.     2.8262     0.0143                      D634500200059 
