ENTRY            D0512   20180522                             D117D051200000001 
SUBENT        D0512001   20180522                             D117D051200100001 
BIB                 11         32                                 D051200100002 
TITLE      Competition of coalescence and "fireball" processes    D051200100003 
            in nonequilibrium emission of light charged particles D051200100004 
            from p + Au collisions                                D051200100005 
AUTHOR     (A.Budzanowski, M.Fidelus, D.Filges, F.Goldenbaum,     D051200100006 
            H.Hodde, L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,   D051200100007 
            St.Kliczewski, A.Kowalczyk, E.Kozik, P.Kulessa,       D051200100008 
            H.Machner, A.Magiera, B.Piskor-Ignatowicz, K.Pysz,    D051200100009 
            Z.Rudy, R.Siudak, M.Wojciechowski)                    D051200100010 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      D051200100011 
REFERENCE  (J,PR/C,78,024603,2008)                                D051200100012 
FACILITY   (SYNCY,2GERJUL) Synchrotron COSY                       D051200100013 
SAMPLE     Self-supporting Au target (300 ug/cm2 thick)           D051200100014 
DETECTOR   (TELES,SIBAR,CSICR) Telescopes consisting of Si        D051200100015 
            detectors of the following thicknesses:               D051200100016 
             50+400+6000 um (at 35 and 50 deg),                   D051200100017 
             50+400 um (at 80 deg),                               D051200100018 
             50+400+1000+2000 um (at 100 deg).                    D051200100019 
           Si telescope at 100 deg was also supplied with 7.5 cm  D051200100020 
            CsI scintillator detector standing outside the        D051200100021 
            scattering chamber.                                   D051200100022 
           At 15.6, 20, and 65 deg, the telescopes built of Si    D051200100023 
            detectors of the thickness of 90+1000+1000+90 um      D051200100024 
            each of them, with 7.5 cm CsI scintillator detectors  D051200100025 
            standing behind them are positioned outside the       D051200100026 
            chamber.                                              D051200100027 
MONITOR    (79-AU-197(P,X)4-BE-7,,SIG)                            D051200100028 
MONIT-REF  (,A.Bubak+,J,NIM/B,226,507,2004)                       D051200100029 
STATUS     (TABLE) Data were received from Dr.A.Bubak             D051200100030 
           (APRVD) Entry approved by Dr.A.Bubak                   D051200100031 
HISTORY    (20080904C) SD                                         D051200100032 
           (20090520A) SD: EN: MeV - GeV                          D051200100033 
           (20180522U) On. AUTHOR corrected.                      D051200100034 
ENDBIB              32          0                                 D051200100035 
COMMON               1          3                                 D051200100036 
ERR-1                                                             D051200100037 
PER-CENT                                                          D051200100038 
 10.0                                                             D051200100039 
ENDCOMMON            3          0                                 D051200100040 
ENDSUBENT           39          0                                 D051200199999 
SUBENT        D0512002   20090717                             D068D051200200001 
BIB                  1          1                                 D051200200002 
REACTION   (79-AU-197(P,X)1-H-1,,DA/DE)                           D051200200003 
ENDBIB               1          0                                 D051200200004 
NOCOMMON             0          0                                 D051200200005 
DATA                 5        819                                 D051200200006 
EN         ANG        E          DATA       DATA-ERR              D051200200007 
        1.2       100.      120.5 1.2100E-02 4.6000E-03           D051200400289 
        1.9       15.6       10.5      2.006 4.9000E-02           D051200400290 
        1.9       15.6       13.5      2.745 5.7000E-02           D051200400291 
        1.9       15.6       16.5      2.728 5.7000E-02           D051200400292 
        1.9       15.6       19.5      2.184 5.1000E-02           D051200400293 
        1.9       15.6       22.5      1.442 4.2000E-02           D051200400294 
        1.9       15.6       25.5      1.321 4.0000E-02           D051200400295 
        1.9       15.6       28.5      1.147 3.8000E-02           D051200400296 
        1.9       15.6       30.5       1.13 6.5000E-02           D051200400297 
        1.9       15.6       38.5      0.765 3.1000E-02           D051200400298 
        1.9       15.6       41.5      0.766 3.1000E-02           D051200400299 
        1.9       15.6       44.5      0.603 2.7000E-02           D051200400300 
        1.9       15.6       47.5      0.535 2.6000E-02           D051200400301 
        1.9       15.6       50.5      0.514 2.5000E-02           D051200400302 
        1.9       15.6       53.5      0.464 2.4000E-02           D051200400303 
        1.9       15.6       56.5      0.425 2.3000E-02           D051200400304 
        1.9       15.6       59.5      0.422 2.3000E-02           D051200400305 
        1.9       15.6       62.5      0.393 2.2000E-02           D051200400306 
        1.9       15.6       65.5      0.354 2.1000E-02           D051200400307 
        1.9       15.6       68.5      0.354 2.1000E-02           D051200400308 
        1.9       15.6       71.5      0.369 2.1000E-02           D051200400309 
        1.9       15.6       74.5      0.331 2.0000E-02           D051200400310 
        1.9       15.6       77.5      0.287 1.9000E-02           D051200400311 
        1.9       15.6       80.5      0.284 1.9000E-02           D051200400312 
        1.9       15.6       83.5      0.271 1.8000E-02           D051200400313 
        1.9       15.6       86.5      0.236 1.7000E-02           D051200400314 
        1.9       15.6       89.5      0.251 1.8000E-02           D051200400315 
        1.9       15.6       92.5      0.254 1.8000E-02           D051200400316 
        1.9       15.6       95.5      0.233 1.7000E-02           D051200400317 
        1.9       15.6       98.5      0.235 1.7000E-02           D051200400318 
        1.9       15.6      101.5      0.228 1.7000E-02           D051200400319 
        1.9       15.6      104.5       0.18 1.5000E-02           D051200400320 
        1.9       15.6      107.5      0.182 1.5000E-02           D051200400321 
        1.9       15.6      110.5      0.173 1.5000E-02           D051200400322 
        1.9       15.6      113.5      0.185 1.5000E-02           D051200400323 
        1.9       15.6      116.5      0.162 1.4000E-02           D051200400324 
        1.9       15.6      119.5      0.153 1.4000E-02           D051200400325 
        1.9       15.6      122.5      0.131 1.3000E-02           D051200400326 
        1.9       15.6      125.5      0.147 1.4000E-02           D051200400327 
        1.9       15.6      128.5      0.139 1.3000E-02           D051200400328 
        1.9       15.6      131.5      0.121 1.2000E-02           D051200400329 
        1.9       15.6      134.5      0.102 1.1000E-02           D051200400330 
        1.9       15.6      137.5      0.106 1.1000E-02           D051200400331 
        1.9       15.6      140.5 9.5000E-02 1.1000E-02           D051200400332 
        1.9       15.6      143.5      0.109 1.2000E-02           D051200400333 
        1.9       15.6      146.5 8.5000E-02 1.0000E-02           D051200400334 
        1.9       15.6      149.5      0.102 1.1000E-02           D051200400335 
        1.9       15.6      152.5 8.3000E-02 1.0000E-02           D051200400336 
        1.9       15.6      155.5 8.5000E-02 1.0000E-02           D051200400337 
        1.9       15.6      158.5 9.3000E-02 1.1000E-02           D051200400338 
        1.9       15.6      161.5 6.5900E-02 9.1000E-03           D051200400339 
        1.9       15.6      164.5 6.9600E-02 9.3000E-03           D051200400340 
        1.9       15.6      167.5 7.5900E-02 9.7000E-03           D051200400341 
        1.9       15.6      170.5 8.7000E-02 1.0000E-02           D051200400342 
        1.9       15.6      173.5 7.7100E-02 9.8000E-03           D051200400343 
        1.9       15.6      176.5 5.6000E-02 8.3000E-03           D051200400344 
        1.9       15.6      179.5 7.3400E-02 9.6000E-03           D051200400345 
        1.9       15.6      182.5 8.1000E-02 1.0000E-02           D051200400346 
        1.9       15.6      185.5 6.5900E-02 9.1000E-03           D051200400347 
        1.9       15.6      188.5 7.0900E-02 9.4000E-03           D051200400348 
        1.9       15.6      191.5 7.8300E-02 9.9000E-03           D051200400349 
        1.9       15.6      194.5 6.2200E-02 8.8000E-03           D051200400350 
        1.9       15.6      197.5 6.0900E-02 8.7000E-03           D051200400351 
        1.9       15.6      200.5 6.4700E-02 9.0000E-03           D051200400352 
        1.9       15.6      203.5 5.4700E-02 8.2000E-03           D051200400353 
        1.9       15.6      206.5 6.0900E-02 8.7000E-03           D051200400354 
        1.9       15.6      209.5 7.5900E-02 9.7000E-03           D051200400355 
        1.9       15.6      212.5 6.5900E-02 9.1000E-03           D051200400356 
        1.9       15.6      215.5 5.9700E-02 8.6000E-03           D051200400357 
        1.9       15.6      218.5 4.4800E-02 7.5000E-03           D051200400358 
        1.9       15.6      221.5 5.8400E-02 8.5000E-03           D051200400359 
        1.9       15.6      224.5 5.2200E-02 8.1000E-03           D051200400360 
        1.9       15.6      227.5 5.2200E-02 8.1000E-03           D051200400361 
        1.9       15.6      230.5 6.3400E-02 8.9000E-03           D051200400362 
        1.9       15.6      233.5 3.8500E-02 6.9000E-03           D051200400363 
        1.9       15.6      236.5 6.0900E-02 8.7000E-03           D051200400364 
        1.9       15.6      239.5 4.9700E-02 7.9000E-03           D051200400365 
        1.9       15.6      241.5 6.3000E-02 1.5000E-02           D051200400366 
        1.9        20.       10.5      2.191 4.8000E-02           D051200400367 
        1.9        20.       13.5      2.842 5.5000E-02           D051200400368 
        1.9        20.       16.5      2.668 5.3000E-02           D051200400369 
        1.9        20.       19.5      2.188 4.8000E-02           D051200400370 
        1.9        20.       22.5       1.55 4.1000E-02           D051200400371 
        1.9        20.       25.5      1.433 4.0000E-02           D051200400372 
        1.9        20.       28.5      1.185 3.6000E-02           D051200400373 
        1.9        20.       37.5      1.005 3.3000E-02           D051200400374 
        1.9        20.       40.5       0.83 3.0000E-02           D051200400375 
        1.9        20.       43.5      0.817 3.0000E-02           D051200400376 
        1.9        20.       46.5      0.688 2.8000E-02           D051200400377 
        1.9        20.       49.5      0.668 2.7000E-02           D051200400378 
        1.9        20.       52.5      0.612 2.6000E-02           D051200400379 
        1.9        20.       55.5      0.542 2.4000E-02           D051200400380 
        1.9        20.       58.5      0.466 2.3000E-02           D051200400381 
        1.9        20.       61.5      0.465 2.3000E-02           D051200400382 
        1.9        20.       64.5      0.489 2.3000E-02           D051200400383 
        1.9        20.       67.5      0.445 2.2000E-02           D051200400384 
        1.9        20.       70.5      0.401 2.1000E-02           D051200400385 
        1.9        20.       73.5      0.338 1.9000E-02           D051200400386 
        1.9        20.       76.5      0.355 2.0000E-02           D051200400387 
        1.9        20.       79.5      0.315 1.9000E-02           D051200400388 
        1.9        20.       82.5      0.306 1.8000E-02           D051200400389 
        1.9        20.       85.5      0.289 1.8000E-02           D051200400390 
        1.9        20.       88.5      0.258 1.7000E-02           D051200400391 
        1.9        20.       91.5      0.265 1.7000E-02           D051200400392 
        1.9        20.       94.5      0.252 1.7000E-02           D051200400393 
        1.9        20.       97.5       0.25 1.7000E-02           D051200400394 
        1.9        20.      100.5      0.209 1.5000E-02           D051200400395 
        1.9        20.      103.5      0.205 1.5000E-02           D051200400396 
        1.9        20.      106.5      0.226 1.6000E-02           D051200400397 
        1.9        20.      109.5      0.188 1.4000E-02           D051200400398 
        1.9        20.      112.5      0.181 1.4000E-02           D051200400399 
        1.9        20.      115.5      0.184 1.4000E-02           D051200400400 
        1.9        20.      118.5      0.174 1.4000E-02           D051200400401 
        1.9        20.      121.5      0.145 1.3000E-02           D051200400402 
        1.9        20.      124.5      0.134 1.2000E-02           D051200400403 
        1.9        20.      127.5      0.112 1.1000E-02           D051200400404 
        1.9        20.      130.5       0.12 1.1000E-02           D051200400405 
        1.9        20.      133.5      0.115 1.1000E-02           D051200400406 
        1.9        20.      136.5 9.2000E-02 1.0000E-02           D051200400407 
        1.9        20.      139.5 9.0000E-02 1.0000E-02           D051200400408 
        1.9        20.      142.5      0.111 1.1000E-02           D051200400409 
        1.9        20.      145.5 9.5000E-02 1.0000E-02           D051200400410 
        1.9        20.      148.5 9.9000E-02 1.0000E-02           D051200400411 
        1.9        20.      151.5 9.4000E-02 1.0000E-02           D051200400412 
        1.9        20.      154.5 8.5900E-02 9.7000E-03           D051200400413 
        1.9        20.      157.5 7.8200E-02 9.3000E-03           D051200400414 
        1.9        20.      160.5 8.0400E-02 9.4000E-03           D051200400415 
        1.9        20.      163.5 7.1600E-02 8.9000E-03           D051200400416 
        1.9        20.      166.5 7.2700E-02 8.9000E-03           D051200400417 
        1.9        20.      169.5 4.9600E-02 7.4000E-03           D051200400418 
        1.9        20.      172.5 6.2800E-02 8.3000E-03           D051200400419 
        1.9        20.      175.5 5.8400E-02 8.0000E-03           D051200400420 
        1.9        20.      178.5 5.4000E-02 7.7000E-03           D051200400421 
        1.9        20.      181.5 5.5100E-02 7.8000E-03           D051200400422 
        1.9        20.      184.5 5.8400E-02 8.0000E-03           D051200400423 
        1.9        20.      187.5 5.1800E-02 7.5000E-03           D051200400424 
        1.9        20.      190.5 5.0700E-02 7.5000E-03           D051200400425 
        1.9        20.      193.5 6.3900E-02 8.4000E-03           D051200400426 
        1.9        20.      196.5 6.7200E-02 8.6000E-03           D051200400427 
        1.9        20.      199.5 5.1800E-02 7.5000E-03           D051200400428 
        1.9        20.      202.5 5.9500E-02 8.1000E-03           D051200400429 
        1.9        20.      205.5 4.5100E-02 7.1000E-03           D051200400430 
        1.9        20.      208.5 3.9600E-02 6.6000E-03           D051200400431 
        1.9        20.      211.5 4.7300E-02 7.2000E-03           D051200400432 
        1.9        20.      214.5 3.8500E-02 6.5000E-03           D051200400433 
        1.9        20.      217.5 3.6300E-02 6.3000E-03           D051200400434 
        1.9        20.      220.5 4.6200E-02 7.1000E-03           D051200400435 
        1.9        20.      223.5 5.5100E-02 7.8000E-03           D051200400436 
        1.9        20.      226.5 3.8500E-02 6.5000E-03           D051200400437 
        1.9        20.      229.5 3.0800E-02 5.8000E-03           D051200400438 
        1.9        20.      232.5 5.2900E-02 7.6000E-03           D051200400439 
        1.9        20.      235.5 3.3000E-02 6.0000E-03           D051200400440 
        1.9        20.      238.5 4.5100E-02 7.1000E-03           D051200400441 
        1.9        20.      241.5 4.1800E-02 6.8000E-03           D051200400442 
        1.9        20.      244.5 3.0800E-02 5.8000E-03           D051200400443 
        1.9        35.        4.5      0.274 2.5000E-02           D051200400444 
        1.9        35.        7.5      0.782 4.2000E-02           D051200400445 
        1.9        35.       10.5      2.266 7.1000E-02           D051200400446 
        1.9        35.       13.5      2.625 4.7000E-02           D051200400447 
        1.9        35.       16.5      2.432 6.2000E-02           D051200400448 
        1.9        35.       19.5      1.926 6.5000E-02           D051200400449 
        1.9        35.       22.5      1.658 6.1000E-02           D051200400450 
        1.9        35.       25.5      1.386 5.5000E-02           D051200400451 
        1.9        35.       28.5      1.127 5.0000E-02           D051200400452 
        1.9        35.       31.5      1.001 4.7000E-02           D051200400453 
        1.9        35.       34.5      0.905 4.5000E-02           D051200400454 
        1.9        35.       37.5      0.806 4.2000E-02           D051200400455 
        1.9        35.       39.5      0.764 7.1000E-02           D051200400456 
        1.9        50.        4.5      0.154 1.7000E-02           D051200400457 
        1.9        50.        7.5      0.579 3.4000E-02           D051200400458 
        1.9        50.       10.5      1.899 6.0000E-02           D051200400459 
        1.9        50.       13.5      2.209 2.7000E-02           D051200400460 
        1.9        50.       16.5      2.181 3.3000E-02           D051200400461 
        1.9        50.       19.5      1.653 5.4000E-02           D051200400462 
        1.9        50.       22.5      1.536 5.5000E-02           D051200400463 
        1.9        50.       25.5      1.252 5.0000E-02           D051200400464 
        1.9        50.       28.5      1.079 4.6000E-02           D051200400465 
        1.9        50.       31.5      1.009 4.5000E-02           D051200400466 
        1.9        50.        34.      1.029 5.5000E-02           D051200400467 
        1.9        65.        9.5       1.73 3.6000E-02           D051200400468 
        1.9        65.       12.5      2.628 4.4000E-02           D051200400469 
        1.9        65.       15.5      2.405 4.2000E-02           D051200400470 
        1.9        65.       18.5      1.991 3.8000E-02           D051200400471 
        1.9        65.       21.5      1.429 3.3000E-02           D051200400472 
        1.9        65.       24.5      1.221 3.1000E-02           D051200400473 
        1.9        65.       27.5      1.037 2.8000E-02           D051200400474 
        1.9        65.       29.5      0.976 4.7000E-02           D051200400475 
        1.9        65.       36.5      0.575 2.1000E-02           D051200400476 
        1.9        65.       39.5      0.527 2.0000E-02           D051200400477 
        1.9        65.       42.5      0.502 2.0000E-02           D051200400478 
        1.9        65.       45.5      0.461 1.9000E-02           D051200400479 
        1.9        65.       48.5      0.415 1.8000E-02           D051200400480 
        1.9        65.       51.5      0.386 1.7000E-02           D051200400481 
        1.9        65.       54.5      0.337 1.6000E-02           D051200400482 
        1.9        65.       57.5      0.325 1.6000E-02           D051200400483 
        1.9        65.       60.5      0.287 1.5000E-02           D051200400484 
        1.9        65.       63.5      0.268 1.4000E-02           D051200400485 
        1.9        65.       66.5       0.22 1.3000E-02           D051200400486 
        1.9        65.       69.5       0.21 1.3000E-02           D051200400487 
        1.9        65.       72.5      0.216 1.3000E-02           D051200400488 
        1.9        65.       75.5       0.17 1.1000E-02           D051200400489 
        1.9        65.       78.5      0.159 1.1000E-02           D051200400490 
        1.9        65.       81.5      0.154 1.1000E-02           D051200400491 
        1.9        65.       84.5      0.143 1.1000E-02           D051200400492 
        1.9        65.       87.5       0.13 1.0000E-02           D051200400493 
        1.9        65.       90.5     0.1217 9.7000E-03           D051200400494 
        1.9        65.       93.5     0.1163 9.5000E-03           D051200400495 
        1.9        65.       96.5     0.1194 9.6000E-03           D051200400496 
        1.9        65.       99.5     0.1086 9.1000E-03           D051200400497 
        1.9        65.      102.5 8.4800E-02 8.1000E-03           D051200400498 
        1.9        65.      105.5     0.1032 8.9000E-03           D051200400499 
        1.9        65.      108.5 7.4700E-02 7.6000E-03           D051200400500 
        1.9        65.      111.5 7.9400E-02 7.8000E-03           D051200400501 
        1.9        65.      114.5 7.3200E-02 7.5000E-03           D051200400502 
        1.9        65.      117.5 7.7000E-02 7.7000E-03           D051200400503 
        1.9        65.      120.5 7.1700E-02 7.4000E-03           D051200400504 
        1.9        65.      123.5 7.0900E-02 7.4000E-03           D051200400505 
        1.9        65.      126.5 5.3900E-02 6.4000E-03           D051200400506 
        1.9        65.      129.5 5.3200E-02 6.4000E-03           D051200400507 
        1.9        65.      132.5 4.4700E-02 5.9000E-03           D051200400508 
        1.9        65.      135.5 4.3100E-02 5.8000E-03           D051200400509 
        1.9        65.      138.5 3.7000E-02 5.3000E-03           D051200400510 
        1.9        65.      141.5 3.5400E-02 5.2000E-03           D051200400511 
        1.9        65.      144.5 4.0100E-02 5.6000E-03           D051200400512 
        1.9        65.      147.5 4.0100E-02 5.6000E-03           D051200400513 
        1.9        65.      150.5 3.4700E-02 5.2000E-03           D051200400514 
        1.9        65.      153.5 3.0000E-02 4.8000E-03           D051200400515 
        1.9        65.      156.5 3.7000E-02 5.3000E-03           D051200400516 
        1.9        65.      159.5 2.7700E-02 4.6000E-03           D051200400517 
        1.9        65.      162.5 3.5400E-02 5.2000E-03           D051200400518 
        1.9        65.      177.5 2.3900E-02 4.3000E-03           D051200400519 
        1.9        65.      180.5 2.7000E-02 4.6000E-03           D051200400520 
        1.9        65.      183.5 2.0800E-02 4.0000E-03           D051200400521 
        1.9        65.      186.5 2.4700E-02 4.4000E-03           D051200400522 
        1.9        65.      189.5 2.0800E-02 4.0000E-03           D051200400523 
        1.9        65.      192.5 2.2300E-02 4.1000E-03           D051200400524 
        1.9        65.      195.5 2.2300E-02 4.1000E-03           D051200400525 
        1.9        65.      198.5 1.8500E-02 3.8000E-03           D051200400526 
        1.9        65.      201.5 1.3900E-02 3.3000E-03           D051200400527 
        1.9        65.      204.5 1.8500E-02 3.8000E-03           D051200400528 
        1.9        65.      207.5 1.3900E-02 3.3000E-03           D051200400529 
        1.9        65.      210.5 1.1600E-02 3.0000E-03           D051200400530 
        1.9        65.      213.5 1.1600E-02 3.0000E-03           D051200400531 
        1.9        65.      216.5 1.7000E-02 3.6000E-03           D051200400532 
        1.9        65.      219.5 9.2000E-03 2.7000E-03           D051200400533 
        1.9        65.      222.5 1.3100E-02 3.2000E-03           D051200400534 
        1.9        65.      225.5 6.2000E-03 2.2000E-03           D051200400535 
        1.9        65.      228.5 9.2000E-03 2.7000E-03           D051200400536 
        1.9        65.      231.5 8.5000E-03 2.6000E-03           D051200400537 
        1.9        65.      234.5 7.7000E-03 2.4000E-03           D051200400538 
        1.9        65.      237.5 7.7000E-03 2.4000E-03           D051200400539 
        1.9        65.      240.5 6.2000E-03 2.2000E-03           D051200400540 
        1.9        65.      243.5 6.9000E-03 2.3000E-03           D051200400541 
        1.9        65.      246.5 4.6000E-03 1.9000E-03           D051200400542 
        1.9        65.       249. 4.6000E-03 2.3000E-03           D051200400543 
        1.9        80.        4.5       0.15 1.5000E-02           D051200400544 
        1.9        80.        7.5      0.841 2.3000E-02           D051200400545 
        1.9        80.        10.      2.272 4.3000E-02           D051200400546 
        1.9       100.       14.5      2.032 5.2000E-02           D051200400547 
        1.9       100.       17.5      1.642 4.7000E-02           D051200400548 
        1.9       100.       20.5      1.275 4.1000E-02           D051200400549 
        1.9       100.       23.5      1.052 3.6000E-02           D051200400550 
        1.9       100.       26.5      0.695 2.9000E-02           D051200400551 
        1.9       100.       29.5      0.576 2.8000E-02           D051200400552 
        1.9       100.       32.5      0.494 2.6000E-02           D051200400553 
        1.9       100.       35.5      0.458 2.5000E-02           D051200400554 
        1.9       100.       37.5      0.392 4.0000E-02           D051200400555 
        1.9       100.       46.5      0.209 1.7000E-02           D051200400556 
        1.9       100.       49.5      0.228 1.8000E-02           D051200400557 
        1.9       100.       52.5      0.158 1.5000E-02           D051200400558 
        1.9       100.       55.5      0.122 1.3000E-02           D051200400559 
        1.9       100.       58.5      0.164 1.5000E-02           D051200400560 
        1.9       100.       61.5      0.166 1.5000E-02           D051200400561 
        1.9       100.       64.5      0.102 1.2000E-02           D051200400562 
        1.9       100.       67.5 9.9000E-02 1.2000E-02           D051200400563 
        1.9       100.       70.5 7.6000E-02 1.0000E-02           D051200400564 
        1.9       100.       73.5 7.3000E-02 1.0000E-02           D051200400565 
        1.9       100.       76.5 7.8000E-02 1.0000E-02           D051200400566 
        1.9       100.       79.5 8.8000E-02 1.1000E-02           D051200400567 
        1.9       100.       82.5 3.3000E-02 6.7000E-03           D051200400568 
        1.9       100.       85.5 4.8100E-02 8.1000E-03           D051200400569 
        1.9       100.       88.5 3.3000E-02 6.7000E-03           D051200400570 
        1.9       100.       91.5 3.9900E-02 7.4000E-03           D051200400571 
        1.9       100.       94.5 4.5400E-02 7.9000E-03           D051200400572 
        1.9       100.       97.5 4.1200E-02 7.5000E-03           D051200400573 
        1.9       100.      100.5 2.6100E-02 6.0000E-03           D051200400574 
        1.9       100.      103.5 1.5100E-02 4.6000E-03           D051200400575 
        1.9       100.      106.5 2.3400E-02 5.7000E-03           D051200400576 
        1.9       100.      109.5 1.9200E-02 5.1000E-03           D051200400577 
        1.9       100.      112.5 2.0600E-02 5.3000E-03           D051200400578 
        1.9       100.      115.5 1.6500E-02 4.8000E-03           D051200400579 
        1.9       100.      118.5 6.9000E-03 3.1000E-03           D051200400580 
        1.9       100.      121.5 1.6500E-02 4.8000E-03           D051200400581 
        1.9       100.      124.5 1.2400E-02 4.1000E-03           D051200400582 
        1.9       100.      127.5 8.2000E-03 3.4000E-03           D051200400583 
        1.9       100.      130.5 1.2400E-02 4.1000E-03           D051200400584 
        1.9       100.      133.5 6.9000E-03 3.4000E-03           D051200400585 
        1.9       100.      136.5 9.6000E-03 3.9000E-03           D051200400586 
        1.9       100.      139.5 8.2000E-03 3.6000E-03           D051200400587 
        1.9       100.      142.5 4.1000E-03 2.7000E-03           D051200400588 
        1.9       100.      145.5 9.6000E-03 3.6000E-03           D051200400589 
        1.9       100.      148.5 8.2000E-03 3.4000E-03           D051200400590 
        1.9       100.      151.5 1.1000E-02 3.9000E-03           D051200400591 
        1.9       100.      153.5 8.2000E-03 5.8000E-03           D051200400592 
ENDDATA            586          0                                 D051200400593 
ENDSUBENT          592          0                                 D051200499999 
SUBENT        D0512005   20090609                             D068D051200500001 
BIB                  1          1                                 D051200500002 
REACTION   (79-AU-197(P,X)2-HE-3,,DA/DE)                          D051200500003 
ENDBIB               1          0                                 D051200500004 
NOCOMMON             0          0                                 D051200500005 
DATA                 5        678                                 D051200500006 
EN         ANG        E          DATA       DATA-ERR              D051200500007 
GEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             D051200500008 
        1.2       15.6       20.5     0.1934 6.6000E-03           D051200500009 
        1.2       15.6       23.5      0.215 1.2000E-02           D051200500010 
        1.2       15.6       26.5      0.204 1.7000E-02           D051200500011 
        1.2       15.6       29.5      0.192 1.7000E-02           D051200500012 
        1.2       15.6       32.5      0.161 1.5000E-02           D051200500013 
        1.2       15.6       35.5      0.185 1.7000E-02           D051200500014 
        1.2       15.6       38.5      0.125 1.4000E-02           D051200500015 
        1.2       15.6       41.5      0.154 1.5000E-02           D051200500016 
        1.2       15.6       44.5      0.148 1.5000E-02           D051200500017 
        1.2       15.6       47.5      0.103 1.2000E-02           D051200500018 
        1.2       15.6       50.5 8.4000E-02 1.1000E-02           D051200500019 
        1.2       15.6       53.5 7.9000E-02 1.1000E-02           D051200500020 
        1.2       15.6       56.5      0.111 1.3000E-02           D051200500021 
        1.2       15.6       59.5 9.5000E-02 1.2000E-02           D051200500022 
        1.2       15.6       62.5      0.104 1.3000E-02           D051200500023 
        1.2       15.6       65.5      0.109 1.3000E-02           D051200500024 
        1.2       15.6       68.5      0.101 1.3000E-02           D051200500025 
        1.2       15.6       71.5 6.9000E-02 1.0000E-02           D051200500026 
        1.2       15.6       74.5 6.6000E-02 1.0000E-02           D051200500027 
        1.2       15.6       77.5 5.7800E-02 9.5000E-03           D051200500028 
        1.2       15.6       80.5 5.9400E-02 9.6000E-03           D051200500029 
        1.2       15.6       83.5 4.0600E-02 8.0000E-03           D051200500030 
        1.2       15.6       86.5 3.4400E-02 7.3000E-03           D051200500031 
        1.2       15.6       89.5 3.9100E-02 7.8000E-03           D051200500032 
        1.2       15.6       92.5 4.0600E-02 8.0000E-03           D051200500033 
        1.2       15.6       95.5 4.2200E-02 8.1000E-03           D051200500034 
        1.2       15.6       98.5 3.4400E-02 7.3000E-03           D051200500035 
        1.2       15.6      101.5 3.6000E-02 7.5000E-03           D051200500036 
        1.2       15.6      104.5 2.8100E-02 6.6000E-03           D051200500037 
        1.2       15.6      107.5 2.1900E-02 5.8000E-03           D051200500038 
        1.2       15.6      110.5 4.2200E-02 8.1000E-03           D051200500039 
        1.2       15.6      113.5 2.8100E-02 6.6000E-03           D051200500040 
        1.2       15.6      116.5 2.6600E-02 6.4000E-03           D051200500041 
        1.2       15.6      119.5 2.8100E-02 6.6000E-03           D051200500042 
        1.2       15.6      122.5 3.6000E-02 7.5000E-03           D051200500043 
        1.2       15.6      125.5 2.0300E-02 5.6000E-03           D051200500044 
        1.2       15.6      128.5 3.5900E-02 7.5000E-03           D051200500045 
        1.2       15.6      131.5 2.0300E-02 5.6000E-03           D051200500046 
        1.2       15.6      134.5 2.0300E-02 5.6000E-03           D051200500047 
        1.2       15.6      137.5 1.2500E-02 4.4000E-03           D051200500048 
        1.2       15.6      140.5 2.8100E-02 6.6000E-03           D051200500049 
        1.2       15.6      143.5 1.5600E-02 4.9000E-03           D051200500050 
        1.2       15.6      146.5 1.4100E-02 4.7000E-03           D051200500051 
        1.2       15.6      149.5 2.0300E-02 5.6000E-03           D051200500052 
        1.2       15.6      152.5 1.7200E-02 5.2000E-03           D051200500053 
        1.2       15.6      155.5 1.4100E-02 4.7000E-03           D051200500054 
        1.2       15.6      158.5 2.1900E-02 6.1000E-03           D051200500055 
        1.2       15.6      161.5 2.1900E-02 5.8000E-03           D051200500056 
        1.2       15.6      164.5 1.8800E-02 5.4000E-03           D051200500057 
        1.2       15.6      167.5 1.8800E-02 5.4000E-03           D051200500058 
        1.2       15.6      170.5 1.7200E-02 5.2000E-03           D051200500059 
        1.2       15.6      173.5 1.7200E-02 5.2000E-03           D051200500060 
        1.2       15.6      176.5 2.1900E-02 5.8000E-03           D051200500061 
        1.2       15.6      179.5 1.8800E-02 5.4000E-03           D051200500062 
        1.2       15.6      182.5 7.8000E-03 3.5000E-03           D051200500063 
        1.2       15.6      185.5 1.4100E-02 4.7000E-03           D051200500064 
        1.2       15.6      188.5 1.0900E-02 4.1000E-03           D051200500065 
        1.2       15.6      191.5 9.4000E-03 3.8000E-03           D051200500066 
        1.2       15.6      194.5 9.4000E-03 4.1000E-03           D051200500067 
        1.2       15.6      197.5 7.8000E-03 3.8000E-03           D051200500068 
        1.2       15.6      200.5 9.4000E-03 3.8000E-03           D051200500069 
        1.2       15.6      203.5 1.2500E-02 4.4000E-03           D051200500070 
        1.2       15.6      206.5 9.4000E-03 3.8000E-03           D051200500071 
        1.2       15.6      209.5 7.8000E-03 3.8000E-03           D051200500072 
