ENTRY            D6244   20150123                             D100D624400000001 
SUBENT        D6244001   20150123                             D100D624400100001 
BIB                  9         11                                 D624400100002 
TITLE      Quasi-elastic and massive transfer reactions in the    D624400100003 
           16O + 89Y reaction at beam energies around ~4-5        D624400100004 
           MeV/nucleon                                            D624400100005 
AUTHOR     (R.Tripathi, S.Sodaye, K.Mahata, P.K.Pujari)           D624400100006 
INSTITUTE  (3INDTRM)                                              D624400100007 
REFERENCE  (J,PR/C,90,027604,2014)                                D624400100008 
FACILITY   (VDGT,3INDTRM) BARC-TIFR Pelletron-Linac Facility      D624400100009 
SAMPLE     Self-supporting target thickness 1.1 mg/cm2            D624400100010 
ANALYSIS   Elastic scattering fitted with SNOOPY code             D624400100011 
ERR-ANALYS (ERR-S)Only statistical error is given                 D624400100012 
HISTORY    (20150123C) Compiled by Alok Saxena                    D624400100013 
ENDBIB              11          0                                 D624400100014 
NOCOMMON             0          0                                 D624400100015 
ENDSUBENT           14          0                                 D624400199999 
SUBENT        D6244002   20150123                             D100D624400200001 
BIB                  2          2                                 D624400200002 
REACTION   (39-Y-89(8-O-16,EL)39-Y-89,,DA,,RTH)                   D624400200003 
STATUS     (TABLE) Plotted in Fig. 1 of Phy.Rev.C,90(2014)027604  D624400200004 
ENDBIB               2          0                                 D624400200005 
NOCOMMON             0          0                                 D624400200006 
DATA                 4        129                                 D624400200007 
EN         ANG-CM     DATA       ERR-S                            D624400200008 
MEV        ADEG       NO-DIM     NO-DIM                           D624400200009 
       62.2   28.19323   1.015395 0.01066934                      D624400200010 
       62.2   30.52001   1.014631 0.01046305                      D624400200011 
       62.2   32.84142   1.017263 0.01097426                      D624400200012 
       62.2   35.15706   1.007757 0.01244895                      D624400200013 
       62.2   37.46655   1.015454 0.01539821                      D624400200014 
       62.2   39.76951  0.9881153 0.01474228                      D624400200015 
       62.2   42.06558  0.9911464 0.01878174                      D624400200016 
       62.2   44.35439   1.008918 0.02015991                      D624400200017 
       62.2   46.63557   1.005188 0.01624123                      D624400200018 
       62.2   48.90879   0.966051 0.01602454                      D624400200019 
       62.2    51.1737  0.9210816 0.02133496                      D624400200020 
       62.2    51.1737  0.8785776  0.0128262                      D624400200021 
       62.2   53.42998  0.8779932 0.02122192                      D624400200022 
       62.2   53.42998  0.9226283 0.01617176                      D624400200023 
       62.2   55.67729   0.977721 0.01406314                      D624400200024 
       62.2   57.91532   1.042466 0.01501046                      D624400200025 
       62.2   60.14378   1.094325 0.01412288                      D624400200026 
       62.2   62.36238   1.096014 0.01568382                      D624400200027 
       62.2   64.57083     1.0185 0.01700951                      D624400200028 
       62.2   66.76886  0.9321295 0.01492303                      D624400200029 
       62.2   68.95623  0.8107456 0.01700274                      D624400200030 
