ENTRY            D4277   20130221                             D088D427700000001 
SUBENT        D4277001   20130221                             D088D427700100001 
BIB                 13         55                                 D427700100002 
TITLE      Investigation of activation cross-sections of proton   D427700100003 
           induced nuclear reactions on natTl up to 42 MeV:       D427700100004 
           Review, new data and evaluation                        D427700100005 
AUTHOR     (F.Tarkanyi,F.Ditroi,A.Hermanne,S.Takacs,              D427700100006 
           R.Adam-Rebeles, N.Walravens, O.Cichelli,A.V.Ignatyuk)  D427700100007 
INSTITUTE  (3HUNDEB,2BLGVUB,4RUSFEI)                              D427700100008 
REFERENCE  (J,ARI,74,109,2013)                                    D427700100009 
           #doi:10.1016/j.apradiso.2013.01.015                    D427700100010 
FACILITY   (CYCLO,2BLGVUB)                                        D427700100011 
SAMPLE     Experiment 1. Natural Tl 50(micro-m) electroplated ontoD427700100012 
           brass backing (50 micro-m).                            D427700100013 
           Experiment 2. Natural Tl 15(micro-m) electroplated ontoD427700100014 
           cupper backing (12.5 micro-m).                         D427700100015 
           (81-Tl-203,NAT=0.2952)                                 D427700100016 
           (81-Tl-205,NAT=0.7048)                                 D427700100017 
DETECTOR   (HPGE)                                                 D427700100018 
METHOD     (ACTIV,EXTB,EDEG,GSPEC,MOSEP,STTA) Experiment 1. The   D427700100019 
           irradiation was done at the VUB CGE 560 cyclotron at   D427700100020 
           beam current of 3-6 microA, for 3-6min. Thirteen       D427700100021 
           stacks of 7-12 foils were irradiated at incident       D427700100022 
           energies of 43-22MeV. The number of incident           D427700100023 
           particles was determined from the integrated charge    D427700100024 
           measured in Faraday cup. Tl produced in irradiated     D427700100025 
           samples was quantitatively dissolved after             D427700100026 
           irradiation and aliquots of 1 ml sample were           D427700100027 
           measured.                                              D427700100028 
           Experiment 2. The irradiation was done at              D427700100029 
           VUB CGE 560 cyclotron in a short Faraday cup at beam   D427700100030 
           current 90 nA, for 75 min irradiation time, at 37      D427700100031 
           MeV incident energy. The radioactivity of the irra-    D427700100032 
           diated sample and monitor foils was measured           D427700100033 
           nondestructively using HPGe g-spectrometry. The        D427700100034 
           nuclear reactions induced on the Cu backing foils      D427700100035 
           were used as beam monitors.                            D427700100036 
MONITOR    (29-CU-0(P,X)30-ZN-62,,SIG)                            D427700100037 
           (29-CU-0(P,X)30-ZN-65,,SIG)                            D427700100038 
MONIT-REF  (,S.Takacs+,J,NIM/B,240,790,2005)                      D427700100039 
ERR-ANALYS (EN-ERR)The uncertainty in energy of each measured     D427700100040 
           data point was estimated from the uncertainty in       D427700100041 
           incident beam energy, foil thickness and energy        D427700100042 
           straggling in the stack.                               D427700100043 
           (DATA-ERR)Quadratic summation of the uncertainties of  D427700100044 
           the contributing parameters results an absolute error  D427700100045 
           of 8.5%.                                               D427700100046 
           (ERR-1)target thickness (2%)                           D427700100047 
           (ERR-2)detector efficiency (5%)                        D427700100048 
           (ERR-3)physical decay data (5%)                        D427700100049 
           (ERR-4)integrated beam current (2%)                    D427700100050 
           (ERR-S)counting statistics (2%)                        D427700100051 
ADD-RES    (THEO) The experimental data were compared to the      D427700100052 
           results of the theoretical model codeS ALICE, EMPIRE   D427700100053 
           and TALYS.                                             D427700100054 
           (TTY-C) Fitted excitation functions were used for      D427700100055 
           determination of integral physical yields.             D427700100056 
HISTORY    (20130221C) st                                         D427700100057 
ENDBIB              55          0                                 D427700100058 
COMMON               5          3                                 D427700100059 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-S                 D427700100060 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT              D427700100061 
2.         5.         5.         2.          2.                   D427700100062 
ENDCOMMON            3          0                                 D427700100063 
ENDSUBENT           62          0                                 D427700199999 
SUBENT        D4277002   20130221                             D088D427700200001 
BIB                  3          5                                 D427700200002 
REACTION   (81-TL-0(P,X)82-PB-204-M,,SIG)                         D427700200003 
DECAY-DATA (82-PB-204-M,66.93MIN,DG,374.76,0.942,                 D427700200004 
                               DG,899.15,0.99174,DG,911.74,0.915) D427700200005 
STATUS     (TABLE)Data are from Table 6 of the reference.         D427700200006 
           Experiment 1.                                          D427700200007 
ENDBIB               5          0                                 D427700200008 
NOCOMMON             0          0                                 D427700200009 
DATA                 4        106                                 D427700200010 
EN         EN-ERR     DATA       DATA-ERR                         D427700200011 
MEV        MEV        MB         MB                               D427700200012 
      12.2      2.4       6.6      0.7                            D427700200013 
      12.8      2.3      18.5      2.0                            D427700200014 
      14.0      2.2      20.0      2.2                            D427700200015 
      15.7      2.1      20.2      2.2                            D427700200016 
      17.1      2.0      69.9      7.7                            D427700200017 
      17.3      2.0      67.9      7.5                            D427700200018 
      18.6      1.9      88.9      9.8                            D427700200019 
      19.9      1.8      93.3     10.3                            D427700200020 
      20.0      1.8      99.5     10.9                            D427700200021 
      20.1      1.8      99.9     11.0                            D427700200022 
      21.2      1.7      69.7      7.7                            D427700200023 
      21.3      1.7      88.4      9.7                            D427700200024 
      21.4      1.7      84.4      9.3                            D427700200025 
      21.8      1.7      77.3      8.5                            D427700200026 
      21.9      1.7      85.9      9.5                            D427700200027 
      22.5      1.6      56.7      6.2                            D427700200028 
      22.6      1.6      60.6      6.7                            D427700200029 
      23.0      1.6      71.0      7.8                            D427700200030 
      23.1      1.6      52.9      5.8                            D427700200031 
      23.1      1.6      59.8      6.6                            D427700200032 
      23.7      1.6      35.5      3.9                            D427700200033 
      23.8      1.6      40.7      4.5                            D427700200034 
      23.9      1.5      40.1      4.4                            D427700200035 
      24.2      1.5      45.6      5.0                            D427700200036 
      24.3      1.5      39.2      4.3                            D427700200037 
      24.3      1.5      41.1      4.5                            D427700200038 
      24.9      1.5      27.3      3.0                            D427700200039 
      24.9      1.5      29.8      3.3                            D427700200040 
      25.1      1.5      23.2      2.6                            D427700200041 
      25.4      1.4      22.9      2.5                            D427700200042 
      25.5      1.4      28.0      3.1                            D427700200043 
      26.0      1.4      19.8      2.2                            D427700200044 
      26.1      1.4      20.3      2.2                            D427700200045 
      26.5      1.4      22.1      2.4                            D427700200046 
      26.6      1.4      21.3      2.3                            D427700200047 
      26.7      1.3      24.5      2.7                            D427700200048 
      27.1      1.3      17.6      1.9                            D427700200049 
      27.2      1.3      19.0      2.1                            D427700200050 
      27.6      1.3      20.4      2.2                            D427700200051 
      27.6      1.3      18.0      2.0                            D427700200052 
      27.7      1.3      18.1      2.0                            D427700200053 
      28.2      1.2      15.4      1.7                            D427700200054 
      28.2      1.2      16.3      1.8                            D427700200055 
      28.7      1.2      16.7      1.8                            D427700200056 
      28.7      1.2      16.1      1.8                            D427700200057 
      28.7      1.2      15.5      1.7                            D427700200058 
      29.2      1.2      13.7      1.5                            D427700200059 
      29.3      1.2      15.3      1.7                            D427700200060 
      29.7      1.1      14.7      1.6                            D427700200061 
      29.7      1.1      15.1      1.7                            D427700200062 
      29.8      1.1      10.5      1.2                            D427700200063 
      29.9      1.1      17.6      1.9                            D427700200064 
      30.2      1.1      16.5      1.8                            D427700200065 
      30.2      1.1      14.3      1.6                            D427700200066 
      30.3      1.1      13.8      1.5                            D427700200067 
      30.6      1.1      14.9      1.6                            D427700200068 
      30.7      1.1      18.0      2.0                            D427700200069 
      30.8      1.1      15.0      1.7                            D427700200070 
      30.9      1.1      16.7      1.8                            D427700200071 
      31.0      1.1      16.5      1.8                            D427700200072 
      31.6      1.0      16.0      1.8                            D427700200073 
      31.7      1.0      15.4      1.7                            D427700200074 
      31.7      1.0      15.3      1.7                            D427700200075 
      31.8      1.0      15.0      1.7                            D427700200076 
      31.9      1.0      14.1      1.6                            D427700200077 
      32.0      1.0      14.5      1.6                            D427700200078 
      32.6      0.9      14.2      1.6                            D427700200079 
      32.9      0.9      13.6      1.5                            D427700200080 
      33.0      0.9      12.8      1.4                            D427700200081 
      33.6      0.9      14.8      1.6                            D427700200082 
      33.8      0.9      14.5      1.6                            D427700200083 
      33.9      0.8      12.9      1.4                            D427700200084 
      33.9      0.8      13.7      1.5                            D427700200085 
      34.6      0.8      13.4      1.5                            D427700200086 
      34.7      0.8      11.9      1.3                            D427700200087 
      34.8      0.8      14.6      1.6                            D427700200088 
      34.8      0.8      14.9      1.6                            D427700200089 
      35.5      0.7      14.7      1.6                            D427700200090 
      35.6      0.7      10.4      1.2                            D427700200091 
      35.7      0.7      13.4      1.5                            D427700200092 
      35.7      0.7      13.8      1.5                            D427700200093 
      36.3      0.7      13.2      1.5                            D427700200094 
