ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  250.0       28.0        49.00  .256053E+03.909846E+01           D018200801637 
  250.0       28.0        51.00  .262196E+03.920695E+01           D018200801638 
  250.0       28.0        53.00  .283211E+03.956880E+01           D018200801639 
  250.0       28.0        55.00  .283857E+03.957972E+01           D018200801640 
  250.0       28.0        57.00  .324916E+03.102492E+02           D018200801641 
  250.0       28.0        59.00  .304872E+03.992799E+01           D018200801642 
  250.0       28.0        61.00  .317480E+03.101312E+02           D018200801643 
  250.0       28.0        63.00  .320713E+03.101827E+02           D018200801644 
  250.0       28.0        65.00  .317157E+03.101260E+02           D018200801645 
  250.0       28.0        67.00  .305842E+03.994377E+01           D018200801646 
  250.0       28.0        69.00  .304548E+03.992272E+01           D018200801647 
  250.0       28.0        71.00  .294526E+03.975809E+01           D018200801648 
  250.0       28.0        73.00  .299699E+03.984340E+01           D018200801649 
  250.0       28.0        75.00  .302932E+03.989635E+01           D018200801650 
  250.0       28.0        77.00  .285474E+03.960696E+01           D018200801651 
  250.0       28.0        79.00  .297436E+03.980617E+01           D018200801652 
  250.0       28.0        81.00  .283211E+03.956880E+01           D018200801653 
  250.0       28.0        83.00  .293233E+03.973664E+01           D018200801654 
  250.0       28.0        85.00  .268339E+03.931418E+01           D018200801655 
  250.0       28.0        87.00  .266722E+03.928608E+01           D018200801656 
  250.0       28.0        89.00  .256700E+03.910994E+01           D018200801657 
  250.0       28.0        91.00  .271895E+03.937569E+01           D018200801658 
  250.0       28.0        93.00  .279331E+03.950303E+01           D018200801659 
  250.0       28.0        95.00  .255407E+03.908697E+01           D018200801660 
  250.0       28.0        97.00  .254760E+03.907546E+01           D018200801661 
  250.0       28.0        99.00  .256377E+03.910421E+01           D018200801662 
  250.0       28.0       101.00  .264136E+03.924095E+01           D018200801663 
  250.0       28.0       103.00  .259286E+03.915572E+01           D018200801664 
  250.0       28.0       105.00  .260903E+03.918422E+01           D018200801665 
  250.0       28.0       107.00  .222754E+03.848623E+01           D018200801666 
  250.0       28.0       109.00  .255084E+03.908121E+01           D018200801667 
  250.0       28.0       111.00  .230189E+03.862671E+01           D018200801668 
  250.0       28.0       113.00  .220490E+03.844302E+01           D018200801669 
  250.0       28.0       115.00  .217904E+03.839335E+01           D018200801670 
  250.0       28.0       117.00  .201739E+03.807603E+01           D018200801671 
  250.0       28.0       119.00  .190747E+03.785292E+01           D018200801672 
  250.0       28.0       121.00  .182664E+03.768475E+01           D018200801673 
  250.0       28.0       123.00  .173289E+03.748493E+01           D018200801674 
  250.0       28.0       125.00  .182341E+03.767794E+01           D018200801675 
  250.0       28.0       127.00  .169409E+03.740067E+01           D018200801676 
  250.0       28.0       129.00  .162297E+03.724365E+01           D018200801677 
  250.0       28.0       131.00  .154537E+03.706837E+01           D018200801678 
  250.0       28.0       133.00  .140959E+03.675070E+01           D018200801679 
  250.0       28.0       135.00  .123824E+03.632710E+01           D018200801680 
  250.0       28.0       137.00  .116711E+03.614270E+01           D018200801681 
  250.0       28.0       139.00  .117358E+03.615969E+01           D018200801682 
  250.0       28.0       141.00  .112185E+03.602241E+01           D018200801683 
  250.0       28.0       143.00  .940802E+02.551508E+01           D018200801684 
  250.0       28.0       145.00  .882608E+02.534179E+01           D018200801685 
  250.0       28.0       147.00  .805017E+02.510158E+01           D018200801686 
  250.0       28.0       149.00  .720959E+02.482790E+01           D018200801687 
  250.0       28.0       151.00  .643367E+02.456070E+01           D018200801688 
  250.0       28.0       153.00  .562542E+02.426462E+01           D018200801689 
  250.0       28.0       155.00  .520513E+02.410221E+01           D018200801690 
  250.0       28.0       157.00  .497882E+02.401205E+01           D018200801691 
  250.0       28.0       159.00  .439688E+02.377029E+01           D018200801692 
  250.0       28.0       161.00  .423523E+02.370034E+01           D018200801693 
  250.0       28.0       163.00  .355630E+02.339080E+01           D018200801694 
  250.0       28.0       165.00  .281271E+02.301554E+01           D018200801695 
  250.0       28.0       167.00  .261873E+02.290970E+01           D018200801696 
  250.0       28.0       169.00  .197213E+02.252505E+01           D018200801697 
  250.0       28.0       171.00  .190747E+02.248331E+01           D018200801698 
  250.0       28.0       173.00  .126087E+02.201901E+01           D018200801699 
  250.0       28.0       175.00  .151951E+02.221643E+01           D018200801700 
  250.0       28.0       177.00  .119621E+02.196656E+01           D018200801701 
  250.0       28.0       179.00  .872909E+01.167992E+01           D018200801702 
  250.0       28.0       181.00  .678930E+01.148155E+01           D018200801703 
  250.0       28.0       183.00  .872909E+01.167992E+01           D018200801704 
  250.0       28.0       185.00  .581940E+01.137164E+01           D018200801705 
  250.0       28.0       187.00  .420290E+01.116567E+01           D018200801706 
  250.0       28.0       189.00  .387960E+01.111994E+01           D018200801707 
  250.0       28.0       191.00  .129320E+01.646600E+00           D018200801708 
  250.0       28.0       193.00  .646600E+00.457215E+00           D018200801709 
  250.0       28.0       195.00  .646600E+00.457215E+00           D018200801710 
  250.0       28.0       197.00  .969899E+00.559972E+00           D018200801711 
  250.0       28.0       199.00  .129320E+01.646600E+00           D018200801712 
  250.0       28.0       201.00  .323300E+00.323300E+00           D018200801713 
  250.0       28.0       203.00  .969899E+00.559972E+00           D018200801714 
  250.0       28.0       207.00  .969899E+00.559972E+00           D018200801715 
  250.0       30.0        27.00  .555959E+00.390491E+00           D018200801716 
  250.0       30.0        29.00  .232686E+02.252645E+01           D018200801717 
  250.0       30.0        31.00  .582479E+02.399761E+01           D018200801718 
  250.0       30.0        33.00  .566703E+02.394346E+01           D018200801719 
  250.0       30.0        35.00  .742705E+02.451492E+01           D018200801720 
  250.0       30.0        37.00  .972064E+02.516577E+01           D018200801721 
  250.0       30.0        39.00  .111146E+03.552437E+01           D018200801722 
  250.0       30.0        41.00  .109802E+03.549154E+01           D018200801723 
  250.0       30.0        43.00  .155896E+03.654426E+01           D018200801724 
  250.0       30.0        45.00  .186421E+03.715730E+01           D018200801725 
  250.0       30.0        47.00  .220078E+03.777775E+01           D018200801726 
  250.0       30.0        49.00  .225758E+03.787868E+01           D018200801727 
  250.0       30.0        51.00  .232658E+03.799948E+01           D018200801728 
  250.0       30.0        53.00  .254870E+03.837405E+01           D018200801729 
  250.0       30.0        55.00  .286726E+03.888359E+01           D018200801730 
  250.0       30.0        57.00  .263740E+03.852169E+01           D018200801731 
  250.0       30.0        59.00  .280439E+03.878908E+01           D018200801732 
  250.0       30.0        61.00  .273696E+03.868461E+01           D018200801733 
  250.0       30.0        63.00  .269751E+03.862371E+01           D018200801734 
  250.0       30.0        65.00  .266419E+03.857228E+01           D018200801735 
  250.0       30.0        67.00  .256589E+03.841471E+01           D018200801736 
  250.0       30.0        69.00  .265573E+03.856295E+01           D018200801737 
  250.0       30.0        71.00  .251132E+03.832910E+01           D018200801738 
  250.0       30.0        73.00  .249915E+03.831123E+01           D018200801739 
  250.0       30.0        75.00  .230364E+03.798188E+01           D018200801740 
  250.0       30.0        77.00  .253193E+03.837059E+01           D018200801741 
  250.0       30.0        79.00  .233992E+03.804953E+01           D018200801742 
  250.0       30.0        81.00  .224564E+03.788836E+01           D018200801743 
  250.0       30.0        83.00  .214273E+03.770819E+01           D018200801744 
  250.0       30.0        85.00  .216014E+03.774227E+01           D018200801745 
  250.0       30.0        87.00  .218607E+03.779159E+01           D018200801746 
  250.0       30.0        89.00  .210140E+03.764227E+01           D018200801747 
  250.0       30.0        91.00  .204376E+03.753987E+01           D018200801748 
  250.0       30.0        93.00  .203638E+03.752951E+01           D018200801749 
  250.0       30.0        95.00  .196121E+03.739261E+01           D018200801750 
  250.0       30.0        97.00  .183676E+03.715760E+01           D018200801751 
  250.0       30.0        99.00  .185843E+03.720325E+01           D018200801752 
  250.0       30.0       101.00  .181304E+03.711840E+01           D018200801753 
  250.0       30.0       103.00  .167286E+03.684132E+01           D018200801754 
  250.0       30.0       105.00  .172542E+03.695185E+01           D018200801755 
  250.0       30.0       107.00  .165472E+03.681193E+01           D018200801756 
  250.0       30.0       109.00  .149966E+03.648885E+01           D018200801757 
  250.0       30.0       111.00  .151749E+03.653143E+01           D018200801758 
  250.0       30.0       113.00  .150678E+03.651265E+01           D018200801759 
  250.0       30.0       115.00  .142092E+03.632872E+01           D018200801760 
  250.0       30.0       117.00  .141021E+03.630935E+01           D018200801761 
  250.0       30.0       119.00  .122131E+03.587597E+01           D018200801762 
  250.0       30.0       121.00  .108898E+03.555286E+01           D018200801763 
  250.0       30.0       123.00  .111212E+03.561611E+01           D018200801764 
  250.0       30.0       125.00  .108633E+03.555531E+01           D018200801765 
  250.0       30.0       127.00  .104995E+03.546631E+01           D018200801766 
  250.0       30.0       129.00  .103487E+03.543197E+01           D018200801767 
  250.0       30.0       131.00  .862626E+02.496413E+01           D018200801768 
  250.0       30.0       133.00  .788894E+02.475202E+01           D018200801769 
  250.0       30.0       135.00  .772812E+02.470828E+01           D018200801770 
  250.0       30.0       137.00  .720934E+02.455250E+01           D018200801771 
  250.0       30.0       139.00  .684887E+02.444231E+01           D018200801772 
  250.0       30.0       141.00  .538500E+02.394379E+01           D018200801773 
  250.0       30.0       143.00  .524193E+02.389593E+01           D018200801774 
  250.0       30.0       145.00  .490142E+02.377222E+01           D018200801775 
  250.0       30.0       147.00  .436888E+02.356628E+01           D018200801776 
  250.0       30.0       149.00  .408753E+02.345451E+01           D018200801777 
  250.0       30.0       151.00  .339942E+02.315509E+01           D018200801778 
  250.0       30.0       153.00  .291328E+02.292541E+01           D018200801779 
  250.0       30.0       155.00  .331325E+02.312494E+01           D018200801780 
  250.0       30.0       157.00  .234118E+02.263139E+01           D018200801781 
  250.0       30.0       159.00  .257556E+02.276501E+01           D018200801782 
  250.0       30.0       161.00  .162223E+02.219862E+01           D018200801783 
  250.0       30.0       163.00  .139811E+02.204522E+01           D018200801784 
  250.0       30.0       165.00  .124665E+02.193537E+01           D018200801785 
  250.0       30.0       167.00  .157535E+02.218047E+01           D018200801786 
  250.0       30.0       169.00  .117773E+02.188976E+01           D018200801787 
  250.0       30.0       171.00  .759283E+01.152112E+01           D018200801788 
  250.0       30.0       173.00  .976586E+01.172964E+01           D018200801789 
  250.0       30.0       175.00  .723094E+01.149246E+01           D018200801790 
  250.0       30.0       177.00  .582694E+01.134369E+01           D018200801791 
  250.0       30.0       179.00  .420575E+01.114512E+01           D018200801792 
  250.0       30.0       181.00  .461766E+01.120385E+01           D018200801793 
  250.0       30.0       183.00  .232203E+01.856677E+00           D018200801794 
  250.0       30.0       185.00  .366063E+01.107964E+01           D018200801795 
  250.0       30.0       187.00  .159694E+01.715927E+00           D018200801796 
  250.0       30.0       189.00  .228187E+01.859426E+00           D018200801797 
  250.0       30.0       191.00  .158546E+01.719625E+00           D018200801798 
  250.0       30.0       193.00  .861592E+00.533070E+00           D018200801799 
  250.0       30.0       195.00  .110685E+01.607344E+00           D018200801800 
  250.0       30.0       197.00  .337004E+00.337004E+00           D018200801801 
  250.0       30.0       201.00  .345551E+00.345551E+00           D018200801802 
  250.0       35.0        27.00  .110699E+01.418403E+00           D018200801803 
  250.0       35.0        29.00  .164467E+02.161273E+01           D018200801804 
  250.0       35.0        31.00  .297306E+02.216833E+01           D018200801805 
  250.0       35.0        33.00  .513959E+02.285093E+01           D018200801806 
  250.0       35.0        35.00  .762241E+02.347191E+01           D018200801807 
  250.0       35.0        37.00  .869778E+02.370874E+01           D018200801808 
  250.0       35.0        39.00  .112913E+03.422566E+01           D018200801809 
  250.0       35.0        41.00  .132206E+03.457245E+01           D018200801810 
  250.0       35.0        43.00  .146439E+03.481228E+01           D018200801811 
  250.0       35.0        45.00  .170002E+03.518501E+01           D018200801812 
  250.0       35.0        47.00  .180597E+03.534415E+01           D018200801813 
  250.0       35.0        49.00  .200049E+03.562459E+01           D018200801814 
  250.0       35.0        51.00  .217286E+03.586191E+01           D018200801815 
  250.0       35.0        53.00  .209063E+03.574991E+01           D018200801816 
  250.0       35.0        55.00  .206533E+03.571501E+01           D018200801817 
  250.0       35.0        57.00  .203528E+03.567329E+01           D018200801818 
  250.0       35.0        59.00  .206691E+03.571720E+01           D018200801819 
  250.0       35.0        61.00  .205584E+03.570187E+01           D018200801820 
  250.0       35.0        63.00  .197519E+03.558891E+01           D018200801821 
  250.0       35.0        65.00  .184867E+03.540696E+01           D018200801822 
  250.0       35.0        67.00  .183602E+03.538842E+01           D018200801823 
  250.0       35.0        69.00  .184235E+03.539770E+01           D018200801824 
  250.0       35.0        71.00  .165258E+03.511215E+01           D018200801825 
  250.0       35.0        73.00  .158774E+03.501086E+01           D018200801826 
  250.0       35.0        75.00  .159881E+03.502830E+01           D018200801827 
  250.0       35.0        77.00  .152923E+03.491766E+01           D018200801828 
  250.0       35.0        79.00  .155927E+03.496574E+01           D018200801829 
  250.0       35.0        81.00  .145806E+03.480188E+01           D018200801830 
  250.0       35.0        83.00  .136002E+03.463762E+01           D018200801831 
  250.0       35.0        85.00  .137425E+03.466182E+01           D018200801832 
  250.0       35.0        87.00  .137109E+03.465645E+01           D018200801833 
  250.0       35.0        89.00  .130150E+03.453676E+01           D018200801834 
  250.0       35.0        91.00  .124141E+03.443078E+01           D018200801835 
  250.0       35.0        93.00  .110383E+03.417805E+01           D018200801836 
  250.0       35.0        95.00  .106113E+03.409644E+01           D018200801837 
  250.0       35.0        97.00  .103266E+03.404112E+01           D018200801838 
  250.0       35.0        99.00  .102476E+03.402562E+01           D018200801839 
  250.0       35.0       101.00  .958337E+02.389298E+01           D018200801840 
  250.0       35.0       103.00  .952011E+02.388011E+01           D018200801841 
  250.0       35.0       105.00  .787544E+02.352907E+01           D018200801842 
  250.0       35.0       107.00  .823917E+02.360964E+01           D018200801843 
  250.0       35.0       109.00  .809684E+02.357833E+01           D018200801844 
  250.0       35.0       111.00  .721125E+02.337698E+01           D018200801845 
  250.0       35.0       113.00  .667357E+02.324864E+01           D018200801846 
  250.0       35.0       115.00  .621496E+02.313503E+01           D018200801847 
  250.0       35.0       117.00  .599356E+02.307868E+01           D018200801848 
  250.0       35.0       119.00  .567728E+02.299635E+01           D018200801849 
  250.0       35.0       121.00  .548751E+02.294585E+01           D018200801850 
  250.0       35.0       123.00  .438052E+02.263200E+01           D018200801851 
  250.0       35.0       125.00  .434889E+02.262248E+01           D018200801852 
  250.0       35.0       127.00  .371632E+02.242426E+01           D018200801853 
  250.0       35.0       129.00  .336841E+02.230800E+01           D018200801854 
  250.0       35.0       131.00  .272003E+02.207400E+01           D018200801855 
  250.0       35.0       133.00  .289399E+02.213930E+01           D018200801856 
  250.0       35.0       135.00  .275166E+02.208603E+01           D018200801857 
  250.0       35.0       137.00  .221398E+02.187115E+01           D018200801858 
  250.0       35.0       139.00  .196095E+02.176099E+01           D018200801859 
  250.0       35.0       141.00  .151816E+02.154946E+01           D018200801860 
  250.0       35.0       143.00  .140746E+02.149190E+01           D018200801861 
  250.0       35.0       145.00  .120187E+02.137864E+01           D018200801862 
  250.0       35.0       147.00  .113862E+02.134187E+01           D018200801863 
  250.0       35.0       149.00  .104373E+02.128475E+01           D018200801864 
  250.0       35.0       151.00  .948848E+01.122496E+01           D018200801865 
  250.0       35.0       153.00  .743264E+01.108416E+01           D018200801866 
  250.0       35.0       155.00  .711636E+01.106084E+01           D018200801867 
  250.0       35.0       157.00  .506052E+01.894583E+00           D018200801868 
  250.0       35.0       159.00  .537681E+01.922115E+00           D018200801869 
  250.0       35.0       161.00  .379539E+01.774731E+00           D018200801870 
  250.0       35.0       163.00  .363725E+01.758419E+00           D018200801871 
  250.0       35.0       165.00  .268840E+01.652034E+00           D018200801872 
  250.0       35.0       167.00  .142327E+01.474424E+00           D018200801873 
  250.0       35.0       169.00  .205584E+01.570187E+00           D018200801874 
  250.0       35.0       171.00  .790707E+00.353615E+00           D018200801875 
  250.0       35.0       173.00  .948848E+00.387366E+00           D018200801876 
  250.0       35.0       175.00  .142327E+01.474424E+00           D018200801877 
  250.0       35.0       177.00  .474424E+00.273909E+00           D018200801878 
  250.0       35.0       179.00  .474424E+00.273909E+00           D018200801879 
  250.0       35.0       181.00  .158141E+00.158141E+00           D018200801880 
  250.0       35.0       183.00  .316283E+00.223646E+00           D018200801881 
  250.0       35.0       187.00  .158141E+00.158141E+00           D018200801882 
  250.0       35.0       189.00  .632566E+00.316283E+00           D018200801883 
  250.0       35.0       191.00  .158141E+00.158141E+00           D018200801884 
  250.0       35.0       195.00  .158141E+00.158141E+00           D018200801885 
  250.0       40.0        27.00  .138350E+01.427849E+00           D018200801886 
  250.0       40.0        29.00  .165278E+02.147897E+01           D018200801887 
  250.0       40.0        31.00  .433877E+02.239659E+01           D018200801888 
  250.0       40.0        33.00  .420124E+02.235865E+01           D018200801889 
  250.0       40.0        35.00  .581008E+02.277415E+01           D018200801890 
  250.0       40.0        37.00  .733353E+02.311722E+01           D018200801891 
  250.0       40.0        39.00  .940703E+02.353112E+01           D018200801892 
  250.0       40.0        41.00  .103722E+03.370855E+01           D018200801893 
  250.0       40.0        43.00  .128303E+03.412547E+01           D018200801894 
  250.0       40.0        45.00  .141291E+03.433015E+01           D018200801895 
  250.0       40.0        47.00  .156395E+03.455676E+01           D018200801896 
  250.0       40.0        49.00  .154835E+03.453506E+01           D018200801897 
  250.0       40.0        51.00  .157076E+03.456893E+01           D018200801898 
  250.0       40.0        53.00  .176349E+03.484241E+01           D018200801899 
  250.0       40.0        55.00  .166212E+03.470250E+01           D018200801900 
  250.0       40.0        57.00  .162322E+03.464852E+01           D018200801901 
  250.0       40.0        59.00  .151628E+03.449420E+01           D018200801902 
  250.0       40.0        61.00  .143989E+03.438097E+01           D018200801903 
  250.0       40.0        63.00  .142990E+03.436727E+01           D018200801904 
  250.0       40.0        65.00  .132982E+03.421319E+01           D018200801905 
  250.0       40.0        67.00  .124061E+03.407097E+01           D018200801906 
  250.0       40.0        69.00  .116519E+03.394687E+01           D018200801907 
  250.0       40.0        71.00  .112424E+03.387852E+01           D018200801908 
  250.0       40.0        73.00  .116788E+03.395482E+01           D018200801909 
  250.0       40.0        75.00  .117865E+03.397484E+01           D018200801910 
  250.0       40.0        77.00  .975565E+02.361796E+01           D018200801911 
  250.0       40.0        79.00  .101297E+03.368851E+01           D018200801912 
  250.0       40.0        81.00  .900781E+02.348010E+01           D018200801913 
  250.0       40.0        83.00  .767471E+02.321405E+01           D018200801914 
  250.0       40.0        85.00  .690158E+02.304961E+01           D018200801915 
  250.0       40.0        87.00  .765034E+02.321270E+01           D018200801916 
  250.0       40.0        89.00  .637649E+02.293489E+01           D018200801917 
  250.0       40.0        91.00  .660315E+02.298854E+01           D018200801918 
  250.0       40.0        93.00  .649857E+02.296680E+01           D018200801919 
  250.0       40.0        95.00  .549703E+02.273056E+01           D018200801920 
  250.0       40.0        97.00  .514060E+02.264251E+01           D018200801921 
  250.0       40.0        99.00  .546382E+02.272642E+01           D018200801922 
  250.0       40.0       101.00  .436381E+02.243852E+01           D018200801923 
  250.0       40.0       103.00  .419605E+02.239319E+01           D018200801924 
  250.0       40.0       105.00  .427985E+02.241908E+01           D018200801925 
  250.0       40.0       107.00  .343286E+02.216850E+01           D018200801926 
  250.0       40.0       109.00  .358700E+02.221876E+01           D018200801927 
  250.0       40.0       111.00  .320308E+02.209874E+01           D018200801928 
  250.0       40.0       113.00  .294524E+02.201458E+01           D018200801929 
  250.0       40.0       115.00  .241683E+02.182689E+01           D018200801930 
  250.0       40.0       117.00  .251660E+02.186632E+01           D018200801931 
  250.0       40.0       119.00  .208864E+02.170222E+01           D018200801932 
  250.0       40.0       121.00  .190613E+02.162814E+01           D018200801933 
  250.0       40.0       123.00  .195238E+02.164986E+01           D018200801934 
  250.0       40.0       125.00  .154525E+02.146974E+01           D018200801935 
  250.0       40.0       127.00  .136689E+02.138424E+01           D018200801936 
  250.0       40.0       129.00  .111057E+02.124952E+01           D018200801937 
  250.0       40.0       131.00  .935187E+01.114835E+01           D018200801938 
  250.0       40.0       133.00  .931835E+01.114810E+01           D018200801939 
  250.0       40.0       135.00  .732226E+01.101940E+01           D018200801940 
  250.0       40.0       137.00  .664453E+01.972747E+00           D018200801941 
  250.0       40.0       139.00  .440567E+01.793510E+00           D018200801942 
  250.0       40.0       141.00  .465349E+01.817053E+00           D018200801943 
  250.0       40.0       143.00  .268576E+01.621937E+00           D018200801944 
  250.0       40.0       145.00  .449521E+01.806265E+00           D018200801945 
  250.0       40.0       147.00  .306360E+01.667039E+00           D018200801946 
  250.0       40.0       149.00  .175676E+01.506253E+00           D018200801947 
  250.0       40.0       151.00  .266177E+01.624625E+00           D018200801948 
  250.0       40.0       153.00  .149092E+01.468633E+00           D018200801949 
  250.0       40.0       155.00  .135874E+01.448537E+00           D018200801950 
  250.0       40.0       157.00  .161721E+01.490674E+00           D018200801951 
  250.0       40.0       159.00  .964072E+00.379929E+00           D018200801952 
  250.0       40.0       161.00  .832318E+00.354074E+00           D018200801953 
  250.0       40.0       163.00  .566390E+00.293005E+00           D018200801954 
  250.0       40.0       165.00  .701145E+00.327086E+00           D018200801955 
  250.0       40.0       167.00  .833927E+00.357964E+00           D018200801956 
  250.0       40.0       169.00  .297032E+00.214425E+00           D018200801957 
  250.0       40.0       171.00  .436402E+00.260918E+00           D018200801958 
  250.0       40.0       173.00  .157284E+00.157284E+00           D018200801959 
  250.0       40.0       177.00  .160115E+00.160115E+00           D018200801960 
  250.0       40.0       181.00  .163356E+00.163356E+00           D018200801961 
  250.0       40.0       191.00  .173875E+00.173875E+00           D018200801962 
  250.0       45.0        27.00  .222920E+01.842559E+00           D018200801963 
  250.0       45.0        29.00  .168782E+02.231841E+01           D018200801964 
  250.0       45.0        31.00  .375780E+02.345933E+01           D018200801965 
  250.0       45.0        33.00  .515901E+02.405330E+01           D018200801966 
  250.0       45.0        35.00  .719714E+02.478747E+01           D018200801967 
  250.0       45.0        37.00  .824805E+02.512509E+01           D018200801968 
  250.0       45.0        39.00  .929896E+02.544180E+01           D018200801969 
  250.0       45.0        41.00  .114008E+03.602550E+01           D018200801970 
  250.0       45.0        43.00  .121969E+03.623234E+01           D018200801971 
  250.0       45.0        45.00  .121969E+03.623234E+01           D018200801972 
  250.0       45.0        47.00  .130568E+03.644827E+01           D018200801973 
  250.0       45.0        49.00  .144261E+03.677798E+01           D018200801974 
  250.0       45.0        51.00  .144898E+03.679293E+01           D018200801975 
  250.0       45.0        53.00  .140440E+03.668761E+01           D018200801976 
  250.0       45.0        55.00  .120377E+03.619152E+01           D018200801977 
  250.0       45.0        57.00  .120058E+03.618333E+01           D018200801978 
  250.0       45.0        59.00  .113689E+03.601708E+01           D018200801979 
  250.0       45.0        61.00  .100633E+03.566102E+01           D018200801980 
  250.0       45.0        63.00  .106365E+03.582002E+01           D018200801981 
  250.0       45.0        65.00  .964926E+02.554336E+01           D018200801982 
  250.0       45.0        67.00  .945819E+02.548820E+01           D018200801983 
  250.0       45.0        69.00  .834359E+02.515468E+01           D018200801984 
  250.0       45.0        71.00  .821620E+02.511518E+01           D018200801985 
  250.0       45.0        73.00  .729268E+02.481914E+01           D018200801986 
  250.0       45.0        75.00  .636915E+02.450367E+01           D018200801987 
  250.0       45.0        77.00  .605069E+02.438963E+01           D018200801988 
  250.0       45.0        79.00  .531824E+02.411538E+01           D018200801989 
  250.0       45.0        81.00  .471317E+02.387420E+01           D018200801990 
  250.0       45.0        83.00  .477686E+02.390029E+01           D018200801991 
  250.0       45.0        85.00  .487240E+02.393910E+01           D018200801992 
  250.0       45.0        87.00  .439471E+02.374103E+01           D018200801993 
  250.0       45.0        89.00  .401256E+02.357468E+01           D018200801994 
  250.0       45.0        91.00  .331196E+02.324764E+01           D018200801995 
  250.0       45.0        93.00  .299350E+02.308756E+01           D018200801996 
  250.0       45.0        95.00  .328011E+02.323199E+01           D018200801997 
  250.0       45.0        97.00  .283427E+02.300432E+01           D018200801998 
  250.0       45.0        99.00  .273873E+02.295325E+01           D018200801999 
  250.0       45.0       101.00  .226105E+02.268337E+01           D018200802000 
  250.0       45.0       103.00  .206997E+02.256749E+01           D018200802001 
  250.0       45.0       105.00  .159229E+02.225183E+01           D018200802002 
  250.0       45.0       107.00  .149675E+02.218323E+01           D018200802003 
  250.0       45.0       109.00  .181521E+02.240430E+01           D018200802004 
  250.0       45.0       111.00  .127383E+02.201410E+01           D018200802005 
  250.0       45.0       113.00  .140121E+02.211241E+01           D018200802006 
