ENTRY            D0551   20090329                             D067D055100000001 
SUBENT        D0551001   20090329                             D067D055100100001 
BIB                 14         40                                 D055100100002 
TITLE      120Sn homologous levels via the 123Sb(p,alpha)120Sn    D055100100003 
           reaction: Experimental evidence and microscopic        D055100100004 
           calculations                                           D055100100005 
AUTHOR     (P.Guazzoni,L.Zetta,B.F.Bayman,A.Covello,A.Gargano,    D055100100006 
           G.Graw,R.Hertenberger,H.F.Wirth,M.Jaskola)             D055100100007 
INSTITUTE  (2ITYGVA,1USAMIN,2ITYFSN,2GERLMU,2GERMUN,3POLIPJ)      D055100100008 
REFERENCE  (J,PR/C,72,044604,2005)                                D055100100009 
FACILITY   (VDGT,2GERMUN) HVEC MP Tandem accelerator of the       D055100100010 
           University and Technical University of Munich          D055100100011 
INC-SOURCE (POLIS) source for negative polarized D- and           D055100100012 
                   H- hydrogen ion beams. the value of the        D055100100013 
                   polarization was 0.6.                          D055100100014 
SAMPLE     The 50 mu-g/cm2 thick 123Sb isotopically enriched      D055100100015 
            (98.28%) target was evaporated onto an 8 mu-g/cm2     D055100100016 
           carbon backing.                                        D055100100017 
EN-SEC     (E-LVL,50-SN-120)                                      D055100100018 
DETECTOR   (MAGSP) The reaction products were momentum            D055100100019 
           separated by the Q3D magnetic spectrograph, at nine    D055100100020 
           angles between 6. and 52.5 degr., with both spin-up    D055100100021 
           and spin-down polarization in different magnetic       D055100100022 
           field settings in order to reach an excitation         D055100100023 
           energy of the residual nucleus of 4750 keV.            D055100100024 
           (PROPC) Outgoing alpha particles were identified by    D055100100025 
           the new proportional counter with cathode-strip readoutD055100100026 
           focal plane, designed to detect light ions such as p, dD055100100027 
           for the Q3D with a position resolution of better than  D055100100028 
           0.1 mm, good particle identification and high count    D055100100029 
           rate.                                                  D055100100030 
           (SCIN) The particles were stopped in a 7 mm thick      D055100100031 
           plastic scintillator (NE-104) which ensured both dE-E  D055100100032 
           particle identification and good position resolution.  D055100100033 
METHOD     (EDE,BCINT)                                            D055100100034 
ANALYSIS   All spectra were normalized with respect to the beam   D055100100035 
           current accumulated by a Faraday cup and analyzed      D055100100036 
           with the AUTOFIT shape fitting code                    D055100100037 
ERR-ANALYS (ERR-S) Statistical error                              D055100100038 
           (ERR-SYS) systematic error                             D055100100039 
STATUS     (TABLE) Data were received from Dr.L.Zetta             D055100100040 
           (APRVD) Entry approved by Dr. L.Zetta                  D055100100041 
HISTORY    (20090329C) SD                                         D055100100042 
ENDBIB              40          0                                 D055100100043 
COMMON               3          3                                 D055100100044 
EN         POL-BM     ERR-SYS                                     D055100100045 
MEV        NO-DIM     PER-CENT                                    D055100100046 
 24.0        0.6        15.0                                      D055100100047 
ENDCOMMON            3          0                                 D055100100048 
ENDSUBENT           47          0                                 D055100199999 
SUBENT        D0551002   20090329                             D067D055100200001 
BIB                  1          1                                 D055100200002 
REACTION   (51-SB-123(P,A)50-SN-120,PAR,DA)                       D055100200003 
ENDBIB               1          0                                 D055100200004 
NOCOMMON             0          0                                 D055100200005 
DATA                 4        513                                 D055100200006 
E-LVL      ANG-CM     DATA-CM    ERR-S                            D055100200007 
MEV        ADEG       MU-B/SR    MU-B/SR                          D055100200008 
      0.000       6.09       8.73       0.50                      D055100200009 
      0.000      10.15       9.68       0.34                      D055100200010 
      0.000      15.22       9.92       0.42                      D055100200011 
      0.000      20.29       9.08       0.34                      D055100200012 
      0.000      25.35       7.30       0.26                      D055100200013 
      0.000      30.42       5.54       0.20                      D055100200014 
      0.000      38.01       2.90       0.14                      D055100200015 
      0.000      45.59       2.26       0.12                      D055100200016 
      0.000      53.16       2.09       0.10                      D055100200017 
      1.171       6.09       2.40       0.28                      D055100200018 
      1.171      10.15       3.10       0.20                      D055100200019 
      1.171      15.22       3.00       0.24                      D055100200020 
      1.171      20.29       3.66       0.22                      D055100200021 
      1.171      25.36       3.09       0.16                      D055100200022 
      1.171      30.43       2.05       0.12                      D055100200023 
      1.171      38.02       1.55       0.10                      D055100200024 
      1.171      45.60       1.14       0.09                      D055100200025 
      1.171      53.18       0.70       0.06                      D055100200026 
      2.195       6.09       2.29       0.27                      D055100200027 
      2.195      10.15       2.29       0.17                      D055100200028 
      2.195      15.22       3.07       0.24                      D055100200029 
      2.195      20.30       2.89       0.20                      D055100200030 
      2.195      25.37       2.24       0.14                      D055100200031 
      2.195      30.43       1.78       0.11                      D055100200032 
      2.195      38.03       1.21       0.09                      D055100200033 
      2.195      45.61       0.65       0.07                      D055100200034 
      2.195      53.19       0.49       0.05                      D055100200035 
      2.284       6.09       9.23       0.54                      D055100200036 
      2.284      10.15       9.90       0.36                      D055100200037 
      2.284      15.23       7.55       0.38                      D055100200038 
      2.284      20.30       4.89       0.26                      D055100200039 
      2.284      25.37       3.01       0.17                      D055100200040 
      2.284      30.43       2.39       0.13                      D055100200041 
      2.284      38.03       1.71       0.11                      D055100200042 
      2.284      45.62       1.43       0.10                      D055100200043 
      2.284      53.19       1.01       0.07                      D055100200044 
      2.402       6.09      10.79       0.40                      D055100200045 
      2.402      10.15      12.13       0.41                      D055100200046 
      2.402      15.22       8.66       0.27                      D055100200047 
      2.402      20.30       5.51       0.26                      D055100200048 
      2.402      25.37       3.03       0.12                      D055100200049 
      2.402      30.43       2.30       0.09                      D055100200050 
      2.402      38.03       2.37       0.10                      D055100200051 
      2.402      45.61       1.44       0.07                      D055100200052 
      2.402      53.19       0.91       0.04                      D055100200053 
      2.462       6.09       0.86       0.11                      D055100200054 
      2.462      10.15       1.11       0.13                      D055100200055 
      2.462      15.22       0.96       0.09                      D055100200056 
      2.462      20.30       0.88       0.10                      D055100200057 
      2.462      25.37       0.87       0.06                      D055100200058 
      2.462      30.43       0.72       0.05                      D055100200059 
      2.462      38.03       0.57       0.07                      D055100200060 
      2.462      45.61       0.41       0.05                      D055100200061 
      2.462      53.19       0.22       0.03                      D055100200062 
      2.482       6.09       3.53       0.23                      D055100200063 
      2.482      10.15       4.37       0.25                      D055100200064 
      2.482      15.22       3.66       0.18                      D055100200065 
      2.482      20.30       3.13       0.19                      D055100200066 
