ENTRY            D8097   20240202                             D142D809700000001 
SUBENT        D8097001   20240202                             D142D809700100001 
BIB                 10         18                                 D809700100002 
TITLE      Proton energy spectra from deuteron induced reaction   D809700100003 
            on copper at 14,5 MeV deuteron energy                 D809700100004 
AUTHOR     (T.K.Zholdybayev, G.A.Ussabayeva, A.A.Temirzhanov,     D809700100005 
            Zh.T.Mukan, B.M.Sadykov, B.A.Duisebayev)              D809700100006 
INSTITUTE  (4KASKAZ,4KASATN)                                      D809700100007 
           (4KASKAS) Asfendiyarov Kazakh National Medical         D809700100008 
            University, Almaty; Satbayev University, Almaty       D809700100009 
REFERENCE  (J,JP/CS,2642,012002,2023)                             D809700100010 
FACILITY   (ISOCY,4KASKAZ) U-150M                                 D809700100011 
SAMPLE     Self-supporting Cu foil (3.5 mg/cm2)                   D809700100012 
METHOD     (EDE,BCINT)                                            D809700100013 
DETECTOR   (TELES,SI,SI)                                          D809700100014 
ERR-ANALYS (ERR-T) Total uncertainty                              D809700100015 
           (ERR-1) Determination of target thickness      (5%)    D809700100016 
           (ERR-2) Calibration of the current integrator  (1%)    D809700100017 
           (ERR-3) Solid angle of the spectrometer      (1.3%)    D809700100018 
           (ERR-4) Beam energy                            (1%)    D809700100019 
HISTORY    (20240122C) Zholdybayev                                D809700100020 
ENDBIB              18          0                                 D809700100021 
COMMON               5          3                                 D809700100022 
EN         ERR-1      ERR-2      ERR-3      ERR-4                 D809700100023 
MEV        PER-CENT   PER-CENT   PER-CENT   PER-CENT              D809700100024 
 14.5       5.         1.         1.3        1.                   D809700100025 
ENDCOMMON            3          0                                 D809700100026 
ENDSUBENT           25          0                                 D809700199999 
SUBENT        D8097002   20240202                             D142D809700200001 
BIB                  2          3                                 D809700200002 
REACTION   (29-CU-0(D,X)1-H-1,,DA/DE)                             D809700200003 
STATUS     (TABLE,,T.K.Zholdybayev+,J,JP/CS,2642,012002,2023)     D809700200004 
            Fig.2                                                 D809700200005 
ENDBIB               3          0                                 D809700200006 
NOCOMMON             0          0                                 D809700200007 
DATA                 4        410                                 D809700200008 
ANG        E-CM       DATA-CM    ERR-T                            D809700200009 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        D809700200010 
        30.        3.8      0.340      0.042                      D809700200011 
        30.        4.0      1.203      0.130                      D809700200012 
        30.        4.2      1.913      0.201                      D809700200013 
        30.        4.4      2.651      0.276                      D809700200014 
        30.        4.6      2.953      0.306                      D809700200015 
        30.        4.7      2.938      0.304                      D809700200016 
        30.        4.9      2.845      0.295                      D809700200017 
        30.        5.1      2.741      0.285                      D809700200018 
        30.        5.3      2.869      0.297                      D809700200019 
        30.        5.5      2.631      0.273                      D809700200020 
        30.        5.7      2.440      0.254                      D809700200021 
        30.        5.9      2.151      0.225                      D809700200022 
        30.        6.1      1.808      0.191                      D809700200023 
        30.        6.3      1.739      0.184                      D809700200024 
        30.        6.5      1.555      0.165                      D809700200025 
        30.        6.7      1.732      0.183                      D809700200026 
        30.        6.9      1.657      0.175                      D809700200027 
        30.        7.1      1.807      0.191                      D809700200028 
        30.        7.2      1.829      0.193                      D809700200029 
        30.        7.4      1.870      0.197                      D809700200030 
        30.        7.6      1.989      0.209                      D809700200031 
        30.        7.8      2.091      0.219                      D809700200032 
        30.        8.0      2.289      0.239                      D809700200033 
        30.        8.2      2.398      0.250                      D809700200034 
        30.        8.4      2.321      0.242                      D809700200035 
        30.        8.6      2.297      0.240                      D809700200036 
        30.        8.8      2.394      0.250                      D809700200037 
        30.        9.0      2.206      0.231                      D809700200038 
        30.        9.2      2.461      0.256                      D809700200039 
        30.        9.4      2.661      0.276                      D809700200040 
        30.        9.6      2.740      0.284                      D809700200041 
        30.        9.8      2.965      0.307                      D809700200042 
        30.        9.9      3.044      0.315                      D809700200043 
        30.       10.1      2.620      0.272                      D809700200044 
        30.       10.3      2.447      0.255                      D809700200045 
        30.       10.5      2.886      0.299                      D809700200046 
        30.       10.7      3.076      0.318                      D809700200047 
        30.       10.9      2.350      0.245                      D809700200048 
        30.       11.1      2.320      0.242                      D809700200049 
        30.       11.3      2.282      0.238                      D809700200050 
