ENTRY            D0993   20210409                             D135D099300000001 
SUBENT        D0993001   20210409                             D135D099300100001 
BIB                 12         23                                 D099300100002 
TITLE      Study of elastic scattering and reaction cross section D099300100003 
            of the 12C+28Si system                                D099300100004 
AUTHOR     (J.M.Oliveira Jr)                                      D099300100005 
REFERENCE  (T,OLIVEIRA JR,1988)                                   D099300100006 
           Jose Martins de Oliveira Junior                        D099300100007 
            Master thesis submitted to Universidade de Sao Paulo  D099300100008 
            https://repositorio.usp.br/item/000729541             D099300100009 
REL-REF    (N,,E.A.Benjamim+,J,JP/CS,436,012015,2013)             D099300100010 
            Data of this experiment and other experiments on fig. D099300100011 
INSTITUTE  (3BZLUSP)                                              D099300100012 
FACILITY   (VDGT,3BZLUSP) Pelletron Laboratory                    D099300100013 
SAMPLE     12C (~15 to 30 ug/cm2 thick), evaporated onto Au       D099300100014 
            (1 ug/cm2 thick) in some cases                        D099300100015 
DETECTOR   (TELES,PROPC,SIBAR)                                    D099300100016 
           Three telescopes consisting of proportional gas        D099300100017 
            counters followed by 28Si surface barrier detectors   D099300100018 
PART-DET   (14-SI-28) for forward angles                          D099300100019 
           (6-C-12) for backward angles                           D099300100020 
METHOD     (COINC) 28Si and 12C measured in coincidence           D099300100021 
           (EDE)                                                  D099300100022 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainty    D099300100023 
HISTORY    (20210409R) On. Data received from Alinka Lepine-Szily.D099300100024 
           (20210409C) On                                         D099300100025 
ENDBIB              23          0                                 D099300100026 
NOCOMMON             0          0                                 D099300100027 
ENDSUBENT           26          0                                 D099300199999 
SUBENT        D0993002   20210409                             D135D099300200001 
BIB                  2          2                                 D099300200002 
REACTION   (6-C-12(14-SI-28,EL)6-C-12,,DA,,RTH)                   D099300200003 
STATUS     (TABLE) Data received from Alinka Lepie-Szily          D099300200004 
ENDBIB               2          0                                 D099300200005 
NOCOMMON             0          0                                 D099300200006 
DATA                 4        600                                 D099300200007 
EN-CM      ANG-CM     DATA       DATA-ERR                         D099300200008 
MEV        ADEG       NO-DIM     NO-DIM                           D099300200009 
 13.3        30.06     0.966      0.0058                          D099300200010 
 13.3        32.15     0.97       0.00582                         D099300200011 
 13.3        33.97     0.993      0.00596                         D099300200012 
 13.3        35.9      1.009      0.00605                         D099300200013 
 13.3        38.29     1.03       0.00618                         D099300200014 
 13.3        41.35     1.031      0.00619                         D099300200015 
 13.3        43.15     1.022      0.00613                         D099300200016 
 13.3        45.05     1.038      0.00623                         D099300200017 
 13.3        46.83     1.034      0.0062                          D099300200018 
 13.3        49.84     1.048      0.00838                         D099300200019 
 13.3        52.18     1.039      0.01247                         D099300200020 
 13.3        54.04     0.999      0.01199                         D099300200021 
 13.3        55.79     1.054      0.01159                         D099300200022 
 13.3        57.78     0.998      0.01198                         D099300200023 
 13.3        60.87     0.991      0.01189                         D099300200024 
 13.3        62.84     1.008      0.0121                          D099300200025 
 13.3        64.55     1.031      0.01237                         D099300200026 
 13.3        66.35     1.021      0.01225                         D099300200027 
 13.3        68.59     1.046      0.01151                         D099300200028 
 13.3        71.43     1.058      0.01164                         D099300200029 
 13.3        73.09     1.068      0.01175                         D099300200030 
 13.3        74.85     1.045      0.01254                         D099300200031 
 13.3        76.49     1.075      0.01398                         D099300200032 
 13.3        79.25     1.072      0.01394                         D099300200033 
 13.3        81.38     1.095      0.01423                         D099300200034 
 13.3        83.07     1.071      0.01392                         D099300200035 
 13.3        84.66     1.102      0.01433                         D099300200036 
 13.3        86.46     1.07       0.01391                         D099300200037 
 13.3        89.27     1.138      0.01366                         D099300200038 
 13.3        91.01     1.117      0.01452                         D099300200039 
 13.3        92.53     1.14       0.01368                         D099300200040 
 13.3        94.13     1.082      0.01407                         D099300200041 
 13.3        96.11     1.136      0.01363                         D099300200042 
 13.3        98.62     1.132      0.01245                         D099300200043 
 13.3       100.08     1.141      0.01255                         D099300200044 
