ENTRY            D0816   20170327                             D109D0816  0    1 
SUBENT        D0816001   20170327                             D109D0816  1    1 
BIB                 11         25                                 D0816  1    2 
TITLE      Multinucleon transfer reactions in the 40Ar+208Pb      D0816  1    3 
            system                                                D0816  1    4 
AUTHOR     (T.Mijatovic, S.Szilner, L.Corradi, D.Montanari,       D0816  1    5 
            G.Pollarolo, E.Fioretto, A.Gadea, A.Goasduff,         D0816  1    6 
            D.Jelavic Malenica, N.Marginean, M.Milin,             D0816  1    7 
            G.Montagnoli, F.Scarlassara, N.Soic, A.M.Stefanini,   D0816  1    8 
            C.A.Ur, J.J.Valiente-Dobon)                           D0816  1    9 
INSTITUTE  (3CRORBZ,2ITYPAD,2ITYUPV,2FR STR,2ITYTUR,2SPNVAL,      D0816  1   10 
           3RUMBUC,3CROZAG)                                       D0816  1   11 
REFERENCE  (J,PR/C,94,064616,2016)                                D0816  1   12 
SAMPLE     (82-PB-208,ENR=0.999)                                  D0816  1   13 
            300 ug/cm2 (~2 mm) thick strip with isotopic purity   D0816  1   14 
            of 99.9%.                                             D0816  1   15 
METHOD     (TOF,EDE)                                              D0816  1   16 
FACILITY   (LINAC,2ITYPAD) PIAVE ALPI accelerator complex         D0816  1   17 
DETECTOR   (MCPLT,PPAC,IOCH,MAGSP) PRISMA spectrometer.           D0816  1   18 
ERR-ANALYS (DATA-ERR) Statistics and systematic errors (errors    D0816  1   19 
            induced by the response function were estimated by    D0816  1   20 
            building a set of response functions and calculating  D0816  1   21 
            their average values by using different smoothing     D0816  1   22 
            procedures and also uncertainties due to              D0816  1   23 
            normalization procedure were taken into account).     D0816  1   24 
STATUS     (APRVD) Approved by Tea Mijatovic (2017-04-03)         D0816  1   25 
HISTORY    (20170202R) Received by e-mail from Tea Mijatovic      D0816  1   26 
           (20170306C) M.Odsuren, N.Otsuka                        D0816  1   27 
ENDBIB              25          0                                 D0816  1   28 
COMMON               1          3                                 D0816  1   29 
EN                                                                D0816  1   30 
MEV/A                                                             D0816  1   31 
 6.4                                                              D0816  1   32 
ENDCOMMON            3          0                                 D0816  1   33 
ENDSUBENT           32          0                                 D0816  199999 
SUBENT        D0816002   20170327                             D109D0816  2    1 
BIB                  2          2                                 D0816  2    2 
REACTION   (82-PB-208(18-AR-40,SCT)82-PB-208,,DA,,RTH)            D0816  2    3 
STATUS     (TABLE) Plotted in Fig.5 of Phys.Rev.C94(2016)064616   D0816  2    4 
ENDBIB               2          0                                 D0816  2    5 
NOCOMMON             0          0                                 D0816  2    6 
DATA                 3         21                                 D0816  2    7 
ANG        DATA       DATA-ERR                                    D0816  2    8 
ADEG       NO-DIM     NO-DIM                                      D0816  2    9 
 42.        0.9063     0.1512                                     D0816  2   10 
 43.        0.8522     0.1417                                     D0816  2   11 
 44.        0.9859     0.1632                                     D0816  2   12 
 45.        0.9179     0.1520                                     D0816  2   13 
 46.        1.0135     0.1710                                     D0816  2   14 
 47.        1.0936     0.1816                                     D0816  2   15 
 48.        1.0236     0.1716                                     D0816  2   16 
 49.        1.0457     0.0925                                     D0816  2   17 
 50.        1.0051     0.0852                                     D0816  2   18 
 51.        0.9756     0.0824                                     D0816  2   19 
 52.        0.9683     0.0820                                     D0816  2   20 
 53.        0.9001     0.0759                                     D0816  2   21 
 54.        0.7789     0.0673                                     D0816  2   22 
 55.        0.7053     0.0601                                     D0816  2   23 
 56.        0.4522     0.0383                                     D0816  2   24 
 57.        0.2990     0.0254                                     D0816  2   25 
 58.        0.1599     0.0332                                     D0816  2   26 
 59.        0.1091     0.0230                                     D0816  2   27 
 60.        0.0597     0.0124                                     D0816  2   28 
 61.        0.0367     0.0078                                     D0816  2   29 
 62.        0.0247     0.0051                                     D0816  2   30 
ENDDATA             23          0                                 D0816  2   31 
ENDSUBENT           30          0                                 D0816  299999 
SUBENT        D0816003   20170327                             D109D0816  3    1 
BIB                  2          2                                 D0816  3    2 
REACTION   (82-PB-208(18-AR-40,X)ELEM/MASS,,DA)                   D0816  3    3 
STATUS     (TABLE) Plotted in Fig.5 of Phys.Rev.C94(2016)064616   D0816  3    4 
ENDBIB               2          0                                 D0816  3    5 
NOCOMMON             0          0                                 D0816  3    6 
DATA                 5       1202                                 D0816  3    7 
ELEMENT    MASS       ANG        DATA       DATA-ERR              D0816  3    8 
        19.        45.        60.    0.22762    0.04599           D0816  3  750 
        19.        45.        61.    0.25755    0.05197           D0816  3  751 
        19.        45.        62.    0.18107    0.03667           D0816  3  752 
        19.        46.        41.    0.15911    0.02269           D0816  3  753 
        19.        46.        42.    0.27533    0.03736           D0816  3  754 
        19.        46.        43.    0.34201    0.04643           D0816  3  755 
        19.        46.        44.    0.33374    0.04541           D0816  3  756 
        19.        46.        45.    0.31385    0.04278           D0816  3  757 
        19.        46.        46.    0.36813    0.05011           D0816  3  758 
        19.        46.        47.    0.36319    0.04953           D0816  3  759 
        19.        46.        48.    0.31146    0.04267           D0816  3  760 
        19.        46.        49.    0.28951    0.03095           D0816  3  761 
        19.        46.        50.    0.30519    0.02303           D0816  3  762 
        19.        46.        51.    0.34426    0.02616           D0816  3  763 
        19.        46.        52.    0.28268    0.02151           D0816  3  764 
        19.        46.        53.    0.22597    0.01761           D0816  3  765 
        19.        46.        54.    0.22294    0.01736           D0816  3  766 
        19.        46.        55.    0.19966    0.01574           D0816  3  767 
        19.        46.        56.    0.18286    0.01450           D0816  3  768 
        19.        46.        57.    0.14761    0.01191           D0816  3  769 
        19.        46.        58.    0.09021    0.01844           D0816  3  770 
        19.        46.        59.    0.08259    0.01693           D0816  3  771 
        19.        46.        60.    0.09585    0.01956           D0816  3  772 
        19.        46.        61.    0.07014    0.01446           D0816  3  773 
        19.        46.        62.    0.04785    0.01006           D0816  3  774 
        20.        43.        41.    0.11941    0.01976           D0816  3  775 
        20.        43.        42.    0.09501    0.01549           D0816  3  776 
        20.        43.        43.    0.24474    0.04049           D0816  3  777 
        20.        43.        44.    0.22721    0.03761           D0816  3  778 
        20.        43.        45.    0.26420    0.04390           D0816  3  779 
        20.        43.        46.    0.42094    0.06999           D0816  3  780 
        20.        43.        47.    0.43558    0.07222           D0816  3  781 
        20.        43.        48.    0.45559    0.07569           D0816  3  782 
        20.        43.        49.    0.42402    0.05472           D0816  3  783 
        20.        43.        50.    0.40373    0.02997           D0816  3  784 
        20.        43.        51.    0.68802    0.05108           D0816  3  785 
        20.        43.        52.    0.55933    0.04154           D0816  3  786 
        20.        43.        53.    0.60403    0.04484           D0816  3  787 
        20.        43.        54.    0.65283    0.04847           D0816  3  788 
        20.        43.        55.    0.69120    0.05131           D0816  3  789 
        20.        43.        56.    0.55986    0.04158           D0816  3  790 
        20.        43.        57.    0.44629    0.03315           D0816  3  791 
        20.        43.        58.    0.22086    0.04421           D0816  3  792 
        20.        43.        59.    0.20420    0.04088           D0816  3  793 
        20.        43.        60.    0.15834    0.03170           D0816  3  794 
        20.        43.        61.    0.11493    0.02301           D0816  3  795 
        20.        43.        62.    0.10634    0.02128           D0816  3  796 
        20.        44.        41.    0.52242    0.07697           D0816  3  797 
        20.        44.        42.    1.14384    0.15568           D0816  3  798 
        20.        44.        43.    1.36707    0.18307           D0816  3  799 
        20.        44.        44.    1.50854    0.20222           D0816  3  800 
        20.        44.        45.    1.29406    0.17320           D0816  3  801 
        20.        44.        46.    1.43018    0.19134           D0816  3  802 
        20.        44.        47.    1.59664    0.21348           D0816  3  803 
        20.        44.        48.    1.67013    0.22320           D0816  3  804 
        20.        44.        49.    1.15256    0.12521           D0816  3  805 
        20.        44.        50.    1.08780    0.08133           D0816  3  806 
        20.        44.        51.    1.32888    0.10080           D0816  3  807 
        20.        44.        52.    1.34004    0.09952           D0816  3  808 
        20.        44.        53.    1.30922    0.09775           D0816  3  809 
        20.        44.        54.    1.18894    0.08864           D0816  3  810 
        20.        44.        55.    1.22658    0.09120           D0816  3  811 
        20.        44.        56.    0.96908    0.07225           D0816  3  812 
        20.        44.        57.    0.82608    0.06170           D0816  3  813 
        20.        44.        58.    0.54803    0.10997           D0816  3  814 
        20.        44.        59.    0.52577    0.10553           D0816  3  815 
        20.        44.        60.    0.37492    0.07539           D0816  3  816 
        20.        44.        61.    0.29322    0.05903           D0816  3  817 
        20.        44.        62.    0.21096    0.04255           D0816  3  818 
        20.        45.        41.    0.79451    0.10923           D0816  3  819 
        20.        45.        42.    1.54093    0.20704           D0816  3  820 
        20.        45.        43.    1.63444    0.21858           D0816  3  821 
        20.        45.        44.    1.51052    0.20205           D0816  3  822 
        20.        45.        45.    1.54891    0.20698           D0816  3  823 
        20.        45.        46.    1.68920    0.22581           D0816  3  824 
        20.        45.        47.    1.31387    0.17581           D0816  3  825 
        20.        45.        48.    1.41621    0.18950           D0816  3  826 
        20.        45.        49.    1.40788    0.14602           D0816  3  827 
        20.        45.        50.    1.61430    0.12069           D0816  3  828 
        20.        45.        51.    1.52427    0.11474           D0816  3  829 
        20.        45.        52.    1.65255    0.12284           D0816  3  830 
        20.        45.        53.    1.61309    0.11982           D0816  3  831 
        20.        45.        54.    1.38530    0.10301           D0816  3  832 
        20.        45.        55.    1.19525    0.08894           D0816  3  833 
        20.        45.        56.    1.00738    0.07511           D0816  3  834 
        20.        45.        57.    0.82302    0.06153           D0816  3  835 
        20.        45.        58.    0.50066    0.10057           D0816  3  836 
        20.        45.        59.    0.48577    0.09746           D0816  3  837 
        20.        45.        60.    0.40151    0.08075           D0816  3  838 
        20.        45.        61.    0.31885    0.06417           D0816  3  839 
        20.        45.        62.    0.22681    0.04573           D0816  3  840 
        20.        46.        41.    0.80794    0.11009           D0816  3  841 
        20.        46.        42.    1.20945    0.16275           D0816  3  842 
        20.        46.        43.    1.44028    0.19260           D0816  3  843 
        20.        46.        44.    1.53900    0.20596           D0816  3  844 
        20.        46.        45.    1.31024    0.17527           D0816  3  845 
        20.        46.        46.    1.35844    0.18164           D0816  3  846 
        20.        46.        47.    1.26414    0.16919           D0816  3  847 
        20.        46.        48.    1.34021    0.17935           D0816  3  848 
        20.        46.        49.    1.06908    0.10994           D0816  3  849 
        20.        46.        50.     1.2805    0.09589           D0816  3  850 
        20.        46.        51.    1.47126    0.11018           D0816  3  851 
        20.        46.        52.    1.48711    0.11083           D0816  3  852 
        20.        46.        53.    1.08603    0.08080           D0816  3  853 
        20.        46.        54.    1.06919    0.07971           D0816  3  854 
        20.        46.        55.    0.91380    0.06816           D0816  3  855 
        20.        46.        56.    0.76069    0.05688           D0816  3  856 
        20.        46.        57.    0.67519    0.05057           D0816  3  857 
        20.        46.        58.    0.45223    0.09080           D0816  3  858 
        20.        46.        59.    0.37514    0.07536           D0816  3  859 
        20.        46.        60.    0.33674    0.06775           D0816  3  860 
        20.        46.        61.    0.22611    0.04556           D0816  3  861 
        20.        46.        62.    0.22825    0.04600           D0816  3  862 
        20.        47.        41.    0.46168    0.06423           D0816  3  863 
        20.        47.        42.    0.62589    0.08467           D0816  3  864 
        20.        47.        43.    1.01889    0.13693           D0816  3  865 
        20.        47.        44.    0.84937    0.11379           D0816  3  866 
        20.        47.        45.    0.64406    0.08649           D0816  3  867 
        20.        47.        46.    0.74189    0.09985           D0816  3  868 
        20.        47.        47.    0.64944    0.08734           D0816  3  869 
        20.        47.        48.    0.55408    0.07465           D0816  3  870 
        20.        47.        49.    0.54928    0.05688           D0816  3  871 
        20.        47.        50.    0.70919    0.05288           D0816  3  872 
        20.        47.        51.    0.75281    0.05628           D0816  3  873 
        20.        47.        52.    0.58218    0.04352           D0816  3  874 
        20.        47.        53.    0.67327    0.05037           D0816  3  875 
        20.        47.        54.    0.46061    0.03469           D0816  3  876 
        20.        47.        55.    0.48569    0.03660           D0816  3  877 
        20.        47.        56.    0.40155    0.03035           D0816  3  878 
        20.        47.        57.    0.32494    0.02470           D0816  3  879 
        20.        47.        58.    0.22907    0.04618           D0816  3  880 
        20.        47.        59.    0.13759    0.02781           D0816  3  881 
        20.        47.        60.    0.18118    0.03656           D0816  3  882 
        20.        47.        61.    0.15103    0.03053           D0816  3  883 
        20.        47.        62.    0.12729    0.02580           D0816  3  884 
        20.        48.        41.    0.12192    0.01688           D0816  3  885 
        20.        48.        42.    0.18008    0.02457           D0816  3  886 
        20.        48.        43.    0.24309    0.03305           D0816  3  887 
        20.        48.        44.    0.29694    0.04022           D0816  3  888 
        20.        48.        45.    0.21263    0.02904           D0816  3  889 
        20.        48.        46.    0.19840    0.02724           D0816  3  890 
        20.        48.        47.    0.21090    0.02894           D0816  3  891 
        20.        48.        48.    0.19737    0.02727           D0816  3  892 
        20.        48.        49.    0.16506    0.01753           D0816  3  893 
        20.        48.        50.    0.22308    0.01694           D0816  3  894 
        20.        48.        51.    0.18556    0.01425           D0816  3  895 
        20.        48.        52.    0.22912    0.01749           D0816  3  896 
        20.        48.        53.    0.17429    0.01356           D0816  3  897 
        20.        48.        54.    0.15486    0.01208           D0816  3  898 
        20.        48.        55.    0.15602    0.01217           D0816  3  899 
        20.        48.        56.    0.13166    0.01042           D0816  3  900 
        20.        48.        57.    0.10516    0.00849           D0816  3  901 
        20.        48.        58.    0.05743    0.01177           D0816  3  902 
        20.        48.        59.    0.05488    0.01127           D0816  3  903 
        20.        48.        60.    0.06255    0.01283           D0816  3  904 
        20.        48.        61.    0.04796    0.00989           D0816  3  905 
        20.        48.        62.    0.03585    0.00748           D0816  3  906 
        21.        45.        41.    0.04966    0.00696           D0816  3  907 
        21.        45.        42.    0.05413    0.00872           D0816  3  908 
        21.        45.        43.    0.05487    0.01064           D0816  3  909 
        21.        45.        44.    0.11098    0.01882           D0816  3  910 
        21.        45.        45.    0.16578    0.02277           D0816  3  911 
        21.        45.        46.    0.10097    0.01524           D0816  3  912 
        21.        45.        47.    0.09753    0.01351           D0816  3  913 
        21.        45.        48.    0.14541    0.01986           D0816  3  914 
        21.        45.        49.    0.10849    0.01332           D0816  3  915 
        21.        45.        50.    0.04083    0.00364           D0816  3  916 
        21.        45.        51.    0.22755    0.04148           D0816  3  917 
        21.        45.        52.    0.17287    0.01678           D0816  3  918 
        21.        45.        53.    0.16747    0.01694           D0816  3  919 
        21.        45.        54.    0.07636    0.00615           D0816  3  920 
        21.        45.        55.    0.05552    0.00495           D0816  3  921 
        21.        45.        56.    0.07730    0.00643           D0816  3  922 
        21.        45.        57.    0.05936    0.00485           D0816  3  923 
        21.        45.        58.    0.06065    0.01229           D0816  3  924 
        21.        45.        59.    0.02170    0.00481           D0816  3  925 
        21.        45.        60.    0.00222    0.00068           D0816  3  926 
        21.        45.        61.      0.008    0.00192           D0816  3  927 
        21.        45.        62.    0.01174    0.00261           D0816  3  928 
        21.        46.        41.       0.65    0.09448           D0816  3  929 
        21.        46.        42.    0.52785    0.07973           D0816  3  930 
        21.        46.        43.    0.65290    0.09013           D0816  3  931 
        21.        46.        44.    0.49116    0.07143           D0816  3  932 
        21.        46.        45.    0.55862    0.07624           D0816  3  933 
        21.        46.        46.    0.42047    0.05700           D0816  3  934 
        21.        46.        47.    0.35922    0.05035           D0816  3  935 
        21.        46.        48.    0.34815    0.04749           D0816  3  936 
        21.        46.        49.    0.34735    0.03830           D0816  3  937 
        21.        46.        50.    0.34188    0.02951           D0816  3  938 
        21.        46.        51.    0.55939    0.08734           D0816  3  939 
        21.        46.        52.    0.25926    0.02131           D0816  3  940 
        21.        46.        53.    0.30745    0.02712           D0816  3  941 
        21.        46.        54.    0.30475    0.02406           D0816  3  942 
        21.        46.        55.    0.21072    0.01643           D0816  3  943 
        21.        46.        56.    0.15744    0.01240           D0816  3  944 
        21.        46.        57.    0.15080    0.01207           D0816  3  945 
        21.        46.        58.    0.11373    0.02305           D0816  3  946 
        21.        46.        59.    0.09448    0.01919           D0816  3  947 
        21.        46.        60.    0.07070    0.01430           D0816  3  948 
        21.        46.        61.    0.07229    0.01667           D0816  3  949 
        21.        46.        62.    0.04396    0.00901           D0816  3  950 
        21.        47.        41.    0.53260    0.07648           D0816  3  951 
        21.        47.        42.    0.84563    0.12444           D0816  3  952 
        21.        47.        43.    0.79467    0.10772           D0816  3  953 
        21.        47.        44.    1.40922    0.19280           D0816  3  954 
        21.        47.        45.    0.81436    0.11010           D0816  3  955 
        21.        47.        46.    0.76549    0.10285           D0816  3  956 
        21.        47.        47.    0.85475    0.11484           D0816  3  957 
        21.        47.        48.    0.70067    0.09405           D0816  3  958 
        21.        47.        49.    0.53068    0.05794           D0816  3  959 
        21.        47.        50.    0.66077    0.05523           D0816  3  960 
        21.        47.        51.    0.90797    0.07137           D0816  3  961 
        21.        47.        52.    0.71578    0.05712           D0816  3  962 
        21.        47.        53.    0.61193    0.04786           D0816  3  963 
        21.        47.        54.    0.52569    0.03985           D0816  3  964 
        21.        47.        55.    0.50169    0.03833           D0816  3  965 
        21.        47.        56.    0.31194    0.02394           D0816  3  966 
        21.        47.        57.    0.32016    0.02439           D0816  3  967 
        21.        47.        58.    0.18263    0.03699           D0816  3  968 
        21.        47.        59.    0.16481    0.03391           D0816  3  969 
        21.        47.        60.    0.10174    0.02066           D0816  3  970 
        21.        47.        61.    0.08918    0.01854           D0816  3  971 
        21.        47.        62.    0.10711    0.02169           D0816  3  972 
        21.        48.        41.    0.92790    0.12963           D0816  3  973 
        21.        48.        42.    0.90218    0.12131           D0816  3  974 
        21.        48.        43.    0.76686    0.10311           D0816  3  975 
        21.        48.        44.    1.10240    0.15033           D0816  3  976 
        21.        48.        45.    0.91368    0.12282           D0816  3  977 
        21.        48.        46.    0.85298    0.11451           D0816  3  978 
        21.        48.        47.    0.87874    0.11816           D0816  3  979 
        21.        48.        48.    0.73238    0.09835           D0816  3  980 
        21.        48.        49.    0.66419    0.06940           D0816  3  981 
        21.        48.        50.    0.68361    0.05324           D0816  3  982 
        21.        48.        51.    1.07903    0.08410           D0816  3  983 
        21.        48.        52.    0.61382    0.04751           D0816  3  984 
        21.        48.        53.    0.63591    0.04838           D0816  3  985 
        21.        48.        54.       0.63    0.04814           D0816  3  986 
        21.        48.        55.    0.51441    0.03888           D0816  3  987 
        21.        48.        56.    0.46344    0.03575           D0816  3  988 
        21.        48.        57.    0.36086    0.02752           D0816  3  989 
        21.        48.        58.    0.19765    0.04009           D0816  3  990 
        21.        48.        59.    0.22607    0.04554           D0816  3  991 
        21.        48.        60.    0.22737    0.04576           D0816  3  992 
        21.        48.        61.    0.17196    0.03472           D0816  3  993 
        21.        48.        62.    0.08933    0.01817           D0816  3  994 
        21.        49.        41.    0.80072    0.11341           D0816  3  995 
        21.        49.        42.    0.61795    0.08354           D0816  3  996 
        21.        49.        43.    0.75445    0.10233           D0816  3  997 
        21.        49.        44.    0.75933    0.10255           D0816  3  998 
        21.        49.        45.    0.63665    0.08549           D0816  3  999 
        21.        49.        46.    0.66883    0.08997           D0816  3 1000 
        21.        49.        47.    0.54597    0.07347           D0816  3 1001 
        21.        49.        48.    0.50111    0.06754           D0816  3 1002 
        21.        49.        49.    0.45225    0.04763           D0816  3 1003 
        21.        49.        50.    0.46602    0.03619           D0816  3 1004 
        21.        49.        51.    0.70762    0.05449           D0816  3 1005 
        21.        49.        52.    0.60325    0.04549           D0816  3 1006 
        21.        49.        53.    0.48137    0.03692           D0816  3 1007 
        21.        49.        54.    0.52113    0.03967           D0816  3 1008 
        21.        49.        55.    0.39597    0.03044           D0816  3 1009 
        21.        49.        56.    0.31002    0.02370           D0816  3 1010 
        21.        49.        57.    0.28638    0.02198           D0816  3 1011 
        21.        49.        58.    0.25145    0.05104           D0816  3 1012 
        21.        49.        59.    0.17674    0.03556           D0816  3 1013 
        21.        49.        60.    0.15988    0.03226           D0816  3 1014 
        21.        49.        61.    0.11903    0.02410           D0816  3 1015 
        21.        49.        62.    0.09581    0.01949           D0816  3 1016 
        21.        50.        41.    0.15956    0.02283           D0816  3 1017 
        21.        50.        42.    0.29681    0.04043           D0816  3 1018 
        21.        50.        43.    0.20302    0.02785           D0816  3 1019 
        21.        50.        44.    0.25237    0.03496           D0816  3 1020 
        21.        50.        45.    0.24251    0.03287           D0816  3 1021 
        21.        50.        46.    0.21074    0.02880           D0816  3 1022 
        21.        50.        47.    0.17225    0.02374           D0816  3 1023 
        21.        50.        48.    0.15402    0.02126           D0816  3 1024 
        21.        50.        49.    0.16740    0.01863           D0816  3 1025 
        21.        50.        50.    0.21005    0.01649           D0816  3 1026 
        21.        50.        51.    0.25079    0.01971           D0816  3 1027 
        21.        50.        52.    0.18210    0.01465           D0816  3 1028 
        21.        50.        53.    0.18102    0.01408           D0816  3 1029 
        21.        50.        54.    0.16027    0.01251           D0816  3 1030 
        21.        50.        55.    0.16875    0.01320           D0816  3 1031 
        21.        50.        56.    0.13722    0.01078           D0816  3 1032 
        21.        50.        57.    0.13572    0.01065           D0816  3 1033 
        21.        50.        58.    0.05951    0.01236           D0816  3 1034 
        21.        50.        59.    0.06640    0.01353           D0816  3 1035 
        21.        50.        60.    0.04866    0.01004           D0816  3 1036 
        21.        50.        61.    0.08162    0.01661           D0816  3 1037 
        21.        50.        62.    0.04574    0.00942           D0816  3 1038 
        21.        51.        41.    0.03545    0.00522           D0816  3 1039 
        21.        51.        42.    0.06353    0.00944           D0816  3 1040 
        21.        51.        43.    0.08403    0.01189           D0816  3 1041 
        21.        51.        44.    0.13049    0.01813           D0816  3 1042 
        21.        51.        45.    0.12523    0.01722           D0816  3 1043 
        21.        51.        46.    0.06959    0.00997           D0816  3 1044 
        21.        51.        47.    0.05967    0.00875           D0816  3 1045 
        21.        51.        48.    0.06431    0.00943           D0816  3 1046 
        21.        51.        49.    0.05653    0.00621           D0816  3 1047 
        21.        51.        50.    0.06663    0.00569           D0816  3 1048 
        21.        51.        51.    0.05982    0.00518           D0816  3 1049 
        21.        51.        52.    0.06612    0.00542           D0816  3 1050 
        21.        51.        53.    0.07075    0.00581           D0816  3 1051 
        21.        51.        54.    0.08519    0.00682           D0816  3 1052 
        21.        51.        55.     0.0485    0.00421           D0816  3 1053 
        21.        51.        56.    0.06063    0.00508           D0816  3 1054 
        21.        51.        57.    0.04955    0.00421           D0816  3 1055 
        21.        51.        58.    0.03645    0.00752           D0816  3 1056 
        21.        51.        59.    0.01981    0.00420           D0816  3 1057 
        21.        51.        60.    0.01048    0.00242           D0816  3 1058 
        21.        51.        61.    0.02074    0.00441           D0816  3 1059 
        21.        51.        62.    0.02674    0.00564           D0816  3 1060 
        22.        48.        42.    0.25329    0.03602           D0816  3 1061 
        22.        48.        43.    0.28977    0.05291           D0816  3 1062 
        22.        48.        44.    0.14910    0.02214           D0816  3 1063 
        22.        48.        45.    0.17462    0.02409           D0816  3 1064 
        22.        48.        46.    0.22146    0.03101           D0816  3 1065 
        22.        48.        47.    0.09351    0.01355           D0816  3 1066 
        22.        48.        48.    0.10771    0.01487           D0816  3 1067 
        22.        48.        49.    0.21350    0.02260           D0816  3 1068 
        22.        48.        50.    0.30658    0.03232           D0816  3 1069 
        22.        48.        51.    0.37909    0.03391           D0816  3 1070 
        22.        48.        52.    0.05437    0.00582           D0816  3 1071 
        22.        48.        53.    0.12598    0.01307           D0816  3 1072 
        22.        48.        54.    0.14477    0.01296           D0816  3 1073 
        22.        48.        55.    0.10455    0.00914           D0816  3 1074 
        22.        48.        56.    0.08586    0.00691           D0816  3 1075 
        22.        48.        57.    0.13838    0.01143           D0816  3 1076 
        22.        48.        58.    0.03832    0.01065           D0816  3 1077 
        22.        48.        59.    0.09466    0.01960           D0816  3 1078 
        22.        48.        60.    0.03396    0.00710           D0816  3 1079 
        22.        48.        61.    0.00470    0.00107           D0816  3 1080 
        22.        49.        41.    0.23176    0.04729           D0816  3 1081 
        22.        49.        42.    0.61895    0.09351           D0816  3 1082 
        22.        49.        43.    0.49144    0.06980           D0816  3 1083 
        22.        49.        44.    0.47141    0.06442           D0816  3 1084 
        22.        49.        45.    0.41820    0.05680           D0816  3 1085 
        22.        49.        46.    0.37466    0.05063           D0816  3 1086 
        22.        49.        47.    0.39010    0.05302           D0816  3 1087 
        22.        49.        48.    0.28366    0.03839           D0816  3 1088 
        22.        49.        49.    0.24896    0.02805           D0816  3 1089 
        22.        49.        50.    0.51094    0.06314           D0816  3 1090 
        22.        49.        51.    0.44756    0.03605           D0816  3 1091 
        22.        49.        52.    0.60327    0.04869           D0816  3 1092 
        22.        49.        53.    0.26282    0.02193           D0816  3 1093 
        22.        49.        54.    0.31166    0.02438           D0816  3 1094 
        22.        49.        55.    0.30491    0.02357           D0816  3 1095 
        22.        49.        56.    0.33408    0.02587           D0816  3 1096 
        22.        49.        57.    0.25333    0.02016           D0816  3 1097 
        22.        49.        58.    0.12143    0.02859           D0816  3 1098 
        22.        49.        59.    0.08559    0.01785           D0816  3 1099 
        22.        49.        60.    0.12759    0.02676           D0816  3 1100 
        22.        49.        61.    0.13859    0.02845           D0816  3 1101 
        22.        49.        62.    0.08588    0.01771           D0816  3 1102 
        22.        50.        41.    0.36286    0.06324           D0816  3 1103 
        22.        50.        42.    0.32813    0.04496           D0816  3 1104 
        22.        50.        43.    0.82165    0.11344           D0816  3 1105 
        22.        50.        44.    0.51401    0.06998           D0816  3 1106 
        22.        50.        45.    0.43599    0.05858           D0816  3 1107 
        22.        50.        46.    0.48383    0.06518           D0816  3 1108 
        22.        50.        47.    0.37623    0.05091           D0816  3 1109 
        22.        50.        48.    0.30240    0.04086           D0816  3 1110 
        22.        50.        49.    0.38166    0.04208           D0816  3 1111 
        22.        50.        50.    0.60463    0.05075           D0816  3 1112 
        22.        50.        51.    0.81556    0.06568           D0816  3 1113 
        22.        50.        52.    0.76123    0.05870           D0816  3 1114 
        22.        50.        53.    0.50493    0.03977           D0816  3 1115 
        22.        50.        54.    0.46019    0.03582           D0816  3 1116 
        22.        50.        55.    0.47088    0.03625           D0816  3 1117 
        22.        50.        56.    0.38222    0.02928           D0816  3 1118 
        22.        50.        57.    0.35205    0.02764           D0816  3 1119 
        22.        50.        58.    0.19862    0.04091           D0816  3 1120 
        22.        50.        59.    0.10866    0.02204           D0816  3 1121 
        22.        50.        60.    0.13388    0.02731           D0816  3 1122 
        22.        50.        61.    0.11759    0.02388           D0816  3 1123 
        22.        50.        62.    0.08655    0.01757           D0816  3 1124 
        22.        51.        41.    0.47382    0.06524           D0816  3 1125 
        22.        51.        42.    0.41112    0.05649           D0816  3 1126 
        22.        51.        43.    0.55601    0.07556           D0816  3 1127 
        22.        51.        44.    0.42480    0.05805           D0816  3 1128 
        22.        51.        45.    0.37711    0.05084           D0816  3 1129 
        22.        51.        46.    0.39005    0.05263           D0816  3 1130 
        22.        51.        47.    0.23053    0.03128           D0816  3 1131 
        22.        51.        48.    0.32147    0.04352           D0816  3 1132 
        22.        51.        49.    0.37281    0.03735           D0816  3 1133 
        22.        51.        50.    0.45091    0.03636           D0816  3 1134 
        22.        51.        51.    0.41399    0.03216           D0816  3 1135 
        22.        51.        52.    0.44512    0.03363           D0816  3 1136 
        22.        51.        53.    0.38237    0.02909           D0816  3 1137 
        22.        51.        54.    0.29566    0.02262           D0816  3 1138 
        22.        51.        55.    0.23319    0.01863           D0816  3 1139 
        22.        51.        56.    0.26716    0.02038           D0816  3 1140 
        22.        51.        57.    0.24483    0.01885           D0816  3 1141 
        22.        51.        58.    0.15171    0.03095           D0816  3 1142 
        22.        51.        59.    0.20107    0.04045           D0816  3 1143 
        22.        51.        60.    0.11148    0.02265           D0816  3 1144 
        22.        51.        61.    0.12788    0.02600           D0816  3 1145 
        22.        51.        62.    0.10455    0.02123           D0816  3 1146 
        22.        52.        41.    0.16689    0.02679           D0816  3 1147 
        22.        52.        42.    0.16605    0.02265           D0816  3 1148 
        22.        52.        43.    0.30901    0.04198           D0816  3 1149 
        22.        52.        44.    0.21856    0.02972           D0816  3 1150 
        22.        52.        45.    0.22069    0.03009           D0816  3 1151 
        22.        52.        46.    0.24637    0.03358           D0816  3 1152 
