ENTRY            D6420   20231027                             D139D642000000001 
SUBENT        D6420001   20231027                             D139D642000100001 
BIB                 11         22                                 D642000100002 
TITLE      Experimental evidence for alpha production following   D642000100003 
           neutron transfer in the 13C+93Nb system                D642000100004 
AUTHOR     (H.Kumawat, V.V.Parkar, T.N.Nag, R.Tripathi, V.Jha,    D642000100005 
            S.Santra, S.Kailas)                                   D642000100006 
INSTITUTE  (3INDTRM)                                              D642000100007 
           (3INDIND) Homi Bhabha National Institute,              D642000100008 
           Anushaktinagar, Mumbai                                 D642000100009 
           (3INDIND) UM-DAE Centre for Excellence in Basic        D642000100010 
           Science, Mumbai                                        D642000100011 
REFERENCE  (J,PR/C,105,024611,2022)                               D642000100012 
REL-REF    (M,D6388001,T.N.Nag+,J,PR/C,102,024610,2020)           D642000100013 
            Details of experimental setup.                        D642000100014 
FACILITY   (VDGT,3INDTAT) BARC-TIFR Pellteron LINAC facility      D642000100015 
SAMPLE     Self-supporting 93Nb target of thickness ~ 400 ug/cm2. D642000100016 
DETECTOR   (TELES,SIBAR,SIBAR) Ten silicon surface barrier        D642000100017 
           detector (dE-E) telescopes were used to detect the     D642000100018 
           projectile-like-fragments in order to obtained         D642000100019 
           angular distribution in the range of 20-105 degrees.   D642000100020 
METHOD     (EDE)                                                  D642000100021 
STATUS     (APRVD) Proof-read by H.Kumawat (2024-01-04)           D642000100022 
HISTORY    (20240103R) Data received from H.Kumawat (2024-01-03)  D642000100023 
           (20231027C) VT+LV+On.                                  D642000100024 
ENDBIB              22          0                                 D642000100025 
COMMON               1          3                                 D642000100026 
EN                                                                D642000100027 
MEV                                                               D642000100028 
        65.                                                       D642000100029 
ENDCOMMON            3          0                                 D642000100030 
ENDSUBENT           29          0                                 D642000199999 
SUBENT        D6420002   20231027                             D139D642000200001 
BIB                  3          3                                 D642000200002 
REACTION   (41-NB-93(6-C-13,X)2-HE-4,,DA/DE)                      D642000200003 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty D642000200004 
STATUS     (TABLE,,H.Kumawat+,J,PR/C,105,024611,2022) Fig.1(a-d)  D642000200005 
ENDBIB               3          0                                 D642000200006 
NOCOMMON             0          0                                 D642000200007 
DATA                 4        127                                 D642000200008 
ANG        E-CM       DATA       DATA-ERR                         D642000200009 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        D642000200010 
        25.     5.9404     0.4567     0.1377                      D642000200011 
        25.     6.9808     1.1626     0.2197                      D642000200012 
        25.     7.8559     2.2837     0.3079                      D642000200013 
        25.     8.9140     2.9481     0.3499                      D642000200014 
        25.     9.9796     4.8581     0.4491                      D642000200015 
        25.    10.8725     6.9757     0.5382                      D642000200016 
        25.    11.9493     8.5951     0.5974                      D642000200017 
        25.    12.8504    10.6712     0.6657                      D642000200018 
        25.    13.9359    11.5016     0.6911                      D642000200019 
        25.    14.8436     9.3010     0.6214                      D642000200020 
        25.    15.9362     9.3840     0.6242                      D642000200021 
        25.    16.8493     7.8477     0.5708                      D642000200022 
        25.    17.9479     8.5951     0.5974                      D642000200023 
        25.    18.8656     6.1038     0.5034                      D642000200024 
        25.    19.9693     4.6920     0.4414                      D642000200025 
        25.    20.8909     4.4429     0.4295                      D642000200026 
        25.    21.9990     3.8616     0.4004                      D642000200027 
        25.    22.9240     2.9481     0.3499                      D642000200028 
        25.    23.8505     2.2837     0.3079                      D642000200029 
        25.    24.9640     2.1592     0.2994                      D642000200030 
        25.    25.8933     1.5363     0.2526                      D642000200031 
        25.    26.8238     1.4948     0.2491                      D642000200032 
        25.    27.9419     0.7474     0.1762                      D642000200033 
        25.    28.8749     1.1211     0.2158                      D642000200034 
        25.    29.9957     0.7474     0.1762                      D642000200035 
        25.    30.9309     0.4567     0.1377                      D642000200036 
        25.    31.8669     0.4152     0.1313                      D642000200037 
        25.    32.9914     0.2076     0.0928                      D642000200038 
        25.    33.9293     0.0830     0.0587                      D642000200039 
        25.    34.8681     0.1246     0.0719                      D642000200040 
        25.    35.9957     0.1246     0.0719                      D642000200041 
        25.    36.9362     0.0411     0.0205                      D642000200042 
        25.    37.8774     0.0205     0.0145                      D642000200043 
        30.     6.9365     0.1438     0.0375                      D642000200044 
        30.     7.9519     1.2119     0.0375                      D642000200045 
        30.     8.9769     2.3929     0.0742                      D642000200046 
        30.     9.8949     2.6702     0.0998                      D642000200047 
        30.    10.9344     3.7075     0.1234                      D642000200048 
        30.    11.9802     5.8540     0.1584                      D642000200049 
        30.    12.9146     8.2264     0.1765                      D642000200050 
        30.    13.9705     9.9621     0.1905                      D642000200051 
        30.    14.9129     9.7053     0.1881                      D642000200052 
        30.    15.9771     8.9248     0.1783                      D642000200053 
        30.    16.9263     8.4010     0.1646                      D642000200054 
        30.    17.9974     7.5999     0.1497                      D642000200055 
        30.    18.9522     5.7513     0.1283                      D642000200056 
        30.    19.9094     4.8578     0.1215                      D642000200057 
        30.    20.9889     4.1389     0.1078                      D642000200058 
        30.    21.9507     3.4200     0.0922                      D642000200059 
        30.    22.9144     2.7319     0.0840                      D642000200060 
        30.    23.8800     2.1054     0.0734                      D642000200061 
        30.    24.9684     1.7665     0.0664                      D642000200062 
        30.    25.9376     1.4378     0.0548                      D642000200063 
        30.    26.9083     1.2016     0.0446                      D642000200064 
        30.    27.8805     1.0681     0.0428                      D642000200065 
        30.    28.9759     0.7497     0.0400                      D642000200066 
        30.    29.9510     0.5546     0.0306                      D642000200067 
        30.    30.9274     0.4519     0.0207                      D642000200068 
        30.    31.9050     0.3081     0.0234                      D642000200069 
        30.    32.8838     0.2259     0.0216                      D642000200070 
        30.    33.9863     0.1643     0.0165                      D642000200071 
        30.    34.9674     0.1335     0.0125                      D642000200072 
        30.    35.9495     0.0616     0.0125                      D642000200073 
        30.    36.9326     0.0514  8.8345E-3                      D642000200074 
        30.    37.9167     0.0411  8.8345E-3                      D642000200075 
        30.    38.9017     0.0205  8.8345E-3                      D642000200076 
       52.5     7.8395     0.0545     0.0122                      D642000200077 
       52.5     8.9151     0.5507     0.0387                      D642000200078 
       52.5     9.9975     1.1042     0.0549                      D642000200079 
