ENTRY            D0912   20180906                             D119D091200000001 
SUBENT        D0912001   20180906                             D119D091200100001 
BIB                  9         21                                 D091200100002 
TITLE      Measurement of deuteron induced gamma-ray emission     D091200100003 
           cross sections on nitrogen for analytical applications D091200100004 
AUTHOR     (A.Jokar,O.Kakuee,V.Fathollahi,M.Lamehi-Rachti,        D091200100005 
           N.Sharifzadeh)                                         D091200100006 
INSTITUTE  (3IRNNRT)                                              D091200100007 
           (3IRNIRN) Payame Noor University, Teheran              D091200100008 
REFERENCE  (J,NIM/B,431,25,2018)                                  D091200100009 
           #doi:10.1016/j.nimb.2018.06.027                        D091200100010 
FACILITY   (VDG,3IRNNRT) 3 MV Van de Graaff                       D091200100011 
DETECTOR   (HPGE) P-type HPGe coaxial detector for the gamma-     D091200100012 
            rays detection placed at a right angle with respect toD091200100013 
            the beam line direction at 51.9 mm distance from the  D091200100014 
            target.                                               D091200100015 
           (SI) Silicon detector placed at an angle of 165        D091200100016 
            degree relative to the incident beam direction        D091200100017 
            for the detection of the scattered deuteron.          D091200100018 
ERR-ANALYS (EN-ERR) Uncertainty experimentally determined for     D091200100019 
            proton beam (2 keV)                                   D091200100020 
STATUS     (APRVD) Approved by Dr. O.Kakuee (2018-11-10)          D091200100021 
HISTORY    (20180906C) So.                                        D091200100022 
           (20181017R) Fig.5-6 data received from Dr. O.Kakuee    D091200100023 
ENDBIB              21          0                                 D091200100024 
COMMON               2          3                                 D091200100025 
ANG        EN-ERR                                                 D091200100026 
ADEG       KEV                                                    D091200100027 
        90.       2.                                              D091200100028 
ENDCOMMON            3          0                                 D091200100029 
ENDSUBENT           28          0                                 D091200199999 
SUBENT        D0912002   20180906                             D119D091200200001 
BIB                  6         19                                 D091200200002 
REACTION   (7-N-14(D,P)7-N-15,PAR,DA,G)                           D091200200003 
MONITOR    (47-AG-0(D,EL)47-AG-0,,DA,,RTH)                        D091200200004 
SAMPLE     Vacuum evaporation of C3H6N6 (melamine) powder onto a  D091200200005 
            self-supporting thin Ag film.                         D091200200006 
           Target: area 65 mm2,                                   D091200200007 
            thickness (1640 +/- 100)x10**15 atoms/cm2,            D091200200008 
            stoichiometric ratio of N to Ag: 1.78 +/- 0.07.       D091200200009 
ANALYSIS   (NTRTH) Ag+d elastic scattering at 165 deg             D091200200010 
ERR-ANALYS Total uncertainty                        <9%           D091200200011 
           (ERR-1) - detector absolute efficiency    7%           D091200200012 
           (ERR-2) - stoichiometric ratio            4%           D091200200013 
           (ERR-3) - particle detector solid angle   2%           D091200200014 
           (MONIT-ERR) - Ag Rutherford cross section (due to the  D091200200015 
            uncertainty of deuteron beam energy and the particle  D091200200016 
            detector acceptance angle)               1%           D091200200017 
           (ERR-S) Uncertainties in the cross section values      D091200200018 
            are statistical only.                                 D091200200019 
STATUS     (TABLE) Fig.5 of                                       D091200200020 
            Nucl .Instrum. Methods Phys. Res B431,25,2018         D091200200021 
ENDBIB              19          0                                 D091200200022 
COMMON               5          3                                 D091200200023 
ANG-NRM    ERR-1      ERR-2      ERR-3      MONIT-ERR             D091200200024 
ADEG       PER-CENT   PER-CENT   PER-CENT   PER-CENT              D091200200025 
      165.         7.         4.         2.         1.            D091200200026 
ENDCOMMON            3          0                                 D091200200027 
DATA                 4        184                                 D091200200028 
E          EN         DATA       ERR-S                            D091200200029 
KEV        KEV        MB/SR      MB/SR                            D091200200030 
     1885.     584.90       0.24       0.00                       D091200200031 
     1885.     635.60       0.34       0.00                       D091200200032 
     1885.     665.90       0.40       0.00                       D091200200033 
     1885.     696.30       0.50       0.00                       D091200200034 
     1885.     726.60       0.61       0.00                       D091200200035 
     1885.     757.00       0.70       0.01                       D091200200036 
     1885.     787.30       0.87       0.01                       D091200200037 
     1885.     817.50       1.04       0.01                       D091200200038 
     1885.     847.80       1.20       0.01                       D091200200039 
     1885.     878.10       1.35       0.02                       D091200200040 
     1885.     908.30       1.53       0.02                       D091200200041 
     1885.     938.60       1.66       0.03                       D091200200042 
     1885.     968.80       1.77       0.03                       D091200200043 
     1885.    1029.20       2.09       0.06                       D091200200044 
     1885.    1059.30       2.33       0.07                       D091200200045 
     1885.    1089.60       2.50       0.08                       D091200200046 
     1885.    1119.70       2.54       0.08                       D091200200047 
     1885.    1149.90       2.76       0.09                       D091200200048 
     1885.    1180.10       2.95       0.10                       D091200200049 
     1885.    1210.20       3.10       0.11                       D091200200050 
     1885.    1240.40       3.30       0.12                       D091200200051 
     1885.    1270.50       3.48       0.13                       D091200200052 
     1885.    1300.70       3.58       0.14                       D091200200053 
     1885.    1330.80       3.64       0.15                       D091200200054 
     1885.    1360.90       3.65       0.15                       D091200200055 
     1885.    1391.10       3.76       0.16                       D091200200056 
     1885.    1421.20       3.72       0.16                       D091200200057 
     1885.    1451.30       3.77       0.16                       D091200200058 
     1885.    1481.40       3.57       0.16                       D091200200059 
     1885.    1511.50       3.49       0.15                       D091200200060 
     1885.    1541.60       3.45       0.14                       D091200200061 
     1885.    1571.70       3.37       0.14                       D091200200062 
     1885.    1601.80       3.41       0.14                       D091200200063 
     1885.    1631.90       3.39       0.14                       D091200200064 
     1885.    1662.00       3.23       0.13                       D091200200065 
     1885.    1692.10       3.20       0.13                       D091200200066 
     1885.    1722.20       3.08       0.12                       D091200200067 
     1885.    1752.30       3.23       0.13                       D091200200068 
     1885.    1782.40       3.25       0.13                       D091200200069 
     1885.    1812.50       3.31       0.13                       D091200200070 
     1885.    1842.60       3.28       0.13                       D091200200071 
     1885.    1872.70       3.31       0.14                       D091200200072 
     1885.    1902.70       3.41       0.14                       D091200200073 
     1885.    1932.80       3.48       0.15                       D091200200074 
     1885.    1962.90       3.58       0.15                       D091200200075 
     1885.    1993.00       3.66       0.16                       D091200200076 
     2297.     584.90       0.15       0.00                       D091200200077 
     2297.     635.60       0.18       0.00                       D091200200078 
     2297.     665.90       0.24       0.01                       D091200200079 
     2297.     696.30       0.26       0.01                       D091200200080 
     2297.     726.60       0.35       0.01                       D091200200081 
     2297.     757.00       0.39       0.01                       D091200200082 
     2297.     787.30       0.50       0.01                       D091200200083 
     2297.     817.50       0.58       0.01                       D091200200084 
     2297.     847.80       0.69       0.01                       D091200200085 
     2297.     878.10       0.78       0.01                       D091200200086 
     2297.     908.30       0.80       0.01                       D091200200087 
     2297.     938.60       0.94       0.01                       D091200200088 
     2297.     968.80       1.09       0.01                       D091200200089 
     2297.    1029.20       1.18       0.02                       D091200200090 
     2297.    1059.30       1.37       0.02                       D091200200091 
     2297.    1089.60       1.50       0.03                       D091200200092 
