ENTRY            D0434   20080428                             D060D043400000001 
SUBENT        D0434001   20080428                             D060D043400100001 
BIB                 11         29                                 D043400100002 
TITLE      Breakup threshold anomaly in the elastic scattering of D043400100003 
           6Li on 27Al                                            D043400100004 
AUTHOR     (J.M.Figueira,J.O.Fernandez Niello,D.Abriola,A.Arazi,  D043400100005 
           O.A.Capurro,E.De Barbara,G.V.Marti,D.Martinez Heimann, D043400100006 
           A.E.Negri,A.J.Pacheco,I.Padron,P.R.S.Gomes,J.Lubian,   D043400100007 
           T.Correa,B.Paes)                                       D043400100008 
INSTITUTE  (3ARGCNE,3ARGUBA,3BZLUFF)                              D043400100009 
REFERENCE  (J,PR/C,75,017602,2007)                                D043400100010 
           (J,NP/A,787,484,2007)                                  D043400100011 
FACILITY   (VDGT,3ARGCNE) the 20 UD tandem accelerator at the     D043400100012 
           TANDAR Laboratory in Buenos Aires                      D043400100013 
SAMPLE     75 mu-g/cm2 thick 27Al foils                           D043400100014 
DETECTOR   (SIBAR) An array of eight silicon surface barrier      D043400100015 
           detectors placed inside a 30-in.-diameter scattering   D043400100016 
           chamber. The angular  resolution of all the detectors  D043400100017 
           was better than 0.5 degr. and their energy resolution  D043400100018 
           ranged from 0.5% to 1.3%.                              D043400100019 
ANALYSIS   Elastic-scattering cross sections were obtained from   D043400100020 
           the number of counts in these peaks at each energy,    D043400100021 
           normalized by the integrated current obtained with the D043400100022 
           aid of an electron-suppressed Faraday cup and a        D043400100023 
           monitor detector placed at 15. degr.                   D043400100024 
ERR-ANALYS (ERR-S) Statistical uncertainty                        D043400100025 
           The estimated overall uncertainty of the cross         D043400100026 
           sections ranges from 5% to 10%.                        D043400100027 
STATUS     (TABLE) Data received from Dr. J.M.Figueira            D043400100028 
           (APRVD) Entry approved by Dr. J.M.Figueira             D043400100029 
HISTORY    (20070201C) SD                                         D043400100030 
           (20080422A) SD: Second ref.was added.                  D043400100031 
ENDBIB              29          0                                 D043400100032 
NOCOMMON             0          0                                 D043400100033 
ENDSUBENT           32          0                                 D043400199999 
SUBENT        D0434002   20070201                             D052D043400200001 
BIB                  1          1                                 D043400200002 
REACTION   (13-AL-27(3-LI-6,EL)13-AL-27,,DA,,RTH)                 D043400200003 
ENDBIB               1          0                                 D043400200004 
NOCOMMON             0          0                                 D043400200005 
DATA                 4        306                                 D043400200006 
EN         ANG-CM     DATA-CM    ERR-S                            D043400200007 
MEV        ADEG       NO-DIM     NO-DIM                           D043400200008 
   7.0       21.9       0.988       0.032                         D043400200009 
   7.0       23.0       0.996       0.014                         D043400200010 
   7.0       24.4       1.024       0.018                         D043400200011 
   7.0       26.8       0.988       0.008                         D043400200012 
   7.0       29.1       1.002       0.010                         D043400200013 
   7.0       31.5       1.003       0.009                         D043400200014 
   7.0       33.9       0.996       0.012                         D043400200015 
   7.0       35.2       0.993       0.017                         D043400200016 
   7.0       36.3       0.984       0.009                         D043400200017 
   7.0       38.6       0.974       0.014                         D043400200018 
   7.0       41.1       0.992       0.012                         D043400200019 
   7.0       43.5       1.021       0.010                         D043400200020 
   7.0       45.8       0.981       0.013                         D043400200021 
   7.0       47.1       0.976       0.031                         D043400200022 
   7.0       48.2       0.999       0.010                         D043400200023 
   7.0       50.5       1.004       0.015                         D043400200024 
   7.0       52.9       0.968       0.020                         D043400200025 
   7.0       55.3       0.999       0.017                         D043400200026 
   7.0       57.6       0.996       0.021                         D043400200027 
   7.0       58.8       0.993       0.048                         D043400200028 
   7.0       59.9       1.014       0.017                         D043400200029 
   7.0       62.1       1.033       0.024                         D043400200030 
   7.0       64.5       0.965       0.030                         D043400200031 
   7.0       66.8       0.962       0.024                         D043400200032 
   7.0       69.0       0.943       0.029                         D043400200033 
   7.0       71.2       0.910       0.022                         D043400200034 
   7.0       73.5       0.890       0.032                         D043400200035 
   7.0       75.6       0.920       0.041                         D043400200036 
   7.0       77.8       0.966       0.034                         D043400200037 
   7.0       80.0       0.966       0.040                         D043400200038 
   7.0       81.1       0.976       0.056                         D043400200039 
   7.0       82.2       0.978       0.030                         D043400200040 
   7.0       84.2       0.955       0.018                         D043400200041 
   7.0       84.3       0.947       0.044                         D043400200042 
   7.0       86.4       0.894       0.032                         D043400200043 
   7.0       88.5       0.908       0.025                         D043400200044 
   7.0       90.6       0.861       0.030                         D043400200045 
   7.0       91.6       0.857       0.056                         D043400200046 
   7.0       92.7       0.920       0.023                         D043400200047 
   7.0       94.8       0.919       0.013                         D043400200048 
   7.0       96.8       0.895       0.034                         D043400200049 
   7.0       98.8       0.900       0.027                         D043400200050 
   7.0      100.8       0.895       0.021                         D043400200051 
   7.0      102.9       0.899       0.025                         D043400200052 
