ENTRY            D0275   20120502                             D083D027500000001 
SUBENT        D0275001   20120502                             D083D027500100001 
BIB                  9         18                                 D027500100002 
TITLE      Nuclear structure of 159Gd                             D027500100003 
AUTHOR     (C.Granja, S.Pospisil, A.Aprahamian, H.Borner,         D027500100004 
            H.Lehmann, T.von Egidy, H.-F.Wirth, G.Graw,           D027500100005 
            R.Hertenberger, Y.Eisermann, D.Nosek,                 D027500100006 
            L.Rubacek, S.A.Telezhnikov)                           D027500100007 
INSTITUTE  (2GERMUN,1USANOT,2FR ILL,2GERGAR,3CZRCHU,3CZRCTI)      D027500100008 
REFERENCE  (J,PR/C,70,034316,2004)                                D027500100009 
           (T,GRANJA,2001) Tables from thesis (partly)            D027500100010 
REL-REF    (O,22768002,C.Granja+,J,PR/C,70,034316,2004)           D027500100011 
            158Gd(n,g)159Gd spectra from the same work given      D027500100012 
METHOD     Faraday cup                                            D027500100013 
ERR-ANALYS (E-LVL-ERR) A systematic error                         D027500100014 
           (ERR-S) Statistical uncertainties                      D027500100015 
STATUS     (TABLE) Tables were received from Dr. C.Granja         D027500100016 
           (APRVD) Entry approved by Dr. C.Granja                 D027500100017 
HISTORY    (20060614C) SD                                         D027500100018 
           (20080124U) SD. Entry number for ADD-RES was added.    D027500100019 
           (20120502U) On. REL-REF added and ADD-RES removed      D027500100020 
ENDBIB              18          0                                 D027500100021 
NOCOMMON             0          0                                 D027500100022 
ENDSUBENT           21          0                                 D027500199999 
SUBENT        D0275002   20120502                             D083D027500200001 
BIB                  5         15                                 D027500200002 
REACTION   (64-GD-158(D,P)64-GD-159,PAR,DA)                       D027500200003 
FACILITY   (VDGT,2GERMUN)                                         D027500200004 
SAMPLE     (64-GD-158,ENR=0.970)                                  D027500200005 
           The target consisted of a 130 ug/cm2 thick layer of    D027500200006 
            Gd2O3 (enriched in 158Gd to 97.0%) evaporated on a    D027500200007 
            5.6 ug/cm2 thick carbon foil.                         D027500200008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500200009 
            with the Q3D magnetic spectrograph and detected in    D027500200010 
            its 1.8 m long focal plane.                           D027500200011 
           A long position sensitive detector consisting of two   D027500200012 
            single wire proportional chambers, a multiwire        D027500200013 
            proportional chamber and a plastic scintillator with  D027500200014 
            dE/Erest particle identification for background       D027500200015 
            suppression.                                          D027500200016 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500200017 
ENDBIB              15          0                                 D027500200018 
COMMON               1          3                                 D027500200019 
EN                                                                D027500200020 
MEV                                                               D027500200021 
 18.0                                                             D027500200022 
ENDCOMMON            3          0                                 D027500200023 
DATA                 5        819                                 D027500200024 
E-LVL      E-LVL-ERR  ANG        DATA       ERR-S                 D027500200025 
  1344.77    0.41       35.       0.003663   0.000577             D027500200409 
  1344.77    0.41       40.       0.004425   0.000832             D027500200410 
  1344.77    0.41       45.       0.002960   0.000456             D027500200411 
  1344.77    0.41       55.       0.001351   0.000408             D027500200412 
  1394.07    0.20       13.       0.014037   0.003500             D027500200413 
  1394.07    0.20       17.       0.038625   0.002868             D027500200414 
  1394.07    0.20       25.       0.049023   0.002568             D027500200415 
  1394.07    0.20       30.       0.026126   0.001646             D027500200416 
  1394.07    0.20       35.       0.022207   0.001155             D027500200417 
  1394.07    0.20       40.       0.029576   0.001767             D027500200418 
  1394.07    0.20       45.       0.026558   0.001114             D027500200419 
  1394.07    0.20       55.       0.023176   0.001070             D027500200420 
  1418.99    1.11       13.       0.019391   0.003500             D027500200421 
  1418.99    1.11       17.       0.020762   0.002295             D027500200422 
  1418.99    1.11       25.       0.020618   0.001819             D027500200423 
  1418.99    1.11       30.       0.019887   0.001481             D027500200424 
  1418.99    1.11       35.       0.020249   0.001559             D027500200425 
  1418.99    1.11       40.       0.029318   0.001871             D027500200426 
  1418.99    1.11       45.       0.020102   0.001671             D027500200427 
  1418.99    1.11       55.       0.021666   0.001121             D027500200428 
  1430.42    0.17       13.       0.286837   0.007943             D027500200429 
  1430.42    0.17       17.       0.281641   0.006425             D027500200430 
  1430.42    0.17       25.       0.188119   0.004815             D027500200431 
  1430.42    0.17       30.       0.174092   0.003868             D027500200432 
  1430.42    0.17       35.       0.183845   0.003579             D027500200433 
  1430.42    0.17       40.       0.165282   0.003951             D027500200434 
  1430.42    0.17       45.       0.108351   0.002279             D027500200435 
  1430.42    0.17       55.       0.080971   0.001937             D027500200436 
  1467.84    0.53       13.       0.018654   0.003500             D027500200437 
  1467.84    0.53       17.       0.014386   0.002180             D027500200438 
  1467.84    0.53       21.       0.017277   0.002018             D027500200439 
  1467.84    0.53       30.       0.007292   0.001070             D027500200440 
  1467.84    0.53       35.       0.007822   0.000866             D027500200441 
  1467.84    0.53       40.       0.007833   0.001144             D027500200442 
  1467.84    0.53       45.       0.004487   0.000608             D027500200443 
  1467.84    0.53       55.       0.003634   0.000561             D027500200444 
  1478.10    0.39       13.       0.040375   0.004039             D027500200445 
  1478.10    0.39       17.       0.034142   0.002754             D027500200446 
  1478.10    0.39       21.       0.030794   0.002457             D027500200447 
  1478.10    0.39       30.       0.018703   0.001481             D027500200448 
  1478.10    0.39       35.       0.021839   0.001270             D027500200449 
  1478.10    0.39       40.       0.020717   0.001663             D027500200450 
  1478.10    0.39       45.       0.013404   0.000912             D027500200451 
  1478.10    0.39       55.       0.008183   0.000765             D027500200452 
  1491.79    0.31       13.       0.025550   0.003770             D027500200453 
  1491.79    0.31       17.       0.034156   0.002754             D027500200454 
  1491.79    0.31       21.       0.031100   0.002545             D027500200455 
  1491.79    0.31       30.       0.031433   0.001811             D027500200456 
  1491.79    0.31       35.       0.026881   0.001443             D027500200457 
  1491.79    0.31       40.       0.028168   0.001767             D027500200458 
  1491.79    0.31       45.       0.020084   0.001064             D027500200459 
  1491.79    0.31       55.       0.019111   0.001070             D027500200460 
  1509.07    0.49       13.       0.032603   0.004174             D027500200461 
  1509.07    0.49       17.       0.033126   0.002983             D027500200462 
  1509.07    0.49       21.       0.024495   0.002282             D027500200463 
  1509.07    0.49       30.       0.017315   0.001399             D027500200464 
  1509.07    0.49       35.       0.016066   0.001155             D027500200465 
  1509.07    0.49       40.       0.017935   0.001559             D027500200466 
  1509.07    0.49       45.       0.011353   0.000861             D027500200467 
  1509.07    0.49       55.       0.008721   0.000816             D027500200468 
  1521.20    0.40       13.       0.107334   0.005924             D027500200469 
  1521.20    0.40       17.       0.098626   0.004589             D027500200470 
  1521.20    0.40       21.       0.083146   0.003598             D027500200471 
  1521.20    0.40       30.       0.102515   0.003127             D027500200472 
  1521.20    0.40       35.       0.084032   0.002482             D027500200473 
  1521.20    0.40       40.       0.068577   0.002703             D027500200474 
  1521.20    0.40       45.       0.048099   0.001621             D027500200475 
  1521.20    0.40       55.       0.038432   0.001631             D027500200476 
  1540.64    0.44       13.       0.058368   0.004577             D027500200477 
  1540.64    0.44       17.       0.053076   0.003671             D027500200478 
  1540.64    0.44       21.       0.041372   0.002896             D027500200479 
  1540.64    0.44       30.       0.038777   0.005925             D027500200480 
  1540.64    0.44       35.       0.030247   0.002309             D027500200481 
  1540.64    0.44       40.       0.024372   0.002391             D027500200482 
  1540.64    0.44       45.       0.017440   0.001418             D027500200483 
  1540.64    0.44       55.       0.011088   0.001020             D027500200484 
  1560.40    0.38       13.       0.045678   0.004039             D027500200485 
  1560.40    0.38       17.       0.075659   0.004016             D027500200486 
  1560.40    0.38       21.       0.110096   0.004388             D027500200487 
  1560.40    0.38       30.       0.092683   0.007489             D027500200488 
  1560.40    0.38       35.       0.049069   0.007389             D027500200489 
  1560.40    0.38       40.       0.061111   0.003119             D027500200490 
  1560.40    0.38       45.       0.050951   0.001975             D027500200491 
  1560.40    0.38       55.       0.052578   0.001937             D027500200492 
  1571.18    0.39       13.       0.019012   0.003366             D027500200493 
  1571.18    0.39       17.       0.030955   0.003098             D027500200494 
  1571.18    0.39       21.       0.036090   0.002984             D027500200495 
  1571.18    0.39       30.       0.047901   0.007818             D027500200496 
  1571.18    0.39       35.       0.037697   0.002655             D027500200497 
  1571.18    0.39       40.       0.033458   0.002703             D027500200498 
  1571.18    0.39       45.       0.022503   0.001621             D027500200499 
  1571.18    0.39       55.       0.021897   0.001427             D027500200500 
  1579.55    1.23       13.       0.029751   0.004981             D027500200501 
  1579.55    1.23       17.       0.027682   0.004360             D027500200502 
  1579.55    1.23       21.       0.021553   0.004037             D027500200503 
  1579.55    1.23       35.       0.020795   0.002367             D027500200504 
  1579.55    1.23       45.       0.013870   0.001621             D027500200505 
  1579.55    1.23       55.       0.017857   0.001274             D027500200506 
  1584.33    1.03       13.       0.049234   0.005251             D027500200507 
  1584.33    1.03       17.       0.059310   0.004819             D027500200508 
  1584.33    1.03       21.       0.040463   0.004388             D027500200509 
  1584.33    1.03       25.       0.019353   0.003638             D027500200510 
  1584.33    1.03       30.       0.038539   0.008641             D027500200511 
  1584.33    1.03       35.       0.025161   0.002367             D027500200512 
  1584.33    1.03       40.       0.027774   0.002495             D027500200513 
  1584.33    1.03       45.       0.019714   0.001671             D027500200514 
  1593.67    0.48       13.       0.139300   0.005924             D027500200515 
  1593.67    0.48       17.       0.143588   0.005736             D027500200516 
  1593.67    0.48       21.       0.104923   0.004826             D027500200517 
  1593.67    0.48       25.       0.054828   0.004066             D027500200518 
  1593.67    0.48       30.       0.066219   0.009629             D027500200519 
  1593.67    0.48       35.       0.068950   0.003117             D027500200520 
  1593.67    0.48       40.       0.054409   0.003431             D027500200521 
  1593.67    0.48       45.       0.040291   0.001975             D027500200522 
  1593.67    0.48       55.       0.027690   0.001682             D027500200523 
  1603.05    0.17       13.       0.826188   0.012117             D027500200524 
  1603.05    0.17       17.       0.756720   0.011473             D027500200525 
  1603.05    0.17       21.       0.628944   0.010267             D027500200526 
  1603.05    0.17       25.       0.571547   0.010165             D027500200527 
  1603.05    0.17       30.       0.582228   0.018517             D027500200528 
  1603.05    0.17       35.       0.506213   0.007389             D027500200529 
  1603.05    0.17       40.       0.463772   0.007694             D027500200530 
  1603.05    0.17       45.       0.334771   0.004710             D027500200531 
  1603.05    0.17       55.       0.271584   0.004231             D027500200532 
  1621.61    0.35       13.       0.090120   0.005251             D027500200533 
  1621.61    0.35       17.       0.092866   0.004933             D027500200534 
  1621.61    0.35       21.       0.095984   0.005177             D027500200535 
  1621.61    0.35       25.       0.079126   0.004815             D027500200536 
  1621.61    0.35       35.       0.064964   0.003464             D027500200537 
  1621.61    0.35       40.       0.049856   0.005822             D027500200538 
  1621.61    0.35       45.       0.045196   0.002482             D027500200539 
  1621.61    0.35       55.       0.035220   0.002498             D027500200540 
  1628.52    0.58       13.       0.107489   0.005520             D027500200541 
  1628.52    0.58       17.       0.097614   0.005048             D027500200542 
  1628.52    0.58       21.       0.082565   0.004914             D027500200543 
  1628.52    0.58       25.       0.053261   0.004387             D027500200544 
  1628.52    0.58       35.       0.069341   0.003464             D027500200545 
  1628.52    0.58       40.       0.061087   0.005718             D027500200546 
  1628.52    0.58       45.       0.050079   0.002532             D027500200547 
  1628.52    0.58       55.       0.035760   0.002498             D027500200548 
  1637.66    0.37       13.       0.189227   0.006462             D027500200549 
  1637.66    0.37       17.       0.196462   0.006195             D027500200550 
  1637.66    0.37       21.       0.151509   0.006055             D027500200551 
  1637.66    0.37       25.       0.095172   0.004922             D027500200552 
  1637.66    0.37       35.       0.111813   0.003752             D027500200553 
  1637.66    0.37       40.       0.117244   0.004782             D027500200554 
  1637.66    0.37       45.       0.071544   0.002482             D027500200555 
  1637.66    0.37       55.       0.058108   0.002294             D027500200556 
  1646.17    0.41       13.       0.070055   0.004712             D027500200557 
  1646.17    0.41       17.       0.082284   0.004589             D027500200558 
  1646.17    0.41       21.       0.091619   0.005177             D027500200559 
  1646.17    0.41       25.       0.071179   0.004494             D027500200560 
  1646.17    0.41       35.       0.067933   0.003175             D027500200561 
  1646.17    0.41       40.       0.056915   0.003951             D027500200562 
  1646.17    0.41       45.       0.044620   0.002127             D027500200563 
  1646.17    0.41       55.       0.033965   0.001988             D027500200564 
  1655.68    0.88       13.       0.108796   0.010097             D027500200565 
  1655.68    0.88       17.       0.114783   0.004704             D027500200566 
  1655.68    0.88       21.       0.098029   0.005528             D027500200567 
  1655.68    0.88       25.       0.055183   0.004280             D027500200568 
  1655.68    0.88       35.       0.081126   0.003175             D027500200569 
  1655.68    0.88       40.       0.059184   0.003431             D027500200570 
  1655.68    0.88       45.       0.040669   0.001925             D027500200571 
  1655.68    0.88       55.       0.029320   0.001631             D027500200572 
  1668.07    0.49       13.       0.063332   0.004443             D027500200573 
  1668.07    0.49       17.       0.076416   0.004360             D027500200574 
  1668.07    0.49       21.       0.064779   0.005177             D027500200575 
  1668.07    0.49       25.       0.046566   0.004066             D027500200576 
  1668.07    0.49       35.       0.049794   0.002886             D027500200577 
  1668.07    0.49       40.       0.048454   0.005094             D027500200578 
  1668.07    0.49       45.       0.038060   0.002077             D027500200579 
  1668.07    0.49       55.       0.028948   0.001784             D027500200580 
