ENTRY            D6267   20170308                             D110D626700000001 
SUBENT        D6267001   20170308                             D110D626700100001 
BIB                  9         15                                 D626700100002 
TITLE      Experimental investigation of T = 1 analog states of   D626700100003 
            26Al and 26Mg                                         D626700100004 
AUTHOR     (V.Srivastava, C.Bhattacharya, T.K.Rana, S.Manna,      D626700100005 
            S.Kundu, S.Bhattacharya, K.Banerjee, P.Roy, R.Pandey, D626700100006 
            G.Mukherjee, T.K.Ghosh, J.K.Meena, T.Roy, A.Chaudhuri,D626700100007 
            M.Sinha, A.K.Saha, Md.A.Asgar, A.Dey, S.Roy,          D626700100008 
            Md.M.Shaikh)                                          D626700100009 
INSTITUTE  (3INDVEC,3INDSAH)                                      D626700100010 
REFERENCE  (J,PR/C,93,044601,2016)                                D626700100011 
FACILITY   (CYCLO,3INDVEC)                                        D626700100012 
SAMPLE     A self supported 27Al target of thickness ~ 90 ug/cm2. D626700100013 
REL-REF    (I,D6258001,V.Srivastava+,J,PR/C,91,054611,2015)       D626700100014 
            Experimental details                                  D626700100015 
METHOD     (EDE,PHD)                                              D626700100016 
HISTORY    (20170308C) Compiled by Saumyajit Biswas+BL            D626700100017 
ENDBIB              15          0                                 D626700100018 
NOCOMMON             0          0                                 D626700100019 
ENDSUBENT           18          0                                 D626700199999 
SUBENT        D6267002   20170308                             D110D626700200001 
BIB                  3          3                                 D626700200002 
REACTION   (13-AL-27(D,HE3)12-MG-26,PAR,DA)                       D626700200003 
ERR-ANALYS (DATA-ERR) No information given                        D626700200004 
STATUS     (TABLE) Fig.1 of Phys. Rev. C 93(2016)044601           D626700200005 
ENDBIB               3          0                                 D626700200006 
COMMON               1          3                                 D626700200007 
EN                                                                D626700200008 
MEV                                                               D626700200009 
 25.                                                              D626700200010 
ENDCOMMON            3          0                                 D626700200011 
DATA                 4         76                                 D626700200012 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         D626700200013 
KEV        ADEG       MB/SR      MB/SR                            D626700200014 
         0.      18.87      0.469      0.043                      D626700200015 
         0.      19.85      0.406      0.037                      D626700200016 
         0.      20.84      0.366      0.034                      D626700200017 
         0.      21.82      0.317      0.029                      D626700200018 
         0.      22.80      0.277      0.026                      D626700200019 
         0.      23.79      0.214      0.020                      D626700200020 
         0.      24.77      0.176      0.017                      D626700200021 
         0.      25.75      0.102      0.011                      D626700200022 
         0.      26.73      0.108      0.011                      D626700200023 
         0.      27.71      0.095      0.010                      D626700200024 
         0.      28.69      0.085      0.009                      D626700200025 
         0.      29.67      0.084      0.009                      D626700200026 
         0.      30.76      0.106      0.009                      D626700200027 
         0.      31.74      0.124      0.011                      D626700200028 
         0.      32.71      0.126      0.011                      D626700200029 
         0.      33.69      0.134      0.012                      D626700200030 
         0.      34.67      0.144      0.013                      D626700200031 
         0.      35.64      0.152      0.014                      D626700200032 
         0.      36.61      0.150      0.014                      D626700200033 
         0.      37.59      0.165      0.015                      D626700200034 
         0.      38.56      0.156      0.014                      D626700200035 
         0.      39.53      0.142      0.013                      D626700200036 
         0.      40.50      0.128      0.012                      D626700200037 
         0.      41.47      0.113      0.010                      D626700200038 
         0.      42.44      0.091      0.008                      D626700200039 
      1806.      18.95      1.215      0.107                      D626700200040 
      1806.      19.95      1.091      0.097                      D626700200041 
      1806.      20.92      0.981      0.087                      D626700200042 
      1806.      21.91      0.858      0.076                      D626700200043 
      1806.      22.89      0.791      0.071                      D626700200044 
      1806.      23.88      0.670      0.060                      D626700200045 
      1806.      24.87      0.507      0.046                      D626700200046 
      1806.      25.86      0.390      0.036                      D626700200047 
      1806.      26.84      0.297      0.028                      D626700200048 
      1806.      27.82      0.258      0.024                      D626700200049 
      1806.      28.81      0.216      0.021                      D626700200050 
      1806.      29.79      0.183      0.018                      D626700200051 
      1806.      30.88      0.211      0.019                      D626700200052 
