ENTRY            D0277   20050303                             D039D027700000001 
SUBENT        D0277001   20050303                             D039D027700100001 
BIB                 10         29                                 D027700100002 
TITLE      8Be+8Be decay of excited states in 16O                 D027700100003 
AUTHOR     (M.Freer,M.P.Nicoli,S.M.Singer,C.A.Bremner,            D027700100004 
           S.P.G.Chappell,W.D.M.Rae,I.Boztosun,B.R.Fulton,        D027700100005 
           D.L.Watson,B.J.Greenhalgh,G.K.Dillon,R.L.Cowin,        D027700100006 
           D.C.Weisser)                                           D027700100007 
INSTITUTE  (2UK BIR,2UK OXF,2UK UK ,3AULCBR)                      D027700100008 
REFERENCE  (J,PR/C,70,064311,2004)                                D027700100009 
FACILITY   (LINAC,3AULCBR) The higher beam energies               D027700100010 
           (VDGT,3AULCBR) Ebeam > 99 MeV were obtained using      D027700100011 
           the linear accelerator in conjunction with the         D027700100012 
           pelletron tandem 14UD accelerator.                     D027700100013 
SAMPLE     60 mg/cm2 12C target foil                              D027700100014 
DETECTOR   (SISD) The experiment was conducted using the Charissa D027700100015 
           strip detector array located in the MEGHA chamber.     D027700100016 
           The array was composed of eight 500 mm, 50x50 mm2 Si   D027700100017 
           strip detectors. These covered an angular range from   D027700100018 
           5. till 60. degr. Each strip detector was divided      D027700100019 
           into 16 position-sensitive strips, with the position-  D027700100020 
           sensitive axis orientated towards the beam axis.       D027700100021 
           The energy response of the detection system was        D027700100022 
           calibrated using elastic scattering of 12C ions from   D027700100023 
           both 197Au and 12C targets.                            D027700100024 
ERR-ANALYS (ERR-S) Statistical error                              D027700100025 
           (ERR-1) Systematic uncertainty from the normalisation  D027700100026 
            procedure, in particular the calculation of the       D027700100027 
            detection efficiency                                  D027700100028 
STATUS     (TABLE)Tables recieved from  Dr.M.Freer                D027700100029 
           (APRVD) Entry approved by Dr.M.Freer                   D027700100030 
HISTORY    (20050303C) SD                                         D027700100031 
ENDBIB              29          0                                 D027700100032 
COMMON               1          3                                 D027700100033 
ERR-1                                                             D027700100034 
PER-CENT                                                          D027700100035 
  15.0                                                            D027700100036 
ENDCOMMON            3          0                                 D027700100037 
ENDSUBENT           36          0                                 D027700199999 
SUBENT        D0277002   20050303                             D039D027700200001 
BIB                  3         11                                 D027700200002 
REACTION   (6-C-12(6-C-12,4-BE-8)8-O-16,,DE,RSD)                  D027700200003 
EN-SEC     (E-EXC,8-O-16)                                         D027700200004 
ANALYSIS   By selecting the events lying within the highest-energyD027700200005 
           peak in the excitation energy spectrum, a 3 8Be(gr.st.)D027700200006 
           final-state results. The 16O excitation energy spectra D027700200007 
           corresponding to the decay into the two detected 8Be   D027700200008 
           nuclei were then reconstructed. The majority of these  D027700200009 
           events correspond to the two 8Be nuclei being detected D027700200010 
           on opposite sides of the beam axis, in other words     D027700200011 
           small 16O center-of-mass emission angles.              D027700200012 
           The resulting excitation energy spectra are given.     D027700200013 
ENDBIB              11          0                                 D027700200014 
NOCOMMON             0          0                                 D027700200015 
DATA                 4       2215                                 D027700200016 
EN         E-EXC      DATA       ERR-S                            D027700200017 
MEV        MEV        MU-B/MEV   MU-B/MEV                         D027700200018 
   82.       15.         6.38E-01   2.02E-01                      D027700200019 
   82.       15.2        1.91E+00   3.14E-01                      D027700200020 
   82.       15.4        2.02E+00   2.97E-01                      D027700200021 
   82.       15.6        2.39E+00   3.03E-01                      D027700200022 
   82.       15.8        1.66E+00   2.40E-01                      D027700200023 
   82.       16.         2.38E+00   2.75E-01                      D027700200024 
   82.       16.2        2.51E+00   2.72E-01                      D027700200025 
   82.       16.4        2.47E+00   2.62E-01                      D027700200026 
   82.       16.6        2.92E+00   2.77E-01                      D027700200027 
   82.       16.8        2.57E+00   2.54E-01                      D027700200028 
   82.       17.         3.56E+00   2.93E-01                      D027700200029 
   82.       17.2        4.57E+00   3.27E-01                      D027700200030 
   82.       17.4        4.80E+00   3.31E-01                      D027700200031 
   82.       17.6        5.05E+00   3.35E-01                      D027700200032 
   82.       17.8        5.10E+00   3.34E-01                      D027700200033 
   82.       18.         5.83E+00   3.54E-01                      D027700200034 
   82.       18.2        6.41E+00   3.68E-01                      D027700200035 
   82.       18.4        6.35E+00   3.65E-01                      D027700200036 
   82.       18.6        6.48E+00   3.67E-01                      D027700200037 
   82.       18.8        6.67E+00   3.71E-01                      D027700200038 
   82.       19.         7.62E+00   3.96E-01                      D027700200039 
   82.       19.2        8.59E+00   4.20E-01                      D027700200040 
   82.       19.4        9.70E+00   4.46E-01                      D027700200041 
   82.       19.6        1.26E+01   5.10E-01                      D027700200042 
   82.       19.8        1.18E+01   4.94E-01                      D027700200043 
   82.       20.         1.34E+01   5.27E-01                      D027700200044 
   82.       20.2        1.20E+01   5.00E-01                      D027700200045 
   82.       20.4        1.26E+01   5.14E-01                      D027700200046 
   82.       20.6        1.26E+01   5.17E-01                      D027700200047 
   82.       20.8        1.34E+01   5.34E-01                      D027700200048 
   82.       21.         1.29E+01   5.27E-01                      D027700200049 
   82.       21.2        1.28E+01   5.27E-01                      D027700200050 
   82.       21.4        1.27E+01   5.30E-01                      D027700200051 
   82.       21.6        1.24E+01   5.27E-01                      D027700200052 
   82.       21.8        1.03E+01   4.82E-01                      D027700200053 
   82.       22.         9.21E+00   4.59E-01                      D027700200054 
   82.       22.2        9.32E+00   4.65E-01                      D027700200055 
   82.       22.4        1.05E+01   4.98E-01                      D027700200056 
   82.       22.6        1.05E+01   5.02E-01                      D027700200057 
   82.       22.8        1.23E+01   5.45E-01                      D027700200058 
   82.       23.         1.30E+01   5.67E-01                      D027700200059 
   82.       23.2        1.50E+01   6.12E-01                      D027700200060 
   82.       23.4        1.65E+01   6.48E-01                      D027700200061 
   82.       23.6        1.67E+01   6.56E-01                      D027700200062 
   82.       23.8        1.74E+01   6.75E-01                      D027700200063 
   82.       24.         1.66E+01   6.64E-01                      D027700200064 
   82.       24.2        1.61E+01   6.59E-01                      D027700200065 
   82.       24.4        1.56E+01   6.54E-01                      D027700200066 
