ENTRY            D0616   20100524                             D073D061600000001 
SUBENT        D0616001   20100524                             D073D061600100001 
BIB                 10         33                                 D061600100002 
TITLE      Energy dependence of the optical potential of weakly   D061600100003 
           and tightly bound nuclei as projectiles on a           D061600100004 
           medium-mass target                                     D061600100005 
AUTHOR     (J.M.Figueira,J.O.Fernandez Niello,A.Arazi,O.A.Capurro,D061600100006 
           P.Carnelli,L.Fimiani,G.V.Marti,D.Martinez Heimann,     D061600100007 
           A.E.Negri,A.J.Pacheco,J.Lubian,D.S.Monteiro,           D061600100008 
           P.R.S.Gomes)                                           D061600100009 
INSTITUTE  (3ARGCNE,3ARGCIN,3BZLUFF)                              D061600100010 
           (3ARGARG) Escuela de Ciencia y Tecnologia,             D061600100011 
           Universidad de San Martin, B1650BWA San Martin,        D061600100012 
           Buenos Aires, Argentina                                D061600100013 
REFERENCE  (J,PR/C,81,024613,2010)                                D061600100014 
FACILITY   (VDGT,3ARGCNE) the 20 UD tandem accelerator at the     D061600100015 
           TANDAR Laboratory.                                     D061600100016 
SAMPLE     a 120-mu-g/cm2-thick 144Sm target. The material was    D061600100017 
           isotopically enriched to 88%, and it was evaporated    D061600100018 
           onto a 20-mu-g/cm2 carbon backing.                     D061600100019 
DETECTOR   (SIBAR) The detection system consisted of an array     D061600100020 
           containing eight silicon surface-barrier detectors     D061600100021 
           placed in a 76-cm-diameter scattering chamber.         D061600100022 
ERR-ANALYS (ERR-T) total uncertainties includes:                  D061600100023 
           (EN-ERR,0.5,1.) The energy resolution of the           D061600100024 
           detectors ranged from 0.5% to 1.0%.                    D061600100025 
           (ERR-S,2.,20.) The statistical uncertainty of the      D061600100026 
           cross sections ranges from 2 to 20%, the latter        D061600100027 
           corresponding to the highest energies and              D061600100028 
           backward angles.                                       D061600100029 
           (ERR-1) The contribution due to the target             D061600100030 
           contaminants was estimated to be about 2% from their   D061600100031 
           known abundances,                                      D061600100032 
STATUS     (TABLE) Data were received from Dr.J.M.Figueira        D061600100033 
           (APRVD) Entry approved by Dr.J.M.Figueira              D061600100034 
HISTORY    (20100524C) SD                                         D061600100035 
ENDBIB              33          0                                 D061600100036 
COMMON               1          3                                 D061600100037 
ERR-1                                                             D061600100038 
PER-CENT                                                          D061600100039 
  2.                                                              D061600100040 
ENDCOMMON            3          0                                 D061600100041 
ENDSUBENT           40          0                                 D061600199999 
SUBENT        D0616002   20100524                             D073D061600200001 
BIB                  1          1                                 D061600200002 
REACTION   (62-SM-144(3-LI-7,EL)62-SM-144,,DA,,RTH)  f.1          D061600200003 
ENDBIB               1          0                                 D061600200004 
NOCOMMON             0          0                                 D061600200005 
DATA                 4        546                                 D061600200006 
EN         ANG-CM     DATA       ERR-T                            D061600200007 
MEV        ADEG       NO-DIM     NO-DIM                           D061600200008 
       21.6      23.57      1.000      0.008                      D061600200009 
       21.6      26.18      1.001      0.008                      D061600200010 
       21.6      29.09      1.010      0.008                      D061600200011 
       21.6      31.69      1.005      0.008                      D061600200012 
       21.6      34.47      1.004      0.008                      D061600200013 
       21.6      37.07      1.000      0.008                      D061600200014 
       21.6      39.65      0.995      0.008                      D061600200015 
       21.6      42.25      0.998      0.008                      D061600200016 
       21.6      55.01      0.992      0.006                      D061600200017 
       21.6      57.32      0.993      0.006                      D061600200018 
       21.6      60.66      0.998      0.009                      D061600200019 
       21.6      62.70      1.008      0.009                      D061600200020 
       21.6      65.94      1.004      0.008                      D061600200021 
       21.6      71.03      1.008      0.007                      D061600200022 
       21.6      73.06      1.003      0.008                      D061600200023 
       21.6      85.86      0.997      0.007                      D061600200024 
       21.6      87.86      1.001      0.008                      D061600200025 
       21.6      90.71      0.982      0.006                      D061600200026 
       21.6      92.96      0.988      0.006                      D061600200027 
       21.6      95.72      0.991      0.010                      D061600200028 
       21.6      98.21      0.995      0.011                      D061600200029 
       21.6     100.69      1.014      0.009                      D061600200030 
       21.6     103.17      1.004      0.009                      D061600200031 
       21.6     105.48      0.984      0.009                      D061600200032 
       21.6     110.55      0.977      0.009                      D061600200033 
       21.6     112.63      0.964      0.015                      D061600200034 
       21.6     113.01      0.963      0.009                      D061600200035 
       21.6     115.25      0.985      0.007                      D061600200036 
       21.6     117.71      0.969      0.007                      D061600200037 
       21.6     120.22      0.968      0.006                      D061600200038 
       21.6     122.67      0.958      0.006                      D061600200039 
       21.6     125.27      0.958      0.010                      D061600200040 
       21.6     129.97      0.941      0.009                      D061600200041 
       21.6     132.41      0.935      0.009                      D061600200042 
       21.6     134.94      0.918      0.009                      D061600200043 
       21.6     137.38      0.932      0.009                      D061600200044 
       21.6     139.56      0.923      0.007                      D061600200045 
       21.6     141.98      0.931      0.007                      D061600200046 
       21.6     144.44      0.915      0.006                      D061600200047 
       21.6     146.85      0.900      0.006                      D061600200048 
       21.6     149.41      0.912      0.009                      D061600200049 
       21.6     151.81      0.884      0.009                      D061600200050 
       21.6     154.04      0.872      0.008                      D061600200051 
       21.6     156.44      0.876      0.008                      D061600200052 
       21.6     158.95      0.879      0.008                      D061600200053 
       21.6     161.35      0.870      0.009                      D061600200054 
       21.6     163.41      0.870      0.007                      D061600200055 
       21.6     165.81      0.855      0.007                      D061600200056 
       21.6     168.16      0.846      0.007                      D061600200057 
       21.6     170.56      0.850      0.007                      D061600200058 
       22.1      23.57      1.004      0.010                      D061600200059 
       22.1      26.18      0.994      0.010                      D061600200060 
       22.1      29.09      1.005      0.008                      D061600200061 
       22.1      31.69      1.004      0.008                      D061600200062 
