ENTRY            D4089   20060727                             D048D408900000001 
SUBENT        D4089001   20060727                             D048D408900100001 
BIB                 11         41                                 D408900100002 
TITLE      Excitation Functions of Nuclear Reactions Induced by   D408900100003 
           Alpha Particles up to 42 MeV on natTi for Monitoring   D408900100004 
           Puposes and TLA                                        D408900100005 
AUTHOR     (A.HERMANNE, M.SONCK, S.TAKACS, F.SZELECSENYI,         D408900100006 
           F.TARKANYI)                                            D408900100007 
INSTITUTE  (2BLGVUB,3HUNDEB)                                      D408900100008 
REFERENCE  (J,NIM/B,152,187,1999)                                 D408900100009 
FACILITY   (CYCLO,2BLGVUB), CGR 560 Cyclotron in Brussels         D408900100010 
           (CYCLO,3HUNDEB), MGC 20E Cyclotron in Debrecen         D408900100011 
SAMPLE     High purity Ti foils, 12, 12.5 and 21.6 microns thick  D408900100012 
           provided by Goodfellow.                                D408900100013 
METHOD     (ACTIV,EXTB,STTA,GSPEC)                                D408900100014 
           Stacks containing several Ti foils were irradiated     D408900100015 
           nn Faraday cup type target holder. Irradiation time    D408900100016 
           was 10-120 minutes. Beam current of 50-2000 nA was     D408900100017 
           applied.                                               D408900100018 
           The energy of the incident beam was determined by usingD408900100019 
           Time-Of-Flight method and activation of monitor foils. D408900100020 
           Alltogether 7 stacks were irradiated.                  D408900100021 
           Decay data were taken from Browne and Firestone,       D408900100022 
           Table of Radioactive Isotopes, V.S. Shirley, Wiley,    D408900100023 
           London, 1986.                                          D408900100024 
           The effective bombarding energy in each foil of the    D408900100025 
           stack was calculated using the polynomial approximationD408900100026 
           of Ziegler et.al.                                      D408900100027 
ERR-ANALYS (EN-ERR)Energy uncertainyy was calculated taking into  D408900100028 
           account uncertainty of the initial energy, beam        D408900100029 
           straggling, foil thickness and uniformity.             D408900100030 
           (ERR-T)    The uncertainty on each cross section was   D408900100031 
           estimated by taking the square root of the summation   D408900100032 
           of the contributing sources in quadrature. (10-16%)    D408900100033 
               Number of target atoms           5%                D408900100034 
               Nuclear data                     5%                D408900100035 
               Beam intensity                   7%                D408900100036 
               Detector efficiency            3-7%                D408900100037 
               Statistics and peak fitting   1-10%                D408900100038 
DETECTOR   (HPGE)                                                 D408900100039 
STATUS     Data were provided by the authors                      D408900100040 
           Approved by S. Takacs 17-April-2001.                   D408900100041 
HISTORY    (20010417C)                                            D408900100042 
           (20060727A)  Ref. corrected.                           D408900100043 
ENDBIB              41          0                                 D408900100044 
NOCOMMON             0          0                                 D408900100045 
ENDSUBENT           44          0                                 D408900199999 
SUBENT        D4089002   20010914                             0000D408900200001 
BIB                  2          2                                 D408900200002 
REACTION   (22-TI-0(A,X)24-CR-51,,SIG)                            D408900200003 
DECAY-DATA (24-CR-51,27.7D,DG,320.1,0.098)                        D408900200004 
ENDBIB               2          0                                 D408900200005 
NOCOMMON             0          0                                 D408900200006 
DATA                 4        113                                 D408900200007 
EN         EN-ERR     DATA       ERR-T                            D408900200008 
MEV        MEV        MB         MB                               D408900200009 
       6.36        1.1       30.4        2.7                      D408900200010 
       6.57         1.        45.        5.4                      D408900200011 
        6.9        1.1        18.         2.                      D408900200012 
       7.22        1.1       20.7         3.                      D408900200013 
       8.33        0.6       80.4        9.6                      D408900200014 
       8.36        2.5       115.        13.                      D408900200015 
       8.36        0.9       125.        19.                      D408900200016 
        9.1        0.9       160.        19.                      D408900200017 
       9.11        0.8       229.        21.                      D408900200018 
       9.41         1.       160.        19.                      D408900200019 
      10.21        2.2       311.        35.                      D408900200020 
        11.        0.7       423.        38.                      D408900200021 
        11.        0.9       356.        43.                      D408900200022 
       11.3        0.9       358.        43.                      D408900200023 
      11.37        0.6       423.        51.                      D408900200024 
      11.85        1.9       467.        53.                      D408900200025 
       12.9        0.8       488.        54.                      D408900200026 
        13.        0.8       500.        55.                      D408900200027 
      13.03        0.6       495.        44.                      D408900200028 
      13.35        1.7       575.        65.                      D408900200029 
      13.94        0.5       638.        77.                      D408900200030 
      14.56        0.6       584.        52.                      D408900200031 
      14.56        0.6       569.        63.                      D408900200032 
       14.6        0.7       560.        62.                      D408900200033 
      14.66        0.4       620.        74.                      D408900200034 
      14.74        1.5       577.        65.                      D408900200035 
      14.82        0.5       605.        73.                      D408900200036 
        16.        0.6       514.        57.                      D408900200037 
      16.01        0.6       740.        81.                      D408900200038 
      16.04        1.4       566.        64.                      D408900200039 
      16.22        0.5       623.        75.                      D408900200040 
      16.27        0.5       453.        41.                      D408900200041 
      16.57        2.1       441.        62.                      D408900200042 
      17.02        0.3       508.        61.                      D408900200043 
      17.02        0.4       508.        61.                      D408900200044 
       17.2        0.6       448.        49.                      D408900200045 
      17.27        1.3       462.        52.                      D408900200046 
      17.37        0.6       450.        49.                      D408900200047 
       17.6        0.5       370.        33.                      D408900200048 
      17.79        0.3       432.        52.                      D408900200049 
      18.45        1.2       343.        39.                      D408900200050 
      18.66        0.5       189.        23.                      D408900200051 
       18.7        1.9       277.        39.                      D408900200052 
      19.03        0.4       326.        39.                      D408900200053 
      19.13        0.4       240.        22.                      D408900200054 
      19.57        1.1       281.        32.                      D408900200055 
       19.7        0.5       240.        29.                      D408900200056 
      19.86        0.5       241.        29.                      D408900200057 
      20.32        0.4       223.        20.                      D408900200058 
      20.65         1.       215.        24.                      D408900200059 
      20.68        1.8       178.        25.                      D408900200060 
       20.8        0.5       188.        23.                      D408900200061 
      20.91        0.5       214.        26.                      D408900200062 
      20.95        0.3       193.        23.                      D408900200063 
      21.04        0.4       188.        23.                      D408900200064 
      21.69        0.8       173.        20.                      D408900200065 
      21.71        0.4       144.        13.                      D408900200066 
        22.        0.4       178.        21.                      D408900200067 
      22.17        0.4       178.        21.                      D408900200068 
      22.53        1.7       125.        18.                      D408900200069 
