ENTRY            D1003   20210716                             D135D100300000001 
SUBENT        D1003001   20210716                             D135D100300100001 
BIB                  8         22                                 D100300100002 
TITLE      Isoscalar monopole and dipole transitions in 24Mg,     D100300100003 
            26Mg, and 28Si                                        D100300100004 
AUTHOR     (P.Adsley, V.O.Nesterenko, M.Kimura, L.M.Donaldson,    D100300100005 
            R.Neveling, J.W.Bruemmer, D.G.Jenkins, N.Y.Kheswa,    D100300100006 
            J.Kvasil, K.C.W.Li, D.J.Marin-Lambarri, Z.Mabika,     D100300100007 
            P.Papka, L.Pellegri, V.Pesudo, B.Rebeiro,             D100300100008 
            P.-G.Reinhard, F.D.Smit, W.Yahia-Cherif)              D100300100009 
REFERENCE  (J,PR/C,103,044315,2021)                               D100300100010 
REL-REF    (I,D0903001,P.Adsley+,J,PR/C,96,055802,2017)           D100300100011 
            Experimental details                                  D100300100012 
INSTITUTE  (3SAFWIT,3SAFSTL,3SAFITH,2FR PAR,4ZZZDUB,4RUSMFT,      D100300100013 
            2JPNHOK,2UK YRK,3CZRCHU,3SAFUWC,3MEXUMX,2SPNPCM,      D100300100014 
            2GERUEN,3ALGUHB)                                      D100300100015 
           (4RUSRUS) State University "Dubna", Dubna              D100300100016 
FACILITY   (CYCLO,3SAFITH)                                        D100300100017 
DETECTOR   (MAGSP) K600 Q2D magnetic spectrometer                 D100300100018 
           (SCIN) Plastic scintillator at the focal plane to      D100300100019 
            trigger data acquisition and to measure the energy    D100300100020 
            deposited by the particle hitting the focal plane     D100300100021 
           (DRFTC) To measure particle positions and trajectories D100300100022 
            at the focal plane                                    D100300100023 
HISTORY    (20210716C) On                                         D100300100024 
ENDBIB              22          0                                 D100300100025 
COMMON               1          3                                 D100300100026 
EN                                                                D100300100027 
MEV                                                               D100300100028 
 200.                                                             D100300100029 
ENDCOMMON            3          0                                 D100300100030 
ENDSUBENT           29          0                                 D100300199999 
SUBENT        D1003002   20210716                             D135D100300200001 
BIB                  4          6                                 D100300200002 
REACTION   (12-MG-24(A,INL)12-MG-24,ICL,DA/DE,A/RSD)              D100300200003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        D100300200004 
           (ERR-1) Target thickness (10%)                         D100300200005 
STATUS     (TABLE) Data (not shown in the article) received from  D100300200006 
                   Philip Adsley.                                 D100300200007 
HISTORY    (20210715R) On. Data received from Philip Adsley       D100300200008 
ENDBIB               6          0                                 D100300200009 
COMMON               1          3                                 D100300200010 
ERR-1                                                             D100300200011 
PER-CENT                                                          D100300200012 
 10.                                                              D100300200013 
ENDCOMMON            3          0                                 D100300200014 
DATA                 5       4300                                 D100300200015 
ANG-MIN    ANG-MAX    E-EXC      DATA       ERR-S                 D100300200016 
 3.         4.         12.065       4.44873  0.599866             D100300202124 
 3.         4.         12.075       3.63987  0.5426               D100300202125 
 3.         4.         12.085       5.1767   0.647088             D100300202126 
 3.         4.         12.095       4.85316  0.62654              D100300202127 
 3.         4.         12.105       6.63265  0.732454             D100300202128 
 3.         4.         12.115       6.47088  0.723466             D100300202129 
 3.         4.         12.125       7.68417  0.788379             D100300202130 
 3.         4.         12.135       6.06645  0.700493             D100300202131 
 3.         4.         12.145       5.33847  0.657121             D100300202132 
 3.         4.         12.155       4.0443   0.57195              D100300202133 
 3.         4.         12.165       3.80164  0.554526             D100300202134 
 3.         4.         12.175       3.31633  0.517923             D100300202135 
 3.         4.         12.185       3.55898  0.536537             D100300202136 
 3.         4.         12.195       3.07367  0.498615             D100300202137 
 3.         4.         12.205       3.31633  0.517923             D100300202138 
 3.         4.         12.215       2.66924  0.464655             D100300202139 
 3.         4.         12.225       3.88253  0.560394             D100300202140 
 3.         4.         12.235       4.77227  0.621297             D100300202141 
 3.         4.         12.245       5.98556  0.695807             D100300202142 
 3.         4.         12.255       8.16948  0.812894             D100300202143 
 3.         4.         12.265       7.27974  0.767352             D100300202144 
 3.         4.         12.275       5.58113  0.671889             D100300202145 
 3.         4.         12.285       7.03708  0.754454             D100300202146 
 3.         4.         12.295       4.28696  0.588859             D100300202147 
 3.         4.         12.305       3.80164  0.554526             D100300202148 
 3.         4.         12.315       2.9119   0.485316             D100300202149 
 3.         4.         12.325       1.53683  0.352574             D100300202150 
 3.         4.         12.335       2.02215  0.40443              D100300202151 
 3.         4.         12.345       2.42658  0.443031             D100300202152 
 3.         4.         12.355       1.61772  0.361733             D100300202153 
 3.         4.         12.365       2.50747  0.450354             D100300202154 
 3.         4.         12.375       2.42658  0.443031             D100300202155 
 3.         4.         12.385       2.9119   0.485316             D100300202156 
 3.         4.         12.395       2.99278  0.49201              D100300202157 
 3.         4.         12.405       3.72075  0.548595             D100300202158 
 3.         4.         12.415       5.58113  0.671889             D100300202159 
 3.         4.         12.425       7.68417  0.788379             D100300202160 
 3.         4.         12.435      12.3756   1.0005               D100300202161 
 3.         4.         12.445      14.8021   1.09421              D100300202162 
 3.         4.         12.455      17.3096   1.18326              D100300202163 
 3.         4.         12.465      19.7362   1.26348              D100300202164 
 3.         4.         12.475      16.5816   1.15811              D100300202165 
 3.         4.         12.485      13.9124   1.06081              D100300202166 
 3.         4.         12.495      11.7285   0.973996             D100300202167 
 3.         4.         12.505       9.221    0.863626             D100300202168 
 3.         4.         12.515       7.68417  0.788379             D100300202169 
 3.         4.         12.525       9.46366  0.874916             D100300202170 
 3.         4.         12.535       8.89746  0.848339             D100300202171 
 3.         4.         12.545      12.78     1.01672              D100300202172 
 3.         4.         12.555      18.9273   1.23732              D100300202173 
 3.         4.         12.565      24.9938   1.42185              D100300202174 
 3.         4.         12.575      32.597    1.62377              D100300202175 
 3.         4.         12.585      32.4353   1.61974              D100300202176 
 3.         4.         12.595      26.7733   1.47159              D100300202177 
 3.         4.         12.605      19.6553   1.26089              D100300202178 
 3.         4.         12.615      12.3756   1.0005               D100300202179 
 3.         4.         12.625       8.41214  0.824878             D100300202180 
 3.         4.         12.635       9.221    0.863626             D100300202181 
 3.         4.         12.645       9.30189  0.867405             D100300202182 
 3.         4.         12.655      11.4858   0.963868             D100300202183 
 3.         4.         12.665      13.7506   1.05462              D100300202184 
 3.         4.         12.675      10.8387   0.936323             D100300202185 
 3.         4.         12.685      11.4049   0.960468             D100300202186 
 3.         4.         12.695       8.89746  0.848339             D100300202187 
 3.         4.         12.705       9.54455  0.878647             D100300202188 
 3.         4.         12.715      10.3534   0.91512              D100300202189 
 3.         4.         12.725      13.5888   1.0484               D100300202190 
 3.         4.         12.735      16.339    1.14961              D100300202191 
 3.         4.         12.745      18.2802   1.21598              D100300202192 
 3.         4.         12.755      23.2952   1.37268              D100300202193 
 3.         4.         12.765      32.0308   1.60961              D100300202194 
 3.         4.         12.775      48.8551   1.98789              D100300202195 
 3.         4.         12.785      86.548    2.64585              D100300202196 
 3.         4.         12.795     132.006    3.26763              D100300202197 
 3.         4.         12.805     169.699    3.7049               D100300202198 
 3.         4.         12.815     173.015    3.74092              D100300202199 
 3.         4.         12.825     150.124    3.48467              D100300202200 
 3.         4.         12.835     106.122    2.92981              D100300202201 
 3.         4.         12.845      65.8412   2.30773              D100300202202 
 3.         4.         12.855      39.5532   1.78866              D100300202203 
 3.         4.         12.865      22.4054   1.34621              D100300202204 
 3.         4.         12.875      14.6404   1.08821              D100300202205 
 3.         4.         12.885      11.4049   0.960468             D100300202206 
 3.         4.         12.895       8.57391  0.832772             D100300202207 
 3.         4.         12.905       7.44151  0.775831             D100300202208 
 3.         4.         12.915       9.05923  0.856017             D100300202209 
 3.         4.         12.925       7.11797  0.758778             D100300202210 
 3.         4.         12.935       8.41214  0.824878             D100300202211 
 3.         4.         12.945      10.3534   0.91512              D100300202212 
 3.         4.         12.955      11.8902   0.98069              D100300202213 
 3.         4.         12.965      16.2581   1.14676              D100300202214 
 3.         4.         12.975      17.8758   1.20246              D100300202215 
 3.         4.         12.985      17.4714   1.18878              D100300202216 
 3.         4.         12.995      14.3977   1.07915              D100300202217 
 3.         4.         13.005      13.3462   1.039                D100300202218 
 3.         4.         13.015      12.6182   1.01027              D100300202219 
 3.         4.         13.025      13.1035   1.02951              D100300202220 
 3.         4.         13.035      15.2066   1.10905              D100300202221 
 3.         4.         13.045      19.2509   1.24785              D100300202222 
 3.         4.         13.055      27.5012   1.49146              D100300202223 
 3.         4.         13.065      39.715    1.79231              D100300202224 
 3.         4.         13.075      49.3404   1.99774              D100300202225 
 3.         4.         13.085      62.8484   2.25467              D100300202226 
 3.         4.         13.095      66.4074   2.31763              D100300202227 
 3.         4.         13.105      63.0911   2.25902              D100300202228 
 3.         4.         13.115      45.7006   1.92264              D100300202229 
 3.         4.         13.125      37.0458   1.73104              D100300202230 
 3.         4.         13.135      25.1555   1.42644              D100300202231 
 3.         4.         13.145      19.9788   1.27122              D100300202232 
 3.         4.         13.155      19.5744   1.25829              D100300202233 
 3.         4.         13.165      17.3905   1.18602              D100300202234 
 3.         4.         13.175      18.8464   1.23467              D100300202235 
 3.         4.         13.185      18.8464   1.23467              D100300202236 
 3.         4.         13.195      20.2215   1.27892              D100300202237 
 3.         4.         13.205      16.4199   1.15245              D100300202238 
 3.         4.         13.215      14.5595   1.0852               D100300202239 
 3.         4.         13.225       8.57391  0.832772             D100300202240 
 3.         4.         13.235       7.84594  0.796634             D100300202241 
 3.         4.         13.245       6.79442  0.741332             D100300202242 
 3.         4.         13.255       5.1767   0.647088             D100300202243 
 3.         4.         13.265       4.77227  0.621297             D100300202244 
 3.         4.         13.275       4.77227  0.621297             D100300202245 
 3.         4.         13.285       4.28696  0.588859             D100300202246 
 3.         4.         13.295       5.25759  0.652124             D100300202247 
 3.         4.         13.305       5.01493  0.636897             D100300202248 
 3.         4.         13.315       5.09582  0.642013             D100300202249 
 3.         4.         13.325       5.1767   0.647088             D100300202250 
 3.         4.         13.335       6.79442  0.741332             D100300202251 
 3.         4.         13.345       7.5224   0.780036             D100300202252 
 3.         4.         13.355       8.49303  0.828835             D100300202253 
 3.         4.         13.365       9.94898  0.897069             D100300202254 
 3.         4.         13.375       8.57391  0.832772             D100300202255 
 3.         4.         13.385       7.84594  0.796634             D100300202256 
 3.         4.         13.395       6.30911  0.714366             D100300202257 
 3.         4.         13.405       9.221    0.863626             D100300202258 
 3.         4.         13.415       6.55176  0.727974             D100300202259 
 3.         4.         13.425       8.16948  0.812894             D100300202260 
 3.         4.         13.435       8.57391  0.832772             D100300202261 
 3.         4.         13.445       7.36062  0.771603             D100300202262 
 3.         4.         13.455       9.30189  0.867405             D100300202263 
 3.         4.         13.465       6.71354  0.736906             D100300202264 
 3.         4.         13.475       7.36062  0.771603             D100300202265 
 3.         4.         13.485       6.22822  0.709772             D100300202266 
 3.         4.         13.495       5.7429   0.681557             D100300202267 
 3.         4.         13.505       5.09582  0.642013             D100300202268 
 3.         4.         13.515       4.52961  0.605295             D100300202269 
 3.         4.         13.525       3.96341  0.566202             D100300202270 
 3.         4.         13.535       3.80164  0.554526             D100300202271 
 3.         4.         13.545       4.52961  0.605295             D100300202272 
 3.         4.         13.555       4.44873  0.599866             D100300202273 
 3.         4.         13.565       5.98556  0.695807             D100300202274 
 3.         4.         13.575       4.52961  0.605295             D100300202275 
 3.         4.         13.585       6.38999  0.71893              D100300202276 
 3.         4.         13.595       6.38999  0.71893              D100300202277 
 3.         4.         13.605       7.03708  0.754454             D100300202278 
 3.         4.         13.615       8.00771  0.804805             D100300202279 
 3.         4.         13.625       6.87531  0.745732             D100300202280 
 3.         4.         13.635       8.81657  0.844474             D100300202281 
 3.         4.         13.645       9.94898  0.897069             D100300202282 
 3.         4.         13.655      12.052    0.987339             D100300202283 
 3.         4.         13.665      15.0448   1.10314              D100300202284 
 3.         4.         13.675      18.7655   1.23202              D100300202285 
 3.         4.         13.685      20.8686   1.29922              D100300202286 
 3.         4.         13.695      16.9861   1.17215              D100300202287 
 3.         4.         13.705      19.0891   1.24259              D100300202288 
 3.         4.         13.715      17.3096   1.18326              D100300202289 
 3.         4.         13.725      18.1993   1.21329              D100300202290 
 3.         4.         13.735      17.5523   1.19152              D100300202291 
 3.         4.         13.745      16.339    1.14961              D100300202292 
 3.         4.         13.755      17.1478   1.17772              D100300202293 
 3.         4.         13.765      16.5007   1.15528              D100300202294 
 3.         4.         13.775      16.0963   1.14104              D100300202295 
 3.         4.         13.785      15.6919   1.12661              D100300202296 
 3.         4.         13.795      15.9345   1.13529              D100300202297 
 3.         4.         13.805      16.8243   1.16655              D100300202298 
 3.         4.         13.815      15.2874   1.112                D100300202299 
 3.         4.         13.825      16.8243   1.16655              D100300202300 
 3.         4.         13.835      16.5007   1.15528              D100300202301 
 3.         4.         13.845      17.6331   1.19427              D100300202302 
 3.         4.         13.855      18.1185   1.21059              D100300202303 
 3.         4.         13.865      21.1921   1.30925              D100300202304 
 3.         4.         13.875      26.0453   1.45145              D100300202305 
 3.         4.         13.885      28.1483   1.50891              D100300202306 
 3.         4.         13.895      29.6852   1.54955              D100300202307 
 3.         4.         13.905      30.1705   1.56217              D100300202308 
 3.         4.         13.915      25.6409   1.44013              D100300202309 
 3.         4.         13.925      22.4054   1.34621              D100300202310 
 3.         4.         13.935      18.5229   1.22403              D100300202311 
 3.         4.         13.945      18.5229   1.22403              D100300202312 
 3.         4.         13.955      15.8537   1.1324               D100300202313 
 3.         4.         13.965      14.4786   1.08218              D100300202314 
 3.         4.         13.975      13.6697   1.05152              D100300202315 
 3.         4.         13.985      10.9196   0.93981              D100300202316 
 3.         4.         13.995      12.78     1.01672              D100300202317 
 3.         4.         14.005      12.78     1.01672              D100300202318 
 3.         4.         14.015      10.4343   0.918688             D100300202319 
 3.         4.         14.025      10.7578   0.932823             D100300202320 
 3.         4.         14.035      11.8902   0.98069              D100300202321 
 3.         4.         14.045      13.508    1.04528              D100300202322 
 3.         4.         14.055      15.611    1.1237               D100300202323 
 3.         4.         14.065      18.442    1.22135              D100300202324 
 3.         4.         14.075      22.0819   1.33646              D100300202325 
 3.         4.         14.085      22.3245   1.34378              D100300202326 
 3.         4.         14.095      23.9422   1.39161              D100300202327 
 3.         4.         14.105      23.7805   1.38691              D100300202328 
 3.         4.         14.115      21.0304   1.30425              D100300202329 
 3.         4.         14.125      21.4348   1.31673              D100300202330 
 3.         4.         14.135      18.0376   1.20789              D100300202331 
 3.         4.         14.145      14.9639   1.10017              D100300202332 
 3.         4.         14.155      16.0963   1.14104              D100300202333 
 3.         4.         14.165      15.8537   1.1324               D100300202334 
 3.         4.         14.175      14.8021   1.09421              D100300202335 
 3.         4.         14.185      11.6476   0.970632             D100300202336 
 3.         4.         14.195      11.1623   0.950195             D100300202337 
 3.         4.         14.205      10.1916   0.907943             D100300202338 
 3.         4.         14.215       9.7872   0.889746             D100300202339 
 3.         4.         14.225      11.6476   0.970632             D100300202340 
 3.         4.         14.235      11.2432   0.953632             D100300202341 
 3.         4.         14.245      15.1257   1.1061               D100300202342 
 3.         4.         14.255      13.9124   1.06081              D100300202343 
 3.         4.         14.265      12.5373   1.00702              D100300202344 
 3.         4.         14.275      11.2432   0.953632             D100300202345 
 3.         4.         14.285      10.2725   0.911539             D100300202346 
 3.         4.         14.295      10.7578   0.932823             D100300202347 
 3.         4.         14.305      11.324    0.957056             D100300202348 
 3.         4.         14.315      11.5667   0.967256             D100300202349 
 3.         4.         14.325      12.2947   0.997229             D100300202350 
 3.         4.         14.335      11.8094   0.977349             D100300202351 
 3.         4.         14.345      15.2066   1.10905              D100300202352 
 3.         4.         14.355      14.3977   1.07915              D100300202353 
 3.         4.         14.365      15.2066   1.10905              D100300202354 
 3.         4.         14.375      15.2066   1.10905              D100300202355 
 3.         4.         14.385      14.9639   1.10017              D100300202356 
 3.         4.         14.395      16.1772   1.1439               D100300202357 
 3.         4.         14.405      18.3611   1.21867              D100300202358 
 3.         4.         14.415      20.2215   1.27892              D100300202359 
 3.         4.         14.425      22.6481   1.35348              D100300202360 
 3.         4.         14.435      31.1411   1.5871               D100300202361 
 3.         4.         14.445      38.1782   1.75729              D100300202362 
 3.         4.         14.455      43.1122   1.8674               D100300202363 
 3.         4.         14.465      50.2302   2.01567              D100300202364 
 3.         4.         14.475      44.0829   1.8883               D100300202365 
 3.         4.         14.485      33.0015   1.63382              D100300202366 
 3.         4.         14.495      28.1483   1.50891              D100300202367 
 3.         4.         14.505      18.0376   1.20789              D100300202368 
 3.         4.         14.515      16.9052   1.16936              D100300202369 
 3.         4.         14.525      13.1035   1.02951              D100300202370 
 3.         4.         14.535      15.8537   1.1324               D100300202371 
 3.         4.         14.545      14.4786   1.08218              D100300202372 
 3.         4.         14.555      13.508    1.04528              D100300202373 
 3.         4.         14.565      12.3756   1.0005               D100300202374 
 3.         4.         14.575      15.0448   1.10314              D100300202375 
 3.         4.         14.585      13.0226   1.02633              D100300202376 
 3.         4.         14.595      14.7212   1.09121              D100300202377 
 3.         4.         14.605      16.7434   1.16375              D100300202378 
 3.         4.         14.615      14.7212   1.09121              D100300202379 
 3.         4.         14.625      16.5816   1.15811              D100300202380 
 3.         4.         14.635      16.339    1.14961              D100300202381 
 3.         4.         14.645      16.5007   1.15528              D100300202382 
 3.         4.         14.655      18.6038   1.2267               D100300202383 
 3.         4.         14.665      19.4935   1.25569              D100300202384 
 3.         4.         14.675      22.2436   1.34134              D100300202385 
 3.         4.         14.685      29.5234   1.54532              D100300202386 
 3.         4.         14.695      33.8912   1.65569              D100300202387 
 3.         4.         14.705      33.0015   1.63382              D100300202388 
 3.         4.         14.715      35.5898   1.69668              D100300202389 
 3.         4.         14.725      43.5975   1.87788              D100300202390 
 3.         4.         14.735      41.171    1.82487              D100300202391 
 3.         4.         14.745      39.0679   1.77765              D100300202392 
 3.         4.         14.755      36.3987   1.71585              D100300202393 
 3.         4.         14.765      34.3765   1.66751              D100300202394 
 3.         4.         14.775      30.8176   1.57883              D100300202395 
 3.         4.         14.785      27.9057   1.50239              D100300202396 
 3.         4.         14.795      27.9865   1.50457              D100300202397 
 3.         4.         14.805      26.0453   1.45145              D100300202398 
 3.         4.         14.815      25.8026   1.44467              D100300202399 
 3.         4.         14.825      24.9938   1.42185              D100300202400 
 3.         4.         14.835      21.7583   1.32663              D100300202401 
 3.         4.         14.845      22.1628   1.3389               D100300202402 
 3.         4.         14.855      18.7655   1.23202              D100300202403 
 3.         4.         14.865      15.2874   1.112                D100300202404 
 3.         4.         14.875      11.4049   0.960468             D100300202405 
 3.         4.         14.885      10.6769   0.929309             D100300202406 
 3.         4.         14.895       8.73569  0.840592             D100300202407 
 3.         4.         14.905       8.41214  0.824878             D100300202408 
 3.         4.         14.915       8.41214  0.824878             D100300202409 
 3.         4.         14.925       7.44151  0.775831             D100300202410 
 3.         4.         14.935       7.27974  0.767352             D100300202411 
 3.         4.         14.945       7.5224   0.780036             D100300202412 
 3.         4.         14.955       7.84594  0.796634             D100300202413 
 3.         4.         14.965       7.60328  0.784219             D100300202414 
 3.         4.         14.975       7.27974  0.767352             D100300202415 
 3.         4.         14.985       9.94898  0.897069             D100300202416 
 3.         4.         14.995       8.81657  0.844474             D100300202417 
 3.         4.         15.005       9.221    0.863626             D100300202418 
 3.         4.         15.015      10.5961   0.925782             D100300202419 
 3.         4.         15.025      10.4343   0.918688             D100300202420 
 3.         4.         15.035      10.5152   0.922242             D100300202421 
 3.         4.         15.045       9.14012  0.85983              D100300202422 
 3.         4.         15.055       8.89746  0.848339             D100300202423 
 3.         4.         15.065       8.25037  0.816908             D100300202424 
 3.         4.         15.075       8.00771  0.804805             D100300202425 
 3.         4.         15.085       8.97834  0.852187             D100300202426 
 3.         4.         15.095       8.41214  0.824878             D100300202427 
 3.         4.         15.105      10.6769   0.929309             D100300202428 
 3.         4.         15.115      11.1623   0.950195             D100300202429 
 3.         4.         15.125      14.3977   1.07915              D100300202430 
 3.         4.         15.135      15.611    1.1237               D100300202431 
 3.         4.         15.145      14.2359   1.07307              D100300202432 
 3.         4.         15.155      14.0742   1.06696              D100300202433 
 3.         4.         15.165      15.611    1.1237               D100300202434 
 3.         4.         15.175      12.8609   1.01993              D100300202435 
 3.         4.         15.185      11.0814   0.946746             D100300202436 
 3.         4.         15.195       9.46366  0.874916             D100300202437 
 3.         4.         15.205       9.86809  0.893415             D100300202438 
 3.         4.         15.215       9.46366  0.874916             D100300202439 
 3.         4.         15.225       9.7872   0.889746             D100300202440 
 3.         4.         15.235       8.0886   0.80886              D100300202441 
 3.         4.         15.245       7.11797  0.758778             D100300202442 
 3.         4.         15.255       7.92683  0.80073              D100300202443 
 3.         4.         15.265       9.30189  0.867405             D100300202444 
 3.         4.         15.275       9.14012  0.85983              D100300202445 
 3.         4.         15.285       9.14012  0.85983              D100300202446 
 3.         4.         15.295       9.38277  0.871169             D100300202447 
 3.         4.         15.305      10.5961   0.925782             D100300202448 
 3.         4.         15.315      10.5152   0.922242             D100300202449 
 3.         4.         15.325      10.8387   0.936323             D100300202450 
 3.         4.         15.335       8.49303  0.828835             D100300202451 
 3.         4.         15.345       9.70632  0.886061             D100300202452 
 3.         4.         15.355       9.46366  0.874916             D100300202453 
 3.         4.         15.365      10.3534   0.91512              D100300202454 
 3.         4.         15.375       9.14012  0.85983              D100300202455 
 3.         4.         15.385       9.86809  0.893415             D100300202456 
 3.         4.         15.395      14.6404   1.08821              D100300202457 
 3.         4.         15.405      13.2653   1.03585              D100300202458 
 3.         4.         15.415      17.4714   1.18878              D100300202459 
 3.         4.         15.425      19.4126   1.25308              D100300202460 
 3.         4.         15.435      20.7068   1.29418              D100300202461 
 3.         4.         15.445      20.0597   1.27379              D100300202462 
 3.         4.         15.455      19.17     1.24522              D100300202463 
 3.         4.         15.465      17.714    1.197                D100300202464 
 3.         4.         15.475      15.4492   1.11787              D100300202465 
 3.         4.         15.485      11.4049   0.960468             D100300202466 
 3.         4.         15.495       9.94898  0.897069             D100300202467 
 3.         4.         15.505      10.2725   0.911539             D100300202468 
 3.         4.         15.515       8.81657  0.844474             D100300202469 
 3.         4.         15.525       8.81657  0.844474             D100300202470 
 3.         4.         15.535       7.44151  0.775831             D100300202471 
 3.         4.         15.545       7.84594  0.796634             D100300202472 
 3.         4.         15.555       6.14733  0.705148             D100300202473 
 3.         4.         15.565       7.27974  0.767352             D100300202474 
 3.         4.         15.575       6.71354  0.736906             D100300202475 
 3.         4.         15.585       5.66202  0.676741             D100300202476 
 3.         4.         15.595       5.50025  0.667003             D100300202477 
 3.         4.         15.605       6.87531  0.745732             D100300202478 
 3.         4.         15.615       8.25037  0.816908             D100300202479 
 3.         4.         15.625       9.54455  0.878647             D100300202480 
 3.         4.         15.635      10.9196   0.93981              D100300202481 
 3.         4.         15.645      11.4049   0.960468             D100300202482 
 3.         4.         15.655      15.4492   1.11787              D100300202483 
 3.         4.         15.665      13.4271   1.04214              D100300202484 
 3.         4.         15.675      15.4492   1.11787              D100300202485 
 3.         4.         15.685      14.883    1.09719              D100300202486 
 3.         4.         15.695      16.6625   1.16093              D100300202487 
 3.         4.         15.705      17.714    1.197                D100300202488 
 3.         4.         15.715      13.9933   1.06389              D100300202489 
 3.         4.         15.725      15.6919   1.12661              D100300202490 
 3.         4.         15.735      15.2066   1.10905              D100300202491 
 3.         4.         15.745      17.3905   1.18602              D100300202492 
 3.         4.         15.755      14.8021   1.09421              D100300202493 
 3.         4.         15.765      13.3462   1.039                D100300202494 
 3.         4.         15.775      13.3462   1.039                D100300202495 
 3.         4.         15.785      11.9711   0.98402              D100300202496 
 3.         4.         15.795      13.4271   1.04214              D100300202497 
 3.         4.         15.805      10.2725   0.911539             D100300202498 
 3.         4.         15.815       9.38277  0.871169             D100300202499 
 3.         4.         15.825      11.0005   0.943284             D100300202500 
 3.         4.         15.835       9.38277  0.871169             D100300202501 
 3.         4.         15.845       9.46366  0.874916             D100300202502 
 3.         4.         15.855       9.05923  0.856017             D100300202503 
 3.         4.         15.865       8.16948  0.812894             D100300202504 
 3.         4.         15.875       9.62543  0.882362             D100300202505 
 3.         4.         15.885       8.57391  0.832772             D100300202506 
 3.         4.         15.895       9.86809  0.893415             D100300202507 
 3.         4.         15.905       8.16948  0.812894             D100300202508 
 3.         4.         15.915       8.41214  0.824878             D100300202509 
 3.         4.         15.925       9.05923  0.856017             D100300202510 
 3.         4.         15.935       9.94898  0.897069             D100300202511 
 3.         4.         15.945       9.86809  0.893415             D100300202512 
 3.         4.         15.955       8.89746  0.848339             D100300202513 
 3.         4.         15.965       7.5224   0.780036             D100300202514 
 3.         4.         15.975       7.27974  0.767352             D100300202515 
 3.         4.         15.985       6.14733  0.705148             D100300202516 
 3.         4.         15.995       8.57391  0.832772             D100300202517 
 4.         5.          7.005      18.6453   1.15633              D100300202518 
 4.         5.          7.015      19.219    1.17399              D100300202519 
 4.         5.          7.025      17.0676   1.10633              D100300202520 
 4.         5.          7.035      12.8366   0.959451             D100300202521 
 4.         5.          7.045      10.9003   0.884134             D100300202522 
 4.         5.          7.055       7.81669  0.748703             D100300202523 
 4.         5.          7.065       4.44619  0.564667             D100300202524 
 4.         5.          7.075       3.87249  0.526979             D100300202525 
 4.         5.          7.085       2.58166  0.430276             D100300202526 
 4.         5.          7.095       2.07967  0.386185             D100300202527 
 4.         5.          7.105       1.57768  0.336363             D100300202528 
 4.         5.          7.115       1.86453  0.365665             D100300202529 
 4.         5.          7.125       1.79282  0.358564             D100300202530 
 4.         5.          7.135       2.22309  0.39928              D100300202531 
 4.         5.          7.145       1.43425  0.320709             D100300202532 
 4.         5.          7.155       3.22707  0.481064             D100300202533 
 4.         5.          7.165       2.58166  0.430276             D100300202534 
 4.         5.          7.175       3.44221  0.49684              D100300202535 
 4.         5.          7.185       4.15934  0.546148             D100300202536 
 4.         5.          7.195       5.16332  0.608503             D100300202537 
 4.         5.          7.205       7.17127  0.717127             D100300202538 
 4.         5.          7.215       7.96011  0.75554              D100300202539 
 4.         5.          7.225       7.60155  0.738328             D100300202540 
 4.         5.          7.235       6.81271  0.698969             D100300202541 
 4.         5.          7.245       7.24299  0.720704             D100300202542 
 4.         5.          7.255       7.96011  0.75554              D100300202543 
 4.         5.          7.265      10.0398   0.848516             D100300202544 
 4.         5.          7.275      10.6852   0.875365             D100300202545 
 4.         5.          7.285      16.7091   1.09465              D100300202546 
 4.         5.          7.295      27.968    1.41621              D100300202547 
 4.         5.          7.305      49.5535   1.8851               D100300202548 
 4.         5.          7.315      85.4816   2.47591              D100300202549 
 4.         5.          7.325     135.107    3.1127               D100300202550 
 4.         5.          7.335     191.545    3.70624              D100300202551 
 4.         5.          7.345     221.879    3.98893              D100300202552 
 4.         5.          7.355     198.859    3.77634              D100300202553 
 4.         5.          7.365     148.374    3.26194              D100300202554 
 4.         5.          7.375      98.6767   2.66015              D100300202555 
 4.         5.          7.385      62.2466   2.11279              D100300202556 
 4.         5.          7.395      36.0715   1.60835              D100300202557 
 4.         5.          7.405      23.0198   1.28484              D100300202558 
 4.         5.          7.415      12.9083   0.962127             D100300202559 
 4.         5.          7.425       9.39437  0.82079              D100300202560 
 4.         5.          7.435       5.45017  0.625177             D100300202561 
 4.         5.          7.445       4.58961  0.573702             D100300202562 
 4.         5.          7.455       3.87249  0.526979             D100300202563 
 4.         5.          7.465       3.22707  0.481064             D100300202564 
 4.         5.          7.475       3.01193  0.464752             D100300202565 
 4.         5.          7.485       3.58564  0.507086             D100300202566 
 4.         5.          7.495       3.44221  0.49684              D100300202567 
 4.         5.          7.505       5.23503  0.612714             D100300202568 
 4.         5.          7.515       7.17127  0.717127             D100300202569 
 4.         5.          7.525       8.17525  0.765682             D100300202570 
 4.         5.          7.535      12.5497   0.94867              D100300202571 
 4.         5.          7.545      17.3545   1.11559              D100300202572 
 4.         5.          7.555      23.4501   1.29679              D100300202573 
 4.         5.          7.565      34.9241   1.58256              D100300202574 
 4.         5.          7.575      53.8563   1.96524              D100300202575 
 4.         5.          7.585      83.2585   2.4435               D100300202576 
